Lionel Messi,利昂内尔·梅西
Renato Petronio,雷纳托·彼得罗尼奥
Roberto Zandonella,罗伯托·赞多内拉
Mario Armano,马里奥·阿尔马诺
Pietro Gazzera,彼得罗·加泽拉
Stefano Basalini,斯特凡诺·巴萨利尼
Marco Cusin,馬爾科·庫辛
Umberto Zanolini,翁贝托·扎诺利尼
Gian Piero Ventura,詹皮耶罗·文图拉
Antonio Cattalinich,安特·卡塔利尼奇
Simeone Cattalinich,希蒙·卡塔利尼奇
Giuseppe Puliè,朱塞佩·普列
Alfredo Pitto,阿尔弗雷多·皮托
Libero Marchini,利贝罗·马尔基尼
Alfonso Negro,阿方索·内格罗
Sofia Goggia,索菲娅·戈贾
Pietro Genovesi,彼得罗·杰诺韦西
Antonio Tartaglia,安东尼奥·塔尔塔利亚
Francesca Lollobrigida,弗蘭切絲卡·洛洛布里吉達
Hristo Zlatanov,弗里斯托·斯拉塔諾夫
Fulvio Nesti,富尔维奥·内斯蒂
Filippo Grandi (diplomatico),菲利普·格兰迪
Ulderico Sergo,乌尔德里科·塞尔戈
Alessandro Fei (pallavolista),亞歷山德羅·費
Giovanni Pellielo,乔瓦尼·佩列洛
Gianvito Martino,吉安維托·馬丁諾
Giacomo Galanda,贾科莫·加兰达
Gavino Matta,加维诺·马塔
Daniele Molmenti,达尼埃莱·莫尔门蒂
Luigi Rovati,路易吉·罗瓦蒂
Tazio Secchiaroli,齐奥·塞克齐亚洛里
Ferdinando Pio di Borbone-Due Sicilie,费迪南多·皮奥·(两西西里)
Daniele Gastaldello,達尼埃萊·加斯塔德羅
Lino Marzorati,利諾·馬佐拉蒂
Alessandro Argenton,亚历山德罗·阿尔真东
Uberto Pasolini,烏貝托·帕索里尼
Tito Tebaldi,提托·特巴爾迪
Fabio Vullo,法比奥·武洛
Valentina Borrelli,瓦伦蒂娜·博雷利
Matteo Pratichetti,馬特奧·普拉提切蒂
Lorenzo Milani,洛倫佐·米蘭尼
Antonella Del Core,安东内拉·德尔科雷
Augusto Magli (calciatore),奥古斯托·马利
Bice Vanzetta,比切·万泽塔
Lucia Bosetti,盧西亞·波塞蒂
Fabrizio Della Fiori,法布里齐奥·德拉菲奥里
Luca Dotto,盧卡·多托
Antonio Scaduto,安东尼奥·斯卡杜托
Francesco D'Aniello,弗朗切斯科·达尼埃洛
Vencislav Simeonov,文齐斯拉夫·西梅奥诺夫
Andrea Facchin,安德烈亚·法金
Alessio Figalli,阿莱西奥·菲加利
Franco Vázquez,弗蘭科·巴斯克斯
Valerio Bernabò,瓦列里·伯納多
Lucio Bini,卢西奥·比尼
Massimo Vignelli,馬西莫·維涅里
Brunello Spinelli,布鲁内洛·斯皮内利
Mirko Corsano,米尔科·科尔萨诺
Paolo Cozzi,保罗·科齐
Francesco Dall'Olio,弗朗切斯科·达洛利奥
Osmany Juantorena,奥斯马尼·胡安托雷纳
Francesco Pernigo,弗朗切斯科·佩尔尼戈
Franco Rossi (paralimpico),佛朗哥·罗西
Edoardo Ballerini,愛德華多·巴萊里尼
Ugo Pignotti,乌戈·皮尼奥蒂
Cesare Milani,切萨雷·米拉尼
Massimo Fabbrizi,马西莫·法布里齐
Adolfo Tunesi,阿道夫·图内西
Guido Boni (ginnasta),圭多·博尼
Carlo Fregosi,卡洛·弗雷戈西
Abelardo Olivier,阿贝拉尔多·奥利维耶
Sebastiano Visconti Prasca,塞巴斯蒂亞諾·維斯孔蒂·普拉斯卡
Raffaello Gambino,拉法埃洛·甘比诺
Gianfranco Pandolfini,詹弗兰科·潘多尔菲尼
Maurizio Mannelli,毛里齐奥·曼内利
Tullio Pandolfini,图利奥·潘多尔菲尼
Paul Derbyshire,保羅·德比謝爾
Girolamo Giovinazzo,吉罗拉莫·焦维纳佐
Raffaele Maiello (calciatore),拉斐爾·梅爾羅
Nathalie Moellhausen,纳塔莉·默尔豪森
Massimo Bruno,馬西莫·布魯諾
Adolfo Mazzini,阿道夫·马齐尼
Rosario Parmegiani,罗萨里奥·帕尔梅贾尼
Amedeo Ambron,阿梅代奥·安布龙
Cesare Natali,塞薩雷·納塔利
Sara Anzanello,萨拉·安扎内洛
Diego Fabbrini,迭戈·法布里尼
Ibrahim Kodra,易卜拉欣·科德拉
Nikola Radulović,尼古拉·拉杜洛维奇
Gastón Silva,加斯頓·席爾瓦
Germán Scarone,赫尔曼·斯卡罗内
Abramo Albini,阿布拉莫·阿尔比尼
Achille Canna,阿基莱·坎纳
Román González,罗曼·冈萨雷斯·(篮球运动员)
Carlo Galli (calciatore),卡洛·加利
Giampaolo Menichelli,詹保罗·梅尼凯利
Pio Ferraris,皮奥·费拉里斯
Travis Diener,特拉维斯·迪安纳
Laura Negrisoli,劳拉·内格里索利
Martina Grimaldi,马丁娜·格里马尔迪
Marco D'Alessandro,馬爾科·德亞歷山德羅
Mike Sylvester,米夏埃尔·西尔韦斯特
Pasquale Buonocore,帕斯夸莱·博诺科雷
Vincenzo Polito,恩佐·波利托
Giorgio Pessina,乔治·佩西纳
Renato Anselmi,雷纳托·安塞尔米
Giulio Basletta,朱利奥·巴斯莱塔
Giancarlo Bergamini,贾恩卡洛·贝尔加米尼
Giulio Sarrocchi,朱利奥·萨罗基
Renzo Minoli,伦佐·米诺利
Gianfranco Gaspari,詹弗兰科·加斯帕里
Andrea Lazzari (calciatore),安德雷·拉扎里
Gioacchino Guaragna,焦阿基诺·瓜拉尼亚
Vincenzo Pinton,温琴佐·平通
Fiorenzo Marini,菲奥伦佐·马里尼
Alfredo Pezzana,阿尔弗雷多·佩扎纳
Luca Tesconi,卢卡·泰斯科尼
Paolo Tofoli,保羅·托佛利
Andrea Giani,安德烈·吉亞尼
Jenny Barazza,詹尼·巴拉扎
Vittorio Tamagnini,维托里奥·塔马尼尼
Paride Tumburus,帕里德·通布鲁斯
Luigi Scarabello,路易吉·斯卡拉贝洛
Pierluigi Frattali,皮耶路易吉·弗拉塔利
Aldo Aureggi,阿尔多·奥雷吉
Alvise De Vidi,阿尔维塞·德维迪
Aldo Dezi,阿尔多·德齐
Amilcare Beretta,阿米尔卡雷·贝雷塔
Emilio Bulgarelli,埃米利奥·布尔加雷利
Ilaria Salvatori,伊拉里娅·萨尔瓦托里
Ambrogio Pelagalli,安布罗焦·佩拉加利
Ambrogio Bessi,安布罗焦·贝西
Ugo Cerletti,乌戈·塞来提
Sergio Gori,塞尔焦·戈里
Remo Bodei,雷莫·博代
Pierino Gabetti,皮耶里诺·加贝蒂
Annibale Frossi,安尼巴莱·弗罗西
Paolo Pucci,保罗·普奇
Albano Pera,阿尔巴诺·佩拉
Aldo Masciotta,阿尔多·马肖塔
Richard Benedict,李察·班尼狄
Alberto Lombardi,阿尔贝托·隆巴尔迪
Emanuele Beraudo di Pralormo,埃马努埃莱·贝劳多·迪普拉洛尔莫
Luciano Negrini,卢恰诺·内格里尼
Roberto Cravero,罗伯托·克拉韦罗
Valerio Vermiglio,巴列里奧·維爾米格里奥
Clorindo Testa,克洛林多·特斯塔
Pino Maddaloni,朱塞佩·马达洛尼
Carlo Agostoni,卡洛·阿戈斯托尼
Rachele Sangiuliano,拉凯莱·圣朱利亚诺
Raffaele Baldassarre,拉法埃莱·巴尔达萨雷
Andrea Benetti (artista),安德里亞·貝內蒂
Andrea Bermond,安德烈亚·贝尔蒙
Andrea Beccari,安德烈亚·贝卡里
Nadia Centoni,纳迪娅·琴托尼
Andrea Meneghin,安德烈亚·梅内金
Giovanni De Prà,乔瓦尼·德普拉
Amedeo Pomilio,阿梅代奥·波米利奥
Amedeo Tessitori,阿梅代奥·泰西托里
Nicolò Vittori,尼科洛·维托里
Romano Battisti,罗马诺·巴蒂斯蒂
Alberto Ghibellini,阿尔贝托·吉贝利尼
Alberto de' Stefani,阿尔贝托·德斯特凡尼
Andrea Fondelli,安德烈亚·丰代利
Andrea Gervasoni,安德烈·杰尔瓦索尼
Roberto Chiacig,罗伯托·基亚奇格
Giorgio Ghezzi,乔治·盖齐
Matej Černič,马泰·切尔尼奇
Renzo Alverà,伦佐·阿尔韦拉
Andrea Zorzi,安德烈·佐兹
Alberto Angelini,阿尔贝托·安杰利尼
Carlo Pinsoglio,卡洛·平索里奥
Manlio Sgalambro,曼利奥·斯加兰布罗
Lucia Morico,露西娅·莫里科
Giampiero Pastore,詹皮耶罗·帕斯托雷
Andrea Cionna,安德烈亚·琼纳
Mauro Racca,毛罗·拉卡
Athos Tanzini,阿托斯·坦齐尼
Almiro Bergamo,阿尔米罗·贝尔加莫
Marco Antonio Mandruzzato,马尔科·安东尼奥·曼德鲁扎托
Arturo De Vecchi,阿尔图罗·德韦基
Alessandro Ghibellini,亚历山德罗·吉贝利尼
Emilio Salafia,埃米利奥·萨拉菲亚
Carlo Turcato,卡洛·图尔卡托
Aldo Tarlao,阿尔多·塔劳
Alessandro Longhi (calciatore),亞歷桑德羅·朗吉
Andrea Re,安德烈亚·雷
Andrea Rispoli,安德烈亚·里斯珀利
Sergio Paganella,塞尔焦·帕加内拉
Agostino Li Vecchi,阿戈斯蒂诺·利韦基
Alberto Radi,阿尔贝托·拉迪
Aleksandra Cotti,亚历山德拉·科蒂
Riccardo Galeazzi Lisi,里卡爾多·加萊阿齊-利西
Alessandro Corona,亚历山德罗·科罗纳
Andrea Mangiante,安德烈亚·曼詹特
Alessandro Nora,亚历山德罗·诺拉
Alessandro Orlando,亚历山德罗·奥兰多
Alessandro Calcaterra,亚历山德罗·卡尔卡泰拉
Alessandro Bovo,亚历山德罗·博沃
Carlo Asinari,卡洛·阿西纳里
Giulio Cacciandra,朱利奥·卡钱德拉
Antonio Garzoni Provenzani,安东尼奥·加尔佐尼·普罗文扎尼
Garibaldi Spighi,加里巴尔迪·斯皮吉
Ettore Caffaratti,埃托雷·卡法拉蒂
Riccardo Bocchino,里卡多·博奇諾
Andrea Stella (ingegnere),安德烈亚·斯特拉
Andrea Viviano,安德烈亚·维维亚诺
Alberto Simonelli,阿尔贝托·西莫内利
Alessandro Alvisi,亚历山德罗·阿尔维西
Alessandro Ciceri,亚历山德罗·奇切里
Alessandro Cittadini,亚历山德罗·奇塔迪尼
Luigi Poggi (velista),路易吉·波吉
Domenico Mordini,多梅尼科·莫尔迪尼
Enrico Poggi (velista),恩里科·波吉
Luigi De Manincor,路易吉·德曼宁科尔
Alberto Sgarbi,阿爾貝托·斯加爾比
Alessandro Campagna,亚历山德罗·坎帕尼亚
Adone Stellin,阿多内·斯泰林
Alberto Pomini,阿爾貝托·波米尼
Alberto Pellegrini (schermidore 1970),阿尔贝托·佩莱格里尼
Andrea Pisano (pallanuotista),安德烈亚·皮萨诺
Alfio Peraboni,阿尔菲奥·佩拉博尼
Alessandro Paparoni,亞歷山德羅·帕帕羅尼
Angela Arcangeli,安杰拉·阿尔坎杰利
Ario Costa,阿里奥·科斯塔
Bruno Rossetti,布鲁诺·罗塞蒂·(射击运动员)
Bruno Dreossi,布鲁诺·德雷奥西
Alfredo Biondi,阿尔弗雷多·比昂迪
Antonio Sabato (calciatore),安东尼奥·萨巴托
Davide Petrucci,大卫·佩特鲁齐
Bruno Zuculini,般奴·蘇古連尼
Alex Di Giorgio,阿萊克斯·迪·吉奧喬
Augusto Giomo,奥古斯托·焦莫
Cesare Martin,切萨雷·马丁
Camillo Gargano,卡米洛·加尔加诺
Cecilia Seghizzi,塞西莉亞·塞吉茲
Cecilia Camellini,切奇利娅·卡梅利尼
Cesare Presca,切萨雷·普雷斯卡
Anikó Pelle,阿妮科·佩莱
Anna Menconi,安娜·门科尼
Chiara Brancati,基娅拉·布兰卡蒂
Chiara Consolini,基娅拉·孔索利尼
Allegra Lapi,阿莱格拉·拉皮
Anna Rita Sparaciari,安娜·丽塔·斯帕拉恰里
Anna Rita Del Piano,安娜·麗塔·德皮亞諾
Damiano Lestingi,達米亞諾·萊斯汀吉
Chiara Guzzonato,基娅拉·古佐纳托
Carla Capponi,卡拉·卡波尼
Anselmo Silvino,安塞尔莫·西尔维诺
Chris Corchiani,克里斯·科尔奇亚尼
Carlo De Marchi,卡洛·德马尔基
Christian Puggioni,克里斯蒂安·普吉奧尼
Daniele Mori,達尼埃萊·莫里
Nino Calebotta,安东尼奥·卡莱博塔
Antonio Ciciliano,安东尼奥·奇奇利亚诺
Daniele Magro,達尼埃萊·馬格羅
Bianca Rossi,比安卡·罗西
Battista Rota,巴蒂斯塔·罗塔
Clara Mochi,克拉拉·莫基
Clara Podda,克拉拉·波达
Antonella Palmisano,安东内拉·帕尔米萨诺
Daniele Sottile,达尼埃莱·索蒂莱
Daniele Crosta,达尼埃莱·克罗斯塔
Daniele Croce,達尼埃萊·格羅策
Beatrice Borromeo,貝亞特麗切·博羅梅奧
Bebe Vio,贝亚特丽切·维奥
Antonino Ragusa,安东尼诺·拉古萨
Carlo Cerioni,卡洛·切廖尼
Danilo D'Ambrosio,达尼洛·德安布罗西奥
Carlo Grande (canottiere),卡洛·格兰德
Antonio Cosentino,安东尼奥·科森蒂诺
Antonio Damato,安东尼奥·达马托
Antonio Dorini,安东尼奥·多里尼
Carlo Dibiasi,卡洛·迪比亚西
Benedetto Vigna,贝内德托·维尼亚
Carlo Durante,卡洛·杜兰特
Claudia Pasini,克劳迪娅·帕西尼
Cinzia Ragusa,钦齐娅·拉古萨
Claudio Galli,克劳迪奥·加利
Carlo Piccoli,卡洛·皮科利
Dante Carniel,丹特·卡尔涅尔
Dario Marcolin,达里奥·马尔科林
Bruno Cipolla,布鲁诺·奇波拉
Darina Mifkova,达里娜·米夫科娃
Domenico Pace (schermidore),多梅尼科·帕切
Dominik Fischnaller,多米尼克·菲施納勒
Bruna Colombetti-Peroncini,布鲁娜·科隆贝蒂-佩龙奇尼
Dante Parini,丹特·帕里尼
Carmine Russo,卡尔米内·鲁索
Carlo Piterà,卡尔罗·皮德拉
Davide Saitta,戴維德·塞塔
Davide Mazzanti,達維德·馬贊蒂
Enrico Costa (bobbista),恩里科·科斯塔·(雪车运动员)
Enrico Castelli (cestista),恩里科·卡斯泰利
Enrico Cester,恩里科·塞斯特
Carlo Zocchi,卡洛·佐科
Carmela Allucci,卡尔梅拉·阿卢奇
Corrado Pellanera,朱斯托·佩拉内拉
Deborah Gelisio,德博拉·杰利西奥
Edoardo Mariani,爱德华多·马里亚尼
Ezio Mantelli,埃齐奥·曼泰利
Carola Cicconetti,卡萝拉·奇科内蒂
Catarina Pollini,卡塔里娜·波利尼
Cristiana Cascioli,克里斯蒂安娜·卡肖利
Enrico De Lorenzo,恩里科·德洛伦佐
Davide Lamma,达维德·拉马
Davide Gavazzi,戴維·加瓦齊
Davide Massa,达维德·马萨
Enrico Bovone,恩里科·博沃内
Enrico Brusoni,恩里科·布鲁索尼
Enrico Gabrielli (giurista),埃里克·加布里埃利
Enrico Giannetto,恩里科·加奈多
Flavio Manzoni,弗拉维奥·曼佐尼
Sergio Stefanini,塞尔焦·斯特凡尼尼
Curio Barbasetti di Prun,庫里奧·巴爾巴塞蒂·普倫
Egidio Premiani,埃吉迪奥·普雷米亚尼
Enrico Sardi,恩里科·萨尔迪
Livio Franceschini,利维奥·弗兰切斯基尼
Galeazzo Dondi,加莱亚佐·唐迪
Enrico Zampa,恩里科·贊帕
Enrico Pagani,恩里科·帕加尼
Elena Cotta,伊莲娜·科塔
Elena Bertocchi,埃莱娜·贝尔托基
Elena Di Liddo,埃莱娜·迪利多
Enzo Masiello,恩佐·马谢洛
Fabio Presca,法比奥·普雷斯卡
Fabio Bencivenga,法比奥·本奇文加
Fabio Albarelli,法比奥·阿尔巴雷利
Francesca Rossi,弗兰切斯卡·罗西
Francesco Bettella,弗朗切斯科·贝泰拉
Dino Zucchi,迪诺·祖基
Elena Tonetta,埃莱娜·托内塔
Eleonora Giorgi (marciatrice),埃列奥诺拉·吉奥尔吉
Fabrizio Buonocore,法布里齐奥·博诺科雷
Elena Libera,埃莱娜·利贝拉
Elena Paparazzo,埃莱娜·帕帕拉佐
Elena Gigli,埃莱娜·吉利
Elisabetta Sancassani,伊丽莎白·圣卡萨尼
Elisa Queirolo,埃莉萨·奎伊罗洛
Erasmo Salemme,埃拉斯莫·萨莱梅
Fabrizio Ravasi,法布里齐奥·拉瓦西
Fabrizio Macchi,法布里齐奥·马基
Eleonora Pedron,伊萊奧諾拉·佩德隆
Francesco Di Fulvio,弗朗切斯科·迪富尔维奥
Fabio Triboli,法比奥·特里博利
Ercole Boero,埃尔科莱·博埃罗
Francesco La Rosa,弗朗切斯科·拉罗萨
Francesco La Macchia,弗朗切斯科·拉马基亚
Francesca Cristiana Conti,弗兰切斯卡·孔蒂
Erio Tosatti,埃里奥·托萨蒂
Emilio Giassetti,埃米利奥·贾塞蒂
Fausto Rossi (calciatore),法烏斯托·羅西
Federico Cervi,费代里科·切尔维
Federico Cappellazzo,费代里科·卡佩拉佐
Federica Radicchi,费代丽卡·拉迪基
Eros Riccio,厄洛斯·里奇奧
Federico Mistrangelo,费代里科·米斯特兰杰洛
Federico Morlacchi,费代里科·莫拉基
Francesco Magnanelli,弗朗切斯科·馬尼亞內利
Gabriele Magni,加布里埃莱·马尼
Federica Mogherini,费代丽卡·莫盖里尼
Francesco Porzio,弗朗切斯科·波尔齐奥
Francesco Postiglione,弗朗切斯科·波斯蒂廖内
Gabriele Vianello,加布里埃莱·维亚内洛
Emma Morano,艾瑪·莫拉諾
Emanuele Federici,埃马努埃莱·费代里奇
Emanuele Merisi,埃马努埃莱·梅里西
Federico Cesarano (schermidore 1886),费代里科·切萨拉诺
Eugenio Dellacasa,欧金尼奥·德拉卡萨
Federico Marietti,费代里科·马里耶蒂
Giovanni Gavagnin,乔瓦尼·加瓦宁
Federico Turrini,費德里科·圖里尼
Felice Mariani (judoka),费利切·马里亚尼
Gaetano Pollio,阳霖
Francesco Minto,弗朗切斯科·明托
Ferruccio Dalla Torre,费鲁乔·达拉托雷
Fulvio Balatti,富尔维奥·巴拉蒂
Fulvio Pea,弗尔维奥·皮亚
Gangchen Tulku Rinpoche,刚坚·洛桑土旦·赤列雅培
Gabre Gabric,加布雷·加布里奇
Furio Nordio,富里奥·诺尔迪奥
Gennaro Sangiuliano,詹納羅·桑朱利亞諾
Giovanni Errichiello,乔瓦尼·埃里基耶洛
Fernando Carcupino,费尔南多·卡尔库皮诺
Eugenio Lamanna,尤吉尼奥·拉曼納
Franco Bertoli,佛朗哥·贝尔托利
Franco Bertini,佛朗哥·贝尔蒂尼
Giampaolo Calanchini,詹保罗·卡兰基尼
Gino Pancino,吉诺·潘奇诺
Filippo Soffici,菲利波·索菲奇
Filippo Lanza,菲利波·蘭扎
Gino Basso,吉诺·巴索
Giovanni Martusciello,乔瓦尼·马尔图谢洛
Ferdinando Gandolfi,费迪南多·甘多尔菲
Ferdinando Fulgenzio Pasini,班錫宜
Giacomo Bozzano,贾科莫·博扎诺
Giancarlo Crosta,贾恩卡洛·克罗斯塔
Giancarlo Dametto,贾恩卡洛·达梅托
Gian Francesco Giudice,吉安·弗朗切斯科·朱迪切
Gianfranco Pieri,詹弗兰科·皮耶里
Gianfranco Rosi (regista),詹弗兰科·罗西
Gianfranco Paolucci,詹弗兰科·保卢奇
Gianfranco Sardagna,詹弗兰科·萨尔达尼亚
Giusi Malato,朱西·马拉托
Giorgio Frezzolini,喬吉奥·弗雷佐利尼
Giorgio Giomo,乔治·焦莫
Gioconda De Vito,喬康妲·迪·薇托
Giovanni Nesti,乔瓦尼·内斯蒂
Gianluca Sordo,詹卢卡·索尔多
Gianluca Sansone,詹盧卡·薩索內
Giordano Damiani,焦尔达诺·达米亚尼
Giorgio Bongiovanni,乔治·邦乔瓦尼
Giorgio Biasini,乔治·比亚西尼
Giancarlo Marinelli (cestista),贾恩卡洛·马里内利
Goran Fiorentini,戈兰·菲奥伦蒂尼
Goran Volarević,戈兰·沃拉雷维奇
Giulio Sabbi,吉里奧·薩比
Gianfranco Lombardi,詹弗兰科·隆巴尔迪
Giorgio De Togni,喬吉奧·德·通尼
Giorgio Tuccinardi,乔治·图奇纳尔迪
Giulia Lorenzoni,朱莉娅·洛伦佐尼
Giulia Rulli,朱莉娅·鲁利
Giulia Rambaldi,朱莉娅·兰巴尔迪
Giunio Fedreghini,朱尼奥·费德雷吉尼
Giuseppe Vicino,朱塞佩·维奇诺
Giovanni Spinola,乔瓦尼·斯皮诺拉
Giovanni Sirovich,乔瓦尼·西罗维奇
Guglielmo Palazzani,古列爾莫·帕拉扎尼
Gianni Bertolotti,詹尼·贝尔托洛蒂
Giuseppe Brumatti,朱塞佩·布鲁马蒂
Guglielmo Giovannini,古列尔莫·焦万尼尼
Gianluigi Jessi,詹路易吉·耶西
Gianmaria Dal Maistro,詹马里亚·达尔马伊斯特罗
Giulia Emmolo,朱莉娅·埃莫洛
Giulia Gorlero,朱莉娅·戈尔莱罗
Giuseppe Comini,朱塞佩·科米尼
Giovanni Battista Breda,乔瓦尼·巴蒂斯塔·布雷达
Giovanna Masciotta,焦万娜·马肖塔
Giovanni Amelino-Camelia,喬凡尼·阿梅利諾-卡梅利亞
Giuseppe De Feudis,朱塞佩·德·費迪斯
Guido Barbujani,吉多·巴布詹尼
Guido De Luigi,圭多·德路易吉
Gianni De Magistris,詹尼·德马吉斯特里斯
Gianni Minervini,詹尼·米内尔维尼
Guido Carlo Gatti,圭多·卡洛·加蒂
Giuseppe Galante,朱塞佩·加兰特
Luca Morisi,盧卡·莫里西
Luca Moncada,卢卡·蒙卡达
Luca Pancalli,卢卡·潘卡利
Luca Giustolisi,卢卡·朱斯托利西
Luca Vitali,盧卡·維塔利
Luigi Serafini (cestista),路易吉·塞拉菲尼·(篮球运动员)
Giovanni Bignami,乔瓦尼·比尼亚米
Immacolata Cerasuolo,伊玛科拉塔·切拉索洛
Giovanni Coccoluto,喬萬尼·科庫路托
Luca Scribani Rossi,卢卡·斯克里巴尼·罗西
Luca Leonardi,盧卡·莱昂納迪
Laura Mancinelli,蘿拉·曼奇內利
Giuseppe Forlivesi,朱塞佩·福利韦西
Luca Luzardi,卢卡·卢扎尔迪
Leonardo Binchi,莱奥纳尔多·宾基
Luciano Canepari,卢奇亚诺·卡内帕里
Giuseppe Porzio,朱塞佩·波尔齐奥
Italo De Zan,伊塔洛·德赞
Luigi Zingales,路易吉·津加萊斯
Luciano Magistrelli,卢恰诺·马吉斯特雷利
Manila Flamini,马妮拉·弗拉米尼
Luciano Vendemini,卢恰诺·文代米尼
Ivano Dionigi,伊万诺·迪奥尼吉
Giuseppe Parodi,朱塞佩·帕罗迪
Innocenzo Donina,因诺琴佐·多尼纳
Leonardo Sottani,莱奥纳尔多·索塔尼
Luciano Federici,卢恰诺·费代里奇
Manuela Zanchi,埃马努埃拉·赞基
Maddalena Musumeci,马达莱娜·穆苏梅奇
Ludovico Dolfo,盧多維科·多爾佛
Ivan Bisson,伊万·比松
Marianna Madia,瑪麗亞·安娜·米蒂亞
Mara Fullin,玛拉·富林
Lidia Gorlin,利迪娅·戈林
Marcella Filippi,马尔切拉·菲利皮
Marcello Abbondanza,馬塞洛·阿邦丹扎
Maria Poiani Panigati,玛丽亚·波亚尼·帕尼加蒂
Marcello Del Duca,马尔切洛·德尔杜卡
Lorenza Arnetoli,洛伦扎·阿尔内托利
Luigi Castagnola,路易吉·卡斯塔尼奥拉
Lorenzo Magnani,洛伦佐·玛格纳尼
Lorenzo Maria Balconi,巴明善
Massimiliano Ferretti,马西米利亚诺·费雷蒂
Jorginho (calciatore 1991),若日尼奥
Marco De Nicolo,馬可·德尼可羅
Marco Del Lungo,马尔科·德尔伦戈
Marco Dezzi Bardeschi,马尔科·德齐·巴尔代斯基
Marco Crimi,馬爾科·科里米
Lorenzo Porzio,洛伦佐·波尔齐奥
Marino Zanatta,马里诺·扎纳塔
Mario Alesini,马里奥·阿莱西尼
Mario Albertini (nuotatore),马里奥·阿尔贝蒂尼
Marco Falaschi,馬爾科·法拉斯奇
Marco Galli (pallanuotista),马尔科·加利
James Rivière,詹姆斯·里维埃
Jeff Viggiano,傑弗里·維吉亞諾
Marcello Gazzola,馬塞洛·加佐拉
Marcello Guarducci,马尔切洛·瓜尔杜奇
Sante Marsili,桑特·马尔西利
John Pezza,约翰·佩扎
Luigi Di Costanzo,路易吉·迪科斯坦佐
Mario Boero,马里奥·博埃罗
Lorenzo Bianchi,白英奇
Marco Arpino,马尔科·阿尔皮诺
Luca Devoti,卢卡·德沃蒂
Luigi Giorgi (calciatore),路易吉·喬爾吉
Mario Berrino,马里奥·贝里诺
Mario Balla,马里奥·巴拉
Martina Miceli,马丁娜·米切利
Lorenzo Ricci (atleta),洛伦佐·里奇
Massimo Cavaliere,马西莫·卡瓦列雷
Massimo Castagna,马西莫·卡斯塔尼亚
Maurizio Ferraris,毛里齐奥·费拉里斯
Mario Mangiarotti,马里奥·曼贾罗蒂
Massimo Guglielmi (canottiere),马西莫·古列尔米
Luigi Narduzzi,路易吉·纳尔杜齐
Marco Martinelli (pallavolista),马尔科·马丁内利
Marco Gerini,马尔科·杰里尼
Marco Guida,马尔科·圭达
Luigi Rapini,路易吉·拉皮尼
Luigi Puccianti,路易吉·普钱蒂
Massimo Colaci,馬西莫·科拉奇
Massimo Cosmelli,马西莫·科斯梅利
Massimo Costantini,马西莫·科斯坦蒂尼
Mario Fiorillo,马里奥·菲奥里洛
Michele Antonioli,米凯莱·安东尼奥利
Marco Negri (pallavolista),马尔科·内格里
Melania Grego,梅拉尼娅·格雷戈
Marco Romano (schermidore),马尔科·罗马诺·(击剑运动员)
Matteo Zennaro,马泰奥·曾纳罗
Olivier Collarini,奥利维耶·科拉里尼
Nicolò Rode,尼科洛·罗德
Nicoletta Caselin,尼科莱塔·卡塞林
Melania Corradini,梅拉尼娅·科拉迪尼
Mario Novelli,马里奥·诺韦利
Mario Occhiuto,馬里奧·奧奇托
Michela Brunelli,米凯拉·布鲁内利
Massimo Masini,马西莫·马西尼
Michelangelo Frammartino,米開朗基羅·法爾瑪提諾
Marco Venturini,马尔科·文图里尼
Massimo Rivola,馬西莫·里沃拉
Mario Mattioli (pallavolista),马里奥·马蒂奥利
Michele Vitali,米凯莱·维塔利
Noémi Tóth,托特·诺埃米
Novella Schiesaro,诺韦拉·斯基耶萨罗
Mario Trebbi,马里奥·特雷比
Marco Vitale,马尔科·维塔莱
Paolo Vecchi,保罗·韦基
Maria Consolata Collino,玛丽亚·孔索拉塔·科利诺
Michele Fedrizzi,米凯莱·费德里齐
Matteo Pelliciari,马泰奥·佩利恰里
Oleg Antonov (pallavolista 1988),奧列格·安東諾夫·(排球運動員)
Orazio Santelli,奥拉齐奥·圣泰利
Paolo Vittori,保罗·维托里
Mauro Bergonzi,毛罗·贝尔贡齐
Mauro Cerioni,毛罗·切廖尼
Michele Pasinato,米凯莱·帕西纳托
Orazio Rancati,奥拉齐奥·兰卡蒂
Ottorino Flaborea,奥托里诺·弗拉博雷亚
Oxana Corso,奥克萨娜·科尔索
Maurizio Gucci,墨里奇奧·古馳
Mario Ponzo,馬力歐·龐諾
Mirko Taccola,米尔科·塔科拉
Mauro Gavotto,毛羅·加沃托
Pamela Pezzutto,帕梅拉·佩祖托
Pina Tufano,朱塞平娜·图法诺
Maurizio Sarri,莫里斯奧·沙利
Pier Paolo Lucchetta,皮耶尔·保罗·卢凯塔
Paola Protopapa,保拉·普罗托帕帕
Modesto Valle,莫德斯托·瓦莱
Martina Carraro,马丁娜·卡拉罗
Marta Rezoagli,玛尔塔·雷佐阿利
Martina Caironi,马丁娜·卡伊罗尼
Mirko Vuillermin,米尔科·维耶尔曼
Mirko Valdifiori,米爾科·瓦爾迪菲奥里
Paolo Barelli,保罗·巴雷利
Nicola Granieri,尼古拉·格拉涅里
Pier Angelo Conti Manzini,皮耶尔·安杰洛·孔蒂·曼齐尼
Rinaldo Ruatti,里纳尔多·鲁阿蒂
