Paris,パリ
Parti nationaliste basque,バスク民族主義党
Organisation européenne pour la recherche nucléaire,欧州原子核研究機構
Cubisme,キュビスム
Massif du Jura,ジュラ山脈
10e arrondissement de Paris,10区・(パリ)
Prix du jury du Festival de Cannes,カンヌ国際映画祭・審査員賞
Hautes-Pyrénées,オート＝ピレネー県
Pyrénées-Orientales,ピレネー＝オリアンタル県
Villeneuve-d'Ascq,ヴィルヌーヴ＝ダスク
Cordebugle,コルドビュグル
Pyrénées-Atlantiques,ピレネー＝アトランティック県
Symbolisme (art),象徴主義
Haut-Rhin,オー＝ラン県
Bas-Rhin,バ＝ラン県
Haute-Saône,オート＝ソーヌ県
Internationaux de France de tennis,全仏オープン
Chambéry,シャンベリ
Lens (Pas-de-Calais),ランス・(パ＝ド＝カレー県)
"Incitation à la haine en raison de l'origine ou de l'appartenance ou de la non-appartenance à une ethnie, une nation, une race ou une religion déterminée",民衆扇動罪
Feuquières-en-Vimeu,フキエール＝アン＝ヴィムー
Giverny,ジヴェルニー
Saône-et-Loire,ソーヌ＝エ＝ロワール県
Sarthe (département),サルト県
Toulon,トゥーロン
Savoie (département),サヴォワ県
.pf (domaine),.pf
Français (peuple),フランス人
Seine-et-Marne,セーヌ＝エ＝マルヌ県
Seine-Maritime,セーヌ＝マリティーム県
Haute-Savoie,オート＝サヴォワ県
Empire colonial français,フランス植民地帝国
.wf,.wf
Cayenne,カイエンヌ
Seine-Saint-Denis,セーヌ＝サン＝ドニ県
France 24,France・24
Ballon d'or,バロンドール
Armoiries de la France,フランスの国章
Plouégat-Guérand,プルエガ＝ゲラン
Air Tahiti,エアタヒチ
Somme (département),ソンム県
Deux-Sèvres,ドゥー＝セーヴル県
Tarn (département),タルヌ県
Homme de Cro-Magnon,クロマニョン人
Territoire de Belfort,テリトワール・ド・ベルフォール県
Val-d'Oise,ヴァル＝ドワーズ県
Tarn-et-Garonne,タルヌ＝エ＝ガロンヌ県
Val-de-Marne,ヴァル＝ド＝マルヌ県
Albanais (peuple),アルバニア人
24 Heures du Mans 2003,2003年のル・マン24時間レース
Cour européenne des droits de l'homme,欧州人権裁判所
Var (département),ヴァール県
Vaucluse (département),ヴォクリューズ県
Grand Prix automobile de France 2008,2008年フランスグランプリ
Levallois-Perret,ルヴァロワ＝ペレ
Vienne (département),ヴィエンヌ県
Vendée (département),ヴァンデ県
Australasie,オーストララシア
Union latine (organisation),ラテン連合
Charente (fleuve),シャラント川
For (droit coutumier),フエロ
Fédération internationale de l'automobile,国際自動車連盟
Haute-Vienne,オート＝ヴィエンヌ県
Yonne (département),ヨンヌ県
Yvelines,イヴリーヌ県
Péninsule Ibérique,イベリア半島
Basse-Terre,バステール・(グアドループ)
Ordre cistercien,シトー会
Direction générale de la Sécurité intérieure,国内治安総局
Nevers,ヌヴェール
Limoges,リモージュ
Tour de France 2003,ツール・ド・フランス2003
Créole réunionnais,レユニオン・クレオール語
Stade de France,スタッド・ド・フランス
Debout la France,立ち上がれフランス
Université d'Orléans,オルレアン大学
Ligne 1 du métro de Paris,パリメトロ1号線
Gagny,ガニー
Palme d'or,パルム・ドール
Vaulx-en-Velin,ヴォー＝アン＝ヴラン
Pyramide du Louvre,ルーヴル・ピラミッド
Université de Bordeaux,ボルドー大学
Championnat de France de football,リーグ・アン
Aérospatiale AS532 Cougar,AS・532・(航空機)
Auxerre,オセール
Vénissieux,ヴェニシュー
Club des jacobins,ジャコバン派
Navarrenx,ナヴァランクス
Ault (Somme),オー・(ソンム県)
Laon,ラン・(フランス)
Coupe du monde de rugby à XV 2007,ラグビーワールドカップ2007
Soissons,ソワソン
Édit de Nantes,ナントの勅令
Parti socialiste (France),社会党・(フランス)
Nanterre,ナンテール
Circuit Paul-Ricard,ポール・リカール・サーキット
Olympique lyonnais - AS Saint-Étienne en football,デュルビ・デュ・ローヌ
Les Abymes,レザビーム
Transport ferroviaire en France,フランスの鉄道
Autoroute A14 (France),オートルート・A14
Le Tampon,ル・タンポン
Société nationale des chemins de fer français,フランス国鉄
Ensemble intercontemporain,アンサンブル・アンテルコンタンポラン
Gaz de France,フランスガス公社
Musée du Quai Branly - Jacques-Chirac,ケ・ブランリ美術館
Route européenne 60,E60号線
Vignoble de Bordeaux,ボルドーワイン
1er régiment étranger de cavalerie,第1外人騎兵連隊
Saint-Martin (Antilles françaises),サン・マルタン・(西インド諸島)
Livry-Gargan,リヴリー＝ガルガン
Association médicale mondiale,世界医師会
Dunkerque,ダンケルク
Picardie (ancienne région administrative),ピカルディ地域圏
Rugby Club Massy Essonne,RCマシー
Centre-Val de Loire,サントル＝ヴァル・ド・ロワール地域圏
Pénestin,ペネスタン
Antibes,アンティーブ
Cathédrale Notre-Dame de Chartres,シャルトル大聖堂
Aéroport de Paris-Charles-de-Gaulle,パリ＝シャルル・ド・ゴール空港
Armistice du 22 juin 1940,独仏休戦協定
Expresso,エスプレッソ
Fouga CM-170 Magister,フーガ・マジステール
11e arrondissement de Paris,11区・(パリ)
Senlis (Oise),サンリス
Chantilly,シャンティイ
Basques,バスク人
Vinsobres,ヴァンソブル
Le Canard enchaîné,カナール・アンシェネ
Libération (journal),リベラシオン
Île-de-France,イル＝ド＝フランス地域圏
Rhône (département),ローヌ県
Racing Club de Strasbourg Alsace,RCストラスブール
Créteil,クレテイユ
Autoroute A2 (France),オートルート・A2
Menton (Alpes-Maritimes),マントン
Penmarch,パンマール
Compiègne,コンピエーニュ
Grand Prix automobile de France 1981,1981年フランスグランプリ
Grotte de Lascaux,ラスコー洞窟
Occitan,オック語
Allianz Riviera,アリアンツ・リヴィエラ
Grande Chartreuse,グランド・シャルトルーズ
Grand Prix automobile de France 1970,1970年フランスグランプリ
Évreux,エヴルー
Grand Prix automobile de France 1980,1980年フランスグランプリ
Grand Prix automobile de France 1967,1967年フランスグランプリ
Grand Prix automobile de France 1972,1972年フランスグランプリ
Corse,コルシカ島
Champagne-Ardenne,シャンパーニュ＝アルデンヌ地域圏
Pouilly-sur-Loire,プイィ＝シュル＝ロワール
Savoie,サヴォワ
Belfort,ベルフォール
Automobiles Gonfaronnaises Sportives,AGS・(F1)
12e arrondissement de Paris,12区・(パリ)
Circuit de Reims-Gueux,ランス・グー
Grand Prix automobile de France 1973,1973年フランスグランプリ
Bidassoa,ビダソア川
Doubs (rivière),ドゥー川
Grand Prix automobile de France 1969,1969年フランスグランプリ
Grand Prix automobile de France 1971,1971年フランスグランプリ
Championnat du monde masculin de handball 1970,1970年世界男子ハンドボール選手権
.nc,.nc
Îles Kerguelen,ケルゲレン諸島
Ploërmel,プロエルメル
Francoprovençal,アルピタン語
Sainte-Anne-d'Auray,サンタンヌ＝ドーレー
Art gothique,ゴシック
Boulogne-Billancourt,ブローニュ＝ビヤンクール
Grand Prix automobile de France 1968,1968年フランスグランプリ
Grand Prix automobile de France 1979,1979年フランスグランプリ
Cerdagne,サルダーニャ
Provence-Alpes-Côte d'Azur,プロヴァンス＝アルプ＝コート・ダジュール地域圏
.re,.re
Groupe B de la Coupe du monde de football 1998,1998・FIFAワールドカップ・グループB
Football Club des Girondins de Bordeaux,FCジロンダン・ボルドー
Mercœur (Haute-Loire),メルクール・(オート＝ロワール県)
Aix-en-Provence,エクス＝アン＝プロヴァンス
Saint-Gildas-de-Rhuys,サン＝ジルダ＝ド＝リュイス
Îles Marquises,マルキーズ諸島
Renault F1 Team,ルノーF1
Championnats du monde de cyclisme sur route 1989,世界選手権自転車競技大会ロードレース1989
Pays basque,バスク地方
Serbes,セルビア人
Montauban,モントーバン
Allas-les-Mines,アラ＝レ＝ミーヌ
Temple-Laguyon,タンプル＝ラギュイヨン
Slovènes,スロベニア人
Alençon,アランソン
Chorey-les-Beaune,ショレ＝レ＝ボーヌ
Normandie,ノルマンディー
Monthelie,モンテリ
Saint-Denis (La Réunion),サン＝ドニ・(レユニオン)
Prost Grand Prix,プロスト・グランプリ
Bataille de Poitiers (732),トゥール・ポワティエ間の戦い
Gordini,ゴルディーニ
Simca,シムカ・(自動車メーカー)
Charleville-Mézières,シャルルヴィル＝メジエール
Âne catalan,カタラン・ロバ
Circuit de Charade,シャレード・サーキット
Circuit de Dijon-Prenois,ディジョン・プレノワ・サーキット
Circuit de Nevers Magny-Cours,マニクール・サーキット
Mecachrome,メカクローム
Larrousse,ラルース・(F1チーム)
Grand Prix automobile de France 1952,1952年フランスグランプリ
Grand Prix automobile de France 1951,1951年フランスグランプリ
Grand Prix automobile de France 1953,1953年フランスグランプリ
Grand Prix automobile de France 1950,1950年フランスグランプリ
Aloxe-Corton,アロース・コルトン
Beaune,ボーヌ
Châlons-en-Champagne,シャロン＝アン＝シャンパーニュ
Auxey-Duresses,オーセイ＝デュレス
Digne-les-Bains,ディーニュ＝レ＝バン
Cambrai,カンブレー
Circuit de Rouen-les-Essarts,ルーアン・レゼサール
Union pour un mouvement populaire,国民運動連合
Pernand-Vergelesses,ペルナン・ヴェルジュレス
Meursault,ムルソー
Savigny-lès-Beaune,サヴィニー＝レ＝ボーヌ
Pommard,ポマール
Volnay (Côte-d'Or),ヴォルネ
Saint-Lô,サン＝ロー
Arles,アルル
Équipe de France de football,サッカーフランス代表
Ladoix-Serrigny,ラドワ・セリニー
Auch,オーシュ
.tf,.tf
Épinal,エピナル
Aéroport de Wallis-Hihifo,ヒヒフォ空港
Lagrasse,ラグラス
Saint-Malo-de-Beignon,サン＝マロ＝ド＝ベニョン
Châteauroux,シャトールー
Séné (Morbihan),セネ
Châteaudun,シャトーダン
Argenteuil (Val-d'Oise),アルジャントゥイユ
Aix-les-Bains,エクス＝レ＝バン
Calendrier républicain,フランス革命暦
Aérodrome de Futuna Pointe Vele,ポイント・ヴェレ空港
Aurillac,オーリヤック
Crépy-en-Valois,クレピー＝アン＝ヴァロワ
Tourcoing,トゥールコワン
Mâcon,マコン
Art déco,アール・デコ
Colombes,コロンブ
Béziers,ベジエ
Formula One Group,フォーミュラワン・グループ
Circuit des 24 Heures,サルト・サーキット
Grasse,グラース
Centre national d'études spatiales,フランス国立宇宙研究センター
Traité de Sèvres,セーヴル条約
Beauvais,ボーヴェ
Cinémathèque française,シネマテーク・フランセーズ
République de Gênes,ジェノヴァ共和国
École nationale de l'aviation civile,国立民間航空学院
Salon international de l'aéronautique et de l'espace de Paris-Le Bourget,パリ航空ショー
Neuilly-sur-Seine,ヌイイ＝シュル＝セーヌ
Football Club de Lorient,FCロリアン
Thales Alenia Space,タレス・アレーニア・スペース
Prix Sakharov,サハロフ賞
Port-Louis (Morbihan),ポール＝ルイ
Rochefort-en-Terre,ロシュフォール＝アン＝テール
César du cinéma,セザール賞
Archives nationales de France,フランス国立中央文書館
Style Second Empire,第二帝政期建築
Centaure (fusée),サントール・(ロケット)
Schneider Electric,シュナイダーエレクトリック
Saint-Quentin,サン＝カンタン
Association des écrivains et artistes révolutionnaires,革命作家芸術家協会
Villejuif,ヴィルジュイフ
Chassagne-Montrachet,シャサーニュ・モンラッシェ
Noyon,ノワイヨン
Référendum sur l'indépendance de l'Algérie,アルジェリア独立住民投票・(1962年)
Diamant (fusée),ディアマンロケット
Lettons,ラトビア人
L'Haÿ-les-Roses,ライ＝レ＝ローズ
Championnat d'Europe de football 1984,UEFA欧州選手権1984
Côte d'Azur,コート・ダジュール
Ligne 4 du métro de Paris,パリメトロ4号線
Ligne 3 bis du métro de Paris,パリメトロ3bis線
Ligne 3 du métro de Paris,パリメトロ3号線
Saint-Aubin (Côte-d'Or),サントーバン・(コート＝ドール県)
Puligny-Montrachet,ピュリニィ・モンラッシェ
Ligne 5 du métro de Paris,パリメトロ5号線
Métro de Paris,メトロ・(パリ)
Annecy,アヌシー
Le Palais,ル・パレ
Concile de Clermont (1095),クレルモン教会会議
Ligne 2 du métro de Paris,パリメトロ2号線
Saint-Romain (Côte-d'Or),サン＝ロマン・(コート＝ドール県)
Santenay (Côte-d'Or),サントネ
Gare d'Avignon TGV,アヴィニョンTGV駅
Bora-Bora,ボラボラ島
Internationaux de France de tennis 1979,1979年全仏オープン
Fontainebleau,フォンテーヌブロー
Association de la jeunesse auxerroise,AJオセール
Ligne 9 du métro de Paris,パリメトロ9号線
Ligne 8 du métro de Paris,パリメトロ8号線
Ligne 10 du métro de Paris,パリメトロ10号線
Ligne 11 du métro de Paris,パリメトロ11号線
Ligne 12 du métro de Paris,パリメトロ12号線
Ligne 14 du métro de Paris,パリメトロ14号線
Ligne 13 du métro de Paris,パリメトロ13号線
Croisade des albigeois,アルビジョア十字軍
Haut allemand,高地ドイツ語
Bayeux,バイユー
Tarbes,タルブ
Îles Tuamotu,トゥアモトゥ諸島
Midi-Pyrénées,ミディ＝ピレネー地域圏
Carte Vitale,ヴィタルカード
Laval (Mayenne),ラヴァル
Aubagne,オーバーニュ
Débarquement de Normandie,ノルマンディー上陸作戦
Franche-Comté,フランシュ＝コンテ地域圏
Tour de l'Avenir,ツール・ド・ラブニール
Dieppe (Seine-Maritime),ディエップ・(セーヌ＝マリティーム県)
Institut polytechnique des sciences avancées,高等科学技術学院
Windward Islands,ウィンドワード諸島・(西インド諸島)
Ligne 6 du métro de Paris,パリメトロ6号線
Ligne 7 du métro de Paris,パリメトロ7号線
Ligne 7 bis du métro de Paris,パリメトロ7bis線
Quiberon,キブロン
Le Puy-en-Velay,ル・ピュイ＝アン＝ヴレ
Sedan,スダン
