반기문,潘基文
김지은 (작가),金智恩·(編劇)
안창환 (배우),安昌煥
정재성 (배우),鄭載成
이나정 (연출가),李娜靜
김제영 (영화 감독),金帝榮
장승연,張丞延
현진 (2000년 11월),贤真
정은원,鄭恩源
조규일,曹圭逸
박지환,朴智焕
봉재현,奉宰鉉
배승민,裴勝民
김동한 (가수),金東漢
이동준 (1997년),李東俊
이해인 (1994년),李海印
던 (래퍼),金曉鐘
진호 (1992년),趙珍虎
조현철 (배우),趙賢哲
이종섭 (군인),李鐘燮
소연 (1998년),田小娟
도영,道英
태용,泰容
조광희 (카누 선수),赵光熙
조수진 (안무가),赵守镇
강인수 (가수),姜仁秀
우원재,禹元才
고욱,宋元錫
TAG (가수),孫永宅
김예진 (쇼트트랙 선수),金藝珍
Y (가수),崔誠允
이지원 (2006년),李智元
김지범,金知範
금새록,琴世祿
김지은 (1993년),金智恩·(演員)
메이제이 리,May·J·Lee
김시은 (2000년),金施恩
김진호 (야구 선수),金振虎
탕준상,陳俊翔·(演員)
한소은,韓素恩
허동원,许栋元
김봉진 (축구 선수),金奉珍
스텔라장,Stella·Jang
소연 (1994년),昭娟
이진솔,真率·(APRIL)
김소원 (1995년),金韶情
송성문 (야구 선수),宋成文
솔빈,率滨
김선우 (근대5종 선수),金善祐
안승균,安勝鈞
윤다영,尹多英
전봉민,田奉珉
장이진 (농구 선수),张利镇
린샤오쥔,林孝埈
조문주,赵文珠
박능후,朴凌厚
손석구,孫錫久
송갑석,宋甲錫
신도현 (배우),申度賢
D.Va,D.Va
정채연,彩娟
전지우,全志佑
김민정 (사격 선수),金珉静
박성한,朴成韓
박지현 (배우),朴智賢
박준희 (1963년),朴俊熙
박한솔 (배우),朴韓率
인교돈,印教敦
강기둥,姜基棟
권순우,权纯雨
김우석 (1996년),金宇碩
최춘식 (1956년),崔春植·(1956年)
배윤경,裴允京
최보민 (가수),崔普閔
선우예권,鲜于艺权
LEW,李義雄·(韓國)
박상훈 (촬영 감독),朴尚勳
의진 (남자 가수),李宜縝
폴 킴 (1988년),Paul·Kim
차서원 (1991년),車瑞元
이창훈 (1980년),李昌勋·(1980年)
로몬,朴所羅門
이아름 (태권도 선수),李雅凛·(跆拳道运动员)
김동현 (1998년),金東賢
노태현,盧太鉉
게구리,Geguri
은서,恩熙·(歌手)
재현 (1997년),在玹
태영호,太永浩
고나연,高娜妍
황대헌,黄大宪
김준호 (펜싱 선수),金准镐
손영희,孙英熙
옥예린,玉曳璘
송강 (배우),宋江·(演員)
한소희,韓韶禧
이봉련,李凤辇
김민재 (축구 선수),金玟哉
류아벨,柳亞伯
심은우,沈恩祐
한서진 (2008년),韓抒縝
안세현,安洗贤
김소혜,金素慧
청하 (가수),請夏
윤상호 (배우),尹尚浩
EaJ,Jae
강영미,姜荣美
황선아,黄仙妸
차인하,車璌河
최원명,崔元明
최명빈,崔明彬
연정 (가수),俞延靜
한혜리,韓慧里
유동주,刘东周·(举重运动员)
윤희숙 (1970년),尹喜淑
송범근,宋範根
이기혁 (배우),李基赫
이가섭,李家燮
이민우 (1993년),李珉雨
이준영 (1997년),李濬榮
윤종석,尹钟硕
장률 (배우),張栗
장의수,張義秀
전미도,田美都
강백호 (야구 선수),姜白虎
장혜진 (배우),張慧珍
최예진 (컴퓨터 과학자),崔藝珍
위하준,魏嘏雋
전성우,全晟佑
유성훈,柳成勳
최우혁 (1993년),崔佑赫
정재원 (스피드스케이팅 선수),郑在源
인성 (가수),金仁性
황진영,黃真英
박서함,朴栖含
김태희 (작가),金泰姬
황주하,黃朱夏
옥자연,玉子妍
마진원,馬珍媛
김태환 (2000년),金泰焕
홍현석,洪賢錫
키노 (가수),姜炯求
우석 (가수),鄭禹奭
전혜원,全惠媛
주연 (1998년),李柱延
정다은 (1994년),鄭多恩
지안 (배우),智眼·(演员)
이주영 (1987년),李周英
영훈 (1997년),金泳勳
김도연 (가수),金度延
루리 (가수),李秀炫
서지훈 (배우),徐志焄
김병기 (1961년),金炳基·(1961年)
최유정 (가수),磪有情
전웅태,全雄太
서지연 (펜싱 선수),徐志演
이준서 (쇼트트랙 선수),李俊瑞
박장혁,朴章爀
조오섭,曹五燮
김경남 (1989년),金景南
김주나,金珠娜
조유민,曹侑珉
진예,津銳
서지현,徐志賢·(韓國)
황보승희,皇甫承希
홍종찬,洪鍾燦
하온,Haon
홍경,洪慶·(演員)
홍지윤 (배우),洪智允
홍진기 (배우),洪鎮基
김다미,金多美
서현숙 (치어리더),徐賢淑·(韓國)
소주연,蘇珠妍
이향희 (작가),李香姬
이주연 (1994년),李珠妍
노시환,盧施煥
이채연 (가수),李彩演
이해인 (피겨스케이팅 선수),李海仁·(花样滑冰运动员)
이하림,李夏林
이승호 (1999년),李承鎬
이장섭,李將燮
이수연 (작가),李秀妍
이상헌 (1954년),李相憲
기희현,奇熙賢
이승로,李承魯
정우영 (야구 선수),鄭又榮·(棒球運動員)
원태인,元兌仁
윤서아,尹瑞娥
아이린 (모델),Irene·(模特)
서준원,徐俊源
변우혁,邊玗赫
신민재 (1996년),申珉哉
나윤 (1998년),金娜允
재호,徐在宇·(演员)
태하 (1998년),泰河·(MOMOLAND)
전종서,全鐘瑞
루다,Luda
혜빈,慧彬
제인 (1997년),成智筵
강이슬 (농구 선수),姜怡瑟
현진 (2000년 3월),鉉辰
이주빈,李主儐
장준 (태권도 선수),張准·(跆拳道運動員)
리아킴 (안무가),莉亞·金·(編舞家)
문예원,文藝媛
김보민 (2010년),金寶敏
류경수 (배우),劉慶秀
서지혜 (1996년),徐智慧·(1996年)
이주호 (수영 선수),李周浩
임성재 (골프 선수),任成宰
유경 (1999년),湵京
조이현 (1999년),趙怡賢
조승아,曹承亞
범규,杋圭
남관표,南官杓
엄원상,严元相
박예영,朴藝瑛
연준 (가수),然竣
지은서,池恩瑞
유명희 (공무원),俞明希
수빈 (2000년),秀彬·(TXT)
양준일,梁俊日
아이엔 (가수),梁精寅
김동희 (1999년),金東希
박지현 (2000년),朴智铉
박성준 (정치인),朴省俊
김시아,金詩雅
송민규 (테니스 선수),宋敏圭
최예나,崔叡娜
김민주 (가수),金玟周
배상희,裵相喜
방찬,方燦
김채원 (2000년),金采源
정휘 (배우),鄭煇
강영훈 (외교관),姜永勳
여원 (가수),呂暢九
신원 (가수),高信源
박영순 (1964년),朴英淳
유태오,劉台午
이환희 (1998년),李歡喜
진윤성,陈润成
수빈 (1999년),鄭秀彬·(歌手)
해윤,海允
유주 (1997년 3월),裕姝
김혜윤,金惠奫
지원 (2000년),智媛
남윤수,南潤壽
조혜주,趙慧珠
도인비,金泰相
영빈,金永彬
김보라 (영화 감독),金宝拉·(导演)
장동주,張東周·(男演員)
한결 (1999년),李翰潔
차준호,車俊昊
형준,宋刑準
비비 (대한민국의 가수),BIBI
경성환,景盛煥
고민시,高旻示
강성욱 (배우),姜成旭
강영석 (배우),姜泳錫
안유진,安俞真
김홍선 (연출가),金洪善
장원영,張員瑛
이혜인 (펜싱 선수),李慧仁·(击剑运动员)
최수연,崔秀延
이광현 (펜싱 선수),李侊炫
정태욱,郑泰旭
한희주,韩喜主
김립 (가수),Kim·Lip
강훈 (배우),姜勳
한승우 (1994년),韓勝宇
윤준병,尹準炳
츄 (가수),Chuu
박지원 (1998년 3월 가수),朴池原
이예림 (1994년),李禮琳
강혜원,姜惠元
권은비,權恩妃
남태윤,南太奫
혜주 (2001년),孫慧舟
최현석 (가수),崔玹碩
홍석구,洪碩九
김성규 (배우),金成圭
배준서 (태권도 선수),裵准叙
공한수,孔漢壽
이새롬,李賽綸
장규리,張圭悧
안세영,安洗瑩
남도현,南到賢
김요한 (가수),金曜漢
민희 (2002년),珉熙
황희 (배우),黃熙·(演員)
은상,李垠尚
송하영,宋河英
이브 (1997년),Yves·(本月少女)
시현 (1999년),施賢
고원 (가수),Go·Won
문우진,文佑鎮
최리 (가수),Choerry
노지선,盧知宣
이동경,李東炅
김원석 (1977년),金元碩·(編劇)
송민규 (1999년),宋旻揆
시연 (1995년),始娟
나플라,Nafla
신예은,辛叡恩
김영대 (배우),金永大
칸 (프로게이머),金东河
리노 (가수),李旻浩
루키 (프로게이머),宋义进
이재욱 (1998년),李宰旭
영훈 (1993년),鄭永勳
정현정 (작가),鄭賢貞
여서정,吕书晶
정혜린,鄭惠蓮
문태유,文太裕
희진 (2000년),姬振
윤산하,尹產賀
미연,曹薇娟
이다빈,李多嫔
이재인 (배우),李在仁·(演員)
김수진 (1974년),金秀珍·(1974年)
이채영 (가수),李彩煐·(fromis·9)
백지헌,白知憲
조유리,曹柔理
곽선영,郭善英
강승식,姜昇植
최희진 (배우),崔熙真
이나경 (가수),李娜炅
이서연 (가수),李瑞淵·(fromis·9)
조규성,曹圭成
김지인 (배우),金智仁
홍승범 (1991년),洪胜范
손우현,孫宇賢
재윤,李在允
이유진 (2004년),李宥珍
이정하,李正河
전웅,田雄·(歌手)
황의경,黃義慶
김성현 (배우),金晟炫
한지완,韓智婉
이원택,李源澤
김철규,金哲珪
로시 (가수),姜珠喜
임성재,林成宰
송덕호,宋德浩
유인수 (배우),劉仁秀
우다비,禹多備
더샤이,姜承録
서정협,徐正協
이세희 (배우),李世熙
김현목,金賢睦
박찬홍,朴燦弘
정재광,鄭宰光
안지호 (배우),安智浩
최하늘,崔河那
유수빈,劉秀彬
레나 (2002년),Lena·(韓國)
송명기,宋銘基
임지민,林智敏·(歌手)
오현규,吳賢揆
오연지,吴莲枝
손동표,孫東杓
김가희,金佳熙
한성민,韓成敏
원필,金元弼
이도현 (1995년),李到晛
에포트,李相浩
김국헌,金國憲
장대현,張大賢
도운 (가수),尹度云
하슬,夏瑟
정건주,鄭乾柱
최병찬,崔秉燦
조남주,趙南柱
이설 (1993년생 배우),李雪·(演员)
김민종 (유도 선수),金民宗
도한세,都韓勢
진솔 (가수),鄭真率
한미진 (유도 선수),韩美珍
정우 (가수),廷祐
유나 (2003년),申有娜
채령 (가수),李彩領
류진 (가수),申留眞
예지 (2000년),黃禮志
리아 (2000년),Lia·(韓國歌手)
레이븐 (가수),金英助
이진혁 (1996년),李鎮赫·(藝人)
성지훈,成知勳
유회승,柳會勝
승민 (2000년),金昇玟
이무생,李茂生·(演員)
박정우 (가수),朴炡禹
윤대경,尹臺卿
김지찬,金智讚
신정윤,申正允
엘라 (가수),金京主
김국희,金國熙
서채현,徐採鉉
루피 (래퍼),Loopy
정진경 (농구인),鄭珍敬
정치현,鄭治鉉
배현성,裴賢聖
전병우 (야구 선수),全柄佑
최민준,崔珉準
김민규 (2001년),金旻奎·(2001年)
박정우 (1996년생 배우),朴柾佑
김재용 (배우),金載庸
박상혁 (1973년),朴商赫
황인엽,黃寅燁
지혜원,池慧元
강석화 (가수),姜錫華
권혁규,權赫奎
요요미,姚姚美
라키 (가수),朴慜赫
오영주,吳英珠
한 (가수),韓知城
진진 (가수),朴真佑
수빈 (가수),秀彬·(1996年)
보라 (1999년),紫蘿
백영서,白永瑞
백수민,白秀敏
김동혁 (2001년),金東爀
이영지,李泳知
문은아,文恩娥
임철수,林徹洙
정혁 (모델),鄭赫
이차수,李且壽
고수정,高秀貞
가호 (가수),Gaho
조주빈,趙周彬
이수진 (법조인 출신 정치인),李秀真·(1969年)
현재 (가수),李在賢
도현정,陶賢貞
김우진 (가수),宇珍
창빈 (가수),彰彬
진안 (농구 선수),秦安·(籃球運動員)
김준서 (가수),金俊抒
신유빈,申裕斌
성찬 (가수),成燦
한지현 (배우),韓智賢
적재,郑宰沅
최예빈,崔藝斌
준규,金俊奎
김윤식 (야구 선수),金允植·(棒球運動員)
변창흠,卞彰欽
김재웅 (야구 선수),金在雄
태영 (2003년),金泰永
이진우 (2004년),李津宇
최형두,崔炯斗
박수영 (1964년),朴洙瑩
임호선,林昊宣
홍기원,洪起元
김영식 (1959년),金英植·(1959年)
서일준,徐一俊
문진석,文振碩
이정문 (1973년),李楨文
허종식,許琮植
정희용,鄭熙溶
김형동,金亨東
김주영 (1961년),金周暎
김승수 (1965년),金承洙·(1965年)
이성만,李成萬
이용우 (1964년),李龍雨
허영 (정치인),許榮·(1970年)
서동용,徐東榕
서범수,徐範洙
이주환 (1967년),李周桓
이형석 (1961년),李炯錫
박형수 (1965년),朴亨修
홍성국,洪性國
홍석준 (1966년),洪碩晙
정일영 (1957년),鄭日永
최기상,崔基相
이병훈 (1957년),李炳勳
배준영,裴俊英
정동만,鄭東萬
정정순,鄭正淳
김승원 (정치인),金勝源
김희곤 (정치인),金熙坤
장철민 (정치인),張喆敏
신영대,申榮大
김회재,金會在
최종윤 (정치인),崔種允
전광훈,全光焄
콜드 (가수),Colde
이신영,李新英
김병욱 (1977년),金炳旭·(1977年)
강준현,康準鉉
김민철 (1967년),金敏徹
임세준 (1996년),林勢俊
송재호 (정치인),宋在祜
서휘민,徐輝旻
유제원,柳濟元
서영석 (1964년),徐暎錫
래원,Layone
강말금,姜末今
빅 나티,BIG·Naughty
노윤서,盧允瑞
금동현 (가수),琴洞弦
소금 (가수),Sogumm
종호,崔鍾浩
문동주 (야구 선수),文東珠
문지원 (시나리오 작가),文智媛
유보라 (작가),劉寶拉
최승용 (야구 선수),崔丞鎔
구자근,具滋根
김수흥 (1961년),金洙興
이근 (군인),李根·(韩国)
이용석 (연출자),李容碩
이찬형 (배우),李贊炯
원슈타인,Wonstein
김미애 (1969년),金美愛
김용민 (1976년),金容民
김원이,金元二
윤종빈 (배우),尹鍾彬·(韓國演員)
김세희 (근대5종 선수),金势熹
김민하 (1995년),金敏荷·(1995年)
조윤경 (치어리더),趙云涇
나나 (가수),權娜延
심소영 (1970년),沈素英·(1970年)
찐쩐꾸,金針菇·(YouTuber)
박세현 (배우),朴世賢
Free지아,宋智雅·(1997年)
정병원,鄭炳元
김민기 (2002년),金珉基·(2002年)
채원빈,蔡元彬
주종혁 (1991년),朱鐘赫·(1991年)
이은샘,李恩泉
최영준 (배우),崔英俊
김동휘 (배우),金東輝
주현영,朱賢英
안시하,安詩荷
정이서,鄭伊瑞
이명종,李明鐘
홍경표,洪坰杓
주은 (가수),李主恩
김윤수 (야구 선수),金潤洙
김히어라,金赫拉
나현우,羅賢宇
김도영 (2003년),金倒永
고윤정,高允貞
민병덕 (1970년),閔炳德
박주현 (1994년),朴柱炫
문정복,文貞福
릴러말즈,Leellamarz
안은진,安恩真·(1991年)
홍비라,洪妃羅
우희준,禹熙俊
고스트 (프로게이머),张容准
너구리 (프로게이머),张夏权
베릴 (프로게이머),赵乾熙
장문익 (2001년),張汶益
쇼메이커,许秀
캐니언 (프로게이머),金建敷
구마유시,李珉炯
한동훈 (법조인),韓東勳
서호철 (야구 선수),徐浩喆
김정규 (연출가),金正奎
이상보,李尚寶
김남국,金南局
임영웅,林英雄
홍정민,洪貞敏
김강민 (1998년),金江珉
김웅 (정치인),金雄·(1970年)
허찬 (1995년),許燦
이탄희,李誕熙
강선우,姜仙祐
이소영 (정치인),李素永
김재연 (정치인),金在妍
박지후,朴持厚
이홍내,李洪耐
김용지,金容智
신재휘,申宰辉
이시우 (남자 배우),李施優
이중옥,李中玉
김신록,金信祿
이무진,李茂珍
김수겸,金秀謙
최현욱,崔顯旭
동헌 (가수),李東憲·(韓國歌手)
김은지 (바둑 기사),金恩持
문보경,文保景
윤중현,尹鍾賢
권한솔,權韓率
정동원,鄭東元
주예림,朱藝琳
윤건영 (1969년),尹建永
백수찬,白秀燦
홍서희,洪瑞熙
최민영,崔民英
윤기중,尹起重
박지현 (정당인),朴志玹
선우 (2003년),金善禹
유용하,劉勇河
정원 (가수),梁禎元
김석윤,金錫允
박채서,黑金星
수진 (가수),徐穗珍
하현상,夏賢尚
려운,厲雲
김누리 (1997년),金睿意
이주명,李宙明
차청화,車清華
유희제,劉熙儕
김유나 (1996년),金裕娜
윤병희 (배우),尹炳熙
송건희,宋建熙
현준 (2000년),許玹準
애쉬 아일랜드,Ash·Island
지유찬,池裕灿
홍승희 (배우),洪承希
서욱,徐旭·(韩国)
신승호,申承浩
최지훈 (야구 선수),崔智訓
소정환 (가수),蘇庭煥
김태우 (정치인),金泰佑
강유석,姜有錫
소형준,蘇珩準
바이퍼 (프로게이머),朴到贤
라스칼 (프로게이머),金光熙·(英雄联盟职业选手)
제우스 (프로게이머),宙斯·(职业玩家)
김주원 (2002년),金周元
김도훈 (배우),金度勳
심달기,沈達琪
서예화,徐藝華
서성혁,徐成赫
박소이,朴昭怡
미란이,Mirani
변서윤,卞瑞允
태현 (가수),太顯
백주희,白珠熙
이채민 (배우),李彩玟
이채호,李彩豪
이의리,李義理
나고은,羅高恩
하율리,河律莉
정홍일,鄭弘壹
마세건,马世健
이호준 (수영 선수),李昊峻
최재형 (정치인),崔在亨
신재환,申在煥
안산 (양궁 선수),安山·(射箭運動員)
신시아 (배우),申詩雅
오영수 (배우),吳永洙
황선우 (수영 선수),黄宣优
황보름별,黃寶凜星
김제덕,金濟德
장민희,张珉喜
서혜원,徐惠媛
송재호 (펜싱 선수),宋在淏·(击剑运动员)
이유연,李有渊
하도권,河道權
셀린 송,席琳·宋
강나언,姜娜言
서리 (가수),Seori
서영은 (2004년),徐永恩
김다연,金多娟
서정진 (기업인),徐廷珍
김채현,金采炫
휴닝바히에,休寧巴伊葉
지니 (2004년),崔允珍
김재원 (2001년 배우),金載原
금해나,金海娜
성한빈,成韓彬
우영 (가수),友榮
양금희,梁琴喜
유태양,柳太陽
윤호 (가수),丁潤浩
양경원,楊炅沅
홍중,金弘中
안병길 (1962년),安炳吉
정현준,鄭賢俊
배인혁 (배우),裴仁爀
강민국 (정치인),姜旻局
윤두현,尹斗鉉
이규민,李圭閔
지한 (가수),Jihan
유상범 (1965년),劉相凡
윤영덕,尹永德
윤재갑,尹才鉀
윤해동,尹海東
산 (가수),崔傘
이설 (1989년생 배우),李雪·(音乐剧演员)
장경태,張耿態
김미수,金美秀
이재희 (가수),李在希
박성후,朴性厚
김우민,金禹旻
조성재,曹成载
천정하,千靜荷
허윤진,許允眞
최성은,崔成恩
윈터 (가수),Winter·(歌手)
서범준,徐范俊
카리나 (가수),Karina·(韓國歌手)
이시우 (여자 배우),李詩宇
김수현 (역도 선수),金秀泫
이경윤 (2000년),李庚潤
이연 (배우),李妍·(1995年)
박재찬,朴宰燦
홍은채,洪恩採
조광일 (래퍼),趙廣一
이정준 (1999년),李廷晙·(1999年)
임윤찬,任奫灿
오예주,吳藝珠
설원대,薛元大
이상민 (법조인),李祥敏
김길성 (정치인),金桔城
정철원,鄭哲元
유나 (2011년),Yuna·(演員)
김윤우,金昀佑
오진석 (연출가),吳振碩
한유진 (가수),韓維辰
오지율,吳智律
장다아,张多雅
아이키,Aiki
이다혜 (치어리더),李多慧·(啦啦隊)
김태래,金太來
김규빈,金奎彬
박건욱,朴乾旭
박일하,朴一河
김재윤 (1958년),金在允
정운선,鄭雲鮮
추영우,秋英宇
홍예지 (배우),洪藝智
이승윤 (가수),李承允
김건희,金建希
원지안,元志安
김기협,金基协
양현준,楊賢俊
이준환 (유도 선수),李俊奂
정유민 (배우),鄭侑敏
다니엘 (2005년),Danielle·(NewJeans)
민희진,閔熙珍
Noze,盧智慧
홍수주 (배우),洪秀珠
이지한 (배우),李智汉·(韩国歌手)
아도라,ADORA
홍이삭,Hong·Isaac
김유나 (1998년),金有娜
문상민,文相敏
김지웅 (1998년),金地雄
안병웅,安炳雄
정수빈 (배우),郑秀彬·(演员)
윤산흠,尹産欽
윤상정,尹相貞
리정 (안무가),Leejung
덱스 (유튜버),金珍映
박신우 (연출가),朴信宇
벨 (2004년생 가수),BELLE
