George Washington,조지 워싱턴
Abraham Maslow,에이브러햄 매슬로
Barbara Bush,바버라 피어스 부시
Albert Bandura,앨버트 반두라
Donald Trump,도널드 트럼프
Ed Asner,에드워드 애스너
Taylor Vixen,테일러 빅슨
Levon Aronian,레본 아로니안
Mike Farrell,마이크 패럴
Francis Ford Coppola,프랜시스 포드 코폴라
Ridley Scott,리들리 스콧
Chris Pine,크리스 파인
Don Wayne,돈 웨인
David Clennon,데이비드 클레넌
Bryan Cranston,브라이언 크랜스턴
Blake Edwards,블레이크 에드워즈
Walter White,월터 화이트
George Cukor,조지 큐커
David Gelernter,데이비드 겔런터
Jennifer Doudna,제니퍼 다우드나
Norman Borlaug,노먼 볼로그
George H. W. Bush,조지 H. W. 부시
Winona LaDuke,위노아 라두크
Missy Elliott,미시 엘리엇
Larry David,래리 데이비드
Max Ernst,막스 에른스트
Josh Sussman,조시 서스먼
Ted Ligety,테드 리거티
Robert Anderson,로버트 앤더슨
Jimmy Carter,지미 카터
George Clooney,조지 클루니
Dolores Costello,돌로레스 코스텔로
John Lloyd Stephens,존 로이드 스티븐스
Selena,셀레나
Otto Stern,오토 슈테른
Jasper Johns,재스퍼 존스
Dorothy McGuire,도러시 맥과이어
Ron Carey,론 캐리
Lou Costello,루 코스텔로
Bud Abbott,버드 애벗
Quentin Smith,퀜틴 스미스
Ryan Higa,라이언 히가
James Franck,제임스 프랑크
Jim Beaver,짐 비버
Stanley B. Prusiner,스탠리 B. 프루시너
Eric Schmidt,에릭 슈밋
Darleane C. Hoffman,달린 C. 호프먼
Nicholas Fish,니컬러스 피시
Anant Agarwal,아난 아가왈 (Anant Agarwal)
Bill Ritter,빌 리터
Michael Stonebraker,마이클 스톤브레이커
Kent Beck,켄트 벡
John McCarthy,존 매카시
William O. Barnard,윌리엄 O. 바너드
Thornton Wilder,손턴 와일더
David Doyle,데이비드 도일
Theodore Olson,시어도어 올슨
Arnold Schoenberg,아르놀트 쇤베르크
Vint Cerf,빈트 서프
John Belushi,존 벨루시
Daniel G. Bobrow,다니엘 G 보브로우
Alonzo Church,알론조 처치
Alan Kay,앨런 케이
Ida Rolf,아이다 롤프
Michael Douglas,마이클 더글러스
Larry Ellison,래리 엘리슨
Maria Goeppert Mayer,마리아 괴퍼트메이어
John Singer Sargent,존 싱어 사전트
Dean Devlin,딘 데블린
Edmond O'Brien,에드먼드 오브라이언
Rod Hundley,로드 헌들리
Howard Zinn,하워드 진
John Backus,존 배커스
Irvin Kershner,어빈 커슈너
Andrew Garfield,앤드루 가필드
Lila Downs,릴라 다운스
Wernher von Braun,베르너 폰 브라운
Martha Gellhorn,마사 겔혼
Julie Meadows,줄리 메도스
Gian-Carlo Coppola,지안카를로 코폴라
Michael Cole,마이클 콜
Don McLean,돈 매클레인
Michael Giacchino,마이클 자키노
Scott Brown,스콧 브라운
Dallas Roberts,댈러스 로버츠
Amanda Somerville,어맨다 서머빌
Charles Brenton Huggins,찰스 브렌턴 허긴스
Mekhi Phifer,메키 파이퍼
Jean-Michel Basquiat,장미셸 바스키아
Gloria Dickson,글로리아 딕슨
Maggie Hassan,매기 해선
Avery Brundage,에이버리 브런디지
Maurice Karnaugh,모리스 카르노
Richard Holbrooke,리처드 홀브룩
Shawn Bradley,숀 브래들리
Paul Hindemith,파울 힌데미트
Emil Artin,에밀 아르틴
Otto Fritz Meyerhof,오토 프리츠 마이어호프
Ian Murdock,이안 머독
Claude Shannon,클로드 섀넌
Jay Wright Forrester,제이 라이트 포레스터
Sergey Brin,세르게이 브린
Colonel Sanders,커널 샌더스
Alfred Edward Green,앨프리드 E. 그린
Ha Jin,하진
Philip J. Fry,필립 J. 프라이
Scott E. Fahlman,스콧 팰만
Scott Forstall,스콧 포스톨
Zohar Manna,조하르 만나
John Jacob Astor I,존 제이컵 애스터
Nick Cave,닉 케이브
Judea Pearl,주데아 펄
Rick Santorum,릭 샌토럼
Edward Feigenbaum,에드워드 파이겐바움
Eric Kandel,에릭 캔들
Marcel Breuer,마르셀 브로이어
Riki Lindhome,리키 린드홈
Charlotte Armstrong,샬럿 암스트롱
Heinrich Schliemann,하인리히 슐리만
Warner Oland,워너 올랜드
Grady Booch,그래디 부치
Donald Norman,도널드 노먼
Curt Sachs,쿠르트 작스
Markus Schulz,마르쿠스 슐츠
Robert Metcalfe,로버트 메칼프
Lotfi A. Zadeh,로트피 자데
Thomas E. Ackerman,토머스 E. 애커먼
Jeanne Tripplehorn,진 트리플혼
Wolfgang Kapp,볼프강 카프
Eden Sher,이든 셔
Toni Braxton,토니 브랙스톤
Fritz London,프리츠 론돈
Hugo Münsterberg,휴고 뮌스터버그
Max August Zorn,막스 초른
Charles P. Thacker,찰스 P. 태커
John Lewis Gaddis,존 루이스 개디스
James M. Kelly,제임스 M. 켈리
Faizon Love,페이즌 러브
Michael Bay,마이클 베이
André Previn,앙드레 프레빈
Eugene Wigner,유진 위그너
Erik Erikson,에릭 에릭슨
Steve Bullock,스티브 불럭
Martin Roman,마르틴 로만
LeAnn Rimes,리앤 라임스
Patrick Leahy,패트릭 레이히
Guy Victor Molinari,가이 몰리너리
Martin O'Malley,마틴 오맬리
David E. Goldberg,데이비드 골드버그
Dave Cutler,데이비드 커틀러
David S. Johnson,데이비드 S. 존슨
Levi Strauss,리바이 스트라우스
William Howard Stein,윌리엄 하워드 스타인
Jessica Pegula,제시카 페굴라
Anthony Swarzak,앤서니 스와잭
George F. Kennan,조지 캐넌
Thomas E. Gaddis,토머스 E. 개디스
Enid Markey,에니드 마키
Jeffrey David Ullman,제프리 울만
Paul W. Richards,폴 W. 리처즈
Mike Pence,마이크 펜스
Paul Pierce,폴 피어스
Hans Bethe,한스 베테
Mark Russinovich,마크 러시노비치
Peter Chen,피터 첸
Barbara W. Tuchman,바바라 터크먼
Marshall Kirk McKusick,마셜 커크 매큐직
Seymour Ginsburg,시모어 긴즈버그
Peter Graves,피터 그레이브스
Billy Mays,빌리 메이스
Raj Reddy,라지 레디
Chris Brown,크리스 브라운
Edmund M. Clarke,에드먼드 M. 클라크
Peter Norvig,피터 노빅
Summer Sanders,서머 샌더스
Russell Alan Hulse,러셀 앨런 헐스
Chester Ittner Bliss,체스터 이트너 블리스
Waleed Zuaiter,왈리드 키아이터
Roman Jakobson,로만 야콥슨
Alicia Keys,앨리샤 키스
Benny Golson,베니 골슨
Emile Griffith,에밀 그리피스
Robert Benton,로버트 벤턴
Hallee Hirsh,핼리 허시
Chris Buck,크리스 벅
Merton Miller,머튼 밀러
Leonid Hurwicz,레오니트 후르비치
Liam Neeson,리엄 니슨
Courteney Cox,코트니 콕스
Claes Oldenburg,클래스 올덴버그
Joseph Henry,조지프 헨리
Gerry Mulligan,게리 멀리건
Michelle Williams,미셸 윌리엄스
Edward Charles Pickering,에드워드 찰스 피커링
Marreese Speights,머리스 스페이츠
Ken Murray,켄 머리
Alma Mahler,알마 말러
Busta Rhymes,버스타 라임스
Artur Balder,아터 볼더
Daniel Kelly,대니얼 켈리
Yehudi Menuhin,예후디 메뉴인
Lynn Redgrave,린 레드그레이브
Michael Kamen,마이클 카멘
Willem Jacob Luyten,빌럼 야코프 라위턴
Guy Gardner,가이 가드너
Thaddeus Young,새디어스 영
Michael Cimino,마이클 치미노
Robert Redford,로버트 레드포드
Orson Welles,오슨 웰스
Lindsey Jacobellis,린지 제이커벨리스
Gordon Bell,고든 벨
Matt Mullenweg,맷 멀런웨그
E. H. Calvert,E. H. 캘버트
John Barrowman,존 배로먼
Gloria Grahame,글로리아 그레이엄
Kid Rock,키드 록
Too Short,투 숏
Julio Iglesias,훌리오 이글레시아스
Jimmy Miller,지미 밀러
Tony Fadell,토니 파델
Gerard Salton,제라드 솔튼
Mark N. Wegman,마크 N 웨그먼
Rick Gates,릭 게이츠
W. E. B. Du Bois,W. E. B. 듀보이스
Kevin Miller,케빈 밀러
Hilary Duff,힐러리 더프
Victor S. Miller,빅터 S. 밀러
Robert Wise,로버트 와이즈
Kim Hunter,킴 헌터
James K. Galbraith,제임스 K. 갤브레이스
Charles Bolden,찰스 볼든
Terry Gilliam,테리 길리엄
Michael Spence,마이클 스펜스
Richard Carrier,리처드 캐리어
Hannah Arendt,한나 아렌트
Joseph H. Silverman,조지프 H. 실버먼
Milton L. Humason,밀턴 휴메이슨
Jaron Lanier,재런 러니어
Daniel J. Bernstein,대니얼 J. 번스타인
Josephine Hull,조지핀 헐
George Gamou,조지 가모프
Geno Smith,지노 스미스
Alan Kotok,앨런 코톡
An Wang,왕안
Miles Morales,마일스 모랄레스
Jubilee,주빌리
Edward Kent,에드워드 켄트
Nam June Paik,백남준
Alexander Archipenko,알렉산드르 아키펭코
Zubin Mehta,주빈 메타
Idina Menzel,이디나 멘젤
Melanie,멜러니 사프카
Robert Solow,로버트 솔로
Russell Kirk,러셀 커크
Thomas DiLorenzo,토머스 딜로렌조
John L. Hennessy,존 L. 헤네시
Peter Bogdanovich,피터 보그다노비치
Lyonel Feininger,라이오넬 파이닝거
Douglas McIlroy,더글러스 매클로이
Edward F. Moore,에드워드 F. 무어
Randy Savage,랜디 새비지
Domino,도미노
Ruth Roman,루스 로먼
Tim Paterson,팀 패터슨
William Daniel Hillis,대니 힐리스
Robert A. Heinlein,로버트 A. 하인라인
Renée Zellweger,러네이 젤위거
Gus Van Sant,거스 밴샌트
Woody Allen,우디 앨런
Nat Friedman,냇 프리드먼
Catwoman,캣우먼
Lawrence Henry Smith,로런스 H. 스미스
Ernst Krenek,에른스트 크레네크
Eugene Cernan,유진 서넌
Mike Huckabee,마이크 허커비
Kary Mullis,캐리 멀리스
Robert Aumann,로버트 아우만
Paul Thomas Anderson,폴 토머스 앤더슨
Louis Agassiz,루이 아가시
Brewster Kahle,브루스터 카일
Kevin Spacey,케빈 스페이시
Terry Welch,테리 웰치
Robert F. Kennedy,로버트 F. 케네디
Dwight Howard,드와이트 하워드
Pat Nixon,팻 닉슨
Alfred Einstein,앨프리드 아인슈타인
Paul Tillich,폴 틸리히
Cy Twombly,사이 톰블리
Herbert Marcuse,헤르베르트 마르쿠제
Vanessa Hudgens,버네사 허진스
Marcus Mumford,마커스 멈퍼드
Venkatraman Ramakrishnan,벤카트라만 라마크리슈난
Roland Emmerich,롤랜드 에머리히
Charles H. Bennett,찰스 H. 베넷
Per Brinch Hansen,피어 브린치 핸슨
Robert C. Prim,로버트 C. 프림
Jet Li,이연걸
Christopher Nolan,크리스토퍼 놀런
Todd Young,토드 영
Kobe Bryant,코비 브라이언트
Felix Bloch,펠릭스 블로흐
Bruce Matthews,브루스 매슈스
Adlai Stevenson III,애들레이 스티븐슨 3세
Steve McQueen,스티브 매퀸
Coleman Collins,콜먼 콜린스
Eric Stuart,에릭 스튜어트
David Cryer,데이비드 크라이어
Lee Tergesen,리 터거슨
Louise Bourgeois,루이즈 부르주아
Jesse Jane,제시 제인
Stacy Lewis,스테이시 루이스
Larry Allen,래리 앨런
Orlando Pace,올랜도 페이스
Martin Rodbell,마틴 로드벨
Günter Blobel,귄터 블로벨
Riley Steele,라일리 스틸
Robert Sedgewick,로버트 세지윅
Freda Foh Shen,프레 다 포 쉔
Heidi Klum,하이디 클룸
Mark Rothko,마크 로스코
Warren Rudman,워런 러드먼
David Eisenbud,데이비드 아이젠버드
Walter Dornberger,발터 도른베르거
Richard Meier,리처드 마이어
Eric Allman,에릭 올먼
Jim Blinn,짐 블린
Dutch Clark,더치 클라크
Saul Alinsky,솔 앨린스키
Carl-Gustaf Rossby,칼구스타프 로스뷔
Lotte Lehmann,로테 레만
Ernest Bloch,에르네스트 블로흐
Michelle Pfeiffer,미셸 파이퍼
Johnny Damon,자니 데이먼
Stuart Feldman,스튜어트 펠드먼
Stephen Kramer Glickman,스티븐 크레이머 글리크먼
Whitney Stevens,휘트니 스티븐스
Herman Goldstine,허먼 골드스타인
Elisabeth Kübler-Ross,엘리자베스 퀴블러로스
James Thurber,제임스 서버
Jared Newson,재러드 뉴슨
Norman Finkelstein,노먼 핑컬스틴
Armand Borel,아르망 보렐
Charles Petzold,찰스 페졸드
John Maeda,존마에다
Alexander Stepanov,알렉산더 스테파노프
Duke Kahanamoku,듀크 카하나모쿠
Nadia Styles,나디아 스타일스
Gina Ryder,지나 라이더
Michael Wilson,마이클 윌슨
George Gershwin,조지 거슈윈
Cole Turner,콜 터너
Charles Proteus Steinmetz,찰스 프로테우스 스타인메츠
Paige Matthews,페이지 매슈스
George Yury Right,조지 유리 라이트
Carl Laemmle,칼 렘리
Randy Johnson,랜디 존슨
Leonid Levin,레오니드 레빈
Ansel Adams,안셀 애덤스
Joshua Bloch,조슈아 블로치
Joshua Malina,조슈아 말리나
Elizabeth Reaser,엘리자베스 리서
Richard Courant,리하르트 쿠란트
DeAndre Jordan,디앤드리 조던
Brian Greene,브라이언 그린
Claudio Arrau,클라우디오 아라우
Ira Gershwin,아이라 거슈윈
Stephenie Meyer,스테프니 메이어
Jeff Hawkins,제프 호킨스
Hans Albert Einstein,한스 알베르트 아인슈타인
Sinclair Lewis,싱클레어 루이스
Joe Lieberman,조 리버먼
John Mott,존 모트
Detlef Schrempf,데틀레프 슈렘프
David J. Wineland,데이비드 J. 와인랜드
James Maslow,제임스 매슬로
Kevin Schmidt,케빈 슈밋
Friedrich List,프리드리히 리스트
Pink,핑크
László Moholy-Nagy,모홀리 나기
Fred Lynn,프레드 린
Dave Parker,데이브 파커
Mara Corday,마라 코데이
Felix Solis,펠릭스 솔리스
Corey Stoll,코리 스톨
Alfred Métraux,알프레드 메트로
Gerald Jay Sussman,제럴드 제이 서스먼
Owen Wilson,오언 윌슨
Carlos PenaVega,카를로스 페나 주니어
Angela Davis,앤절라 데이비스
Raymond F. Boyce,레이몬드 F. 보이스
Frank Rosenblatt,프랑크 로젠블랫
Patrick Winston,패트릭 윈스턴
Rose Ausländer,로제 아우슬렌더
Martin Schwarzschild,마르틴 슈바르츠실트
Matthew C. Perry,매슈 페리
Henry Koster,헨리 코스터
John Sutter,존 서터
Meyer Guggenheim,마이어 구겐하임
Bettie Page,베티 페이지
Joseph Pilates,요제프 필라테스
John D. Rockefeller,존 D. 록펠러
Jonathan Spector,조너선 스펙터
Dewey Jackson,듀이 잭슨
Paolo Bacigalupi,파올로 바치갈루피
Billy Beane,빌리 빈
Salma Hayek,살마 하예크
Anton LaVey,안톤 라베이
Elizabeth Blackburn,엘리자베스 블랙번
Danny Pino,대니 피노
Burt Lancaster,버트 랭커스터
Britney Stevens,브리트니 스티븐스
Uma Thurman,우마 서먼
Michael J. Smith,마이클 J. 스미스
Jürgen Prochnow,위르겐 프로흐노
Logan Henderson,로건 헨더슨
Rob Kardashian,롭 카다시안
Tom Lantos,톰 랜토스
Robert Taylor,로버트 테일러
Max Dehn,막스 덴
Kurt Koffka,쿠르트 코프카
Aretha Franklin,어리사 프랭클린
Karl August Wittfogel,카를 비트포겔
Pablo Schreiber,파블로 슈라이버
Michele Bachmann,미셸 바크먼
Jefferson Davis,제퍼슨 데이비스
William James,윌리엄 제임스
Kimberly J. Brown,킴벌리 J. 브라운
Charles Quigley,찰스 퀴글리
Henry Draper,헨리 드레이퍼
Dahntay Jones,단테이 존스
Jessica Jaymes,제시카 제임스
Ashanti,아샨티
Scott Meyers,스콧 마이어스
Carl Gustav Hempel,칼 구스타프 헴펠
Arthur F. Andrews,아서 F. 앤드루스
Nina Mercedez,니나 메르세데스
Marc Anthony,마크 앤서니
Randal L. Schwartz,랜들 L. 슈왈츠
Neil Immerman,닐 이머만
Danny DeVito,대니 드비토
Edna St. Vincent Millay,에드나 세인트 빈센트 밀레이
Leonard O'Brien,레너드 오브라이언
Lisa Zane,리사 제인
Matt Hardy,맷 하디
Paul Allen,폴 앨런
Ted Nelson,테드 넬슨
Alan Perlis,앨런 펄리스
Jo Jones,조 존스
Silvio Micali,실비오 미칼리
Nicki Minaj,니키 미나즈
Victor Fleming,빅터 플레밍
Leon Allen White,빅 밴 베이더
Milton A. Rothman,밀턴 A. 로스먼
Cyd Charisse,시드 챠리시
Ariel Winter,애리얼 윈터
Joel Moses,조엘 모세스
Carol Greider,캐럴 그라이더
Caroline Sunshine,캐럴라인 선샤인
James McClelland,제임스 매클렐런드
David Giuntoli,데이비드 준톨리
Lionel Richie,라이어넬 리치
Calista Flockhart,캘리스타 플록하트
Ann Druyan,앤 드리앤
Jerry Springer,제리 스프링거
Georgia Engel,조지아 엥글
Matty Malneck,매티 맬넥
Gerald Weinberg,제럴드 마빈 와인버그
Jack Kerouac,잭 케루악
Cassie Scerbo,캐시 서보
Melvil Dewey,멜빌 듀이
William Norris,윌리엄 노리스
Wallace Givens,월리스 기븐스
Evan Longoria,에번 롱고리아
Tony Curtis,토니 커티스
Jay-Z,제이 지
Brad Maddox,브래드 매독스
Kathleen Sebelius,캐슬린 시벨리어스
Tynisha Keli,티니샤 켈리
Jessica Sanchez,제시카 산체스
Karl Freund,카를 프로인트
Samuel Bowles,새뮤얼 보울스
Edward Norton,에드워드 노턴
Ivan Sutherland,아이번 서덜랜드
Stephen Cook,스티븐 쿡
Michael Shermer,마이클 셔머
Elisabeth Röhm,엘리자베스 룀
Elisabeth Schumann,엘리자베스 슈만
Thomas Macdonough,토머스 맥도너
William Alston,윌리엄 알스턴
Charles Bachman,찰스 바크만
Ulric Neisser,율릭 나이서
Carl Hewitt,칼 휴잇
E-40,E-40
Jim Kajiya,짐 카지야
Clare W. Graves,클레어 W. 그레이브스
Thomas Paine,토머스 페인
Eugene O'Neill,유진 오닐
Clarence Williams,클래런스 윌리엄스
Walter Huston,월터 휴스턴
Lita Ford,리타 포드
John Edward Hopcroft,존 홉크로프트
Bob Kahn,로버트 칸
Miguel de Icaza,미겔 데 이카사
Dru Berrymore,드루 베리모어
Vanessa Branch,버네사 브랜치
Chris Broderick,크리스 브로더릭
Taylor Swift,테일러 스위프트
Bessie Smith,베시 스미스
Jonathan Goldberg,조너선 골드버그
James Michael Harvey,제임스 마이클 하비
Sarah Jones,세라 존스
Errol Flynn,에롤 플린
Diane Venora,다이앤 베노라
Holly Marie Combs,홀리 메리 컴즈
Matthew Broderick,매슈 브로더릭
Edwin Catmull,에드윈 캣멀
Hilary Swank,힐러리 스왱크
Gene Amdahl,진 암달
Louis Mustillo,루이스 머스틸로
Jason Lewis,제이슨 루이스
Jessica Lu,제시카 루
Branch Rickey,브랜치 리키
Glen Campbell,글렌 캠벨
Joel Kinnaman,조엘 키너먼
John Shea,존 시어
Peter Griffin,피터 그리핀
Sarah Morrow,세라 모로
Eric Szmanda,에릭 즈만다
Mary Jane Watson,메리 제인 왓슨
David Petraeus,데이비드 퍼트레이어스
Marguerite Yourcenar,마르그리트 유르스나르
Brendan Sexton III,브렌던 섹스턴 3세
Alvin Eliot Roth,앨빈 로스
Walter Block,월터 블록
Mary Lou Williams,메리 루 윌리엄스
Dana Wynter,데이나 윈터
James Breckinridge,제임스 브레킨리지
Carver Mead,카버 미드
Walter Kaufmann,월터 카우프만
Sharon Stone,샤론 스톤
Tina Aumont,티나 오몽
F. Scott Fitzgerald,F. 스콧 피츠제럴드
Kenneth C. Burns,제스로 번스
Justin Mentell,저스틴 멘텔
Miles Davis,마일스 데이비스
Marc Andreessen,마크 앤드리슨
Peter Norton,피터 노턴
Andrew Yao,앤드루 야오
Kristen Stewart,크리스틴 스튜어트
Eva Longoria,에바 롱고리아
David McClelland,데이비드 매클렐런드
Clark L. Hull,클라크 레너드 헐
Blake Lively,블레이크 라이블리
John F. Burns,존 F. 번스
Mel Rodriguez,멜 로드리게스
Mario Van Peebles,마리오 밴 피블스
Gordon Jump,고든 점프
