반기문,潘基文
조우진 (배우),チョ・ウジン
이혜빈,イ・ヘビン
고우석 (1998년),高佑錫
이정후,李政厚
김철호 (1995년),金喆鎬・(サッカー選手)
노중국,盧重国
조규승,曺圭承
박미희,パク・ミヒ
박명신,パク・ミョンシン
전성호,全盛鎬
안세홍,安世鴻
황치열,ファン・チヨル
이은성 (작가),李恩成
구본찬,具本粲
홍맑은샘,洪清泉
박경,パク・キョン
정국 (가수),JUNG・KOOK
강미나,カン・ミナ・(歌手)
조시윤,チョ・シユン
이인근,李仁根
조수행,趙修行
김주헌,キム・ジュホン
로운,ロウン
이시형 (피겨스케이팅 선수),イ・シヒョン
다원 (남자 가수),ダウォン・(男性歌手)
민혁 (가수),ミニョク・(MONSTA・X)
오노 철환,大野哲煥
백서이,ペク・ソイ
윤덕민,尹徳敏
임나영,ナヨン・(PRISTIN)
엄지 (가수),オムジ
이병희 (1926년),李秉禧
곽빈,郭彬
김민혁 (1996년),金民奕
김혜성 (야구 선수),金慧成
안우진,安佑鎭
홍남기,洪楠基
조명균,趙明均
이민아 (축구 선수),李珉娥
장소연 (배우),チャン・ソヨン・(女優)
박해수,パク・ヘス・(1981年生の俳優)
한승주 (바둑 기사),韓昇周
채영 (가수),チェヨン・(TWICE)
어효선,魚孝善
이준섭,李俊燮
김승찬,金承璨
문수아,ムンスア
지효,ジヒョ・(歌手)
다현,ダヒョン
벤 (대한민국의 가수),ベン・(韓国の歌手)
나연,ナヨン・(TWICE)
셔누,ショヌ
김승목,金承穆
한지은 (배우),ハン・ジウン
김아라,キム・アラ
김채영 (바둑 기사),金彩瑛
WOODZ,チョ・スンヨン
차은택,チャ・ウンテク
조은형,チョ・ウニョン
헤이즈 (가수),Heize
권영호 (축구 선수),權英鎬
하윤경,ハ・ユンギョン
김정현 (1990년 4월),キム・ジョンヒョン・(1990年生の俳優)
이보미,イ・ボミ
장우진,張禹珍
문빈,ムンビン
차은우,チャウヌ
정유진 (배우),チョン・ユジン
하정웅,河正雄
이진주 (음악가),イ・ジンジュ・(ギタリスト)
알렉산더 겜린,アレクサンダー・ガメリン
진 (가수),JIN・(歌手)
길원옥,吉元玉
이붕언,李朋彦
김한일 (기자),金漢一
안보현,アン・ボヒョン
박성현 (골프 선수),朴城炫
김연견,キム・ヨンギョン・(1993年生)
이영하 (야구 선수),李映河
김태연 (야구 선수),金泰延
박치국,朴治国
박지수 (농구 선수),朴智秀
우도환,ウ・ドファン
박경호 (유도 선수),朴環鎬
오규택,呉奎沢
제노 (가수),ジェノ
신현수 (배우),シン・ヒョンス・(俳優)
리코 (1989년),じゅよん
김성옥 (배우),キム・ソンオク
김현성 (1993년),金炫成
아린,アリン
미미 (1995년),ミミ・(歌手)
나상호,羅相浩
김정숙 (1954년),金正淑・(大統領夫人)
이종환 (기업인),李鍾煥・(実業家)
강유정 (유도 선수),カン・ユジョン
수란 (가수),シン・スラン
김세정,キム・セジョン
전소미,チョン・ソミ
김덕홍 (1938년),金徳弘
나현정,ナ・ヒョンジョン
효정,ヒョジョン
황염 (바둑 기사),黄焰
여인혁,よういんひょく
보나 (1995년),ボナ・(宇宙少女)
김경애 (컬링 선수),金敬愛
전여빈,チョン・ヨビン
사무엘 (가수),サムエル・(歌手)
강기둥,カン・ギドゥン
은서,ウンソ
최은미,チェ・ウンミ
박성훈 (배우),パク・ソンフン・(俳優)
허용준,許熔埈
박건호 (바둑 기사),朴鍵昊
구지원 (럭비 선수),具智元
이제승 (1994년),李済丞
김희곤 (축구 심판),金喜坤
박명훈,パク・ミョンフン
한호강,韓浩康
박형수 (배우),パク・ヒョンス
문지영 (피아노 연주자),ムン・ジヨン
다원 (여자 가수),ダウォン
임정빈,任貞彬
서준식,徐俊植
박정수 (축구 선수),朴正洙
이학주 (배우),イ・ハクジュ・(俳優)
장주희 (기상 캐스터),張珠ヒ
이선빈,イ・ソンビン・(女優)
이원영 (바둑 기사),李元栄
이수혁 (외교관),李秀赫
천지선,チョン・ジソン
정경두 (1960년),鄭景斗
김민규 (1994년),キム・ミンギュ・(1994年生の俳優)
최주용 (축구 선수),崔珠龍
김동석 (1923년),金東石
박준영 (1997년),朴俊泳
박지훈 (1999년),パク・ジフン
고은령,コ・ウンリョン
윤채경,ユン・チェギョン
조병규 (배우),チョ・ビョンギュ
서훈 (1954년),徐薫
연우 (배우),ヨンウ
이상희 (배우),イ・サンヒ
류성희 (1968년),リュ・ソンヒ
종섭 (가수),キム・ジョンソプ
황민현,ファン・ミニョン
정서경,チョン・ソギョン・(脚本家)
도영,ドヨン
태영호,太永浩
태용,テヨン・(NCT)
여명숙,ヨ・ミョンスク
정호연,チョン・ホヨン
박지우 (스피드스케이팅 선수),朴智玗
주헌,ジュホン
김용황,金竜滉
윤이형,ユン・イヒョン
조중연 (정치인),趙重衍
김말임,香山末子
학진,ハクジン・(俳優)
정채연,チョン・チェヨン
하성운,ハ・ソンウン
장동윤,チャン・ドンユン
박태일,帝里木下
권호장,権皓章
표예진,ピョ・イェジン
이재전,李在田
김소혜,キム・ソヘ
최실,崔実
청하 (가수),チョンハ
박종현 (편집자),朴鐘顕
권영진 (축구 선수),權永秦
권순우,權順宇
이경태 (축구 선수),李京泰
김우석 (1996년),キム・ウソク
김정미 (수필가),金正美
김문환,金紋奐
한호동,韓昊東
강춘혁,カン・チュンヒョク
임진우 (축구 선수),林珍佑
설동규,正木棟馬
정충근,鄭充根
유인수 (축구 선수),兪仁秀
한승형,韓承炯
구본혁 (축구 선수),具本赫
이강욱 (축구 선수),李剛旭
배수용,裵洙瑢
박성진 (배우),佐久間仁
강다니엘,カン・ダニエル
김보규 (배우),清水大星
설인아,ソル・イナ
박유나 (뮤지컬 배우),朴悠那
세용,セヨン
이대휘,イ・デフィ
옹성우,オン・ソンウ
박우진,パク・ウジン
배진영,ベ・ジニョン
김재환 (가수),キム・ジェファン・(歌手)
윤지성,ユン・ジソン
박찬 (1924년),朴璨
장이진 (농구 선수),張利鎮
송가인,ソン・ガイン・(歌手)
김광수 (화학자),金光洙・(化学者)
김유복,金遺腹
홍석의,洪爽義
김다영 (바둑 기사),金多瑛
정연 (가수),ジョンヨン
설아,ソラ・(歌手)
양세종,ヤン・セジョン
김선자 (범죄인),金宣子
이윤오,李潤旿
유선호 (2002년),ユ・ソンホ・(俳優)
최준기,崔俊基
최성환 (의사),崔盛煥
김선호 (배우),キム・ソンホ
정우영 (1999년),鄭優営
형섭,アン・ヒョンソプ
이주영 (1992년),イ・ジュヨン・(1992年生の女優)
최보민 (가수),ボミン
지성 (가수),チソン・(NCT)
김예림 (피겨스케이팅 선수),キム・イェリム
김재우 (축구 선수),金載佑
공희용,孔熙容
소연 (1998년),ソヨン
신소정 (아이스하키 선수),申素政
이해인 (1994년),イ・ヘイン・(歌手)
김갑중,金甲中
김남희 (배우),キム・ナムヒ
최예슬 (1998년),崔イェスル
김민태 (야구인),金玟泰
최예나,チェ・イェナ
안유진,アン・ユジン
송강 (배우),ソン・ガン
황대헌,黄大憲
손홍규,ソン・ホンギュ
황보승희,皇甫承希
정현정 (아나운서),チョン・ヒョンジョン・(アナウンサー)
한성숙,韓聖淑
한소희,ハン・ソヒ
이유찬 (야구 선수),李有燦
김영재 (신학자),金英才・(神学者)
박태준 (웹툰 작가),T.Jun
김민정 (유도 선수),金珉程
소희 (1995년),キム・ソヒ
재현 (1997년),ジェヒョン
제니 (1996년),ジェニー・(BLACKPINK)
여태구,呂泰九
폴 킴 (1988년),ポール・キム・(1988年生の歌手)
후이,フイ・(歌手)
루다,ルダ・(宇宙少女)
장규리,チャン・ギュリ
박세은,パク・セウン・(バレエダンサー)
김지수 (유도 선수),金知秀
안세영,安洗塋
강인수 (가수),カン・インス
이영학,イ・ヨンハク
박상기 (법학자),朴相基
양소영 (변호사),梁素瑛
고민시,コ・ミンシ
LEW,イ・ウィウン
이재만 (1966년),李在万
최유진 (가수),ユジン・(歌手)
정호성,鄭虎星
최용제,崔容薺
김용우 (1961년),金勇佑
안봉근,アン・ボングン
장운호,張雲浩
코고나다,コゴナダ
김명수 (법조인),金命洙
홍석,ホンソク
박남규 (1960년),朴南圭
아이엠 (가수),I.M
유로몬,庾ロモン
권로안,權路案
김동수 (축구 선수),金東秀・(1995年生のサッカー選手)
원호 (가수),ウォノ
형원,ヒョンウォン
태일 (1994년),ムン・テイル
원두재,元斗才
장예은,チャン・イェウン
윤미아,尹美亜
타니,タニ・(韓国の歌手)
강백호 (야구 선수),姜白虎
김민재 (축구 선수),金玟哉
이종섭 (군인),李鐘燮
김동한 (가수),キム・ドンハン
이동준 (1997년),李東俊
던 (래퍼),DAWN・(歌手)
진호 (1992년),ジノ
조현철 (배우),チョ・ヒョンチョル
로제 (가수),ロゼ・(BLACKPINK)
고영태,高永泰
최순실,崔順実
서유행,徐裕行
임은수,イム・ウンス
구교환,ク・ギョファン
이호정 (배우),イ・ホジョン・(女優)
재민,ジェミン
지수 (가수),ジス・(BLACKPINK)
김상호 (1969년),金相浩
강소휘,カン・ソフィ
김홍선 (연출가),キム・ホンソン・(演出家)
김병헌 (교육인),金柄憲
김병철 (기업인),金炳喆
김선 (1920년),金璿
변우석,ピョン・ウソク
백대운,白大雲
전미도,チョン・ミド
니아 (가수),イ・ゴヌ
김금희,キム・グミ
배지환 (1999년),裴智桓
윤민철,尹玟哲
이도훈 (공무원),李度勲
김익재,金益宰
김용호 (1920년),金龍鎬
백승훈 (야구 선수),白承勳・(野球)
이수정 (철학자),李洙正
조영욱 (축구 선수),曺永旭
김도완 (배우),キム・ドワン
장승현 (야구 선수),張勝賢
장은산,張銀山
장혜진 (배우),チャン・ヘジン
송영무,宋永武
박유나,パク・ユナ
손상연,ソン・サンヨン
천규덕,千圭徳
차인하,チャ・インハ
이나은 (1999년),イ・ナウン
김민주 (가수),キム・ミンジュ
김채원 (2000년),キム・チェウォン
김영천,金永千
손석구,ソン・ソック
태일 (1990년),イ・テイル
김봉호,金琫鎬
임홍재 (1900년),任鴻宰
이상규 (1952년),李象奎
오영환 (1988년),呉永煥
김립 (가수),キムリップ
한승우 (1994년),ハン・スンウ
츄 (가수),チュウ・(歌手)
강훈 (배우),カン・フン
조유리,チョ・ユリ
주이 (가수),ジュイ・(MOMOLAND)
강승식,カン・スンシク
하승무,河承武
원진아,ウォン・ジナ
이유미 (식물학자),李惟美
김덕용,金徳容
고영창 (야구인),高永昌・(野球)
고호봉,高浩逢
강필선 (야구인),姜弼善
린샤오쥔,林孝埈
유남석 (법조인),劉南碩
양혜지 (배우),ヤン・ヘジ
장성국,張成国
신영균 (야구 선수),申永均・(野球)
엄정대,厳廷大
오충원,呉忠原
도한세,ド・ハンセ
박상수 (야구인),朴相洙・(野球)
임진숙,林真淑
한미진 (유도 선수),ハン・ミジン
여진 (2002년),ヨジン・(歌手)
조남주,チョ・ナムジュ
윤종규,尹宗圭
박기병,朴基丙
조해진 (작가),チョ・ヘジン
MJ (가수),MJ・(歌手)
최원준 (1994년),崔源峻
리를향,ルンヒャン
곽양춘,郭洋春
김준한,キム・ジュンハン
최혁길,崔赫吉
탕준상,タン・ジュンサン
피독,Pdogg
이용도,李龍道
현진 (2000년 11월),ヒョンジン・(歌手)
김민종 (유도 선수),キム・ミンジョン
진솔 (가수),ジンソル
최효주,崔孝珠
최인선 (야구인),崔仁宣・(野球)
최병찬,チェ・ビョンチャン
최동진,崔東進
남기헌,南基憲
허유신,許維新
남영신 (군인),南泳臣
송범근,宋範根
소주연,ソ・ジュヨン
하슬,ハスル
정건주,チョン・ゴンジュ
장원영,チャン・ウォニョン
윤태수 (야구인),尹泰洙
이채연 (가수),イ・チェヨン・(IZ*ONE)
안승한,安乗漢
박상범 (야구인),朴商範・(野球)
김보라 (영화 감독),キム・ボラ・(映画監督)
백성진,白城真
최은영 (소설가),崔恩栄
비비 (대한민국의 가수),BIBI・(歌手)
한결 (1999년),イ・ハンギョル
차준호,チャ・ジュノ
허석 (1964년),許錫
형준,ソン・ヒョンジュン
한태균,韓太均
홍경,ホン・ギョン
한성민,ハン・ソンミン
이세진 (배우),イ・セジン
이종택 (야구인),李鍾沢・(野球)
이춘재,イ・チュンジェ
여원 (가수),ヨウォン
장대현,チャン・デヒョン
신원 (가수),シンウォン
이환희 (1998년),ファンヒ
정우 (가수),ジョンウ
김용태 (1926년),金龍泰
김수관,金秀官
엘라 (가수),キム・キョンジュ・(歌手)
남윤수,ナム・ユンス
보라 (1999년),キム・ボラ
남도현,ナム・ドヒョン
김도연 (방송인),キム・ドヨン・(アナウンサー)
조현천,趙顕千
홍경표,ホン・ギョンピョ
김요한 (가수),キム・ヨハン
수윤,スユン
정은경,鄭銀敬
이브 (1997년),イヴ・(歌手)
고원 (가수),ゴウォン
김민환 (야구인),金敏桓
감병훈,甘秉勳
최재영 (야구인),崔宰栄・(野球)
혜주 (2001년),オリビアヘ
한효연,ハン・ヒョヨン
김은성 (아나운서),金恩性
이하림,イ・ハリム
서욱,徐旭
도아 (가수),キム・ドア
소리 (1990년),SoRi
태현 (가수),カン・テヒョン
이해인 (피겨스케이팅 선수),イ・ヘイン・(フィギュアスケート選手)
봉재현,ジェヒョン・(Golden・Childのメンバー)
송지원 (아나운서),ソン・ジウォン
위하준,ウィ・ハジュン
김병희 (야구인),金秉熙
이정하,イ・ジョンハ
김낙관,金落寬
박상영 (소설가),パク・サンヨン
라키 (가수),ラキ・(歌手)
이상민 (1998년),李尚珉
진진 (가수),ジンジン
유도희,ユ・ドヒ
조목희,趙睦煕
조세영,趙世暎
요요미,ヨヨミ
조유민,曺侑珉
강혜원,カン・ヘウォン
권은비,クォン・ウンビ
키노 (가수),キノ・(1998年生の歌手)
김태환 (2000년),金太煥・(2000年生のサッカー選手)
영훈 (1997년),ヨンフン・(1997年生の歌手)
황일권,黄一權
우석 (가수),ウソク
홍현석,洪賢錫
조상수 (야구인),曹常洙・(野球)
수빈 (1999년),チョン・スビン
최철영 (야구인),崔哲栄・(野球)
유태오,ユ・テオ
김신 (야구인),金信・(野球)
이군옥,李建郁
신예은,シン・イェウン
김영대 (배우),キム・ヨンデ・(俳優)
박시준,朴詩浚
송민규 (1999년),宋旻揆
시현 (1999년),シヒョン
양경원,ヤン・ギョンウォン
백승호 (변호사),白承豪
최정원 (축구 선수),崔程援
금동현 (가수),クム・ドンヒョン
황윤태,黄允泰・(野球)
영훈 (1993년),チョン・ヨンフン
이동경,李東炅
허삼영,許三榮
노시환,盧施煥
희진 (2000년),ヒジン・(歌手)
미연,ミヨン
김다미,キム・ダミ
윤도한,尹道漢
윤산하,ユンサナ
손동표,ソン・ドンピョ
이도현 (1995년),イ・ドヒョン
신승호,シン・スンホ
김우진 (가수),キム・ウジン・(歌手)
민희 (2002년),カン・ミニ
윤기수,尹琪秀
김국헌,キム・グクホン
은상,イ・ウンサン
심재철 (정치인),沈在哲
정성열,鄭成列
문우진,ムン・ウジン
최리 (가수),チェリ・(歌手)
표성대,表成大
양진호,ヤン・ジンホ
이준영 (1997년),イ・ジュニョン
조현 (외교관),趙顕
김민호 (축구 선수),金珉浩
이명기 (2000년),李明起・(内野手)
남관표,南官杓
류경수 (배우),リュ・ギョンス
조승아,曺承亞
임성주 (야구인),林星珠
김성일 (야구인),金星一・(野球)
노민승,魯旼承
김형오,金炯旿
차영석 (야구인),車永錫・(野球)
안권수,安田権守
변희수,ピョン・ヒス
정종수 (야구인),鄭鍾秀・(野球)
김성 (야구인),金星・(野球)
김민국,金民国・(野球)
오중석,呉俊赫
곽동현,郭東玹
안명성,安明星
김동희 (1999년),キム・ドンヒ
유회승,ユ・フェスン
강준규,ジュンQ
황인엽,ファン・イニョプ
이한숙,イ・ハンスク
권혁규,權赫奎
이홍내,イ・ホンネ
김은지 (바둑 기사),金恩持
염은현,廉殷鉉
최현욱,チェ・ヒョヌク
이영지,イ・ヨンジ
최영미 (방송인),チェ・ヨンミ・(アナウンサー)
남현종,ナム・ヒョンジョン
신소걸,辛笑傑
수현 (2000년),キム・スヒョン・(2000年生)
박지원 (아나운서),パク・チウォン
오승호,呉勝浩
명효철,明孝喆
한성지,韓盛治
윤서아,ユン・ソア
원태인,元兌仁
오현규,呉賢揆
정경심,鄭慶心
김민규 (2001년),キム・ミンギュ・(2001年生)
유인수 (배우),ユ・インス
유수빈,ユ・スビン
한지성,ハン・ジソン
김상우 (1966년),金庠佑
연준 (가수),チェ・ヨンジュン
조이현 (1999년),チョ・イヒョン
범규,チェ・ボムギュ
수빈 (2000년),チェ・スビン・(歌手)
유명희 (공무원),兪明希
이진혁 (1996년),イ・ジニョク
주경업,朱敬業
김림환,金琳煥
한우진 (바둑 기사),韓友賑
김준서 (가수),キム・ジュンソ
이현중 (농구 선수),李賢重
김채연 (2004년),キム・チェヨン
조규성,曹圭成
정현준,チョン・ヒョンジュン
강계식,カン・ゲシク
송형석,孫庸碩
유태양,ユテヤン
신유빈,申裕斌
성찬 (가수),ソンチャン
고윤정,コ・ユンジョン
이주명,イ・ジュミョン
설영우,薛英佑
해윤,パク・ヘユン
레이븐 (가수),レイブン・(韓国の歌手)
시윤,AJ・(歌手)
김혜윤,キム・ヘユン
지원 (2000년),ホ・ジウォン
강석화 (가수),カン・ソクファ
전용기,田溶冀
전광훈,全光焄
문시연,文時姸
이현택,李玹沢
B.EYES,B.EYES
김호 (1998년),金虎
곽신애,クァク・シネ
이신영,イ・シニョン
김태동 (야구인),金台東・(野球)
장민규,張敏圭
유현주 (골프 선수),ユ・ヒョンジュ
한동훈 (법조인),韓東勲
송재용,宋在勇
장태종,張太鐘
임지민,イム・ジミン
정미정,チョン・ミジョン
성미애,成美愛
정유진 (바둑 기사),鄭有珍
박지후,パク・ジフ
적재,Jukjae
최예빈,チェ・イェビン
준규,キム・ジュンギュ
이진우 (2004년),イ・ジヌ
태영 (2003년),キム・テヨン・(2003年生の歌手)
정현산,丁鉉山
강형석 (야구인),姜炯碩
홍꽃노을,洪コンノウル
이재욱 (1998년),イ・ジェウク
최현석 (가수),チェ・ヒョンソク・(歌手)
문민종,文敏鍾
김창룡 (1964년),金昌龍・(1964年生)
한진원,ハン・チンウォン
김동일 (응용화학자),金東一・(化学者)
조민규,チョ・ミンギュ
주종혁 (1991년),チュ・ジョンヒョク
이근 (군인),イ・グン
장혜영,張恵英
신태일 (인터넷 방송인),シンテイル
홍은기,ホン・ウンギ
소정환 (가수),ソ・ジョンファン
김지웅 (1998년),キム・ジウン・(歌手)
김현수 (1937년),金顕秀
윤기중,尹起重
박지현 (정당인),朴志玹
명형서,ミョン・ヒョンソ
허미미,ホ・ミミ
진 독,Jin・Dogg
나나 (가수),ナナ・(歌手)
신재환,申在煥
안산 (양궁 선수),安山・(アーチェリー選手)
장민희,張珉喜
오영수 (배우),呉永洙
황선우 (수영 선수),ファン・ソヌ
권도형,ドー・クォン
이승민 (골프 선수),李丞珉
문동주 (야구 선수),文棟柱・(野球)
김기주 (1975년),金本和起
전상요,全相尭
고승진,高昇辰
알렉사 (가수),AleXa
송재호 (정치인),宋在祜
김예지 (1980년),金睿智
주현영,チュ・ヒョニョン
정원 (가수),ヤン・ジョンウォン
유용하,ユ・ヨンハ
김민부,金敏夫
샛별 (가수),セッビョル
휘영,フィヨン
김민기 (2002년),キム・ミンギ・(俳優)
김현구 (역사가),金鉉球
윤강철,ユン・ガンチョル
조은수,曺恩粹
강성희 (정치인),姜聖熙
성기선 (1919년),成耆善
허혁 (정치인),許爀
이승춘,李承春
김영수 (1907년 11월),金永修
윤병한,尹炳漢
장익현,張翼鉉
이종남 (1919년),李鍾南
박영창,朴永昌
이화례,李化礼
이나리 (골프 선수),イ・ナリ
성한빈,ソン・ハンビン
양덕준,楊徳準
노도양,盧道陽
손준형,ソン・ジュンヒョン
허윤진,ホ・ユンジン
홍은채,ホン・ウンチェ
이승신 (럭비 선수),李承信
진태하,陳泰夏
박성후,朴性厚
이호종 (1929년),李昊鍾
김제덕,金済徳
고우림 (성악가),コ・ウリム
민희진,ミン・ヒジン
정유민 (배우),チョン・ユミン
이준환 (유도 선수),李俊奐
양현준,梁鉉俊
임윤찬,イム・ユンチャン
성도현 (아이스하키 선수),ソン・ドヒョン
김학렬,金鶴烈
카리나 (가수),カリナ・(歌手)
윈터 (가수),ウィンター・(歌手)
최재형 (정치인),崔在亨
손대하,孫大河
이필선,李必善
이의리,李義理
나고은,ゴウン
남지민,南知珉
정다은 (2001년),チョン・ダウン・(2001年生の女優)
김철준,金哲埈
박한제,朴漢済
이도학,李道学
이기동 (역사가),李基東
이지한 (배우),イ・ジハン
장다아,チャン・ダア
박건우 (2001년),朴虔佑
김사복,金砂福
서영은 (2004년),ヨンウン
김다연,キム・ダヨン
김기협,金基協
김채현,キム・チェヒョン
휴닝바히에,ヒュニン・バヒエ
김건희,金建希
김다인 (배구 선수),キム・ダイン
김도영 (2003년),金倒永
E-CHAN,E-CHAN
박해충,朴海充
정철원,鄭哲元
박수빈 (축구 선수),朴秀彬
강형호,カン・ヒョンホ
