Douglas Adams,ダグラス・アダムズ
Stephen Warnock,スティーヴン・ウォーノック
Beverley Allitt,ビヴァリー・アリット
Anne Perry,アン・ペリー
Gwyneth Jones (novelist),ギネス・ジョーンズ・(作家)
Yvette Cooper,イヴェット・クーパー
Nigel Martyn,ナイジェル・マーティン
Jeremy Corbyn,ジェレミー・コービン
Cleo Laine,クレオ・レーン
Alan Cartwright,アラン・カートライト
Ric Sanders,リック・サンダース
Victor McLaglen,ヴィクター・マクラグレン
Madeleine Carroll,マデリーン・キャロル
Craig Johnston,クレイグ・ジョンストン
Cicely Saunders,シシリー・ソンダース
Thérèse Coffey,テレーズ・コフィー
Elizabeth Hurley,エリザベス・ハーレイ
Hans Kornberg,ハンス・コーンバーグ
Paul Gilroy,ポール・ギルロイ
John Ellis (executioner),ジョン・エリス
Adrian Scott Stokes,エイドリアン・スコット・ストークス
Harry Melling (actor),ハリー・メリング
Tom Courtenay,トム・コートネイ
Norbert Elias,ノルベルト・エリアス
"Sean Davis (footballer, born 1979)",ショーン・デイヴィス
Martin Fowler (software engineer),マーティン・ファウラー
A. J. Cronin,A・J・クローニン
Andrew Weatherall,アンドリュー・ウェザオール
Archie Panjabi,アーチー・パンジャビ
Kate Beckinsale,ケイト・ベッキンセイル
Gabrielle (singer),ガブリエル・(歌手)
Paul Bettany,ポール・ベタニー
Pauline Collins,ポーリーン・コリンズ
Alicia Markova,アリシア・マルコワ
Sally-Anne Stapleford,サリー＝アン・ステープルフォード
Darcey Bussell,ダーシー・バッセル
Mary Garden,メアリー・ガーデン
Judy Dyble,ジュディ・ダイブル
Tracey Crouch,トレーシー・クラウチ
Sylvia Syms,シルヴィア・シムズ
Elizabeth von Arnim,エリザベス・フォン・アーニム
E. F. Schumacher,エルンスト・フリードリッヒ・シューマッハー
William Joyce,ウィリアム・ジョイス
Karl Mannheim,カール・マンハイム
Erich Mendelsohn,エーリヒ・メンデルゾーン
Edward Elgar,エドワード・エルガー
Antonia Fraser,アントニア・フレーザー
Draco Malfoy,ドラコ・マルフォイ
"Marie-Chantal, Crown Princess of Greece",マリー・シャンタル
Venetia Burney,ヴァニーシア・バーニー
Beatrice Lillie,ベアトリス・リリー
Sinead Kerr,シネイド・ケアー
Juliet Aubrey,ジュリエット・オーブリー
Freya Stark,フレヤ・スターク
David Julyan,デヴィッド・ジュリアン
Mike Westbrook,マイク・ウェストブルック
Talvin Singh,タルヴィン・シン
"Charles Spencer, 9th Earl Spencer",チャールズ・スペンサー・(第9代スペンサー伯爵)
Brian Freemantle,ブライアン・フリーマントル
Eric Frank Russell,エリック・フランク・ラッセル
Lindy Hemming,リンディ・ヘミングス
Anastasia Griffith,アナスタシア・グリフィス
Michael Sprott,マイケル・スプロット
Martine McCutcheon,マルティン・マカッチョン
Katarina Waters,カタリナ・ウォーターズ
Sophie Muller,ソフィー・ミュラー
Marin Alsop,マリン・オールソップ
Emma Thomas,エマ・トーマス
Princess Theodora of Greece and Denmark (born 1983),セオドラ・ティス・エラザス・(1983-)
Graham Kendrick,グラハム・ケンドリック
Russ Bray,ラス・ブレイ
Mickie Most,ミッキー・モスト
Mary of Teck,メアリー・オブ・テック
Ralf Dahrendorf,ラルフ・ダーレンドルフ
Ludwig Guttmann,ルートヴィヒ・グットマン
Benedict Cumberbatch,ベネディクト・カンバーバッチ
Giovanni Belzoni,ジョヴァンニ・バッティスタ・ベルツォーニ
Terence Stamp,テレンス・スタンプ
Anna Freud,アンナ・フロイト
Max Perutz,マックス・ペルーツ
McDonald Bailey,マクドナルド・ベイリー
Cecilia Colledge,セシリア・カレッジ
Christopher Lee,クリストファー・リー
Boris Johnson,ボリス・ジョンソン
Julian Huxley,ジュリアン・ハクスリー
"Archibald Primrose, 5th Earl of Rosebery",アーチボルド・プリムローズ・(第5代ローズベリー伯爵)
A. J. Ayer,アルフレッド・エイヤー
Peter Mansfield,ピーター・マンスフィールド
"Andy Webster (footballer, born 1982)",アンディ・ウェブスター
Arthur Koestler,アーサー・ケストラー
Roger Waters,ロジャー・ウォーターズ
Peter Crouch,ピーター・クラウチ
Peter Shilton,ピーター・シルトン
Ross Turnbull,ロス・ターンブル
Andrew Lloyd Webber,アンドルー・ロイド・ウェバー
John Prescott,ジョン・プレスコット
Stafford Cripps,スタッフォード・クリップス
Oswald Mosley,オズワルド・モズレー
Aneurin Barnard,アナイリン・バーナード
Dev Patel,デーヴ・パテール
Adewale Akinnuoye-Agbaje,アドウェール・アキノエ＝アグバエ
Tom Stoppard,トム・ストッパード
Geoff Hoon,ジェフ・フーン
Jay Sean,ジェイ・ショーン
Christine Truman,クリスティン・トルーマン
Damien Hirst,ダミアン・ハースト
Henry Ian Cusick,ヘンリー・イアン・キュージック
William Bligh,ウィリアム・ブライ
Sophie Dahl,ソフィー・ダール
Steve Bruce,スティーヴ・ブルース
Gary Numan,ゲイリー・ニューマン
Peter Finch,ピーター・フィンチ
Steve McManaman,スティーブ・マクマナマン
Liam Ridgewell,リアム・リッジウェル
Geoffrey Howe,ジェフリー・ハウ
Michael Heseltine,マイケル・ヘーゼルタイン
Alan Johnson,アラン・ジョンソン
Denis Healey,デニス・ヒーリー
John Profumo,ジョン・プロヒューモ
Ernest Bevin,アーネスト・ベヴィン
John Smith (Labour Party leader),ジョン・スミス・(労働党党首)
Liam Fox,リアム・フォックス
Tony Benn,トニー・ベン
Michael Foot,マイケル・フット
Ernst Gombrich,エルンスト・ゴンブリッチ
Otto Erich Deutsch,オットー・エーリヒ・ドイチュ
Richard Tauber,リヒャルト・タウバー
"Walter Guinness, 1st Baron Moyne",ウォルター・ギネス・(初代モイン男爵)
"Sidney Webb, 1st Baron Passfield",シドニー・ウェッブ
"Max Aitken, 1st Baron Beaverbrook",マックス・エイトケン・(初代ビーヴァーブルック男爵)
Walter Scott,ウォルター・スコット
Elizabeth Haffenden,エリザベス・ハフェンデン
Emma Goldman,エマ・ゴールドマン
Henry Cavill,ヘンリー・カヴィル
George Lansbury,ジョージ・ランズベリー
Julian Barnes,ジュリアン・バーンズ
G. E. Moore,ジョージ・エドワード・ムーア
Mark Delaney (footballer),マーク・ディレイニー
M (James Bond),M・(架空の人物)
Elias Canetti,エリアス・カネッティ
Agyness Deyn,アギネス・ディーン
Brian Josephson,ブライアン・ジョゼフソン
Julie Christie,ジュリー・クリスティ
"Prince Philip, Duke of Edinburgh",フィリップ・(エディンバラ公)
John Gurdon,ジョン・ガードン・(生物学者)
Gilbert Taylor,ギルバート・テイラー
Jessica Tandy,ジェシカ・タンディ
Rudolf Abel,ルドルフ・アベル
Vivian Woodward,ビビアン・ウッドワード
Kevin McGarrity,ケビン・マクガリティー
"Princess Alice, Duchess of Gloucester",アリス・(グロスター公爵夫人)
Paul Lambert,ポール・ランバート
Ray Milland,レイ・ミランド
Banesh Hoffmann,バーネッシュ・ホフマン
Ryan Shawcross,ライアン・ショウクロス
John Ruddy,ジョン・ラディ
Lennox Lewis,レノックス・ルイス
John Higgins,ジョン・ヒギンズ
Julianne Moore,ジュリアン・ムーア
Glenda Jackson,グレンダ・ジャクソン
George Arliss,ジョージ・アーリス
Tom Hooper,トム・フーパー
Brian Johnson,ブライアン・ジョンソン
"Michael Keane (footballer, born 1993)",マイケル・キーン
Rab Butler,ラブ・バトラー
Jack Dunn (figure skater),ジャック・ダン
Ioan Gruffudd,ヨアン・グリフィズ
Robbie Coltrane,ロビー・コルトレーン
Alfred Molina,アルフレッド・モリーナ
Justine Greening,ジャスティン・グリーニング
John Buchan,ジョン・バカン
George Osborne,ジョージ・オズボーン
Nicky Butt,ニッキー・バット
Alex Pettyfer,アレックス・ペティファー
"George Thomson, Baron Thomson of Monifieth",ジョージ・トムソン・(モニフィースのトムソン男爵)
Norman Lamont,ノーマン・ラモント
Leon Brittan,レオン・ブリタン
"John Hutton, Baron Hutton of Furness",ジョン・ハットン・(ファーネスのハットン男爵)
Rodney Robert Porter,ロドニー・ロバート・ポーター
Scott Carson,スコット・カーソン
Marty Feldman,マーティ・フェルドマン
Tom Hiddleston,トム・ヒドルストン
Francis Pym,フランシス・ピム
Ellen Wilkinson,エレン・ウィルキンソン
"Edward Shackleton, Baron Shackleton",エドワード・シャクルトン
"James Hamilton, 3rd Duke of Abercorn",ジェイムズ・ハミルトン・(第3代アバコーン公爵)
"John Jacob Astor, 1st Baron Astor of Hever",ジョン・ジェイコブ・アスター・(ヒーヴァーの初代アスター男爵)
J. R. Clynes,ジョン・ロバート・クラインス
"Norman Fowler, Baron Fowler",ノーマン・ファウラー・(ファウラー男爵)
"Douglas Douglas-Hamilton, 14th Duke of Hamilton",ダグラス・ダグラス＝ハミルトン・(第14代ハミルトン公爵)
Harold Nicolson,ハロルド・ニコルソン
Charles Kennedy,チャールズ・ケネディ
Philip Hammond,フィリップ・ハモンド
F. F. Bruce,フレドリク・ブルース
James Chadwick,ジェームズ・チャドウィック
Richard Armitage (actor),リチャード・アーミティッジ
Ronald Colman,ロナルド・コールマン
David Niven,デヴィッド・ニーヴン
Rex Harrison,レックス・ハリソン
Chris Eagles,クリス・イーグルス
Imre Lakatos,ラカトシュ・イムレ
Ryan Bertrand,ライアン・バートランド
Kim Philby,キム・フィルビー
"Luke Young (footballer, born 1979)",ルーク・ヤング
Jermaine Pennant,ジャーメイン・ペナント
George Sanders,ジョージ・サンダース
Russell Brand,ラッセル・ブランド
Jermaine Jenas,ジャーメイン・ジェナス
Ian Paisley,イアン・ペイズリー
Bryan Robson,ブライアン・ロブソン
"Danny Murphy (footballer, born 1977)",ダニー・マーフィー
"George Robertson, Baron Robertson of Port Ellen",ジョージ・ロバートソン・(ポート・エレンのロバートソン男爵)
"John Simon, 1st Viscount Simon",ジョン・サイモン・(初代サイモン子爵)
David Owen,デイヴィッド・オーウェン
David Icke,デイビッド・アイク
Hilaire Belloc,ヒレア・ベロック
Karl Jenkins,カール・ジェンキンス
Rhodri Morgan,ロドリー・モーガン
Aldous Huxley,オルダス・ハクスリー
J. M. Barrie,ジェームス・マシュー・バリー
Rod Stewart,ロッド・スチュワート
Karl Popper,カール・ポパー
Glenn Hoddle,グレン・ホドル
Vinnie Jones,ヴィニー・ジョーンズ
Dmitri Hvorostovsky,ディミトリー・ホロストフスキー
Iris Robinson,アイリス・ロビンソン
"Norman Birkett, 1st Baron Birkett",ノーマン・バーケット
"Vere Ponsonby, 9th Earl of Bessborough",ヴィアー・ポンソンビー・(第9代ベスバラ伯爵)
Frank Hornby,フランク・ホーンビィ
"Robert Gascoyne-Cecil, 5th Marquess of Salisbury",ロバート・ガスコイン＝セシル・(第5代ソールズベリー侯爵)
Shirley Williams,シャーリー・ウィリアムズ
Greer Garson,グリア・ガースン
William Morris,ウィリアム・モリス
Johnnie Jackson,ジョニー・ジャクソン・(サッカー選手)
Alfred Enoch,アルフレッド・イーノック
Jeannette Altwegg,ジャネット・アルウェッグ
John Templeton,ジョン・テンプルトン
Frederick Forsyth,フレデリック・フォーサイス
Christopher Tolkien,クリストファ・トールキン
Sam Worthington,サム・ワーシントン
Lee Ryan,リー・ライアン
G. K. Chesterton,G・K・チェスタトン
Clive Owen,クライヴ・オーウェン
David Attenborough,デイビッド・アッテンボロー
Alfred North Whitehead,アルフレッド・ノース・ホワイトヘッド
Ian Fleming,イアン・フレミング
Jack Rodwell,ジャック・ロドウェル
Arthur Hailey,アーサー・ヘイリー
Barry Gibb,バリー・ギブ
Andrew Lincoln,アンドリュー・リンカーン
Jonathan Woodgate,ジョナサン・ウッドゲート
Alistair Darling,アリスター・ダーリング
"Bill Rodgers, Baron Rodgers of Quarry Bank",ウィリアム・ロジャーズ・(イギリスの政治家)
Freddie Highmore,フレディ・ハイモア
"Chris Smith, Baron Smith of Finsbury",クリス・スミス・(フィンズベリーのスミス男爵)
Maurice Gibb,モーリス・ギブ
Eddie Izzard,エディー・イザード
Rosemary Sutcliff,ローズマリー・サトクリフ
Clint Mansell,クリント・マンセル
Jimmy Greaves,ジミー・グリーブス
Richard Hammond,リチャード・ハモンド
David Moyes,デイヴィッド・モイーズ
Robert Maxwell,ロバート・マクスウェル
"John Reid, Baron Reid of Cardowan",ジョン・リード・(イギリスの政治家)
Eric Pickles,エリック・ピックルズ
Jeremy Hunt,ジェレミー・ハント・(政治家)
Jacqui McShee,ジャッキー・マクシー
Paul di Resta,ポール・ディ・レスタ
Cary Grant,ケーリー・グラント
Andrew Wiles,アンドリュー・ワイルズ
