梅澤貴史,우메자와 타카시
大西瀧治郎,오니시 다키지로
本因坊秀哉,혼인보 슈사이
黒田長礼,구로다 나가미치
山田乙三,야마다 오토조
後藤文夫,고토 후미오
小笠原満男,오가사와라 미쓰오
三斤王,삼근왕
亀井絵里,카메이 에리
大谷育江,오타니 이쿠에
高倉天皇,다카쿠라 천황
仁賢天皇,닌켄 천황
広末涼子,히로스에 료코
浅田真央,아사다 마오
坂本真綾,사카모토 마아야
斉明天皇,고교쿠 천황
栗山千明,구리야마 지아키
後藤真希,고토 마키
宇多田ヒカル,우타다 히카루
竹下佳江,다케시타 요시에
松坂慶子,마쓰자카 게이코
沢尻エリカ,사와지리 에리카
本多雄一,혼다 유이치
井浦新,이우라 아라타
近藤里奈,곤도 리나
安藤美姫,안도 미키
朴璐美,박로미
佐藤ショウジ,사토 쇼지
武田惣角,타케다 소카쿠
村主章枝,스구리 후미에
渡瀬悠宇,와타세 유우
水沢エレナ,미즈사와 에레나
三田紀房,미타 노리후사
希美まゆ,노조미 마유
雄略天皇,유랴쿠 천황
弘文天皇,고분 천황
KOTOKO,코토코
アンジェラ・アキ,안젤라 아키
中山雅史,나카야마 마사시
豊田喜一郎,기이치로 토요다
黒川紀章,구로카와 기쇼
武田観柳斎,다케다 간류사이
菊地秀行,기쿠치 히데유키
小林尊,고바야시 다케루
高橋尚子,다카하시 나오코
元正天皇,겐쇼 천황
伊藤みどり,이토 미도리
岸田文雄,기시다 후미오
樹元オリエ,키모토 오리에
福山哲郎,후쿠야마 데쓰로
永井雄一郎,나가이 유이치로
佐藤友亮,사토 도모아키
AZUKI七,아즈키 나나
太田美知彦,오타 미치히코
中西香菜,나카니시 가나
石井琢朗,이시이 다쿠로
石原宏高,이시하라 히로타카
佐倉綾音,사쿠라 아야네
松岡錠司,마쓰오카 조지
水野信元,미즈노 노부모토
有村架純,아리무라 가스미
鈴木えみ,스즈키 에미
小松左京,고마쓰 사쿄
財前宣之,자이젠 노부유키
鹿野優以,카노 유이
高良健吾,고라 겐고
佐藤隆太,사토 류타
永山絢斗,나가야마 겐토
光宗薫,미쓰무네 가오루
土門仁,도몬 진
井筒和幸,이즈쓰 가즈유키
三田麻央,미타 마오
阿波野秀幸,아와노 히데유키
水川潤,유메 카나
甲斐谷忍,가이타니 시노부
平塚らいてう,히라쓰카 라이테우
高月彩良,다카쓰키 사라
久住小春,쿠스미 코하루
宮間あや,미야마 아야
矢沢あい,야자와 아이
田部井淳子,다베이 준코
北本久仁衛,기타모토 구니에
小川佳純,오가와 요시즈미
羽田憲司,하네다 겐지
倉木麻衣,구라키 마이
OLIVIA,올리비아
原節子,하라 세츠코
葉鳥ビスコ,하토리 비스코
内田光子,우치다 미쓰코
野口みずき,노구치 미즈키
矢野貴章,야노 기쇼
峰幸代,미네 유키코
大津祐樹,오쓰 유키
新井敏弘,아라이 도시히로
手塚卓志,데즈카 다카시
酒井裕唯,사카이 유이
大西順子,오니시 준코
大黒将志,오구로 마사시
岩政大樹,이와마사 다이키
浜中泰男,하마나카 야스오
西尾維新,니시오 이신
高木武雄,다카기 다케오
岸本聖史,키시모토 세이시
Toshl,Toshi
臼井儀人,우스이 요시토
三都主アレサンドロ,산토스 알레산드로
松田直樹,마쓰다 나오키
森口瑤子,모리구치 요코
岡本玲,오카모토 레이
巻佑樹,마키 유키
森﨑浩司,모리사키 고지
都倉賢,도쿠라 겐
柳沢敦,야나기사와 아쓰시
小野伸二,오노 신지
友川カズキ,토모카와 카즈키
塩崎恭久,시오자키 야스히사
畑中健二,하타나카 겐지
小野大輔,오노 다이스케
松本若菜,마쓰모토 와카나
石川数正,이시카와 가즈마사
風間俊介,가자마 슌스케
甘利虎泰,아마리 도라야스
田中陽子,다나카 요코
三木眞一郎,미키 신이치로
荒木飛呂彦,아라키 히로히코
徳重健太,도쿠시게 겐타
岡本綾,오카모토 아야
浅丘ルリ子,아사오카 루리코
石井萌々果,이시이 모모카
田中哲司,다나카 데쓰시
田中理恵,타나카 리에
伊藤由奈,이토 유나
樹木希林,기키 기린
風吹ジュン,후부키 준
井伊直弼,이이 나오스케
孫正義,손정의
竹内外史,다케우치 가이시
松重豊,마쓰시게 유타카
水野美紀,미즈노 미키
安田成美,야스다 나루미
柄本明,에모토 아키라
舘ひろし,다치 히로시
完顔阿骨打,완얀 아구다
大山巌,오야마 이와오
甘粕正彦,아마카스 마사히코
渡哲也,와타리 데쓰야
土屋アンナ,쓰치야 안나
光井愛佳,미쓰이 아이카
中原麻衣,나카하라 마이
染谷将太,소메타니 쇼타
鈴木福,스즈키 후쿠
桐野夏生,기리노 나쓰오
島谷ひとみ,시마타니 히토미
小清水亜美,코시미즈 아미
佐伯美香,사에키 미카
三原雅俊,미하라 마사토시
藤原忠実,후지와라노 다다자네
藤原頼長 (藤原忠実の子),후지와라노 요리나가
近藤岳登,곤도 가쿠토
勝新太郎,카츠 신타로
足利義教,아시카가 요시노리
絢香,아야카
吉村圭司,요시무라 게이지
酒本憲幸,사케모토 노리유키
児玉新,고다마 아라타
中山彰規,나카야마 아키노리
鈴木雅之,스즈키 마사유키
巌本善治,이와모토 요시하루
東洲斎写楽,도슈사이 샤라쿠
望月峯太郎,모치즈키 미네타로
幸内純一,고치 준이치
森田成一,모리타 마사카즈
渡辺喜美,와타나베 요시미
内柴正人,우치시바 마사토
岡田吉夫,오카다 요시오
平野綾,히라노 아야
浅越しのぶ,아사고에 시노부
田村一聖,다무라 잇세이
本因坊秀策,혼인보 슈사쿠
林忠四郎,하야시 추시로
八重樫茂生,야에가시 시게오
古川勝,후루카와 마사루
井川遥,이가와 하루카
光石研,미쓰이시 겐
高木義成,다카기 요시나리
高橋大輔,다카하시 다이스케
河本裕之,고모토 히로유키
小室眞子,아키시노노미야 마코
椎名悦三郎,시나 에쓰사부로
石崎琴美,이시자키 고토미
岸部一徳,기시베 잇토쿠
小日向文世,고히나타 후미요
柏原収史,가시와바라 슈지
松山ケンイチ,마쓰야마 겐이치
長谷川等伯,하세가와 도하쿠
石櫃洋祐,이시비쓰 요스케
増川隆洋,마스카와 다카히로
藤本康太,후지모토 고타
東郷茂徳,도고 시게노리
原一樹,하라 가즈키
分島花音,와케시마 카논
谷本歩実,다니모토 아유미
高屋奈月,타카야 나츠키
豊崎愛生,토요사키 아키
親鸞,신란
大橋のぞみ,오하시 노조미
岡田克也,오카다 가쓰야
千葉進歩,지바 스스무
小室哲哉,고무로 데쓰야
八代目 市川雷蔵,이치카와 라이조
筒井康隆,쓰쓰이 야스타카
川崎希,가와사키 노조미
成瀬理沙,나루세 리사
成田梨紗,나리타 리사
井伊直孝,이이 나오타카
豊原功補,도요하라 고스케
上坂すみれ,우에사카 스미레
有栖川宮威仁親王,아리스가와노미야 다케히토
二上達也,후타카미 다쓰야
柴田亜衣,시바타 아이
穂積雅子,호즈미 마사코
谷亮子,다니 료코
山田ユギ,야마다 유기
三吉聖王,미요시 기요타카
きゃりーぱみゅぱみゅ,갸리 파뮤파뮤
竹内順子,타케우치 준코
木村拓哉,기무라 다쿠야
大野智,오노 사토시
二宮和也,니노미야 카즈나리
阿部薫,아베 카오루
花山天皇,가잔 천황
安康天皇,안코 천황
朱雀天皇,스자쿠 천황
沖田杏梨,오키타 안리
高岡寿成,타카오카 토시나리
徳川家宣,도쿠가와 이에노부
宇佐美貴史,우사미 다카시
福原愛,후쿠하라 아이
桑島法子,쿠와시마 호코
北川景子,기타가와 게이코
吉本ばなな,요시모토 바나나
西沢立衛,니시자와 류에
光田康典,미쓰다 야스노리
池田行彦,이케다 유키히코
栄西,에이사이
藤原道兼,후지와라노 미치카네
田中将斗,다나카 마사토
モリノリ久,모리 노리히사
藤田義明,후지타 요시아키
藤崎一郎,후지사키 이치로
片山東熊,가타야마 도쿠마
上川徹,가미카와 도루
華原朋美,가하라 도모미
源田実,겐다 미노루
顕宗天皇,겐조 천황
亀山天皇,가메야마 천황
寺田寅彦,데라다 도라히코
シルバー・サムライ,실버 사무라이
兒玉遥,코다마 하루카
津田梅子,쓰다 우메코
和泉式部,이즈미 시키부
山﨑雅人,야마자키 마사토
鈴木隆行,스즈키 다카유키
安閑天皇,안칸 천황
田中真弓,타나카 마유미
谷口ジロー,다니구치 지로
珍田捨巳,진다 스테미
渡辺信一郎,와타나베 신이치로
森内俊之,모리우치 도시유키
二代目 松本白鸚,마츠모토 하쿠오
塚原直也,쓰카하라 나오야
多岐川裕美,타키가와 유미
南條愛乃,난죠 요시노
早川徳次,하야카와 토쿠지
松田次生,마쓰다 쓰기오
舞の海秀平,마이노우미 슈헤이
柳生宗厳,야규 무네요시
木谷實,기타니 미노루
横井軍平,요코이 군페이
江川英龍,에가와 히데타쓰
徳川家継,도쿠가와 이에쓰구
卜部兼好,요시다 겐코
原由実,하라 유미
里見浩太朗,사토미 고타로
秋山ゆりか,아키야마 유리카
諸塚香奈実,모로즈카 카나미
山本亮,야마모토 료
北一輝,기타 잇키
武者小路公共,무샤코지 긴토모
細田守,호소다 마모루
宮尾登美子,미야오 도미코
服部尚貴,핫토리 나오키
田畑真紀,다바타 마키
藤貴子,후지 타카코
石末龍治,이시즈에 류지
宇野沢祐次,우노자와 유지
黒瀬真奈美,구로세 마나미
藤原璋子,후지와라노 다마코
西塚泰美,니시즈카 야스토미
近衛信尹,고노에 노부타다
長岡春一,나가오카 하루카즈
荻生徂徠,오규 소라이
樋口真嗣,히구치 신지
渡辺大輔,와타나베 다이스케
上祐史浩,조유 후미히로
大川藍,오카와 아이
久高友雄,쿠다카 토모오
笛真人,후에 마사토
皆本勝弘,미나모토 카쓰히로
菊川凱夫,키쿠가와 요시오
李良枝,이양지
伊藤俊也,이토 슌야
大前研一,오마에 겐이치
上村彦之丞,히코노조 가미무라
足利直義,아시카가 다다요시
高橋和希,타카하시 카즈키
藤原里華,후지와라 리카
元ちとせ,하지메 지토세
津田美波,츠다 미나미
大山鎬則,오야마 다카노리
藤原彰子,후지와라노 쇼시
恒松あゆみ,츠네마츠 아유미
髙嶋政宏,다카시마 마사히로
結城アイラ,유키 아이라
地井武男,지이 다케오
前田大和,마에다 야마토
清浦夏実,키요우라 나츠미
野間宏,노마 히로시
洲崎綾,스자키 아야
怕尼芝,하니지
安藤政信,안도 마사노부
近衛天皇,고노에 천황
三上寛,미카미 칸
五十嵐和也,이가라시 카즈야
田口禎則,다구치 요시노리
岩井厚裕,이와이 아쓰히로
中村優一,나카무라 유이치
中島啓,나카지마 히라쿠
小野喬,오노 다카시
天野こずえ,아마노 고즈에
中野友加里,나카노 유카리
源頼朝,미나모토노 요리토모
堀之内聖,호리노우치 사토시
絲山秋子,이토야마 아키코
チャールズ・ペダーセン,찰스 피더슨
青山倫子,아오야마 노리코
藤原顕輔,후지와라노 아키스케
夏焼雅,나츠야키 미야비
一条実経,이치조 사네쓰네
佐藤夕子,사토 유코
本島等,모토시마 히토시
富岡多恵子,도미오카 다에코
衣笠貞之助,기누가사 데이노스케
長島圭一郎,나가시마 게이이치로
和田健雄,와다 다케오
近衛基通,고노에 모토미치
伏見天皇,후시미 천황
池田元久,이케다 모토히사
大隈重信,오쿠마 시게노부
支倉常長,하세쿠라 쓰네나가
猪谷千春,이가야 지하루
中裕司,나카 유지
宗道臣,소 도신
仲田歩夢,나카다 아유
後一条天皇,고이치조 천황
円融天皇,엔유 천황
冷泉天皇,레이제이 천황
上野雅恵,우에노 마사에
森理世,모리 리요
車田正美,쿠루마다 마사미
小西克幸,고니시 가쓰유키
伊波普猷,이하 후유
津田左右吉,쓰다 소키치
内藤玲,나이토 료
早水リサ,하야미즈 리사
大久保瑠美,오오쿠보 루미
天野明,아마노 아키라
岩男潤子,이와오 준코
鈴木恒夫,스즈키 쓰네오
戸田和幸,도다 가즈유키
藤原道雅,후지와라노 미치마사
阪口周平,사카구치 슈헤이
檀臣幸,단 도모유키
前田剛,마에다 다케시
森下広一,모리시타 고이치
赤井孝美,아카이 다카미
オーノキヨフミ,오노 기요후미
石井弘寿,이시이 히로토시
新島襄,니지마 조
中西香爾,나카니시 고지
山野車輪,야마노 샤린
倉本裕基,구라모토 유키
淳和天皇,준나 천황
国木田独歩,구니키다 돗포
相葉雅紀,아이바 마사키
監物永三,겐모쓰 에이조
星奈津美,호시 나쓰미
松山博明,마쓰야마 히로아키
平岡宏章,히라오카 히로아키
藤川孝幸,후지카와 타카유키
杉山誠,스기야마 마코토
江川重光,에가와 시게미쓰
柳宗悦,야나기 무네요시
水谷豊,미즈타니 유타카
川中美幸,가와나카 미유키
尾崎南,오자키 미나미
広瀬治,히로세 오사무
森岡茂,모리오카 시게루
後藤夕貴,고토 유키
大瀬楓,오세 가에데
中村剛也,나카무라 다케야
中嶋宏,나카지마 히로시
佐々木博和,사사키 히로카즈
秋葉忠宏,아키바 다다히로
下平隆宏,시모타이라 타카히로
DJ OZMA,DJ OZMA
長谷川明子,하세가와 아키코
廣木隆一,히로키 류이치
山路修,야마지 오사무
佐藤かよ,사토 카요
摩文仁賢榮,마부니 겐에이
冲方丁,우부카타 토우
牧野富太郎,마키노 도미타로
中村修二,나카무라 슈지
隈研吾,쿠마 켄고
宮平秀治,미야히라 히데하루
常陸宮正仁親王,히타치노미야 마사히토
田畑智子,타바타 토모코
塩野七生,시오노 나나미
白玉雅己,시라타마 마사미
髙嶋政伸,다카시마 마사노부
中村太亮,나카무라 다이스케
高階貴子,다카시나노 기시
後藤太郎,고토 타로
神野卓哉,진노 타쿠야
為末大,다메스에 다이
黒田福美,구로다 후쿠미
