George Washington,乔治·华盛顿
Abigail Spears,阿比盖尔·斯皮尔斯
Jack Sock,傑克·索克
Ted Schroeder,特德·施罗德
Dick Savitt,迪克·薩維特
Andy Roddick,安迪·罗迪克
Ryan Sweeting,萊恩·斯威廷
Sloane Stephens,斯隆·斯蒂芬斯
Ted Ligety,泰德·利蓋蒂
Roy Raymond,羅伊·雷蒙德
Ernest Hemingway,欧内斯特·海明威
Bill Tilden,比尔·蒂尔登
CoCo Vandeweghe,可可·范德韋
Ellsworth Vines,埃尔斯沃思·瓦因斯
Donald Young (tennis),唐納德·揚
R. Norris Williams,R·诺里斯·威廉斯
MaliVai Washington,马利维·华盛顿
Rudolf Jaenisch,鲁道夫·耶尼施
Erika Morini,艾麗卡·莫莉妮
DeJuan Blair,德胡安·布莱尔
Bernd Heinrich,贝恩德·海因里希
Edgar Schein,埃德加·亨利·席恩
Helen Gahagan Douglas,海倫·道格拉斯
James G. Stavridis,詹姆斯·斯塔夫里迪斯
Amy Acker,艾美·艾克
Johnny Simmons,強尼·西蒙斯
Spencer Tunick,斯潘塞·图尼克
Susan Sontag,苏珊·桑塔格
Walter White (Breaking Bad),華特·懷特
Gebisa Ejeta,加比萨·埃西塔
Stephen Sondheim,史蒂芬·桑坦
Nicholas Negroponte,尼古拉斯·尼葛洛龐帝
Alexey Pajitnov,阿列克谢·帕基特诺夫
Mary McDonnell,玛丽·麦克唐纳
Jimmy Carter,吉米·卡特
Tay Zonday,泰·桑迪
Jamie Lynn Spears,潔美·琳·斯皮爾斯
Ryan Higa,NigaHiga
Chris Pine,克里斯·潘恩
George H. W. Bush,乔治·赫伯特·沃克·布什
Kurt Weill,寇特·威爾
Noah Cyrus,诺亚·赛勒斯
Robert Altman,勞勃·阿特曼
Wilhelm Sollmann,威廉·索尔曼
Michaela Conlin,米凯拉·考林
Frank Abagnale,弗兰克·阿巴内尔
Robert J. Van de Graaff,罗伯特·杰米森·范德格拉夫
Fay Bainter,菲·貝恩特
Alice Lake,艾丽斯·莱克
James George Needham,詹姆斯·喬治·尼丹
Meat Loaf,肉卷·(歌手)
Roberta Williams,罗伯塔·威廉斯
Meg Whitman,梅格·惠特曼
Gertrude Abercrombie,格特鲁德·阿伯克龙比
Susan Wojcicki,苏珊·沃西基
Sunita Williams,蘇妮塔·威廉斯
Yoko Ono,小野洋子
Gregor Wentzel,格雷戈尔·文策尔
Erika Böhm-Vitense,艾莉卡·貝姆-費坦瑟
Hellmut Wilhelm,衛德明
Andrei Konchalovsky,安德烈·康查洛夫斯基
Blanche Baker,布兰奇·贝克
Scatman John,快嘴約翰
Josiah Willard Gibbs,乔赛亚·威拉德·吉布斯
Valdas Adamkus,瓦尔达斯·阿达姆库斯
Leo Szilard,利奧·西拉德
Jack Steinberger,杰克·施泰因贝格尔
John Robert Schrieffer,约翰·施里弗
Selena,莎麗娜
Fred Zinnemann,弗雷德·金尼曼
JoAnne Stubbe,喬安妮·史特布比
Edgar F. Codd,埃德加·科德
Jenna Bush Hager,珍娜·布什
Michael Yani,麥可·亞尼
Michele Merkin,米歇爾·莫金
Charles Laughton,查尔斯·劳顿
Bryan Cranston,布莱恩·科兰斯顿
Larry Wall,拉里·沃尔
John Hay,海约翰
Josh Stewart,喬許·史都華
Wiz Khalifa,维兹·卡利法
Larry David,拉里·大衛
George Clooney,佐治·古尼
John Carmack,約翰·卡馬克
Ridley Scott,雷利·史考特
Oprah Winfrey,奧花·雲費
Jim Gray (computer scientist),詹姆斯·尼古拉·格雷
Brian Kernighan,布萊恩·克尼漢
Fred Brooks,佛瑞德·布魯克斯
Elinor Ostrom,埃莉诺·奥斯特罗姆
John Belushi,約翰·貝魯西
Lila Downs,利拉·唐斯
Haskell Curry,哈斯凯尔·柯里
Lorin Maazel,洛林·马泽尔
Missy Franklin,蜜茜·富兰克林
Freeman Dyson,弗里曼·戴森
Justin Cronin,加斯汀·柯羅寧
Albert Bandura,阿尔波特·班杜拉
Barbara Bush (born 1981),芭芭拉·布什·(1981年)
Tim Burton,蒂姆·伯顿
George Cukor,乔治·丘克
Leslie Lamport,莱斯利·兰波特
Douglas Engelbart,道格拉斯·恩格尔巴特
Bud Abbott,巴德·阿伯特
Andrew Garfield,安德魯·加菲爾德
Katharine Hepburn,凯瑟琳·赫本
Richard M. Karp,理查德·卡普
Paul Baran,保羅·巴蘭
Joe Saenz,約瑟·賽恩斯
Richard Hamming,理查德·衛斯里·漢明
Ed Asner,爱德华·阿斯纳
Blake Edwards,布萊克·愛德華
Jennifer Doudna,珍妮弗·道德纳
Bjarne Stroustrup,比雅尼·斯特劳斯特鲁普
Andrew S. Tanenbaum,安德鲁·斯图尔特·塔能鲍姆
Jon Postel,喬恩·波斯特爾
Manuel Blum,曼纽尔·布卢姆
Fernando J. Corbató,費南多·柯巴托
Mark Amodei,馬克·阿莫迪
Tara Conner,塔拉·康納
Norman Borlaug,诺曼·布劳格
Don Rosa,唐·羅薩
Dallas Roberts,達拉斯·羅伯茨
John Lewis Gaddis,約翰·劉易斯·蓋迪斯
Juris Hartmanis,尤里斯·哈特马尼斯
John B. Gordon,約翰·布朗·戈登
Gary Kildall,蓋瑞·基爾多
Steve Bullock (American politician),史提夫·布洛克
Maggie Hassan,瑪姬·哈桑
Max Ernst,马克斯·恩斯特
Jasper Johns,賈斯珀·瓊斯
Levon Aronian,列冯·阿罗尼扬
Daniel Libeskind,丹尼爾·里伯斯金
Robert Anderson (playwright),羅拔·活拉夫·安達臣
Marreese Speights,马利斯·斯贝茨
Jessica Pegula,杰茜卡·佩古拉
Arnold Schoenberg,阿诺德·勋伯格
Francis Ford Coppola,弗朗西斯·科波拉
Darleane C. Hoffman,达琳·C·霍夫曼
John Cocke (computer scientist),約翰·科克
Ray Tomlinson,雷·湯姆林森
John Lloyd Stephens,約翰·勞埃德·史蒂芬斯
Bill Ritter,比尔·里特
Irvin Kershner,爾文·克許納
Charles Wilkes,查尔斯·威尔克斯
Steven Palazzo,斯蒂文·帕拉佐
Paula Broadwell,寶拉·布羅維爾
Shabazz Napier,沙巴茲·奈皮爾
Christopher McKay,克里斯托弗·麦凯
Otto Stern,奥托·施特恩
James Franck,詹姆斯·弗兰克
Ray Ozzie,雷·奧茲
Robert Tarjan,羅伯特·塔揚
Butler Lampson,巴特勒·蘭普森
Robert W. Floyd,罗伯特·弗洛伊德
Christos Papadimitriou,赫里斯托斯·帕帕季米特里乌
John Henry Holland,约翰·亨利·霍兰
Brendan Eich,布蘭登·艾克
Robert Tappan Morris,罗伯特·泰潘·莫里斯
Hans Reiser,汉斯·瑞塞尔
Howard Zinn,霍华德·津恩
Terry Ryan (writer),泰瑞·萊恩·(作家)
Thornton Wilder,桑顿·怀尔德
Missy Elliott,蜜西·艾莉特
David Gelernter,大卫·格勒恩特尔
Kent Beck,肯特·貝克
Maynard Olson,梅纳德·V·奥尔森
Jef Raskin,傑夫·拉斯金
John McCarthy (computer scientist),约翰·麦卡锡
Michael Douglas,邁克爾·道格拉斯
Michael Cole (wrestling),麥可·柯爾
Joe Ossanna,喬伊·歐桑納
Don McLean,唐·麥克林
Jack Dongarra,杰克·唐加拉
Michael Giacchino,迈克·吉亚奇诺
Dorothy McGuire,多萝西·麦圭尔
Joe Heck,喬·赫克
Frank Guinta,弗蘭克·昆塔
Toni Braxton,唐妮·布蕾斯顿
Jean-Michel Basquiat,尚-米榭·巴斯奇亞
Craig Reynolds (computer graphics),克雷格·W·雷诺兹
Dean Devlin,狄恩·戴夫林
LeAnn Rimes,黎安·萊姆絲
Colonel Sanders,哈兰·桑德斯
Stanley B. Prusiner,史坦利·布魯希納
Maria Goeppert Mayer,玛丽亚·格佩特-梅耶
Otto Fritz Meyerhof,奧托·邁爾霍夫
Heinrich Schliemann,海因里希·谢里曼
Emil Artin,埃米爾·阿廷
Bruce Perens,布鲁斯·佩伦斯
Paul Hindemith,保羅·欣德米特
Martha Gellhorn,瑪莎·蓋爾霍恩
Edmond O'Brien,艾德蒙·奥布莱恩
Martin O'Malley,馬丁·奧馬利
Scott Brown (politician),斯科特·布朗
Charles Brenton Huggins,查爾斯·布蘭頓·哈金斯
Jim Beaver,占姆·比弗
Eric Kandel,埃里克·坎德尔
Mike Pence,迈克·彭斯
Letitia Christian Tyler,萊蒂茨亞·克里斯汀·泰勒
Lindsey Jacobellis,琳賽·雅各貝利斯
John Barrowman,约翰·巴洛曼
Orson Welles,奧森·威爾斯
Marcel Breuer,马塞尔·布劳耶
Alonzo Church,阿隆佐·邱奇
Wernher von Braun,韦恩赫尔·冯·布劳恩
John Jacob Astor,約翰·雅各布·阿斯特
Vint Cerf,文頓·瑟夫
Alan Kay,艾伦·凯
Chris Brown,克里斯·布朗
John Backus,約翰·巴科斯
Summer Sanders,萨默·桑德斯
Richard Holbrooke,理查德·霍布魯克
Doug Hurley,道格拉斯·赫爾利
John Singer Sargent,约翰·辛格·萨金特
Alicia Keys,艾莉西亚·凯斯
Charles Bolden,查尔斯·伯尔登
Terry Gilliam,特里·吉列姆
Woody Allen,伍迪·艾伦
Shawn Bradley,肖恩·布拉德利
Erwin Panofsky,歐文·潘諾夫斯基
Hugo Münsterberg,雨果·明斯特伯格
Fritz London,弗里茨·伦敦
Eric Schmidt,埃里克·施密特
Philip J. Fry,菲利普·J·弗莱
Paul Pierce,保罗·皮尔斯
Ha Jin,哈金
Eugene Wigner,尤金·维格纳
André Previn,安德烈·普列文
Hans Bethe,汉斯·贝特
Kevin Spacey,凱文·斯貝西
Paul Thomas Anderson,保羅·湯瑪斯·安德森
Chucky (Child's Play),恰吉·(角色)
Christian Heinrich Friedrich Peters,克里斯蒂安·亨利·弗里德里希·彼得斯
Gus Van Sant,葛斯·范桑
Claude Shannon,克劳德·香农
Larry Ellison,拉里·埃里森
Erik Erikson,爱利克·埃里克森
Michael Stonebraker,迈克尔·斯通布雷克
Ian Murdock,伊恩·默多克
Sergey Brin,谢尔盖·布林
Guido Calabresi,圭多·卡拉布雷西
Seymour Cray,西摩·克雷
Julio Iglesias,胡利奥·伊格莱西亚斯
Hilary Duff,希拉里·达夫
Rick Santorum,里克·桑托勒姆
Avery Brundage,艾弗里·布伦戴奇
Robert F. Kennedy,羅伯特·弗朗西斯·甘迺迪
Liam Neeson,連恩·尼遜
Max August Zorn,马克斯·奥古斯特·佐恩
Dwight Howard,迪韋特·侯活
Christopher Nolan,克里斯托弗·诺兰
Don Norman,唐·諾曼
Scott Forstall,斯科特·福斯特尔
Edmund M. Clarke,爱德蒙·克拉克
Umesh Vazirani,烏梅什·瓦茲拉尼
Dave Cutler,戴夫·卡特勒
Grady Booch,葛來迪·布區
Charles T. Kowal,查爾斯·科瓦爾
David A. Huffman,大衛·霍夫曼
J. C. R. Licklider,约瑟夫·利克莱德
Maurice Karnaugh,莫里斯·卡诺
Tim Smyczek,提姆·斯米澤克
Saul Alinsky,索尔·阿林斯基
Wolfgang Kapp,沃爾夫岡·卡普
Karl Bühler,卡尔·布勒
Kobe Bryant,科比·布莱恩特
Stacy Lewis,史黛西·路易斯
Robert Metcalfe,罗伯特·梅特卡夫
Lotfi A. Zadeh,盧特菲·澤德
Willem Jacob Luyten,威廉·雅各·魯坦
Courteney Cox,柯特妮·考克斯
Eleanor F. Helin,埃莉諾·赫琳
James K. Galbraith,詹姆斯·高伯瑞
Raj Reddy,拉吉·瑞迪
Renée Zellweger,蕾妮·齐薇格
Michael Kamen,邁克爾·凱曼
Claes Oldenburg,克拉斯·歐登伯格
Chris Buck,克里斯·巴克
Michelle Williams (actress),蜜雪兒·威廉絲
Yehudi Menuhin,耶胡迪·梅纽因
Todd Young,托德·揚
Lou Barletta,盧·巴列塔
Robert Benton,罗伯特·本顿
Christopher R. Browning,克里斯托弗·布朗宁
Michael Cimino,迈克尔·西米诺
Barbara W. Tuchman,芭芭拉·塔奇曼
E. Allen Emerson,艾伦·爱默生
Richard E. Stearns,理查德·斯特恩斯
Edward Feigenbaum,愛德華·費根鮑姆
Alexander Agassiz,亚历山大·阿加西兹
Judea Pearl,朱迪亚·珀尔
Felix Bloch,费利克斯·布洛赫
Louis Agassiz,路易·阿加西
Lynn Redgrave,琳恩·雷德格雷夫
Johnny Damon,強尼·戴蒙
Michael J. Smith,迈克尔·约翰·史密斯
Busta Rhymes,巴斯达韵
James Rumbaugh,詹姆士·蘭寶
Blake Ross,布雷克·羅斯
Jeffrey Ullman,杰弗瑞·乌尔曼
William Howard Stein,威廉·霍华德·斯坦
Levi Strauss,李维·斯特劳斯
Peter Graves,彼得·格雷夫斯
C. B. van Niel,C·B·凡尼尔
Florian Cajori,弗洛里安·卡喬里
George F. Kennan,乔治·凯南
Russell Alan Hulse,拉塞尔·赫尔斯
Roman Jakobson,罗曼·雅各布森
Michael Bay,麥可·貝
Robert Redford,勞勃·瑞福
Patrick Leahy,派屈克·萊希
Terry Winograd,特里·威诺格拉德
Gloria Grahame,格洛麗亞·格雷厄姆
Joseph Henry,約瑟·亨利
Rudy Rucker,鲁迪·拉克
Charles P. Thacker,查尔斯·萨克尔
Peter Chen,陈品山
Peter Norvig,彼德·諾米格
James Maslow,詹姆斯·大衛·馬斯洛
George Gamow,乔治·伽莫夫
Randy Savage,蘭迪·沙瓦吉
Thaddeus Young,赛迪斯·杨
Josephine Hull,約瑟芬·赫爾
Robert A. Heinlein,羅伯特·海萊因
Alma Mahler,阿尔玛·马勒
Edward Charles Pickering,爱德华·皮克林
Robert Solow,罗伯特·索洛
David Patterson (computer scientist),大衛·帕特森·(學者)
John L. Hennessy,約翰·軒尼詩
Daniel Lewin,丹尼爾·列文
Eric Bina,埃里克·比納
L. Peter Deutsch,彼得·多伊奇
Jaron Lanier,杰伦·拉尼尔
Daniel J. Bernstein,丹尼尔·J·伯恩斯坦
Fred Lynn,弗瑞德·林恩
Dave Parker,戴夫·帕克
Vanessa Hudgens,凡妮莎·哈金斯
Kary Mullis,凯利·穆利斯
Michael Spence,迈克尔·斯彭斯
Robert Aumann,罗伯特·约翰·奥曼
Merton Miller,默顿·米勒
Leonid Hurwicz,里奥尼德·赫维克兹
Pablo Schreiber,帕布羅·薛伯
Corey Stoll,寇瑞·斯托尔
Martin Dempsey,马丁·邓普西
Jessica Jaymes,杰西卡·詹姆斯
Kevin Schmidt,凱文·施密特
Jubilee (character),歡歡·(漫畫)
Miles Morales,蜘蛛人·(麥爾斯·莫拉雷斯)
Spirit (comics character),闪灵侠
An Wang,王安·(计算机科学家)
Terry Welch,特里·韦尔奇
Anton LaVey,安东·拉维
Billy Beane,比利·比恩
Domino (character),多米諾·(漫威漫畫)
Paolo Bacigalupi,保羅·巴奇加盧比
Lyonel Feininger,利奧尼·費寧格
Hannah Arendt,汉娜·阿伦特
Kim Hunter,金·杭特
Robert Wise,罗伯特·怀斯
Cleve Moler,克里夫·莫勒尔
Andrei Alexandrescu,安德烈·亞歷山德雷斯庫
Matt Mullenweg,马特·查尔斯·穆伦维格
Tony Fadell,托尼·法戴爾
Douglas McIlroy,道格拉斯·麥克羅伊
Ralph Merkle,拉尔夫·默克尔
Edward F. Moore,愛德華·F·摩爾
Ernest Bloch,欧内斯特·布洛赫
Hans Albert Einstein,汉斯·爱因斯坦
Corine Mauch,科琳·毛赫
Nicholas Metropolis,尼古拉斯·梅特罗波利斯
Theodore Ts'o,曹子德
Mark P. McCahill,馬克·麥卡希爾
Per Brinch Hansen,泊·派克·漢森
Charles H. Bennett (physicist),查尔斯·H·本内特
Elizabeth Blackburn,伊丽莎白·布莱克本
Rob Kardashian,小羅伯特·卡戴珊
Carol W. Greider,卡罗尔·格雷德
Milton L. Humason,米爾頓·赫馬森
Danny Hillis,丹尼尔·希利斯
Seth Lloyd,塞斯·劳埃德
Brewster Kahle,布魯斯特·卡利
Robert C. Prim,羅伯特·C·普里姆
Sinclair Lewis,辛克莱·刘易斯
Nam June Paik,白南准
Idina Menzel,伊迪娜·曼佐
Alexander Archipenko,亚历山大·阿契本科
Zubin Mehta,祖宾·梅塔
Kid Rock,摇滚小子
W. E. B. Du Bois,W·E·B·杜波依斯
Herbert Marcuse,赫伯特·马尔库塞
Martin Rodbell,馬丁·羅德貝爾
Jamie Zawinski,傑米·加文斯基
Peter J. Weinberger,彼得·溫伯格
Bruce Eckel,布鲁斯·埃克尔
Avi Wigderson,阿维·威格德森
Nat Friedman,奈特·弗里德曼
Heidi Klum,海迪·克林
Eric Allman,艾瑞克·奧爾曼
Randy Johnson,藍迪·強森
Duke Kahanamoku,杜克·卡哈纳莫库
Ernst Krenek,恩斯特·克热内克
George Gershwin,乔治·格什温
Elisabeth Kübler-Ross,伊麗莎白·庫伯勒-羅絲
Pat Nixon,帕特·尼克松
Mike Huckabee,麥克·赫卡比
Gene Cernan,尤金·塞尔南
Calista Flockhart,卡莉絲塔·佛克哈特
Stanford R. Ovshinsky,史丹佛·奧維辛斯基
Matt Hardy,麥特·哈迪
Marc Anthony,马克·安东尼·(歌手)
David Giuntoli,大衛·君圖力
Lionel Richie,莱昂纳尔·里奇
Carl-Gustaf Rossby,卡尔-古斯塔夫·罗斯贝
Lynn Harrell,林恩·哈瑞爾
Mack Harrell,麥克·哈瑞爾
Max Levchin,马克斯·列夫琴
James Thurber,詹姆斯·格罗弗·瑟伯
Deanna Nolan,迪安娜·诺兰
Uma Thurman,乌玛·瑟曼
Lucius Fox,盧修斯·福克斯
Steve McQueen,史提夫·麥昆
Louise Bourgeois,路易丝·布儒瓦
Jesse Jane,杰西·簡
Roland Emmerich,羅蘭·艾默瑞奇
Venki Ramakrishnan,文卡·拉马克里希南
Ariel Winter,艾莉尔·温特
Paul Tillich,保羅·田立克
Günter Blobel,古特·布洛伯爾
David S. Miller,大衛·米勒·(程式員)
Guy L. Steele Jr.,小蓋伊·史提爾
Robert Sedgewick (computer scientist),罗伯特·塞奇威克
Joshua Bloch,約書亞·布洛克
Jeff Hawkins,傑夫·霍金
Jim Blinn,吉姆·布林
Herb Sutter,赫布·萨特
Gustave Solomon,古斯塔夫·所羅門
Stuart Feldman,斯圖亞特·費爾德曼
Norman Abramson,諾曼·艾布拉姆森
Riley Steele,萊莉·斯蒂爾
Jon Kleinberg,乔恩·克莱因伯格
Gerald Jay Sussman,傑拉德·傑伊·薩斯曼
Danny Pino,達尼·皮諾
Charles H. Moore,查理斯·摩爾·(程式設計師)
Martin Gutzwiller,古茨威勒
Thomas DiLorenzo,湯瑪斯·迪洛倫佐
Catwoman,猫女
Russell Kirk,罗素·柯克
Loren L. Ryder,洛伦·莱德
Carlos Castaneda,卡洛斯·卡斯塔尼达
Meyer Guggenheim,迈尔·古根海姆
Big Van Vader,里昂·懷特
Joshua Malina,約書亞·馬利納
Sean Anders,西恩·安德斯
Danny DeVito,丹尼·德维托
Lov Grover,洛夫·格罗弗
Scott Meyers,斯科特·迈耶斯
Robert Fano,羅伯特·法諾
David Luenberger,大衛·倫伯傑
Salma Hayek,莎瑪·希恩
Ken Schwaber,肯·施瓦布
Leon O. Chua,蔡少棠
DeAndre Jordan,德安德烈·乔丹
Sam Lantinga,山姆·兰迪加
Aretha Franklin,艾瑞莎·弗蘭克林
Wesley Clark,韦斯利·克拉克
Greg Kroah-Hartman,葛雷格·克羅哈曼
Pei-Yuan Wei,魏培源
William James,威廉·詹姆士
Charles Proteus Steinmetz,查爾斯·普羅透斯·斯泰因梅茨
Edward Lasker,爱德华·拉斯克
Silvio Micali,希爾維奧·米卡利
Friedrich List,弗里德里希·李斯特
Pink (singer),粉红佳人
Mark Rothko,马克·罗斯科
Taylor Swift,泰勒·斯威夫特
Melvil Dewey,梅尔维尔·杜威
Richard Meier,理查·麥爾
Jet Li,李连杰
Tom Tancredo,湯姆·譚奎多
John Mott,約翰·穆德
Lee Tergesen,李·特格森
Walter Dornberger,瓦尔特·罗伯特·多恩伯格
Michelle Pfeiffer,蜜雪兒·菲佛
Ansel Adams,安塞尔·亚当斯
Jerry Springer,杰里·斯普林格
James Michael Harvey,雅各伯·弥额尔·哈维
Ann Druyan,安·德鲁彦
Sarah Jones (screen actress),莎拉·瓊斯
Martin Schwarzschild,馬丁·史瓦西
Brian Greene,布莱恩·葛林
Gerald Weinberg,傑拉爾德·溫伯格
Armond Hill,阿尔蒙德·希尔
Donald Shell,唐纳德·希尔
Leslie Valiant,莱斯利·瓦利安特
Eugene O'Neill,尤金·奥尼尔
Edwin Catmull,艾德文·卡特姆
Hilary Swank,希拉里·斯旺克
Henry Draper,亨利·德雷伯
John D. Rockefeller,约翰·D·洛克菲勒
Tim Pawlenty,蒂姆·普蘭提
Joe Lieberman,喬·李伯曼
Norman Finkelstein,諾曼·芬克爾斯坦
Stephenie Meyer,史蒂芬妮·梅爾
Claudio Arrau,克劳迪奥·阿劳
Jason Lewis (actor),傑生·路易斯
David J. Wineland,戴维·瓦恩兰
Richard Courant,理查德·柯朗
Walter Block,瓦特·布拉克
Don Alden Adams,堂·A·亚当斯
Kathleen Sebelius,凯瑟琳·西贝利厄斯
Brad Maddox,布萊德·邁達克斯
Errol Flynn,埃羅爾·弗林
Carl Laemmle,卡尔·拉姆勒
Karl August Wittfogel,魏復古
Ira Gershwin,艾拉·格什温
F. Scott Fitzgerald,弗朗西斯·斯科特·菲茨杰拉德
Bessie Smith,贝西·史密斯
Jack Kerouac,傑克·凱魯亞克
Miles Davis,邁爾士·戴維斯
Kurt Koffka,科特·考夫卡
Heinrich Göbel,亨利·戈培爾
Owen Wilson,歐文·威爾森
Edward Norton,爱德华·诺顿
Tom Lantos,湯姆·蘭托斯
Jonathan Spector,乔纳森·斯佩克特
Michele Bachmann,米歇爾·巴赫曼
Angela Davis,安吉拉·戴维斯
Dahntay Jones,邓台·琼斯
Burt Lancaster,伯特·蘭卡斯特
Mary Jane Watson,瑪莉·珍·華生
Vanessa Branch,范妮莎·布兰奇
Max Brooks,麦克斯·布鲁克斯
Joel Kinnaman,喬爾·金納曼
Erich Pommer,艾里奇·鮑默
Detlef Schrempf,德特勒夫·施伦普夫
Matthew C. Perry,马修·佩里
Paul Henreid,保罗·亨雷
Thomas Gold,湯馬士·戈爾德
James Augustine,詹姆斯·奥古斯丁
Christopher Paolini,克里斯托弗·鲍里尼
Eric Szmanda,艾瑞克·蘇曼達
Nicki Minaj,妮琪·米娜
Thomas Paine,托马斯·潘恩
Paul Allen,保罗·艾伦
Cassie Scerbo,卡茜·瑟波
Peter Griffin,彼得·格里芬
Brendan Sexton III,布倫丹·塞克斯頓三世
Alvin E. Roth,阿尔文·罗思
David Petraeus,大衛·霍威爾·彼得雷烏斯
Bettie Page,貝蒂·佩吉
Carl Gustav Hempel,卡尔·亨普尔
Joseph Pilates,約瑟夫·皮拉提斯
David McClelland,大卫·麦克利兰
Matthew Broderick,馬修·波特歷
Karen Wynn Fonstad,凱倫·韋恩·方斯坦
Cyd Charisse,賽德·查里斯
Paul Watzlawick,保罗·瓦兹拉威克
Gary Cooper,賈利·古柏
Chester Newton,切斯特·牛顿
Henry Clay Frick,亨利·克雷·弗里克
Robert Adler,罗伯特·阿德勒
Meredith Michaels-Beerbaum,梅雷迪丝·迈克尔斯-贝尔鲍姆
Clark L. Hull,克拉克·L·赫爾
Juan José Linz,胡安·林茲
Victor Fleming,维克托·弗莱明
Philip Agee,费利佩·阿吉
Maria von Trapp,玛利亚·冯·特拉普
Joseph Schildkraut,约瑟夫·斯柴德克劳特
Edna St. Vincent Millay,埃德娜·聖文森特·米萊
Holly Marie Combs,霍莉·玛丽·库姆斯
Walter Huston,沃尔特·休斯顿
Evan Longoria,埃文·朗歌利亞
Tony Curtis,托尼·柯蒂斯
J. Michael Straczynski,约瑟夫·迈克尔·斯特拉日恩斯基
Mario Van Peebles,馬力歐·范畢柏斯
Kristen Stewart,克莉絲汀·史都華
Solomon P. Sharp,所羅門·P·夏普
Jefferson Davis,傑佛遜·戴維斯
Bill Murray,比爾·莫瑞
Brie Larson,布丽·拉尔森
Paul Lazarsfeld,保罗·F·拉扎斯菲尔德
Ted Nelson,泰德·尼爾森
Rudolf Kompfner,魯道夫·康夫納
Earle Meadows,厄尔·梅多斯
Miguel de Icaza,米格爾·德伊卡薩
