九龍塘,가우룽통
中国南方喀斯特,중국 남방 카르스트
2008年夏季奧林匹克運動會射擊比賽—男子10米空氣步槍,2008년 하계 올림픽 사격 남자 10m 공기소총
沈阳奥林匹克体育中心,선양 올림픽 스포츠 센터 스타디움
2008年夏季奧林匹克運動會自行車比賽—男子麥迪遜賽,2008년 하계 올림픽 사이클 남자 매디슨
2008年夏季奧林匹克運動會射擊比賽—男子定向飛靶,2008년 하계 올림픽 사격 남자 스키트
2008年夏季奧林匹克運動會射擊比賽—男子50米步槍臥射,2008년 하계 올림픽 사격 남자 50m 소총복사
2008年夏季奧林匹克運動會跆拳道比賽—男子80公斤級以上,2008년 하계 올림픽 태권도 남자 %2B80kg급
2008年夏季奧林匹克運動會跆拳道比賽—男子80公斤級,2008년 하계 올림픽 태권도 남자 80kg급
2008年夏季奧林匹克運動會跆拳道比賽—男子68公斤級,2008년 하계 올림픽 태권도 남자 68kg급
临沂市,린이시
莱芜市,라이우시
一江山岛,이장산섬
和谐号CRH3型电力动车组,중국고속철도 CRH3
谷歌中国,구글 차이나
余姚市,위야오시
义乌市,이우시
行政建制镇,진 (행정 구역)
北京地铁15号线,베이징 지하철 15호선
兴和县,싱허현
景山公园,징산 공원
海南藏族自治州,하이난 티베트족 자치주
堆龙德庆区,두이룽더칭구
昌都市,창두시
青岛站,칭다오역
广州足球俱乐部,광저우 FC
中华人民共和国—俄罗斯联邦关系,중러 관계
中環中心,더 센터
富平县,푸핑현 (웨이난시)
饶阳县,라오양현
额尔齐斯河,이르티시강
甘孜藏族自治州,간쯔 티베트족 자치주
珲春市,훈춘시
上饶市,상라오시
晋江市,진장시
高港区,가오강구
佛曆,불멸기원
上海大師賽,상하이 마스터스 (테니스)
青白江区,칭바이장구
2008年夏季奧林匹克運動會男子100米背泳比賽,2008년 하계 올림픽 수영 남자 100m 배영
香港8號幹線,홍콩 8호 간선
曲水县,취수이현
亞洲公路網,아시안 하이웨이
岷山,민산산맥
崇信县,충신현
博罗县,보뤄현
岷江,민강 (쓰촨성)
仰韶文化,양사오 문화
1990年亚洲运动会,1990년 아시안 게임
中华人民共和国国民经济和社会发展五年规划,중국의 5개년 계획
巢湖市,차오후시
牙克石市,야커스시
王府井大街,왕푸징
大理市,다리시
锡林浩特市,시린하오터시
商朝,상나라
2011年甬台温铁路列车追尾事故,2011년 원저우 철도 추돌 탈선 사고
黄南藏族自治州,황난 티베트족 자치주
瑶族,야오족
北京丰台站,베이징 펑타이역
东营市,둥잉시
广州十三行,광동십삼행
莱阳市,라이양시
永和县,융허현
威海市,웨이하이시
济宁市,지닝시
2010年亞洲運動會羽毛球比賽,2010년 아시안 게임 배드민턴
日照市,르자오시
洛川县,뤄촨현
玉门市,위먼시
丁青县,딩칭현
中国国家图书馆,중국국가도서관
濟南奧林匹克體育中心體育場,지난 올림픽 스포츠 센터
富阳区,푸양구
石峰区,스펑구
香港歷史,홍콩의 역사
潼关县,퉁관현
TCL科技,TCL (기업)
沙田·(香港),사틴
中国西昌卫星发射中心,시창 위성발사센터
河南吉象队,허난 엘리펀츠
廣東獵豹隊,광둥 레오파스
普兰县,푸란현
海城市,하이청시
四川蛟龍隊,쓰촨 드래곤스
上海金鷹隊,상하이 레드이글스
江湾镇站,장완전역
隆子县,룽쯔현
中国国家足球队,중국 축구 국가대표팀
肃州区,쑤저우구
天宫一号,톈궁 1호
涞水县,라이수이현
临邑县,린이현 (더저우시)
聊城市,랴오청시
宣威市,쉬안웨이시
三河市,싼허시
滨州市,빈저우시
耀中國際學校,야오중 국제학교
龙里县,룽리현
民勤县,민친현
中国国际广播电台,중국국제방송
中国—蒙古国边界,중몽 국경
魏都区,웨이두구
崇明岛,충밍섬
兰西县,란시현
镶黄旗·(内蒙古),샹황 기
茂南区,마오난구
和平饭店·(上海),화평반점
德江县,더장현
2008年夏季奧林匹克運動會射擊比賽—女子10米空氣手槍,2008년 하계 올림픽 사격 여자 10m 공기권총
丰都县,펑두현
平罗县,핑뤄현
桦川县,화촨현
觀塘綫,군통선
大昭寺,조캉 사원
黑水县,헤이수이현
那曲市,나취시
甘南藏族自治州,간난 티베트족 자치주
铜雀台,동작대
吉利控股集团,지리 (기업)
和谐号CRH5型电力动车组,중국고속철도 CRH5
啄啄糖,덕덕통
1950年阿薩姆—西藏地震,1950년 아삼-티베트 지진
北斗卫星导航系统,베이더우
阿坝藏族羌族自治州,아바 티베트족 창족 자치주
沙洋县,사양현
塔克拉玛干沙漠,타클라마칸 사막
中秋节,중추절
广德火箭发射场,603 기지
2008年夏季奧林匹克運動會跆拳道比賽,2008년 하계 올림픽 태권도
北海公园,베이하이 공원
国家体育场·(北京),베이징 국가체육장
紫峰大厦,쯔펑 타워
沧县,창현
贵南县,구이난현
2010年玉樹地震,2010년 위수 지진
奉天会战,봉천 회전
丰县,펑현 (쉬저우시)
临泉县,린취안현
固阳县,구양현
洞口县,둥커우현
西貢半島,사이궁반도
上海证券交易所,상하이 증권거래소
喀什地区,카슈가르 지구
上海體育場,상하이 경기장
格尔木市,거얼무시
莎车县,야르칸드현
峨眉山,어메이산
高句丽王城、王陵及贵族墓葬,고대 고구려 왕국 수도와 묘지
林芝市,린즈시
中国基督教协会,중국기독교협회
山东半岛,산둥반도
华中地区,화중
滑县,화현
102国道,국도 제102호선 (중국)
花山区,화산구
咸丰县,셴펑현
上海南站,상하이 남역
中国移动,중국이동통신
顺平县,순핑현
梟龍戰機,FC-1
江苏路站,장쑤루역
康定市,캉딩시
2008年夏季奧林匹克運動會女子4×100米混合泳接力比賽,2008년 하계 올림픽 수영 여자 10km 마라톤
中環至半山自動扶手電梯系統,중환지반산자동부제
中国探月工程,창어 계획
子牙河,쯔야허
中国少数民族,중국의 소수민족
达孜区,다쯔구
旺角站,웡곡역
南通兴东国际机场,난퉁 싱동 공항
国家大剧院,국가대극원
景洪市,징훙시
中兴通讯,ZTE
宁国市,닝궈시
巴塘县,바탕현
来凤县,라이펑현
香港電車,홍콩 트램
确山县,췌산현
香港飛馬足球會,홍콩 페가수스 FC
莱茵集团,RWE
長洲·(香港),청차우섬
大宁县,다닝현
尼木县,니무현
2008年夏季奥林匹克运动会乒乓球比赛,2008년 하계 올림픽 탁구
东安区·(中国),둥안구
北京电影学院,베이징 영화 대학
韩江,한강 (광둥성)
加格拉河,가가라강
萨嘎县,싸가현
浪卡子县,랑카쯔현
泗水县,쓰수이현
岳普湖县,웨푸후현
愛思唯爾,엘스비어
1956年亞足聯亞洲盃,1956년 AFC 아시안컵
林周县,린저우현
成都双流国际机场,청두 솽류 국제공항
胶济客运专线,자오지 여객전용선
江汉区,장한구
腾讯,텐센트
中国教育电视台,중국 교육 텔레비전
克孜勒苏柯尔克孜自治州,키질수 키르기스 자치주
汶川县,원촨현
全国体育大会,중국 전국 체육 대회
南宫市,난궁시
万科,반케
1972年尼克松访华,닉슨 대통령의 중국 방문
儋州市,단저우시
蛟河市,자오허시
理塘县,리탕현
武昌区,우창구
中华人民共和国节日与公众假期,중화인민공화국의 공휴일
2010年冬季奥林匹克运动会中国代表团,2010년 동계 올림픽 중국 선수단
2012年夏季奥林匹克运动会中国代表团,2012년 하계 올림픽 중국 선수단
广晟国际大厦,더 피너클 (광저우시)
杂多县,짜둬현
博鳌镇,보아오 진
河南大学,허난 대학
雅戈泰,아가르타
甘井子区,간징쯔구
房山区,팡산구
大兴区,다싱구
海淀区,하이뎬구
平谷区,핑구구
隆阳区,룽양구
北京地铁1号线,베이징 지하철 1호선
地级市,지급시
朝阳区·(长春市),차오양구 (창춘시)
永兴岛,우디섬
崇文区,충원구
宣武区,쉬안우구 (베이징시)
西林县,시린현
坊子区,팡쯔구
2000年夏季奥林匹克运动会中国代表团,2000년 하계 올림픽 중국 선수단
藏王墓,총예 계곡
中华人民共和国历史,중화인민공화국의 역사
广州地铁5号线,광저우 지하철 5호선
中国国家男子篮球队,중국 농구 국가대표팀
尚志市,상즈시
广州地铁3号线,광저우 지하철 3호선
珠江新城旅客自动输送系统,주장신청 자동운송 체계
广州地铁8号线,광저우 지하철 8호선
苏州工业园区,중국-싱가포르 쑤저우 공업원구
2009年中国足球超级联赛,중국 슈퍼리그 2009
2008年中国足球超级联赛,중국 슈퍼리그 2008
广州地铁4号线,광저우 지하철 4호선
常熟市,창수시
彬州市,빈저우시 (셴양시)
宜兴市,이싱시
辛集市,신지시
卢湾区,루완구
临河区,린허구
九台区,주타이구
江阴市,장인시
太湖,타이후
2008年夏季奧林匹克運動會花樣游泳比賽,2008년 하계 올림픽 싱크로나이즈
石景山区,스징산구
丰台区,펑타이구
顺义区,순이구
昌平区,창핑구
阳城县,양청현
顺河回族区,순허 후이족구
黃巾之亂,황건적의 난
宾县,빈현
奧林匹克運動會中國香港代表團,올림픽 홍콩 선수단
东乡族,둥샹족
东城区,둥청구 (베이징시)
通州区,퉁저우구 (베이징시)
宾川县,빈촨현
滨湖区,빈후구
秦岭,친링산맥
滨城区,빈청구
滨江区,빈장구
宾阳县,빈양현
滨海县,빈하이현
固始县,구스현
花花足球會,더블 플라워 FA
布尔津县,부얼진현
福海县,푸하이현
麻城市,마청시
集安市,지안시 (퉁화시)
个旧市,거주시
迁安市,첸안시
鸡东县,지둥현
辽中区,랴오중구
2008年夏季奧林匹克運動會羽毛球男子雙打比賽,2008년 하계 올림픽 배드민턴 남자 복식
西安咸阳国际机场,시안 셴양 국제공항
北仑区,베이룬구
扎兰屯市,자란툰시
武汉绿地中心,우한 그린랜드 센터
衡阳市,헝양시
阿城区,아청구
满族,만주족
广东奥林匹克体育中心,광둥 올림픽 스타디움
朝阳区,차오양구 (베이징시)
鹤壁市,허비시
新乡市,신샹시
2008年夏季奧林匹克運動會網球比賽—男子單打,2008년 하계 올림픽 테니스 남자 단식
離島區,레이도구
平顶山市,핑딩산시
广州大学城体育中心,광저우 고등교육 메가센터 중앙경기장
河北足球俱乐部,허베이 FC
静安寺,징안쓰
越秀山体育场,웨슈산 스타디움
赞皇县,잔황현
2008年夏季奥林匹克运动会中国代表团,2008년 하계 올림픽 중국 선수단
札达县,자다현
四方区,쓰팡구
壤塘县,랑탕현
临淄齐国故城,임치 (지명)
比如县,비루현
中美海纜,CUCN
上海迪士尼樂園,상하이 디즈니랜드
枣强县,짜오창현
廈門航空,샤먼 항공
枣阳市,짜오양시
枣庄市,짜오좡시
布拖县,부퉈현
麥城之戰,형주 공방전
中国人民解放军海军,중국 인민해방군 해군
2008年夏季奥林匹克运动会田径男子100米比赛,2008년 하계 올림픽 육상 남자 100m
华北平原,화베이 평원
2010年冬季奥林匹克运动会中国香港代表团,2010년 동계 올림픽 홍콩 선수단
中央广播电视总台光华路办公区,CCTV 본사 빌딩
中國漫畫,중국 만화
合蚌客运专线,허벙 고속철도
嫩江,눈강
濮阳市,푸양시 (허난성)
焦作市,자오쭤시
上海“11·15”特别重大火灾,2010년 상하이 아파트 화재
澳門輕軌,마카오 경전철
伊宁市,이닝시
香港海事博物館,홍콩해사박물관
漯河市,뤄허시
许昌市,쉬창시
三门峡市,싼먼샤시
中华人民共和国教育,중화인민공화국의 교육
福绵区,푸몐구
武鸣区,우밍구
桦甸市,화뎬시
屯門體育會足球隊,툰먼 SA
沙田體育會足球隊,사틴 SA
界首市,제서우시
第3屆亞洲電影大獎,제3회 아시안 필름 어워즈
巴克特里亚语,박트리아어
榆树市,위수시 (창춘시)
福州地铁,푸저우 지하철
定安县,딩안현
2011年缅甸地震,2011년 미얀마 지진
南阳市,난양시
1996年夏季奥林匹克运动会中国代表团,1996년 하계 올림픽 중국 선수단
浦西,푸시 (상하이시)
深圳地铁,선전 지하철
罗布林卡,노블링카
商丘市,상추시
信阳市,신양시
中国美术史,중국의 미술
爱民区,아이민구
荣成市,룽청시
西双版纳傣族自治州,시솽반나 다이족 자치주
北區·(香港),박구 (홍콩)
吐鲁番市,투루판시
全能神教會,전능하신 하나님 교회
大安市,다안시
中共中央台湾工作办公室,국무원대만사무판공실
汶川大地震,2008년 쓰촨 대지진
岳阳市,웨양시
台安县,타이안현
尉氏县,웨이스현
西湖区·(杭州市),시후구 (항저우시)
維多利亞港,빅토리아항
西貢區,사이궁구
上海国际金融中心,상하이국제금융센터
Mi-8直升機,밀 Mi-8
常德市,창더시
澳門航空,에어 마카오
機場快綫·(港鐵),홍콩 공항철도
香港華民航空,에어홍콩
麦盖提县,마이가이티현
大箐山县,다칭산현
浦口区,푸커우구
益阳市,이양시
洪江市,훙장시
北京apm,Beijing apm
海珠区,하이주구
密云区,미윈구
上海国际货运航空,상하이 항공 카고
琼山区,충산구
临安区,린안구
屯昌县,툰창현
天长市,톈창시
德惠市,더후이시
义勇军进行曲,중화인민공화국의 국가
华为,화웨이
油尖旺區,야우짐웡구
衡阳县,헝양현
郴州市,천저우시
怀化市,화이화시
娄底市,뤄디시
中國國家女子排球隊,중국 여자 배구 국가대표팀
阿卡人,아카족
帕米爾高原,파미르고원
乳源瑶族自治县,루위안 야오족 자치현
阿合奇县,아허치현
2008年夏季奧林匹克運動會射擊比賽—女子定向飛靶,2008년 하계 올림픽 사격 여자 스키트
阿克塞哈萨克族自治县,아커싸이 카자흐족 자치현
会泽县,후이쩌현
湘西土家族苗族自治州,샹시 투자족 먀오족 자치주
双湖县,솽후현
江城哈尼族彝族自治县,장청 하니족 이족 자치현
恩和俄罗斯族民族乡,언허 어뤄쓰족 민족향
乌鲁木齐地窝堡国际机场,우루무치 디워푸 국제공항
天主教香港教區,천주교 홍콩 교구
海原县,하이위안현
银河国际货运航空,그랜드스타 카고
平安区,핑안구
英吉沙县,잉지사현
路環,콜로아느섬
九龍寨城,구룡채성
越秀区,웨슈구
栾城区,롼청구
罗定市,뤄딩시
同江市,퉁장시
