George Washington,乔治·华盛顿
Albert Pujols,亞伯特·普荷斯
Jack Benny,傑克·本尼
Walter Munk,沃爾特·芒克
James Gleick,詹姆斯·格雷克
Victor L. Berger,维克多·L·伯格尔
Bernard Rudofsky,B. 鲁道夫斯基
RZA,RZA
Ricky Paull Goldin,瑞奇·保羅·戈爾丁
Cenk Uygur,堅克·維吾爾
Ana Kasparian,安娜·卡斯帕里安
Joe Pesci,乔·佩西
Paul Kohner,保羅·科納
George Froeschel,乔治·福罗索
Caprice Bourret,凯普瑞丝·布瑞特
Christopher Cassidy,克里斯托弗·卡西迪
Elmer McCollum,埃爾默·維爾納·麥科勒姆
Dorothy Day,多萝西·戴
Emanuel List,埃马努埃尔·利斯特
Margaret Stonborough-Wittgenstein,玛格丽特·维特根斯坦
Rudolf Bing,鲁道夫·賓
Herman F. Mark,赫爾曼·弗朗西斯·馬克
Viktor Hamburger,維克多·漢堡
Frederic Morton,弗雷德里克·莫顿
August Zirner,奥古斯特·席纳
Reginald Le Borg,雷金納德·勒·博格
Arthur Ashe,阿瑟·阿什
Kurt Adler,库尔特·阿德勒
Matt Anger,马特·安格尔
Al Gore,阿尔·戈尔
Sherry Turkle,Sherry Turkle
Gene Havlick,傑納·哈夫利克
Madison Brengle,麥迪遜·布倫格爾
Louise Brough,露易絲·布拉夫
Anni Albers,安妮·亚伯斯
Steve Jobs,史提夫·喬布斯
Dilshad Vadsaria,蒂尔莎·瓦萨利亚
Parry O'Brien,帕里·奥布赖恩
Al Oerter,阿尔弗雷德·厄特
Jesse Owens,杰西·欧文斯
Ernst B. Haas,E. 哈斯
Gustav Bergmann,古須塔屋·北亞哥曼
Jon Moxley,喬恩·莫克斯雷
Lilia Skala,萊拉·斯卡拉
Yasmine Bleeth,亚斯明·布里兹
Sandy Baron,桑迪·巴隆
Lady Gaga,嘎嘎小姐
Tracy Austin,崔西·奧斯丁
Brian Baker,布萊恩·巴克
Tracy Caldwell Dyson,特蕾西·戴森
Alicia Ostriker,艾丽西亚·奥斯特莱克
Gene Hackman,金·哈克曼
Clark Gregg,克拉克·格雷格
Pauline Betz,保利娜·贝茨
James Blake,詹姆斯·布雷克
Paul Bunyan,保羅·班揚
Dylan McDermott,迪伦·麦克德莫特
Muggsy Bogues,马格西·博格斯
Shawn Kemp,肖恩·坎普
Eric Butorac,艾瑞克·布托拉克
Otto Preminger,奧托·普萊明格
J. K. Simmons,J·K·西蒙斯
Onondaga Nation,奧農達加人
Porter Robinson,波特·罗宾逊
Nadine Strossen,納迪娜·斯特羅森
Danny Ferry,丹尼·费里
Rudolf Ladenburg,魯道夫·拉登堡
Ernst G. Straus,恩斯特·史特勞斯
Jim DeMint,吉姆·德敏特
Josephine Cochrane,約瑟芬·科克倫
Bev Perdue,貝夫·珀杜
Basil Bennett,巴兹尔·本内特
Don Budge,唐·布吉
Mallory Burdette,瑪洛里·柏德特
Martin A. Nowak,马丁·洛瓦克
Michael Chang,張德培
Dorothy Cheney,桃樂絲·錢尼
Kat Graham,卡特琳娜·格兰厄姆
George Carlin,喬治·丹尼斯·帕特里克·卡林
Zeppo Marx,賽普·馬克思
Charles Dana Gibson,查爾斯·達納·吉布森
Audrey Niffenegger,奧黛麗·尼芬格
Martin Klebba,馬丁·科勒巴
Grant Shaud,格蘭·修特
Medea Benjamin,梅地亞·本傑明
John H. Herz,約翰·赫茲
Janice E. Voss,简妮丝·沃斯
Michael Morhaime,迈克尔·莫怀米
Jim Courier,吉姆·考瑞尔
Colin Powell,克林·鲍威尔
Jimmy Connors,吉米·康纳斯
Hans Heinrich von Twardowski,汉斯·海因里希·冯·塔多斯基
Julius Arthur Nieuwland,尤利乌斯·纽兰德
Duke Nalon,杜克·纳伦
Barbara O'Neil,芭芭拉·奥尼尔
Ken Liu,刘宇昆
Matthew Fontaine Maury,馬修·方丹·莫里
Jack Antonoff,傑克·安多夫
Ernst Kris,恩斯特?克里斯
Peter B. Neubauer,彼得·B·紐鮑爾
Dana Perino,達娜·瑪麗·佩里諾
John Osteen,約翰·歐斯汀
George Marshall,乔治·卡特莱特·马歇尔
Johnny Weissmuller,约翰尼·维斯穆勒
Dwight Filley Davis Sr.,德懷特·戴維斯
Lauren Davis,勞倫·戴維斯
Lindsey Graham,林賽·格雷姆
Maureen Connolly,莫琳·康諾利
John Kerry,约翰·克里
Elisabeth Schüssler Fiorenza,伊麗莎白·舒士拿·費奧倫查
Karl H. Pribram,卡尔·普利贝拉姆
Betsy Jones-Moreland,貝西·瓊斯-摩爾蘭
Lois Nettleton,洛伊丝·内特尔顿
Miguel d'Escoto Brockmann,米格爾·德斯科托·布羅克曼
Amy Klobuchar,艾米·克罗布彻
Shawn Ryan,肖恩·瑞恩
Robert Brout,罗伯特·布劳特
Jon Bon Jovi,瓊·邦·喬飛
Alessandra Ambrosio,亞歷桑德拉·安布羅休
Giorgos Papandreou,乔治·帕潘德里欧
Scott Glenn,史考特·葛倫
Alexander Calder,亚历山大·考尔德
Gerhard Ringel,杰拉德·林格尔
Herb Gardner,赫伯·加德纳
Johannes Urzidil,约翰内斯·乌兹迪尔
Else Frenkel-Brunswik,埃尔瑟弗伦克尔-布伦斯瑞克
Kurt Kasznar,庫特·卡茲納
Rudi Gernreich,設計師
Shirley Fry,雪莉·爾文
Maria Cantwell,瑪麗亞·坎特威爾
Claire McCaskill,克蕾兒·麥卡斯基
Bob Bryan,鲍勃·布赖恩
Mike Bryan,迈克·布赖恩
Janel Moloney,珍尼爾·摩洛妮
Phil Niekro,菲爾·尼克洛
Huntress,女獵手
N.O.R.E.,N.O.R.E.
Christopher Buchholz,克里斯托弗·布赫霍尔茨
Althea Gibson,愛爾西亞·吉布森
Mary Joe Fernández,瑪麗·喬·費爾南德斯
Rockwell Kent,罗克韦尔·肯特
Irina Falconi,伊琳·法爾科尼
Bob Falkenburg,鮑伯·佛肯伯格
Mary L. Cleave,玛丽·克利夫
Lisa Murkowski,麗莎·穆爾科斯基
Susan Collins,苏珊·科林斯
Leonhard Hess Stejneger,萊昂哈德·赫斯·史丹奈格
Kirsten Gillibrand,陸天娜
Laura Bush,劳拉·威尔士·布什
Martin Kosleck,马丁·科斯莱克
Nicholas Johannsen,尼古拉·瓊森
Otto Nathan,奥托·内森
Olympia Snowe,奧林匹亞·史諾
Samantha Crawford,薩曼莎·克勞福德
Kevin Curren,凱文·庫倫
Ernst Kitzinger,恩斯特·基辛格
Jan-Michael Gambill,简-迈克尔·甘比尔
Zina Garrison,莉娜·蓋瑞森
Katharine Burr Blodgett,凱瑟琳·布洛潔特
Martin Kierszenbaum,馬汀·奇阿斯邦
Michael S. Hart,迈克尔·S·哈特
Don L. Anderson,唐·L·安德森
Rod Blagojevich,罗德·布拉戈耶维奇
Jeremy Renner,杰瑞米·雷纳
Kirstie Alley,柯斯迪·艾黎
Josephine Baker,約瑟芬·貝克
Donald Trump,唐納·川普
Mary Landrieu,瑪麗·蘭德魯
Kelly Ayotte,凯利•阿约特
Roy Lichtenstein,罗伊·利希滕斯坦
Reuven Amitai,瑞文·阿米泰·普莱斯
Tom Abel,汤姆·艾贝尔
Mardy Fish,马尔迪·菲什
Taylor Lautner,泰勒·洛納
Ariana Grande,爱莉安娜·格兰德
Carl Jules Weyl,卡尔·韦尔
Gertrude Scharff Goldhaber,格特魯德·沙爾夫·高哈珀
Curt Courant,柯特·柯朗
John Doeg,約翰·多埃格
Taylor Dent,泰勒·丹特
Steve Denton,史提夫·丹頓
Danny Nucci,丹尼·努奇
Margaret Osborne duPont,瑪格麗特·奧斯本·杜邦
Victoria Duval,維多利亞·杜瓦爾
Victor Papanek,维克多·帕帕奈克
Fritz Klein,弗里茨·克萊因
Keri Hilson,凯莉·希尔森
Vitas Gerulaitis,維塔斯·格魯萊提斯
Nicole Gibbs,妮可·吉貝絲
Tom Savini,汤姆·萨维尼
James Fauntleroy II,詹姆斯·方特勒羅伊
Reggie Geary,雷杰·吉尔里
Tommy Haas,托米·哈斯
Jamie Hampton,潔美·漢普頓
Sophie Tucker,蘇菲·塔克
Dakota Fanning,達科塔·芬妮
Robert Capa,罗伯特·卡帕
Nicolas Berggruen,尼古拉斯·伯格鲁恩
Moritz Borman,莫里茲·博爾曼
Swedish Americans,瑞典裔美國人
Jacob L. Moreno,雅各布·莫雷諾
Pancho Gonzales,潘喬·岡薩雷斯
Carly Gullickson,卡莉·格利克森
David Geffen,大衛·葛芬
Doris Hart,多麗絲·哈特
Robby Ginepri,羅比·吉內普里
Alexa Glatch,亞莉克莎·葛萊琪
Darlene Hard,達琳·哈爾德
Ryan Harrison,瑞恩·哈里森
Leonard Bernstein,伦纳德·伯恩斯坦
Kris Carr,克里斯·卡爾
Eric Wolf,艾瑞克·沃爾夫
Scott O'Dell,司各特·奥台尔
Ernie Coombs,厄尼·庫姆斯
Liberty Hyde Bailey,利伯蒂·海德·贝利
Aida Turturro,艾达·特托罗
George Tabori,乔治·塔布里
Alexei L. Efros,阿列克谢·L·叶夫罗斯
Chord Overstreet,卓·奧華士列
Gottfried Haberler,戈特弗里德·哈伯勒
Rupert Murdoch,鲁珀特·默多克
Ron Canada,朗·簡拿達
"Kenny Roberts, Jr.",小羅伯茲
Theodor W. Adorno,狄奧多·阿多諾
Barnum Brown,巴納姆·布朗
Lex Luger,萊克斯·魯格
Max Frankel,麥斯·法蘭克爾
Abraham Maslow,亚伯拉罕·马斯洛
Jerome Bruner,杰罗姆·布鲁纳
Lori Graimez,蘿莉·格萊姆斯
Peter Francis James,彼得·弗朗西斯·詹姆斯
Stefan Sagmeister,施德明
Ernest Hemingway,欧内斯特·海明威
Henry Wadsworth Longfellow,亨利·沃茲沃思·朗費羅
Jerry Brown,杰瑞·布朗
C. Anthony Anderson,C·安东尼·安德森
Roy Raymond,羅伊·雷蒙德
Chris Pine,克里斯·潘恩
Josh Sussman,喬什·薩斯曼
Ted Ligety,泰德·利蓋蒂
Rob Brantly,羅布·布蘭特利
Frank Pastore,法蘭克·帕斯托里
Jack Finney,傑克·芬利
David Zinman,大卫·津曼
Liezel Huber,莉泽尔·许贝尔
John Isner,約翰·伊斯內爾
Wilhelm Sollmann,威廉·索尔曼
Ernst Weber,恩斯特·韦伯
Erica Hahn,埃丽卡·哈恩
Bill Goldberg,比爾·戈柏
Steve Johnson,斯蒂夫·約翰遜
Barbara Jordan,芭芭拉·喬丹
Josh Lucas,喬許·盧卡斯
Johan Kriek,約翰·科里克
Vania King,金久慈
Jack Kramer,傑克·克拉瑪
Ryan Higa,NigaHiga
Bobby Riggs,鮑比·瑞格斯
Chuck McKinley,查克·麥金萊
Othmar Ammann,奧斯馬·安曼
Gustav Lindenthal,古斯塔夫·林德撒尔
Bernd Heinrich,贝恩德·海因里希
Kurt H. Debus,库尔特·海因里希·德布斯
Carl Dreher,卡尔·德雷尔
Frederick Redlich,弗萊迪克·雷德里希
Richard Krautheimer,理查德·克劳特海默
Erika Morini,艾麗卡·莫莉妮
Walter White,沃特·懷特
Hans Suess,漢斯·蘇斯
Lawrence Lasker,劳伦斯·拉斯科
Ma Anand Sheela,玛·阿南德·席拉
Henri François Pittier,亨利·皮特尔
Art Larsen,阿爾特·拉森
Varvara Lepchenko,瓦拉瓦拉·勒普琴科
John Demjanjuk,約翰·德米揚魯克
Betty Hutton,贝蒂·赫顿
Fay Bainter,菲·貝恩特
The Boogeyman,马蒂·赖特
William Sadler,威廉·托马斯·桑德勒
Selena,莎麗娜
Todd Martin,托德·馬丁
J. P. Morgan,约翰·皮尔庞特·摩根
Jesse Levine,杰西·萊文
Alice Marble,愛麗絲·馬布爾
Irma von Cube,伊尔玛·冯·库贝
Budge Patty,巴奇·派帝
Audrey Munson,奧黛麗·蒙森
Louise Brooks,露易絲·布魯克絲
Rudolf Jaenisch,鲁道夫·耶尼施
Hannskarl Bandel,漢斯卡爾·班德爾
Bryan Cranston,布萊恩·科蘭斯頓
Spencer Tunick,斯潘塞·图尼克
George Clooney,佐治·古尼
Susan Sontag,苏珊·桑塔格
Robert Kendrick,罗伯特·肯德里克
Gene Mako,金恩·馬科
Larry David,拉里·大衛
Alex Borstein,艾利克斯·布斯汀
Amy Acker,艾美·艾克
Charles Seife,查尔斯·塞费
Brad Renfro,布萊德·藍佛
George H. W. Bush,乔治·赫伯特·沃克·布什
Jimmy Carter,吉米·卡特
Valdas Adamkus,瓦尔达斯·阿达姆库斯
James George Needham,詹姆斯·喬治·尼丹
Gui-Qiang Chen,陈贵强
Fritz Zwicky,弗里茨·茨维基
John Belushi,約翰·貝魯西
Billie Jean King,比利·简·金
Lou Costello,路·卡斯提洛
Bud Abbott,巴德·阿伯特
Hellmut Wilhelm,衛德明
Alexa PenaVega,阿丽夏·维加
Jay Rock,傑·羅克
Edgar Schein,雪恩
Jeff Daniels,傑夫·丹尼爾
Gardnar Mulloy,加德納·穆羅伊
Adolph Francis Alphonse Bandelier,阿道夫·F·班德利爾
Alexandra Nechita,亞莉山卓·妮齊塔
Martina Navratilova,玛蒂娜·纳芙拉蒂洛娃
George Irving,喬治·艾爾文
Alice Lake,艾丽斯·莱克
Lila Downs,利拉·唐斯
12th Planet,第十二星球
Ethel Grey Terry,埃塞爾·格列·泰瑞
James Gordon,詹姆斯·戈顿
David Coverdale,大卫·科弗代尔
William B. Campbell,威廉·B·坎贝尔
Helen Gahagan Douglas,海倫·道格拉斯
James Stavridis,詹姆斯·斯塔夫里迪斯
John Robert Schrieffer,约翰·施里弗
Helen Jacobs,海倫·雅各
Bill Johnston,比爾·約翰斯頓
Leó Szilárd,利奧·西拉德
Adolf Cluss,阿道夫·格拉斯
Tara Conner,泰娜·康納
Jack Steinberger,杰克·施泰因贝格尔
Kurt Jahnke,庫爾特·楊克
Andrew Garfield,安德魯·加菲爾德
Johnny Simmons,強尼·西蒙斯
DeJuan Blair,德胡安·布莱尔
Christoph Meili,克里斯托夫·梅里
Shenay Perry,謝尼·佩里
Alison Riske-Amritraj,艾莉森·瑞斯科
Charles Sands,查爾斯·桑德斯
Helmut Hofer,赫尔穆特·霍弗
Pancho Segura,潘喬·塞古拉
Vic Seixas,維克·塞哈斯
Andy Roddick,安迪·罗迪克
Bethanie Mattek-Sands,比丹妮·瑪迪克-辛特斯
Sam Querrey,薩姆·奎里
Erika Böhm-Vitense,艾莉卡·貝姆-費坦瑟
Blanche Baker,布兰奇·贝克
Scatman John,快嘴約翰
Otto Bettmann,奧托·貝特曼
Felix Bressart,費利克斯·貝雷斯特
Jenna Bush Hager,詹娜·布殊·海格
Ted Schroeder,泰德·史洛德
John Lewis Gaddis,約翰·劉易斯·蓋迪斯
James M. Kelly,詹姆斯·M·凯利
Jay Asher,傑伊·艾夏
Rod Hundley,热棍亨得利
Mark Amodei,馬克·阿莫迪
Gregor Wentzel,格雷戈尔·文策尔
Maggie Hassan,瑪姬·哈桑
Meat Loaf,肉卷
Jessica Pegula,杰茜卡·佩古拉
Anthony Swarzak,安東尼·史瓦札克
Ernst Hellinger,恩斯特·黑林格
Michaela Conlin,米谢拉·康林
George Aiken,乔治·艾肯
Pam Shriver,帕姆·施赖弗
Stan Smith,斯坦·史密斯
Yoko Ono,小野洋子
Alan Nunnelee,艾倫·能尼
Dick Savitt,迪克·薩維特
Steve Bullock,史提夫·布洛克
Chiara Scholl,基娅拉·朔尔
Justin Cronin,加斯汀·柯羅寧
Freeman Dyson,弗里曼·約翰·戴森
Sloane Stephens,斯洛恩·斯蒂芬斯
Dallas Roberts,達拉斯·羅伯斯
Amanda Somerville,阿曼达·萨默维尔
John Hay,海约翰
Josiah Willard Gibbs,约西亚·威拉德·吉布斯
Larry Wall,拉里·沃尔
Sarah Palfrey Cooke,莎拉·帕爾弗雷·庫克
Ellsworth Vines,艾斯沃爾斯·威斯
MaliVai Washington,马利维·华盛顿
Helen Wills,海倫·威爾斯·穆迪
Nancy Richey,南希·里奇
Grace Min,格雷斯·敏
Harvey Brooks,哈维·布鲁克斯
Warner Oland,華納・歐蘭德
Jared Burton,傑瑞德·柏頓
Marreese Speights,马利斯·斯贝茨
Albert Bandura,阿尔波特·班杜拉
Bjarne Stroustrup,比雅尼·斯特劳斯特鲁普
Barbara Bush,芭芭拉·皮爾斯·布什
Michaela McManus,米凯拉·麦克曼努斯
Michele Merkin,米歇爾·莫金
Jim Gray,詹姆斯·尼古拉·格雷
Fanny Brice,法尼·布里斯
John Carmack,約翰·卡馬克
Ben Turpin,本·特平
Mae Marsh,梅·馬素
Josh Gordon,喬許·戈登
Edgar F. Codd,埃德加·科德
Frank Abagnale,弗兰克·阿巴内尔
Flash Gordon,飛天大戰
Don Rosa,唐·罗萨
Shabazz Napier,沙巴茲·內皮爾
Wiz Khalifa,维兹·卡利法
Abigail Spears,阿比盖尔·斯皮尔斯
Vince Spadea,文斯·斯佩迪亞
Jack Sock,傑克·索克
Elinor Ostrom,埃莉诺·奥斯特罗姆
Steven Palazzo,斯蒂文·帕拉佐
Paul W. Richards,保罗·理查兹
Robert J. Van de Graaff,罗伯特·杰米森·范德格拉夫
Fred Niblo,佛瑞德·尼布洛
Gebisa Ejeta,加比萨·埃西塔
Michael Forbes,邁克爾·福布斯
Joe Heck,喬·赫克
Frank Guinta,弗蘭克·昆塔
Richard Hamming,理查德·衛斯里·漢明
Stephen Sondheim,史蒂芬·桑坦
Brian Teacher,白賴恩·戴卓爾
Bill Tilden,比尔·蒂尔登
Camilla and Rebecca Rosso,贝基·罗梭
Trace Cyrus,崔西·塞勒斯
John Ousterhout,约翰·奥斯特豪特
Donald Young,唐納德·揚
Fred Brooks,佛瑞德·布魯克斯
Melville Shavelson,梅維爾·夏華森
Richard Norris Williams,理查·諾里斯· 威廉斯
Sidney Wood,西德尼·伍德
Brian Kernighan,布萊恩·柯林漢
Paul Baran,保羅·巴蘭
Leslie Lamport,莱斯利·兰波特
Douglas Engelbart,道格拉斯·卡尔·恩格尔巴特
Michael Yani,麥可·亞尼
Mary McDonnell,玛丽·麦克唐纳
Tony Trabert,東尼·卓伯特
CoCo Vandeweghe,可可·范德維奇
Wallace Wattles,華萊士·D.·沃特爾斯
Alexey Pajitnov,阿列克谢·帕基特诺夫
Nicholas Negroponte,尼古拉斯·尼葛洛龐帝
Josh Stewart,喬許·史都華
S. E. Hinton,苏珊·埃洛伊丝·欣顿
Missy Franklin,蜜茜·富兰克林
Meghann Shaughnessy,梅根·蕭內西
Richard M. Karp,理查德·卡普
Noah Cyrus,諾亞·塞拉斯
Eden Sher,爱登·舍尔
Kurt Weill,寇特·威爾
Roscoe Tanner,-{zh-hans:罗斯科·坦纳; zh-tw:羅斯克·坦納;}-
Alexandra Mueller,亞歷珊德拉·穆勒
Mike Pence,迈克·彭斯
Paula Broadwell,寶拉·布羅維爾
May Sutton,梅·薩頓
Ryan Sweeting,萊恩·斯威廷
Haskell Curry,哈斯凱爾·加里
Jonathan M. Woodward,喬納森·M·伍德沃德
Michelle Johnson,米歇尔·约翰逊
Jon Postel,喬恩·波斯特爾
Lorin Maazel,洛林·马泽尔
Andrew S. Tanenbaum,安德魯·斯圖爾特·塔能鮑姆
Christos Papadimitriou,赫里斯托斯·帕帕季米特里乌
Robert W. Floyd,罗伯特·弗洛伊德
Dexter Gordon,德克斯特·戈登
John Barrowman,约翰·巴洛曼
Savannah Outen,薩凡娜·奧藤
Ray Ozzie,雷·奧茲
Robert Tarjan,羅伯特·塔揚
Lindsey Jacobellis,琳賽·雅各貝利斯
Anna Margaret,安娜·瑪格麗特·科林斯
Jacques Vallée,雅克·瓦莱
Butler Lampson,巴特勒·蘭普森
John Henry Holland,約翰·亨利·霍蘭德
John Cocke,約翰·科克
Shawn Fanning,尚恩·範寧
Emmerich Kálmán,卡爾曼
Juris Hartmanis,尤里斯·哈特马尼斯
Jay Rabinowitz,傑伊·拉比諾維茨
Robert Anderson,羅伯特·安德森
Manuel Blum,曼纽尔·布卢姆
Gary Kildall,蓋瑞·基爾多
Richard E. Nisbett,理查德·尼斯贝特
Edward Douglass White,老爱德华·道格拉斯·怀特
Raymond Tomlinson,雷·湯姆林森
Robert Tappan Morris,罗伯特·泰潘·莫里斯
Brendan Eich,布蘭登·艾克
Jasper Johns,賈斯培·瓊斯
Max Ernst,马克斯·恩斯特
Norman Borlaug,诺曼·布劳格
Meg Whitman,梅格·惠特曼
Arnold Schoenberg,阿诺德·勋伯格
Joe Saenz,約瑟·賽恩斯
Gus Van Sant,葛斯·范·桑
Theodore Olson,西奧多·奧爾森
Chucky,恰吉
Paul Thomas Anderson,保羅·湯瑪斯·安德森
David Segal,大衛·西格爾
Robert Altman,勞勃·阿特曼
Walter Savitch,大日本帝國陸軍第一坦克連
Charles Bolden,查尔斯·伯尔登
Terry Gilliam,特里·吉列姆
Dan Bricklin,丹‧布里克林
Fernando J. Corbató,費南多·柯巴托
Thomas E. Ackerman,托马斯·E·艾克曼
Ron Chernow,朗·車諾
Hans Reiser,汉斯·瑞塞尔
Bruce Perens,布魯斯·斐倫斯
Susan Wojcicki,苏珊·沃西基
David D. Clark,大衛·D·克拉克
Craig Reynolds,克雷格·W·雷诺兹
Jonathan Sachs,喬納森·薩奇
Gertrude Abercrombie,格特鲁德·阿伯克龙比
Levon Aronian,列冯·阿罗尼扬
Ed Asner,埃德·阿斯纳
Daniel Libeskind,丹尼爾·里伯斯金
Scott Brown,斯科特·布朗
Mortimer R. Proctor,莫蒂默·R·普洛克托
Robert F. Kennedy,羅伯特·弗朗西斯·甘迺迪
Dwight Howard,德怀特·霍华德
Letitia Christian Tyler,莉提西婭·克里斯蒂安·泰勒
Orson Welles,奧森·威爾斯
Sheila Widnall,希拉·威德納爾
Roberta Williams,羅伯塔·威廉姆斯
Sunita Williams,蘇尼塔·威廉斯
Jack Dongarra,杰克·唐加拉
John F. Sowa,約翰·弗洛里安·索瓦
Bob Scheifler,鮑伯·斯凱夫勒
John B. Gordon,約翰·布朗·戈登
JoAnne Stubbe,喬安妮·史特布比
Thornton Wilder,桑顿·怀尔德
David Clennon,大衛·克倫能
Stanley B. Prusiner,史坦利·布魯希納
Winona LaDuke,威諾娜·拉杜克
Kevin Spacey,凯文·斯貝西
Jim Beaver,占姆·比弗
Stephanie Wilson,斯蒂芬妮·威尔逊
Nicholas Fish,尼古拉斯·菲什
Bill Ritter,比尔·里特
Missy Elliott,米西·艾略特
Dan Kaminsky,丹·卡明斯基
Joe Ossanna,喬伊·歐桑納
Charles Brenton Huggins,查爾斯·布蘭頓·哈金斯
Jason Rohrer,傑森·羅雷爾
David Gelernter,大卫·格勒恩特尔
Cliff Gallup,克里夫·加魯普
David Doyle,大衛·杜爾尼
Andrei Konchalovsky,安德烈·康查洛夫斯基
Fred Zinnemann,弗雷德·金尼曼
Michael Giacchino,迈克·吉亚奇诺
Dorothy McGuire,朵洛西·馬克圭爾
William Dieterle,威廉·迪特勒
Woody Allen,伍迪·艾伦
Bruce Matthews,布魯斯·馬修斯
Todd Young,托德·杨
Faizon Love,費松·勒夫
Daniele Amfitheatrof,丹尼尔·艾姆菲斯特洛夫
Charles Laughton,查尔斯·劳顿
Tay Zonday,泰·桑迪
Dean Devlin,狄恩·德夫林
Jamie Lynn Spears,杰米·林恩·斯皮尔斯
Toni Braxton,唐妮·布蕾斯顿
M. Christina White,克里斯蒂娜·怀特
Kent Beck,肯特·貝克
Richard Crandall,理查德·克蘭多爾
Vijay Vazirani,維傑·瓦茲拉尼
Kobe Bryant,科比·布莱恩特
Julie Meadows,朱莉梅·多斯
Francis Ford Coppola,法蘭西斯·福特·柯波拉
Orlando Pace,奧蘭多・佩斯
Tim Burton,提摩西·華特·波頓
Mike Farrell,麥克·法洛
John Singer Sargent,约翰·辛格·沙金
Dolores Costello,多洛雷丝·科斯特洛
Stacy Lewis,史黛西·路易斯
Larry Allen,拉里·艾伦
Barbara Franklin,芭芭拉·富兰克林
Eric Kandel,埃里克·坎德尔
Christopher Nolan,克里斯托弗·诺兰
Jennifer Doudna,詹妮弗·杜德纳
Coleman Collins,科尔曼·科林斯
Eric Stuart,埃里克·斯图尔特
Ryan C. Gordon,瑞安·戈登
Sanjeev Arora,桑吉夫·阿羅拉
Jean-Michel Basquiat,尚-米榭·巴斯奇亞
Oprah Winfrey,奧花·雲費
Katharine Hepburn,凯瑟琳·赫本
Terry Ryan,泰瑞·萊恩 (作家)
Mekhi Phifer,米基·菲佛
Nick Pippenger,尼克·皮彭傑
David C. Evans,大衛·C·埃文斯
John McCarthy,约翰·麦卡锡
