GND-Kennung,GND ID
Steinfeld,슈타인펠트
Mies,므제강
Grenzmark Posen-Westpreußen,포젠-서프로이센
Europastraße E44,유럽 고속도로 44호선
Flugplatz Gatow,가토 비행장
Kernkraftwerk Greifswald,그라이프스발트 원자력 발전소
Emporis,엠포리스
S-Bahn Hamburg,함부르크 S반
SPV,SPV
Internationale Filmfestspiele Berlin 2012,제62회 베를린 국제 영화제
Justizvollzugsanstalt Plötzensee,플뢰첸제 교도소
Hamburgische Staatsoper,함부르크 국립 오페라 극장
Bundesliga 1986/87,푸스발-분데스리가 1986-87
Berlin Nordbahnhof,베를린 북역
Flughafen Münster/Osnabrück,뮌스터 오스나브뤼크 국제공항
InnoGames,이노게임스
Ausbildungsbereich Panzertruppen,기갑군훈련소
Meyer Werft,마이어 베르프트
Bundesliga 1966/67,푸스발-분데스리가 1966-67
Bundesliga 1984/85,푸스발-분데스리가 1984-85
Bundesliga 1970/71,푸스발-분데스리가 1970-71
Bundesliga 1972/73,푸스발-분데스리가 1972-73
Fresenius,프레제니우스
Großer Tiergarten,티어가르텐
Olympische Winterspiele 1994/Teilnehmer,1994년 동계 올림픽 독일 선수단
Bundesstraße 246a,연방도 제246a호선
U-Bahnhof Südstern,쥐트슈테른역
Britische Streitkräfte in Deutschland,주 독일 영국군
Trio,트리오
Krombacher Brauerei,크롬바커 바이젠
Berliner Stadtbahn,베를린 도심선
Lüchow,뤼호
Europastraße E26,유럽 고속도로 26호선
Studio Babelsberg,스튜디오 바벨스베르크
S-Bahn Rhein-Main,라인-마인 S반
Carl Walther GmbH,발터
Weimarer Klassik,바이마르 고전주의
Exzellenzinitiative,우수대학육성정책
U-Bahnhof Alt-Tegel,알트테겔역
Mathematisches Forschungsinstitut Oberwolfach,오버볼파흐 수학 연구소
Bundesstraße 437,연방도 제437호선
Fürstbischöfliches Schloss Münster,뮌스터 주교후궁
Bundesstraße 243,연방도 제243호선
EICAR,EICAR
U-Bahnhof Ruhleben,룰레벤역
Schlacht bei Hohenlinden,호엔린덴 전투
U-Bahnhof Kaiserdamm,카이저담역
U-Bahnhof Neu-Westend,노이베스트엔트역
U-Bahnhof Olympia-Stadion,올림피아슈타디온역
U-Bahnhof Hausvogteiplatz,하우스포그타이플라츠역
Glienicker Brücke,글리니케 다리
Radio Bremen,라디오 브레멘
U-Bahnhof Bundestag,분데스타크역
Nero AG,네로 AG
Feldhockey-Weltmeisterschaft der Herren 2006,2006년 하키 월드컵
Bundesliga 1982/83,푸스발-분데스리가 1982-83
U-21-Fußball-Europameisterschaft 2004,2004년 UEFA U-21 축구 선수권 대회
Friedrichsruh,프리드리히스루
Deutsche Partei,독일당
Elternvertretung,학부모 교사 연합회
Berlin-Wedding,베딩
BPitch Control,BPitch Control
Bundestagswahl 1949,1949년 독일 총선거
Miele,밀레
Berlin Anhalter Bahnhof,베를린 안할트역
Goethe-Medaille,괴테 메달
Liste der Fußballspieler des FC Bayern München,FC 바이에른 뮌헨의 선수 목록
Hauptschule,하우프트슐레
Deutsches Archäologisches Institut,독일 고고학 연구소
European Molecular Biology Laboratory,유럽분자생물학연구소
Neue Bundesländer,신연방주
Flughafen Dresden,드레스덴 공항
BMW S 1000 RR,BMW S1000RR
Bundesliga 1998/99,푸스발-분데스리가 1998-99
Lausitzer Gebirge,루사티아산맥
Deutschlandfunk,도이칠란트푼크
Bundesliga 1996/97,푸스발-분데스리가 1996-97
Bundesliga 1994/95,푸스발-분데스리가 1994-95
Bomag,BOMAG
Hannover Rück SE,하노버 리
Internationale Vereinigung der ökologischen Landbaubewegungen,세계유기농업운동연맹
Rowenta,로벤타
Kölner Mani-Kodex,쾰른 마니 코덱스
BVG-Baureihe HK,BVG HK
Recht Deutschlands,독일의 법
Bahnhof Rendsburg,렌츠부르크역
Babelsberg,바벨스베르크
Bahnhof Potsdam-Babelsberg,포츠담 바벨스베르크역
Treuhandanstalt,독일 신탁청
Bahnhof Schönfließ,쇤플리스역
IFA (Messe),베를린 국제가전박람회
Bahnhof Röntgental,뢴트겐탈역
Bahnstrecke Almelo–Salzbergen,알멜로-잘츠베르겐선
Bahnhof Zepernick (b Bernau),체퍼니크역
Bachhaus Eisenach,바흐하우스
Balda,발다
Bayerisches Polizeimuseum,바이에른 경찰 박물관
Alstom Traxx Universal,봄바디어 TRAXX
Piranha Bytes,피라냐 바이츠
Barmherzige Brüder vom hl. Johannes von Gott,천주의 성 요한 수도회
S-Bahnhof Halensee,베를린 할렌제역
Bahnhof Berlin-Blankenburg,베를린 블랑켄부르크역
Bahnhof Berlin-Albrechtshof,베를린 알브레히트스호프역
Bahnhof Berlin-Friedenau,베를린 프리데나우역
Bahnhof Berlin-Frohnau,베를린 프로나우역
Bahnhof Berlin-Heiligensee,베를린 하일리겐제역
GfK Entertainment,GfK 엔터테인먼트
Bahnhof Berlin Landsberger Allee,베를린 란츠베르거 알레역
Bahnhof Berlin Attilastraße,베를린 아틸라슈트라세역
Bahnhof Berlin Botanischer Garten,베를린 보타니셔 가르텐역
Bahnhof Berlin Buckower Chaussee,베를린 부코어 쇼세역
Bahnhof Berlin Eichborndamm,베를린 아이히보른담역
Bahnhof Berlin Feuerbachstraße,베를린 포이어바흐슈트라세역
S-Bahnhof Heerstraße,베를린 헤어슈트라세역
Bahnhof Berlin Hohenzollerndamm,베를린 호엔촐레른담역
S-Bahnhof Messe Süd,베를린 메세 쥐트역
S-Bahnhof Köllnische Heide,베를린 쾰니셰 하이데역
S-Bahnhof Olympiastadion,베를린 올림피아슈타디온역
Bahnhof Berlin-Schulzendorf,베를린 슐첸도르프역
S-Bahnhof Pichelsberg,베를린 피헬스베르크역
Bahnhof Berlin-Schönholz,베를린 쇤홀츠역
S-Bahnhof Stresow,베를린 슈트레소역
Bahnhof Berlin-Waidmannslust,베를린 바이트만슬루스트역
Bahnhof Berlin-Tegel,베를린 테겔역
Bahnhof Berlin-Wilhelmsruh,베를린 빌헬름스루역
Bahnhof Berlin Alt-Reinickendorf,베를린 알트라이니켄도르프역
Bahnhof Berlin-Karow,베를린 카로역
Bahnhof Berlin-Lankwitz,베를린 랑크비츠역
Bahnhof Berlin-Lichterfelde Süd,베를린 리히터펠데 쥐트역
Bahnhof Berlin-Lichterfelde West,베를린 리히터펠데 베스트역
Bahnhof Berlin-Marienfelde,베를린 마리엔펠데역
Internationale Mathematische Union,국제 수학자 연맹
Bahnhof Blankenfelde (Kreis Teltow-Fläming),블랑켄펠데역
Berufliches Gymnasium,마이스터 고등학교
Bahnhof Berlin Priesterweg,베를린 프리스터베크역
Bahnhof Berlin-Schlachtensee,베를린 슐라흐텐제역
Bahnhof Berlin Südende,베를린 쥐트엔데역
Bahnhof Berlin Storkower Straße,베를린 슈토르코어 슈트라세역
Bahnhof Berlin Sundgauer Straße,베를린 준트가우어 슈트라세역
Haltepunkt Berlin Wollankstraße,베를린 볼랑크슈트라세역
Bahnhof Flughafen BER,BER 공항역
Landtagswahl in Niedersachsen 1998,1998년 니더작센 주의회 선거
Bahnhof Hattersheim (Main),하테르스하임암마인역
Bahnhof Hennigsdorf (b Berlin),헤니히스도르프역
Münchner Opernfestspiele,뮌헨 오페라 페스티벌
Max-Planck-Institut für extraterrestrische Physik,막스 플랑크 외계 물리학 연구소
Modern Creation München,엠씨엠
Freistaat Lippe,리페 자유주
Universität Konstanz,콘스탄츠 대학교
Chinesen in Deutschland,중국계 독일인
Bayerische Akademie der Schönen Künste,바이에른 미술 아카데미
Landtagswahl in Schleswig-Holstein 2005,2005년 슐레스비히홀슈타인 주의회 선거
Universität Ulm,울름 대학교
Deutsch-türkische Beziehungen,독일-터키 관계
Mannheim Business School,만하임 비즈니스 스쿨
Fußball-Ligasystem in Deutschland,독일 축구 리그 시스템
Deutsche Weinstraße,독일 포도주의 길
Borussia Dortmund II,보루시아 도르트문트 II
Friedrich-Ebert-Stiftung,프리드리히 에버트 재단
Bayerische Staatsbrauerei Weihenstephan,바이엔슈테판 양조장
Orkan Quimburga,큄버가
Hochbahngesellschaft,호흐반게젤샤프트
Welterbe in Deutschland,독일의 세계유산
Trolli,트롤리
Bitterfeld,비터펠드
Zeppelin LZ-4,LZ 4
VfB Oldenburg,VfB 올덴부르크
Modern Dance,현대 무용
Fußball-Weltmeisterschaft 2006/Gruppe B,2006년 FIFA 월드컵 B조
Altana,알타나
Limburg,림뷔르흐
Bisten,비스텐
Alpidischer Gebirgsgürtel,알프스-히말라야 조산대
U-Bahnhof Deutsche Oper,도이체 오퍼역
Hapag-Lloyd,하파크로이트
Europastraße E34,유럽 고속도로 34호선
Wiederstedt,비더슈테트
Bundesliga 1974/75,푸스발-분데스리가 1974-75
Bundesliga 1967/68,푸스발-분데스리가 1967-68
U-20-Fußball-Weltmeisterschaft der Frauen 2010,2010년 FIFA U-20 여자 월드컵
Berliner Hochschule für Technik,베를린 보이트 기술대학교
Tetra GmbH,테트라
Langenfeld,랑엔펠트
Schlösser und Parks von Potsdam und Berlin,포츠담과 베를린의 궁전과 공원
Eichenwaldgraben,아이헨발트그라벤
Tourismus in Deutschland,독일의 관광
KSV Hessen Kassel,KSV 헤센 카셀
Wormatia Worms,보르마티아 보름스
Borussia Neunkirchen,보루시아 노인키르헨
Lindau-Insel,린다우-인젤역
U-Bahnhof Boddinstraße,보딘슈트라세역
Max-Planck-Institut für Marine Mikrobiologie,막스 플랑크 해양 미생물학 연구소
Europastraße E251,유럽 고속도로 251호선
III. Korps,제3군단
Castle Gate,캐슬게이트 고정 전쟁 본부
Dokumentationszentrum Reichsparteitagsgelände,나치 전당 대회장
Bundesstraße 408,연방도 제408호선
Weinbau in Deutschland,독일의 와인
DB-Baureihe 420,DB 420
Spanische Botschaft in Berlin,주 독일 스페인 대사관
Luftbewegliche Brigade 1,제1공중기동여단
Rotring,로트링
Bund der Vertriebenen,실향민동맹
Führungsstab des Heeres,육군지도참모부
Deck13,덱13
Bundesstraße 421,연방도 제421호선
Europastraße E48,유럽 고속도로 48호선
Bundesstraße 257,연방도 제257호선
U-Bahnhof Kottbusser Tor,코트부서 토어역
Bundesstraße 230,연방도 제230호선
Juristenprozess,법관 재판
Volkswagenwerk Wolfsburg,볼프스부르크 폭스바겐 공장
Bundesstraße 430,연방도 제430호선
Bundesstraße 231,연방도 제231호선
Dennewitz,데네비츠
Bundesstraße 431,연방도 제431호선
Bökelbergstadion,뵈켈베르크 슈타디온
Humboldt-Forschungspreis,훔볼트상
Bildindex der Kunst und Architektur,Bildindex der Kunst und Architektur
Deutsche Geophysikalische Gesellschaft,독일 지구물리학회
Flughafen Rostock-Laage,로스토크-라게 공항
Wolf,볼프강
Bundesstraße 221,연방도 제221호선
Verbandsliga,페어반츠리가
Bundesstraße 218,연방도 제218호선
Hinterkaifeck,힌터카이펙
Jägerregiment 1,제1엽병연대
Bundesstraße 220,연방도 제220호선
Bundesstraße 403,연방도 제403호선
Willy-Brandt-Haus,빌리 브란트 하우스
Bundesstraße 432,연방도 제432호선
Bundesstraße 232,연방도 제232호선
Bundesstraße 407,연방도 제407호선
Reichsmarineamt,독일 국가해군청
Bundesstraße 446,연방도 제446호선
Waldfriedhof Dahlem,포레스트 묘지 다림레
Grünes Band Deutschland,그뤼네스반트
Nomos Glashütte,노모스 글라슈테
Bundesstraße 404,연방도 제404호선
Staatliche Hochschule für Bildende Künste – Städelschule,슈테델슐레
Deutsche Bibelgesellschaft,독일성서공회
Botschaft der Vereinigten Staaten in Berlin,주 독일 미국 대사관
Bundesstraße 402,연방도 제402호선
Bundesstraße 306,연방도 제306호선
Philosophenweg,철학자의 길
Bund Neues Vaterland,신조국동맹
Bundesstraße 496,연방도 제496호선
GmbH & Co. KG,유한합자회사
Bundesstraße 471,연방도 제471호선
Neue Juristische Wochenschrift,신법학주보
Käthe Wohlfahrt,캐테 볼파르트
KiK,KiK
Heeresversuchsanstalt Peenemünde,페네뮌데 육군 연구 센터
Deutsch-thailändische Beziehungen,독일-태국 관계
Bundesstraße 219,연방도 제219호선
Setra,세트라
Museum für Ostasiatische Kunst,쾰른 동아시아 박물관
Gelbe Seiten,옐로 페이지
Inspekteur des Heeres,육군총감
Franckh-Kosmos,코스모스
Kröpcke,크뢰프케
Bundesstraße 321,연방도 제321호선
Division Luftbewegliche Operationen,공중기동작전사단
Bundesstraße 289,연방도 제289호선
Bosniaken,보슈냐크인
Heeresführungskommando,육군지도사령부
Heeresamt,육군청
Bundesstraße 459,연방도 제459호선
Bundesstraße 498,연방도 제498호선
Bundesstraße 440,연방도 제440호선
Bundesstraße 448,연방도 제448호선
Botschaft der Republik Korea in Berlin,주독일 대한민국 대사관
AgfaPhoto Holding GmbH,아그파포토
Bundesstraße 317,연방도 제317호선
Fußball-Europameisterschaft der Frauen 1995,UEFA 여자 유로 1995
Karlsruher Kongress,칼스루에 회의
Sedo GmbH,Sedo
Bundesstraße 226,연방도 제226호선
Deutsche Mystik,독일 신비주의
Breisgau-S-Bahn,브라이스가우 S반
Bundesstraße 248,연방도 제248호선
Bundesstraße 245,연방도 제245호선
Bundesstraße 242,연방도 제242호선
Beziehungen zwischen Deutschland und den Vereinigten Staaten,독일-미국 관계
Schloss Neuenburg,Neuenburg 성
Bundesstraße 481,연방도 제481호선
Bundesstraße 477,연방도 제477호선
Bundesstraße 528,연방도 제528호선
Bundesstraße 474,연방도 제474호선
FC Bayern München II,FC 바이에른 뮌헨 II
Luftlandebrigade 26 „Saarland“,제26공수여단
Bundesstraße 300,연방도 제300호선
Luftlandebrigade 31,제31공수여단
Bundesstraße 516,연방도 제516호선
Bundesstraße 522,연방도 제522호선
Bundesstraße 501,연방도 제501호선
Bundesstraße 525,연방도 제525호선
Thüringer Landtag,튀링겐 주의회
Bundesstraße 500,연방도 제500호선
Hochschule für Schauspielkunst „Ernst Busch“ Berlin,에른스트 부슈 연극예술학교
German Wings,저먼윙스 항공
Bundesstraße 511,연방도 제511호선
Bundesstraße 229,연방도 제229호선
Bundesstraße 514,연방도 제514호선
Bundesstraße 416,연방도 제416호선
Kommando Luftwaffe,공군사령부
Wahl des deutschen Bundespräsidenten 1959,1959년 독일 대통령 선거
Wahl des deutschen Bundespräsidenten 1954,1954년 독일 대통령 선거
Bundesstraße 480,연방도 제480호선
Museum für Kunst und Gewerbe Hamburg,함부르크 예술 공예 박물관
Bundesstraße 517,연방도 제517호선
Bundesstraße 465,연방도 제465호선
Christlicher Gewerkschaftsbund Deutschlands,독일 기독교노동조합
Franziskaner,작은형제회
Bundesstraße 515,연방도 제515호선
Bundesstraße 223,연방도 제223호선
Bundesstraße 217,연방도 제217호선
Bundesstraße 216,연방도 제216호선
Bundesstraße 222,연방도 제222호선
Bundesstraße 225,연방도 제225호선
Bundessicherheitsrat,연방안전보장평의회
Bundesstraße 160,연방도 제160호선
Bundesstraße 117,연방도 제117호선
Bundesstraße 11a,연방도 제11a호선
Bundesstraße 131n,연방도 제131n호선
Bundesstraße 14n,연방도 제14n호선
Bundesstraße 187a,연방도 제187a호선
Bundesstraße 190n,연방도 제190n호선
Bundesstraße 212,연방도 제212호선
Bundesstraße 215,연방도 제215호선
Küstenwache des Bundes,연방해안경비대
Bundesinstitut für Berufsbildung,직업 교육 연방 연구소
Brot und Rosen,빵과 장미
Bundesstraße 253,연방도 제253호선
Bundesstraße 256,연방도 제256호선
Bundesstraße 260,연방도 제260호선
Bundesstraße 258,연방도 제258호선
Bundesstraße 456,연방도 제456호선
Bundesstraße 237,연방도 제237호선
Bundesstraße 264,연방도 제264호선
Bundesstraße 227,연방도 제227호선
Bundesstraße 228,연방도 제228호선
Bundesstraße 234,연방도 제234호선
Bundesstraße 235,연방도 제235호선
Bundesstraße 259,연방도 제259호선
Bundesstraße 262,연방도 제262호선
Bundesstraße 261,연방도 제261호선
Bundesstraße 267,연방도 제267호선
Bundesstraße 255,연방도 제255호선
Bundesstraße 16n,연방도 제16n호선
Bundesstraße 172a,연방도 제172a호선
Bundesstraße 172n,연방도 제172n호선
Bundesstraße 183a,연방도 제183a호선
Bundesstraße 247,연방도 제247호선
Bundesstraße 249,연방도 제249호선
Bundesstraße 250,연방도 제250호선
Bundesstraße 251,연방도 제251호선
Bundesstraße 277,연방도 제277호선
Bundesstraße 271,연방도 제271호선
Bundesstraße 272,연방도 제272호선
Bundesstraße 274,연방도 제274호선
Bundesstraße 275,연방도 제275호선
Bundesstraße 252,연방도 제252호선
Bundesstraße 238,연방도 제238호선
Bundesstraße 239,연방도 제239호선
Bundesstraße 243a,연방도 제243a호선
Bundesstraße 245a,연방도 제245a호선
Bundesstraße 236,연방도 제236호선
Bundesstraße 270,연방도 제270호선
Bundesstraße 26n,연방도 제26n호선
Bundesstraße 26a,연방도 제26a호선
Bundesstraße 273,연방도 제273호선
Eiserne Front,무쇠전선
Bundesstraße 298,연방도 제298호선
Bundesstraße 521,연방도 제521호선
Bundesstraße 296,연방도 제296호선
Bundesstraße 292,연방도 제292호선
Bundesstraße 297,연방도 제297호선
Bundesstraße 294,연방도 제294호선
Bundesstraße 266,연방도 제266호선
Bundesstraße 265,연방도 제265호선
Bundesstraße 268,연방도 제268호선
Bundesstraße 269,연방도 제269호선
Bundesstraße 290,연방도 제290호선
Bundesstraße 28a,연방도 제28a호선
Bundesstraße 293,연방도 제293호선
Bundesstraße 295,연방도 제295호선
Bundesstraße 281,연방도 제281호선
Bundesstraße 299a,연방도 제299a호선
Bundesstraße 2a,연방도 제2a호선
Bundesstraße 301,연방도 제301호선
Bundesstraße 307,연방도 제307호선
Bundesstraße 276,연방도 제276호선
Bundesstraße 277a,연방도 제277a호선
Bundesstraße 278,연방도 제278호선
Bundesstraße 27a,연방도 제27a호선
Bundesstraße 409,연방도 제409호선
Bundesstraße 415,연방도 제415호선
Bundesstraße 411,연방도 제411호선
Bundesstraße 414,연방도 제414호선
Bundesstraße 280,연방도 제280호선
Bundesstraße 279,연방도 제279호선
Bundesstraße 283,연방도 제283호선
Bundesstraße 282,연방도 제282호선
Bundesstraße 313,연방도 제313호선
Bundesstraße 315,연방도 제315호선
Bundesstraße 316,연방도 제316호선
Bundesstraße 31a,연방도 제31a호선
Bundesstraße 284,연방도 제284호선
Bundesstraße 285,연방도 제285호선
Bundesstraße 288,연방도 제288호선
Bundesstraße 286,연방도 제286호선
Bundesstraße 287,연방도 제287호선
Generalinspekteur der Bundeswehr,연방군 장군총감
Bruchstraße,브룩스슈트라세
DB Netz,DB Netz
S-Bahn Mittelelbe,중부엘베 S반
Carl Hanser Verlag,칼 한저 출판사
Bundesstraße 378,연방도 제378호선
Bundesstraße 399,연방도 제399호선
Bundesstraße 401,연방도 제401호선
Bundesstraße 406,연방도 제406호선
Bundesstraße 447,연방도 제447호선
Bundesstraße 449,연방도 제449호선
Bundesstraße 452,연방도 제452호선
Bundesstraße 451,연방도 제451호선
Bundesstraße 314,연방도 제314호선
Bundesstraße 327,연방도 제327호선
Bundesstraße 340,연방도 제340호선
Bundesstraße 38a,연방도 제38a호선
Bundesstraße 388,연방도 제388호선
Bundesstraße 405,연방도 제405호선
Bundesstraße 324,연방도 제324호선
Bundesstraße 413,연방도 제413호선
Bundesstraße 412,연방도 제412호선
Bundesstraße 419,연방도 제419호선
Bundesstraße 420,연방도 제420호선
Bundesstraße 423,연방도 제423호선
Bundesstraße 308,연방도 제308호선
Staatsstraße 2520,연방도 제309호선
Bundesstraße 310,연방도 제310호선
Bundesstraße 312,연방도 제312호선
Bundesstraße 319,연방도 제319호선
Bundesstraße 320,연방도 제320호선
Bundesstraße 326,연방도 제326호선
Bundesstraße 323,연방도 제323호선
Bundesstraße 425,연방도 제425호선
Bundesstraße 422,연방도 제422호선
Bundesstraße 424,연방도 제424호선
Bundesstraße 426,연방도 제426호선
Bundesstraße 43a,연방도 제43a호선
Bundesstraße 433,연방도 제433호선
Bundesstraße 438,연방도 제438호선
Bundesstraße 435,연방도 제435호선
Bundesstraße 439,연방도 제439호선
Bundesstraße 445,연방도 제445호선
Bundesstraße 470,연방도 제470호선
Bundesstraße 441,연방도 제441호선
Bundesstraße 442,연방도 제442호선
Bundesstraße 444,연방도 제444호선
Bundesstraße 443,연방도 제443호선
Bundesstraße 427,연방도 제427호선
Bundesstraße 428,연방도 제428호선
Bundesstraße 429,연방도 제429호선
Bundesstraße 434,연방도 제434호선
Bundesstraße 466a,연방도 제466a호선
Bundesstraße 466,연방도 제466호선
Bundesstraße 468,연방도 제468호선
Bundesstraße 469,연방도 제469호선
Bundesstraße 473,연방도 제473호선
Bundesstraße 476,연방도 제476호선
Bundesstraße 478,연방도 제478호선
Bundesstraße 479,연방도 제429호선
Bundesstraße 502,연방도 제502호선
Bundesstraße 506,연방도 제506호선
Bundesstraße 505,연방도 제505호선
Bundesstraße 507,연방도 제507호선
Bundesstraße 488,연방도 제488호선
Bundesstraße 489,연방도 제489호선
Bundesstraße 491,연방도 제491호선
Bundesstraße 494,연방도 제494호선
Bundesstraße 487,연방도 제487호선
Bundesstraße 482,연방도 제482호선
Bundesstraße 483,연방도 제483호선
Bundesstraße 484,연방도 제484호선
Bundesstraße 486,연방도 제486호선
Bundesstraße 508,연방도 제508호선
Bundesstraße 509,연방도 제509호선
Bundesstraße 510,연방도 제510호선
Bundesstraße 512,연방도 제512호선
Bundesstraße 453,연방도 제453호선
Bundesstraße 454,연방도 제454호선
Bundesstraße 457,연방도 제457호선
Bundesstraße 458,연방도 제458호선
Bundesstraße 461,연방도 제461호선
Bundesstraße 462,연방도 제462호선
Bundesstraße 460,연방도 제460호선
Bundesstraße 464,연방도 제464호선
Bundesstraße 463,연방도 제463호선
Bundesstraße S,연방도 제S호선
Bundesstraße E,연방도 제E호선
Bundesstraße Z,연방도 제Z호선
Bundesstraße R,연방도 제R호선
Bundesstraße 518,연방도 제518호선
Bundesstraße 7a,연방도 제7a호선
Bundesstraße 87n,연방도 제87n호선
Bundesstraße 96b,연방도 제96b호선
Bundesstraße 96a,연방도 제96a호선
Bundesstraße 588,연방도 제588호선
Bundesstraße 60,연방도 제60호선
Bundesstraße 611,연방도 제611호선
Bundesstraße 66n,연방도 제66n호선
Bundesstraße 71n,연방도 제71n호선
Bundesstraße 493,연방도 제493호선
Bundesstraße 497,연방도 제497호선
Bundesstraße 4f,연방도 제4f호선
Bundesstraße 504,연방도 제504호선
Bundesstraße 503,연방도 제503호선
Bundesstraße 524,연방도 제524호선
Bundesstraße 530,연방도 제530호선
Bundesstraße 532,연방도 제532호선
Bundesstraße 55a,연방도 제55a호선
Bundesverband Interaktive Unterhaltungssoftware,독일연방인터랙티브엔터테인먼트소프트웨어협회
Bundeswehrkommando Ost,연방군 동부사령부
Bundesanstalt für Geowissenschaften und Rohstoffe,연방지질자원연구소
Bundeszentralamt für Steuern,연방중앙세무청
Bundesbeauftragter für den Datenschutz und die Informationsfreiheit,자료보호 및 정보자유를 위한 연방위원회
Buttbrunnen,버트브루넨
Chemnitzer Linux-Tage,켐니츠 리눅스 데이즈
Europäischer Filmpreis 1999,제12회 유럽 영화상
Chinesische Botschaft in Berlin,주 독일 중국 대사관
Spiel des Jahres,슈필데스야레스
Internationale Filmfestspiele Berlin 2013,제63회 베를린 국제 영화제
World Cyber Games 2008,월드 사이버 게임즈 2008
International Commission on Non-Ionizing Radiation Protection,국제 비이온화 방사 보호 위원회
Closed,클로즈드
Internationaler Bund der Konfessionslosen und Atheisten,IBKA
Gallia Comata,갈리아 코마타
Wirtschaftsspionage,산업 스파이
Schwere SS-Panzer-Abteilung 101,제101SS중전차대대
OllyDbg,OllyDbg
Olympische Winterspiele 1936/Skispringen,1936년 동계 올림픽 스키점프
DFL-Supercup 2010,DFL-슈퍼컵 2010
LZ 1,LZ 1
Industrial Workers of the World,세계산업노동자
Kinder Schokolade,킨델 초콜릿
Bhutanisch-deutsche Beziehungen,독일-부탄 관계
Dänisch-deutsche Beziehungen,덴마크-독일 관계
Deutsch-isländische Beziehungen,독일-아이슬란드 관계
Deutsch-griechische Beziehungen,그리스-독일 관계
deutsch-nordkoreanische Beziehungen,독일-조선민주주의인민공화국 관계
Call a Bike,콜 어 바이크
Happy Science,행복의 과학
Euronotruf 112,112
Ägypter,이집트인
TeamViewer,TeamViewer Remote
Deutsche Bank Prize in Financial Economics,도이치 은행 금융경제학 상
Deutsche Zeppelin-Reederei,독일 체펠린 선사
DB Station&Service,DB Station&Service
Männerparkplatz,남성전용 주차공간
Volkmarsdorf,폴크마르스도르프
Bundesland,독일의 주
Deutsche Gesellschaft für Natur- und Völkerkunde Ostasiens,독일동양문화연구협회
Deutsches Apotheken-Museum,독일 약국 박물관
Deutsche Fußballolympiamannschaft,독일 올림픽 축구 국가대표팀
Stockdorf,슈토크도르프
Aleppo-Zimmer,알레포실
Deutsche Sammlung von Mikroorganismen und Zellkulturen,독일생물자원센터
Deutsche Taekwondo Union,독일 태권도 연맹
Deutsche Fußball Liga,독일 축구 연맹
Freiheitsstrafe,자유형 (형벌)
American-Football-Weltmeisterschaft 2003,2003년 미식축구 월드컵
Oberwesterwaldkreis,오버베스테르발트
Institute for Law and Finance,Ilf
Internationale Union für Geodäsie und Geophysik,국제측지지구물리연맹
Dresdner Bank,드레스드너방크
IZA Prize in Labor Economics,IZA 노동경제학 상
Surplex,Surplex
Eberstadt,에버슈타트
Transport in Deutschland,독일의 대중 교통
Sonnenfinsternis vom 11. August 1999,1999년 8월 11일 일식
SBB GmbH,SBB 유한회사
Ecosia,Ecosia
Kampfbund für deutsche Kultur,독일문화투쟁동맹
Entschieden für Christus,기독청년면려회
Rimowa,리모와
Fonds Deutsche Einheit,독일 통일 기금
Ehrenbürger von Hannover,하노버 명예시민
Linklaters,링클레이터스
Plan International,플랜 인터내셔널
Eintracht Frankfurt,아인트라흐트 프랑크푸르트
Historisches Museum Bremerhaven,브레머하펜 역사박물관
Porsche 911 GT1,포르쉐 911 GT1
Einsatzflottille 1,제1기동전단
Einsatzflottille 2,제2기동전단
Einsatzführungskommando der Bundeswehr,연방군작전지도사령부
Erima,에리마
Internet Governance Forum,인터넷 거버넌스 포럼
Erlabrunn,에를라브룬
Fachhochschule (Deutschland),응용학문대학
Jenisch,예니셰어
Untermhaus,운터름하우스
SK Gaming,SK 게이밍
Operation Varsity,바시티 작전
Etienne Aigner AG,아이그너
Landtagswahl in Niedersachsen 1986,1986년 니더작센 주의회 선거
Planungsamt der Bundeswehr,연방군 계획청
FC Bayern München/Namen und Zahlen,FC 바이에른 뮌헨의 통계
Fantasy Filmfest,판타지영화제
Fernbusverkehr in Deutschland,독일의 고속버스
Nordwesteuropa,북서유럽
Normalhöhennull,표준표고영점
Bahnhof Berlin Hermannstraße,베를린 헤르만슈트라세역
Neue Stimmen,노이에 슈팀멘
Landtagswahl in Niedersachsen 1970,1970년 니더작센 주의회 선거
Fachhochschule Kiel,킬 응용학문대학
Hiroshimastraße,히로시마 거리
Feldheim,펠트하임
Fissler,휘슬러 (기업)
Scuba Schools International,Scuba Schools International
Diözesen der römisch-katholischen Kirche in Deutschland,독일의 로마 가톨릭 교구 목록
Swinging Hannover,스윙잉 하노버
Spandauer Vorortbahn,슈판다우 근교선
Seebataillon,해상대대
Scho-Ka-Kola,쇼카콜라
Wapedia,Wapedia
Niederbarnimer Eisenbahn,니더바르님 철도
Fußball-Europameisterschaft der Frauen 1995/Qualifikation,UEFA 여자 유로 1995 예선
Paul-Ehrlich-Institut,파울 에를리히 연구소
U-Bahnhof Museumsinsel,무제움스인젤역
Höfner,호프너
John Wiley & Sons,존 와일리 & 선즈
Medienpädagogik,미디어 리터러시
Nürnberger Dialekt,뉘름베르크 방언
Siemens Gamesa,지멘스 가메사
Bundestagsfraktion,독일 연방의회 교섭단체
Landtagswahl in Niedersachsen 1974,1974년 니더작센 주의회 선거
VII. US-Korps,제7(VII)군단
