Lionel Messi,リオネル・メッシ
Giovanni Giuriati,ジョヴァニ・ジュリアーティ
Dino Baggio,ディノ・バッジョ
Frank Scalice,フランク・スカリーチェ
Fabrizio Bosso,ファブリッツィオ・ボッソ
Mario Nascimbene,マリオ・ナシンベーネ
Francesco Cozza,フランチェスコ・コッツァ
Vincenzo Cimatti,ヴィンチェンツォ・チマッティ
Enzo Sellerio,エンツォ・セッレーリオ
Renzo Rivolta,レンツォ・リヴォルタ
Vinícius Bacaro,ヴィニシウス・バカーロ
Nicole Minetti,ニコル・ミネッティ
Maurizio Ponzi,マウリツィオ・ポンジ
Ornella Muti,オルネラ・ムーティ
Renata Mauro,レナータ・マウロ
Lorenzo Bernardi,ロレンツォ・ベルナルディ
Chiara Lubich,キアラ・ルビック
Carlo Giovanardi,カルロ・ジョヴァナルディ
Carlo Gambino,カルロ・ガンビーノ
Pasquale Borgomeo,パスクアーレ・ボルゴメーオ
Nina Morić,ニーナ・モリッチ
Sebastiano Serlio,セバスティアーノ・セルリオ
Bepi Ros,ジュゼッペ・ロス
Silvano Bertini,シルバノ・ベルチニ
Mario Caiano,マリオ・カイアーノ
Enrico Maria Salerno,エンリコ・マリア・サレールノ
Dalida,ダリダ
Ignazio Lupo,イニャツィオ・ルーポ
Carlo Lucarelli,カルロ・ルカレッリ
Roberto Michelucci,ロベルト・ミケルッチ
Daniele da Volterra,ダニエーレ・ダ・ヴォルテッラ
Lorenzo Buffon,ロレンツォ・ブッフォン
Lucio Colletti,ルチオ・コレッティ
Umberto Saba,ウンベルト・サバ
Dominique Boschero,ドミニク・ボシェロ
Ivan Capelli,イヴァン・カペリ
Stefano Modena,ステファノ・モデナ
Giovanni Lavaggi,ジョバンニ・ラバッジ
Massimo Donati,マッシモ・ドナーティ
Massimo Crippa,マッシモ・クリッパ
Vitantonio Liuzzi,ヴィタントニオ・リウッツィ
Marco Marchionni,マルコ・マルキオンニ
Dino Ferrari,アルフレード・フェラーリ
Mario Andretti,マリオ・アンドレッティ
Giuseppe Versaldi,ジュゼッペ・ヴェルサルディ
Aurelio Grimaldi,アウレリオ・グリマルディ
Paolo Carlini,パオロ・カルリーニ
Valentino Rossi,バレンティーノ・ロッシ
Vittorio Tosto,ヴィットーリオ・トスト
Laura Pausini,ラウラ・パウジーニ
Giorgia Meloni,ジョルジャ・メローニ
Donato Zampini,ドナート・ザンピーニ
Namkhai Norbu,ナムカイ・ノルブ・リンポチェ
Jarno Trulli,ヤルノ・トゥルーリ
Giuliano Giuliani,ジュリアーノ・ジュリアーニ
Renato Cioni,レナート・チオーニ
Evelyn Insam,エベリン・インサム
Giuseppe Valdengo,ジュゼッペ・ヴァルデンゴ
Luca Ronconi,ルーカ・ロンコーニ
Giancarlo Baghetti,ジャンカルロ・バゲッティ
Luigi Musso,ルイジ・ムッソ
Emanuele Naspetti,エマニュエル・ナスペッティ
Emidio Greco,エミディオ・グレコ
Alfredo Trentalange,アルフレッド・トレンタランジェ
Aldo Maccione,アルド・マッチョーネ
Franco Micalizzi,フランコ・ミカリッツィ
Fabio Biondi,ファビオ・ビオンディ
Luigi Carnera,ルイージ・カルネラ
Alessandro De Marchi,アレッサンドロ・デマルキ
Ottavio Bianchi,オッタヴィオ・ビアンキ
Piero Fassino,ピエロ・ファッシノ
Lidia Ravera,リディア・ラヴェラ
Maria Curcio,マリア・クルチオ
Roberto Amadio,ロベルト・アマディオ
Giampaolo Di Paola,ジャンパオロ・ディ・パオラ
Aleandro Rosi,アレアンドロ・ロージ
Nino Defilippis,ニーノ・デフィリッピス
Giordano Abbondati,ジョルダーノ・アボンダッティ
Aimone di Savoia-Aosta,トミスラヴ2世
Gino Severini,ジーノ・セヴェリーニ
Laura Morante,ラウラ・モランテ
Lionello Manfredonia,リオネッロ・マンフレドーニア
Mario Lanfranchi,マリオ・ランフランキ
Carlo Tagliabue,カルロ・タリアブーエ
Fabio Roscioli,ファビオ・ロスチオーリ
Piero Cappuccilli,ピエロ・カプッチルリ
Nicholas Musuraca,ニコラス・ムスラカ
Carlo M. Cipolla,カルロ・チポラ
Saverio Costanzo,サヴェリオ・コスタンツォ
Pasquale Di Sabatino,パスクアーレ・ディ・サバティーノ
Davide Rigon,ダビデ・リゴン
Emanuele Pirro,エマニュエル・ピロ
Vittorio Brambilla,ヴィットリオ・ブランビラ
Pierluigi Martini,ピエルルイジ・マルティニ
Franco Merli,フランコ・メルリ
Amanda Sandrelli,アマンダ・サンドレッリ
Ezio Pinza,エツィオ・ピンツァ
Tullio Pinelli,トゥリオ・ピネリ
Cristiano Bergodi,クリスティアーノ・ベルゴーディ
Lazar' Naumovič Berman,ラザール・ベルマン
Eduardo De Filippo,エドゥアルド・デ・フィリッポ
Michelangelo Rampulla,ミケランジェロ・ランプッラ
Gianni Morbidelli,ジャンニ・モルビデリ
Ludovico Scarfiotti,ルドヴィーコ・スカルフィオッティ
Lella Lombardi,レラ・ロンバルディ
Ferruccio Tagliavini,フェルッチョ・タリアヴィーニ
Sumbu Kalambay,スンブ・カランベイ
Massimo Carlotto,マッシモ・カルロット
Giuseppe Saronni,ジュゼッペ・サローニ
Bruno Pontecorvo,ブルーノ・ポンテコルヴォ
Bruno Prevedi,ブルーノ・プレヴェディ
Luca Cordero di Montezemolo,ルカ・コルデーロ・ディ・モンテゼーモロ
Giorgio La Pira,ジョルジョ・ラ・ピーラ
Valerie Dore,バレリー・ドア
Giovanni Goria,ジョヴァンニ・ゴリーア
Maria Rita Epik,マリア・リタ・エピク
Giovanni Canestri,ジョバンニ・カネストリ
Novella Calligaris,ノヴェラ・カリガリス
Leda Gloria,レダ・グロリア
André Ferré,アンドレ・フェレ
Luigi Delneri,ルイジ・デルネーリ
Roberto Gatto,ロベルト・ガット
Franco Frattini,フランコ・フラッティーニ
Julius Evola,ユリウス・エヴォラ
Arciso Artesiani,アルシソ・アルテジアーニ
Barbara Bouchet,バルバラ・ブーシェ
Alessandro Vanotti,アレッサンドロ・ヴァノッティ
Gianpaolo Bellini,ジャンパオロ・ベッリーニ
Giuseppe Bertello,ジュゼッペ・ベルテッロ
Thomas Manfredini,トマス・マンフレディーニ
Riccardo Bacchelli,リカルド・バッケリ
Arianna Valcepina,アリアナ・ヴァルチェピーナ
Domenico Beccafumi,ドメニコ・ベッカフーミ
Bruno Cirillo,ブルーノ・チリッロ
Gianni Bugno,ジャンニ・ブーニョ
Alfredo Bini,アルフレド・ビニ
Don Backy,ドン・バッキ―
Marco Zanetti,マルコ・サネッティ
Giuseppe Pancaro,ジュゼッペ・パンカロ
Francesco Coco,フランチェスコ・ココ
Norberto Bobbio,ノルベルト・ボッビオ
Malisa Longo,マリサ・ロンゴ
Giuseppe Minardi,ジュゼッペ・ミナルディ
Giuseppe Andaloro,ジュゼッペ・アンダローロ
Maurizio Cattelan,マウリツィオ・カテラン
Aldo Moro,アルド・モーロ
Giuseppe Signori,ジュゼッペ・シニョーリ
Enrico Bombieri,エンリコ・ボンビエリ
Ivan Franceschini,イヴァン・フランチェスキーニ
Giovanni Spadolini,ジョヴァンニ・スパドリーニ
Cristian Moreni,クリスティアン・モレーニ
Giuseppe De Luca,ジュゼッペ・デ・ルカ
Lucien Bianchi,ルシアン・ビアンキ
Felice Bonetto,フェリーチェ・ボネット
Gigi Villoresi,ルイジ・ヴィロレーシ
Arturo Merzario,アルトゥーロ・メルツァリオ
Mauro Baldi,マウロ・バルディ
Eugenio Castellotti,エウジェニオ・カステロッティ
Lamberto Leoni,ランベルト・レオーニ
Beppe Gabbiani,ベッペ・ガビアーニ
Giulio Donati,ジュリオ・ドナーティ
Violante Placido,ヴィオランテ・プラシド
Teo Fabi,テオ・ファビ
Paolo Barilla,パオロ・バリッラ
Corrado Fabi,コラード・ファビ
Franco Sensi,フランコ・センシ
Ignazio Giunti,イグナツィオ・ギュンティ
Marina Massironi,マリーナ・マッシローニ
Lino Ventura,リノ・ヴァンチュラ
Franco Uncini,フランコ・ウンチーニ
Pietro da Cortona,ピエトロ・ダ・コルトーナ
Maria Teresa de Filippis,マリア・テレーザ・デ・フィリッピス
Piero Taruffi,ピエロ・タルッフィ
Anna Maria Ferrero,アンナ・マリア・フェッレーロ
Antonio Innocenti,アントニオ・イノセンティ
Andrea Sottil,アンドレア・ソッティル
Giampaolo Morelli,ジャンパオロ・モレッリ
Andrea Camilleri,アンドレア・カミッレーリ
Antonella Attili,アントネラ・アティリ
Luigi Rizzo,ルイージ・リッツォ
Flaminio Bertoni,フラミニオ・ベルトーニ
Giancarlo Giorgetti,ジャンカルロ・ジョルゲッティ
Marco Motta,マルコ・モッタ
Gianfranco Mingozzi,ジャンフランコ・ミンゴッツィ
Riccardo Morandi,リッカルド・モランディ
Sergio Garavini,セルジオ・ガラヴィーニ
Floraleda Sacchi,フロラレーダ・サッキ
Clemente Biondetti,クレメンテ・ビオンデッティ
Mario Serandrei,マリオ・セランドレイ
Silvio Martinello,シルビオ・マルティネッロ
Luigi Bartolini,ルイジ・バルトリーニ
Imelda Chiappa,イメルダ・キアッパ
Francesca Archibugi,フランチェスカ・アルキブージ
Daniele Mannini,ダニエレ・マンニーニ
Fiore Argento,フィオーレ・アルジェント
Annalena Tonelli,アナレナ・トネリー
Dorino Serafini,ドリーノ・セラフィーニ
Renzo Zorzi,レンツォ・ゾルジ
Marco Apicella,マルコ・アピチェラ
Alessandro Potenza,アレッサンドロ・ポテンツァ
Loris Capirossi,ロリス・カピロッシ
Guido Pizarro,ギド・ピサーロ
Pier Gonella,ピエール・ゴネーラ
Marco Verratti,マルコ・ヴェッラッティ
Francesca Rettondini,フランチェスカ・レットンディーニ
Davide Astori,ダヴィデ・アストーリ
Enzo Cannavale,エンツォ・カンナヴァーレ
Gianluca Brambilla,ジャンルカ・ブランビッラ
Sergio Castelletti,セルジオ・カステレッティ
Alfredo Casella,アルフレード・カゼッラ
Giovanni Saldarini,ジョヴァンニ・サルダリーニ
Alessio Cerci,アレッシオ・チェルチ
Martina Valcepina,マルチナ・ヴァルチェピーナ
Ebe Stignani,エベ・スティニャーニ
Ruggero Deodato,ルッジェロ・デオダート
Francesco Quinn,フランチェスコ・クイン
Luigi Martella,ルイージ・マルテッラ
Luca Paolini,ルカ・パオリーニ
Salvatore Bagni,サルバトーレ・バーニ
Ivan Zaytsev,イバン・ザイツェフ
Matteo Paro,マッテオ・パーロ
Claudio Garella,クラウディオ・ガレッラ
Carlo Bandirola,カルロ・バンディローラ
Luca Badoer,ルカ・バドエル
Riccardo Patrese,リカルド・パトレーゼ
Gino Germani,ジーノ・ジェルマーニ
Cesare Perdisa,チェーザレ・ペルディーサ
Siegfried Stohr,ジークフリート・ストール
Michele Pirro,ミケーレ・ピロ
Gabriele Ferro,ガブリエレ・フェッロ
Luigi Bazzoni,ルイジ・バッツォーニ
Sergio Fiorentino,セルジオ・フィオレンティーノ
Luca Mezzano,ルカ・メッツァーノ
Aldo Costa,アルド・コスタ
Nello Pagani,ネッロ・パガーニ
Afro Poli,アフロ・ポーリ
Antonio Pugliese,トニー・パリシ
Andrea Della Valle,アンドレア・デッラ・ヴァッレ
Alessandro Nannini,アレッサンドロ・ナニーニ
Bruno Giacomelli,ブルーノ・ジャコメリ
Antonello Grimaldi,アントネッロ・グリマルディ
Giacinto Scelsi,ジャチント・シェルシ
Pierluigi Pairetto,ピエルルイジ・パイレット
Vincenzo Marra,ヴィンチェンツォ・マッラ
Nicola Romanovič Romanov,ニコライ・ロマノヴィチ・ロマノフ
Alessandro Mazzinghi,サンドロ・マジンギ
Giuliano Pisapia,ジュリアーノ・ピザピーア
Piero De Palma,ピエロ・デ・パルマ
Luca Barbareschi,ルカ・バルバレスキー
Gaetano Starrabba,ガエターノ・スタルラッバ
Piero Drogo,ピエロ・ドロゴ
Andrea Montermini,アンドレア・モンテルミーニ
Michele Alboreto,ミケーレ・アルボレート
Andy Selva,アンディ・セルヴァ
Max Tonetto,マックス・トネット
Claudio Lombardi,クラウディオ・ロンバルディ
Rocco Benetton,ロッコ・ベネトン
Achille Occhetto,アキレ・オケット
Fabrizio Barbazza,ファブリツィオ・バルバッツァ
Nicola Larini,ニコラ・ラリーニ
Alex Caffi,アレックス・カフィ
Domenico Schiattarella,ドメニコ・スキャッタレーラ
Piercarlo Ghinzani,ピエルカルロ・ギンザーニ
Lorenzo Bandini,ロレンツォ・バンディーニ
Goffredo de Banfield,ゴトフリート・フォン・バンフィールト
Cino Cinelli,チーノ・チネッリ
Geki,ジャコモ・ルッソ
Nanni Galli,ナンニ・ギャリ
Franco Restivo,フランコ・レスティヴォ
Giancarlo Fisichella,ジャンカルロ・フィジケラ
Cesare Valletti,チェーザレ・ヴァレッティ
Gianmaria Bruni,ジャンマリア・ブルーニ
Andrea de Adamich,アンドレア・デ・アダミッチ
Achille Perilli,アキーレ・ペリッリ
Achille Varzi,アキーレ・ヴァルツィ
Cesare Danova,チェザーレ・ダノーヴァ
Giorgio Battistelli,ジョルジオ・バティステッリ
Riccardo Paletti,リカルド・パレッティ
Max Papis,マッシミリアーノ・パピス
Gabriele Tarquini,ガブリエル・タルキーニ
Franco Donatoni,フランコ・ドナトーニ
Giovanni Guidetti,ジョバンニ・グイデッティ
Filippo Volandri,フィリッポ・ボランドリ
Lucio Fulci,ルチオ・フルチ
Corrado Govoni,コッラード・ゴヴォーニ
Luisa Della Noce,ルイザ・デラ・ノーチェ
Elio De Angelis,エリオ・デ・アンジェリス
Andrea De Cesaris,アンドレア・デ・チェザリス
Flavio Briatore,フラビオ・ブリアトーレ
Alex Zanardi,アレッサンドロ・ザナルディ
Piero Marini,ピエロ・マリーニ
Mauro Forghieri,マウロ・フォルギエリ
Giorgio Ascanelli,ジョルジオ・アスカネッリ
Giacomo Caliri,ジャコモ・カリーリ
Alberto Massimino,アルベルト・マッシミーノ
Aurelio Lampredi,アウレリオ・ランプレディ
Stefano Domenicali,ステファノ・ドメニカリ
Francesca Comencini,フランチェスカ・コメンチーニ
Roberto Abbado,ロベルト・アバド
Federico Zuccari,フェデリコ・ツッカリ
Nino Vaccarella,ニーノ・ヴァッカレッラ
Gian Carlo Minardi,ジャンカルロ・ミナルディ
Ciro Immobile,チーロ・インモービレ
Carlo Facetti,カルロ・ファセット
Marco Ambrosini,マルコ・アンブロジーニ
Rahman Rezaei,ラフマン・レザイー
Gianni Berengo Gardin,ジャンニ・ベレンゴ・ガルディン
Federico Faggin,フェデリコ・ファジン
Enrico Chiesa,エンリコ・キエーザ
Rafael Sabatini,ラファエル・サバチニ
Graziella Sciutti,グラツィエラ・シュッティ
Tito Schipa,ティート・スキーパ
Stefano Okaka,ステファノ・オカカ・チュカ
Gabriel Paletta,ガブリエル・パレッタ
Gioacchino Colombo,ジョアッキーノ・コロンボ
Giorgia Moll,ジョルジア・モル
Tazio Nuvolari,タツィオ・ヌヴォラーリ
Matteo Ferrari,マッテオ・フェラーリ
Gianluca Curci,ジャンルカ・クルチ
Guido Buzzelli,グイド・ブッゼッリ
Rocco Buttiglione,ロッコ・ブッティリオーネ
Dionigi Tettamanzi,ディオニージ・テッタマンジ
Gianpiero Moretti,ジャンピエロ・モレッティ
Giandomenico Basso,ジャンドメニコ・バッソ
Francesco Massaro,フランチェスコ・マッサーロ
Nicola Sansone,ニコラ・サンソーネ
Carlo Ancelotti,カルロ・アンチェロッティ
Max Biaggi,マックス・ビアッジ
Giovanni Bellucci,ジョヴァンニ・ベルッチ
Ivano Brugnetti,イバノ・ブルグネッティ
Giuni Russo,グイニ・ルッソ
Alberico Evani,アルベリゴ・エヴァーニ
Paolo Portoghesi,パオロ・ポルトゲージ
Filippo Timi,フィリッポ・ティーミ
