동해시,東海市·(韓國)
도화 나들목,道禾交叉路
서천 성북리 오층석탑,舒川城北里五層石塔
대한민국 국적법,国籍法·(韩国)
소양강,昭陽江
대한민국 쇼트트랙 국가대표팀,韩国女子短道速滑队
대한민국의 축구 리그 시스템,大韓民國足球聯賽系統
대한민국 원 (1945년-1953년),旧韩圆
한영 관계,韓國—英國關係
남한 상록수림,韓國常綠森林
대한민국-태국 관계,韓國—泰國關係
브랜뉴뮤직,Brand·New·Music
서인천 나들목,西仁川交叉路
서울종합예술실용학교,首爾綜合藝術實用學校
서울특별시 부시장,首爾特別市副市長
산굼부리,山君不離
레이디스 코드,Ladies'·Code
돌산도,突山島
압해도,押海島
대한성공회 온수리성당,江华温水里圣公会圣堂
성공회 내동성당,仁川內洞聖公會聖堂
보길도 윤선도 원림,甫吉島尹善道園林
보령 성주사지 낭혜화상탑비,保寧聖住寺址郎慧和尚塔碑
부평 나들목,富平交叉路
삼포세대,三抛世代
선유도 (군산시),仙遊島
OK금융그룹 읏맨,安山OK金融集團超人
대한민국 질병관리청,疾病管理廳
전라남도지사,全羅南道知事
진해군항제,镇海军港节
자월도,紫月岛
세종특별자치시장,世宗特別自治市長
엠에스팀엔터테인먼트,MSteam娛樂
천마총 금관,天馬塚金冠
고구려 평양성 석편,平壤城壁石刻
서원구,西原區·(韓國)
한국사립미술관협회,韓國私立美術館協會
청원구,清原区
한국토지주택공사,韓國土地住宅公社
한림연예예술고등학교,韓林演藝藝術高等學校
제주특별자치도지사,濟州特別自治道知事
제주향교,濟州鄉校
충주 미륵리 석조여래입상,忠州彌勒里石造如來立像
영주댐,荣州水库
영훈국제중학교,泳熏國際中學校
영천 거조사 영산전,銀海寺居祖庵靈山殿
정선읍,旌善邑
KAI LAH,LAH輕型武裝直升機
스마일게이트,SmileGate
스타일 아이콘 아시아,亞洲時尚偶像獎
제이와이드컴퍼니,"J,Wide-Company"
한국천문학회,韩国天文学会
화성 용주사 동종,龍珠寺銅鐘
우도 (강화군),隅岛
우각동역,牛角洞站
한국저작권위원회,韩国著作权委员会
한국우주전파관측망,韩国宇宙电波观测网
청자 상감운학문 매병 (국보),青瓷象嵌云鹤文梅瓶
충주 철조여래좌상,忠州大圓寺鐵造如來坐像
ENA (텔레비전 채널),ENA·(韓國電視頻道)
한국한성화교소학교,韓國漢城華僑小學
청도고등학교,清道高等學校
청담고등학교 (서울),清潭高等學校
청도 봉기리 삼층석탑,清道鳳岐里三層石塔
정동제일교회,贞洞第一教会
온산역,温山站
Olive (텔레비전 채널),Olive·(頻道)
TvN STORY,TvN·Story
할렐루야 축구단,哈利路亚足球俱乐部
코리아 드라마 어워즈,韓國電視劇節
KT 롤스터,KT·Rolster
킹콩 by 스타쉽,King·Kong·by·STARSHIP娛樂
세븐틴 (음악 그룹),Seventeen·(組合)
서울퀴어문화축제,首爾酷兒文化節
쿠팡,酷澎
월드컵대교,世界盃大橋
황해선,黃海線
경주 서악동 귀부,慶州西岳洞龜趺
경주 불국사 금동아미타여래좌상,金銅阿彌陀如來坐像
경주 서악동 삼층석탑,慶州西岳洞三層石塔
김대중도서관,金大中圖書館
대한민국 국가안보실,國家安保室
하동화력발전소,河东火力发电所
학림 사건,學林事件
강릉 스피드스케이팅 경기장,江陵競速滑冰館
의정부경전철 (기업),議政府輕電鐵·(企業)
사요역,四要站
서울시메트로9호선,首尔市地铁9号线
동철원역,东铁原站
3국 협력 사무국,中日韩三国合作秘书处
대한민국-몽골 관계,韩国—蒙古关系
초록뱀미디어,綠蛇傳媒
추자군도,楸子群岛
안동 법흥사지 칠층전탑,安東法興寺址七層塼塔
중원대학교,中源大学
제22보병사단 (대한민국),韓國第22步兵師
광주교통공사,光州广域市都市铁道公社
"민주당 (대한민국, 2008년)",民主党·(大韩民国2008年)
매헌시민의숲,良才市民森林
넥슨 코리아,乐线韩国
우진산전,宇進產電
타워 인피니티,無限塔
제10전투비행단 (대한민국),第10戰鬥機聯隊·(大韓民國)
도정궁,都正宮
파로호,破虜湖
대한민국의 대통령비서실 수석비서관,總統秘書室首席秘書官
워터파크역,水上公園站·(仁川)
합동청사역,行政大樓站
장기주차장역,長期停車場站
파라다이스시티역,百乐达斯城站
북철송장역,北铁送场站
부산시민공원,釜山市民公園
남철송장역,南铁送场站
영화의전당,電影殿堂
청라국제도시역,青羅國際城站
대한민국의 문화재,韓國文化財
대한민국 공군 1호기,韓國空軍一號
대연각호텔 화재,大然閣飯店火災事故
충주 탑평리 칠층석탑,忠州塔坪里七層石塔
대한민국-이스라엘 관계,以色列—韩国关系
부여 정림사지,扶餘定林寺址
노동당 (대한민국),勞動黨·(韓國)
2014년 신안군 염전 섬노예 사건,新安郡鹽田奴隸事件
서문시장역,西門市場站
퀸비즈,Queen·B'z
대한민국학술원,大韩民国学术院
Chemistry (트러블 메이커의 EP),Chemistry·(迷你專輯)
재한유엔기념공원,聯合國紀念墓園
미스틱스토리,MYSTIC·STORY
대한민국의 국무총리,韩国国务总理
거금대교,居金大桥
하소역,下所站
이길역,二吉站
금곡역 (금강산선),金谷站·(江原道)
동송역,东松站
백양역 (김화),白杨站
유곡역 (금강산선),榆谷站·(江原道)
계룡산 (경남),鸡龙山·(庆尚南道)
정연역,亭渊站
서울9호선운영,首尔9号线运营
브랭섬홀아시아,布兰克森霍尔亚洲分校
광삼역,光三站
양지역 (철원),阳地站·(江原道)
영종역,永宗站
장성 필암서원,筆巖書院
증산역 (양산),甑山站·(慶尚南道)
지리산 쌍계사 지진,1936年智异山双溪寺地震
통영대전고속도로,統營大田高速公路
TVING,TVING
파리크라상,巴黎贝甜
창원NC파크,昌原NC球場
대구삼성라이온즈파크,大邱三星獅棒球場
팔달역,八達站
건들바위역,斗笠岩站
원대역,院垈站
태전역,太田站·(大邱)
달성공원역,達城公園站
도파역,桃坡站
남산역 (대구),南山站·(大邱)
수성구민운동장역,壽城區民運動場站
대봉교역,大鳳橋站
공단역,工團站·(大邱)
매천역,梅川站
수성시장역,壽城市場站
금성역,金城站·(江原道)
강화성당,大韩圣公会江华圣堂
경파역,庆坡站
어린이세상역,兒童會館站
팔거역,八莒站
팔달시장역,八達市場站
칠곡운암역,漆谷雲岩站
북구청역,北區廳站
매천시장역,梅川市場站
동천역 (대구),東川站·(大邱)
구암역 (대구),鳩岩站
만평역,萬坪站
대한민국-인도네시아 관계,印度尼西亚—韩国关系
대한민국-우크라이나 관계,韓國—烏克蘭關係
대한민국-브라질 관계,巴西—韓國關係
육군훈련소,韓國陸軍訓練所
하나원,北韓離脫住民定著支援事務所
2014년 K리그1,2014年韩国职业足球经典联赛
한국갤럽,盖洛普韩国
한국광해광업공단,韓國礦害礦業公團
크롬 엔터테인먼트,Chrome娱乐
용산신학교와 원효로성당,龙山神学校和元晓路圣堂
동성고등학교 (서울),東星高等學校·(首爾特別市)
해안분지,亥安盆地
약현성당,药岘圣堂
보탑사,宝塔寺
외암마을,外巖村
대한민국의 구,區·(韓國)
보은 법주사 쌍사자 석등,報恩法住寺雙獅子石燈
아시아태평양 스타 어워즈,APAN·Star·Awards
매니지먼트 숲,Management·SOOP
대한민국-필리핀 관계,菲律賓—韓國關係
까탈레나,Catallena
국립어린이청소년도서관,国立儿童青少年图书馆
국립소록도병원,國立小鹿島病院
판타지오,Fantagio
단발령역,断发岭站
용지역,龍池站·(大邱)
지산역,池山站
황금역,黃金站·(大邱)
내셔널 지오그래픽 (대한민국의 텔레비전 채널),国家地理·(韩国电视频道)
수성못역,壽城池站
남창도역,南昌道站
숭의역,崇義站
행정역,杏亭站
한국기독교교회협의회,韓國基督教教會協議會
한강공원,汉江公园
2019년 세계 수영 선수권 대회,2019年世界游泳錦標賽
남산3호터널,南山3号隧道
강진 고려청자 요지,康津高麗青瓷窯址
서울남부구치소,首尔南部看守所
비트윈 (음악 그룹),BEAT·WIN
국도 제24호선,国道24号·(韩国)
인천항,仁川港
말휘리역,末辉里站
국도 제14호선,国道14号·(韩国)
서원,书院
국도 제25호선,国道25号·(韩国)
범물역,凡勿站
2014년 아시안 게임 스쿼시,2014年亞洲運動會壁球比賽
중앙고속도로지선,中央高速公路支线
국도 제47호선,国道47号·(韩国)
국도 제67호선,国道67号·(韩国)
국도 제33호선,国道33号·(韩国)
국도 제44호선,国道44号·(韩国)
금남로,錦南路
국도 제28호선,国道28号·(韩国)
건원릉,健元陵
경주 불국사 금동비로자나불좌상,金銅毗盧遮那佛坐像
칠곡경대병원역,漆谷慶大醫院站
남원 실상사 증각대사탑비,南原實相寺證覺大師塔碑
2014년 아시안 게임 크리켓,2014年亚洲运动会板球比赛
더불어민주당,共同民主党
학정역,鶴亭站
기성역,岐城站
남산2호터널,南山2号隧道
강화 참성단,塹星壇
효원고등학교,孝园高等学校
김제 금산사 대적광전,金堤金山寺大寂光殿
자유로,自由路·(韓國)
서울공연예술고등학교,首爾公演藝術高等學校
부천 나들목,富川交叉路
대원여자고등학교,大元女子高等学校
현리역,县里站
서울중앙지방법원,首尔中央地方法院
탄감역,炭甘站
창도역,昌道站
서울상암초등학교,首爾上岩初等學校
서울선린초등학교,首尔善邻初等学校
천사대교,千四大桥
광주 지산동 오층석탑,光州芝山洞五層石塔
간성군,杆城郡
묘도대교,猫岛大桥
비금도,飛禽島
국민교육헌장,國民教育憲章
울산광역시장,蔚山廣域市長
세종학당재단,世宗学堂
서울화력발전소,首尔火力发电所
성희여자고등학교,聖喜女子高等學校
C9 엔터테인먼트,C9娱乐
정교회 성 바울로 성당,正教会圣保罗圣堂
서울동부구치소,首尔东部看守所
호두앤유엔터테인먼트,Hodoo娛樂
제7회 전국동시지방선거,2018年大韓民國地方選舉
대한민국의 역대 음반 판매량 순위 목록,韓國最暢銷專輯列表
AOMG,AOMG
국방부군사편찬연구소,國防部軍史編纂研究所
국민건강보험,韓國國民健康保險
중앙보훈병원역,中央報勳醫院站
스타제이 엔터테인먼트,Star·J娛樂
서울 이랜드 FC,首尔衣恋足球俱乐部
대한민국 국군 특수부대,韓國特種部隊
대한의사협회,大韓醫師協會
제46회 백상예술대상,第46屆百想藝術大獎
송상현광장,宋象贤广场
오량역,五两站
국도 제40호선,国道40号·(韩国)
하이브 (기업),HYBE
2014년 아시안 게임 핸드볼,2014年亞洲運動會手球比賽
한국인삼공사,正官庄
2014년 아시안 게임 육상,2014年亞洲運動會田徑比賽
2014년 아시안 게임 유도,2014年亞洲運動會柔道比賽
2014년 아시안 게임 소프트볼,2014年亞洲運動會壘球比賽
대한민국 영화,韓國電影
2014년 아시안 게임 탁구,2014年亚洲运动会乒乓球比赛
2014년 아시안 게임 카바디,2014年亞洲運動會卡巴迪比賽
2014년 아시안 게임 하키,2014年亞洲運動會曲棍球比賽
2014년 아시안 게임 조정,2014年亞洲運動會划船比賽
자은도,慈恩島
한국영화평론가협회상,韩国电影评论家协会奖
NK 뉴스,NK·News
2014년 아시안 게임 배드민턴,2014年亞洲運動會羽毛球比賽
2014년 아시안 게임 사격,2014年亞洲運動會射擊比賽
뉴스1,News1
한국한성화교중고등학교,韓國漢城華僑中學
대전광역시장,大田廣域市長
삼성중앙역,三成中央站
팬 엔터테인먼트,Pan娛樂
삼화네트웍스,Samhwa·Networks
언주역,彥州站
KBS 조이,KBS·Joy
한국음악저작권협회,韓國音樂著作權協會
잡코리아,JOB·KOREA
KBS N 스포츠,KBS·N·Sports
강원도 고성 군부대 총기 난사 사건,2014年高城郡韓軍槍擊案
마마무,MAMAMOO
특별자치시,特別自治市
우이도,牛耳島
매니지먼트 구,Management·Koo
EBS KIDS,EBS·Kids
아산정책연구원,峨山政策研究院
삼성증권,三星证券
청해진해운,清海鎮海運
세월호 침몰 사고,世越号沉没事故
글로벌에이치미디어,NH媒體
인천광역시장,仁川廣域市長
영주동 (부산),瀛州洞
거금도,居金島
부평동 (부산),富平洞·(釜山廣域市)
HB엔터테인먼트,HB娛樂
SBS 골프,SBS·GOLF
젤리피쉬 엔터테인먼트,Jellyfish娛樂
대한민국 대중문화예술상,韓國大眾文化藝術獎
제49회 백상예술대상,第49屆百想藝術大獎
제47회 백상예술대상,第47屆百想藝術大獎
장생포역,长生浦站
레드벨벳 (음악 그룹),Red·Velvet
충청북도지사,忠清北道知事
전북특별자치도지사,全北特別自治道知事
신촌,新村·(首爾)
장사 상륙 작전,长沙里登陆战
설마리 전투,雪马里战斗
춘천 죽림동 주교좌성당,春川竹林洞主教座堂
서울 지하철 2호선 상왕십리역 추돌 사고,2014年首爾地鐵追撞事件
혜화동성당,惠化圣堂
옥계면,玉溪面
성수대교 붕괴 사고,聖水大橋倒塌事故
대한민국의 언론,韩国媒体
신림역 (원주),神林站
제50회 백상예술대상,第50屆百想藝術大獎
온누리교회,大地教会
학익역,鹤翼站
주한 중국 대사관,中国驻韩国大使馆
봉은사역,奉恩寺站
불닭볶음면,火鸡面
경주 분황사 모전석탑,芬皇寺模塼石塔
대한민국 헌법 제8호,維新體制
평화열차,和平列车
1996년 고성 산불,1996年高城山火
2014년 아시안 게임 테니스,2014年亞洲運動會網球比賽
애플오브디아이,APPLE·OF·THE·EYE
배드키즈,BADKIZ
RBW,RBW
충무동 (부산),忠武洞·(釜山廣域市)
충청남도지사,忠清南道知事
SBS TV,SBS·TV
양덕성당 (마산),陽德主教座堂
별내선,別內線
진접선,榛接線
완도대교,莞島大橋
이노션,INNOCEAN·WORLDWIDE
2014년 아시안 게임 축구,2014年亚洲运动会足球比赛
형제복지원,釜山兄弟之家福利院事件
둔촌중학교,遁村中学校
베리굿,Berry·Good
2014년 아시안 게임 대한민국 선수단,2014年亞洲運動會韓國代表團
2014년 아시안 게임 승마,2014年亞洲運動會馬術比賽
제48회 백상예술대상,第48屆百想藝術大獎
군사경찰 (대한민국),韓國軍事警察
카카오 (기업),Kakao
알펜시아 크로스컨트리 및 바이애슬론 센터,阿爾卑西亞越野和冬季兩項中心
성두역,城頭站·(韓國)
구룡마을,九龍村·(韓國)
2014년 아시안 게임 수영,2014年亞洲運動會游泳比賽
2014년 아시안 게임 카누,2014年亞洲運動會輕艇比賽
2014년 아시안 게임 볼링,2014年亞洲運動會保齡球比賽
2014년 아시안 게임 다이빙,2014年亞洲運動會跳水比賽
통일연구원,統一研究院
2014년 아시안 게임 요트,2014年亞洲運動會帆船比賽
2014년 아시안 게임 골프,2014年亞洲運動會高爾夫比賽
제1차 서울 전투,第一次漢城戰役
해녀박물관,海女博物馆
의정부성당,议政府主教座堂
대흥동성당,大興洞主教座堂
청도중학교,清道中學校
2015년 K리그1,2015年韩国职业足球经典联赛
단원중학교,檀园中学
IKON,IKON
감천문화마을,甘川文化村
한화생명 e스포츠,韓華生命保險電子競技俱樂部
국립대전현충원,國立大田顯忠院
Let's Run PARK배,赛马杯
2016년 하계 올림픽 대한민국 선수단,2016年夏季奧林匹克運動會韓國代表團
대한민국의 인터넷 검열,韩国网络审查
자유북한운동연합,自由北韓運動聯合
야당역,野塘站
수도권 전철 경의·중앙선,首都圈電鐵京義·中央線
판교 공연장 환풍구 붕괴 사고,韓國城南市演唱會坍塌事故
원산도,元山岛
일리네어 레코즈,Illionaire·Records
동백섬,冬柏公园
곤지암 남양신경정신병원,昆池岩南营神经精神病院
청산도,青山岛
신포역 (인천),新浦站·(仁川)
블러썸 엔터테인먼트,Blossom娛樂
라붐 (음악 그룹),LABOUM
부울경,釜蔚慶
디지페디,Digipedi
천진리역,天津里站
스타하우스엔터테인먼트,Starhaus娛樂
해군잠수함사령부,韓国海军潜艇司令部
수지구청역,水枝區廳站
성복역,星福站
상현역,上峴站
동천역 (용인),東川站·(京畿道)
광교역,光教站
광교중앙역,光教中央站
YG플러스,YG·PLUS
반 (행정 구역),班·(行政區劃)
용유역,龙游站·(仁川)
전곡선사박물관,全谷史前博物館
YMC엔터테인먼트,YMC娛樂
임시수도기념관,临时首都纪念馆
EBS 2TV,EBS第2频道
WM 엔터테인먼트,WM娱乐
부산 도시철도 사상하단선,釜山都市鐵道沙上下端線
간성역,杆城站
YNB 엔터테인먼트,YNB娛樂
제51회 백상예술대상,第51屆百想藝術大獎
치안총감,治安總監
공현진역,公岘津站
거진역,巨津站
대한민국-세르비아 관계,韩国—塞尔维亚关系
율현터널,栗岘隧道
이태원동,梨泰院洞
2015년 대한민국 중동호흡기증후군 유행,2015年中東呼吸綜合症韓國疫情
2017년 세계 태권도 선수권 대회,2017年世界跆拳道锦标赛
대한민국-사우디아라비아 관계,韩国—沙特阿拉伯关系
구래역,九來站
풍무역,豐舞站
고촌역 (김포),高村站·(京畿道)
걸포북변역,傑浦北邊站
사우역,沙隅站
마산역 (김포),麻山站·(京畿道)
더블랙레이블,THEBLACKLABEL
트와이스,TWICE
하남선,河南線
다대포항역,多大浦港站
국민의당 (2016년),國民之黨
낫개역,納溉站
동매역,東嵋站
다대포해수욕장역,多大浦海水浴場站
장림역,長林站·(釜山)
신장림역,新長林站
사람 엔터테인먼트,Saram娛樂
제36회 청룡영화상,第36屆青龍電影獎
제37회 청룡영화상,第37屆青龍電影獎
화원역,花園站·(大邱)
2024년 동계 청소년 올림픽,2024年冬季青年奧林匹克運動會
필름있수다,Filmitsuda
2016년 K리그1,2016年韩国职业足球经典联赛
2019년 WBSC 프리미어 12,2019年世界棒球12強賽
아이에스티 엔터테인먼트,IST娛樂
양촌역 (김포),陽村站·(京畿道)
백제역사유적지구,百濟歷史遺跡地區
뮤직웍스,The·Music·Works
IPX (기업),LINE·Friends
2016년 여자 야구 월드컵,2016年世界盃女子棒球賽
대한민국의 농업,韩国农业
뮤직케이 엔터테인먼트,Music·K娛樂
낭만닥터 김사부,浪漫醫生金師傅
대한민국의 노벨상 수상자 목록,韩国诺贝尔奖得主列表
장기역,場基站
운양역 (김포),雲陽站·(京畿道)
2016년 경주 지진,2016年慶州地震
빛나라 은수,閃耀的恩秀
화태대교,禾太大桥
BLACKPINK,BLACKPINK
국민통일방송,国民统一广播
인천대공원역,仁川大公園站
지니뮤직,Genie音樂
대구권 광역철도,大邱圈廣域鐵道
운연역,雲宴站
함박도,咸朴島
중앙성당 (제주),聖母無原罪主教座堂·(濟州市)
네네치킨,Nene·Chicken
군산항선,群山港线
우이신설경전철 (기업),牛耳新设轻电铁
제네시스 (자동차),捷尼赛斯
에어서울,首爾航空
남영동 대공분실,警察廳南營洞人權中心
제52회 대종상,第52屆大鐘獎
주한 프랑스 대사관,法國駐韓國大使館
쏘스뮤직,SOURCE·MUSIC
아시아드경기장역,亞運會賽場站
마전역 (인천),麻田站·(仁川)
검바위역,黔石站
강릉올림픽파크,江陵奧林匹克公園
독정역,篤亭站
검단사거리역,黔丹十字路口站
완정역,完井站
왕길역,旺吉站
검단오류역,黔丹梧柳站
육우당 문학상,六友堂文學賞
주한 타이베이 대표부,駐韓國台北代表部
2005년 부산 APEC 정상회담,2005年韓國APEC峰會
NCT (음악 그룹),NCT
대한민국-케냐 관계,肯尼亚—韩国关系
신월 나들목,新月交叉路
부산화교중고등학교,韓國釜山華僑中學
평택선,平澤線
한국대구화교중고등학교,韓國大邱華僑中學
2017년 세계 종목별 스피드스케이팅 선수권 대회,2017年世界單程距離競速滑冰錦標賽
사회변혁노동자당,社会变革劳动者党
수도권 광역급행철도 A노선,首都圈广域快速列车A路线
인천가좌역,仁川佳佐站
가정역,佳亭站
주안국가산단역,朱安国家产团站
석바위시장역,石岩市场站
만수역 (인천),萬壽站·(仁川地鐵)
가재울역,蝲蛄溪站
서부여성회관역,西部女性會館站
석남역,石南站
석천사거리역,石泉十字路口站
모래내시장역,沙丘市场站
시민공원역,市民公園站
가정중앙시장역,佳亭中央市場站
남동구청역,南洞區廳站
서구청역,西區廳站
대한민국의 섬 목록,韩国岛屿列表
제25회 세계 스카우트 잼버리,第25屆世界童軍大露營
초월역,草月站
경기광주역,京畿廣州站
곤지암역,昆池岩站
경강선,京江線
GOT7,GOT7
삼동역,三洞站
대한민국 제21대 국회의원 선거,2020年大韩民国国会选举
당고개순교성지,堂峴殉教聖地
신둔도예촌역,新屯陶藝村站
여주역,驪州站
이천역,利川站·(韓國)
세종대왕릉역,世宗大王陵站
산곡역,山谷站·(仁川)
부발역,夫鉢站
동탄역,東灘站·(韓國)
오시리아역,东釜山旅游区站
평화민주당,和平民主黨
스타잇엔터테인먼트,STARIT娛樂
설화명곡역,舌化椧谷站
인천 나들목,仁川交叉路
2018년 동계 올림픽 피겨스케이팅,2018年冬季奧林匹克運動會花式滑冰比賽
약천사,药泉寺
프리스틴,PRISTIN
제52회 백상예술대상,第52屆百想藝術大獎
대한민국-싱가포르 관계,新加坡—韓國關係
블랙아이드필승,黑眼必勝
코리델 엔터테인먼트,Coridel娛樂
수도권 전철 경강선,首都圈電鐵京江線
주한 태국 대사관,泰國駐韓國大使館
2018년 동계 올림픽 대한민국 선수단,2018年冬季奥林匹克运动会韩国代表团
선교사 스윗즈 주택,斯威策教士住宅
광주광역시 5·18민주화운동기록관,5·18民主化运动记录馆
선교사 챔니스 주택,查尼斯教士住宅
선교사 블레어 주택,布莱尔教士住宅
경주 남산 삼릉계 마애관음보살입상,慶州南山三陵溪磨崖觀音菩薩立像
영세교,永世教
어라운드어스 엔터테인먼트,Around·US娛樂
바른정당,正黨
제53회 대종상,第53屆大鐘獎
이달의 소녀,本月少女
솔밭공원역,松林公园站
한국의 타투,韩国纹身
2018년 동계 올림픽 개막식,2018年冬季奧林匹克運動會開幕式
문화창고,Culture·Depot
2018년 동계 올림픽 폐막식,2018年冬季奧林匹克運動會閉幕式
관음전,观音殿
마루기획,Maroo企劃
대한민국의 커피,韩国的咖啡
대남대로,台南大路
동아시아 청소년 경기 대회,東亞青年運動會
제53회 백상예술대상,第53屆百想藝術大獎
화계역,华溪站
삼양사거리역,三阳十字路口站
정릉역,贞陵站
가오리역,加五里站
북한산보국문역,北汉山辅国门站
4.19민주묘지역,四一九民主墓地站
새누리당 (2017년),新國家黨·(2017年)
솔샘역,松泉站
MNH 엔터테인먼트,MNH娛樂
삼양역,三阳站·(首尔)
북한산우이역,北汉山牛耳站
대한민국의 검찰총장,韓國檢察總長
세종대왕 동상,世宗大王銅像
완도타워,莞岛塔
완도수목원,莞岛树木园
대한민국의 자유주의,韩国自由主义
인천공항2터미널역,仁川國際機場2號航站樓站
서울교통공사,首尔交通公社
육군동원전력사령부,大韓民國陸軍動員戰力司令部
수서고속철도,SRT高速列车
주한미국공사관,美國駐大韓帝國公使館
둔내역,屯內站
프레인TPC,Prain·TPC
횡성역,橫城站
진부역,珍富站
웨이크원,WAKEONE
평창역,平昌站·(韓國)
워너비 (음악 그룹),WANNA.B
후너스엔터테인먼트,HUNUS娛樂
KQ 엔터테인먼트,KQ娛樂
2018년 동계 올림픽 쇼트트랙,2018年冬季奧林匹克運動會短道競速滑冰比賽
2018년 동계 올림픽 바이애슬론,2018年冬季奧林匹克運動會冬季兩項比賽
박근혜 대통령 탄핵,朴槿惠弹劾案
MBC경남 진주방송,MBC庆南晋州总部
에어포항,浦項航空
부산광역시장,釜山廣域市長
대한민국의 낙태,韩国堕胎
책거리,冊巨里
화해·치유재단,和解与治愈基金会
국가거점국립대학교총장협의회,韩国国立旗舰大学
안산 그리너스 FC,安山綠人足球會
영덕역,盈德站
스튜디오드래곤,Studio·Dragon·Corporation
월포역,月浦站
2017년 K리그1,2017年韩国职业足球经典联赛
박근혜-최순실 게이트,崔順實干政醜聞
아시아 아티스트 어워즈,亞洲明星盛典
모모랜드,MOMOLAND
리얼걸프로젝트,Real·Girls·Project
원밀리언 댄스 스튜디오,100萬舞蹈工作室
열음엔터테인먼트,Yuleum娛樂
강구역 (영덕),江口站·(韓國)
성모당,大邱圣母堂
장사역,長沙站·(慶尚北道)
한국여자바둑리그,韩国女子围棋联赛
팔영대교,八影大桥
공범자들,共犯者们
문재인 정부,文在寅政府
립버블,LIPBUBBLE
대한민국 제20대 대통령 선거,2022年大韓民國總統選舉
2018년 대한민국 재보궐선거,2018年大韓民國補選
시흥시청역,始興市廳站
신현역,新峴站·(京畿道)
삼성 갤럭시 A6,三星Galaxy·A6·(2018)
시흥대야역,始興大也站
달미역,達美站
시흥능곡역,始興陵谷站
소새울역,素砂屋站
신천역 (시흥),新川站·(京畿道)
시우역,時雨站
제54회 백상예술대상,第54屆百想藝術大獎
Red Room,Red·Room
우리공화당 (2017년),我們共和黨
대한민국 과학기술정보통신부,科學技術情報通信部
대한민국 소방청,韓國消防廳
송도달빛축제공원역,松島月光慶典公園站
포스크리에이티브파티,4th·Creative·Party
원시역,元時站
프리스틴 V,PRISTIN·V
선부역,仙府站
자유의 집 (판문점),自由之家·(韓國)
우주미키,宇宙Meki
2018년 제2차 남북정상회담,2018年5月朝韩首脑会晤
"산사, 한국의 산지승원",山寺，韓國的山中寺院
남위례역,南慰礼站
하이어 뮤직,H1GHR·MUSIC
2018년 제1차 남북정상회담,2018年4月南北韓高峰會
평화의 집,和平之家
울산신항선,蔚山新港線
한국 힙합 어워즈,韓國嘻哈獎
용성전 (한국),龍星戰·(韓國)
밀양 세종병원 화재,密陽世宗醫院火災
바른미래당,正未來黨
민주평화당,民主和平黨
아이오케이컴퍼니,IOK·Company
2018년 동계 패럴림픽 대한민국 선수단,2018年冬季残疾人奥林匹克运动会韩国代表团
2018년 포항 지진,2018年浦項地震
대한민국의 성선택적 낙태,韩国的性别选择性堕胎
한국의 서원,韓國新儒學書院
2018년 동계 올림픽 컬링 여자,2018年冬季奧林匹克運動會女子冰壺比賽
제천 스포츠센터 화재,堤川体育中心火灾事故
국뽕,国吹
Stray Kids,Stray·Kids
TvN SHOW,TvN·SHOW
Gen.G,Gen.G
GH엔터테인먼트,GH娛樂
SKYE,IN2IT
서울 다이너스티,首尔王朝
2018년 아시안 게임 대한민국 선수단,2018年亚洲运动会韩国代表团
2018년 아시아 남자 핸드볼 선수권 대회,2018年亞洲男子手球錦標賽
용평돔,平昌圆顶体育馆
부산광역시현대미술관,釜山现代美术馆
2018년 동계 올림픽 피겨스케이팅 여자 싱글,2018年冬季奥林匹克运动会花样滑冰女子单人滑比赛
2018년 동계 올림픽 피겨스케이팅 단체,2018年冬季奧林匹克運動會花式滑冰團體賽
2018년 동계 올림픽 피겨스케이팅 남자 싱글,2018年冬季奥林匹克运动会花样滑冰男子单人滑比赛
주한 영국 대사관,英國駐韓國大使館
소리바다 베스트 케이뮤직 어워즈,Soribada最佳音樂大獎
부산원동역,釜山院洞站
광명동굴,光明洞窟
S.I.S,S.I.S
진보당 (2017년 대한민국),進步黨·(韓國2017年)
제54회 대종상,第54屆大鐘獎
민중민주당 (2016년),民众民主党
현리 전투,縣里戰役
IZ*ONE,IZ*ONE
CJ ENM,CJ·ENM
2017년 포항 지진,2017年浦項地震
2020년 하계 올림픽 대한민국 선수단,2020年夏季奧林匹克運動會韓國代表團
아티스트컴퍼니,Artist·Company
2018년 K리그1,2018年K联赛1
제38회 청룡영화상,第38屆青龍電影獎
대한민국-에스토니아 관계,愛沙尼亞—韓國關係
젠틀몬스터,Gentle·Monster
스튜디오 산타클로스엔터테인먼트,Studio·Santa·Claus·Entertainment
제8회 전국동시지방선거,2022年大韓民國地方選舉
제39회 청룡영화상,第39屆青龍電影獎
망양역,望陽站
지니 뮤직 어워드,Genie音樂獎
체리블렛,Cherry·Bullet
네이처 (음악 그룹),Nature·(組合)
탕정역,湯井站
대한민국-쿠바 관계,古巴—韩国关系
대한민국-캄보디아 관계,韩国—柬埔寨关系
대한민국-시리아 관계,韩国—叙利亚关系
대한민국-라트비아 관계,拉脱维亚—韩国关系
대한민국-폴란드 관계,波蘭—韓國關係
앤드마크,ANDMARQ娛樂
미사역,渼沙站
펄어비스,珍艾碧絲
파나틱스,FANATICS
복수노트,復仇筆記·(韓國網路劇)
대한민국의 의료,韩国医疗体系
