당진시,唐津市 (忠清南道)
나주시,羅州市
남양주시,南楊州市
옥정역,玉井駅
용월역,龍月駅
용인역,龍仁駅
인하대역,仁荷大駅
원북역,院北駅
원정역,元亭駅
원천역,遠川駅
월곡역,月谷駅
월정리역,月井里駅
유산역,酉山駅
율현역,栗峴駅
의암역,衣岩駅
이천역,旧利川駅
입교역,笠橋駅
장단역,長湍駅
장동역,壮東駅
장산역,長山駅
장호원역,長湖院駅
정봉역,丁峰駅
정하역,井下駅
제일역,霽日駅
주천역,注川駅
죽당역,竹堂駅
죽림역,竹林駅
여서도,麗瑞島
노들섬,ノドゥル島
어비산,魚飛山
수락산,水落山
밤섬,栗島
천지연폭포,天地淵瀑布
영흥도,霊興島
화명역,華明駅
명덕역,明徳駅 (大邱広域市)
쇼박스,ショーボックス
대한민국의 인구,大韓民国の人口統計
대한민국의 대외 관계,大韓民国の国際関係
민주정의당,民主正義党
대한민국 국토해양부,国土海洋部
금호아시아나그룹,錦湖アシアナグループ
천왕역,天旺駅
대구시민운동장 야구장,大邱市民運動場野球場
무궁화호,ムグンファ号
국민중심당,国民中心党
충남대학교,忠南大学校
인천SSG랜더스필드,文鶴野球場
임진각평화누리공원,臨津閣
대한민국 여자 프로 농구,韓国女子バスケットボールリーグ
광주무등경기장 야구장,光州無等総合競技場野球場
당산철교,堂山鉄橋
MBC 표준FM,MBC標準FM
인왕산,仁王山
서울고등학교,ソウル高等学校
청주대학교,清州大学校
백석대학교,白石大学校
한국폴리텍대학,韓国ポリテク大学
동탄신도시,東灘新都市
대한민국 제13대 국회의원 선거,第13代総選挙
대구가톨릭대학교,大邱カトリック大学校
전남과학대학교,全南科学大学
동부산대학교,東釜山大学
카카오엠,Kakao Entertainment
코스닥,KOSDAQ
KBS 바둑왕전,KBS杯バドゥク王戦
홍익대학교,弘益大学校
과학기술위성 2호,STSAT-2A
대경대학교,大慶大学校
S.E.S.,S.E.S.
군산공항,群山空港
호암미술관,湖巌美術館
한국교육학술정보원,韓国教育学術情報院
수덕사,修徳寺
통도사,通度寺
한국가스공사,韓国ガス公社
장승배기역,チャンスンベギ駅
신대방삼거리역,新大方サムゴリ駅
보라매역,ポラメ駅
신풍역,新豊駅
대림역,大林駅
남구로역,南九老駅
철산역,鉄山駅
광명사거리역,光明サゴリ駅
온수역,温水駅
까치울역,カチウル駅
부천종합운동장역,富川総合運動場駅
춘의역,春衣駅
신중동역,新中洞駅
부천시청역,富川市庁駅
상동역,上洞駅
삼산체육관역,三山体育館駅
굴포천역,掘浦川駅
목포역,木浦駅
OCN,OCN
계룡역,鶏龍駅
오륜동,五輪洞
대우건설,大宇建設
가톨릭관동대학교,カトリック関東大学校
태화강역,太和江駅
신천동,新川洞
선화예술고등학교,仙和芸術高等学校
불국사 삼층석탑,仏国寺三層石塔
한국학중앙연구원,韓国学中央研究院
무악재역,毋岳チェ駅
독립문역,独立門駅
경복궁역,景福宮駅
안국역,安国駅
종로3가역,鐘路3街駅
종로5가역,鐘路5街駅
남원시,南原市
산성역,山城駅
남한산성입구역,南漢山城入口駅
단대오거리역,丹垈オゴリ駅
수진역,寿進駅
신흥역,新興駅
한국 표준시,韓国標準時
장지역,長旨駅
버티고개역,ポティゴゲ駅
광흥창역,広興倉駅
봉화산역,烽火山駅
밀양 지역 고교생의 여중생 집단 성폭행 사건,密陽女子中学生集団性暴行事件
한화 이글스,ハンファ・イーグルス
월곡역,月谷駅
광운대역,光云大駅
외대앞역,外大前駅
N서울타워,Nソウルタワー
강동구청역,江東区庁駅
몽촌토성역,夢村土城駅
잠실역,蚕室駅
석촌역,石村駅
송파역,松坡駅
문정역,文井駅
올림픽대교,オリンピック大橋
영산강,栄山江
한국 광복군,韓国光復軍
개똥녀,犬糞女
화랑대역,花郎台駅
녹사평역,緑莎坪駅
대흥역,大興駅
신풍역,新豊駅
신현역,新峴駅
신흥리역,新興里駅
심포리역,深浦里駅 (江原道)
아천역,牙川駅
아현리역,阿峴里駅
안성역,安城駅 (京畿道)
안성읍내역,安城邑内駅
안양풀장역,安養プール場駅
앵남역,鸚南駅
야음역,也音駅
약대역,若大駅
양양역,襄陽駅
양정역,楊亭駅
양지역,陽智駅
양학동역,良鶴洞駅
여주역,旧驪州駅
연라리역,煙羅里駅
연희역,延禧駅
영산포역,栄山浦駅
예하역,礼下駅
오류역,五柳駅
오목역,梧木駅
오정역,梧井駅
오천역,午川駅
창원역,昌原駅
학동·증심사입구역,鶴洞・証心寺入口駅
일성록,日省録
격렬비열도,格列飛列島
육군3사관학교,陸軍三士官学校
한국경제신문,韓国経済新聞
수도권 전철 서해선,首都圏電鉄西海線
명동역,明洞駅
부산신항국제터미널,釜山新港国際ターミナル
청평면,清平面
경주 계림,鶏林
한국정보통신대학교,韓国情報通信大学校
라이따이한,ライダイハン
단국대학교,檀国大学校
귤현역,橘峴駅
임학역,林鶴駅
화곡역,禾谷駅
광나루역,クァンナル駅
명일역,明逸駅
거여역,巨余駅
상수역,上水駅
보문역,普門駅
올림픽공원역,オリンピック公園駅
까치산역,カチ山駅
서울 지하철 6호선,ソウル交通公社6号線
충무로역,忠武路駅
동대입구역,東大入口駅
약수역,薬水駅
금호역,金湖駅
압구정역,狎鴎亭駅
부산 도시철도 3호선,釜山交通公社3号線
부산 도시철도 4호선,釜山交通公社4号線
부산-김해 경전철,釜山-金海軽電鉄
서울 지하철 1호선,ソウルメトロ1号線
서울 지하철 4호선,ソウルメトロ4号線
서울 지하철 5호선,ソウル交通公社5号線
아모레퍼시픽,アモーレパシフィック
구학산,九鶴山
백석산,白石山
공작산,孔雀山
화악산,華岳山
광주 도시철도 1호선,光州広域市都市鉄道公社1号線
명량해협,鳴梁海峡
한국 요리,朝鮮料理
동궐도,東闕図
대통령배 전국축구대회,大統領杯全国サッカー大会
황강,黄江
신라대학교,新羅大学校
KBS창원방송총국,KBS昌原放送総局
쌍방울 레이더스,サンバンウル・レイダース
난중일기,乱中日記
LG유플러스,LGユープラス
대한예수교장로회(통합),大韓イエス教長老会(統合)
을지로3가역,乙支路3街駅
대한민국 제18대 대통령 선거,2012年大韓民国大統領選挙
부산 도시철도 1호선,釜山交通公社1号線
부산 도시철도 2호선,釜山交通公社2号線
영동대교,永東大橋
국립부여박물관,国立扶余博物館
백병산,白屏山
충주 험멜 FC,忠州ヒュンメルFC
일산선,一山線
이천시민축구단,利川市民FC
현대미포조선,現代尾浦造船
아산 유나이티드 FC,牙山ユナイテッドFC
카라,KARA
대청역,テチョン駅
일원역,逸院駅
익산역,益山駅
금련산역,金蓮山駅
아차산역,峨嵯山駅
성산일출봉 천연보호구역,城山日出峰
신월성원자력발전소,新月城原子力発電所
교보문고,教保文庫
천주교 대구대교구,天主教大邱大教区
해인사,海印寺
관악산,冠岳山
한국개발연구원,韓国開発研究院
한성과학고등학교,漢城科学高等学校
융건릉,隆健陵
한국폴리텍VII대학,韓国ポリテク7大学
민족문제연구소,民族問題研究所
대한민국 중앙선거관리위원회,中央選挙管理委員会
캠프 캐슬,キャンプ・キャッスル
봉정역,鳳亭駅
봉화역,奉化駅
송암역,松岩駅 (慶尚北道)
신동화물역,新洞貨物駅
장산역,獐山駅
제철역,製鉄駅
주평역,舟坪駅
진남역,鎮南駅
청천역,清泉駅
하양역,河陽駅
가야역,伽倻駅
거제해맞이역,巨堤ヘマジ駅
서면역,西面駅 (朝鮮総督府鉄道)
신선대역,神仙台駅
우암역,牛岩駅
좌천역,佐川駅
주례역,周礼駅 (韓国鉄道公社)
외고산역,外高山駅
울산항역,蔚山港駅
고한역,古汗駅
구절리역,九切里駅
나전역,羅田駅
묵호항역,墨湖港駅
문곡역,文曲駅
개포도서관,開浦図書館
동해중부선 (일제강점기),慶東線
대화역,大化駅
주엽역,注葉駅
정발산역,鼎鉢山駅
마두역,馬頭駅
백석역,白石駅
화정역,花井駅
원당역,元堂駅
논산시( 영어: NONSAN),論山市
1990년 다이너스티컵,ダイナスティカップ1990
니트족,ニート
대한민국 남자 하키 국가대표팀,ホッケー男子韓国代表
대공원역,大公園駅 (大邱広域市)
KBS원주방송국,KBS原州放送局
수도권 전철 중앙선,首都圏電鉄中央線
개인산,開仁山
여수부두역,麗水埠頭駅
여수항역,麗水港駅
장성화물역,長城貨物駅
적량역,積良駅
초남역,草南駅
침곡역,寝谷駅
태금역,太金駅
황길역,黄吉駅
흥국사역,興国寺駅
경화역,慶和駅
남창원역,南昌原駅
덕산역,徳山駅
마산항역,馬山港駅
반성역,班城駅
성주사역,聖住寺駅
신창원역,新昌原駅
양산화물역,梁山貨物駅
장유역,長有駅
진해역,鎮海駅
통해역,統海駅
괴동역,槐東駅
금호역,琴湖駅
남산역,南山駅
문경역,聞慶駅
백원역,白元駅
죽산역,竹山駅
죽산읍내역,竹山邑内駅
증약역,増若駅
진성역,晋城駅 (慶尚南道)
진주수목원역,晋州樹木園駅
청평호반역,清平湖畔駅
초구역,草邱駅
초량역,草梁駅
평능역,平陵駅
평촌역,坪村駅
표교역,標橋駅
학산역,鶴山駅
한강리역,漢江里駅
행죽역,行竹駅
호당역,虎堂駅
호명역,虎鳴駅
화성역,華城駅
황성역,隍城駅
어정역,漁汀駅
입석리역,立石里駅
장락역,長楽駅
고색역,古索駅
병점차량사업소,餅店車輛事業所
사리역,四里駅
조선일보 춘천 마라톤,春川マラソン
한국은행 화폐금융박물관,貨幤金融博物館
애오개역,エオゲ駅
동대문역사문화공원역,東大門歴史文化公園駅
황룡사,皇龍寺
남해도,南海島
종합운동장역,総合運動場駅
경주국립공원,慶州国立公園
구룡역,九龍駅
한국방송통신대학교,韓国放送通信大学校
의정부 경전철,議政府軽電鉄
K리그 승부조작 사건,Kリーグ八百長事件
화천댐,華川ダム
한국철도공사 8500호대 전기 기관차,韓国鉄道公社8500形電気機関車
두산중공업,斗山エナビリティ
고양 원더스,高陽ワンダーズ
청계산입구역,清渓山入口駅
대한민국의 검열,韓国における検閲
옥포동,玉浦洞
광주무등경기장,光州無等総合競技場
2008~2009년 대한민국 프로 농구,KBL 2008-09
한국 야구 퓨처스리그,フューチャーズリーグ
메가박스,メガボックス (ソウル特別市)
영상물등급위원회,韓国公演倫理委員会
캠프 험프리스,キャンプ・ハンフレー
서해대교,西海大橋
동아대학교,東亜大学校
청주 FC,忠北清州FC
창원 시청 FC,昌原市庁FC
제9보병사단,第9歩兵師団
684부대,空軍2325戦隊209派遣隊
아카데미과학,アカデミー科学
대한민국 재향군인회,韓国在郷軍人会
아차산,峨嵯山
공항철도주식회사,空港鉄道
노포 나들목,老圃インターチェンジ
대한민국-아프가니스탄 관계,アフガニスタンと大韓民国の関係
농협대학교,農協大学校
대한민국 공군대학,韓国空軍大学
양재동,良才洞
중림동,中林洞
광희동,光熙洞
피에스타,Fiestar
회현동,会賢洞
아리랑,アリラン
대한민국의 닌텐도 3DS 소프트웨어 목록,ニンテンドー3DSのゲームタイトル一覧
카툰 네트워크,カートゥーン・ネットワーク・コリア
아시아나IDT,アシアナIDT
해운대 두산위브더제니스,斗山ウィーブ・ザ・ゼニス
국립해양박물관,国立海洋博物館
덕유산국립공원,徳裕山国立公園
덕유산,徳裕山
봉은사,奉恩寺
센트럴파크역,セントラルパーク駅
강릉비행장,江陵飛行場
간석오거리역,間石五ゴリ駅
갈산역,葛山駅
화엄사,華厳寺
동막역,東幕駅
동춘역,東春駅
경부고속도로,京釜高速道路
한국의 반일감정,朝鮮の反日感情
안양종합운동장,安養総合運動場
안양천,安養川
앞산공원,アプ山公園
한국의 건축물,大韓民国の建築
아트센터나비,アート・センター・ナビ
서울아산병원,ソウル峨山病院
삼송역,三松駅
지축역,紙杻駅
구파발역,旧把撥駅
연신내역,ヨンシンネ駅
불광역,仏光駅
녹번역,碌磻駅
홍제역,弘済駅
토함산,吐含山
세종대학교,世宗大学校
충북대학교,忠北大学校
울산대학교,蔚山大学校
1988년 하계 올림픽 대한민국 선수단,1988年ソウルオリンピックの韓国選手団
국방과학연구소,国防科学研究所
내장산,内蔵山
국립공주박물관,国立公州博物館
천태산,天台山
고동산,古桐山
유명산,有明山
모란 민속장,牡丹市場
간월산,肝月山
이북5도위원회,以北五道
LG,LGグループ
대한민국 교육과학기술부,教育科学技術部
대한민국 산업통상자원부,産業通商資源部
GS칼텍스배,GSカルテックス杯プロ棋戦
반크,Voluntary Agency Network of Korea
종로,鍾路
분황사,芬皇寺
아주대학교,亜洲大学校
대한불교조계종,曹渓宗
두실역,斗実駅
서동역,書洞駅
고촌역,古村駅
안평역,安平駅
경성대·부경대역,慶星大・釜慶大駅
대연역,大淵駅
못골역,モッコル駅
국제금융센터·부산은행역,国際金融センター・釜山銀行駅
