Dortmund,多特蒙德
Furtwangen im Schwarzwald,富特旺根
Meßkirch,梅斯基希
Olympiastadion Berlin,柏林奧林匹克體育場
Eppelheim,埃珀尔海姆
Kirchberg an der Jagst,亚格斯特河畔基希贝格
Bündnis 90/Die Grünen,德国绿党
Marxheim,马尔克斯海姆
Zwickau,茨维考
Witten,维滕
Esslingen am Neckar,埃斯林根
Aichtal,艾希塔尔
Zschepplin,茨歇普林
Itzehoe,伊策霍
Herzogin Anna Amalia Bibliothek,安娜·阿玛利亚公爵夫人图书馆
Festung Ehrenbreitstein,埃倫布賴特施泰因城堡
Wermsdorf,韦尔姆斯多夫
Flensburg,弗伦斯堡
Trossin,特罗辛
Oybach,奧伊巴赫河
Europäischer Fernwanderweg E1,E1欧洲长距离徒步路径
Europäischer Fernwanderweg E4,E4欧洲长距离徒步路径
Freudenstadt,弗罗伊登施塔特
Horb am Neckar,内卡河畔霍尔布
Bad Vilbel,巴德菲尔贝尔
Die Linke,德国左派党
Christlich-Soziale Union in Bayern,拜仁基督教社会联盟
Nienburg/Weser,宁布尔格
Winnenden,温嫩登
Deggendorf,德根多尔夫
Ruprecht-Karls-Universität Heidelberg,海德堡大学
Rheinberg,赖因贝尔格
Fortuna Düsseldorf,杜塞尔多夫足球俱乐部
Deutsche Mark,德國馬克
Marl,马尔
Falkenstein/Harz,哈茨地區法爾肯施泰因
Giesenkirchen,吉森基兴
Euregiobahn,欧区列车
Hayingen,海英根
Worms,沃尔姆斯
Dessau-Roßlau,德绍-罗斯劳
Tangerhütte,坦格吕特
Neustadt-Süd,新城-南
Fußball-Bundesliga,德國足球甲級聯賽
Goethe-Universität Frankfurt am Main,法兰克福大学
Rheinfelden (Baden),赖因费尔登
Schönwald,申瓦尔德
Wegeleben,韦格莱本
Festung Mainz,美因茨城堡
Stupidedia,德语伪基百科
Tübingen,蒂宾根
Lünen,吕嫩
Selb,塞尔布
Velbert,费尔贝特
Zwochau,茨沃豪
Lidl,Lidl
Reichstagsgebäude,德國國會大廈
Europäischer Fernwanderweg E5,E5欧洲长距离徒步路径
Hanau,哈瑙
Georgsmarienhütte,格奥尔格斯马林许特
Möckern,默克尔恩
Konstanz,康斯坦茨
Rehau,雷豪
Sigmaringen,西格马林根
Klötze,克勒策
Neuruppin,诺伊鲁平
Marburg,马尔堡
Bad Dürrheim,巴德迪赖姆
Frankfurter Schule,法蘭克福學派
Commerzbank Tower,商業銀行大廈
Denkmal für die im Nationalsozialismus ermordeten Sinti und Roma Europas,纳粹时期欧洲受害辛提人和罗姆人纪念碑
Bad Frankenhausen/Kyffhäuser,巴德夫兰肯豪森
Kirchhoven,基希霍尔特斯
Metzingen,梅青根
Museumsinsel,博物館島
Bad Nauheim,巴德瑙海姆
Kornwestheim,科尔恩韦斯泰姆
Ballenstedt,巴伦斯特
Gommern,戈梅尔恩
Schwanebeck,施瓦讷贝克
Villingen-Schwenningen,菲林根-施文宁根
Höhr-Grenzhausen,赫尔-格伦茨豪森
Minden,明登
Pfullendorf,普富伦多尔夫
Neumünster,新明斯特
Lampertheim,兰佩尔泰姆
Vechta,费希塔
Alpirsbach,阿尔皮尔斯巴赫
Dorsten,多斯滕
Wilhelmshaven,威廉港
Rheinische Friedrich-Wilhelms-Universität Bonn,波恩大学
Zeitz,蔡茨
Schramberg,施兰贝尔格
RheinEnergieStadion,萊茵能源球場
Gießen,吉森
Schieder-Schwalenberg,席德尔-施瓦伦贝格
Nürburgring,纽博格林赛道
Illmensee,伊尔门塞
Wannweil,万魏尔
Lüdenscheid,吕登沙伊德
Hettstedt,黑茨特
Bad Münster am Stein-Ebernburg,巴特明斯特阿姆施泰因-埃伯恩堡德国莱茵兰-普法尔茨州
Groß Miltzow,大米尔措
Weinstadt,魏恩施塔特
Humboldt-Universität zu Berlin,柏林洪堡大學
Europäische Südsternwarte,欧洲南方天文台
Benrather Linie,本拉特線
Herrenberg,黑伦贝尔格
Helpt,黑尔普特
Ahrensburg,阿伦斯堡
Ganderkesee,甘德尔克塞
Hirschberg an der Bergstraße,贝格斯特拉塞地区希尔施贝格
Schönwald im Schwarzwald,黑林山区申瓦尔德
Gerbstedt,格尔布斯特
Wiesenbach,维森巴赫
Rottweil,罗特韦尔
Neckargemünd,内卡尔格明德
Kublank,库布兰克
Radolfzell am Bodensee,拉多尔夫策尔阿姆博登塞
Idar-Oberstein,伊达尔-奥伯施泰因
Hardt,哈尔特
Goslar,戈斯拉尔
Rheine,赖内
Bad Urach,巴德乌拉
Woldegk,沃尔德格克
Adidas,阿迪达斯
Voigtsdorf,福伊格茨多夫
Delmenhorst,代尔门霍斯特
Hermaringen,黑尔马林根
Dettingen an der Erms,德廷根安德尔埃尔姆斯
Castrop-Rauxel,卡斯特罗普-劳克塞尔
Ruhrgebiet,鲁尔区
Höxter,赫克斯特尔
Sulzbach an der Murr,穆尔河畔苏尔茨巴赫
Bayer AG,拜耳
Mildenitz,米尔德尼茨
Bramsche,布拉姆舍
Troisdorf,特罗斯多夫
Bayerische Landesbank,巴伐利亚银行
Sudeten,蘇台德山脈
Potsdamer Platz,波茨坦广场
St. Georgen im Schwarzwald,圣格奥尔根伊姆斯希瓦尔茨瓦尔德
Wachenheim an der Weinstraße,魏恩施特拉瑟地区瓦亨海姆
Detmold,代特莫尔德
Schiltach,席尔塔
Wäschenbeuren,韦申博伊伦
Gielow,吉洛
Viersen,菲爾森
Faulenrost,福伦罗斯特
Basedow,巴瑟多 (梅前州)
Neetzka,内茨卡
Petersdorf,佩特尔斯多夫
Arnsberg,阿恩斯貝格
Rheinland,莱茵兰
Berliner Philharmoniker,柏林爱乐乐团
Eisenhüttenstadt,艾森许滕斯塔特
Neukalen,努卡倫
Gladbeck,格拉德貝克
Obersontheim,上松泰姆
Osterholz-Scharmbeck,奥斯特霍尔茨-沙姆贝克
Schönbeck,申贝克 (梅前州)
Malchin,马尔欣
Lüneburg,吕讷堡
Demmin,代明
Engstingen,恩斯廷根
Brandenburg an der Havel,哈弗尔河畔勃兰登堡
Dargun,达尔贡
Bayreuth,拜罗伊特
Rur,魯爾河 (馬士河支流)
Porta Nigra,尼格拉城門
Salzach,薩爾察赫河
Forchheim,福希海姆
Riederich,里德里希
Duckow,杜科
Inzigkofen,因齐格科芬
Weyhe,魏黑
Schönhausen,申豪森
Knorrendorf,克诺伦多夫
Delbrück,代尔布吕克
Merzig,梅尔齐希
Dinslaken,丁斯拉肯
Bamberg,班贝格
Oer-Erkenschwick,奥尔-埃肯施维克
Buddy Bär,联合巴迪熊
Achim,阿希姆
Kummerow,库梅罗
Blaufelden,布劳费尔登
Bocholt,博霍爾特
Albershausen,阿尔贝尔斯豪森
Sieg,西格河
Wurmberg,武尔恩贝尔格
Hügelsheim,许格尔斯海姆
Gammertingen,加梅尔廷根
Ivenack,伊费纳克
Partei des Demokratischen Sozialismus,民主社会主义党 (德国)
Jürgenstorf,于尔根斯托尔夫
Bad Hersfeld,巴德黑尔斯费尔德
Hockenheimring Baden-Württemberg,霍根海姆赛道
Kittendorf,基滕多夫
Eifel,埃菲尔山
Lobbach,洛巴赫
Strausberger Platz,施特劳斯贝格广场
Postbauer-Heng,波斯特鲍埃尔-亨
Donaueschingen,多瑙埃兴根
Neue Wache,新崗哨
MHPArena,MHP竞技场
Deutsches Institut für Normung,德国标准化学会
Norderstedt,諾德施泰特
2. Fußball-Bundesliga,德國足球乙級聯賽
Plane,普拉訥河
Plauen,普劳恩
Gülzow,居尔措 (梅前州)
Leichtathletik-Weltmeisterschaften 2009,2009年世界田径锦标赛
Die Brücke,橋社
Briggow,布里戈
Grammentin,格拉门廷
KZ Buchenwald,布痕瓦尔德集中营
Alexanderplatz,亚历山大广场
Aschaffenburg,阿沙芬堡
Aalen,阿倫
Al-Quds-Moschee Hamburg,汉堡古德斯清真寺
Ernst Deutsch Theater,厄恩斯特·多伊奇剧院
Pfalzgrafenweiler,普法尔茨格拉芬魏莱尔
Reichenbach an der Fils,菲尔斯河畔赖兴巴赫
Celle,策勒
Main-Donau-Kanal,莱茵河-美因河-多瑙河运河
Hohentengen,霍亨滕根
Universität Potsdam,波茨坦大学
Hamburger SV,汉堡体育俱乐部
Freie Universität Berlin,柏林自由大学
Hüfingen,许芬根
Stavenhagen,施塔芬哈根
Zettemin,策特明
Bundesautobahn 535,德国535號高速公路
Bundesautobahn 115,德国115号高速公路
Bundesautobahn 111,德国111号高速公路
Mölln,默尔恩 (梅前州)
Heckler & Koch,黑克勒-科赫
Rosenow,罗塞诺
Bundesautobahn 100,德國100號高速公路
Ritzerow,里策罗
Gomadingen,戈马丁根
Bredenfelde,布雷登费尔德
Georg-August-Universität Göttingen,哥廷根大学
Güstrow,居斯特罗
Schrozberg,施罗茨贝尔格
Amt Stavenhagen,施塔芬哈根
Untermünkheim,翁特尔明克海姆
Vöhrenbach,弗赫伦巴赫
Bad Überkingen,巴德于贝尔金根
Bingen,賓根
Neubrandenburg,新勃兰登堡
Heinz-von-Heiden-Arena,下薩克森體育場
Völkischer Beobachter,人民观察家报
Max-Morlock-Stadion,法兰克人体育场
Barbarossahöhle,巴巴罗萨山洞
Unna,翁納
Herdwangen-Schönach,黑尔德万根-舍纳
Schlaitdorf,施莱多尔夫
Bundesautobahn 480,德国480号高速公路
Technische Universität Berlin,柏林工业大学
Bundesautobahn 995,德国995号高速公路
Rosenmontag,玫瑰星期一
Neues Rathaus,慕尼黑新市政厅
Weimar,魏玛
Deutsches Jagd- und Fischereimuseum,德国狩猎及渔业博物馆
Hofbräuhaus am Platzl,皇家宫廷啤酒屋
Asamkirche,阿桑教堂
Stachus,卡尔广场
Remshalden,雷姆斯哈尔登
Lippstadt,利普施塔特
Bundesautobahn 555,德国555号高速公路
Sülz,敘爾茨河
Kerpen,凯尔彭
Einhausen,埃因豪森
Bröl,布勒爾河
hochdeutsche Mundarten,高地德语
Fußball-Oberliga,德國足球高級聯賽
Hamburger Hafen,汉堡港
Fulda,富尔达
Kempten,肯普滕
Grevenbroich,格雷文布羅伊希
Wurm,武爾姆河
Frankenhardt,弗兰肯哈尔特
Bergheim,贝格海姆
Hamburger Rathaus,汉堡市政厅
Dormagen,多爾馬根
Werder Bremen,云达不来梅
Nöham,Nöham
Remse,雷姆塞
Bertha Benz Memorial Route,贝尔塔·本茨纪念之路
Herford,黑尔福德
Metropolregion Hamburg,汉堡大都会区
Bad Godesberg,巴德戈德斯贝格
Reinsdorf,赖因斯多夫
Callenberg,卡伦贝尔格
Garbsen,加布森
Bernsdorf,贝尔恩斯多夫
Hohenstadt,霍亨斯塔特
Heddesheim,黑德斯海姆
Hartmannsdorf bei Kirchberg,基希贝格附近哈尔特曼斯多夫
Herten,黑尔滕
Fraureuth,弗劳罗伊特
Gersdorf,格尔斯多夫
Landshut,兰茨胡特
Eipbach,艾普巴赫河
Saubach,紹巴赫河
Neuwied,新維德
Scheer,舍尔
Reeperbahn,绳索街
Dietingen,迪廷根
Frankfurt (Oder),奥得河畔法兰克福
Crinitzberg,克里尼茨贝尔格
Dennheritz,登黑里茨
Niederfrohna,下夫罗纳
Oberwiera,上维拉
Langenweißbach,朗根韦斯巴赫
Hirschfeld,希尔施费尔德_(萨克森州)
Langenbernsdorf,兰根贝尔恩斯多夫
Weiße Rose,白玫瑰
Berglen,贝尔格伦
Schönberg,申贝格
St. Egidien,圣埃吉丁
Rothenburg ob der Tauber,罗滕堡
Herborn,黑博恩
Siedlungen der Berliner Moderne,柏林現代住宅群落
Hameln,哈默爾恩
Inde,因德河
Schwäbisch Gmünd,施瓦本格明德
Auenwald,奥恩瓦尔德
Rosenheim,罗森海姆
deutsch-russische Beziehungen,德俄關係
Prien am Chiemsee,基姆湖畔普林
Sindelfingen,辛德尔芬根
Niederheimbach,下海姆巴赫
Feste Fehmarnbeltquerung,费马恩海峡隧道
DB Regio,德铁区域运输
Ötisheim,厄蒂斯海姆
Neukirchen/Pleiße,普莱瑟河畔诺伊基兴
Rundfunk Berlin-Brandenburg,柏林-勃蘭登堡廣播公司
Bremer Rathaus,不来梅市政厅
Bremer Roland,不萊梅的羅蘭像
Lichtentanne,利希滕塔内
Mülsen,米尔森
Ötigheim,厄蒂格海姆
Gerabronn,格拉布龙
Oberndorf am Neckar,内卡河畔奥伯恩多夫
Friedrichshafen,腓特烈港
Hohenstein-Ernstthal,霍亨斯泰因-埃尔恩斯塔尔
Wesel,韦瑟尔
Offenburg,奥芬堡
Ahr,阿爾河
Glauchau,格劳豪
Crimmitschau,克里米茨肖
Bad Saulgau,巴德绍尔高
Mönchweiler,门希韦勒
Führerbunker,元首地堡
Franken,法兰克尼亚
Gürzenich,居策尼希音乐厅
Bergisches Land,貝爾吉施
SpVgg Greuther Fürth,菲尔特足球俱乐部
Augustiner-Bräu,奥古斯丁啤酒厂
Pfrimm,普夫里姆河
Sulz am Neckar,内卡河畔苏尔茨
Plüderhausen,普吕德劳森
Hartenstein,哈滕施泰因_(萨克森州)
Ladenburg,拉登堡
Langenfeld,朗根费尔德
Breinigerberg,贝瑞宁格堡
Rüsselsheim am Main,吕塞尔斯海姆
Lichtenstein,利希滕斯泰因
Alemannia Aachen,亚琛足球俱乐部
Dalberg-Wendelstorf,达尔贝尔格-文德尔斯托尔夫
Großbettlingen,格罗斯贝特林根
Donauwörth,多瑙沃特
Hürth,许尔特
Beuel,博耶尔
Endenich,安德尼希
Oppenweiler,奥彭魏莱尔
Stralsund,施特拉爾松德
Kieler Woche,基尔周
Waffen-SS,武裝親衛隊
Colonius,科隆塔
Limbach-Oberfrohna,林巴-奥贝尔夫罗纳
Werdau,韦尔道
Brackenheim,布拉肯海姆
Beggerow,贝格罗
Hohenbollentin,霍亨博伦廷
Kaufingerstraße (München),考芬格大街
Lousberg,盧斯山
Breitach,布賴塔赫河
Burg Eltz,埃爾茨城堡
Altenberger Dom,阿尔滕贝格大教堂
Oberrot,奥贝罗特
Hohenmocker,霍亨莫克尔
Göppingen,格平根
Stolberg,施托尔贝尔格
Deutsche Welle,德国之声
Groß Plasten,格罗斯普拉斯滕
Zwiefalten,茨维法尔滕
Schloen-Dratow,德拉托-施伦
Grabowhöfe,格拉博赫费
Hohen Wangelin,霍亨万格林
Meerane,梅拉内
Oberlungwitz,上隆维茨
Fichtenberg,菲希滕贝尔格
Tuningen,图宁根
Menden (Sauerland),门登
Baden-Baden,巴登-巴登
Pfronstetten,普夫龙斯特滕
Kirchberg,基希贝格_(萨克森州)
Lichtenstein/Sa.,萨克森地区利希滕施泰因
Euskirchen,奧伊斯基興
Waldenburg,瓦尔登堡_(萨克森州)
Wildenfels,维尔登费尔斯
Korb,科尔布
Grünenthal,格蘭泰
Schloss Bensberg,本斯堡城堡
Wilkau-Haßlau,维尔考-哈斯劳
Weissach im Tal,魏萨伊姆塔尔
Bad Salzuflen,巴德萨尔楚夫伦
Villingendorf,菲林根多尔夫
Kaiser-Wilhelm-Gedächtniskirche,威廉皇帝纪念教堂
Lindau,林道
Caaschwitz,卡施维茨
Angelbachtal,安格尔巴塔尔
Aichhalden,艾夏尔登
Görlitz,格尔利茨
Schriesheim,施里斯海姆
Utzedel,乌策德尔
Illingen,伊林根
Sommersdorf,索默斯多夫 (梅前州)
Eberhard Karls Universität Tübingen,蒂宾根大学
Epfenbach,埃普芬巴赫
Triberg im Schwarzwald,特里贝尔格伊姆斯希瓦尔茨瓦尔德
Kentzlin,肯茨林
Kletzin,克莱钦
Lindenberg,林登贝格 (梅前州)
Hattingen,哈廷根
Peenehagen,佩内哈根
Meesiger,梅西格尔
Mohlsdorf-Teichwolframsdorf,莫尔斯多夫-泰希沃尔夫拉姆斯多夫
Pulheim,普爾海姆
Kap Arkona,阿尔科纳海岬
Lippe,利珀河
Eschweiler,埃施韦勒
Siedenbrünzow,锡登布林措
Kargow,卡尔戈
Altenhagen,阿尔滕哈根
Vielist,菲利斯特
Vollrathsruhe,福尔拉茨鲁黑
Verchen,费尔兴
Warrenzin,瓦伦钦
Dossenheim,多森海姆
Jabel,亚贝尔
Albert-Ludwigs-Universität Freiburg,弗赖堡大学
Schönfeld,申费尔德 (梅前州)
Greifswald,格赖夫斯瓦尔德
Hilden,希尔登
Meerbusch,梅尔布施
Nossendorf,诺森多夫
Sarow,萨罗
Klink,克林克
Klocksin,克洛克辛
Kriesow,克里索
Pripsleben,普里普斯莱本
German Sky Airlines,德国天空航空
Eintracht Braunschweig,布伦瑞克足球俱乐部
Zuzenhausen,楚岑豪森
Neu Gaarz,诺伊加尔茨
Torgelow am See,滨湖托尔格洛
Moltzow,莫尔措
Schwinkendorf,施温肯多夫
Türken,土耳其人
Sankt Augustin,圣奥古斯丁
Sonderkommando Elbe,易北河特攻队
Neu-Ulm,新乌尔姆
Nord Stream 1,北溪1號
Schweinfurt,施韦因富特
Geographie Deutschlands,德国地理
Dornhan,多尔恩汉
Loveparade,爱的大游行
Konzil von Konstanz,康士坦斯大公會議
Landkreis Chemnitzer Land,开姆尼茨地区县
Bütow,比托
Landkreis Delitzsch,德利奇县
Landkreis Döbeln,德贝尔恩县
Nordhorn,諾德霍恩
Fincken,芬肯
Calmont,卡尔蒙
Schlacht um Berlin,柏林戰役
Chiemsee,基姆湖
Crostwitz,克罗斯特维茨
Cunewalde,库内瓦尔德
Wolfenbüttel,沃尔芬比特尔
Gültz,居尔茨
Landkreis Annaberg,安纳贝格县
Bollewick,博莱维克
Landkreis Aue-Schwarzenberg,奥厄-施瓦岑贝格县
Altenhof,阿尔滕霍夫
Schlacht bei Jena und Auerstedt,耶拿會戰
Groß Teetzleben,格罗斯特茨莱本
Deutsche Fußballnationalmannschaft der Frauen,德国国家女子足球队
Grischow,格里绍
Landkreis Kamenz,卡门茨县
Groß Kelle,格罗斯克莱
Langenhagen,朗根哈根
Deutscher Fußball-Bund,德國足球總會
Münchner Abkommen,慕尼黑協定
Varchentin,法尔兴廷
Grapzow,格拉普措
Burow,布罗
MSV Duisburg,杜伊斯堡足球俱乐部
Röckwitz,勒克维茨
Gnevkow,格内夫科
Golchen,戈尔兴
Hohenzollern,霍亨索伦王朝
Landkreis Leipziger Land,莱比锡县
Kieve,基沃
Landkreis Löbau-Zittau,勒鲍-齐陶县
Barmen,巴門
Saar,萨尔河
Messerschmitt AG,梅塞施密特
Weserstadion,威悉球場
Buchholz,布赫霍尔茨 (梅前州)
Landkreis Bautzen,包岑县
Demitz-Thumitz,德米茨-图米茨
Doberschau-Gaußig,多贝尔绍-高西希
Grabow-Below,格拉博-贝洛
3. Fußball-Liga,德国足球丙级联赛
Borussia-Park,普魯士公園球場
Bodensee,博登湖
Gotthun,戈通
Landkreis Freiberg,弗赖贝格县
Breesen,布雷森
Neustadt an der Weinstraße,葡萄酒之路上的诺伊施塔特
Altentreptow,阿尔滕特雷普托
Bartow,巴托
Westwall,齊格菲防線
KZ Sachsenhausen,萨克森豪森集中营
Wildberg,维尔德贝格 (梅前州)
Afrodeutsche,非裔德国人
Waiblingen,魏布林根
Werder,韦尔德 (梅克伦堡湖区县)
Landkreis Sächsische Schweiz,萨克森施魏茨县
Röbel/Müritz,勒贝尔
Spenge,施彭格
Güglingen,居格林根
Rödinghausen,勒丁豪森
Malschwitz,马尔施维茨
Lohsa,洛萨
Burkau,布尔考
Arnsdorf,阿尔恩斯多夫
Bretnig-Hauswalde,布雷特尼格-豪斯瓦尔德
Priborn,普里博尔恩
Stuer,施图埃尔
Landkreis Zwickauer Land,茨维考县
Melz,梅尔茨
Niederschlesischer Oberlausitzkreis,下西里西亚上劳西茨县
Friedrich-Schiller-Universität Jena,耶拿大学
Fritz-Walter-Stadion,弗里茨·瓦尔特体育场
St. Elisabeth,圣伊撒伯尔堂
Universität Leipzig,莱比锡大学
Ludorf,卢多夫
Bad Homburg vor der Höhe,巴德洪布尔格福尔德尔赫黑
Wolde,沃尔德 (梅前州)
Großharthau,大哈尔陶
Wredenhagen,弗雷登哈根
Weißeritzkreis,魏瑟里茨县
Vipperow,菲佩罗
Mittlerer Erzgebirgskreis,中埃尔茨山县
Enger,恩格爾
Willich,維利希
Vlotho,伏羅托
Loreley,罗蕾莱
Goldener Bär,金熊奖
Göda,格达
Deutschland beim Eurovision Song Contest,德國在歐洲歌唱大賽之歷年表現
Muldentalkreis,穆尔登塔尔县
Ibbenbüren,伊本比伦
Deutscher Bundestag,德国联邦议院
Massow,马索
Zweite Schlacht bei Höchstädt,布伦汉姆战役
Laußnitz,劳斯尼茨
Lichtenberg,利希滕贝格 (包岑县)
Tützpatz,蒂茨帕茨
Landkreis Mittweida,米特韦达县
Elsterheide,埃尔斯特赖德
Frankenthal,弗兰肯塔尔 (萨克森州)
Siedenbollentin,西登博伦廷
Gummersbach,古梅尔斯巴赫
Emden,埃姆登
Haselbachtal,哈塞尔巴塔尔
Großdubrau,大杜布劳
Berliner Siegessäule,胜利纪念柱
Schloss Charlottenburg,夏洛滕堡宫
Plau am See,滨湖普劳
Wetzlar,韦茨拉尔
Schloss Neuschwanstein,新天鹅堡
Zaberfeld,察贝尔费尔德
Neukirch,柯尼希斯布吕克附近诺伊基希
Kirchlengern,基尔希伦格尔恩
Leizen,莱岑 (梅前州)
Lärz,莱尔茨
Landkreis Meißen,迈森县
Rechlin,雷希林
Landkreis Riesa-Großenhain,里萨-格罗森海因县
Guttau,古陶
Großnaundorf,格罗斯诺因多夫
Großpostwitz,格罗斯波斯特维茨
Alte Pinakothek,老绘画陈列馆
Harz,哈爾茨山脈
Berliner Dom,柏林主教座堂
FC Carl Zeiss Jena,耶拿卡尔蔡斯足球俱乐部
Ludwig-Maximilians-Universität München,慕尼黑大学
Lingen (Ems),林根
Polydor Records,宝丽多唱片
Göhren-Lebbin,格赫伦-莱宾
Fünfseen,芬夫森
Hiddenhausen,希登豪森
Rote Weißeritz,紅魏瑟里茨河
Universität zu Köln,科隆大学
Wilde Weißeritz,維爾德魏瑟里茨河
Ohorn,奥霍尔恩
Neukirch/Lausitz,劳西茨地区诺伊基希
Obergurig,上古里希
Passau,帕绍
Kölner Dom,科隆主教座堂
Eger,奥赫热河
Sauerland,紹爾蘭
Landkreis Stollberg,施托尔贝格县
Schwarz,施瓦尔茨
Germanwings,德国之翼
Zoologischer Garten Berlin,柏林動物園
Spreetal,施普雷塔尔
Panschwitz-Kuckau,潘施维茨-库考
Nossentiner Hütte,诺森蒂内尔许特
Malchow,马尔肖
Jüten,朱特人
Zepkow,策普科
Weißeritz,魏瑟里茨河
Neschwitz,内施维茨
Alt Schwerin,旧施韦林
Pöbelbach,珀伯爾巴赫河
Kuckssee,库克斯塞
Nebelschütz,内贝尔许茨
Landkreis Torgau-Oschatz,托尔高-奥沙茨县
Sietow,锡托
Ottendorf-Okrilla,奥滕多夫-奥克里拉
Oßling,奥斯林格
Technische Hochschule Köln,科隆应用技术大学
Hochschule für Musik und Tanz Köln,科隆音乐与舞蹈学院
Universität der Künste Berlin,柏林艺术大学
Wachau,瓦豪 (德国)
Steina,施泰纳
Steinigtwolmsdorf,施泰尼格特沃尔姆斯多夫
Französische Besatzungszone,法国占领区
FOM - Hochschule für Oekonomie und Management,埃森经济与管理应用技术大学
Amerikanische Besatzungszone,美国占领区
Britische Besatzungszone,英國占領區
Kubschütz,库布许茨
Puschwitz,普施维茨
Räckelwitz,雷克尔维茨
Erzgebirge,厄尔士山脉
Schwarzwald,黑森林
Hochkirch,霍基尔希
Königswartha,柯尼希斯瓦尔塔
Silz,锡尔茨 (梅前州)
Walow,瓦洛
Bergkamen,贝尔格卡门
Bundesstraße 207,德国207号国道
Bundesverfassungsgericht,德国联邦宪法法院
Bundespolizei,德國聯邦警察
Deutsches Institut für Wirtschaftsforschung,德國經濟研究所
Ernst Heinkel Flugzeugwerke,亨克爾
FIFA-Konföderationen-Pokal 2005,2005年洲際國家盃
Radibor,拉迪博尔
Erftstadt,埃尔夫茨塔特
Schwepnitz,施韦普尼茨
Cuxhaven,库克斯港
Schmölln-Putzkau,施默尔恩-普茨考
Schönteichen,申泰兴
Eurovision Song Contest 1957,1957年欧洲歌唱大赛
Zislow,齐斯洛
Ankershagen,安克尔斯哈根
Rot-Weiss Essen,红白埃森足球俱乐部
Bad Oldesloe,巴特奥尔德斯洛
Verlag Walter de Gruyter,德古意特出版社
