Douglas Adams,ダグラス・アダムズ
Lilian Harvey,リリアン・ハーヴェイ
Karl Jordan,カール・ジョーダン
Hayley Mills,ヘイリー・ミルズ
Ashley Jensen,アシュリー・ジェンセン
Polly Walker,ポリー・ウォーカー
Ron Weasley,ロン・ウィーズリー
"Frederick Ponsonby, 4th Baron Ponsonby of Shulbrede",フレデリック・ポンソンビー (シュールブリードの第4代ポンソンビー男爵)
Freddie Dixon,フレディ・ディクソン
Richard Vernon,リチャード・ヴァーノン
Tommy Lawrence,トミー・ローレンス
Anthony Hopkins,アンソニー・ホプキンス
Alex Arthur,アレックス・アーサー
Ken Adam,ケン・アダム
George Henschel,ジョージ・ヘンシェル
Evelyn Barker,エヴリン・バーカー
Geoffrey Palmer,ジェフリー・パーマー
Daniel Boone,ダニエル・ブーン
Richard Elliot,リチャード・エリオット
"David Sainsbury, Baron Sainsbury of Turville",デービッド・セインズバリー
Lee Naylor,リー・ネイラー
Alison Moyet,アリソン・モイエ
Phyllida Lloyd,フィリダ・ロイド
Radclyffe Hall,ラドクリフ・ホール
Susan George,スーザン・ジョージ
Samantha Bond,サマンサ・ボンド
Anthony Payne,アンソニー・ペイン
Marc Warren,マーク・ウォーレン (ゴルファー)
"Matthew White Ridley, 4th Viscount Ridley",マシュー・ホワイト・リドレー (第4代リドレー子爵)
Isaac Julien,アイザック・ジュリアン
Erika Mann,エーリカ・マン
Anita Brookner,アニータ・ブルックナー
Minette Walters,ミネット・ウォルターズ
Simon Pegg,サイモン・ペッグ
Carol Ann Duffy,キャロル・アン・ダフィ
Carol Cleveland,キャロル・クリーヴランド
Geoff Willis,ジェフ・ウィリス
Pat Fry,パット・フライ
John Campbell-Jones,ジョン・キャンベル＝ジョーンズ
Brian Friel,ブライアン・フライエル
Brian Aldiss,ブライアン・オールディス
Peter Gilmore,ピーター・ギルモア
Rupert Sanders,ルパート・サンダース
Alfred Kerr,アルフレート・ケール
Paul Reuter,ポール・ジュリアス・ロイター
Heinz London,ハインツ・ロンドン
Adam Johnson,アダム・ジョンソン
Hans Singer,ハンス・シンガー
Walter Lassally,ウォルター・ラサリー
John Paul Getty Jr.,ジョン・ポール・ゲティ・ジュニア
"Quintin Hogg, Baron Hailsham of St Marylebone",クィンティン・ホッグ
Jill Ireland,ジル・アイアランド
R. D. Laing,ロナルド・D・レイン
Adam Clayton,アダム・クレイトン
Aubrey de Grey,オーブリー・デ・グレイ
Nikolaus Pevsner,ニコラウス・ペヴズナー
Rudolf Peierls,ルドルフ・パイエルス
Peter Gabriel,ピーター・ガブリエル
Sadie Frost,サディ・フロスト
Sophie Okonedo,ソフィー・オコネドー
Christine McVie,クリスティン・マクヴィー
Tony Kane,トニー・ケイン
Michael Hamburger,マイケル・ハムバーガー
Francis Simon,フランシス・サイモン
Dorothy Dickson,ドロシー・ディクソン
Sybille Bedford,シビル・ベッドフォード
Marius Goring,マリウス・ゴーリング
MyAnna Buring,マイアンナ・バーリング
Rob White,ロブ・ホワイト (エンジニア)
Maurice Philippe,モーリス・フィリップ
Robin Herd,ロビン・ハード
Frank Dernie,フランク・ダーニー
Reginald Innes Pocock,レジナルド・インズ・ポコック
Humza Yousaf,ハムザ・ユーサフ
Jane Leeves,ジェーン・リーヴス
Heather Watson,ヘザー・ワトソン
"Robert Smith, Baron Smith of Kelvin",ロバート・スミス
Graham Stuart,グレアム・スチュワート
Megan Prescott,メーガン・プレスコット
Frederic Calland Williams,フレデリック・カーランド・ウィリアムス
"Cecilia Bowes-Lyon, Countess of Strathmore and Kinghorne",セシリア・ボーズ＝ライアン
Johnny Almond,ジョニー・アーモンド
Dennis W. Sciama,デニス・シアマ
James Morrison,ジェームズ・モリソン
Sean Davis,ショーン・デイヴィス
Gisela Stuart,ジゼラ・ スチュアート
William Henry Bartlett,ウィリアム・ヘンリー・バートレット
Roddy McDowall,ロディ・マクドウォール
Sue Barker,スー・バーカー
Leonard Johnston Wills,レオナード・ウイルス
Diana Dors,ダイアナ・ドース
Logan Pearsall Smith,ローガン・パーサル・スミス
Guy Rolfe,ガイ・ロルフ
Veronica Cartwright,ヴェロニカ・カートライト
Karen Dotrice,カレン・ドートリス
Grete Hermann,グレーテ・ヘルマン
Herbert Rosenfeld,ハーバート・ロゼンフェルド
Edward Dannreuther,エドワード・ダンロイター
Joseph Schacht,シャハト
Dennis Nilsen,デニス・ニルセン
Bianca Jagger,ビアンカ・ジャガー
Charles Warren,チャールズ・ウォーレン (軍人)
Helmut Gernsheim,ヘルムート・ゲルンスハイム
Manu Tuilagi,マヌ・ツイランギ
Henry Hallett Dale,ヘンリー・ハレット・デール
Nina Miranda,ニナ・ミランダ
Kathleen Kenyon,キャスリーン・ケニヨン
Simon Preston,サイモン・プレストン
Martin Benson,マーティン・ベンソン
Gary Streeter,ゲイリー・ストリーター
Benny Green,ベニー・グリーン
Evelyn Glennie,エヴェリン・グレニー
Charles Bennett,チャールズ・ベネット
Anthony Epstein,マイケル・アンソニー・エプスタイン
William Shenstone,ウィリアム・シェンストーン
Christine Keeler,クリスティーン・キーラー
Billy Jenkins,ビリー・ジェンキンズ
Gary Barlow,ゲイリー・バーロウ
Mel Stride,メル・ストライド
Alison Carroll,アリソン・キャロル
Lewis Elton,ルイス・エルトン
Nick Barmby,ニック・バーンビー
Jack Laugher,ジャック・ロー
Vernon Coaker,バーノン・コーカー
Michael Cook,マイケル・クック
Richard Crossman,リチャード・クロスマン
Roma Ryan,ロマ・ライアン
Adrian Paul,エイドリアン・ポール
Benjamin Frankel,ベンジャミン・フランケル
Hans Kornberg,ハンス・コーンバーグ
John Bowes-Lyon,ジョン・ボーズ＝ライアン
Andy Gibb,アンディ・ギブ
Phil Bardsley,フィル・バーズリー
Edzard Ernst,エツァート・エルンスト
Severus Snape,セブルス・スネイプ
Charles Lightoller,チャールズ・ライトラー
Joyce Hatto,ジョイス・ハット
Hamilton Harty,ハミルトン・ハーティ
Lady Gabriella Windsor,ガブリエラ・ウィンザー
Kenny Sansom,ケニー・サンサム
Cilla Black,シラ・ブラック
Ann Clwyd,アン・クルーイド
Steve Ovett,スティーブ・オベット
James Mirrlees,ジェームズ・マーリーズ
Marie Rambert,マリー・ランバート
Ida Haendel,イダ・ヘンデル
Williamina Fleming,ウィリアミーナ・フレミング
Sam Brown,サム・ブラウン
Lottie Dod,ロッティ・ドッド
Margaret Drabble,マーガレット・ドラブル
Paloma Faith,パロマ・フェイス
Stan Laurel,スタン・ローレル
Allan Holdsworth,アラン・ホールズワース
Brendan Foster,ブレンダン・フォスター
Charlotte Auerbach,シャーロット・アワーバック
Craig Ferguson,クレイグ・ファーガソン
Lord Voldemort,ヴォルデモート
E. R. Dodds,E・R・ドッズ
Tommy Godwin,トーマス・ゴッドウィン
Matt Redman,マット・レッドマン
Philippa Gregory,フィリッパ・グレゴリー
Bessie Love,ベッシー・ラヴ
James McClean,ジェームズ・マクレーン
Henry Edwards,ヘンリー・エドワーズ
"Peter Goldsmith, Baron Goldsmith",ゴールドスミス卿
Maggie Nicols,マギー・ニコルズ
Rubeus Hagrid,ルビウス・ハグリッド
Jaime Murray,ジェイミー・マーレイ
May Whitty,メイ・ウィッティ
Wolf Rilla,ウルフ・リラ
Alan Cartwright,アラン・カートライト
Ric Sanders,リック・サンダース
Victor McLaglen,ヴィクター・マクラグレン
Billy Idol,ビリー・アイドル
"Daisy, Princess of Pless",デイジー・フォン・プレス
Mark Elder,マーク・エルダー
Robert Stephenson,ロバート・スチーブンソン
Harry Thompson,ハリー・トンプソン
Kerry Katona,ケリー・カトーナ
Jane Wymark,ジェーン・ワイマーク
Simon Blackburn,サイモン・ブラックバーン
Landon Ronald,ランドン・ロナルド
Harry Melling,ハリー・メリング
Tom Courtenay,トム・コートネイ
Denise Lewis,デニーズ・ルイス
Angus Wilson,アンガス・ウィルソン
Lily Donaldson,リリー・ドナルドソン
Fay Weldon,フェイ・ウェルドン
Alek Wek,アレック・ウェック
Paul Rutherford,ポール・ラザフォード
Cyril J. Mockridge,シリル・J・モックリッジ
Rory Stewart,ローリー・スチュアート
Nicholas Rowe,ニコラス・ロウ
"William de Roumare, Earl of Lincoln",ウィリアム・ド・ルマール (リンカーン伯爵)
Simon Conway Morris,サイモン・コンウェイ・モリス
Jonny Greenwood,ジョニー・グリーンウッド
Andrew Selby,アンドリュー・セルビー
Q,Q
M. Stanley Whittingham,マイケル・スタンリー・ウィッティンガム
Sophie Turner,ソフィー・ターナー
"Birgitte, Duchess of Gloucester",ビアギッテ
Rachel Stevens,レイチェル・スティーヴンス
John Ellis,ジョン・エリス
Adrian Scott Stokes,エイドリアン・スコット・ストークス
Paul Gilroy,ポール・ギルロイ
Marc Bolan,マーク・ボラン
Martin Fowler,マーティン・ファウラー
"Francis Hare, 6th Earl of Listowel",フランシス・ヘア
Edward Walter Maunder,エドワード・マウンダー
James Paterson,ジェイムズ・パタースン (画家)
"Edward Carson, Baron Carson",エドワード・カーゾン (カーゾン男爵)
Ronald Allen,ロナルド・アレン
Rebecca Pidgeon,レベッカ・ピジョン
Luke Moore,ルーク・ムーア
Chris de Burgh,クリス・デ・バー
Sybil Thorndike,シビル・ソーンダイク
Keith West,キース・ウェスト
Emma Pooley,エマ・プーリー
Val McDermid,ヴァル・マクダーミド
Kris Boyd,クリス・ボイド
Timothy Barnes,ティモシー・バーンズ
Steve Nicol,スティーヴ・ニコル
Ralph Eastwood,ラルフ・イーストウッド
Gerry Adams,ジェリー・アダムズ
Elizabeth von Arnim,エリザベス・フォン・アーニム
Abram Besicovitch,エイブラム・サモイロヴィッチ・ベシコヴィッチ
Graham Kendrick,グラハム・ケンドリック
"Charles Spencer, 9th Earl Spencer",チャールズ・スペンサー
Michael Sprott,マイケル・スプロット
Emily Bergl,エミリー・バーグル
Jacqueline Wilson,ジャクリーン・ウィルソン
Princess Augusta Sophia of the United Kingdom,オーガスタ・ソフィア・オブ・ザ・ユナイテッド・キングダム
Stephen Warnock,スティーヴン・ウォーノック
Mike Westbrook,マイク・ウエストブルック
"David Ogilvy, 13th Earl of Airlie",デイヴィッド・オグルヴィ (13代目エアリー伯爵)
Tom Conti,トム・コンティ
Dora Carrington,ドーラ・キャリントン
Aneka,アネーカ
Elizabeth Goudge,エリザベス・グージ
Brian Freemantle,ブライアン・フリーマントル
Joseph Wright,ジョセフ・ライト
Angela Mortimer,アンジェラ・モーティマー
Ann Packer,アン・パッカー
"Cameron Cobbold, 1st Baron Cobbold",キャメロン・フロマンティール・コボルド (初代コボルド男爵)
Anna Kavan,アンナ・カヴァン
David Yallop,デイヴィッド・ヤロップ
Elizabeth Hurley,エリザベス・ハーリー
Ellen Terry,エレン・テリー
Amelle Berrabah,アメリ・ベラバ
Craig Gordon,クレイグ・ゴードン
Charles Granville Bruce,チャールズ・グランヴィル・ブルース
Tessa Sanderson,テッサ・サンダーソン
Emma Kirkby,エマ・カークビー
Ingrid Pitt,イングリッド・ピット
Colin St John Wilson,コリン・セントジョン・ウィルソン卿
Kathleen Ferrier,キャスリーン・フェリア
Eliza Bennett,イライザ・ベネット
Erich Mendelsohn,エーリヒ・メンデルゾーン
Karl Mannheim,カール・マンハイム
E. F. Schumacher,エルンスト・フリードリッヒ・シューマッハー
William Joyce,ウィリアム・ジョイス
Maik Taylor,マイク・テイラー
Norbert Elias,ノルベルト・エリアス
Janet Baker,ジャネット・ベイカー
Mary Bell,メアリー・ベル事件
Tracey Emin,トレイシー・エミン
Donald G. Payne,イアン・キャメロン
David Julyan,デヴィッド・ジュリアン
Daniel Chatto,ダニエル・チャット
William Thomas Stead,ウィリアム・トーマス・ステッド
Denton Welch,デントン・ウェルチ
Birdy,バーディー
Mickie Most,ミッキー・モスト
Russ Bray,ラス・ブレイ
Peter Sellers,ピーター・セラーズ
Eugene Simon,ユージン・サイモン
C. F. Powell,セシル・パウエル
Laurence Payne,ローレンス・ペイン
Belinda Lee,ベリンダ・リー
Frederic John Walker,フレデリック・ジョン・ウォーカー
Andrew Weatherall,アンドリュー・ウェザオール
Little Boots,リトル・ブーツ
Gabrielle,ガブリエル
Archie Panjabi,アーチー・パンジャビ
Patricia Hayes,パトリシア・ヘイズ
Chicane,チカネ
Ken Thorne,ケン・ソーン
Stan Tracey,スタン・トレイシー
"William Joynson-Hicks, 1st Viscount Brentford",ジョインソン・ヒックス
Dougal Haston,ドゥガル・ハストン
Abraham Sofaer,エイブラハム・ソフィア
Anthony Steel,アンソニー・スティール
Gary Numan,ゲイリー・ニューマン
Jacques Mieses,ジャック・ミーゼス
Max Perutz,マックス・ペルーツ
Peter Osgood,ピーター・オスグッド
Paul Hunter,ポール・ハンター
Richard Seaman,ディック・シーマン
Jason Gardener,ジェイソン・ガードナー
Ralf Dahrendorf,ラルフ・ダーレンドルフ
