Douglas Adams,더글러스 애덤스
Edgar F. Codd,에드거 F. 커드
Alexander Litvinenko,알렉산드르 리트비넨코
Princess Patricia of Connaught,코넛 공녀 패트리샤
Nicholas Hoult,니컬러스 홀트
Anton Ferdinand,앤턴 퍼디낸드
Frances Shand Kydd,프랜시스 섄드 키드
Sylvia Pankhurst,실비아 팽크허스트
John Hannah (actor),존 해나 (배우)
Karen Armstrong,캐런 암스트롱
Jodhi May,조디 메이
Robert Grosseteste,로버트 그로스테스트
Kevin Phillips (English footballer),케빈 필립스 (축구 선수)
Kimberley Walsh,킴벌리 월시
Michael Sheen,마이클 신
Tim Rice,팀 라이스
Lindsay Anderson,린지 앤더슨
Noël Coward,노엘 카워드
Jay Spearing,제이 스피어링
Reginald Maudling,레지널드 모들링
Paul Graham (programmer),폴 그레이엄
Tony Hoare,토니 호어
Geoffrey Hinton,제프리 힌턴
Tom Kilburn,톰 킬번
David Marr (neuroscientist),데이비드 마아
Gary Moore,게리 무어
Olivia Newton-John,올리비아 뉴턴존
Glen Johnson,글렌 존슨 (축구 선수)
Gareth Bale,가레스 베일
John Hicks,존 힉스
Jane Goodall,제인 구달
Joe Cole,조 콜
Bronisław Malinowski,브로니스와프 말리노프스키
Derek Jacobi,데릭 재커비
Emma Samms,에마 샘스
Jane March,제인 마치
Jim Broadbent,짐 브로드벤트
Anna Sewell,안나 스웰
Annabelle Wallis,애너벨 월리스
Des'ree,데즈레
Jim Prior,짐 프라이어
Joe Hart,조 하트
Michael York,마이클 요크
Mike Myers,마이크 마이어스
Mark Knopfler,마크 노플러
Mika (singer),미카 (가수)
Clive Barker,클라이브 바커
Chelsea Manning,첼시 매닝
Arnold J. Toynbee,아널드 J. 토인비
Christopher Strachey,크리스토퍼 스트래치
Barry Flanagan,배리 플래니건
Gina McKee,지나 매키
Simon Peyton Jones,사이먼 페이튼 존스
Glenn Murray,글렌 머레이
Armen Sarkissian,아르멘 사르키샨
Ouida,위다
Jayne Torvill,제인 토빌
Liz McClarnon,리즈 맥라논
Michael Ventris,마이클 벤트리스
David Laws,데이비드 로스 (정치인)
Joan Fontaine,조앤 폰테인
Luke Shaw,루크 쇼
"Ben Davies (footballer, born 1993)",벤 데이비스 (1993년생 축구 선수)
Princess Michael of Kent,켄트 공자빈 마이클
Otto Robert Frisch,오토 로베르트 프리슈
"Edward Wood, 1st Earl of Halifax",제1대 핼리팩스 백작 에드워드 우드
Roy Carroll,로이 캐롤
Kieron Dyer,키런 다이어
Patricia St. John,퍼트리샤 세인트존
Pauline Moran,폴린 모런
Oliver Sacks,올리버 색스
Dirk Bogarde,더크 보가드
Michael Gough,마이클 고프
Rufus Sewell,루퍼스 슈얼
Claire Rushbrook,클레어 러시브룩
Oliver Letwin,올리버 레트윈
Kenneth Anderson (British Army officer),케네스 앤더슨
Michelle Dockery,미셸 도커리
Jemma McKenzie-Brown,제마 매켄지브라운
Claire Foy,클레어 포이
Tony Adams,토니 애덤스
B. H. Liddell Hart,바실 헨리 리델 하트
Christopher Chataway,크리스토퍼 채터웨이
Jeremy Hunt,제러미 헌트
James Tavernier,제임스 테버니어
Leighton Baines,레이턴 베인스
Ginny Weasley,지니 위즐리
Ronald Coase,로널드 코스
Danny Alexander,대니 알렉산더
Halford Mackinder,핼퍼드 매킨더
C. P. Snow,C. P. 스노
David Davis (British politician),데이비드 데이비스
Willie Gallacher (politician),윌리엄 갤러처
Jermain Defoe,저메인 디포
Anthony Minghella,앤서니 밍겔라
Kenny Dalglish,케니 댈글리시
Albert Hill (athlete),앨버트 힐
Arthur Evans,아서 에번스
Jay Kay,제이 케이
Aaron Cook (taekwondo),에런 쿡 (태권도 선수)
Lauren Socha,로런 소샤
Howard Webb,하워드 웹
Eglantyne Jebb,에글렌타인 젭
"Phil Brown (footballer, born 1959)",필 브라운
Roma Downey,로마 다우니
Clare Maguire,클레어 매과이어
Bob Hope,밥 호프
Noreena Hertz,노리나 허츠
Carol Reed,캐럴 리드
Danny Welbeck,대니 웰벡
Olivia de Havilland,올리비아 드 하빌랜드
Frederick Soddy,프레더릭 소디
Robin Gibb,로빈 깁
Anoushka Shankar,아누슈카 샹카르
"Nadejda Mountbatten, Marchioness of Milford Haven",밀포드 헤이븐 후작부인 나데이다 마운트배튼
Sophie Monk,소피 멍크
Susan Lynch,수전 린치
John Paul Jones (musician),존 폴 존스 (음악가)
Philip Pullman,필립 풀먼
Sebastian Coe,서배스천 코
Thom Yorke,톰 요크
E. M. Forster,E. M. 포스터
Austen Chamberlain,오스틴 체임벌린
Michael Gove,마이클 고브
Walter Raleigh,월터 롤리
Zena Marshall,지나 마셜
Linsey Dawn McKenzie,린지 돈 매켄지
Bobby Robson,보비 롭슨
Nevill Francis Mott,네빌 프랜시스 모트
John Digweed,존 디그위드
Aasif Mandvi,아시프 맨드비
Rebecca Clarke (composer),리베카 헬퍼리히 클라크
Jessica Hynes,제시카 하인스
Anne-Marie Duff,앤마리 더프
Anthony Crosland,앤서니 크로스랜드
Pauline Baynes,폴린 베인스
David Mumford,데이비드 멈퍼드
Nirj Deva,너지 데바
Rachel Shelley,레이철 셸리
Edith Sitwell,에디스 시트웰
Simon Donaldson,사이먼 도널드슨
Ronald Ross,로널드 로스
Aaron Hughes,에런 휴스
"Mark Davies (footballer, born 1988)",마크 데이비스 (축구 선수)
Francis William Aston,프랜시스 윌리엄 애스턴
Herbert C. Brown,허버트 C. 브라운
Derek Barton,디릭 바턴
Antony Hewish,앤서니 휴이시
Jamie Oliver,제이미 올리버
Bruce Dickinson,브루스 디킨슨
Joe Cocker,조 코커
Alice Bailey,앨리스 베일리
Sarah Stevenson,세라 스티븐슨
Tobias Ellwood,토바이어스 엘우드
Klaus Roth,클라우스 로스
Freddie Fox (actor),프레디 폭스
Richard Borcherds,리처드 보처즈
Keith Richards,키스 리처즈
Richard Hughes (British writer),리처드 휴스 (작가)
Mister Sinister,미스터 시니스터
Lee Child,리 차일드
Nick Clegg,닉 클레그
Arthur Harden,아서 하든
Ed Balls,에드 볼스
Peter O'Toole,피터 오툴
Alec Guinness,앨릭 기니스
Andre Geim,안드레 가임
Kiefer Sutherland,키퍼 서덜랜드
Richard Wright (musician),리처드 라이트 (음악가)
Luna Lovegood,루나 러브굿
Neville Longbottom,네빌 롱보텀
Finola Hughes,피놀라 휴스
Lucy Punch,루시 펀치
Ian McEwan,이언 매큐언
Isobel Campbell,이소벨 캠벨
Gwyneth Jones (soprano),귀네스 존스
"Richard Haldane, 1st Viscount Haldane",제1대 홀데인 자작 리처드 홀데인
Sadiq Khan,사디크 칸
Deborah Kerr,데버러 카
Matt Bellamy,매슈 벨러미
Eadweard Muybridge,에드워드 마이브리지
Stephanie Parker,스테퍼니 파커
Tim Farron,팀 패런
John Strachey (politician),이블린 존 스트레이치
Jeremy Thorpe,제러미 소프
Andrew Huxley,앤드루 헉슬리
Craig Bellamy,크레이그 벨러미
Edwin Muir,에드윈 뮤어
MF Doom,MF DOOM
Chris Squire,크리스 스콰이어
Aaron Klug,에런 클루그
Meera Syal,미라 사이얼
Bonnie Wright,보니 라이트
Martin Ryle,마틴 라일
Ronnie O'Sullivan,로니 오설리번
Dylan Thomas,딜런 토머스
Louise Lombard,루이즈 롬바드
Penelope Lively,퍼넬러피 라이블리
"Norman Foster, Baron Foster of Thames Bank",포스터오브템스뱅크 남작 노먼 포스터
Robert Edwards (physiologist),로버트 에드워즈
Chris Rea,크리스 리아
Martin Freeman,마틴 프리먼
Alan Bates,앨런 베이츠
Catherine Ashton,캐서린 애슈턴
Tom Felton,톰 펠튼
William Sealy Gosset,윌리엄 실리 고셋
Alan Rickman,앨런 릭먼
Sean Bean,숀 빈
James Milner,제임스 밀너
Emile Heskey,에밀 헤스키
Ingrid Newkirk,잉그리드 뉴커크
Anna Calvi,애나 칼비
Charles Dance,찰스 댄스
Peter Cushing,피터 커싱
Maryam d'Abo,마리암 다보
Ruth Wilson,루스 윌슨
George Martin,조지 마틴
Gareth Barry,개러스 배리
Dorothy L. Sayers,도르시 L 세이어스
Konstantin Novoselov,콘스탄틴 노보셀로프
Kieran Richardson,키런 리처드슨
Roland Joffé,롤랑 조페
Eliot Sumner,엘리엇 섬너
Danny Blanchflower,대니 블랜치플라워
George Porter,조지 포터
Sam Allardyce,샘 앨러다이스
Matthew Etherington,매슈 에더링턴
Evelyn Waugh,에벌린 워
Tony Pulis,토니 퓰리스
Bobby Moore,보비 무어
Jean Simmons,진 시먼스 (배우)
Steven Reid,스티븐 리드
"Arthur Tedder, 1st Baron Tedder",제1대 테더 남작 아서 테더
Richard J. Roberts,리처드 J. 로버츠
Lemmy,레미 킬미스터
William Lassell,윌리엄 라셀
Gerry Rafferty,제리 래퍼티
James Black (pharmacologist),제임스 화이트 블랙
Peter Higgs,피터 힉스
John Deacon,존 디콘
Jon Lord,존 로드
Leonard Hobhouse,레너드 홉하우스
Clementine Churchill,클레멘타인 처칠
Alan Hutton,앨런 허턴
Peter Mandelson,피터 맨델슨
Tony Hibbert,토니 히버트
David Bentley,데이비드 벤틀리
Joe Strummer,조 스트러머
"Peter Carington, 6th Baron Carrington",제6대 캐링턴 남작 피터 캐링턴
Cory Doctorow,코리 닥터로
Christopher A. Pissarides,크리스토퍼 피사리데스
Katie Leung,케이티 렁
Warwick Davis,워릭 데이비스
Mary Rand,메리 랜드
Joan Armatrading,조앤 아머트레이딩
William Beveridge,윌리엄 베버리지
"Jeffery Amherst, 1st Baron Amherst",제1대 애머스트 남작 제프리 애머스트
James Boswell,제임스 보스웰
Ignacy Jan Paderewski,이그나치 얀 파데레프스키
John Bercow,존 버코
Hugh Dowding,휴 다우딩
Abu Hamza al-Masri,아부 함자 알마스리
John Julius Norwich,존 줄리어스 노리치
Steve Harris (musician),스티브 해리스
Enid Blyton,에니드 블라이턴
John Vane,존 로버트 베인
Tim Hunt,팀 헌트
David Trimble,데이비드 트림블
Jamie xx,제이미 엑스엑스
Lara Pulver,라라 펄버
Carwyn Jones,카륀 존스
Flora Robson,플로라 롭슨
Alan Ball Jr.,앨런 볼 (축구인)
Ben Barnes (actor),벤 반스
Skandar Keynes,스캔더 케인스
James Taylor,제임스 테일러
Anthony James Leggett,앤서니 레깃
Duffy (singer),더피
Holliday Grainger,홀리데이 그레인저
Thomas Gainsborough,토머스 게인즈버러
Matthew Lewis (actor),매슈 루이스 (배우)
John Barry (composer),존 배리
Edward Fox (actor),에드워드 폭스
Linford Christie,린퍼드 크리스티
James Fox,제임스 폭스 (배우)
Ritchie Blackmore,리치 블랙모어
Minerva McGonagall,미네르바 맥고나걸
"John Vereker, 6th Viscount Gort",제6대 고트 자작 존 베레커
Jeff Beck,제프 벡
Stewart Granger,스튜어트 그레인저
Christopher Isherwood,크리스토퍼 이셔우드
Martin Amis,마틴 에이미스
Graeme Souness,그레임 수네스
Stephen Fry,스티븐 프라이
Shaun Wright-Phillips,숀 라이트필립스
John Whittingdale,존 위팅데일
Nigella Lawson,나이젤라 로슨
Jade Goody,제이드 구디
Nick Mason,닉 메이슨
Steve Nash,스티브 내시
Guy Ritchie,가이 리치
Scott Sinclair,스콧 싱클레어
Chris Hoy,크리스 호이
Steve Davis,스티브 데이비스
Nedum Onuoha,네덤 오누오하
Josh McEachran,조시 매키크런
Robert Skidelsky,로버트 스키델스키
"Antony Armstrong-Jones, 1st Earl of Snowdon",제1대 스노든 백작 앤서니 암스트롱존스
Kevin McNally,케빈 맥널리
Kunal Nayyar,쿠널 나이어
David Hemmings,데이비드 헤밍스
Hugh Trevor-Roper,휴 트레버-로퍼
Harold Shipman,해럴드 시프먼
Colin Renfrew,앤드루 콜린 렌프루
Graham Coxon,그레이엄 콕슨
"Edward Grey, 1st Viscount Grey of Fallodon",에드워드 그레이
"Alexander Cambridge, 1st Earl of Athlone",제1대 애슬론 백작 알렉산더 케임브리지
"Eric Drummond, 7th Earl of Perth",제7대 퍼스 백작 에릭 드러먼드
N. T. Wright,니컬러스 토머스 라이트
Lionel Robbins,라이어널 로빈스
Martin Rees,마틴 리스
Nicholas Kaldor,니컬러스 칼도
"George Mountbatten, 2nd Marquess of Milford Haven",제2대 밀퍼드헤이븐 후작 조지 마운트배튼
"Edmund Ironside, 1st Baron Ironside",제1대 아이언사이드 남작 에드먼드 아이언사이드
"Herbert Samuel, 1st Viscount Samuel",허버트 새뮤얼
David Coverdale,데이비드 커버데일
Princess Alice of Battenberg,바텐베르크 공녀 앨리스
Noel Gallagher,노엘 갤러거
Miss Marple,제인 마플
Emily Blunt,에밀리 블런트
Tony Scott,토니 스콧
Katherine Parkinson,캐서린 파킨슨
Alan Hodgkin,앨런 호지킨
Susannah Harker,수재나 하커
Alan Baker (mathematician),앨런 베이커
David Bohm,데이비드 봄
Geezer Butler,기저 버틀러
Glenn Hughes (musician),글렌 휴즈
Karl Pearson,칼 피어슨
Gary Lewis (actor),게리 루이스 (배우)
Robson Green,롭슨 그린
Malcolm McDowell,맬컴 맥다월
Lesley-Anne Down,레슬리 앤 다운
Louise Mountbatten,루이즈 마운트배튼
Phyllis Logan,필리스 로건
Daphne du Maurier,대프니 듀모리에
Thomas Newcomen,토머스 뉴커먼
Richard Branson,리처드 브랜슨
Sienna Miller,시에나 밀러
Nonso Anozie,논소 아노지
Barbara Steele,바버라 스틸
Olivia d'Abo,올리비아 다보
Alf Ramsey,앨프 램지
Cary Elwes,케리 엘위스
Sade (singer),샤데이 아두
Alex Oxlade-Chamberlain,앨릭스 옥슬레이드체임벌린
Steve McClaren,스티브 매클래런
William Walton,윌리엄 월튼
Hugh Griffith,휴 그리피스
Roger Penrose,로저 펜로즈
Bradley Wiggins,브래들리 위긴스
Brendan Rodgers,브렌던 로저스
James McFadden,제임스 맥패든
Robert Fisk,로버트 피스크
Stephen Wolfram,스티븐 울프럼
Ray Winstone,레이 윈스턴
Jack Davenport,잭 대븐포트
Joe Wright,조 라이트
Percy Hodge,퍼시 호지
Rose Keegan,로즈 키건
"Prince Henry, Duke of Gloucester",글로스터 공작 헨리
Robert Donat,로버트 도냇
Theresa May,테리사 메이
Heather Mills,헤더 밀스
Eva Le Gallienne,에바 르 갈리엔
James McAvoy,제임스 맥어보이
Bernard Hill,버나드 힐
John Louis Emil Dreyer,욘 드레위에르
Georgia Tennant,조지아 모펫
Keith Vaz,키스 배즈
William Moseley (actor),윌리엄 모즐리
Alexander Siddig,알렉산더 시디그
Desmond Morris,데즈먼드 모리스
George Shaw (biologist),조지 쇼 (생물학자)
Annie Ross,애니 로스
Don Airey,돈 에이리
Richard Rutt,노대영
Laura Fraser,로라 프레이저
Moira Shearer,모이라 시어러
Shayne Ward,셰인 워드
Herbert Morrison,허버트 모리슨
Miranda Raison,미란다 레이즌
Wayne Rooney,웨인 루니
Paul McGann,폴 맥갠
Christopher Cazenove,크리스토퍼 카제노브
Katy B,케이티 비
Bobby Sands,바비 샌즈
Jessica Brown Findlay,제시카 브라운 핀들리
David Ogilvy (businessman),데이비드 오길비
Violet Jessop,바이올렛 제솝
Naomi Campbell,나오미 캠벨
Zienia Merton,지니아 머턴
John Lynch (actor),존 린치 (배우)
Colin Jackson,콜린 잭슨
Charlie Adam,찰리 애덤
Kevin Davies,케빈 데이비스
Paul Ince,폴 인스
Robin Cook,로빈 쿡 (정치인)
Jack Straw,잭 스트로
James Herriot,제임스 헤리엇
Marc Albrighton,마크 올브라이턴
George Mallory,조지 맬러리
"Alan Brooke, 1st Viscount Alanbrooke",제1대 앨런브룩 자작 앨런 브룩
Francis Crick,프랜시스 크릭
Alain de Botton,알랭 드 보통
Tilda Swinton,틸다 스윈튼
Michael Caine,마이클 케인
Robert Green,로버트 그린
Philip Glenister,필립 글레니스터
Charlotte Lewis,샬럿 루이스
Gustav Holst,구스타브 홀스트
Vanessa Angel (English actress),바네사 엔젤
Jane Seymour (actress),제인 시모어 (배우)
Angelica Mandy,앤젤리카 맨디
Dominic Raab,도미닉 라브
Paul Grice,폴 그라이스
Aga Khan IV,아가 칸 4세
Colin McRae,콜린 맥레이
Ralph Brown,랠프 브라운
P. F. Strawson,P. F. 스트로슨
Diana Vickers,다이애나 비커스
Mark Selby,마크 셀비
Christopher Guest,크리스토퍼 게스트
John Dee,존 디
Lou Doillon,루 두아용
Sally Potter,샐리 포터
Joe Lewis (businessman),조 루이스 (1937년)
Scott Speedman,스콧 스피드먼
Ginger Baker,진저 베이커
Michael Bond,마이클 본드
Rebecca Ferguson (singer),리베카 퍼거슨
John Horton Conway,존 호턴 콘웨이
John Davis (explorer),존 데이비스 (탐험가)
Dan Wheldon,댄 웰던
Roger Daltrey,로저 돌트리
Pat Jennings,팻 제닝스
Les Ferdinand,레스 퍼디낸드
Julian Fellowes,줄리언 펠로스
"John Hunt, Baron Hunt",헌트 남작 존 헌트
"Herbert Plumer, 1st Viscount Plumer",제1대 플러머 자작 헐버트 플러머
Richard Francis Burton,리처드 프랜시스 버턴
Nicholas Courtney,니컬러스 코트니
Robert Graves,로버트 그레이브스
Matthew Upson,매슈 업슨
Mary McCartney,메리 매카트니
Fortune Gordien,포춘 고디엔
Caroline Goodall,캐럴라인 구돌
George V,조지 5세
Nigel Hawthorne,나이절 호손
Curtis Davies,커티스 데이비스
Rick Wakeman,릭 웨이크먼
Vince Clarke,빈스 클라크
David Dunn,데이비드 던
Danny Gabbidon,대니 가비던
Mike Newell (director),마이크 뉴얼
William Temple (bishop),윌리엄 템플
Randall Davidson,랜들 데이비드슨
Fraizer Campbell,프레이저 캠벨
Arthur Darvill,아서 다빌
Ian Holloway,이언 홀러웨이
Craig Gardner,크레이그 가드너
Connor Wickham,코너 위컴
Gary Speed,게리 스피드
Morrissey,모리세이
Stewart Downing,스튜어트 다우닝
Eileen Atkins,아일린 앳킨스
Joey Barton,조이 바턴
Myra Hess,마이러 헤스
Camilla Luddington,커밀라 러딩턴
Virginia McKenna,버지니아 매케나
Steve Harper,스티브 하퍼
Tom Hollander,톰 홀랜더
Ben Amos,벤 아모스
Kevin McKidd,케빈 매키드
David Platt,데이비드 플랫
Arnold Wesker,아널드 웨스커
Jack Colback,잭 콜백
David Vaughan (footballer),데이비드 본
Dido (singer),다이도 (가수)
Tony Iommi,토니 아이오미
Simon Reynolds,사이먼 레이놀즈
Kay Kendall,케이 켄들
Talulah Riley,털룰라 라일리
Thomas Cranmer,토머스 크랜머
Drew McIntyre,드루 매킨타이어
Pete Doherty,피트 도허티
John Hurt,존 허트
Benny Hill,베니 힐
Steven Taylor (footballer),스티븐 테일러 (축구 선수)
Nick Park,닉 파크
Penelope Fitzgerald,퍼넬러피 피츠제럴드
Sarah Lucas,세라 루커스
Patrick Moore,패트릭 무어
