George Washington,조지 워싱턴
Trace Cyrus,트레이스 사이러스
Anna Margaret,애나 마거릿
Kurt Weill,쿠르트 바일
Noah Cyrus,노아 사이러스
Robert Altman,로버트 올트먼
Renée Zellweger,러네이 젤위거
Linh Nga,응우옌린응아
Fred Niblo,프레드 니블로
Stephen Sondheim,스티븐 손드하임
Mae Busch,메이 부시
Freeman Dyson,프리먼 다이슨
Barbara Bush (born 1981),바버라 피어스 부시
Albert Bandura,앨버트 반두라
Elinor Ostrom,엘리너 오스트롬
John Barrowman,존 배로먼
Gertrude Abercrombie,거트루드 에이버크롬비
Lindsey Jacobellis,린지 제이커벨리스
Andrei Konchalovsky,안드레이 콘찰롭스키
Alonzo Church,알론조 처치
Charles Laughton,찰스 로턴
John McCarthy (computer scientist),존 매카시 (컴퓨터 과학자)
Alan Kay,앨런 케이
Felix Bloch,펠릭스 블로흐
Levon Aronian,레본 아로니안
Daniel Libeskind,대니얼 리버스킨드
Norman Borlaug,노먼 볼로그
Arnold Schoenberg,아르놀트 쇤베르크
Robert Anderson (playwright),로버트 앤더슨 (극작가)
Orson Welles,오슨 웰스
Woody Allen,우디 앨런
Terry Gilliam,테리 길리엄
Fred Zinnemann,프레드 진네만
William Dieterle,윌리엄 디터리
Michael Stonebraker,마이클 스톤브레이커
Ridley Scott,리들리 스콧
Mike Farrell,마이크 패럴
Eric Schmidt,에릭 슈밋
Robert A. Heinlein,로버트 A. 하인라인
Claude Shannon,클로드 섀넌
Larry Ellison,래리 엘리슨
Thornton Wilder,손턴 와일더
Michael Giacchino,마이클 자키노
Dorothy McGuire,도러시 맥과이어
Scott Brown (politician),스콧 브라운 (정치인)
Dolores Costello,돌로레스 코스텔로
Kevin Spacey,케빈 스페이시
Paul Thomas Anderson,폴 토머스 앤더슨
Tay Zonday,테이 존데이
Jamie Lynn Spears,제이미 린 스피어스
Oprah Winfrey,오프라 윈프리
Vint Cerf,빈트 서프
John Backus,존 배커스
Vanessa Hudgens,버네사 허진스
Ernest Bloch,에르네스트 블로흐
Ian Murdock,이언 머독
Max Ernst,막스 에른스트
Hans Albert Einstein,한스 알베르트 아인슈타인
Jasper Johns,재스퍼 존스
Missy Elliott,미시 엘리엇
Christopher Nolan,크리스토퍼 놀란
George Cukor,조지 큐커
Tim Burton,팀 버튼
Gus Van Sant,구스 반 산트
Katharine Hepburn,캐서린 헵번
Jay Wright Forrester,제이 라이트 포레스터
David Eisenbud,데이비드 아이젠버드
Johnny Damon,조니 데이먼
Otto Stern,오토 슈테른
Sergey Brin,세르게이 브린
Sinclair Lewis,싱클레어 루이스
Charles Brenton Huggins,찰스 브렌턴 허긴스
Jim Beaver,짐 비버
Gian-Carlo Coppola,지안카를로 코폴라
Robert F. Kennedy,로버트 F. 케네디
Dwight Howard,드와이트 하워드
Jean-Michel Basquiat,장미셸 바스키아
Stanley B. Prusiner,스탠리 B. 프루시너
Kobe Bryant,코비 브라이언트
Blake Edwards,블레이크 에드워즈
Jennifer Doudna,제니퍼 다우드나
Lotfi A. Zadeh,로트피 자데
Scott Fahlman,스콧 팰만
Robert Metcalfe,로버트 메칼프
Mark Russinovich,마크 러시노비치
Charles P. Thacker,찰스 P. 태커
Aretha Franklin,아레사 프랭클린
Peter Chen,피터 첸
Roman Jakobson,로만 야콥슨
Armand Borel,아르망 보렐
Randy Johnson,랜디 존슨
Duke Kahanamoku,듀크 카하나모쿠
George Gershwin,조지 거슈윈
Elisabeth Kübler-Ross,엘리자베스 퀴블러로스
Toni Braxton,토니 브랙스턴
Faizon Love,페이즌 러브
Eric Kandel,에릭 캔들
Francis Ford Coppola,프랜시스 포드 코폴라
Marcus Mumford,마커스 멈퍼드
David E. Goldberg,데이비드 골드버그
David S. Johnson,데이비드 S. 존슨
Jeffrey Ullman,제프리 울만
Grady Booch,그래디 부치
Dave Cutler,데이비드 커틀러
Danny Pino,대니 피노
Don Norman,도널드 노먼
John Sutter,존 서터
John Singer Sargent,존 싱어 사전트
Meyer Guggenheim,마이어 구겐하임
Richard Holbrooke,리처드 홀브룩
Chris Brown,크리스 브라운
Eugene Wigner,유진 위그너
André Previn,앙드레 프레빈
Saul Alinsky,솔 앨린스키
John Lloyd Stephens,존 로이드 스티븐스
James Franck,제임스 프랑크
Scott Forstall,스콧 포스톨
Edmund M. Clarke,에드먼드 M. 클라크
Uma Thurman,우마 서먼
Salma Hayek,살마 아예크
Hans Bethe,한스 베테
James Thurber,제임스 서버
Judea Pearl,주데아 펄
George F. Kennan,조지 케넌
Rick Santorum,릭 샌토럼
Avery Brundage,에이버리 브런디지
Stephen Kramer Glickman,스티븐 크레이머 글리크먼
Carlos PenaVega,카를로스 페나 주니어
Mara Corday,마라 코데이
James Maslow,제임스 매슬로
Otto Fritz Meyerhof,오토 프리츠 마이어호프
Heinrich Schliemann,하인리히 슐리만
Maria Goeppert Mayer,마리아 괴퍼트메이어
Levi Strauss,리바이 스트라우스
John L. Hennessy,존 L. 헤네시
William James,윌리엄 제임스
Georgia Engel,조지아 엥글
Russell Alan Hulse,러셀 앨런 헐스
Michael Kamen,마이클 카멘
Jessica Jaymes,제시카 제임스
Kevin Schmidt,케빈 슈밋
Paolo Bacigalupi,파올로 바치갈루피
Felix Solis,펠릭스 솔리스
Pablo Schreiber,파블로 슈라이버
Corey Stoll,코리 스톨
Wernher von Braun,베르너 폰 브라운
Billy Beane,빌리 빈
Anton LaVey,앤턴 라베이
Don McLean,돈 맥클린
Marcel Breuer,마르셀 브로이어
John Jacob Astor,존 제이컵 애스터
Michael Cole (wrestling),마이클 콜
Emil Artin,에밀 아르틴
Paul Hindemith,파울 힌데미트
Gerard Salton,제라드 솔튼
Tony Fadell,토니 퍼델
Douglas McIlroy,더글러스 매킬로이
Jo Jones,조 존스
Samuel Bowles (economist),새뮤얼 보울스
William Howard Stein,윌리엄 하워드 스타인
Thomas Macdonough,토머스 맥도너
Kimberly J. Brown,킴벌리 J. 브라운
Matt Mullenweg,맷 멀런웨그
Tina Aumont,티나 오몽
Michael Shermer,마이클 셔머
Tynisha Keli,티니샤 켈리
William Alston,윌리엄 올스턴
Jaron Lanier,재런 러니어
Daniel J. Bernstein,대니얼 J. 번스타인
Branch Rickey,브랜치 리키
Jessica Lu,제시카 루
Edward Norton,에드워드 노턴
Edward Charles Pickering,에드워드 찰스 피커링
Alma Mahler,알마 말러
Gerry Mulligan,제리 멀리건
Peter Graves,피터 그레이브스
Lynn Redgrave,린 레드그레이브
Chris Buck,크리스 벅
Ariel Winter,애리얼 윈터
Markus Schulz,마르쿠스 슐츠
Fritz London,프리츠 론돈
Liam Neeson,리암 니슨
Erik Erikson,에릭 에릭슨
Claes Oldenburg,클라스 올든버그
Henry Draper,헨리 드레이퍼
Charles Quigley,찰스 퀴글리
Michelle Williams (actress),미셸 윌리엄스 (배우)
Yehudi Menuhin,예후디 메뉴인
Hugo Münsterberg,휴고 뮌스터버그
Carol W. Greider,캐럴 그라이더
Elizabeth Blackburn,엘리자베스 블랙번
Logan Henderson,로건 헨더슨
Rob Kardashian,롭 카다시안
Tim Paterson,팀 패터슨
Justin Mentell,저스틴 멘텔
Melendy Britt,멜렌디 브릿
Mase,메이스 (가수)
Taylor Swift,테일러 스위프트
Brewster Kahle,브루스터 케일
Rick Gates (Internet pioneer),릭 게이츠
Alan Kotok,앨런 코톡
Ernst Krenek,에른스트 크레네크
Lyonel Feininger,라이오넬 파이닝거
Lisa Zane,리사 제인
Calista Flockhart,캘리스타 플록하트
Robert Aumann,로버트 아우만
Matt Hardy,맷 하디
Marc Anthony,마크 앤서니
David Giuntoli,데이비드 준톨리
Max August Zorn,막스 초른
Courteney Cox,코트니 콕스
Billy Mays,빌리 메이스
Kristen Stewart,크리스틴 스튜어트
Joseph Henry,조지프 헨리
Kary Mullis,캐리 멀리스
Michael Cimino,마이클 치미노
Charles Petzold,찰스 페졸드
Frank Rosenblatt,프랑크 로젠블랫
Leonid Levin,레오니드 레빈
J. Michael Straczynski,J. 마이클 스트러진스키
Robert Sedgewick (computer scientist),로버트 세지윅
Mario Van Peebles,마리오 밴 피블스
An Wang,왕안
Merton Miller,머턴 밀러
Michael Spence,마이클 스펜스
Robert Solow,로버트 솔로
Leonid Hurwicz,레오니트 후르비치
Eric Szmanda,에릭 스맨다
Thomas Paine,토머스 페인
Fred Weller,프레드 웰러
Herb Jeffries,허브 제프리즈
Mark Price,마크 프라이스
Jason O'Mara,제이슨 오마라
Albert A. Michelson,앨버트 에이브러햄 마이컬슨
Idina Menzel,이디나 멘젤
Melanie (singer),멜러니 사프카
Alexander Archipenko,알렉산드르 아키펭코
Zubin Mehta,주빈 메타
Lionel Richie,라이오넬 리치
Danny DeVito,대니 드비토
Big Van Vader,빅 밴 베이더
Robert Benton,로버트 벤턴
Barbara W. Tuchman,바바라 터크먼
Joshua Bloch,조슈아 블로치
Jeff Hawkins,제프 호킨스
Jim Blinn,짐 블린
Jason Lewis (actor),제이슨 루이스
Louis Mustillo,루이 무스틸로
Brad Maddox,브래드 매독스
Caroline Sunshine,캐럴라인 선샤인
Kathleen Sebelius,캐슬린 시빌리어스
Peter Bogdanovich,피터 보그다노비치
Nam June Paik,백남준
W. E. B. Du Bois,W. E. B. 듀보이스
Kid Rock,키드 록
Too Short,투 숏
Patrick Leahy,패트릭 레이히
Gloria Grahame,글로리아 그레이엄
Melvil Dewey,멜빌 듀이
Sarah Jones (screen actress),세라 존스
Ann Druyan,앤 드리앤
Daniel Hollie,대니얼 올리
Abby Brammell,애비 브람멜
Paul Leder,폴 레더
Arleigh Burke,알레이 버크
Neil Immerman,닐 이머만
Bobby Bonds,바비 본즈
Dweezil Zappa,위질 자파
Annie Parisse,애니 파리스
Harold Lockwood,해럴드 록우드
Hallee Hirsh,핼리 허시
Randal L. Schwartz,랜들 L. 슈왈츠
Frank Zappa,프랭크 자파
Jerry Springer,제리 스프링거
Busta Rhymes,버스타 라임스
Chief Keef,치프 키프
Douglas MacArthur,더글러스 맥아더
Gene Cernan,유진 서넌
Ozzie Smith,아지 스미스
Bernie Leadon,버니 리던
Mike Huckabee,마이크 허커비
Carl Schurz,카를 슈르츠
Ashley Tisdale,애슐리 티스데일
Pat Nixon,팻 닉슨
Robert Redford,로버트 레드퍼드
Catwoman,캣우먼
Michael Bay,마이클 베이
Mary Jane Watson,메리 제인 왓슨
John Shea,존 셰이
George Gamow,조지 가모프
Jimmy Miller,지미 밀러
Joel Kinnaman,조엘 키너먼
Josephine Hull,조지핀 헐
Randy Savage,랜디 새비지
Vanessa Branch,버네사 브랜치
Chris Broderick,크리스 브로더릭
Max Brooks,맥스 브룩스
Mireille Enos,미레유 에노스
Deborah Raffin,데보라 래핀
Sherman Howard,셔먼 하워드
Bart D. Ehrman,바트 D. 어만
Arthur Compton,아서 콤프턴
Wallace Givens,월리스 기븐스
Gerald Weinberg,제럴드 마빈 와인버그
M. Shadows,M. 섀도스
Thomas DiLorenzo,토머스 딜로렌조
Russell Kirk,러셀 커크
Peter Parros,피터 패로스
Steve McQueen,스티브 매퀸 (배우)
Louise Bourgeois,루이즈 부르주아
Alvin E. Roth,앨빈 로스
Brendan Sexton III,브렌던 섹스턴 3세
Beth Broderick,베스 브로더릭
Matthew Broderick,매슈 브로더릭
Jubilee (character),주빌리 (마블 코믹스)
John Fisher Burns,존 F. 번스
Domino (character),도미노 (마블 코믹스)
David Petraeus,데이비드 퍼트레이어스
Errol Flynn,에롤 플린
David McClelland,데이비드 매클렐런드
Clark L. Hull,클라크 레너드 헐
Bessie Smith,베시 스미스
Lindsey Stirling,린지 스털링
Terry Kiser,테리 키저
Al Jolson,알 졸슨
Jesse Jane,제시 제인
Richard Meier,리처드 마이어
Jet Li,이연걸
John Forbes Nash Jr.,존 포브스 내시
Maria Callas,마리아 칼라스
Lauren Cohan,로런 코핸
Cy Twombly,사이 트웜블리
John G. Kemeny,존 조지 케메니
Frank Lloyd,프랭크 로이드
Matt Morgan,맷 모건
Herbert Marcuse,헤르베르트 마르쿠제
Milton L. Humason,밀턴 휴메이슨
Matthew Lillard,매슈 릴러드
Alexander Cartwright,알렉산더 카트라이트
Kim Hunter,킴 헌터
Robert Wise,로버트 와이즈
Eugene O'Neill,유진 오닐
Hannah Arendt,한나 아렌트
Hilary Swank,힐러리 스왱크
Edwin Catmull,에드윈 캐트멀
Miles Davis,마일스 데이비스
Martin Rodbell,마틴 로드벨
Heidi Klum,하이디 클룸
Ricky Martin,리키 마틴
Logan Miller,로건 밀러
Irving Berlin,어빙 벌린
John Mott,존 모트
Bill Murray,빌 머리
Brie Larson,브리 라슨
Earle Meadows,얼 메도스
Roland Emmerich,롤란트 에머리히
Venki Ramakrishnan,벤카트라만 라마크리슈난
F. Scott Fitzgerald,F. 스콧 피츠제럴드
Michelle Pfeiffer,미셸 파이퍼
Friedrich List,프리드리히 리스트
Greg Baker,그레그 베이커
Walter Tewksbury,월터 툭스버리
Anthony Mayweather,토미 머서
Thomas Gold,토머스 골드
Bitty Schram,비티 슈람
Paul Henreid,폴 헨리드
Carmelo Anthony,카멜로 앤서니
Joan Bennett,조앤 베넷
Pink (singer),핑크 (가수)
Paul Tillich,폴 틸리히
Günter Blobel,권터 블로벨
Randee Heller,랜디 헬러
Riley Steele,라일리 스틸
Mark Rothko,마크 로스코
Joe Lieberman,조 리버먼
Stan Getz,스탠 게츠
Tera Patrick,테라 패트릭
Klay Thompson,클레이 톰프슨
Rod Milburn,로드 밀번
Ansel Adams,앤설 애덤스
Alfred Einstein,알프레트 아인슈타인
Lotte Lehmann,로테 레만
Mildred Dresselhaus,밀드레드 드레슬하우스
Christopher Paolini,크리스토퍼 파올리니
Max Fleischer,맥스 플라이셔
Memphis Bleek,멤피스 블릭
Elizabeth Berkley,엘리자베스 버클리
Martin Schwarzschild,마르틴 슈바르츠실트
Brian Greene,브라이언 그린
Kevin Durant,케빈 듀랜트
Irving Kaplansky,어빙 커플랜스키
Norman Finkelstein,노먼 핑컬스틴
Maria von Trapp,마리아 폰 트라프
Joseph Schildkraut,조지프 실드크라우트
Burt Lancaster,버트 랭커스터
Danielle Fishel,다니엘 피셀
Henry M. Morris,헨리 모리스
Will Chase,윌 체이스
Ethel Merman,에설 머먼
Jack Kerouac,잭 케루악
Michele Bachmann,미셸 바크먼
Stephenie Meyer,스테프니 메이어
Claudio Arrau,클라우디오 아라우
Charles Proteus Steinmetz,찰스 프로테우스 스타인메츠
David Cryer,데이비드 크라이어
Walter Dornberger,발터 도른베르거
Elizabeth Reaser,엘리자베스 리서
Abner Biberman,애브너 비버맨
Brandon Soo Hoo,브랜던 수 후
2 Chainz,2 체인즈
Angela Davis,앤절라 데이비스
John D. Rockefeller,존 D. 록펠러
László Moholy-Nagy,모홀리 나기
Graham Zusi,그레이엄 주시
Brandon McDonald (footballer),브랜던 맥도널드
Lee Tergesen,리 터거슨
Joshua Malina,조슈아 말리나
DeAndre Jordan,디앤드리 조던
Michael Grunstein,마이클 그룬스타인
Brent Corrigan,브렌트 코리건
Karl Freund,카를 프로인트
Jessica Sanchez,제시카 산체스
Edna St. Vincent Millay,에드나 세인트 빈센트 밀레이
Tony Curtis,토니 커티스
Kendrick Lamar,켄드릭 라마
Karl Malden,칼 몰든
Leo Frank,리오 프랭크
Evan Longoria,에번 롱고리아
Lalaine,렐레인
Walter Cronkite,월터 크롱카이트
Patti LaBelle,패티 라벨
Florence Griffith Joyner,플로렌스 그리피스조이너
David J. Wineland,데이비드 J. 와인랜드
Richard Courant,리하르트 쿠란트
Gary Cooper,게리 쿠퍼
Barbara Stanwyck,바버라 스탠윅
Carl Laemmle,칼 렘리
Karl August Wittfogel,카를 아우구스트 비트포겔
Wilma Rudolph,윌마 루돌프
Bill Frist,빌 프리스트
Oskar Morgenstern,오스카르 모르겐슈테른
Kurt Koffka,쿠르트 코프카
Jürgen Prochnow,위르겐 프로흐노
DJ Ashba,DJ 애슈바
ASAP Rocky,에이셉 라키
Peter Horton,피터 호튼
Kim McGuire,킴 맥과이어
Theda Skocpol,시다 스코치폴
Blake Shelton,블레이크 셸턴
Robert Hofstadter,로버트 호프스태터
Jefferson Davis,제퍼슨 데이비스
Jack Lemmon,잭 레먼
Bob Hope,밥 호프
Arleen Sorkin,알린 소킨
Joseph Pilates,요제프 필라테스
Rose Marie,로즈 마리 (배우)
Ian Somerhalder,이언 서머홀더
Stanley Miller,스탠리 밀러
Barry Watson (actor),배리 왓슨
Dwyane Wade,드웨인 웨이드
Cyd Charisse,시드 챠리시
Victor Fleming,빅터 플레밍
Max Dehn,막스 덴
Detlef Schrempf,데틀레프 슈렘프
Evelyn Brent,에블린 브렌트
Vondie Curtis-Hall,본디 커티스홀
Tom Lantos,톰 랜토스
Jonathan Spector,조너선 스펙터
Shawn Michaels,숀 마이클스
Henry Koster,헨리 코스터
Matthew C. Perry,매슈 페리 (군인)
Paul Lazarsfeld,폴 라자스펠드
Bettie Page,베티 페이지
Carl Gustav Hempel,칼 구스타프 헴펠
James Cagney,제임스 캐그니
Norma Shearer,노마 시어러
John Carpenter,존 카펜터
Shirley MacLaine,셜리 매클레인
Warren Beatty,워렌 비티
William Holden,윌리엄 홀든
Robert Andrews Millikan,로버트 앤드루스 밀리컨
Paul Krugman,폴 크루그먼
Walter Huston,월터 휴스턴
Holly Marie Combs,홀리 마리 컴즈
Diane Venora,다이앤 베노라
Tracey Ullman,트레이시 울먼
Mackenzie Foy,매켄지 포이
Troy Gentile,트로이 젠틸
Ashanti (singer),아샨티 (가수)
Alanis Morissette,앨러니스 모리세트
Owen Wilson,오언 윌슨
Kim Stanley Robinson,킴 스탠리 로빈슨
Cassie Scerbo,캐시 서보
Paul Allen,폴 앨런
Nicki Minaj,니키 미나즈
James Joseph Dresnok,제임스 드레스녹
Brenda Strong,브렌다 스트롱
Elisabeth Schumann,엘리자베트 슈만
Elisabeth Röhm,엘리자베스 룀
Anna Kournikova,안나 쿠르니코바
John Barrymore,존 배리모어
James Caan,제임스 칸
Carl Lewis,칼 루이스
E-40,E-40
Glen Campbell,글렌 캠벨
Henry David Thoreau,헨리 데이비드 소로
Blake Lively,블레이크 라이블리
Nia Vardalos,니아 바달로스
Lita Grey,리타 그레이
Leonard Kleinrock,레너드 클라인록
Sendhil Ramamurthy,센딜 라마머시
Ted Nelson,테드 넬슨
Miguel de Icaza,미겔 데 이카사
Jay-Z,제이Z
Bob Kahn,로버트 칸
Jane Wyman,제인 와이먼
Paulette Goddard,폴렛 고더드
Tim Robbins,팀 로빈스
John Williams,존 윌리엄스 (작곡가)
Anna Politkovskaya,안나 폴릿콥스카야
Marguerite Yourcenar,마르그리트 유르스나르
Norman Taurog,노먼 터로그
Jim Kajiya,짐 카지야
Stella Adler,스텔라 애들러
Atticus Shaffer,애티커스 샤퍼
Valery Leontiev,발레리 레온티예프
Janet Jackson,자넷 잭슨
Andrew Yao,앤드루 야오
Ulric Neisser,율릭 나이서
Charles Bachman,찰스 바크만
Gene Amdahl,진 암달
Ralph Barton Perry,랠프 베리
Alan Perlis,앨런 펄리스
Marc Andreessen,마크 앤드리슨
Olivia de Havilland,올리비아 드 하빌랜드
Stephen Cook,스티븐 쿡
John Hopcroft,존 홉크로프트
Ivan Sutherland,아이번 서덜랜드
Joan Fontaine,조앤 폰테인
Ginger Rogers,진저 로저스
Amanda Peet,어맨다 피트
Kim Basinger,킴 베이싱어
Lita Ford,리타 포드
Eva Longoria,에바 롱고리아
Jessica Biel,제시카 비엘
