日本,일본
箱根ケ崎駅,하코네가사키역
南古谷駅,미나미후루야역
北八王子駅,기타하치오지역
アジアハイウェイ,아시안 하이웨이
ヴィッセル神戸,비셀 고베
ターミネーター・2:3-D,T2 3-D: 배틀 어크로스 타임
葛西臨海公園駅,가사이린카이코엔역
衣笠駅,기누가사역
東逗子駅,히가시즈시역
逗子駅,즈시역
小宮駅,고미야역
越中島駅,엣추지마역
潮見駅,시오미역 (도쿄도)
横須賀駅,요코스카역
東福生駅,히가시훗사역
原町市,하라마치시
オリンピックの日本選手団,올림픽 일본 선수단
1964年東京オリンピックの陸上競技,1964년 하계 올림픽 육상
京都市営地下鉄,교토 시영 지하철
太宰府市,다자이후시
資生堂,시세이도
生駒市,이코마시
新潟県,니가타현
関東地方,간토 지방
エポック社,에폭 사
東温市,도온시
富士市,후지시
沖縄市,오키나와시
野田市,노다시
流山市,나가레야마시
伯備線,하쿠비선
北赤羽駅,기타아카바네역
的場駅,마토바역
戸田駅・(埼玉県),도다역 (사이타마현)
与野本町駅,요노혼마치역
洋光台駅,요코다이역
浮間舟渡駅,우키마후나도역
蘇我駅,소가역
北与野駅,기타요노역
中浦和駅,나카우라와역
西川越駅,니시카와고에역
市川塩浜駅,이치카와시오하마역
山梨県,야마나시현
片倉駅,가타쿠라역
相原駅,아이하라역
戸田公園駅,도다코엔역
総社駅,소자역
第38回衆議院議員総選挙,제38회 일본 중의원 의원 총선거
十日市場駅・(神奈川県),도카이치바역 (가나가와현)
指扇駅,사시오기역
センター南駅,센터 미나미역
新杉田駅,신스기타역
瀬戸駅,세토역
港南台駅,고난다이역
矢部駅,야베역
大正,다이쇼 시대
島根県,시마네현
八千代市,야치요시
弘明寺駅・(横浜市営地下鉄),구묘지역 (요코하마 시 교통국)
国府宮駅,고노미야역
右京区,우쿄구
徳島文理大学,도쿠시마 문리대학
養和,요와
1958年アジア競技大会,1958년 아시안 게임
日光国立公園,닛코 국립공원
福岡大学,후쿠오카 대학
1994年アジア競技大会,1994년 아시안 게임
釜石市,가마이시시
清瀬市,기요세시
1998年長野オリンピックのメダル受賞数一覧,1998년 동계 올림픽 메달 집계
1972年札幌オリンピックのメダル受賞数一覧,1972년 동계 올림픽 메달 집계
海上自衛隊,해상자위대
東映アニメーション,도에이 애니메이션
文久,분큐
さつま町,사쓰마정
用土駅,요도역 (사이타마현)
集英社,슈에이샤
上田市,우에다시
霞が関ビルディング,가스미가세키 빌딩
古淵駅,고부치역 (가나가와현)
鴨居駅,가모이역
成瀬駅,나루세역
中山駅・(神奈川県),나카야마역 (가나가와현)
津山駅,쓰야마역
八王子みなみ野駅,하치오지미나미노역
宮家,미야케
相模原駅,사가미하라역
淵野辺駅,후치노베역
倉敷駅,구라시키역
吉備線,기비선
新見駅,니미역
富山県,도야마현
岡山県,오카야마현
新富町駅,신토미초역 (도쿄도)
国立霞ヶ丘競技場陸上競技場,도쿄 국립경기장 (1958년)
東池袋駅,히가시이케부쿠로역
江戸川橋駅,에도가와바시역
護国寺駅,고코쿠지역
銀座一丁目駅,긴자잇초메역
麹町駅,고지마치역
辰巳駅,다쓰미역
国立市,구니타치시
神風特別攻撃隊,가미카제
大館市,오다테시
岩国市,이와쿠니시
小倉城,고쿠라성
粟島浦村,아와시마우라촌
上越市,조에쓰시
ミランダカメラ,미란다 카메라 회사
出雲国,이즈모국
紀勢本線,기세이 본선
第1次山縣内閣,제1차 야마가타 내각
宇治上神社,우지가미 신사
坂東市,반도시
Bunkamura,Bunkamura
本庄駅,혼조역 (사이타마현)
柏レイソル,가시와 레이솔
深谷駅,후카야역
イーエスピー,ESP 기타
北藤岡駅,기타후지오카역
小川町駅・(埼玉県),오가와마치역 (사이타마현)
桶川駅,오케가와역
越生駅,오고세역
児玉駅,고다마역
竹沢駅,다케자와역
折原駅,오리하라역
皇居外苑,황거외원
松久駅,마쓰히사역
毛呂駅,모로역
丹荘駅,단쇼역
コーエー,코에이
ボス・(企業),보스 (일본의 기업)
伊予富田駅,이요토미타역
大阪城北詰駅,오사카조키타즈메역
弥富市,야토미시
宝塚歌劇団,다카라즈카 가극단
柳川市,야나가와시
天塩国,데시오국
松任市,맛토시
鳩山由紀夫内閣,하토야마 유키오 내각
1964年東京オリンピックのバレーボール競技,1964년 하계 올림픽 배구
ソニー・ミュージックエンタテインメント・(日本),소니 뮤직 엔터테인먼트 (일본)
野田村,노다촌
阿蘇山,아소산
阿蘇市,아소시
大分県,오이타현
日本銀行,일본은행
東京電力ホールディングス,도쿄 전력
国道382号,국도 제382호선 (일본)
日本の地理,일본의 지리
福井県,후쿠이현
長崎空港,나가사키 공항
西武多摩川線,세이부 다마가와선
相良氏,사가라씨
国立長崎原爆死没者追悼平和祈念館,국립 나가사키 원폭사망자 추도 평화기념관
ILLUSION・(ゲームブランド),일루전 (기업)
勾玉,곡옥
北海道コンサドーレ札幌,홋카이도 콘사돌레 삿포로
CLAMP,클램프
中部地方,주부 지방
草加市,소카시
高崎経済大学,다카사키 경제대학
藤枝市,후지에다시
北陸先端科学技術大学院大学,호쿠리쿠 선단과학기술대학원대학
田村市,다무라시
鶴岡市,쓰루오카시
鳥取県,돗토리현
高知県,고치현
横浜ランドマークタワー,요코하마 랜드마크 타워
玉城町,다마키정
東京工業大学,도쿄 공업대학
ようこう,요우코우
さいたま市,사이타마시
仙北郡,센보쿠군 (아키타현)
龍安寺,료안지
東京ドーム,도쿄 돔
扇村袋沢村,오기무라후쿠로사와촌
恵庭市,에니와시
FIFAクラブワールドカップ2012,2012년 FIFA 클럽 월드컵
伊丹市,이타미시
湯島天満宮,유시마 텐만구
根津神社,네즈 신사
阿武隈川,아부쿠마강
鹿児島大学,가고시마 대학
信濃町駅,시나노마치역
門真南駅,가도마미나미역
鶴見緑地駅,쓰루미료쿠치역
大阪ビジネスパーク駅,오사카 비즈니스파크역
駒川中野駅,고마가와나카노역
田辺駅,다나베역
横堤駅,요코즈쓰미역
阿倍野駅,아베노역
小田急小田原線,오다큐 오다와라선
今福鶴見駅,이마후쿠쓰루미역
平野駅・(Osaka・Metro),히라노역 (오사카시 고속 전기궤도)
臼杵市,우스키시
北越急行ほくほく線,호쿠에쓰 급행 호쿠호쿠선
選抜高等学校野球大会,선발 고등학교 야구 대회
在日ベトナム人,재일 베트남인
群馬藤岡駅,군마후지오카역
成田駅,나리타역
明石海峡,아카시 해협
浜通り,하마도리
東鷲宮駅,히가시와시노미야역
高島市,다카시마시
放送大学学園,방송대학학원
串間市,구시마시
笠間市,가사마시
宇和島市,우와지마시
小矢部市,오야베시
米沢市,요네자와시
室町時代,무로마치 시대
高槻市,다카쓰키시
SIEジャパンスタジオ,재팬 스튜디오
岡部駅,오카베역
宮原駅,미야하라역
籠原駅,가고하라역
尾久駅,오쿠역 (도쿄도)
吹上駅・(埼玉県),후키아게역 (사이타마현)
北鴻巣駅,기타코노스역
行田駅,교다역
北本駅,기타모토역
北上尾駅,기타아게오역
明覚駅,묘카쿠역
武蔵野音楽大学,무사시노 음악대학
新町駅,신마치역 (군마현)
神保原駅,진보하라역
海老名市,에비나시
木更津市,기사라즈시
代々木駅,요요기역
信濃川,시나노강
縄文杉,조몬 삼나무
西明石駅,니시아카시역
企業間組織,게이레쓰
鴻巣市,고노스시
関東鉄道,간토 철도
神社,신사 (신토)
深谷市,후카야시
八代市,야쓰시로시
伊勢原市,이세하라시
川上村・(長野県),가와카미촌 (나가노현)
摂関政治,섭관정치
成城大学,세이조 대학 (도쿄도)
京都大学,교토 대학
国道5号,국도 제5호선 (일본)
大住駅,오스미역
片倉町駅,가타쿠라초역
桑園駅,소엔역
新大久保駅,신오쿠보역
有珠山,우스산
余呉町,요고정
三ツ沢下町駅,미쓰자와시모초역
岸根公園駅,기시네코엔역
住友化学,스미토모화학
中央区・(熊本市),주오구 (구마모토시)
東京湾アクアライン,도쿄만 아쿠아라인
武蔵境駅,무사시사카이역
FIFAクラブワールドカップ2006,2006년 FIFA 클럽 월드컵
津和野城,쓰와노성
葛生駅,구즈역 (도치기현)
東武日光線,도부 닛코선
女子美術大学,여자미술대학
鉄道博物館・(さいたま市),철도박물관 (일본)
和紙,화지
相模鉄道,사가미 철도
国立音楽大学,구니타치 음악대학
日本中央競馬会,일본중앙경마회
諏訪市,스와시
かほく市,가호쿠시
高崎市,다카사키시
豊橋市,도요하시시
FIFAクラブワールドカップ2007,2007년 FIFA 클럽 월드컵
FIFAクラブワールドカップ2008,2008년 FIFA 클럽 월드컵
今山駅,이마야마역
日本アミューズメントマシン協会,일본 어뮤즈먼트머신 공업협회
西田井駅,니시다이역 (도치기현)
志摩市,시마시
日本ペンクラブ,일본펜클럽
宜野湾市,기노완시
山城多賀駅,야마시로타가역
2014・FIFAワールドカップ・アジア4次予選,2014년 FIFA 월드컵 아시아 지역 최종 예선
尾花沢市,오바나자와시
スカイマーク,스카이마크
プロダクション・アイジー,프로덕션 I.G
川口駅,가와구치역
熊谷駅,구마가야역
吉野川市,요시노가와시
テレビ東京,TV 도쿄
灘駅,나다역
東北電力,도호쿠 전력
EIZO,에이조 (기업)
上七軒,가미히치켄
本山町,모토야마정
御殿場市,고텐바시
下北沢,시모키타자와
相鉄本線,소테쓰 본선
相鉄いずみ野線,소테쓰 이즈미노선
珠洲市,스즈시
宮津市,미야즈시
埼玉新都市交通伊奈線,사이타마 신도시 교통 이나선
エピックレコードジャパン,에픽 레코드 재팬
2003年の日本シリーズ,2003년 일본 시리즈
2006年の日本シリーズ,2006년 일본 시리즈
奏者番,소샤반
芝山千代田駅,시바야마치요다역
キトラ古墳,기토라 고분
二俣川駅,후타마타가와역
東成田駅,히가시나리타역
東京湾,도쿄만
公文教育研究会,구몬교육연구회
磐梯町,반다이정
RWE,RWE
元服,원복 (일본)
FIFAクラブワールドカップ2011,2011년 FIFA 클럽 월드컵
2010年バンクーバーオリンピックの日本選手団,2010년 동계 올림픽 일본 선수단
禁門の変,금문의 변
佐久間町,사쿠마정
西新宿駅,니시신주쿠역
沖大東島,오키다이토섬
2006年トリノオリンピックの日本選手団,2006년 동계 올림픽 일본 선수단
広島テレビ放送,히로시마 TV 방송
かぶき者,가부키모노
北九州空港,기타큐슈 공항
戸沢村,도자와촌
渋谷,시부야
インターコンチネンタルカップ・(サッカー)1996,1996년 인터콘티넨털컵
二本松城,니혼마쓰성
最上川,모가미강
富士川,후지강
ファジアーノ岡山FC,파지아노 오카야마
キティ・フィルム,키티필름
藤岡市,후지오카시
諫早市,이사하야시
隠岐郡,오키군
日本の仏教,일본의 불교
札幌市営地下鉄,삿포로 시영 지하철
五反田駅,고탄다역
SANAA,SANAA
清荒神駅,기요시코진역
安貞,안테이
天理教,덴리교
治承・寿永の乱,겐페이 전쟁
廿日市市,하쓰카이치시
鎌倉幕府,가마쿠라 막부
高岡郡,다카오카군
鳥獣人物戯画,조주진부쓰기가
大宰府,다자이후
星雲賞,세이운상
カトリック大阪高松大司教区,가톨릭 오사카 대교구
座間市,자마시
座間味村,자마미촌
座間味島,자마미섬
2008年北京オリンピックの日本選手団,2008년 하계 올림픽 일본 선수단
K-1,K-1
神田・(千代田区),간다 (지요다구)
水俣病,미나마타병
東急世田谷線,도큐 세타가야선
坂祝町,사카호기정
北名古屋市,기타나고야시
寿永,주에이
PASMO,PASMO
仙台城,센다이성
四天王寺,시텐노지
第41回世界卓球選手権,1991년 세계 탁구 선수권 대회
フィリピン海プレート,필리핀해판
唐津市,가라쓰시
ガンバ大阪,감바 오사카
奥多摩町,오쿠타마정
吉田郡,요시다군
朝日町・(三重県),아사히정 (미에현)
第15回参議院議員通常選挙,제15회 일본 참의원 의원 통상선거
ホッケー男子日本代表,일본 필드하키 국가대표팀
国立民族学博物館,국립민족학박물관
京都国立博物館,교토 국립박물관
青森市,아오모리시
漆山村・(山形県),우루시야마촌 (야마가타현)
亀山城・(伊勢国),가메야마성 (미에현)
田野畑村,다노하타촌
八代駅,야쓰시로역
上信電鉄上信線,조신 전철 조신선
知床国立公園,시레토코 국립공원
相良藩,사가라번
仙北市,센보쿠시
三崎口駅,미사키구치역
大濠公園,오호리 공원
2004年の日本シリーズ,2004년 일본 시리즈
松倉城・(越中国),마쓰쿠라성 (도야마현)
末森城・(尾張国),스에모리성
