Dortmund,多特蒙德
Krostitz,克罗斯蒂茨
Laußig,劳西希
Löbnitz (Sachsen),勒布尼茨·(萨克森州)
Markneukirchen,马克诺伊基兴
Lengenfeld (Vogtland),伦根费尔德·(德国)
Goslar,戈斯拉尔
Seelze,塞尔策
Liebschützberg,利布许茨贝格
Viernheim,菲恩海姆
Elsterberg,埃尔斯特贝格
Bad Elster,巴特埃尔斯特
Adorf/Vogtl.,阿多夫
Landkreis Spree-Neiße,施普雷-奈瑟县
Limburg an der Lahn,兰河畔林堡
Rhein-Kreis Neuss,诺伊斯莱茵县
Wiedemar,维德马尔
Kreis Mettmann,梅特曼县
Zinna,齐纳·(萨克森州)
Einbeck,艾恩贝克
Elstra,埃尔斯特拉
Deutsche Küche,德國飲食
Großröhrsdorf,大勒尔斯多夫
Lieser (Mosel),利瑟河
Zachenberg,察亨贝格
Hammerbach (Mies),哈默巴赫河·(姆熱河支流)
Aichwald,艾希瓦尔德
Bad Boll,巴特博尔
Cloppenburg,克洛彭堡
Naundorf (Sachsen),瑙恩多夫·(萨克森州)
Mockrehna,莫克雷纳
Kreis Lippe,利珀县
Kreis Höxter,赫克斯特县
Sonnenbühl,松嫩比尔
Theuma,托伊马
Steinberg (Vogtland),施泰因贝格·(萨克森州)
Tirpersdorf,蒂尔珀斯多夫
Wilhelmshaven,威廉港
Cavertitz,卡沃蒂茨
Landkreis Dahme-Spreewald,达默-施普雷瓦尔德县
Landkreis Oder-Spree,奥得-施普雷县
Villingen-Schwenningen,菲林根-施文宁根
Walddorfhäslach,瓦尔多夫黑斯拉赫
Mehrstetten,梅尔施泰滕·(巴登-符腾堡)
Straubenhardt,施特劳本哈特
Korschenbroich,科申布罗赫
Dreiheide,德赖海德
Doberschütz,多伯许茨
Marburg,马尔堡
Landkreis Märkisch-Oderland,梅尔基施-奥得兰县
Elsnig,埃尔斯尼希
Jülich,于利希
Kreis Steinfurt,施泰因富特县
Kreis Coesfeld,科斯费尔德县
Kreis Borken,博尔肯县
Ispringen,伊斯普林根
Bischofswerda,比绍夫斯韦达
Schlesien,西里西亞
Friolzheim,弗里奥尔茨海姆
Neukyhna,新基纳
Rackwitz,拉克维茨
Fürstenwalde/Spree,菲尔斯滕瓦尔德
Rodewisch,罗德维施
Schöneck/Vogtl.,福格特兰地区舍内克
Vollmershain,福尔默斯海恩
Treuen,特罗伊恩
Posterstein,波斯特施泰因
Messerschmitt Me 262,Me·262戰鬥機
Gießen,吉森
Dorsten,多斯滕
Neumünster,新明斯特
Kreis Gütersloh,居特斯洛县
Kreis Paderborn,帕德博恩县
Nettersheim,内特斯海姆
Troisdorf,特羅斯多夫
Castrop-Rauxel,卡斯特罗普-劳克瑟尔
Viersen,菲爾森
Gladbeck,格拉德貝克
Delmenhorst,代尔门霍斯特
Kreis Heinsberg,海因斯贝格县
Kreis Düren,迪伦县
Rhein-Sieg-Kreis,莱茵-锡格县
Rhein-Erft-Kreis,莱茵-埃尔夫特县
Kreis Euskirchen,奥伊斯基兴县
Lüdenscheid,吕登沙伊德
Itzehoe,伊策霍
Zschepplin,切普林
Rheine,赖讷
Zwochau,茨沃豪
Rheinfelden (Baden),莱茵费尔登·(巴登-符腾堡州)
Georgsmarienhütte,格奥尔格斯马林许特
Deutsche Mark,德國馬克
Wermsdorf,韦姆斯多夫
Gutenborn,古滕博恩
Adidas,愛迪達
Kreis Herford,黑尔福德县
Urft (Fluss),烏爾夫特河
Bernsdorf (Oberlausitz),贝恩斯多夫·(包岑县)
Biberach an der Riß,里斯河畔比伯拉赫
Thonhausen,通豪森
Jonaswalde,约纳斯瓦尔德
Netzschkau,内奇考
Mylau,米劳
Mühltroff,米尔特罗夫
Beilrode,拜尔罗德
Arzberg (Sachsen),阿茨贝格·(萨克森州)
Stuhr,施图尔
Laudenbach (Bergstraße),劳登巴赫
Mönsheim,门斯海姆
St. Leon-Rot,圣莱昂-罗特
Auerbach/Vogtl.,福格特兰地区奥尔巴赫
Dietzenbach,迪岑巴赫
Seewald,塞瓦尔德
Pausa/Vogtl.,保萨
Kohlberg (Württemberg),科尔贝格·(巴登-符腾堡州)
Loßburg,洛斯堡
Neckartailfingen,内卡泰尔芬根
Steinmauern,施泰因毛尔恩
Hülben,许尔本
Reichenbach im Vogtland,福格特兰地区赖兴巴赫
Oelsnitz/Vogtl.,福格特兰地区厄尔斯尼茨
Eutingen im Gäu,戈伊地区奥伊廷根
Schwaikheim,施韦克海姆
Hattenhofen (Württemberg),哈滕霍芬
Grabenstetten,格拉本施泰滕
Grafenberg (Landkreis Reutlingen),格拉芬贝格·(巴登-符腾堡州)
Lauta,劳塔
Königsbrück,柯尼希斯布吕克
Kreis Kleve,克莱沃县·(德国)
Kreis Wesel,韦瑟尔县
Kreis Minden-Lübbecke,明登-吕伯克县
Allmersbach im Tal,谷地阿尔默斯巴赫
Schirgiswalde-Kirschau,希吉斯瓦尔德-基绍
Pulsnitz,普尔斯尼茨
Niedereschach,下埃沙赫
Schönwölkau,申沃尔考
Kreis Viersen,菲尔森县
Trossin,特罗辛
Nöbdenitz,内布德尼茨
Löbichau,勒比肖
Wildenbörten,维尔登伯尔滕
Neuler,诺伊勒
Kamenz,卡门茨
Dettingen unter Teck,泰克山下代廷根
Radeberg,拉德贝格
Aspach (bei Backnang),阿斯帕赫·(巴登-符腾堡州)
Lampertheim,兰佩特海姆
Vechta,费希塔
Schlossplatz (Wiesbaden),宫廷广场·(威斯巴登)
Sowjetisches Ehrenmal im Treptower Park,苏军纪念碑·(特雷普塔公园)
Immenstedt (Nordfriesland),伊门施泰特
Heddesbach,黑德斯巴赫
Max-Planck-Institut für Astrophysik,马克斯·普朗克天体物理研究所
Olympiahalle München,奧林匹亞廳
Mittellandkanal,中德运河
Oftersheim,奥夫特斯海姆
Wendlingen am Neckar,内卡河畔文德林根
Mühlhausen (Kraichgau),米尔豪森·(巴登-符腾堡)
Eislingen/Fils,艾斯林根
Schonach im Schwarzwald,黑林山区绍纳赫
ZDF,德國電視二台
Durmersheim,杜默斯海姆
Oberbergischer Kreis,上贝吉施县
Rheinisch-Bergischer Kreis,莱茵-贝吉施县
Bad Gottleuba-Berggießhübel,巴特戈特洛伊巴-贝格吉斯许伯尔
Landkreis Nordsachsen,北萨克森县
Landkreis Leipzig,莱比锡县
Bad Vilbel,巴特菲尔伯尔
Nienburg/Weser,威悉河畔宁堡
Deggendorf,代根多夫
Wilthen,维尔滕
Deutscher Orden,条顿骑士团
Weißenberg,魏森贝格
Neuruppin,新魯平
Staatswappen der Deutschen Demokratischen Republik,德意志民主共和國國徽
Personalausweis (Deutschland),德國身分證
Olympische Sommerspiele 2008/Teilnehmer (Deutschland),2008年夏季奥林匹克运动会德国代表团
Olympische Sommerspiele 2012/Teilnehmer (Deutschland),2012年夏季奧林匹克運動會德國代表團
1. FC Union Berlin,柏林联盟足球俱乐部
Dynamo Dresden,特雷斯登戴拿模
Landkreis Meißen,迈森县
Landkreis Görlitz,格尔利茨县
FC Erzgebirge Aue,厄爾士山脈奧厄足球會
Reifenberg,赖芬贝格
Merdingen,梅尔丁根
Hansa Rostock,汉莎罗斯托克足球俱乐部
Rheinberg,莱茵贝格
Zeitz,蔡茨
Ahrenviölfeld,阿伦维厄尔费尔德
Landkreis Sächsische Schweiz-Osterzgebirge,萨克森施韦茨-东厄尔士山县
Landkreis Mittelsachsen,中萨克森县
Erzgebirgskreis,厄尔士山县
Vogtlandkreis,福格特兰县
Landkreis Zwickau,茨维考县
Löwenstedt,勒文施泰特
Bondelum,邦德卢姆
Haselund,哈瑟伦德
Internationale Filmfestspiele Berlin 2005,第55屆柏林影展
Murrhardt,穆尔哈特
Wittichenau,维蒂歇瑙
Internationale Filmfestspiele Berlin 2004,第54屆柏林影展
Internationale Filmfestspiele Berlin 2000,第50屆柏林影展
Internationale Filmfestspiele Berlin 2001,第51屆柏林影展
Internationale Filmfestspiele Berlin 2006,第56届柏林国际电影节
Bräunlingen,布罗因林根
Internationale Filmfestspiele Berlin 2007,第57届柏林电影节
Gaildorf,盖尔多夫
Montblanc (Unternehmen),萬寶龍
Zaza,扎扎人
Wollbach (Unterfranken),沃尔巴赫
U-Bahn Hamburg,漢堡地鐵
Jungfernstieg,处女堤
Bannewitz,班讷维茨
Dippoldiswalde,迪波尔迪斯瓦尔德
Hamburg Hauptbahnhof,汉堡火车总站
Bramsche,布拉姆舍
Ganderkesee,甘德克塞
FC St. Pauli,聖保利足球俱樂部
Bad Schandau,巴特尚道
Forchheim,福希海姆
Radolfzell am Bodensee,博登湖畔拉多尔夫采尔
Fulda (Fluss),富尔达河
Bahretal,巴勒塔尔
Werra,威拉河
Woggersin,沃格辛
Staven,施塔文
Trollenhagen,特罗伦哈根
Wulkenzin,武尔肯钦
Herbertingen,黑伯廷根
Zirzow,齐尔措·(梅克伦堡湖区县)
Satteldorf,萨特尔多夫
Anlauter,安勞特河
Großer Brombachsee,大布羅姆巴赫湖
Igelsbachsee,伊格爾斯巴赫湖
Kleiner Brombachsee,小布龍巴赫湖
Schwäbische Rezat,施瓦本雷扎特河
Altmühlsee,阿爾特米爾湖
Herrenberg,黑伦贝格
Kornwestheim,科恩韦斯特海姆
Neddemin,内德明
Idar-Oberstein,伊达尔-奥伯施泰因
Brunn (Mecklenburg),布伦·(梅克伦堡-前波美拉尼亚州)
Zahna-Elster,察纳-埃尔斯特
Hörder Bach,赫爾德巴赫河
Bad Nauheim,巴特瑙海姆
Ahrensburg,阿伦斯堡
Neverin,内沃林
Neuenkirchen (bei Neubrandenburg),诺伊恩基兴·(梅克伦堡湖区县)
Sponholz,施蓬霍尔茨
Höxter,赫克斯特
Eisenhüttenstadt,艾森许滕施塔特
Pirna,皮尔纳
Sebnitz,塞布尼茨
Dohna,多纳
Dohma,多马·(德国)
Bad Saarow,巴特萨罗
Blankenhof,布兰肯霍夫
Beseritz,贝瑟里茨
Mauer (Baden),毛尔·(巴登-符腾堡州)
Reilingen,賴林根
Rot am See,滨湖罗特
Weierbach (Brunsbach),韋爾巴赫河·(布倫斯巴赫河支流)
Zahrensdorf,察伦斯多夫
Plankstadt,普兰克施塔特
Nußloch,努斯洛赫
Toppmannsbach,托普曼斯巴赫河
Zaisenhausen,蔡森豪森
Dorfhain,多夫海恩
Dürrröhrsdorf-Dittersbach,迪尔勒尔斯多夫-迪特斯巴赫
Glashütte (Sachsen),格拉斯许特
Osterholz-Scharmbeck,奥斯特霍尔茨-沙姆贝克
Achim (Landkreis Verden),阿希姆·(德国)
Oer-Erkenschwick,奥尔-埃肯施维克
Merzig,梅尔齐希
Weyhe,魏厄
Bad Hersfeld,巴特黑斯费尔德
ARD,德國公共廣播聯盟
Letten,拉脫維亞人
Gruibingen,格鲁伊宾根
Meckesheim,梅克斯海姆
Internationale Filmfestspiele Berlin 2008,第58屆柏林電影節
Pfullingen,普富林根
Internationale Filmfestspiele Berlin 2002,第52屆柏林影展
Waibstadt,魏布施塔特
Nord-Ostsee-Kanal,基爾運河
Hartmannsdorf-Reichenau,哈特曼斯多夫-赖谢瑙
Gohrisch,戈里施
Bad Laasphe,巴特拉斯弗
Heidenau (Sachsen),海德瑙
Hermsdorf/Erzgeb.,黑姆斯多夫·(萨克森州)
Höckendorf (Klingenberg),赫肯多夫
Delbrück,代尔布吕克
Güstrow,居斯特罗
Postbauer-Heng,波斯特鲍尔-亨
Hohnstein (Sächsische Schweiz),霍恩施泰因·(萨克森州)
Königstein (Sächsische Schweiz),柯尼希施泰因·(萨克森州)
Neidenstein,奈登施泰因
Spechbach (Kraichgau),施佩希巴赫
Rocket Internet,火箭网
Kreischa,克赖沙
Saarpfalz-Kreis,萨尔普法尔茨县
Landkreis St. Wendel,圣文德尔县
Das Erste,德国电视一台
Sowjetisches Ehrenmal (Schönholzer Heide),苏军纪念碑·(潘科)
Landkreis Saarlouis,萨尔路易县
Christlich Demokratische Union Deutschlands,德国基督教民主联盟
Die Linke,左翼党·(德国)
St. Blasien,圣布拉辛
Helenesee,黑勒訥湖
Barclaycard,巴克莱卡
Sozialistische Deutsche Arbeiterjugend,社会主义德国工人青年
Helmstadt-Bargen,黑尔姆施塔特-巴尔根
Reichartshausen,赖夏尔茨豪森
Alfdorf,阿尔夫多夫
Christlich-Soziale Union in Bayern,巴伐利亚基督教社会联盟
Wernau (Neckar),韦尔瑙
Neckarbischofsheim,内卡比绍夫斯海姆
Geierswalder See,蓋爾斯瓦爾德湖
Thallichtenberg,塔利希滕贝格
Bündnis 90/Die Grünen,联盟90/绿党
Plochingen,普洛兴根
Reuth (Eifel),罗伊特·(莱茵兰-普法尔茨州)
Hettingen,黑廷根
Trochtelfingen,特罗赫特尔芬根
Mengen,门根·(巴登-符腾堡)
Veringenstadt,费林根施塔特
Dornstetten,多恩施泰滕
Landkreis Merzig-Wadern,梅尔齐希-瓦登县
Landkreis Neunkirchen,诺因基兴县·(德国)
Frechen,弗雷兴
Regionalverband Saarbrücken,萨尔布吕肯地区联合体
Speyer,施派尔
Ravensburg,拉芬斯堡
Selb,塞尔布
Schönwald (Bayern),申瓦尔德
Bundesautobahn 555,德国555号高速公路
Callenberg,卡伦贝格
Bernsdorf (Landkreis Zwickau),贝恩斯多夫·(茨维考县)
Welzheim,韦尔茨海姆
Kirchberg an der Jagst,亚格斯特河畔基希贝格
Langenburg,朗根堡
Sozialdemokratische Partei Deutschlands,德国社会民主党
Zangberg,仓贝格
Eppelheim,埃珀尔海姆
Zandt,灿特
Olympische Winterspiele 2006/Teilnehmer (Deutschland),2006年冬季奥林匹克运动会德国代表团
Fußball-Bundesliga,德国足球甲级联赛
Zandtbach,燦特巴赫河
Hayingen,海英根
Neuffen,诺伊芬
Bundesrat (Deutschland),德国联邦参议院
Marxheim,马克思海姆
Rehau,雷奥
Brandenburger Tor,勃兰登堡门
Herzogin-Anna-Amalia-Bibliothek,安娜·阿玛利亚公爵夫人图书馆
Johann Wolfgang Goethe-Universität Frankfurt am Main,法蘭克福大學
Rethem (Aller),雷特姆
Kleve,克莱沃·(德国)
Elmshorn,埃尔姆斯霍恩
Dennheritz,登黑里茨
Fraureuth,弗劳罗伊特
Crinitzberg,克里尼茨贝格
Lutherstadt Wittenberg,路德城维滕贝格
Hartmannsdorf bei Kirchberg,基希贝格附近哈特曼斯多夫
Hirschfeld (Sachsen),希尔施费尔德·(萨克森州)
Gersdorf,盖斯多夫
Festung Ehrenbreitstein,埃伦布赖特施泰因要塞
Festung Mainz,美因茨要塞
Tangerhütte,唐格许特
Wegeleben,韦格莱本
Falkenstein/Harz,哈茨地區法爾肯施泰因
Möckern,默肯
Schwanebeck,施瓦讷贝克
Horb am Neckar,内卡河畔霍尔布
Aichtal,艾希塔尔
Furtwangen im Schwarzwald,富特旺根
Zansen,燦森湖
Peine,派讷
Bornheim (Rheinland),博恩海姆
Lichtentanne,利希滕坦讷
Langenweißbach,朗根韦斯巴赫
Langenbernsdorf,朗根贝恩斯多夫
Neukirchen/Pleiße,普莱瑟河畔诺伊基兴
Mülsen,米尔森
Niederfrohna,下弗罗纳
Gommern,戈门
Oberwiera,上维拉
Klötze,克勒策
Hettstedt,黑特施泰特
Ballenstedt,巴伦施泰特
Schieder-Schwalenberg,希德-施瓦伦贝格
Zapel,察珀尔
Zapfendorf,察普芬多夫
Vetschau/Spreewald,费乔
Lörrach,勒拉赫
Bad Oeynhausen,巴特恩豪森
Meßkirch,梅斯基希
Winnenden,温嫩登
Alpirsbach,阿尔皮斯巴赫
Bad Dürrheim,巴特迪尔海姆
Zare,察雷河
Rastatt,拉施塔特
Heidenheim an der Brenz,海登海姆
Reinsdorf (Sachsen),赖恩斯多夫
Remse,雷姆瑟
Schönberg (Sachsen),申贝格·(萨克森州)
St. Egidien,圣埃吉丁
Feste Fehmarnbeltquerung,费马恩海峡隧道
Gerbstedt,盖尔布施泰特
Niederheimbach,下海姆巴赫
Höhr-Grenzhausen,赫尔-格伦茨豪森
Bad Münster am Stein-Ebernburg,巴特明斯特阿姆施泰因-埃伯恩堡
Wachenheim an der Weinstraße,魏恩施特拉瑟地区瓦亨海姆
Helpt,黑尔普特
Groß Miltzow,大米尔措
Zarnow,察爾諾河
Lübbenau/Spreewald,吕伯瑙
Zarow,察羅河
Zarnewanz,察讷万茨
Zarrenthiner Kiessee,察倫廷基斯湖
Zarrentin am Schaalsee,沙尔湖畔察伦廷
Zarrendorf,察伦多夫
Zarpen,察尔彭
Schwerte,施韦特
Sigmaringen,锡格马林根
Metzingen,梅青根
Breinigerberg,布赖尼格贝格
Gielow,吉洛·(德国)
Faulenrost,福伦罗斯特
Rhön,倫山
Deutsche Kommunistische Partei,德国的共产党
Herzogenrath,黑措根拉特
Gronau (Westf.),格羅瑙·(北萊茵-威斯特法倫州)
Freudenstadt,弗罗伊登施塔特
Hermaringen,黑尔马林根
Bad Urach,巴特乌拉赫
Dargun,达尔贡
Illmensee,伊尔门塞
Wäschenbeuren,韦申博伊伦
Weinstadt,魏恩施塔特
Wannweil,万韦尔
Schramberg,施兰贝格
Wehingen,韦欣根
Neukalen,新卡伦
Kummerow (am See),库默罗
Malchin,马尔欣
Neunkirchen (Saar),诺因基兴·(萨尔兰州)
Rheda-Wiedenbrück,雷达-维登布吕克
Frankenthal (Pfalz),弗兰肯塔尔
Prien am Chiemsee,基姆湖畔普林
Dülmen,迪爾門
DB Regio,德铁区域
Kublank,库布兰克
Mildenitz,米尔德尼茨
Bremer Roland,不萊梅的羅蘭像
Herborn,黑博恩
Bremer Rathaus,不来梅市政厅
Siedlungen der Berliner Moderne,柏林現代住宅群落
Schönhausen (Mecklenburg),舍恩豪森·(梅克倫堡)
Schönbeck,申贝克·(梅克伦堡-前波美拉尼亚州)
Neetzka,内茨卡
Petersdorf (Woldegk),彼得斯多夫·(梅克伦堡-前波美拉尼亚州)
Woldegk,沃尔代克
Basedow (Mecklenburg),巴瑟多·(梅克伦堡-前波美拉尼亚州)
Voigtsdorf,福格茨多夫
Pfullendorf,普富伦多夫
Schönwald im Schwarzwald,黑林山区申瓦尔德
Duckow,杜科
Spreewald,施普雷林山
Niederlausitz,下盧薩蒂亞
Rottweil,罗特韦尔
Hirschberg an der Bergstraße,贝格施特拉瑟地区希尔施贝格
Neckargemünd,内卡格明德
Böblingen,伯布林根
Hof (Saale),霍夫·(巴伐利亞州)
Rundfunk Berlin-Brandenburg,柏林-勃蘭登堡廣播公司
Stade,施塔德
Crimmitschau,克里米乔
Glauchau,格劳豪
Briggow,布里戈
Grammentin,格拉门廷
Bredenfelde,布雷登费尔德
Hohenstein-Ernstthal,霍恩施泰因-恩斯塔尔
Demmin,代明
Gülzow (bei Stavenhagen),居尔措·(梅克伦堡-前波美拉尼亚州)
Ivenack,伊沃纳克
St. Georgen im Schwarzwald,黑林山区圣格奥尔根
Schiltach,希尔塔赫
Hardt (Schwarzwald),哈尔特
Dettingen an der Erms,埃姆斯河畔代廷根
Zschopau (Fluss),喬保河
Inzigkofen,因齐希科芬
Schwarze Elster,施瓦策埃尔斯特河
Sulzbach an der Murr,穆尔河畔苏尔茨巴赫
Senftenberger See,森夫滕貝格湖
Zwickauer Mulde,茨維考穆爾德河
Europa-Universität Viadrina,奥得河畔法兰克福欧洲大学
Limes Saxoniae,薩克森界牆
Hennef (Sieg),亨内夫
Melle,梅勒·(德國)
Limbach-Oberfrohna,林巴赫-上弗罗纳
Gotha,哥達
Erkrath,埃尔克拉特
Singen (Hohentwiel),辛根
Werdau,韦尔道
Hartenstein (Sachsen),哈滕施泰因·(萨克森州)
Kirchberg (Sachsen),基希贝格·(萨克森州)
Lichtenstein/Sa.,萨克森地区利希滕施泰因
Meerane,梅拉讷
Neustadt am Rübenberge,吕本山麓诺伊施塔特
Leonberg,莱昂贝格
Stavenhagen,施塔芬哈根
Ritzerow,里策罗
Rosenow,罗瑟诺
Wildenfels,维尔登费尔斯
Fellbach,费尔巴赫
Mölln (Mecklenburg),默尔恩·(梅克伦堡-前波美拉尼亚州)
Jürgenstorf,于尔根斯托夫
Knorrendorf,克诺伦多夫
Kittendorf,基滕多夫
Albstadt,阿尔布施塔特
Groß Plasten,大普拉斯滕
Hohen Wangelin,霍恩旺格林
Engstingen,恩斯廷根
Wendland,文德兰
Donaueschingen,多瑙埃兴根
Freising,弗赖辛
Bitterfeld-Wolfen,比特费尔德-沃尔芬
Oberlungwitz,上隆维茨
Bahnhof Köln Messe/Deutz,科隆展会/多伊茨车站
Börse Frankfurt,法兰克福证券交易所
Vichtbach,菲希特巴赫河
Obersontheim,上松特海姆
Wiesenbach (Baden),维森巴赫
Alsdorf,阿尔斯多夫·(北莱茵-威斯特法伦州)
Schloen-Dratow,施伦-德拉托
Grabowhöfe,格拉博赫弗
Wilkau-Haßlau,维尔考-哈斯劳
DFB-Pokal,德国足协杯
Signal Iduna Park,西格納伊度納公園
Franken (Region),弗兰肯
Volksparkstadion,禾克斯公園球場
Hügelsheim,许格尔斯海姆
Bad Überkingen,巴特于伯京根
Pfalzgrafenweiler,普法尔茨格拉芬韦勒
Riederich,里德里希
Blaufelden,布劳费尔登
Werder Bremen,雲達不萊梅體育會
Bingen (Landkreis Sigmaringen),宾根·(巴登-符腾堡州)
Veltins-Arena,费尔廷斯竞技场
Wurmberg,武尔姆贝格
Reichenbach an der Fils,菲尔斯河畔赖兴巴赫
Albershausen,阿尔伯斯豪森
Hohentengen (Oberschwaben),霍恩滕根
Ruhlander Schwarzwasser,魯蘭德施瓦茨瓦瑟河
Vorpommern,西波美拉尼亞
Erkelenz,埃克伦茨
Kamen,卡門·(德國)
Jabel,亚伯尔
Straubing,施特劳宾
Vöhrenbach,弗伦巴赫
Gomadingen,戈马丁根
Lobbach,洛巴赫
Remshalden,雷姆斯哈尔登
Hüfingen,许芬根
Starzlach (Breitach),施塔茨拉赫河·(布賴塔赫河支流)
Schloss Sanssouci,无忧宫·(德国)
Malxe,馬爾克瑟河
Fußball-Oberliga,德國足球高級聯賽
Technische Universität Berlin,柏林工业大学
Hochdeutsche Dialekte,高地德语
Zettemin,采特明
Ernst-Deutsch-Theater,厄恩斯特·多伊奇剧院
Waldenburg (Sachsen),瓦尔登堡·(萨克森州)
Al-Quds-Moschee Hamburg,汉堡古德斯清真寺
Dreetzsee (Carwitz),德雷茨湖
Bargteheide,巴格特海德
Einhausen (Hessen),艾恩豪森
Gammertingen,加默廷根
Hamburger SV,汉堡体育俱乐部
Klocksin,克洛克辛
Kargow,卡尔戈
Klink,克林克
Peenehagen,佩讷哈根
Moltzow,莫尔措
Neu Gaarz,新加尔茨
Wismar,维斯马
Filderstadt,菲尔德施塔特
Schwinkendorf,施温肯多夫
Torgelow am See,滨湖托尔格洛
Nordhausen,诺德豪森
Varchentin,法尔兴廷
Brühl (Rheinland),布吕尔·(北莱茵-威斯特法伦州)
Lahr/Schwarzwald,黑林山区拉尔
Vollrathsruhe,福尔拉茨鲁厄
Vielist,菲利斯特
Altenhof (Mecklenburg),阿尔滕霍夫
Homburg,洪堡
Fincken,芬肯
Lehrte,莱尔特
Rodgau,罗德高
Landau in der Pfalz,兰道
Landkreis Annaberg,安娜贝格县
Amberg,安贝格
Landkreis Aue-Schwarzenberg,奥厄-施瓦岑贝格县
Bollewick,博莱维克
Oberndorf am Neckar,内卡河畔奥伯恩多夫
Ötisheim,厄蒂斯海姆
Berglen,贝格伦·(巴登-符腾堡州)
Weinheim,魏恩海姆
Hohenstadt,霍恩施塔特
Schrozberg,施罗茨贝格
Buchholz (bei Röbel),布赫霍尔茨·(梅克伦堡-前波美拉尼亚州)
Landkreis Chemnitzer Land,开姆尼茨地区县
Landkreis Delitzsch,代利奇县
Bütow,比托·(梅克伦堡-前波美拉尼亚州)
Oberursel (Taunus),上乌瑟尔
Bad Kreuznach,巴特克罗伊茨纳赫
Donauwörth,多瑙沃特
Auenwald,奥恩瓦尔德
Ötigheim,厄蒂希海姆
Gerabronn,盖拉布龙
Fortuna Düsseldorf,福尔图娜杜塞尔多夫
Ruprecht-Karls-Universität Heidelberg,海德堡大学
Wartburg,瓦爾特堡
Zwiefalten,茨维法尔滕
Oybach,奧伊巴赫河
Bietigheim-Bissingen,比蒂希海姆-比辛根
Lärz,莱尔茨
Landkreis Löbau-Zittau,勒包-齐陶县
Eisenach,爱森纳赫
Bruchsal,布鲁赫萨尔
Monheim am Rhein,莱茵河畔蒙海姆
Leizen,莱岑·(梅克伦堡湖区县)
Ludorf,卢多夫
Mittlerer Erzgebirgskreis,中厄尔士山县
Plüderhausen,普吕德豪森
Kentzlin,肯茨林
Oberrot,上罗特
Fichtenberg,菲希滕贝格
Hohenmocker,霍恩莫克
Beggerow,贝格罗
Hohenbollentin,霍恩博伦廷
