日本,일본
伊勢市,이세시
北海道コンサドーレ札幌,홋카이도 콘사도레 삿포로
牛久市,우시쿠시
立川北駅,다치카와키타역
龍ケ崎市,류가사키시
京都市営地下鉄,교토 시영 지하철
資生堂,시세이도
弘前城,히로사키성
伊勢崎市,이세사키시
有珠山,우스산
大住駅,오스미역
片倉町駅,가타쿠라초역
岸根公園駅,기시네코엔역
三ツ沢下町駅,미쓰자와시모초역
縄文杉,조몬 삼나무
代々木駅,요요기역
宝塚歌劇団,다카라즈카 가극단
ILLUSION,일루젼
富士市,후지시
柳川市,야나가와시
アジアハイウェイ,아시안 하이웨이
1958年アジア競技大会,1958년 아시안 게임
1994年アジア競技大会,1994년 아시안 게임
1994年アジア競技大会におけるバドミントン競技,1994년 아시안 게임 배드민턴
養和,요와
東映アニメーション,도에이 애니메이션
2014 FIFAワールドカップ・アジア4次予選,2014년 FIFA 월드컵 아시아 지역 최종 예선
宜野湾市,기노완시
筑紫野市,지쿠시노시
古里駅,고리역
新日本橋駅,신니혼바시역
昭島駅,아키시마역
新大久保駅,신오쿠보역
佐世保市,사세보시
生駒市,이코마시
吐噶喇列島,도카라 열도
丹波口駅,단바구치역
飯塚市,이즈카시
成城大学,세이조 대학
川上村,가와카미촌
摂関政治,섭관정치
国道5号,국도 제5호선
余呉町,요고정
桑園駅,소엔역
EIZO,에이조
灘駅,나다역
吉野川市,요시노가와시
東北電力,도호쿠 전력
東戸塚駅,히가시토쓰카역
新浦安駅,신우라야스역
田浦駅,다우라역
久里浜駅,구리하마역
ヴィッセル神戸,비셀 고베
国立印刷局,일본 국립인쇄국
直江津駅,나오에쓰역
文久,분큐
さつま町,사쓰마정
1972年札幌オリンピックのメダル受賞数一覧,1972년 동계 올림픽 메달 집계
アシックス,아식스
昭和,쇼와 시대
キティ・フィルム,키티필름
富士川,후지강
最上川,모가미강
群馬県,군마현
西明石駅,니시아카시역
系列企業,게이레쓰
日本アミューズメントマシン工業協会,일본 어뮤즈먼트머신 공업협회
山城多賀駅,야마시로타가역
1964年東京オリンピックの競泳競技,1964년 하계 올림픽 수영
流山市,나가레야마시
海上自衛隊,해상자위대
1998年長野オリンピックのメダル受賞数一覧,1998년 동계 올림픽 메달 집계
野田市,노다시
新見駅,니미역
倉敷駅,구라시키역
吉備線,기비선
津山駅,쓰야마역
成瀬駅,나루세역
八王子みなみ野駅,하치오지미나미노역
相模原駅,사가미하라역
淵野辺駅,후치노베역
沖縄市,오키나와시
海津市,가이즈시
ジャパン・ニュース・ネットワーク,재팬 뉴스 네트워크
茅野駅,지노역
相馬中村藩,소마 나카무라번
五円硬貨,5엔 동전
太宰府市,다자이후시
ターミネーター 2:3-D,T2 3-D: 배틀 어크로스 타임
寿永,주에이
坂祝町,사카호기정
仙台城,센다이성
奥多摩町,오쿠타마정
本郷台駅,혼고다이역
八千代市,야치요시
大正,다이쇼 시대
中山駅,나카야마역
戸田公園駅,도다코엔역
瀬戸駅,세토역
センター南駅,센터 미나미역
相原駅,아이하라역
十日市場駅,도카이치바역
片倉駅,가타쿠라역
総社駅,소자역
矢部駅,야베역
伯備線,하쿠비선
東福生駅,히가시훗사역
小宮駅,고미야역
金子駅,가네코역
北八王子駅,기타하치오지역
箱根ケ崎駅,하코네가사키역
北戸田駅,기타토다역
笠幡駅,가사하타역
南与野駅,미나미요노역
日進駅,닛신역
兵庫県,효고현
宮崎県,미야자키현
石川県,이시카와현
北名古屋市,기타나고야시
PASMO,PASMO
魚沼丘陵駅,우오누마큐료역
福岡ソフトバンクホークス,후쿠오카 소프트뱅크 호크스
東北地方,도호쿠 지방
野田村,노다촌
阿蘇市,아소시
下伊那郡,시모이나군
アジアリーグアイスホッケー2003-2004,아시아리그 아이스하키 2003-04
アジアリーグアイスホッケー2004-2005,아시아리그 아이스하키 2004-05
アジアリーグアイスホッケー2005-2006,아시아리그 아이스하키 2005-06
オリンピックの日本選手団,올림픽 일본 선수단
平戸市,히라도시
熊本県,구마모토현
北藤岡駅,기타후지오카역
小川町駅,오가와마치역
イーエスピー,ESP 기타
深谷駅,후카야역
桶川駅,오케가와역
本庄駅,혼조역
清瀬市,기요세시
南古谷駅,미나미후루야역
与野本町駅,요노혼마치역
的場駅,마토바역
北赤羽駅,기타아카바네역
中浦和駅,나카우라와역
蘇我駅,소가역
洋光台駅,요코다이역
西川越駅,니시카와고에역
浮間舟渡駅,우키마후나도역
日本の歴史,일본의 역사
プロレス,프로레슬링
保津峡駅,호즈쿄역
新発田市,시바타시
銀座駅,긴자역
鶴岡市,쓰루오카시
静岡県,시즈오카현
かぶき者,가부키모노
二本松城,니혼마쓰성
戸沢村,도자와촌
広島テレビ放送,히로시마 TV 방송
北九州空港,기타큐슈 공항
奈良県,나라현
田村市,다무라시
岐阜県,기후현
ホッケー男子日本代表,일본 하키 국가대표팀
朝日町,아사히정
第15回参議院議員通常選挙,제15회 일본 참의원 의원 통상선거
関川駅,세키가와역
1980年モスクワオリンピックの柔道競技,1980년 하계 올림픽 유도
和歌山県,와카야마현
松任市,맛토시
鳩山由紀夫内閣,하토야마 유키오 내각
ソニー・ミュージックエンタテインメント,소니 뮤직 엔터테인먼트
天塩国,데시오국
1964年東京オリンピックのバレーボール競技,1964년 하계 올림픽 배구
家紋,가몬
新潟県,니가타현
阿蘇山,아소산
仙北郡,센보쿠군
東京ドーム,도쿄 돔
源氏,源氏
弥富市,야토미시
日本銀行,일본은행
湖西線,고세이선
沖縄本島,오키나와섬
阿寒郡,아칸군
音威子府村,오토이넷푸촌
関東地方,간토 지방
東温市,도온시
鴨居駅,가모이역
古淵駅,고부치역
宮家,미야케
霞が関ビルディング,가스미가세키 빌딩
集英社,슈에이샤
戸田駅,도다역
市川塩浜駅,이치카와시오하마역
北与野駅,기타요노역
指扇駅,사시오기역
港南台駅,고난다이역
第38回衆議院議員総選挙,제38회 일본 중의원 의원 총선거
新杉田駅,신스기타역
海老名市,에비나시
渋谷,시부야
インターコンチネンタルカップ1996,1996년 인터콘티넨털컵
ファジアーノ岡山FC,파지아노 오카야마 FC
エポック社,에폭 사
赤坂見附駅,아카사카미쓰케역
青山一丁目駅,아오야마 1초메 역
五條市,고조시
征夷大将軍,세이이타이쇼군
米沢市,요네자와시
伊勢原市,이세하라시
深谷市,후카야시
大館市,오다테시
小矢部市,오야베시
国立市,구니타치시
岩国市,이와쿠니시
武蔵野音楽大学,무사시노 음악 대학
新町駅,신마치역
籠原駅,가고하라역
吹上駅,후키아게역
尾久駅,오쿠역
北上尾駅,기타아게오역
神保原駅,진보하라역
北陸先端科学技術大学院大学,호쿠리쿠 첨단과학기술대학원대학
群馬藤岡駅,군마후지오카역
臼杵市,우스키시
釜石市,가마이시시
草加市,소카시
信濃川,시나노강
新党さきがけ,신당 사키가케
丹荘駅,단쇼역
コーエー,코에이
明覚駅,묘카쿠역
岡部駅,오카베역
行田駅,교다역
北鴻巣駅,기타코노스역
北本駅,기타모토역
宮原駅,미야하라역
用土駅,요도역
上田市,우에다시
高島市,다카시마시
串間市,구시마시
諫早市,이사하야시
藤岡市,후지오카시
宇和島市,우와지마시
関東鉄道,간토 철도
神社,신사
江戸川橋駅,에도가와바시역
護国寺駅,고코쿠지역
麹町駅,고지마치역
新富町駅,신토미초역
日本美術,일본의 미술
浜松駅,하마마쓰역
三陸沖地震,2012년 12월 산리쿠 해역 지진
箱根登山鉄道,하코네 등산 철도
藤枝市,후지에다시
諏訪市,스와시
東京電力ホールディングス,도쿄 전력
勾玉,굽은 구슬
国立霞ヶ丘陸上競技場,국립 가스미가오카 육상 경기장
辰巳駅,다쓰미역
銀座一丁目駅,긴자 1초메 역
東池袋駅,히가시이케부쿠로역
越生駅,오고세역
葛生駅,구즈역
相模鉄道,사가미 철도
東武日光線,도부 철도 닛코 선
鉄道博物館,철도박물관
国立音楽大学,구니타치 음악대학
女子美術大学,여자미술대학
日本中央競馬会,일본중앙경마회
滋賀県,시가현
扇村袋沢村,오기무라후쿠로사와촌
恵庭市,에니와시
柏レイソル,가시와 레이솔
皇居外苑,황거외원
毛呂駅,모로역
竹沢駅,다케자와역
松久駅,마쓰히사역
折原駅,오리하라역
児玉駅,고다마역
高崎経済大学,다카사키 경제대학
成田駅,나리타역
明石海峡,아카시 해협
スカパーJSAT,스카이퍼펙
在日ベトナム人,재일 베트남인
東鷲宮駅,히가시와시노미야역
ほくほく線,호쿠에쓰 급행 호쿠호쿠선
選抜高等学校野球大会,일본의 선발 고등학교 야구 대회
浜通り,하마도리
東京ディズニーリゾート,도쿄 디즈니 리조트
室蘭工業大学,무로란 공업대학
DREAM,드림
神代植物公園,진다이 식물공원
東京マルイ,도쿄 마루이
特別攻撃隊,가미카제
由利本荘市,유리혼조시
サンシャイン60,선샤인 60
天神,덴진
下北沢,시모키타자와
本山町,모토야마정
川口駅,가와구치역
熊谷駅,구마가야역
スカイマーク,스카이마크 항공
K-1,K-1
鴻巣市,고노스시
テレビ東京,TV 도쿄
信濃町駅,시나노마치역
阿武隈川,아부쿠마강
鹿児島大学,가고시마 대학
上七軒,가미시치켄
御殿場市,고텐바시
CLAMP,클램프
室町時代,무로마치 시대
国道382号,국도 제382호선
日本の地理,일본의 지리
岡山県,오카야마현
大分県,오이타현
2004年アテネオリンピックの日本選手団,2004년 하계 올림픽 일본 선수단
高岡郡,다카오카군
鳥獣人物戯画,조지유진부츠기가
鎌倉幕府,가마쿠라 막부
赤穂城,아코성
木更津市,기사라즈시
筑後市,지쿠고시
ビデオシステム,비디오 시스템
Jリーグカップ,J리그컵
京都大学,교토 대학
志摩市,시마시
水俣病,미나마타병
日本ペンクラブ,일본펜클럽
今山駅,이마야마역
西田井駅,니시다이역
日本サッカーリーグ,일본 사커 리그
天皇杯 JFA 全日本サッカー選手権大会,천황배 전일본 축구 선수권 대회
川西市,가와니시시
山梨県,야마나시현
Production I.G,프로덕션 I.G
隠岐郡,오키군
日本の市の一覧,일본의 도시 목록
和紙,화지
津和野城,쓰와노성
かほく市,가호쿠시
乃木坂駅,노기자카역
代々木公園駅,요요기코엔역
虎ノ門駅,도라노몬역
京橋駅,교바시역
末広町駅,스에히로초역
島根県,시마네현
本格ミステリ大賞,본격 미스터리 대상
ジャパンスタジオ,재팬 스튜디오
高槻市,다카쓰키시
田辺駅,다나베역
大阪ビジネスパーク駅,오사카 비즈니스파크역
門真南駅,가도마미나미역
今福鶴見駅,이마후쿠쓰루미역
ガンバ大阪,감바 오사카
東海原子力発電所,도카이 원자력 발전소
相良氏,사가라씨
西武多摩川線,세이부 철도 다마가와 선
国立長崎原爆死没者追悼平和祈念館,국립 나가사키 원폭 사망자 추도 평화기념관
尾花沢市,오바나자와시
珠洲市,스즈시
伊丹市,이타미시
湯島天満宮,유시마 텐만구
根津神社,네즈 신사
八代市,야쓰시로시
放送大学学園,방송대학학원
笠間市,가사마시
豊橋市,도요하시시
宮津市,미야즈시
相鉄本線,소테쓰 본선
相鉄いずみ野線,소테쓰 이즈미노선
伊奈線,사이타마 신도시 교통 이나선
高崎市,다카사키시
御影駅,미카게역
豊田スタジアム,도요타 스타디움
JR神戸線,JR 고베선
平塚宿,히라쓰카슈쿠
高知県,고치현
長崎空港,나가사키 공항
福井県,후쿠이현
富山県,도야마현
五反田駅,고탄다역
札幌市営地下鉄,삿포로 시영 지하철
日本の仏教,일본의 불교
鷲宮神社,와시노미야 신사
高砂香料工業,다카사고 향료공업
紀伊山地の霊場と参詣道,기이 산지의 영지와 참배길
ぴえろ,피에로
エピックレコードジャパン,에픽 레코드 재팬
芝山千代田駅,시바야마치요다역
キトラ古墳,기토라 고분
2003年の日本シリーズ,2003년 일본 시리즈
東成田駅,히가시나리타역
2006年の日本シリーズ,2006년 일본 시리즈
二俣川駅,후타마타가와역
奏者番,소샤반
上信電鉄上信線,조신 전철 조신선
JTマーヴェラス,JT 마블러스
さいたま市,사이타마시
フィリピン海プレート,필리핀해판
第41回世界卓球選手権,1991년 세계 탁구 선수권 대회
四天王寺,사천왕사지
カルビー,칼비
仙北市,센보쿠시
スクウェア,스퀘어
松本城,마쓰모토성
福岡タワー,후쿠오카 타워
2007年の日本シリーズ,2007년 일본 시리즈
北設楽郡,기타시타라군
