Douglas Adams,道格拉斯·亞當斯
Tom Stallard,汤姆·斯托拉德
Martine McCutcheon,瑪婷·麥吉俊
Marin Alsop,美琳·奧莎
Gabrielle,嘉貝麗
Ann Coffey,安·科菲
Heinz London,海因茨·倫敦
Ruth Kinna,露丝·金娜
Robin Herd,罗宾·赫德
Radclyffe Hall,瑞克里芙·霍爾
Susan George,苏珊·乔治
Venetia Burney,威妮夏·伯尼
Siouxsie Sioux,女妖蘇西克
Simon Conway Morris,西蒙· 康威· 莫里斯
Beverley Allitt,贝弗莉·艾利特
Phyllida Lloyd,菲利达·劳埃德
"Ernst August, Prince of Hanover",恩斯特·奧古斯特四世
Pat Barker,派特·巴克
Anita Brookner,安妮塔·布魯克纳
Antonia Fraser,安東妮亞·弗雷澤
Mary Garden,瑪莉·加登
Kaiane Aldorino,卡伊恩·阿尔多里尼奥
Fiona May,菲奥娜·梅
Adam Johnson,亚当·约翰逊
Hans Singer,汉斯·辛格
"David Sainsbury, Baron Sainsbury of Turville",大衞·盛伯理，特維爾的盛伯理男爵
Joseph Schacht,約瑟夫·沙赫特
Rachel Podger,雷切尔·波杰
Francis Simon,弗朗西斯·西蒙
Edward Conze,愛德華·孔茲
Michael Denton,邁克爾·丹頓
M,M夫人
Walter Lassally,沃特·莱斯利
Jess Conrad,杰西·康拉德
Grete Hermann,葛瑞特·賀爾曼
Brendan Foster,布伦丹·福斯特
Nikolaus Pevsner,尼古拉·佩夫斯纳
Rudolf Peierls,魯道夫·佩爾斯
Siân Phillips,仙·菲利普斯
Peter Shilton,彼德·希尔顿
Anne Perry,安妮·佩里
Belinda Lee,貝琳達·李
Helmut Gernsheim,赫尔穆特·格恩斯海姆
Danny Galbraith,丹尼·加爾布雷斯
Josette Simon,喬西特·賽門
Mitsuko Uchida,內田光子
Emma Thomas,艾玛·托马斯
Billy Idol,比利·爱多尔
Michael Hamburger,迈克尔·汉伯格
Henry Hallett Dale,亨利·哈利特·戴尔
Geoff Willis,傑夫·威利斯
Pat Fry,帕特·弗莱
Pat Symonds,帕特·西蒙斯
John Barnard,約翰·巴納德
Steve Ince,斯蒂夫·因斯
Paul Lambert,保罗·兰伯特
Minette Walters,米涅·渥特絲
Cherie Blair,彭雪玲
Lee Naylor,李·奈洛爾
Anthony Hopkins,安東尼·霍普金斯
Camilla Rutherford,卡蜜拉·魯特佛
Craig Ferguson,克雷格·费格斯
Hermione Granger,妙麗·格蘭傑
Dave McPherson,戴夫·麥克弗森
Charlotte Auerbach,夏洛特·奥尔巴克
Aneurin Barnard,阿奈林·巴納德
Tony Southgate,托尼·索斯蓋特
R. D. Laing,羅納德·大衛·萊寧
Reginald Innes Pocock,雷金納德·英尼斯·波科克
Humza Yousaf,洪姆扎·尤薩夫
Peter Gilmore,彼得·吉尔摩
"Cameron Cobbold, 1st Baron Cobbold",葛波勛爵
Anna Kavan,安娜·卡文
David Yallop,大卫·耶洛普
Brian Aldiss,布萊恩·阿爾迪斯
Gary Owen,加里·欧文
Mike Coughlan,邁克·考夫蘭
Nigel Stepney,奈傑爾·斯特普尼
MyAnna Buring,米亞娜·伯寧
Birdy,Birdy
Samantha Bond,薩曼莎·邦德
Nick Fry,尼基·弗莱
Thomas William Körner,托马斯·孔纳
Harry Wyld,哈里·怀尔德
Mark Delaney,马克·德莱尼
Ian Pearce,伊恩·皮爾斯
Simon Pegg,西蒙·柏奇
Jonathan Riley-Smith,約納舍恩·萊里-史密斯
Bob Wilson,鮑勃·威爾遜
Ron Tauranac,讓·托蘭克
Phil Bardsley,菲尔·巴德斯利
Edzard Ernst,埃得·扎德
Stan Laurel,史坦·勞萊
Paul Durcan,保羅·德爾坎
Rebecca Pidgeon,蕾貝卡·碧瑾
William Thomas Stead,威廉·托马斯·斯特德
Denton Welch,登頓·韋爾奇
Banesh Hoffmann,巴涅希·霍夫曼
George Lansbury,乔治 兰斯波里
Lottie Dod,洛蒂·多德
Margaret Drabble,瑪格麗特·德拉布爾
Andrea Riseborough,安德烈婭·瑞斯波羅格
Elizabeth Hurley,伊麗莎白·赫莉
Christina Pickles,克里斯蒂娜·皮克勒斯
Carol Ann Duffy,卡罗尔·安·达菲
Sophie Okonedo,蘇菲·奧克尼多
Joe Launchbury,喬·蘭奇巴里
Elizabeth Fraser,伊丽莎白·弗雷泽
Ron Weasley,榮恩·衛斯理
Rupert Sanders,鲁伯特·山德斯
Carol Cleveland,卡萝尔·克利夫兰
Violet Webb,维奥莱特·韦布
Peter Gabriel,彼得·蓋布瑞爾
Bobby Ferguson,卜比·費格遜
Toby Flood,托比·弗魯德
John Judd,約翰·賈德
Andy Gibb,安迪·吉布
Denise Mina,丹尼斯·米娜
"Quintin Hogg, Baron Hailsham of St Marylebone",昆汀·霍格，聖馬里波恩的海爾什姆男爵
Jill Ireland,吉兒·艾爾蘭
John Ruddy,约翰·鲁迪
John Bowes-Lyon,約翰·鮑斯-雷昂
"Princess Alice, Duchess of Gloucester",愛麗斯王妃
Maik Taylor,迈克·泰勒
Jane Leeves,珍·李維斯
Heather Watson,希瑟·沃森
Patrick Kennedy,派翠克·肯尼迪
E. F. Schumacher,恩斯特·弗里德里希·舒马赫
William Joyce,威廉·乔伊斯
Lady Gabriella Windsor,加布里埃拉·金斯敦女勳爵
Adam Clayton,亞當·克雷頓
Aubrey de Grey,奥布里·大卫·尼古拉斯·杰士伯·德格雷
"Charles Spencer-Churchill, 9th Duke of Marlborough",查爾斯·斯賓塞-丘吉爾，第九代馬爾博羅公爵
Gemma Atkinson,杰玛·阿特金森
Adam LeBor,亞當·勒伯爾
Karl Mannheim,卡爾·曼海姆
Tom Ford,汤姆·福特 (斯诺克运动员)
Denise Lewis,丹妮絲·劉易斯
Erich Mendelsohn,埃里克·门德尔松
Hans Kornberg,汉斯·科恩伯格
Miles Jackson-Lipkin,李栢儉
Gerry Adams,盖瑞·亚当斯
Elizabeth von Arnim,伊麗莎白·亞寧
Evelyn Glennie,依芙琳·葛蘭妮
Sandy Powell,珊蒂·鮑威爾
Oliver Colvile,奧利佛·科爾維爾
Michael Connarty,米高·科納蒂
Craig Johnston,克莱格·约翰斯顿
Menzies Campbell,孟澤斯·坎貝爾
Aaron Lennon,阿龙·伦农
Danielle Rowe,达妮埃尔·金
Matthew Herbert,馬修·赫伯特
Katie Boyle,凯蒂·博伊尔
Martin Benson,馬田·班遜
Steve Ovett,史蒂夫·奥韦特
James Mirrlees,詹姆斯·莫理斯
"Edward Carson, Baron Carson",爱德华·卡森
Samantha Womack,莎曼珊·沃瑪克
Lily Donaldson,莉莉·當勞遜
Fay Weldon,費伊·韋爾登
Rosie Cooper,羅西·庫珀
Harold Huth,哈羅德·胡特
Edward Walter Maunder,愛德華·沃爾特·蒙德
Alek Wek,亚历克·韦克
Norbert Elias,諾博特·伊里亞思
"David Ogilvy, 13th Earl of Airlie",大衛·奧格威，第十三代艾爾利伯爵
Stephen Butterworth,斯替芬·巴特沃斯
Gary Jones,盖瑞·琼斯
Nick Launay,尼克·劳内
"Charles Spencer, 9th Earl Spencer",第九代斯宾塞伯爵查尔斯
Emma Pooley,埃玛·普利
Val McDermid,薇兒·麥克德米
Jonathan King,乔纳森·金
Lord Voldemort,伏地魔
Christine Keeler,克莉丝汀·基勒
Gerard Lander,倫義華
Ray Wilson,雷·威爾遜
"Cecilia Bowes-Lyon, Countess of Strathmore and Kinghorne",塞西莉亞·卡文迪什-本廷克
Severus Snape,賽佛勒斯·石內卜
Peter Caruana,彼得·卡鲁阿纳
Frederick Forsyth,弗雷德里克·福塞斯
Jeremy Corbyn,杰里米·伯納德·科爾賓
Megan Prescott,梅根·普雷斯科特
Frederic Calland Williams,弗雷德里克·威廉姆斯
Cerys Matthews,凱莉·瑪修斯
"Peter Goldsmith, Baron Goldsmith",彼得·戈登史密斯
John Templeton,約翰·坦伯頓
Diana Dors,黛安娜·道爾斯
Sue Barker,苏·贝克尔
James Morrison,占士·摩利遜
Sean Davis,西恩·戴维斯
Peter George,彼得·乔治
Caroline Flint,卡羅琳·弗林特
Mary of Teck,瑪麗王后
Jaime Murray,潔咪·莫瑞
Alfred Enoch,阿尔弗莱德·伊诺奇
Stephen Crabb,史蒂芬·克拉布
Max Perutz,马克斯·佩鲁茨
Ryan Shawcross,瑞安·肖克洛斯
Lee Ryan,李·瑞安
Ludwig Guttmann,路德維希·古特曼
Rubeus Hagrid,魯霸·海格
Geoffrey Cox,杰弗里·考克斯
Andrew Sachs,安德魯·薩克斯
Dietrich Küchemann,迪特里希·库奇曼
Ernst Gombrich,恩斯特·漢斯·貢布里希
Kris Boyd,克里斯·博伊德
Anthony Kenny,安东尼·肯尼
Sybil Thorndike,西比爾·桑代克
Craig Gordon,奇治·哥頓
Jeannette Altwegg,珍奈特·阿爾特韋格
Chicane,强辩
Terence Stamp,泰倫斯·史丹普
Talvin Singh,塔尔文·西恩
Nigel Martyn,奈杰尔·马丁
Yvette Cooper,顧綺慧
Robin Gandy,罗宾·甘迪
Herbert Bamlett,靴拔·班列
Josh Goodall,約書亞·古道爾
Luke Moore,勞基·摩亞
Chris de Burgh,克利斯·迪·博夫
Arthur Hailey,arthur hailey hote
Damian Collins,達米安·科林斯
Thérèse Coffey,泰蕾兹·科菲
Donald Runnicles,唐纳德·罗尼科尔
Donald Watson,唐納德·華生
Árpád Pusztai,艾帕德·普司泰依
Gregg Sulkin,格雷格·萨克因
Richard Seaman,理查德·西曼
Jason Gardener,贾森·加德纳
Rob Gretton,罗布·格雷顿
David Julyan,大衛·朱利安
Daniel Chatto,丹尼尔·查托
Madeleine Moon,馬德琳·文
Irvine Welsh,歐文·威爾許
Charles Warren,查爾斯·沃倫
Cicely Saunders,西西里·桑德斯
Abram Besicovitch,贝西科维奇
Harry Escott,哈里·埃斯科特
Alicia Markova,艾丽西娅·马克瓦
Arthur Koestler,阿瑟·库斯勒
A. J. Cronin,A·J·克朗寧
Tracey Crouch,特蕾西·克劳奇
Jon Cruddas,喬恩·克魯達斯
Emma Goldman,埃玛·戈尔德曼
David Crausby,大衛·克勞比
Fritz Saxl,撒克爾
Walter Scott,沃尔特·司各特
Anna Freud,安娜·弗洛伊德
Cleo Laine,克莉歐·蓮恩
Michael Heseltine,夏舜霆
Geoffrey Howe,賀維
Otto Erich Deutsch,奧圖·艾力克·德意許
Richard Tauber,理查德·陶伯
Cynthia Lennon,辛西娅·列侬
William Eagle Clarke,威廉·伊戈·克拉克
Don Scott,唐·斯科特
Mickie Most,米凱·莫斯特
Peter Sellers,彼得·塞勒斯
"Prince Philip, Duke of Edinburgh",爱丁堡公爵菲利普亲王
Peter Osgood,彼得·奧斯古德
Paul Hunter,保罗·亨特
Andy Dawson,安迪·道森
Sylvia Syms,席薇雅·辛絲
W. H. Auden,威斯坦·休·奥登
Mary Creagh,瑪麗·克雷
Stella Creasy,斯特拉·克里西
Ralf Dahrendorf,拉尔夫·达伦多夫
"Tony Hall, Baron Hall of Birkenhead",博肯海德的霍尔男爵托尼·霍尔
Rachel Kempson,蕾切尔·肯普森
Juliet Aubrey,茱莉葉·奧布里
Judy Dyble,茱蒂·戴伯
John Cryer,約翰·克萊爾
William F. Grimes,威廉·弗朗西斯·格莱姆斯
Martin Fowler,马丁·福勒
Steve Bruce,史蒂夫·布鲁斯
Liam Ridgewell,利亚姆·里奇维尔
Alex Cunningham,亞歷山大·坎寧安
Elias Canetti,埃利亞斯·卡內蒂
Shefali Chowdhury,舍法利·喬杜里
Jim Cunningham,吉姆·卡寧漢姆
Kathleen McKane Godfree,凱薩琳·麥肯·卡德芙妮
James Chadwick,詹姆斯·查德威克
Cyril Knowles,施利·紐魯斯
Brian Butterworth,布賴恩·巴特沃斯
Lindy Hemming,林迪·海明
"Des Browne, Baron Browne of Ladyton",德斯·布朗
Leon Brittan,列昂·布列坦
"George Thomson, Baron Thomson of Monifieth",莫尼菲斯的湯姆森男爵喬治·湯姆森
Geoff Hoon,禤智輝
John Prescott,彭仕國
Sidney Webb,第一代帕斯菲爾德男爵悉尼·韋伯
"Max Aitken, 1st Baron Beaverbrook",比弗布魯克勳爵
John Gurdon,约翰·格登
Gary Numan,蓋瑞·紐曼
David Dowson,大衛·當臣
Christine Truman,克麗斯汀·楚門
Sinead Kerr,希妮德
Alan Johnson,莊翰生
John Profumo,約翰·普羅富莫
Eugene Simon,尤金·西蒙
Andrew Weatherall,安德魯·威瑟瑞爾
Little Boots,小靴子
Norman Lamont,諾曼·拉蒙特
"John Hutton, Baron Hutton of Furness",約翰·赫頓
Michael Martin,斯坪本男爵邁克爾·馬丁
C. F. Powell,塞西尔·鲍威尔
John Hutchinson,约翰·哈钦松
Marty Feldman,马蒂·费尔德曼
Hilary Armstrong,希拉里·阿姆斯特朗
Paul Boateng,布德能
Anastasia Griffith,艾娜史戴夏·格瑞費
David Gilmour,大衛·吉爾摩
Oswald Mosley,奧斯瓦爾德·莫斯利
Stafford Cripps,斯塔福·克里普斯
Eliza,伊莉莎·杜利特爾 (歌手)
Liz Smith,麗茲·史密斯
Eddie Izzard,埃迪·伊扎德
Ken Thorne,肯·索恩
Tulisa Contostavlos,图丽莎·康托斯塔夫洛斯
Patricia Hayes,帕翠施雅·希耶絲
Princess Theodora of Greece and Denmark,狄奧多拉
"Archie Hamilton, Baron Hamilton of Epsom",埃普瑟姆男爵阿奇·漢密爾頓
Jonathan Aitken,乔纳森·艾特肯
"Brendan Bracken, 1st Viscount Bracken",布伦丹·布雷肯
David Eddy,大衛·艾迪
Laurence Payne,劳伦斯·佩恩
Karl Popper,卡尔·波普尔
"John Jacob Astor, 1st Baron Astor of Hever",第一代希佛的阿斯特男爵約翰·雅各布·阿斯特
Julianne Moore,朱莉安·摩尔
Henry Norris,亨利·諾里斯
"Douglas Hogg, 1st Viscount Hailsham",第一代海爾什姆子爵道格拉斯·霍格
Ellen Wilkinson,愛倫·威爾金森
Tony Benn,托尼·本恩
Michael Foot,邁克爾·富特
Hermione Gingold,赫米奧妮‧金戈爾
Francis Pym,弗朗西斯·皮姆
Michael Keane,迈克尔·基恩
Lenny Davidson,蘭尼·戴維森
Rosemary Sutcliff,沙特克里夫
Javan Vidal,贾万·比达尔
John Biffen,約翰·必豐
Virginia Bottomley,弗吉尼亚·伯顿利
"Robert Finlay, 1st Viscount Finlay",第一代芬莱子爵罗伯特·芬莱
James Robertson Justice,詹姆斯·罗伯逊·贾斯蒂
"Walter Guinness, 1st Baron Moyne",第一代莫尼男爵華特·堅尼士
George Galloway,乔治 · 加洛韦
John Higgins,约翰·希金斯
Simon Danczuk,西門·丹朱克
John Smith,約翰·史密斯
Edith Tolkien,伊迪絲·托爾金
Simon Tolkien,賽門·托爾金
Donald Nicol,唐纳德·尼科尔
Richie Wellens,理查德·维尔伦斯
"Maxwell Aitken, 3rd Baron Beaverbrook",麥克斯韋·艾特肯
Katrin Cartlidge,凱特琳·卡特利吉
Richard K. Morgan,理查德·摩根
Kimberley Nixon,金伯利·尼克松
Tony Cunningham,托尼·坎寧安
Edward Elgar,爱德华·埃尔加
Winston Churchill,溫斯頓·斯賓塞-邱吉爾
Chris Huhne,禤傑思
Thomas Addis,托马斯·艾迪斯
Aldous Huxley,奥尔德斯·赫胥黎
Kate Beckinsale,凱特·貝琴薩
Liam Fox,霍理林
George Osborne,歐思邦
"Ann Taylor, Baroness Taylor of Bolton",安泰勒
Lennox Lewis,伦诺克斯·刘易斯
Nic Dakin,尼克·達金
Denis Healey,丹尼士·希利
Ernest Bevin,欧内斯特·贝文
Tim Tolkien,提姆·托爾金
Jay Sean,杰伊·尚恩
Margaret Leighton,瑪格麗特·萊頓
Patricia Hewitt,賀韻芝
Draco Malfoy,德拉科·马尔福
Tom Stoppard,湯姆·斯托帕德
Sam Worthington,山姆·沃辛頓
Adewale Akinnuoye-Agbaje,艾迪禾利·艾堅路耶-艾巴治
Gilbert Walker,吉尔伯特·沃克
Catherine Tate,凯瑟琳·塔特
Rosamunde Pilcher,羅莎曼‧佩琦
Ian Fleming,伊恩·佛萊明
G. E. Moore,乔治·爱德华·摩尔
"William Waldegrave, Baron Waldegrave of North Hill",威廉·沃尔德格雷夫
Polly Toynbee,波莉·汤因比
J. M. Barrie,J·M·巴里
"James Hamilton, 3rd Duke of Abercorn",詹姆斯·汉密尔顿
"Edward Shackleton, Baron Shackleton",愛德華·沙克爾頓
Stephen Byers,史提芬·拜亞
Stephen Hendry,史蒂芬·亨得利
Steve McManaman,史蒂夫·麦克马纳曼
Brian Hall,布賴恩·霍爾 (1946年生足球員)
McDonald Bailey,麦克唐纳·贝利
Danny Wilson,丹尼·威爾遜
John Robert Clynes,J·R·克莱恩斯
Norman Fowler,福勒男爵諾曼·福勒
Edward FitzRoy,愛德華·菲茨羅伊
Andrew Lloyd Webber,安德鲁·劳埃德·韦伯
"Andrew Feldman, Baron Feldman of Elstree",埃爾斯特里的費爾德曼男爵安德魯·費爾德曼
Peter Finch,彼得·芬奇
Lizzie Deignan,伊莉沙白·亞米斯德
Maurice Macmillan,莫里斯·麥美倫
"Nicholas Edwards, Baron Crickhowell",尼古拉斯·愛德華茲
"David Eccles, 1st Viscount Eccles",第一代埃克爾斯子爵大衛·埃克爾斯
Nikki Sinclaire,妮基·辛克莱尔
"John MacGregor, Baron MacGregor of Pulham Market",约翰·麦格雷戈
"Douglas Douglas-Hamilton, 14th Duke of Hamilton",第十四代漢密爾頓公爵道格拉斯·道格拉斯-漢密爾頓
Charles Kennedy,查尔斯·肯尼迪
Giovanni Battista Belzoni,乔瓦尼·巴蒂斯塔·贝尔佐尼
Charles Bugbee,查尔斯·巴格比
John Galsworthy,约翰·高尔斯华绥
"George Jellicoe, 2nd Earl Jellicoe",喬治·傑利科
William Bligh,威廉·布莱
Christopher Lee,克里斯多福·李
Rachel Roberts,瑞切爾·羅伯茲
Anthony Gardner,安東尼·加特拿
Rodney Robert Porter,羅德尼·羅伯特·波特
Alfred Molina,阿尔弗雷德·莫里纳
Francis Xavier Morgan,弗朗西斯·泽维尔·摩根
Dudley Clarke,达德利·克拉克
Adam Tolkien,亞當·托爾金
Susan Kramer,蘇珊·克萊默
"John Knatchbull, 7th Baron Brabourne",约翰·布拉伯恩
Michael Ancram,邁克爾·安克拉姆
Cary Grant,加里·格兰特
Justin Fashanu,祖斯甸·法辛奴
Elizabeth Haffenden,伊莉莎白·哈芬登
Agyness Deyn,艾潔妮絲·迪恩
Lee Cattermole,李·卡特摩尔
Danny Rose,丹尼·路斯
Melanie Klein,梅兰妮·克莱因
Andy Webster,安迪·维布斯特尔
Peter Crouch,彼得·克劳奇
Cliff Richard,奇里夫·李察
Caroline Spelman,施珮文
Harold Nicolson,哈罗德·尼科尔森
Roger Waters,罗杰·沃特斯
Christopher Tolkien,克里斯托夫·托爾金
Joseph Conrad,约瑟夫·康拉德
Justine Greening,贾斯汀·葛林寧
Joanna Lumley,喬安娜·拉姆利
Naomi Scott,娜歐蜜·史考特
Louis Kurihara,栗原類
Gary Oldman,加里·奥德曼
Brian Johnson,布萊恩·強森
Ioan Gruffudd,艾恩·古福特
John Buchan,約翰·布肯
"John Maples, Baron Maples",梅普爾斯男爵約翰·梅普爾斯
"Patrick Cormack, Baron Cormack",派屈克·哥麥克
Stephen Hammond,史提芬·哈蒙德
Damien Hirst,达米恩·赫斯特
Susan Boyle,蘇珊·波伊爾
Robbie Coltrane,羅彼·考特拉尼
"Lucy, Lady Duff-Gordon",露西·達夫-戈登夫人
Vanessa Bell,凡妮莎·贝尔
Julian Barnes,朱利安·巴恩斯
Paul di Resta,保罗·迪雷斯塔
Henry Ian Cusick,亨利·伊安·库斯克
Henry Cavill,亨利·卡维尔
Eve Myles,伊芙·迈勒斯
Vivian Woodward,衛維恩·伍德沃德
Rudolf Abel,魯道夫·阿貝爾
"Thomas Inskip, 1st Viscount Caldecote",托马斯·恩斯基普
"Phil Willis, Baron Willis of Knaresborough",菲爾·威利斯
Enoch Powell,以諾·鮑威爾
Charles Hanbury Williams,查爾斯·漢璧禮·威廉士
Nicky Butt,尼基·巴特
John Terry,约翰·特里
Philip Hammond,菲利普·哈蒙德
Dominic Grieve,多米尼克·葛里夫
"Walter Monckton, 1st Viscount Monckton of Brenchley",沃尔特·蒙克顿
Paddy Ashdown,帕迪·阿什当
Slobodan Jovanović,斯洛博丹·約萬諾維奇
Imre Lakatos,伊姆雷·拉卡托斯
David Niven,大衛·尼文
"Joel Barnett, Baron Barnett",祖·班蘭德男爵
Selwyn Lloyd,塞爾文·勞埃
"Patrick Buchan-Hepburn, 1st Baron Hailes",海利斯勛爵
Karl Shuker,卡尔·舒克
Chris Eagles,克里斯·伊格尔斯
Tom Hooper,湯姆·霍伯
Peter Hain,韓培德
Karl Jenkins,卡爾·祖健士
Rudolf Schwarz,魯道夫·施瓦茨
Tom Hiddleston,汤姆·希德勒斯顿
Hilaire Belloc,希莱尔·贝洛克
Keith Newton,基夫·牛頓
Erich Fried,埃里希·弗里德
Boris Johnson,鮑里斯·約翰遜
Martin Hairer,马丁·海雷尔
Geoffrey Elton,G.R. 埃尔顿
David Icke,大卫·艾克
"George Weidenfeld, Baron Weidenfeld",韋登菲爾德男爵喬治·韋登菲爾德
David Owen,大衛·歐文
Adolph Lowe,阿道夫·洛
Russell Brand,羅素·布蘭德
Ryan Bertrand,赖恩·伯特兰德
Scott Carson,史葛·卡臣
Alex Pettyfer,亞歷克斯·帕蒂弗
Gemma Arterton,杰玛·阿特登
Tom Johnston,汤姆·约翰斯顿
John Pearson,約翰·皮爾森
Wes Brown,韦斯·布朗
Rudolf Bing,鲁道夫·賓
William Melling,威廉姆·麦灵
"Princess Alexandra, 2nd Duchess of Fife",亚历山德拉郡主
George Formby,喬治 福姆比
Brian David Josephson,布赖恩·约瑟夫森
Sarah Harding,莎拉·哈汀
Judith Hart,朱迪思·哈特
"John Simon, 1st Viscount Simon",约翰·西蒙，第一代西蒙子爵
Ronald Colman,羅納·考爾門
Alexander Litvinenko,亞歷山大·瓦爾杰洛維奇·利特維年科
Julie Christie,茱莉·姬絲蒂
"Ian Lang, Baron Lang of Monkton",伊恩·兰
Peter Robinson,彼德·羅賓遜
David Heathcoat-Amory,大衛·希思科特-艾默里
Richard Armitage,理察·阿米塔格
Luke Young,盧克·楊格
Jermaine Pennant,杰梅恩·彭南特
Gavin Strang,施敬宏
Gwynfor Evans,格溫福·埃文斯
Kim Philby,金·費爾比
"David Howell, Baron Howell of Guildford",戴维·豪威尔
"George Robertson, Baron Robertson of Port Ellen",喬治·羅伯遜，埃倫港的羅伯遜男爵
Dmitry Khvorostovsky,季米特里·霍洛斯托夫斯基
George Sanders,喬治·桑德斯
Bryan Robson,布莱恩·罗布森
"Robert Gascoyne-Cecil, 5th Marquess of Salisbury",勞勃·蓋斯科因·塞西爾
Ray Milland,雷·米倫
F. F. Bruce,F. F.布鲁斯
Gillian Shephard,吉利安·谢泼德
Jermaine Jenas,杰梅恩·耶纳斯
Jonathan Woodgate,乔纳森·伍德盖特
Simon Jones,賽門·瓊斯
Ed Davey,愛德·戴維
Wayne David,韋恩·大衛
George Arliss,喬治·亞利斯
Geraint Davies,格蘭特·戴維斯
Kelly Brook,凯莉·布鲁克
Robert Neumann,罗伯特·诺依曼
Stephen Street,史蒂芬·史崔特
Jessica Tandy,潔西卡·坦迪
George Edwards,乔治·爱德华兹
Rhodri Morgan,洛蒂·摩根
Stan Cullis,斯坦·卡利斯
George Meredith,乔治·梅瑞狄斯
Lillie Langtry,莉蓮·蘭特里
Tony Hoare,東尼·霍爾
Lajos Bíró,拉尤斯·比洛
"George Younger, 4th Viscount Younger of Leckie",喬治·楊格，第四代萊基的楊格子爵
Donald Dewar,當奴·德華
Jeremy Hanley,杰里米·汉利
