반기문,潘基文
이정길,イ・ジョンギル
홍현목,洪鉉穆
김다솜,ダソム
김동찬,金東燦
김동권,金東權
무하메드 자크미치,ムハメド・ジャクミッチ
문정현,文正鉉
문선희,ムン・ソニ
문희,ムン・ヒ
문정식,文正植
명지연,ミョン・ジヨン
류중일,柳仲逸
나경원,羅卿瑗
나성범,羅成範
김동성,金東聖
임수정,イム・スジョン
심우연,沈愚燃
김기택,金琦澤
박재명,パク・ジェミョン
지진희,チ・ジニ
안재환,アン・ジェファン
유리,ユリ
이한섭,李漢燮
윤재영,尹在栄
강희찬,姜煕燦
이만희,李萬熙
최동훈,チェ・ドンフン
박성수,朴成洙 (アーチェリー選手)
김구라,キム・グラ
김구용,金丘庸
김하늘,キム・ハヌル
김소리,キム・ソリ
민상기,ミン・サンギ
심해인,沈解寅
조한선,チョ・ハンソン
안재욱,アン・ジェウク
김지원,金知原
박대성 (1978년),ミネルバ
모창민,牟昌民
김창훈,金昶訓
이현일,李炫一
김한민,キム・ハンミン
김호준 (축구 선수),金鎬浚
김호남,金浩男
김호동,金浩東
김호성,キム・ホソン
김법민,金法旼
박시헌,朴時憲
남도형,ナム・ドヒョン
남해일,南海一
남정임,ナム・ジョンイム
권근혜,権根慧
오창현,呉昌炫
백지훈,白智勲
김희정,金ヒジョン
김혜민,キム・ヘミン
김형범,金炯氾
이덕화,イ・ドックァ
이현,イ・ヒョン
최철호,チェ・チョルホ
문의재,文義済
오승범,オ・スンボム
오승훈,呉承訓
오영수,呉永寿
남궁원,ナムグン・ウォン
남나영,ナム・ナヨン
신경림,申庚林
신상우,シン・サンウ
김영남,金永南
김유림,金裕臨
정동현,鄭東鉉
김현 (축구 선수),金玄
김현종,金鉉宗
김형주,金炯周
김기정,金基正
니키 양,ニキ・ヤング
권오곤,クォン・オゴン
오반석,呉反錫
백원철,白元チョル
박두진,朴斗鎭
박암 (배우),パク・アム
김정학,金廷鶴
김조광수,金趙光秀
김지훈,キム・ジフン
김지웅,キム・ジウン
김지윤,金志胤
김지미,キム・ジミ
이인성,李仁星
윤덕주,尹徳珠
윤기현,尹奇鉉
최강희,チェ・ガンヒ
아드리아누 슈바,アドリアーノ・ネヴェス・ペレイラ
이승효,イ・スンヒョ
김지훈,キム・ジフン
정석원,チョン・ソグォン
백인철,白仁鉄
권소현,クォン・ソヒョン
이청아,イ・チョンア
김종천,金鍾天
김종국,金鍾国
김종혁,キム・ジョンヒョク
김종일 (육상 선수),金鐘鎰
김준,キム・ジュン
허가윤,ホ・ガユン
김하은,キム・ハウン
김학철,金学チョル
김학순,金学順
김지연,金智妍
박종우,朴鍾佑
백성동,白星東
김현우,金ヒョン雨
이하늬,イ・ハニ
김정훈,キム・ジョンフン
김형칠,金亨七
김근태,金槿泰
이명진,李命進
덕혜옹주,徳恵翁主
박기웅,パク・ギウン
서도영,ソ・ドヨン
정남식,鄭南シク
찬열,チャンヨル
박재상 (야구 선수),朴哉相
박정민,朴チョンミン
조권,チョ・グォン
가인,ガイン
이철우,李喆雨
죵리,JYONGRI
김진서,キム・ジンソ
김진규,キム・ジンギュ
김진선,金振兟
김진표 (가수),キム・ジンピョ
이참,イ・チャム
김자인,キム・ジャイン
라종일,羅鍾一
박철형,朴哲亨
박덕규,朴徳奎
박곡지,パク・コクチ
박경철,朴景澈
박희수,朴熙洙
박흥식,パク・フンシク
박흥식,パク・フンシク
박훈정,バク・フンジョン
이소정,イ・ソジョン
서상철,徐相喆
이헌재,李憲宰
윤치오,尹致旿
강금실,康錦實
나웅배,羅雄培
강남,滑川康男
손완호,孫完虎
류덕환,リュ・ドックァン
윤석영,尹錫榮
하석진,ハ・ソクジン
강혜정,カン・ヘジョン
권혁,權奕
박해민,朴海旻
박한용,朴漢用
박항서,朴恒緖
박준경,朴俊慶
박주영,パク・ジュヨン
박정은,朴正恩
문형진,文亨進
김원일,金源一 (小説家)
윤인완,尹仁完
김익현,金益現
김일순,キム・イルスーン
김인권,キム・イングォン
박범신,朴範信
박병호,朴炳鎬
박종환,朴鍾煥
박지아,パク・チア
박진포,パク・チンポ
박진수,朴鎭琇
곽정욱,クァク・ジョンウク
진지희,チン・ジヒ
김우중,金宇中
조병득,趙炳得
한지민,ハン・ジミン
김미정,金美貞
김민제,金旼弟
김지선,キム・ジスン
엄기영,厳基永
옥소리,オク・ソリ
차우찬,車雨燦
김상수,金相洙
온병훈,温炳勲
온주완,オン・ジュワン
김정배,金貞培
김강현,金康玄
김기현,キム・ギヒョン
정지현,鄭智鉉
이준익,イ・ジュニク
이임생,李林生
김재규,金載圭
윤일선,尹日善
김민지,キム・ミンジ
김민지,キム・ミンジ
김민석,金珉鉐
정유미,チョン・ユミ
김자옥,キム・ジャオク
김주영,金周栄
김정현,金正賢
김종민,金宗旻
김종필,金鍾弼
김종서 (가수),キム・ジョンソ
김종필,金鐘必
김종수 (축구 선수),金鐘洙
김종철 (시인),金鐘鉄
박목월,朴木月
박노식,パク・ノシク
박승일 (축구 선수),朴乘一
박승현,朴昇賢
박승옥,パク・スンオク
박수근,朴寿根
고준희,コ・ジュニ
황정음,ファン・ジョンウム
송창의,ソン・チャンウィ
강민혁,カン・ミンヒョク
곽윤기,郭潤起
김꽃비,キム・コッピ
김광민,金廣閔
박열,朴烈
김성근,金星根
조인성,趙寅成
원정화,元正花
채만식,蔡萬植
권순태,權純泰
김혁,金赫
전기영,全己盈
이기형,李基珩
이와키 고이치,岩城滉一
박광현,パク・クァンヒョン
서정학,ソ・ジョンハク
한태윤,ハン・テユン
레이나,レイナ
박세영,パク・セヨン
김서형,キム・ソヒョン
김재환 (야구 선수),金宰煥
김재호,金載昊
김재덕,キム・ジェドク
김정현,金正ヒョン
김정현,金楨鉉
김광삼,金光三
김광모,金光模
윤상현,ユン・サンヒョン
이요원,イ・ヨウォン
박성희,朴晟希
유재석,ユ・ジェソク
박용성,朴容晟
박영철,朴英哲
김관용,金寬容
오길남,呉吉男
김성균,キム・ソンギュン
오윤아,オ・ユナ
엄기준,オム・ギジュン
장영란,チャン・ヨンラン
박중규,朴重奎
박정진,朴正眞
차지호,車智鎬
조동기,趙東紀
김병지,金秉址
채시라,チェ・シラ
박시후,パク・シフ
신건,辛建
유치송,柳致松
한상진,ハン・サンジン
변정일,辺丁一
박민지,パク・ミンジ
안길강,アン・ギルガン
이윤영,李允栄
류수영,リュ・スヨン
나지완,羅志完
박광수 (영화 감독),パク・クァンス
박민,朴愍
박민규,朴玟奎
안수길,安寿吉
한주리,ハン・ジュリ
유소영,ユ・ソヨン
황석호,黄錫鎬
김유정,キム・ユジョン
한정수,ハン・ジョンス
공유,コン・ユ
서우,ソウ
김미숙,キム・ミスク
류진,リュ・ジン
신병현,申秉鉉
주희정,朱熙正
김인식,金寅植
임동원,林東源
이인혜,イ・イネ
이세인,イ・セイン
김수완 (유도 선수),金洙完
김수철 (가수),キム・スチョル
김선주,金善珠
김성범,金聖氾
이지훈,イ・ジフン
신정환,シン・ジョンファン
최다니엘,チェ・ダニエル
이윤지,イ・ユンジ
이세은,イ・セウン
최명길,チェ・ミョンギル
이유리,イ・ユリ
채리나,チェ・リナ
리춘위,李春郁
김갑수,キム・ガプス
김성택,春日王克昌
이세영,イ・セヨン
조정래,趙廷来
전병두,全炳斗
오지환,呉智煥
김민우 (야구 선수),金玟佑
김민지,キム・ミンジ
김민기 (가수),金珉基
김명휘,金明輝
박태하,朴泰夏
박태홍,朴台洪
박태민 (축구 선수),朴太民
김원섭,金元燮
김흥수 (배우),キム・フンス
김보아,キム・ボア
김지숙,キム・ジスク
김성민 (1973년),キム・ソンミン
패티 김,パティ・キム
왕지혜,ワン・ジヘ
김원기,金元基
김유택,金裕宅
조지훈,趙芝薫
백인천,白仁天
정재훈,鄭載勳
김종훈 (1952년),金宗壎
김종욱,キム・ジョンウク
김중업,金重業
방성윤,方成允
도지한,ド・ジハン
서신애,ソ・シネ
김지호,キム・ジホ
현우,ヒョヌ
박찬수,パク・チャンス
홍수아,洪秀兒
하주희,ハ・ジュヒ
유혜리,ユ・ヘリ
장진,チャン・ジン
김필립,フィリップ・キム
피천득,皮千得
김영란 (배우),キム・ヨンラン
박종팔,朴鐘八
이상,李箱
김관진,金寛鎮
윤빛가람,尹ビッガラム
김두한,金斗漢
최정민,崔貞敏
김태영,金泰映
최은성,崔殷誠
박윤재,パク・ユンジェ
박원상,パク・ウォンサン
박영규,パク・ヨンギュ
김선영,金善永
김성준 (축구 선수),金聖埈
김성민,金成玟
김성곤,金聖坤
유병수,兪炳守
김소이,キム・ソイ
이재용,李在鎔
김경문,金卿文
유동근,ユ・ドングン
최무배,チェ・ムベ
김상현,金相賢
채상병,蔡相秉
김성현,金聖賢
김민우,キム・ミヌ
유제두,柳済斗
박용택,朴龍澤
김민석,キム・ミンソク
박상륭,朴常隆
박상진,朴相珍
박세직 (축구 선수),パク・セジク
김성수,金性洙
김승규,金承奎
김승현,金承鉉
진태현,チン・テヒョン
나문희,ナ・ムニ
전미선,チョン・ミソン
이준용,李埈鎔
김승호,キム・スンホ
김승규 (1944년),金昇圭
김시진,キム・シジン
김수경 (역도 선수),金秀京
정선민,鄭先民
김려령,キム・リョリョン
박수아,リジ
백홍석,白洪淅
조재현,チョ・ジェヒョン
박인환,パク・イナン
이은희,イ・ウニ
정지영,チョン・ジヨン
이재민,李在敏
김충현,金忠顕
문현진,文顕進
조성하,チョ・ソンハ
홍종현,ホン・ジョンヒョン
이종석,イ・ジョンソク
이시연,イ・シヨン
최시중,崔時仲
김경호,キム・ギョンホ
이아현,イ・アヒョン
이다희,イ・ダヒ
이주현,イ・ジュヒョン
손성윤,ソン・ソンユン
오승은,オ・スンウン
남성진,ナム・ソンジン
이현승,イ・ヒョンスン
수현,スヒョン
이중섭,イ・ジュンソプ
서동현,徐東鉉
김영환,金榮桓
노영학,ノ・ヨンハク
홍은희,ホン・ウニ
김민경,キム・ミンギョン
김성민,金成民
김성규,ソンギュ
임창우,任倉佑
이여상,李如相
이정훈,李政勳
김동조,金東祚
손지현,ナム・ジヒョン
이다해,イ・ダヘ
류승범,リュ・スンボム
류태준,リュ・テジュン
윤민수,ユン・ミンス
유진산,柳珍山
나얼,ナオル
조동찬,趙東贊
임달영,林達永
오연서,オ・ヨンソ
이세돌,李世ドル
김태군,金泰君
김태환,金太煥
김태민,キム・テミン
최순호,崔淳鎬
심대평,沈大平
최서해,崔曙海
이열우,李烈雨
서지영,ソ・ジヨン
이종석,李鍾奭
손시헌,孫時憲
김완주,金完柱
김원탁,金元卓
김원준,キム・ウォンジュン
여진구,ヨ・ジング
조윤옥,趙潤玉
김태연,金泰橪
이지연,李芝妍
차정민,車正敏
장성우,張成宇
박성호,朴成皓
현철,ヒョンチョル
허웅,許雄
홍재호,洪在浩
마해영,馬海泳
문동환,文東煥
롭 레프스나이더,ロブ・レフスナイダー
김상호 (축구인),金相鎬
김상호,キム・サンホ
김상우,金相佑
김상욱,キム・サンウク
고창성,高昌成
고창석,コ・チャンソク
고근태,高根台
이하나,イ・ハナ
마광수,馬光洙
김일,大木金太郎
박지원,朴智元
이재우,李在雨
송승헌,ソン・スンホン
전진,チョンジン
김태호 (연출자),キム・テホ
김창열,金昌烈
신신애,シン・シネ
김영랑,金永郎
김은숙 (드라마 작가),キム・ウンスク
이혜경,李恵敬
노희경,ノ・ヒギョン
백한성,白漢成
신은정,シン・ウンジョン
산이,San E（ラッパー）
임상아,イム・サンア
김산호,キム・サンホ
남덕우,南悳祐
김용강,金容江
남보라,ナム・ボラ
신창원,シン・チャンウォン事件
김정렬,金貞烈
성동일,ソン・ドンイル
서미정,徐美浄
김영진,キム・ヨンジン
김영후,金泳厚
김영길 (공학자),金永吉
이미숙,イ・ミスク
김여진,キム・ヨジン
정아율,チョン・アユル
류승룡,リュ・スンリョン
신형민,辛炯珉
김판곤,金判坤
이수근,イ・スグン
서인석,ソ・インソク
정칠성,丁七星
김장훈,キム・ジャンフン
정해원,丁海遠
장현승,チャン・ヒョンスン
윤기원,尹基源
고기구,高基衢
고경준,高敬竣
손명순,孫命順
안영명,安永命
서재응,徐在応
왁스,Wax
김학범,金鶴範
서정주,徐廷柱
전영범,エスペラント版
최원홍,チェ・ウォノン
김신영,キム・シニョン
채동욱,蔡東旭
유기돈,ギデオン・ユー
박정환,朴晶煥
권혁주,クォン・ヒョクジュ
김강민,金江珉
이소연,李昭娟
김수연,金水連
이수환,イ・スファン
안상수,安商守
강정호,姜正浩
한경직,韓景職
임태훈,林泰勳
김현기,金鉉起
김지석,金志錫
류효영,リュ・ヒョヨン
김용기 (농촌 운동가),金容基
김용산,金用山
김유연,キム・ユヨン
김윤상,金潤相
박경훈,朴景勳
한상운,韓相云
신동빈,重光昭夫
이장우,イ・ジャンウ
조진호,趙眞浩
이만수,李萬洙
전인화,チョン・イナ
정진운,チョン・ジヌン
김재원,キム・ジェウォン
신현준,申鉉俊
심이영,シム・イヨン
신동빈,シン・ドンビン
최완규,チェ・ワンギュ
손현주,ソン・ヒョンジュ
손원일,ソン・ウォンイル
고주원,コ・ジュウォン
김봉준,金奉準
안지만,安志晩
최한,チェ・ハン
김해란,キム・ヘラン
이재진,イ・ジェジン
김정남,金正男
백선엽,びゃくぜん
박해진,パク・ヘジン
신영균 (배우),シン・ヨンギュン
강신성일,シン・ソンイル
수현 (1989년),SOOHYUN
신,SHIN WON HO
박철순,朴哲淳
박찬희,朴賛希
황희태,黄禧太
엄상현,オム・サンヒョン
황신혜,ファン・シネ
김민재,金ミン在
김화승,金華勝
김수자,キムスージャ
구산수련,九山秀蓮
김지태,金智泰
박세라,朴世摞
조용호,趙容虎
홍진영,ホン・ジニョン
고두심,コ・ドゥシム
박건태,パク・コンテ
서동원,ソ・ドンウォン
오민석,オ・ミンソク
손동운,ソン・ドンウン
이태리,イ・テリ
앤디,エンディ
원성진,元晟溱
박창선,朴昌善
숭산,崇山行願
문국진,文国進
박태민,朴泰珉
정홍원,鄭烘原
유영진,ユ・ヨンジン
김태영,金泰栄
이용재,李勇載
최인영,崔仁栄
주연,ジュヨン
김용기,金龍起
김용휴,金容烋
김용익,金溶益
신재민,申載旻
신정아,シン・ジョンア
신진호,申塡灝
김영진,金泳鎮
류세라,リュ・セラ
마정길,馬正吉
허영란,ホ・ヨンラン
