Douglas Adams,더글러스 애덤스
Ronald Colman,로널드 콜먼
Stephen Byers,스티븐 바이어스
Richard Armitage,리처드 아미티지
Justine Greening,저스틴 그리닝
Agyness Deyn,아기네스 딘
James Chadwick,제임스 채드윅
Brian David Josephson,브라이언 데이비드 조지프슨
Susan Kramer,수전 크레이머
"John Knatchbull, 7th Baron Brabourne",존 크나치블
John Templeton,존 템플턴
Norman Fowler,노먼 파울러
Peter Crouch,피터 크라우치
Vivian Woodward,비비언 우드워드
Rudolf Abel,루돌프 아벨
Carolyn Sampson,캐럴린 샘프슨
Cliff Richard,클리프 리처드
Julie Christie,줄리 크리스티
Lester Matthews,레스터 매슈스
Ian Fleming,이언 플레밍
Damien Hirst,데이미언 허스트
Henry Ian Cusick,헨리 이언 큐직
Nicky Butt,니키 버트
Alex Pettyfer,앨릭스 페티퍼
Aldous Huxley,올더스 헉슬리
Edith Tolkien,이디스 톨킨
Simon Tolkien,사이먼 톨킨
Sarah Cracknell,세라 크랙넬
John Buchan,존 버컨
Paddy Ashdown,패디 애시다운
"John Maples, Baron Maples",존 메이플스
Gillian Shephard,질리언 셰퍼드
Enoch Powell,이넉 파월
Peter Robinson,피터 로빈슨
Caroline Flint,캐럴라인 플린트
Philip Hammond,필립 해먼드
Stephen Hammond,스티븐 해먼드
Peter Finch,피터 핀치
Steve McManaman,스티브 맥마나만
Scott Carson,스콧 카슨
Henry Cavill,헨리 카빌
Julian Barnes,줄리언 번스
Lennox Lewis,레녹스 루이스
John Higgins,존 히긴스
Jeannette Altwegg,지넷 알트웨그
Alfred Enoch,앨프리드 이넉
George Formby,조지 폼비
Jay Sean,제이 숀
Stephen Hendry,스티븐 헨드리
Tom Hiddleston,톰 히들스턴
George Arliss,조지 알리스
Rodney Robert Porter,로드니 로버트 포터
G. E. Moore,조지 에드워드 무어
Jessica Tandy,제시카 탠디
Rex Harrison,렉스 해리슨
"Tony Newton, Baron Newton of Braintree",브레인트리의 뉴턴 남작 토니 뉴턴
Chris Eagles,크리스 이글스
Christopher Tolkien,크리스토퍼 톨킨
Imre Lakatos,러커토시 임레
David Niven,데이비드 니븐
Gary Oldman,게리 올드먼
Donald Dewar,도널드 듀어
Cary Grant,캐리 그랜트
Alfred Molina,앨프리드 몰리나
David Owen,데이비드 오언
Glenda Jackson,글렌다 잭슨
Brian Johnson,브라이언 존슨
John Galsworthy,존 골즈워디
Cyril Knowles,시릴 놀스
Ioan Gruffudd,요안 그리피드
Joseph Conrad,조지프 콘래드
Jeremy Hanley,제러미 핸리
Peter Hain,피터 헤인
Karl Jenkins,칼 젱킨스
Tom Hooper,톰 후퍼
Ray Milland,레이 밀랜드
F. F. Bruce,F.F. 브루스
Sam Worthington,샘 워딩턴
Greer Garson,그리어 가슨
Louis Kurihara,쿠리하라 루이
Melanie Klein,멜라니 클라인
Jools Holland,줄스 홀랜드
Shefali Chowdhury,셰펄리 초두리
Dmitry Khvorostovsky,드미트리 흐보로스톱스키
David Icke,데이비드 아이크
William Morris,윌리엄 모리스
Gilbert Taylor,길버트 테일러
Nicholas Lash,니컬러스 래시
Johnnie Jackson,조니 잭슨
Alexander Litvinenko,알렉산드르 리트비넨코
Lee Cattermole,리 캐터몰
Danny Rose,대니 로즈
John Terry,존 테리
Jamie Foreman,제이미 포먼
Cynthia Lennon,신시아 레넌
Arthur Greenwood,아서 그린우드
Iain Macleod,이언 매클라우드
Anthony Barber,앤서니 바버
Robbie Coltrane,로비 콜트레인
Shirley Williams,셜리 윌리엄스
Lee Ryan,리 라이언
Martin Hairer,마르틴 하이러
Geoffrey Elton,제프리 엘턴
George Sanders,조지 샌더스
Bryan Robson,브라이언 롭슨
Eliza,일라이자 둘리틀
Hilaire Belloc,힐레어 벨럭
Steve Biddulph,"비덜프, 스티브"
Wes Brown,웨스 브라운
John Harris,존 해리스
Susan Boyle,수잔 보일
Rhodri Morgan,로드리 모건
Kim Philby,킴 필비
Clive Owen,클라이브 오언
Ed Davey,에드 데이비
Patrick McLoughlin,패트릭 매클로플린
Rod Stewart,로드 스튜어트
Russell Brand,러셀 브랜드
Danny Murphy,대니 머피
Ian Paisley,이언 페이즐리
Luke Young,루크 영
Jermaine Pennant,저메인 페넌트
Richard K. Morgan,리처드 K. 모건
Unity Mitford,유니티 밋퍼드
Catherine Tate,캐서린 테이트
William Rodgers,윌리엄 로저스
Andrew Mitchell,앤드루 미첼
George Meredith,조지 메러디스
Nigel Nicolson,나이절 니컬슨
Reginald Maudling,레지널드 모들링
Andrew Lansley,앤드루 랜즐리
Nick Herbert,닉 허버트
Jermaine Jenas,저메인 지너스
Jonathan Woodgate,조너선 우드게이트
Edgar F. Codd,에드거 F. 커드
Tony Hoare,찰스 앤터니 리처드 호어
Ryan Bertrand,라이언 버트런드
"Kenneth Baker, Baron Baker of Dorking",도킹의 베이커 남작 케네스 베이커
David Attenborough,데이비드 애튼버러
Peter Illing,피터 일링
Alfred North Whitehead,알프레드 노스 화이트헤드
Alistair Darling,앨리스터 달링
Glenn Hoddle,글렌 호들
Barry Gibb,배리 깁
Jack Rodwell,잭 로드웰
Fred Hoyle,프레드 호일
Andrew Lincoln,앤드루 링컨
Anthony Gardner,앤서니 가드너
Andy Hopper,앤디 호퍼
Yaya Touré,야야 투레
James Clark,제임스 클라크
Eddie Izzard,에디 이저드
"Andrew Feldman, Baron Feldman of Elstree",엘스트리의 펠드먼 남작 앤드루 펠드먼
Eve Myles,이브 마일스
G. K. Chesterton,G. K. 체스터턴
Randolph Churchill,랜돌프 처칠
David Davies,데이비드 데이비스
Vinnie Jones,비니 존스
Gareth Bale,가레스 베일
"Edward Wood, 1st Earl of Halifax",제1대 핼리팩스 백작 에드워드 우드
Michael Moore,마이클 무어
Alan Milburn,앨런 밀번
Leona Lewis,리오나 루이스
James Robertson Justice,제임스 로버트슨 저스티스
Eric Pickles,에릭 피클스
Tom Kilburn,톰 킬번
Andrew Wiles,앤드루 와일스
Patrick Blackett,패트릭 메이너드 스튜어트 블래킷
Robert Maxwell,로버트 맥스웰
Michael Portillo,마이클 포틸로
Jeremy Hunt,제러미 헌트
Jim Broadbent,짐 브로드벤트
Robin Milner,로빈 밀너
Paul Graham,폴 그레이엄
John Nott,존 놋
"James Prior, Baron Prior",프라이어 남작 제임스 프라이어
John Richard Hicks,존 힉스
Christopher Chataway,크리스토퍼 채터웨이
Jane Goodall,제인 구달
Maurice Gibb,모리스 깁
Joanna Lumley,조애나 럼리
Rachel Roberts,레이철 로버츠
Richard Hammond,리처드 해먼드
"Princess Alexandra, 2nd Duchess of Fife",파이프 여공작 알렉산드라
Tamsin Egerton,탬신 에저턴
Jamie Bell,제이미 벨
Vashti Bunyan,바시티 번연
Philippa Foot,필리파 풋
Bronisław Malinowski,브로니스와프 말리노프스키
Freddie Highmore,프레디 하이모어
Naomi Scott,나오미 스콧
Angel Coulby,에인절 콜비
William Melling,윌리엄 멜링
Jodhi May,조디 메이
Sarah Harding,세라 하딩
Kelly Brook,켈리 브룩
David Marr,데이비드 마아
Roger Michael Needham,로저 니덤
Ed Westwick,에드 웨스트윅
Vanessa Bell,버네사 벨
Jimmy Greaves,지미 그리브스
Jeremy Brett,제러미 브렛
Leopold Stokowski,레오폴드 스토코프스키
Nerina Pallot,네리나 팰럿
Derek Jacobi,데릭 재커비
Gemma Arterton,제마 아터튼
Caroline Cossey,캐롤라인 코시
Joe Cole,조 콜
David Wheeler,데이비드 휠러
Michael Jackson,마이클 A. 잭슨
"Quentin Davies, Baron Davies of Stamford",스탬퍼드의 데이비스 남작 퀜틴 데이비스
Oliver Letwin,올리버 레트윈
G.H. Hardy,고드프리 해럴드 하디
Jane March,제인 마치
Clint Mansell,클린트 맨셀
David Moyes,데이비드 모예스
David Mellor,데이비드 멜러
James Purnell,제임스 퍼넬
Clare Short,클레어 쇼트
Geoffrey Hinton,제프리 힌턴
Gary Moore,게리 무어
Olivia Newton-John,올리비아 뉴턴존
Craig Davies,크레이그 데이비스
Simon Peyton Jones,사이먼 페이튼 존스
Peter Landin,피터 랜딘
C. P. Snow,찰스 퍼시 스노우
"Norman St John-Stevas, Baron St John of Fawsley",노먼 생존스티버스
Glen Johnson,글렌 존슨
A. D. Walsh,A. D. 월시
Otto Robert Frisch,오토 로베르트 프리슈
Mike Myers,마이크 마이어스
Nicholas Hoult,니컬러스 홀트
Mika,미카
John Hannah,존 해나
Lindsay Anderson,린지 앤더슨
Jay Spearing,제이 스피어링
Michael Sheen,마이클 신
John Gummer,존 거머
Ouida,마리아 루이즈 드 라 라메
Robert Grosseteste,로버트 그로스테스트
Karen Armstrong,케런 암스트롱이 TED Prize 소망을 말한다
John Randall,존 랜들
Princess Patricia of Connaught,패트리샤 공주
Arnold J. Toynbee,아널드 J. 토인비
Anton Ferdinand,앤턴 퍼디낸드
Mark Knopfler,마크 노플러
Kimberley Walsh,킴벌리 월시
Kevin Phillips,케빈 필립스
Frances Shand Kydd,프랜시스 섄드 키드
Emma Samms,에마 샘스
Colin Bateman,콜린 베이트먼
"Geoffrey Filkin, Baron Filkin",필킨 남작 제프리 필킨
Armen Sarkissian,아르멘 사르키샨
Sylvia Pankhurst,실비아 팽크허스트
Keith Joseph,키스 조지프
Christopher Strachey,크리스토퍼 스트래치
Albert Hill,앨버트 힐
Kenny Dalglish,케니 댈글리시
Tim Rice,팀 라이스
Karen Traviss,캐런 트래비스
Chelsea Manning,첼시 매닝
Glenn Murray,글렌 머리
"Stanley Clinton-Davis, Baron Clinton-Davis",스탠리 클린턴데이비스
Willie Gallacher,윌리엄 갤러처
Jayne Torvill,제인 토빌
Joe Hart,조 하트
Des'ree,데즈레이
Luke Shaw,루크 쇼
Annabelle Wallis,애나벨 월리스
Nigel Adams,나이절 애덤스
Lee Child,리 차일드
David Laws,데이비드 로스
Chloe Smith,클로이 스미스
Aaron Cook,아론 쿡
Lauren Socha,로런 소샤
Joan Fontaine,조앤 폰테인
Gina McKee,지나 매키
Barry Flanagan,배리 플래니건
Thom Yorke,톰 요크
Sebastian Coe,서배스천 코
"Marie Christine, Princess Michael of Kent",켄트 공자빈 마리에
Ben Davies,벤 데이비스
Dirk Bogarde,더크 보가드
Oliver Sacks,올리버 색스
Roy Carroll,로이 캐롤
Anthony Minghella,앤서니 밍겔라
Ronald Coase,로널드 코스
Olivia de Havilland,올리비아 드 하빌랜드
Noël Coward,노엘 카워드
Clive Barker,클라이브 바커
Michael York,마이클 요크
Bob Hope,밥 호프
Noreena Hertz,노리나 허츠
Alistair MacLean,앨리스터 매클레인
Jermain Defoe,저메인 디포
Arthur Evans,아서 에번스
Jim Nicholson,짐 니컬슨
Leighton Baines,레이턴 베인스
James Tavernier,제임스 태버니어
Ginny Weasley,지니 위즐리
Caroline Graham,캐럴라인 그레이엄
Carol Reed,캐럴 리드
Howard Webb,하워드 웨브
Clare Maguire,클레어 매과이어
Eglantyne Jebb,에글렌타인 젭
Phil Brown,필 브라운
Roy Mason,로이 메이슨
Jim Murphy,짐 머피
Kieron Dyer,키런 다이어
Tony Adams,토니 애덤스
Liz McClarnon,리즈 맥라논
Michael Gough,마이클 고프
John Swinney,존 스위니
Zena Marshall,지나 마셜
B. H. Liddell Hart,바실 헨리 리델 하트
Patricia St. John,퍼트리샤 세인트존
Tina May,티나 메이
Claire Rushbrook,클레어 러시브룩
Charles Clarke,찰스 클라크
Danny Welbeck,대니 웰벡
Rufus Sewell,루퍼스 슈얼
Paul Murphy,폴 머피
Jim Griffiths,짐 그리피스
Pauline Moran,폴린 모런
Peter Aldous,피터 올더스
Roma Downey,로마 다우니
Robin Gibb,로빈 깁
Sophie Monk,소피 몽크
Anna Sewell,안나 스웰
Stanley Matthews,스탠리 매슈스
Bob Ainsworth,밥 에인즈워스
John Redwood,존 레드우드
David Steel,데이비드 스틸
Cheryl Gillan,셰릴 길런
Claire Foy,클레어 포이
Nevill Francis Mott,네빌 프랜시스 모트
Walter Raleigh,월터 롤리
Danny Alexander,대니 알렉산더
Austen Chamberlain,오스틴 체임벌린
Roseanna Cunningham,로재나 커닝엄
Ron Davies,론 데이비스
"Charles Gordon-Lennox, 7th Duke of Richmond",제7대 리치먼드 공작 찰스 고든레녹스
Nick Clegg,닉 클레그
Antony Hewish,앤터니 휴이시
Jemma McKenzie-Brown,제마 매켄지브라운
Nadhim Zahawi,너딤 자하위
Joe Cocker,조 코커
Heidi Alexander,하이디 알렉산더
Michael Ventris,마이클 벤트리스
Anoushka Shankar,아누슈카 샹카르
Keith Richards,키스 리처즈
Douglas Hogg,더글러스 호그
Klaus Roth,클라우스 로스
Bobby Robson,보비 롭슨
"Nadejda Mountbatten, Marchioness of Milford Haven",나데이다 마운트배튼
Graham Allen,그레이엄 앨런
Arthur Harden,아서 하든
Tim Pritlove,팀 프리트로브
Pauline Baynes,폴린 베인스
Ronald Ross,로널드 로스
Allison Fisher,앨리슨 피셔
Halford Mackinder,핼퍼드 매킨더
Douglas Alexander,더글러스 알렉산더
Richard Borcherds,리처드 보처즈
"John Taylor, Baron Kilclooney",킬클루니 남작 존 테일러
Margaret Ewing,마거릿 유잉
Richard Wright,리처드 라이트
Jamie Oliver,제이미 올리버
Francis William Aston,프랜시스 윌리엄 애스턴
Herbert C. Brown,허버트 브라운
Michael Gove,마이클 고브
Derek Barton,디릭 바턴
Stuart Andrew,스튜어트 앤드루
E. M. Forster,E. M. 포스터
Anne-Marie Duff,앤 메리 더프
Jay Kay,제이 케이
James Duddridge,제임스 더드리지
David Davis,데이비드 데이비스
Bobby Beale,보비 빌
Michelle Dockery,미셸 도커리
Craig Bellamy,크레이그 벨라미
Ignaz Trebitsch-Lincoln,이그나스 트레비치 링컨
Francis Maude,프랜시스 모드
Alec Guinness,앨릭 기니스
Bruce Dickinson,브루스 딕킨슨
Nigel Dodds,나이절 도즈
Harold Hopkins,해럴드 홉킨스
Peter O'Toole,피터 오툴
Rebecca Clarke,리베카 헬퍼리히 클라크
Andrew Huxley,앤드루 헉슬리
Ian McEwan,이언 매큐언
Kenneth Arthur Noel Anderson,케네스 앤더슨
Susan Lynch,수잔 린치
George Young,조지 영
Neville Longbottom,네빌 롱보텀
Robert Edwards,로버트 에드워즈
Ronnie O'Sullivan,로니 오설리반
Kiefer Sutherland,키퍼 서덜랜드
Emile Heskey,에밀 헤스키
Mark Davies,마크 데이비스
Aaron Hughes,아론 휴즈
David Mumford,데이비드 멈퍼드
Frederick Soddy,프레더릭 소디
Jim Dowd,짐 다우드
Richard Drax,리처드 드랙스
Deborah Kerr,데버러 커
Evelyn Waugh,에벌린 워
Rachel Shelley,레이철 셸리
Jonathan Ashworth,존 애슈워스
Edith Sitwell,에디스 시트웰
Ian Austin,이언 오스틴
Jeremy Thorpe,제러미 소프
Simon Donaldson,사이먼 도널드슨
Norman Foster,노먼 포스터
Andre Geim,안드레 가임
Catherine Ashton,캐서린 애슈턴
Alan Rickman,앨런 릭먼
Nicholas Kurti,니컬러스 커티
Anthony Crosland,앤서니 크로스랜드
Martin Ryle,마틴 라일
Bonnie Wright,보니 라이트
Aaron Klug,에어런 클루그
Bobby Moore,보비 무어
"Richard Haldane, 1st Viscount Haldane",리처드 홀데인
Tom Felton,톰 펠턴
Dylan Thomas,딜런 토마스
Sean Bean,숀 빈
George Martin,조지 마틴
Iain Duncan Smith,이언 덩컨 스미스
Mister Sinister,미스터 시니스터
Eadweard Muybridge,에드워드 마이브리지
Alan Duncan,앨런 덩컨
Ignacy Jan Paderewski,이그나치 얀 파데레프스키
Matt Bellamy,매슈 벨러미
Philip Pullman,필립 풀먼
John Paul Jones,존 폴 존스
Sadiq Khan,사디크 칸
Luna Lovegood,루나 러브굿
Winnie Ewing,위니 유잉
Nirj Deva,너지 데바
Angela Eagle,앤절라 이글
Richard Hughes,리처드 휴스
Alice Bailey,앨리스 베일리
Maria Eagle,마리아 이글
Enid Blyton,에니드 블라이턴
Jean Simmons,진 시먼스
Jessica Hynes,제시카 하인스
Philip Dunne,필립 던
Gareth Barry,개러스 배리
John Strachey,이블린 존 스트레이치
Ed Balls,에드 볼스
Jeremy Wright,제러미 라이트
Peter Higgs,피터 힉스
Jeff Beck,제프 벡
Mark Carney,마크 카니
Eric Varley,에릭 발리
Minerva McGonagall,미네르바 맥고나걸
Ritchie Blackmore,리치 블랙모어
John Deacon,존 디콘
James Black,제임스 화이트 블랙
Stephen Barclay,스티븐 바클리
Gerry Rafferty,제리 래퍼티
Norman Baker,노먼 베이커
Linsey Dawn McKenzie,린지 돈 매켄지
Tim Farron,팀 패런
Dorothy L. Sayers,도르시 L 세이어스
George Porter,조지 포터
Michael Ellis,마이클 엘리스
Jane Ellison,제인 엘리슨
Cory Doctorow,코리 닥터로
Nancy Mitford,낸시 밋퍼드
Katie Leung,케이티 렁
James Milner,제임스 밀너
Steve Baker,스티브 베이커
Nigel Evans,나이절 에번스
Tobias Ellwood,토바이어스 엘우드
Steve Harris,스티브 해리스
Christophoros A. Pissarides,크리스토퍼 피사리데스
Jonathan Evans,조너선 에번스
Maria Miller,마리아 밀러
Warwick Davis,워릭 데이비스
Harriett Baldwin,해리엇 볼드윈
Freddie Fox,프레디 폭스
"Keith Bradley, Baron Bradley",키스 브래들리
George Eustice,조지 유스티스
Aasif Mandvi,아시프 맨드비
John Barry,존 배리
Matthew Lewis,매슈 루이스
David Trimble,데이비드 트림블
Kay Parker,케이 파커
MF DOOM,MF DOOM
Stephanie Parker,스테퍼니 파커
Mark Field,마크 필드
Shaun Woodward,숀 우드워드
Will Self,윌 셀프
Colin Fleming,콜린 플레밍
Konstantin Novoselov,콘스탄틴 노보셀로프
William Lassell,윌리엄 라셀
Jon Lord,존 로드
Duffy,더피
Richard Buck,리처드 벅
Nick Mason,닉 메이슨
Rachel Portman,레이철 포트먼
Kevin Barron,케빈 배런
Sarah Stevenson,세라 스티븐슨
Guy Ritchie,가이 리치
Miss Marple,제인 마플
Tony Scott,토니 스콧
Bernard Joy,버나드 조이
Anne Briggs,앤 브리그스
Chris Squire,크리스 스콰이어
Anthony James Leggett,앤서니 레깃
John Digweed,존 딕위드
Robson Green,롭슨 그린
Andrew Smith,앤드루 스미스
Queen Louise of Sweden,루이즈 마운트배튼
Carwyn Jones,카륀 존스
Thomas Gainsborough,토머스 게인즈버러
Sam Allardyce,샘 앨러다이스
Peter Cushing,피터 커싱
Charles Dance,찰스 댄스
Isobel Campbell,이소벨 캠벨
Michael Fallon,마이클 팰런
Lesley-Anne Down,레슬리 앤 다운
Martin Freeman,마틴 프리먼
Robert Syms,로버트 심스
Jim Fitzpatrick,짐 피츠패트릭
Edwin Muir,애드윈 뮤어
Roger Penrose,로저 펜로즈
Alan Bates,앨런 베이츠
Lucy Punch,루시 펀치
Finola Hughes,피놀라 휴스
James McAvoy,제임스 매커보이
George Reid,조지 리드
Gary Lewis,게리 루이스
Gwyneth Jones,귀네스 존스
Roland Joffé,롤랑 조페
Kieran Richardson,키런 리처드슨
Richard Roberts,리처드 J. 로버츠
Alan Lloyd Hodgkin,앨런 로이드 호지킨
John Vane,존 로버트 베인
Tim Hunt,팀 헌트
William Sealy Gosset,윌리엄 고셋
Edward Fox,에드워드 폭스
Paul Grant,폴 그랜트
Matthew Etherington,매튜 에더링턴
Sienna Miller,시에나 밀러
