Lionel Messi,リオネル・メッシ
Maria Gabriella di Savoia,マリーア・ガブリエッラ・ディ・サヴォイア
Paolo Castellini,パオロ・カステッリーニ
Anna Vania Mello,アンナバニア・メッロ
Liliana Segre,リリアーナ・セグレ
Loretto Petrucci,ロレット・ペトルッチ
Gabriele Pin,ガブリエーレ・ピン
Giordano Turrini,ジョルダーノ・トゥッリーニ
Stefano Bettarini,ステファノ・ベッタリーニ
Valerio Bertotto,ヴァレーリオ・ヴェルトット
Carlo di Borbone-Due Sicilie,カルロ・ディ・ボルボーネ＝ドゥエ・シチリエ
Marco Ferrante (calciatore),マルコ・フェッランテ
Fabio Ceravolo,ファビオ・チェラヴォロ
Roberto Chiappa,ロベルト・キアッパ
Nino Oliviero,ニーノ・オリヴィエロ
Giovanni Cervone,ジョヴァンニ・チェルボーネ
Gianfranco Matteoli,ジャンフランコ・マッテオーリ
Matteo Pelucchi,マッテーオ・ペルッキ
Renato Palumbo,レナート・パルンボ
Luciano Tovoli,ルチアーノ・トヴォリ
Giacomo Losi,ジャコモ・ロージ
Alejandro Giammattei,アレハンドロ・ジャマテイ
Bruno Giuranna,ブルーノ・ジュランナ
Gianni Ferrio,ジャンニ・フェッリオ
Francesco Colonnese,フランチェスコ・コロンネーゼ
Pablo Chavarría,パブロ・チャバリア
Diego Alonso,ディエゴ・アロンソ
Riccardo Agostini,リカルド・アゴスチーニ
Roberta Rodeghiero,ロベルタ・ロデギエーロ
Gianluca Comotto,ジャンルカ・コモット
Giovanni Anfossi (pianista),ジョヴァンニ・アンフォッシ
Bruno Conca,ブルーノ・コンカ
Andrea Consigli,アンドレア・コンシーリ
Eugenio di Savoia-Genova,エウジェーニオ・ディ・サヴォイア＝ジェノヴァ
Gian Gaspare Napolitano,ジャン・ガスパーレ・ナポリターノ
Ferdinando di Savoia-Genova (ammiraglio),フェルディナンド・ディ・サヴォイア＝ジェノヴァ・(1884-1963)
Romano Puppo,ロマーノ・プポー
Fosco Maraini,フォスコ・マライーニ
Manuela Secolo,マヌエラ・セーコロ
Giovanni Fidanza,ジョヴァンニ・フィダンツァ
Giovanni Bilivert,ジョヴァンニ・ビリヴェルティ
Il Cerano,ジョヴァンニ・バッティスタ・クレスピ
Alex Cordaz,アレックス・コルダツ
Danilo Petrucci,ダニロ・ペトルッチ
Emanuela Pierantozzi,エマヌエーラ・ピエラントッツィ
Russell Teibert,ラッセル・タイバート
Paolo Conti (calciatore 1950),パオロ・コンティ
Giovanni Jona-Lasinio,ジョヴァンニ・ヨナ＝ラシニオ
Franca Bianconi,フランカ・ビアンコニ
Francesco Maria Taliani de Marchio,フランチェスコ・マリーア・タリアーニ・ディ・マルキオ
Francesco Zingales,フランチェスコ・ジンガレス
Giuseppe Adami,ジュゼッペ・アダーミ
Giuseppe Belluzzo,ジュゼッペ・ベッルッツォ
Franco Capuana,フランコ・カプアーナ
Joseph-Marie Lo Duca,ジョゼフ＝マリー・ロ・デュカ
Aldo Ronconi,アルド・ロンコーニ
Renzo Rosso (imprenditore),レンツォ・ロッソ
Franco Brienza,フランコ・ブリエンツァ
Pierina Gilli,ピエリーナ・ジリ
Giuseppe Papadopulo,ジュゼッペ・パパドプーロ
Nicolò Melli,ニコロ・メリ
Lorenzo Tonelli,ロレンツォ・トネッリ
Aldo Romano (batterista),アルド・ロマーノ
Simone Tomassini,シモーネ・トマシーニ
Franco Balducci,フランコ・バルドゥッチ
Alessandro Bianchi (calciatore 1966),アレッサンドロ・ビアンチ
Marco Biagianti,マルコ・ビアジャンティ
Joe Yellow,ジョー・イエロー
Mario Almirante,マリオ・アルミランテ
Pasquale Gravina,パスクアーレ・グラビーナ
Emilio Greco,エミリオ・グレコ
Marino Marini (cantante),マリオ・マリーニ・(歌手)
Roberto Meloni (judoka),ロベルト・メローニ
Damiano Pippi,ダミアーノ・ピッピ
Marco Rigoni,マルコ・リゴーニ
Rosanna Fratello,ロザンナ・フラテッロ
Gennaro Ruotolo,ジェンナーロ・ルオートロ
Diego Della Valle,ディエゴ・デッラ・ヴァッレ
Alessandro Marchetti (ingegnere),アレッサンドロ・マルケッティ
Riccardo Garrone (imprenditore),リカルド・ガッローネ
Paolo Bianco,パオロ・ビアンコ
Luciano Bodini,ルチアーノ・ボディーニ
Manuela Leggeri,マヌエラ・レッジェーリ
Maya Sansa,マヤ・サンサ
Daniele Capelli,ダニエレ・カペッリ
Piero Piccioni,ピエロ・ピッチオーニ
Roberto Guana,ロベルト・グアーナ
Ondřej Hotárek,オンドレイ・ホタレック
Roberto Galia,ロベルト・ガリア
Roberto Stellone,ロベルト・ステッローネ
Andrea Tofanelli,アンドレア・トファネッリ
Mauro Bianchi,マウロ・ビアンキ
Massimo Paganin,マッシモ・パガニン
Massimo Tamburini,マッシモ・タンブリーニ
Michele Camporese,ミケーレ・カンポレーゼ
Alessandro Melli,アレッサンドロ・メッリ
Bruno Martino,ブルーノ・マルティーノ
Jack Dragna,ジャック・ドラグナ
Marco Zanchi,マルコ・ザンキ
Michele Padovano,ミケーレ・パドヴァーノ
Andrea Gardini,アンドレア・ガルディーニ
Ferdinando De Giorgi,フェルディナンド・デジョルジ
Aldo Notari,アルド・ノタリ
Massimiliano Angelelli (pilota automobilistico),マックス・アンジェレッリ
Angelo Bruno,アンジェロ・ブルーノ
Alessia Gennari,アレッシア・ジェンナーリ
Alessandro Zanni,アレッサンドロ・ザンニ
America Olivo,アメリカ・オリーヴォ
Marco Bracci,マルコ・ブラッチ
Andrea Belicchi,アンドレア・ベリッキ
Mostro di Firenze,フィレンツェの怪物事件
Bruno Cabrerizo,ブルーノ・カブレリーゾ
Maria Francesca di Savoia,マリーア・フランチェスカ・ディ・サヴォイア
Davide Succi,ダヴィデ・スッチ
Renata Viganò,レナータ・ヴィガノ
Arturo Lupoli,アルトゥーロ・ルポリ
Silvia Fontana,シルビア・フォンタナ
Fëdor Komissarževskij,セオドア・コミサルジェフスキー
Jeff Cameron,ジュヴァニ・スカリチオフォーロ
David Sassoli,ダヴィド・サッソリ
Angelo Dolfini,アンジェロ・ドルフィーニ
Marino Morettini,マリーノ・モレッティーニ
Niccolò Castiglioni,ニッコロ・カスティリオーニ
Staffan de Mistura,スタファン・デ・ミストゥラ
Franco Battaini,フランコ・バッタイーニ
Matteo Martino,マッテオ・マルティーノ
Stefano Bontate,ステファノ・ボンターデ
Ugo da Carpi,ウーゴ・ダ・カルピ
Pietro Scalia,ピエトロ・スカリア
Damiano Ferronetti,ダミアーノ・フェロネッティ
Ignacio Scocco,イグナシオ・スコッコ
Sergio Padt,セルジオ・パット
Simona Gioli,シモーナ・ジョーリ
Paul Hildgartner,パウル・ヒルドガートナー
Stefano Zacchiroli,ステファノ・ザッキローリ
Nicola Rossi-Lemeni,ニコラ・ロッシ＝レメーニ
Andrea Pazzagli,アンドレア・パッツァーリ
Simona Rinieri,シモーナ・リニエーリ
Giampaolo Giuliani,ジャンパオロ・ジュリアーニ
Francesco Lunardini,フランチェスコ・ルナルディーニ
Marco Lanna,マルコ・ランナ
Ascanio Celestini,アスカニオ・チェレスティーニ
Andrea Russotto,アンドレア・ルッソット
Volterrano,バルダッサーレ・フランチェスキーニ
Luca Marmorini,ルカ・マルモリーニ
Rosalba Forciniti,ロサルバ・フォルチニティ
Amedeo Gordini,アメデ・ゴルディーニ
Annalisa (cantante),アンナリーザ・(イタリアの歌手)
Riccardo Saponara,リッカルド・サポナーラ
Sergio Benvenuto,セルジョ・ベンヴェヌート
Silvio Branco,シルビオ・ブランコ
Luca Siligardi,ルーカ・シリガルディ
Nicolò Ferrari,ニコロ・フェッラーリ
Pierino Fanna,ピエトロ・ファンナ
Francesco Pratali,フランチェスコ・プラターリ
Gian Paolo Montali,ジャン・パオロ・モンターリ
Roberto Colciago,ロベルト・コルチアゴ
Paola Paggi,パオラ・パッジ
Benedicta Boccoli,ベネディクタ・ボッコーリ
Manuel Giandonato,マヌエル・ジャンドナート
Nicola Rigoni,ニコラ・リゴーニ
Isabella d'Este (1635-1666),イザベッラ・デステ・(パルマ公妃)
Giuseppe Taglialatela,ジュゼッペ・タリアラテーラ
Alessandro Barbucci,アレッサンドロ・バルブッチ
Salvatore Cascio,サルヴァトーレ・カシオ
Guido Cagnacci,グイド・カニャッチ
Carmine Abate,カルミネ・アバーテ
Vittorio Emanuele di Savoia-Aosta,ヴィットーリオ・エマヌエーレ・ディ・サヴォイア＝アオスタ
Davide Nicola,ダヴィデ・ニコーラ
Dino Ciani,ディノ・チアーニ
Domenico Procacci,ドメニコ・プロカッチ
Roberto Rambaudi,ロベルト・ランヴァウディ
Donato Carrisi,ドナート・カッリージ
Luca Baldisserri,ルカ・バルディッセリ
Emiliano Mondonico,エミリアーノ・モンドニコ
Carlo Grante,カルロ・グランテ
Giovanni Allevi,ジョヴァンニ・アレヴィ
Renato Cellini,レナート・チェリーニ
Caterina Mancini,カテリーナ・マンチーニ
Alessandro Gramigni,アレッサンドロ・グラミーニ
Massimo Vitali,マッシモ・ヴィターリ
Paolo Dellafiore,パオロ・デッラフィオーレ
Rômulo (calciatore 1987),ロムロ・ソウザ・オレステス・カルデイラ
Carlo Acutis,カルロ・アクティス
Elsa Peretti,エルサ・ペレッティ
Eleonora Abbagnato,エレオノーラ・アバニャート
Enrica Merlo,エンリカ・メルロ
Daniele Gastaldello,ダニエレ・ガスタルデッロ
Lino Marzorati,リーノ・マルツォラッティ
Antonio Paganin,アントニオ・パガニン
Ferdinando Pio di Borbone-Due Sicilie,フェルディナンド・ピオ・ディ・ボルボーネ＝ドゥエ・シチリエ
Hristo Zlatanov,フリスト・ズラタノフ
Carlo Alberto Pizzini,カルロ・アルベルト・ピッツィーニ
Carlotta Zambelli,カルロッタ・ザンベリ
Antonella Del Core,アントネッラ・デルコーレ
Luca Di Matteo,ルカ・ディ・マッテオ
Giulio Migliaccio,ジュリオ・ミリアッチョ
Bice Vanzetta,ビーチェ・ヴァンツェッタ
Pasquale Marino,パスクアーレ・マリーノ
Lucia Bosetti,ルチア・ボゼッティ
Marco Bonitta,マルコ・ボニッタ
Vencislav Simeonov,ベンツィスラフ・シメオノフ
Diego Polenta,ディエゴ・ポレンタ
Massimo Bogianckino,マッシモ・ボジャンキーノ
Alejandro Martinuccio,アレハンドロ・マルティヌシオ
Mauro Galvano,マウロ・ガルバノ
Ernesto Colnago,エルネスト・コルナゴ
Massimo Vignelli,マッシモ・ヴィネッリ
Mirko Corsano,ミルコ・コルサーノ
Paolo Cozzi,パオロ・コッツィ
Ángel Dennis,アンヘル・デニス
Urbano Barberini,ウルバノ・バルベリーニ
Ezio Gamba,エツィオ・ガンバ
Diego Hernán Valeri,ディエゴ・バレリ
Edoardo Reja,エドアルド・レヤ
Karel Zelenka,カレル・ゼレンカ
Giacomo Prestia,ジャコモ・プレスティーア
Chiara Caselli,キアラ・カゼッリ
Ettore Gracis,エットーレ・グラチス
Claudio Lotito,クラウディオ・ロティート
Fabio Rossitto,ファビオ・ロッシート
Fabrizio Falco,ファブリツィオ・ファルコ
Michele Mari,ミケーレ・マーリ
Monica Scattini,モニカ・スカッティーニ
Sebastiano Visconti Prasca,セバスティアーノ・ヴィスコンティ・プラスカ
Cesare Natali,チェーザレ・ナターリ
Massimiliano Duran,マッシミリアーノ・デュラン
Roman Vlad,ロマン・ヴラド
Adalberto di Savoia-Genova,アーダルベルト・ディ・サヴォイア＝ジェノヴァ
Emiliano Alfaro,エミリアーノ・アルファロ
Valentina Fiorin,ヴァレンティーナ・フィオリン
Samuel Di Carmine,サムエル・ディ・カルミネ
Vittorio De Sisti,ヴィットリオ・デ・システィ
Liassine Cadamuro,リアシヌ・カダムロ＝ベンタイーバ
Cristian Sanavia,クリスチャン・サナビア
Cristina Barcellini,クリスティナ・バルチェリーニ
Floriana Bertone,フロリアーナ・ベルトーネ
Noemi Signorile,ノエミ・シニョリーレ
Marco Meoni,マルコ・メオーニ
Osvaldo Hernández,オズワルド・エルナンデス
Paola Ghirotti,パオラ・ギロッティ
Davide Moscardelli,ダヴィデ・モスカルデッリ
Serena Ortolani,セレナ・オルトラーニ
Luigi Simoni,ルイジ・シモーニ
Francesco Flachi,フランチェスコ・フラーキ
Nelo Risi,ネロ・リージ
Piero Gamba,ピエロ・ガンバ
Agostino Lanzillo,アゴスティーノ・ランツィッロ
Pierluigi Frattali,ピエルルイジ・フラッターリ
Paolo Stanzani,パオロ・スタンツァーニ
Raimondo Inconis,ライモンド・インコニス
Doriano Romboni,ドリアーノ・ロンボニ
Omar Milanetto,オマール・ミラネット
Andrea Lazzari (calciatore),アンドレア・ラッツァーリ
Nicoletta Elmi,ニコレッタ・エルミ
Francesca Marcon,フランチェスカ・マルコン
Frédéric François,フレデリック・フランソワ
Ferdinando Scianna,フェルディナンド・スキアンナ
Francesco Statuto,フランチェスコ・スタトゥート
Alex Masi,アレックス・マッシ
Massimo Paci,マッシモ・パーチ
Carlo Orlandi (pugile),カルロ・オルランディ
Giuseppe Greco (mafioso),ピーノ・グレコ
Daniele Archibugi,ダニエル・アーチブージ
Gastón Silva,ガストン・シルバ
Gabriella Tucci,ガブリエラ・トゥッチ
Alessandro Orlando,アレッサンドロ・オルランド
Nicola Pasini,ニコラ・パシーニ
Taismary Agüero,タイスマリー・アゲロ
Francesco Modesto,フランチェスコ・モデスト
Carolina Costagrande,カロリーナ・コスタグランデ
Giacinto Gimignani,ジャチント・ジミニャーニ
Ettore Mendicino,エットーレ・メンディチーノ
Ubaldo Soddu,ウバルド・ソッドゥ
Eduardo Tuzzio,エドゥアルド・トゥッシオ
Gianni Giudici,ジャンニ・ギューディッチ
Alfredo Rizzo,アルフレッド・リゾ
Giovanni Volpato,ジョヴァンニ・ヴォルパト
Roberto Roberti,ロベルト・ロベルティ
Gianfranco Rosi (pugile),ジャンフランコ・ロッシ
Renato Simoni,レナート・シモーニ
Rose (Street Fighter),ローズ・(ストリートファイター)
Mario Almondo,マリオ・アルモンド
Luis Aguiar,ルイス・アギアル
Paola Croce,パオラ・クローチェ
Rachele Sangiuliano,ラケーレ・サンジュリアーノ
Alberto Pariani,アルベルト・パリアーニ
Carlo Bonomi,カルロ・ボノーミ
Wilma Goich,ウィルマ・ゴイク
Alberto Bonacossa,アルベルト・ボナコッサ
Andrea Sartoretti,アンドレア・サルトレッティ
Giulia Leonardi,ジュリア・レオナルディ
Rosanna Carteri,ロザンナ・カルテリ
Romano Musumarra,ロマーノ・ムスマッラ
Iolanda Margherita di Savoia,ヨランダ・マルゲリータ・ディ・サヴォイア
Gabriele Tredozi,ガブルエル・トレドッツィ
João Pedro,ジョアン・ペドロ・ジェラルディーノ・ドス・サントス・ガウヴォン
Aldo Firicano,アルド・フィリカーノ
Andrea Bosca,アンドレア・ボスカ
Andrea Farri,アンドレア・ファッリ
Cristhian Stuani,クリスティアン・ストゥアーニ
Andrea Benetti (artista),アンドレア・ベネッティ
Stefania Sansonna,ステファニア・サンソンナ
Grazia Barcellona,グラツィア・バルチェローナ
Guglielmo Epifani,グリエルモ・エピファーニ
Andrea Comparetti,アンドレア・コンパレッティ
Gian Piero Ventura,ジャンピエロ・ヴェントゥーラ
Thomas Mangani,トーマス・マンガニ
Italo Tajo,イタロ・ターヨ
Stefano Sollima,ステファノ・ソリマ
Indre Sorokaite,インドレ・ソロカイテ
Ilaria Garzaro,イラリア・ガルツァロ
Alceo Galliera,アルチェオ・ガリエラ
Bernardino Molinari,ベルナルディーノ・モリナーリ
Alessandro Trotter,アレッサンドロ・トロッター
Bruno Canino,ブルーノ・カニーノ
Venere Pizzinato,ヴェーネレ・ピッツィナート＝パポ
Aldo Corazza,アルド・コラッツァ
Andrea Barberi,アンドレア・バルベリ
Alessandro Cuozzo,アレッサンドロ・クオッツォ
Andrea Sala,アンドレア・サーラ
Mario Rossi (direttore d'orchestra),マリオ・ロッシ
Gianandrea Noseda,ジャナンドレア・ノセダ
Igiaba Scego,イジャーバ・シェーゴ
Iacopo La Rocca,ヤーコポ・ラ・ロッカ
Stefano Pessina,ステファノ・ペッシーナ
Andrea Lovotti,アンドレア・ロボッティ
Andrea Portera,アンドレア・ポルテラ
Andrea Mazzantini,アンドレア・マッツァンティーニ
Alessandro Carbonare,アレッサンドロ・カルボナーレ
Alessandro Fei (pallavolista),アレッサンドロ・フェイ
Giovanni Micheletto,ジョヴァンニ・ミケレット
Alessandro Bettoni Cazzago,アレッサンドロ・ベットーニ・カッツァーゴ
Alberto Dell'Acqua,アルベルト・デラクア
Andrea Stella (ingegnere),アンドレア・ステラ
Antonio Moresco,アントニオ・モレスコ
Tito Tebaldi,ティト・テバルディ
Tony Bombardieri,トニー＝サブリナ・ボンバルディエリ
Jo Prestia,ジョー・プレスティア
Maurizio Zamparini,マウリツィオ・ザンパリーニ
Marco D'Alessandro,マルコ・ダレッサンドロ
Karin Telser,カリン・テルセール
Antonio Marras,アントニオ・マラス
Antonio Manicone,アントニオ・マニコーネ
Massimo Bruno,マッシモ・ブルーノ
Alessio Figalli,アレッシオ・フィガリ
Antonio Todde,アントニオ・トッデ
Alessandro Crescenzi (calciatore),アレッサンドロ・クレシェンツィ
Giovanni Stroppa,ジョヴァンニ・ストロッパ
Osmany Juantorena,オスマニー・ユアントレーナ
Gianni Munari,ジャンニ・ムナーリ
Tullio Carminati,トゥリオ・カルミナティ
Linda Veras,リンダ・ヴェラス
Lucia Crisanti,ルチーア・クリザンティ
Vittorio Rieti,ヴィットリオ・リエティ
Massimiliano Damerini,マッシミリアーノ・ダメリーニ
Manuel Ortiz de Zárate,マヌエル・オルティス・デ・ザラテ
Franco Vázquez,フランコ・バスケス
Valentina Tirozzi,バレンティーナ・ティロッツィ
Leonardo Ghiraldini,レオナルド・ギラルディーニ
Valeria Cavalli,ヴァレリア・カヴァッリ
Valeria Straneo,ヴァレリア・ストラーネオ
Sebastián Cristóforo,セバスティアン・クリストフォロ
Angelo Lo Forese,アンジェロ・ロ・フォレーゼ
Luigi Bonino,ルイジ・ボニーノ
Adriano Fiori,アドリアーノ・フィオーリ
Girolamo Giovinazzo,ジローラモ・ジオビナッツォ
Beni Montresor,ベニ・モントレゾール
Raffaele Maiello (calciatore),ラッファエレ・マイエッロ
Angelo Orlando (calciatore),アンジェロ・オルランド
Anna Rita Del Piano,アンナ・リータ・デル・ピアーノ
Vincenzo Nardiello,ビンチェンツオ・ナルディエッロ
Marcello Venusti,マルチェッロ・ヴェヌスティ
Roberto Cravero,ロベルト・クラヴェーロ
Matteo Rubin,マッテオ・ルビン
Arrigo Pelliccia,アリーゴ・ペリッチャ
Paolo Tofoli,パオロ・トフォリ
Andrea Giani,アンドレア・ジャーニ
Jenny Barazza,ジェニー・バラッツァ
Peppino Gagliardi,ペピーノ・ガリアルディ
Marco Giampaolo,マルコ・ジャンパオロ
Adriana Cavarero,アドリアーナ・カヴァレーロ
Delfino Borroni,デルフィーノ・ボローニ
Travis Diener,トラビス・ディーナー
Ugo Cerletti,ウーゴ・チェルレッティ
Selen,セレン・(女優)
Paolo Sammarco,パオロ・サンマルコ
Michele Greco,ミケーレ・グレコ
Valentina Marchei,ヴァレンティーナ・マルケイ
Sara Anzanello,サラ・アンツァネッロ
Diego Fabbrini,ディエゴ・ファッブリーニ
Nadia Centoni,ナディア・チェントーニ
Matej Černič,マテイ・チェルニック
Gianluca Signorini,ジャンルカ・シニョリーニ
Beatrice Borromeo,ベアトリーチェ・ボロメオ
Carlo Masi,カルロ・マーシ
Andrea Zorzi,アンドレア・ゾルジ
Carlo Pinsoglio,カルロ・ピンソーリョ
Giorgio Ghezzi,ジョルジョ・ゲッツィ
Carlo Nervo,カルロ・ネルヴォ
Lucas Viatri,ルーカス・ビアトリ
Dino Toso,ディノ・トソ
Antonietta Stella,アントニエッタ・ステッラ
Franco Cristaldi,フランコ・クリスタルディ
Daniela Dessì,ダニエラ・デッシー
Aldo Ceccato,アルド・チェッカート
Boris Vsevolodovič Petrušanskij,ボリス・ペトルシャンスキー
Lucia Morico,ルチア・モリコ
Ernesto de Martino,エルネスト・デ・マルティーノ
Bebe Vio,ベアトリーチェ・ビオ
Carlo Sini,カルロ・シーニ
Valerio Vermiglio,バレリオ・ベルミリオ
Pino Maddaloni,ジュゼッペ・マッダローニ
Pietro Scarpini,ピエトロ・スカルピーニ
Angelo Pagotto,アンジェロ・パゴット
Claudio Lippi,クラウディオ・リッピ
Barbara Berlusconi,バルバラ・ベルルスコーニ
Barbara Bonansea,バルバラ・ボナンセーア
"Alessandro Ruspoli, IX principe di Cerveteri",アレッサンドロ・ルスポリ・(第9代チェルヴェーテリ公爵)
Boris de Rachewiltz,ボリス・デ・ラケヴィルツ
Coralina Cataldi Tassoni,コラリーナ・カタルディ・タッソーニ
Bruno Aprea,ブルーノ・アプレア
Bruno Bartoletti,ブルーノ・バルトレッティ
Corrado Romano,コラード・ロマーノ
Delfo Zorzi,デルフォ・ゾルジ
Abdoulaye Bamba,アブドゥライ・バンバ
Cesare Lievi,チェーザレ・リエヴィ
Devis Boschiero,デビス・ボスキエロ
Bruno Campanella,ブルーノ・カンパネッラ
Bruno Zuculini,ブルーノ・スクリーニ
Davide Mazzanti,ダヴィデ・マッツァンティ
Bryan Nesbitt,ブライアン・ネスビット
Bruno Corazzari,ブルーノ・コーラザリ
Eloisa Cianni,エロイーザ・チアンニ
Emilio Mendogni,エミリオ・メンドーニ
Domitilla D'Amico,ドミティッラ・ダミーコ
Daniele Lombardi,ダニエレ・ロンバルディ
Emiliano Marsili,エミリアノ・マルシーリ
Daniele Sepe,ダニエレ・セーペ
Emanuela Pantani,エマニュエラ・パンターニ
Emanuele Casale,エマヌエーレ・カサーレ
Danilo D'Ambrosio,ダニーロ・ダンブロージオ
Ercole Patti,エルコレ・パッティ
Daniele Desiderio,ダニエレ・デジデリオ
Carlo Felice Cillario,カルロ・フェリーチェ・チラーリオ
Clara Moroni,クララ・モローニ
Domenico Nordio,ドメニコ・ノルディオ
Emma Morano,エンマ・モラーノ
Federica Testa,フェデリカ・テスタ
Federico Baistrocchi,フェデリコ・バイストロッチ
Federico Caffè,フェデリコ・カッフェ
Edoardo Costa,エドアルド・コスタ
Edoardo Leo,エドアルド・レオ
Dario Voltolini,ダリオ・ヴォルトリーニ
Edoardo Pesce,エドアルド・ペッシェ
Ettore Desderi,エットーレ・デズデーリ
Eros Riccio,エロス・リッチョ
Dario Marcolin,ダリオ・マルコリン
Darina Mifkova,ダリーナ・ミフコーバ
Felice Mariani (judoka),フェリーチェ・マリアーニ
Federico Del Cupolo,フェデリコ・デル・クポロ
Francesco Renzetti,フランチェスコ・レンゼッティ
Gabriele Mainetti,ガブリエーレ・マイネッティ
Eleonora Giorgi (marciatrice),エレオノーラ・ジョルジ
Fernando Malvezzi,フェルナンド・マルヴェッツィ
Filippo Scicchitano,フィリッポ・シッキターノ
Gianfranco Rosi (regista),ジャンフランコ・ロージ
Francesco Munzi,フランチェスコ・ムンズィ
Francesco Magnanelli,フランチェスコ・マニャネッリ
Francesco Mander,フランチェスコ・マンデル
Francesco Mancini (calciatore),フランチェスコ・マンチーニ・(1968年生のサッカー選手)
Enrico Tovaglieri,エンリコ・トヴァリエーリ
Francesco Piccolo,フランチェスコ・ピッコロ
Gianfranco Dettori,ジャンフランコ・デットーリ
Filippo Lanza,フィリッポ・ランザ
Flaviano Labò,フラヴィアーノ・ラボー
Flavio Manzoni,フラビオ・マンツォーニ
Franco Caracciolo (direttore d'orchestra),フランコ・カラッチオーロ
Gianluca Petrachi,ジャンルカ・ペトラーキ
Franco Fantasia,フランコ・ファンタシア
Franco Rossi (giornalista),フランコ・ロッシ・(スポーツジャーナリスト)
Franco Ghione,フランコ・ギオーネ
Fabio Pisacane,ファビオ・ピサカーネ
Fabio Petruzzi,ファビオ・ペトルッツィ
Fabrizio Gifuni,ファブリツィオ・ジフーニ
Franco Tamponi,フランコ・タンポーニ
Francesco Bruyere,フランチェスコ・ブルエレ
Francesco Bissolotti,フランチェスコ・ビッソロッティ
Gino Girolomoni,ジーノ・ジロロモーニ
Francesca Paci,フランチェスカ・パーチ
Gino Saltamerenda,ジーノ・サルタマレンダ
Gio Batta Morassi,ジョ・バッタ・モラッシ
Furio Meniconi,フリオ・メニコーニ
Fulvio Vernizzi,フルヴィオ・ヴェルニッツィ
Furio Chirico,フリオ・キリコ
Giancarlo Padovan,ジャンカルロ・パドバン
Giorgio Colombo Taccani,ジョルジォ・コロンボ・タッカーニ
Fausto Rossi (calciatore),ファウスト・ロッシ
Gioconda De Vito,ジョコンダ・デ・ヴィート
Giovanni Piacentini,ジョヴァンニ・ピアチェンティーニ
Federica Mogherini,フェデリカ・モゲリーニ
Federica Ranchi,フェデリカ・ランキ
Giancarlo Peris,ジャンカルロ・ペリス
Giorgio Amitrano,ジョルジョ・アミトラーノ
Giorgio Fontana,ジョルジョ・フォンターナ
Fausto Cigliano,ファウスト・チリアーノ
Giuseppe Samonà,ジュゼッペ・サモナ
Girolamo Panzetta,パンツェッタ・ジローラモ
Guilherme Kuromoto,黒本ギレルメ
Giovanni Astengo,ジョバンニ・アステンゴ
Hal Yamanouchi,ハル・ヤマノウチ
Giovanni Battista Traverso (fitopatologo),ジョヴァンニ・バチスタ・トラヴェルソ
Giuliana Stramigioli,ジュリアーナ・ストラミジョーリ
Giorgio Vinella,ジョルジオ・ヴィネラ
Giorgio Venturin,ジョルジョ・ヴェントゥーリン
Llewelyn Lloyd,ルウェリン・ロイド
Giuliano Preparata,ジュリアーノ・プレパラータ
Giovanni Ferrero (imprenditore 1964),ジョバンニ・フェレロ
Graziano Delrio,グラツィアーノ・デルリオ
Guglielmo Spoletini,グリエルモ・スポレティーニ
Lorenzo Magnani,ロレンツォ・マンニャーニ
Iva Pacetti,イヴァ・パチェッティ
Guido Carrillo,ギド・カリージョ
Guglielmo Palazzani,グリエルモ・パラッツァーニ
Jacopo Cullin,ジャコポ・カリン
Luigi Buscalioni,ルイージ・ブスカリオーニ
James Rivière,ジェームス・リヴィエレ
Luca Bigazzi,ルカ・ビガッツィ
Lucio Quarantotto,ルーチョ・クアラントット
Luca Lucini,ルカ・ルチーニ
Luca Serianni,ルーカ・セリアンニ
Laura Alvini,ラウラ・アルヴィーニ
Lamberto Zauli,ランベルト・ザウリ
Lando Bartolini,ランド・バルトリーニ
Jorginho (calciatore 1991),ジョルジ・ルイス・フレーロ・フィーリョ
Luciano Milo,ルチアーノ・ミーロ
Luca Marinelli,ルカ・マリネッリ
Luca Morisi,ルカ・モリシ
Laura Mancinelli,ラウラ・マンチネッリ
Maurizio Ferraris,マウリツィオ・フェラーリス
Mario Lago,マリオ・ラーゴ・(政治家)
Mario Ielpo,マリオ・イエルポ
Jun Ichikawa,市川純
Mario Marega,マリオ・マレガ
Luca Sabatelli,ルカ・サバテッリ
Marco Mancosu,マルコ・マンコース
Luciano Rosada,ルチアーノ・ロサーダ
Luigi Piccinato,ルイージ・ピッチナート
Luigi Giorgi (calciatore),ルイジ・ジョルジ
Maurizio Sarri,マウリツィオ・サッリ
Luigi Martinale,ルイージ・マルティナーレ
Luigi Puccianti,ルイージ・プッチアンティ
Luigi Rizzi (linguista),ルイージ・リッツィ
Massimiliano Irrati,マッシミリアーノ・イッラーティ
Nazzareno Natale,ナサレノ・ナタレ
Mauro Mazzotti,マウロ・マゾッティ
Nevio Orlandi,ネヴィオ・オルランディ
Malika Ayane,マリカ・アヤン
Marcello Abbondanza,マルチェロ・アボンダンツァ
Massimiliano Alto,マッシミリアーノ・アルト
Massimo Mila,マッシモ・ミラ
Marianna Madia,マリアンナ・マディーア
Marcello Gazzola,マルチェッロ・ガッツォーラ
Maria Redaelli,マリーア・レダエッリ＝グラノーリ
Mauro Milanese,マウロ・ミラネーゼ
Massimo Barbolini,マッシモ・バルボリーニ
