Lionel Messi,리오넬 메시
Giancarlo Pittelli,잔카를로 피텔리
Giuseppe Togni,주세페 토니
Giuseppe Bartolozzi,주세페 바르톨로치
Giancarlo Pagliarini,잔카를로 팔리아리니
Gino Lavagetto,지노 라바제토
Giuseppe Cambiano,주세페 캄비아노
Giuseppe Camuncoli,주세페 카문콜리
Giovanni D'Anzi,조반니 단치
Giuseppe Zeno,주세페 제노
Giovanni Conso,조반니 콘소
Italo De Zan,이탈로 데 잔
Italo Petriccione,이탈로 페트리치오네
Grazia Letizia Veronese,그라치아 레티치아 베로네세
Isabelle Adriani,이사벨 아드리아니
Giovanni Galloni,조반니 갈로니
Grazia Migneco,그라치아 미그네코
Italo Falcomatà,이탈로 팔코마타
Italo Zannier,이탈로 찬니에르
Graziano Delrio,그라치아노 델리오
Gioele Dix,조엘레 딕스
Giorgia Gianetiempo,조르자 자네티엠포
Ivan Zazzaroni,이반 차차로니
Giorgia Bongianni,조르지아 봉기니니
Ivan Cotroneo,이반 코트로네오
Ivan Scalfarotto,이반 스칼파로토
Giorgia Trasselli,조르지아 트라첼리
Giorgio Bo,조르조 보
Greta Zuccheri Montanari,그레타 추케리 몬타나리
Ivano Marescotti,이바노 마레스코티
Gualtiero Tumiati,괄티에로 투미아티
Giuseppe Giarrizzo,주세페 자리초
Giuseppe Gilera,주세페 길레 라
Giorgio Bertolaso,조르조 베르톨라소
Giuseppe Graviano,주세페 그라비아노
Ivo Pulga,이보 풀가
Giorgio Colangeli,조르조 콜란젤리
Guglielmo Achille Cavellini,굴리엘모 아킬레 카벨리니
James Rivière,제임스 리버
Giovanni Motisi,조반니 모티시
Giovanni Musotto,조반니 무소토
Guglielmo Vaccaro,굴리엘모 바카로
Guglielmo Visocchi,굴리엘모 비소키
Giorgio Dal Monte,조르조 달 몬테
Jeanne Modigliani,잔 모딜리아니
Giorgio Cosmacini,조르조 코스마치니
Giovanni Pistollato,조반니 피스톨라토
Jimmy McShane,지미 맥셰인
Giuseppe Lupis,주세페 루피스
Guido Carrillo,귀도 카리요
Giuseppe Matteoni,주세페 마테오니
Giorgio Gherarducci,조르조 게라르두치
Giorgio Frezzolini,조르조 프레촐리니
Guido Caprino,귀도 카프리노
Giorgio Guazzaloca,조르조 과찰로카
Giovanni Rezza,조반니 레차
Jimmy il Fenomeno,지미 일 페노메노
Giovanni Pieraccini,조반니 피에라치니
Giovanni Piperno,조반니 피페르노
Giorgio Forattini,조르조 포라티니
Giorgio Franceschini,조르조 프란체스키니
Giuseppe Mininni,주세페 미닌니
Lino Mariani,리노 마리아니
Guido Corbellini,귀도 코르벨리니
Giovanni Selvaggi,조반니 셀바지
Jorginho,조르지 루이스 프렐루
José Greci,요세 그레치
Jun Ichikawa,준 이치카와
Juan Manuel Fabi,후안 마누엘 파비
Loredana Cannata,로레데이너 칸나타
Loredana De Petris,로레다나 데페트리스
Giovanni Travaglini,조반니 트라발리니
Lorenza Indovina,로렌차 인도비나
Giovanni Testori,조반니 테스토리
Giovanni Vernia,조반니 베르니아
Salvatore Baccaloni,살바토레 바칼로니
Luigi De Giudici,루이지 데주디치
Lorenza Mario,로렌 자 마리오
Nicola Martinucci,니콜라 마르티누치
Salvatore Aldisio,살바토레 알디시오
Kevin Fischnaller,케빈 피슈날러
Marco Liorni,마르코 리오르니
Lorenzo Guerini,로렌초 궤리니
Guillermo Mariotto,기예르모 마리오토
Lorenzo Richelmy,로렌초 리켈미
Lorenzo Scattorin,로렌초 스카토린
Hal Yamanouchi,할 야마노우치
Marco Mazzocchi,마르코 마초키
Luigi Gasparotto,루이지 가스파로토
Lamberto Sposini,람베르토 스포시니
Luigi Giorgi,루이지 조르지
Howard Ross,하워드 로스
Laura Efrikian,라우라 에프리키안
Laura Esposto,라우라 에스포스토
Iaia Forte,이아이아 포르테
Lorenzo Vignolo,로렌조 비뇰로
Michela Murgia,미켈라 무르자
Laura Chimenti,라우라 키멘티
Laura Mancinelli,Laura Mancinelli
Igino Coffari,이지노 코파리
Laura Boldrini,라우라 볼드리니
Ilaria Mauro,일라리아 마우로
Luigi Messedaglia,루이지 메세달리아
Laura Marinoni,로라 마리노니
Laura Ravetto,라우라 라베토
Laura Pariani,라우라 파리아니
Ilaria Spada,일라리아 스패다
Marco Spoletini,마르코 스포 레티 니
Luca Ceriscioli,루카 체리시올리
Lelio Luttazzi,렐리오 루타치
Marco Vannini,마르코 반니니
Marco Tamburini,마르코 탐부리니
Ilenia Lazzarin,일레니아 라차린
Irene Ferri,아이린 페리
Luca Marinelli,루카 마리넬리
Luca Lucini,루카 루시니
Irene Tinagli,이레네 티날리
Maria Angiolillo,마리아 안졸릴로
Leonardo Graziano,레오나르도 그라치아노
Luca Tedeschi,루카 테데스키
Leone Cattani,레오네 카타니
Lucia Joyce,루차 조이스
Maria Giovanna Maglie,마리아 조반나 말리에
Luca Telese,루카 텔레세
Lucia Mascino,루차 마시노
Lucia Sardo,루시아 사도
Luca Sofri,루카 소프리
Luisa Amatucci,루이사 아마투치
Luciano Benetton,루차노 베네톤
Leopoldo Rubinacci,레오폴도 루비나치
Luciano Caramel,루차노 카라멜
Luciana Savignano,루차나 사비냐노
Luigi Zanda,루이지 찬다
Mario Ponzo,마리오 폰조
Maria Jottini,마리아 요티니
Luciano Federico,루치아노 페데리코
Lia Zoppelli,리아 초펠리
Luisa Rivelli,루이사 리벨리
Luciana Castellina,루차나 카스텔리나
Maria Paiato,마리아 파이아토
Maddalena Corvaglia,마달레나코르 바글리아
Maddalena Crippa,마달레나 크리파
Lianella Carell,리아넬라 카렐
Mario Pulvirenti,마리오 풀비렌티
Mario Sconcerti,마리오 스콘체르티
Luciano Gaucci,루차노 가우치
Lidia Martorana,리디아 마르토라나
Licinia Lentini,리시니아 렌티니
Luciano Gallino,루차노 갈리노
Liliana Bonfatti,릴리아나 본파티
Luciano Mattia Cannito,루치아노 맛티아 카니토
Luciano Mecacci,루차노 메카치
Mariangela Gualtieri,마리안젤라 괄티에리
Marianella Bargilli,마리아넬라 바르길리
Marianna Madia,마리아나 마디아
Mariarosaria Rossi,마리아로사리아 로시
Mario Staderini,마리오 스타데리니
Lina Polito,리나 폴리토
Lina Volonghi,리나 볼롱기
Marina Confalone,마리나 콘팔로네
Marina Giordana,마리나 지오다나
Lucio Pellegrini,루치오 펠레그리니
Marisa Traversi,마리사 트라베르시
Ludovico D'Aragona,루도비코 다라고나
Maurizio Crozza,마우리치오 크로차
Maurizio Belpietro,마우리치오 벨피에트로
Marina Sereni,마리나 세레니
Marina Spadafora,마리나 스파다포라
Marina Tagliaferri,마리나 탈리아페리
Marta Dassù,마르타 다수
Martina Rosucci,마르티나 로수치
Marino Busdachin,마리노 부스다킨
Maurizio Calvesi,마우리지오 칼베시
Massimiano Bucchi,마시미아노 부키
Massimiliano Alto,마시밀라노 알토
Massimiliano Bruno,마시밀리아노 브루노
Massimiliano Camaiti,마시밀리아노 카마이티
Luigi Bertoldi,루이지 베르톨디
Massimiliano Fedriga,마시밀리아노 페드리가
Myrta Merlino,미르타 메를리노
Maurizio Lastrico,마우리치오 라스트리코
Maurizio Pistocchi,마우리치오 피스토키
Nadia Toffa,나디아 토파
Maurizio Scudiero,마우리치오 스쿠디에로
Massimiliano Ossini,마시밀리아노 오시니
Massimiliano Pazzaglia,마시밀리아노 파찰리아
Nando Gazzolo,난도 가졸로
Maurizio Sarri,마우리치오 사리
Mario Calabresi,마리오 칼라브레시
Maurizio Scattorin,마우리치오 스카토린
Napoleone Martinuzzi,나폴레오네 마르티누치
Nazzareno Natale,나차레노 나탈레
Mauro Casciari,마우로 카시아리
Marco Dentici,마르코 덴 치치
Natalino Otto,나탈리노 오토
Massimo Bitonci,마시모 비톤치
Mario Deaglio,마리오 데알리오
Mario Dondero,마리오 돈데로
Massimo Caputi,마시모 카푸티
Marco Damilano,마르코 다밀라노
Mario Ferrari Aggradi,마리오 페라리 아그라디
Mario Feliciani,마리오 펠리차니
Mauro Pelosi,마우로 펠로시
Massimo Gramellini,마시모 그라멜리니
Paola Turci,파올라 투르치
Paola Minaccioni,파올라 미나초니
Niccolò Ghedini,니콜로 게디니
Paola Tovaglia,파올라 토발리아
Massimo Giletti,마시모 질레티
Paola Quattrini,파올라 콰트리니
Paolo Bargiggia,파올로 바르지자
Piero Bigongiari,피에로 비곤자리
Micaela Pignatelli,미카엘라 피냐텔리
Massimo Pilotti,마시모 필로티
Paolo Calabresi,파올로 칼라브레시
Michela Miti,미켈라 미티
Massimo Wertmüller,마시모 베르트뮐러
Massimo Popolizio,마시모 포폴리치오
Michela Cescon,미켈라 체스콘
Paolo Cananzi,파올로 카난지
Paolo Cappa,파올로 카파
Paolo Celata,파올로 첼라타
Paolo Cognetti,파올로 코녜티
Matteo Branciamore,마테오 브란시아모레
Paolo D'Antoni,파올로 단토니
Paolo Del Debbio,파올로 델데비오
Paolo De Santis,파올로 데 산티 스
Nilo Piccoli,닐로 피콜리
Matteo Cerami,마테오 체라미
Michele Fassio,미켈레 파시오
Piero Pirelli,피에로 피렐리
Noemi Smorra,노 에미 스모라
Pietro Amendola,피에트로 아멘돌라
Pietro Campilli,피에트로 캄필리
Remo Germani,레모 제르마니
Remo Gaspari,레모 가스파리
Michele Riondino,미켈레 리온디노
Miela Reina,미엘라 레이나
Renato Altissimo,레나토 알티시모
Mimmo Locasciulli,밈모 로카슐리
Pietro Mancini,피에트로 만치니
Miranda Martino,미란다 마르티노
Paolo Pietrangeli,파올로 피에트란젤리
Pietro Marchesani,피에트로 마르케사니
Miriam Pirazzini,미리암 피라치니
Mirko Eramo,미르코 에라모
Mirca Viola,미르카 비올라
Miriam Candurro,미리암 칸두로
Miriam Mafai,미리암 마파이
Miriam Giovanelli,미리암 조바넬리
Renato Mieli,레나토 미엘리
Mirko Petrini,미르코 페트리니
Paolo Rossi,파올로 로시
Oriella Dorella,오리엘라 도렐라
Renato Novara,레나토 노바라
Mirko Valdifiori,미르코 발디피오리
Paolo Pressacco,파올로 프레사코
Pietro Ragusa,피에트로 라구사
Paolo Ruffilli,파올로 루필리
Ortensio Zecchino,오르텐시오 체키노
Paolo Tramezzani,파올로 트라메차니
Monica Maggioni,모니카 마조니
Paolo Taggi,파올로 타지
Momo,Momo
Osiride Pevarello,오시리데 페바레로
Paolo Stringara,파올로 스트린가라
Paolo Ziliani,파올로 칠리아니
Renato Rutigliano,레나토 루틸리아노
Moraldo Rossi,모랄도 로시
Pina Picierno,피나 피치에르노
Pasquale Anselmo,파스콸레 안셀모
Roberto Russo,로베르토 루소
Roberto Savarese,로베르토 사바레세
Patrizia Pellegrino,패트리시아 펠레그리노
Roberto Serra,로베르토 세라
Roby Facchinetti,로비 파키네티
Pippo Barzizza,피포 바르치차
Roberto Tremelloni,로베르토 트레멜로니
Paola Bizzarri,파올라 비자리
Patrizia Valduga,파트리치아 발두가
Patrizia Scianca,파트리치아 시앙카
Patrizio Rispo,파트리치오 리스포
Paola Comencini,파올라 코멘치니
Rocco Sabelli,로코 사벨리
Riccardo Leonelli,리카르도 레오넬리
Primo Germano,프리모 제르마노
Peppe Zarbo,페페 차르보
Nikol' Gosvijani,니콜 고스비아니
Riccardo Pallottini,리카르도 팔로티니
Riccardo Misasi,리카르도 미사시
Rodolfo Morandi,로돌포 모란디
Rocco Salomone,로코 살로모네
Petra Scharbach,페트라 샤 바흐
Rodolfo Baldini,로돌포 발디니
Rodolfo Sonego,로돌포 소네고
Rolando Maran,롤란도 마란
Riccardo Polizzy Carbonelli,리카르도 폴리치 카르보넬리
Riccardo Tesi,리카르도 테시
Rafael Tolói,하파엘 톨로이
Pier Paolo Capponi,피에르 파올로 카포니
Selvaggia Lucarelli,셀바자 루카렐리
Selvaggia Quattrini,셀바자 콰트리니
Riccardo Zinna,리카르도 진나
Serena Autieri,세레나 아우티에리
Serafino Murri,세라피노 무리
Serena Rossi,세레나 로시
Piera Aiello,피에라 아이엘로
Serena Clerici,세레나 클레리치
Piercamillo Davigo,피에르카밀로 다비고
Rosabell Laurenti Sellers,로자벨 로렌티 셀러스
Romina Mondello,로미나 몬델로
Roberta Bruzzone,로베르타 브루초네
Stefano Feltri,스테파노 펠트리
Stefano Folli,스테파노 폴리
Raffaella Rea,라파엘라 레아
Stefano Lavarini,스테파노 라바리니
Sergio Mattarella,세르조 마타렐라
Ralph Marterie,랄프 마테리
Roberto Bisacco,로베르토 비사코
Sergio Nazzaro,세르조 나차로
Roberto Accornero,로베르토 아코르네로
Stefano Paleari,스테파노 팔레아리
Ramona Badescu,라모나 버데스쿠
Rossella Falk,로셀라 폴크
Roberto Casati,로베르토 카사티
Sergio Pierattini,세르조 피에라티니
Sergio Staino,세르조 스타이노
Umberto Mozzato,움베르토 모차토
Umberto Terracini,움베르토 테라치니
Umberto Tupini,움베르토 투피니
Steno Marcegaglia,스테노 마르체갈리아
Valentina Bisti,발렌티나 비스티
Valentina Carnelutti,발렌티나 카르넬루티
Valentina Giacinti,발렌티나 자친티
Valentina Greco,발렌티나 그레코
Sabrina Impacciatore,사브리나 임파차토레
Silvana Fallisi,실바나 팔리시
Silvana Fioresi,실바나 피오레시
Valentina Lodovini,발렌티나 로도비니
Susanna Nicchiarelli,수산나 니키아렐리
Sabino Cassese,사비노 카세세
Roberto Frontali,로베르토 프론탈리
Tecla Scarano,테클라 스카라노
Tat'jana L'vovna Tolstaja,타티야나 수호티나톨스타야
Silvia Toffanin,실비아 토파닌
Tatiana Dessi,타티아나 데시
Valentino Picone,발렌티노 피코네
Teo Mammucari,테오 맘무카리
Teo Teocoli,테오 테오콜리
Valeria D'Obici,발레리아 도비치
Valeria Fabrizi,발레리아 파브리치
Valeria Bilello,발레리아 비렐로
Valerio Zanone,발레리오 차노네
Salvatore Lauricella,살바토레 라우리첼라
Valerio Onida,발레리오 오니다
Roberto Missiroli,로베르토 미시롤리
Thayaht,타이아트
Tiberio Timperi,티베리오 팀페리
Vasco Regini,바스코 레지니
Silvio Viale,실비오 비알레
Veronica Pivetti,베로니카 피베티
Tina Lagostena Bassi,티나 라고스테나 바시
Vittorio Zecchin,비토리오 체킨
Simona Marchini,시모나 마르키니
Tiziana Panella,티치아나 파넬라
Volfango De Biasi,볼팡고 데비아시
Simone Bianchi,시모네 비안키
Simeone Di Cagno Abbrescia,시메오네 디카뇨 아브레시아
Salvatore Piscicelli,살바토레 피시첼리
Salvatore Valitutti,살바토레 발리투티
Simona Borioni,시모나 보리오니
Simone Annicchiarico,시모네 안니키아리코
Simone D'Andrea,시몬도 안드레아
Samanta Piccinetti,사만타 피치네티
Sandro Biasotti,산드로 비아소티
Sandro Gozi,산드로 고치
Simone Zaza,시모네 차차
Sandro Giordano,산드로 지오다노
Vincenzo Desario,빈첸초 데사리오
Walter Fasano,월터 파사노
Tommaso Ragno,토마소 라그노
Sophia Lombardo,소피아 롬바르도
Vincenzo Barone,빈첸초 바로네
Tonino Accolla,토니노 아콜라
Sonia Bergamasco,소니아 베르가마스코
Vincenzo Ferdinandi,Vincenzo ferdinandi
Tony Kendall,토니 켄들
Topazia Alliata,토파치아 알리아타
Tony Sperandeo,토니 스페란데오
Antonio Donnarumma,안토니오 도나루마
Wladimiro Calarese,블라디미로 칼라레세
Stefano Abbati,스테파노 아바티
Vincenzo Mastropirro,빈첸초 마스트로피로
Zerocalcare,Zerocalcare
Claudia Giovine,클라우디아 조비네
Sara Santostasi,사라 산토스타시
Claudia Romani,클라우디아 로마니
Zoe Incrocci,초에 인크로치
Ubaldo Ragona,우발도 라고나
Cristiano Piccini,크리스티아노 피치니
Vinicio Marchioni,비니시오 마치오니
Stefano Caselli,스테파노 카셀리
Stefano Chiodaroli,스테파노 키오다롤리
Cristian Galano,크리스티안 갈라노
Simone Ganz,시모네 간츠
Harry Riccobene,해리 리코베네
Daniele Baselli,다니엘레 바셀리
Pietro Terracciano,피에트로 테라차노
Davide Bariti,다비데 바리티
Virginie Marsan,버지니 마산
Vinicio Diamanti,비니시오 디아만티
Simone Verdi,시모네 베르디
Virgilio Riento,비르질리오 리엔토
Oleg Marshev,올레크 마르셰프
Bryan Cristante,브리안 크리스탄테
Virginia Balistrieri,비르지니아 발리스트리에리
Virginio Merola,비르지니오 메롤라
Renato Accorinti,레나토 아코린티
Davide Zappacosta,다비데 차파코스타
Luis Gnecco,루이스 그네코
Daniele Rustioni,다니엘레 루스티오니
Nicole Trunfio,니콜 트런피오
Umberto Contarello,움베르토 콘타렐로
Lorenzo Quinn,로렌초 퀸
Umberto D'Orsi,움베르토 디올시
Lorenzo Regazzo,로렌초 레가초
Frederic Fasano,프레데릭 파사노
Edoardo Blondett,에도아르도 블론데트
Emerson Palmieri,이메르송 팔미에리
Francesca Fialdini,프란체스카 피알디니
Rodrigo de Paul,로드리고 데 폴
John J. Muccio,존 무초
Enzo Martinelli,엔조 마르티넬리
Alberto Gerbo,알베르토 제르보
Steve Bastoni,스티브 바스토니
John Stanfa,존 스탄파
Aldo Bertocci,알도 베르토치
Excella Gionne,엑셀라 기온네
Vittorio Amandola,비토리오 아만돌라
Joey LaMotta,조이 러모타
Pinocchio,피노키오
Vittorio Corona,비토리오 코로나
Alessandro De Vitis,알레산드로 데 비티스
Sara Pichelli,사라 피켈리
Enzo Ungari,엔조 웅가리
Vittorio Grevi,비토리오 그레비
Leonardo Spinazzola,레오나르도 스피나촐라
William Edmunds,윌리엄 에드먼즈
Nico Vascellari,니코 바셸라리
Giovanni Malagò,조반니 말라고
Federica Di Criscio,페데리카 디크리시오
Alfredo Campoli,알프레도 캄폴리
Nicola Murru,니콜라 무루
Lisa Alborghetti,리사 알보르게티
Alice Edun,앨리스 에둔
Vittorio Marsiglia,비토리오 마르실리아
Andrea Belotti,안드레아 벨로티
Lorenzo Caccialanza,로렌초 카찰란차
Andrea Causin,안드레아 카우신
Filippo Lombardi,필리포 롬바르디
Baby K,베이비 K
Luca Tremolada,루카 트레몰라다
Francesco Illy,프란체스코 일리
Paul Porcasi,폴 포카시
Marcello Trotta,마르셀로 트로타
Argeo Quadri,아르제오 콰드리
Apollo Granforte,아폴로 그란포르테
Simone Malusà,시모네 말루사
Riccardo Bocalon,리카르도 보칼론
Giacomo Mantovani,자코모 만토바니
Emanuele Padella,에마누엘레 파델라
Gianluca Lapadula,잔루카 라파둘라
Vinicio Paladini,비니초 팔라디니
Marco Sportiello,마르코 스포르티엘로
Giorgia Motta,조르자 모타
Bruno Premiani,브루노 프레미아니
Bruno Tonioli,브루노 토니올리
Mariángela Bonanni,마리앙헬라 보나니
Giovanni Ciccotti,조반니 치코티
Bruno Martella,브루노 마르텔라
Massimiliano Busellato,마시밀리아노 부셀라토
Russell Bufalino,러셀 버팔리노
Matteo Bianchetti,마테오 비안케티
Carlo Rossetti,카를로 로세티
Giuliano da Empoli,줄리아노 다엠폴리
Stefano Pettinari,스테파노 페티나리
Matteo Lanzoni,마테오 란초니
Matteo Politano,마테오 폴리타노
Cecilia Salvai,체칠리아 살바이
Giuseppe Modesti,주세페 모데스티
Cristiana Girelli,크리스티아나 지렐리
Maurizio Benini,마우리치오 베니니
Simon of Bisignano,비시냐노의 시몬
Simone Corazza,시모네 코라차
Monica Cirinnà,모니카 치린나
Leonardo Pavoletti,레오나르도 파볼레티
Alberto Cerri,알베르토 체리
Maurizio Serra,마우리치오 세라
Regina Baresi,레지나 바레시
Mauro Farina,마우로 파리나
Miroslav Košuta,미로슬라우 코슈타
Diego Laxalt,디에고 락살트
Jerry Mbakogu,제리 음바코구
Ennio Zanini,엔니오 자니니
Laurent Gelmetti,로랑 젤메티
Todd Incantalupo,토드 인칸탈루포
Maurizio Martina,마우리치오 마르티나
Cristina Sciolla,크리스티나 시올라
Vasco Campagnano,바스코 캄파냐노
Dario Nardella,다리오 나르델라
Stefania Cella,스테파니 아셀라
Danilo Toninelli,다닐로 토니넬리
Paolo Marcellini,파올로 마르첼리니
Elena Cucci,엘레나 퀴치
Lillo,파스콸레 페트롤로
Tea Falco,테아 팔코
Wladimiro Ganzarolli,블라디미로 간차롤리
William Cutolo,윌리엄 쿠톨로
Achraf Lazaar,아쉬라프 라자르
Flavia Cacace,플라비아 카카체
Alfred Gomis,알프레드 고미스
Matteo Richetti,마테오 리케티
Dylan Sprouse,딜런 스프라우스
Miriam Dalmazio,미리암 달마치오
Valeria Mancinelli,발레리아 만치넬리
Matteo Orfini,마테오 오르피니
Cécile Kyenge,체칠리아 키엥게
Simona Bonafè,시모나 보나페
Alessandra Pescosta,알레산드라 페스코스타
Aldo Gucci,알도 구찌
Chiara Ferragni,키아라 페라니
Riccardo Fraccaro,리카르도 프라카로
Francesco Fedato,프란체스코 페다토
Alessio Cragno,알레시오 크라뇨
Maria Chiara Carrozza,마리아 키아라 카로차
Giulia Sergas,줄리아 세르가스
Giorgian De Arrascaeta,히오르히안 데 아라스카에타
Erika Stefani,에리카 스테파니
Luigi Di Maio,루이지 디 마이오
Antonio Manetti,안토니오 마네티
Marco Manetti,마르코 마네티
Oriana Sabatini,오리아나 사바티니
Carlo Calenda,카를로 칼렌다
Cesare Vianello,체사레 비아넬로
Daniela Stracchi,다니엘라 스트라키
Miriam Cominelli,미리암 코미넬리
Davide Pioggia,다비데 피오자
Umberto Germano,움베르토 제르마노
Nicola Giuliano,니콜라 줄리아노
Francesco Acquaroli,프란체스코 아콰롤리
Simone Scuffet,시모네 스쿠페트
Marco Armellino,마르코 아르멜리노
Caterina Chinnici,카테리나 킨니치
Achille Gavoglio,아킬레 가볼리오
Andrea Tabanelli,안드레아 타바넬리
Aura Rolenzetti,오라 롤렌제티
José Mauri,호세 마우리
Myriam Sylla,미리암 실라
Donatella Agostinelli,도나텔라 아고스티넬리
Giovanni Di Lorenzo,조반니 디 로렌초
Giovanni Anzaldo,조반니 안 잘도
Luca Crecco,루카 크레코
Carina Vitulano,카리나 비툴라노
Antonella Anedda,안토넬라 아네다
Valentina Nappi,발렌티나 나피
Heinrich Forer,하인리히 포러
Stefano Sturaro,스테파노 스투라로
Davide Formolo,다비데 포르몰로
Massimo Banzi,마시모 반지
Andrea Braides,안드레아 브라이데스
Pier Carlo Padoan,피에르 카를로 파도안
Andrea Prat,안드레아 프랫
Alessia Rotta,알레시아 로타
Alfonso Bonafede,알폰소 보나페데
Giuseppe Buttazzo,주세페 부타초
Federico Ricci,페데리코 리치
Alida Ferrarini,알리다 페라리니
Luca Bittante,루카 비탄테
Alberto Bettiol,알베르토 베티올
Andrea Zalone,안드레아 찰로네
Alia Guagni,알리아 구아니
Elena Radonicich,엘레나 라 도니시 치
Marcello Pittella,마르첼로 피텔라
Giulia Arena,줄리아 아레나
Daniele Rugani,다니엘레 루가니
Luca Martinelli,루카 마르티넬리
Lilian Tintori,릴리안 틴토리
Anna Ascani,안나 아스카니
Diego Zardini,디에고 차르디니
Massimo Egidi,마시모 에지디
Mariana Mazzucato,마리아나 마추카토
Duilio Giammaria,두일리오 잠마리아
Domenico Tuccillo,도메니코 투칠로
Umberto Zannier,움베르토 찬니에르
Maria Elena Boschi,마리아 엘레나 보스키
Domenico Pittella,도메니코 피텔라
Giogiò Franchini,지오지오 프란키니
Leonardo Capezzi,레오나르도 카페치
Enrico Bagnoli,엔리코 바뇰리
Federico Bernardeschi,페데리코 베르나르데스키
Armando Izzo,아르만도 이초
Daniele Messina,다니엘레 메시나
Gian Marco Centinaio,잔 마르코 센티나이오
Agostino Mancinelli,아고스티노 만치넬리
Filippo Scaglia,필리포 스칼리아
Brando Pacitto,브란도 파치토
Mino Delle Site,미노 델레시테
Erasmo Palazzotto,에라스모 팔라초토
Camillo De Lellis,카밀로 데렐리스
Carlo Cottarelli,카를로 코타렐리
Lorenzo Saccaggi,로렌초 스카지
Fabio Rampelli,파비오 람펠리
Manuel Pucciarelli,마누엘 푸차렐리
Danilo Cataldi,다닐로 카탈디
Chiara Gribaudo,키아라 그리바우도
Federico D’Incà,페데리코 딩카
Bartolomeo Pepe,바르톨로메오 페페
Nunzia Catalfo,눈치아 카탈포
Michele Bravi,미켈레 브라비
Ferruccio Giannini,페루초 잔니니
Roberto Gagliardini,로베르토 갈리아르디니
Fabiana Dadone,파비아나 다도네
Edoardo Rixi,에도아르도 릭시
Elena Carnevali,엘레나 카르네발리
Claudio Borghi,클라우디오 보르기
Simona Malpezzi,시모나 말페치
Valerio Rosseti,발레리오 로세티
Elisabetta Gualmini,엘리사베타 괄미니
Alberto Cirio,알베르토 치리오
Fulvio Martusciello,풀비오 마르투시엘로
Piernicola Pedicini,피에르니콜라 페디치니
Margherita Vicario,마르게리타 비카리오
Laura Agea,라우라 아제아
Tiziana Beghin,티치아나 베긴
Dario Tamburrano,다리오 탐부라노
Carlo Biotti,카를로 비 오티
Stefano Miccolis,스테파노 미콜리스
Roberto Marcora,로베르토 마르코라
Franco Pistoni,프랑코 피스토니
Ugo Zampetti,우고 참페티
Michele Criscitiello,미켈레 크리스치티엘로
Marco D'Amore,마르코 다 모어
Giampaolo Letta,잠파올로 레타
Gennaro Matino,젠나로 마티노
Aroldo Bellini,아롤도 벨리니
Luca Frusone,루카 프루소네
Matilda Lutz,마틸다 루츠
Marco Patuano,마르코 파투아노
Gianni Sofri,잔니 소프리
Vincenzo Tieri,빈첸초 티에리
Maria Adelaide Raschini,마리아 아델라이데 라스키니
Luigi Reitani,루이지 레이타니
Pier Paolo Ottonello,피에르 파올로 오토넬로
Walter Rizzetto,발테르 리체토
Carlo Tavecchio,카를로 타베키오
Vincenzo Cantiello,빈센조 칸티에로
Giovanni Avanti,조반니 아반티
Marina Salamon,마리나 살라몬
Giorgio Vasta,조르조 바스타
Luca Curatoli,루카 쿠라톨리
Giulia Melidoni,줄리아 멜리도니
Giovanni Sanga,조반니 상가
Matteo Biffoni,마테오 비포니
Piero Messina,피에로 메시나
Angelica Moratelli,안젤리카 모라텔리
Mia Ceran,미아 체란
CutiePieMarzia,마르치아 셸버그
Alessandro Rugnone,알레산드로 루그논
Angle Man,앵글맨
Pierluigi Gollini,피에를루이지 골리니
Nicola Fratoianni,니콜라 프라토이안니
Federico Gaio,페데리코 가이오
Fortunato Cerlino,포르투나토 체를리노
Lisa Boattin,리사 보아틴
Vittorio Parigini,비토리오 파리지니
Daniele Celiento,다니엘레 칼리엔토
Immacolata Gentile,임마콜라타 젠틸레
Parker Luciani,파커 루치아니
Valentina Cernoia,발렌티나 체르노이아
Leo Catozzo,레오 카토초
Manuela Giugliano,마누엘라 줄리아노
Valentina Bergamaschi,발렌티나 베르가마스키
Pietro Sigismondi,피에트로 시지스몬디
Annamaria Serturini,안나마리아 세르투리니
Lisetta Carmi,리세타 카르미
Lia Quartapelle,리아 콰르타펠레
Emil Audero,에밀 아우데로
Cesare Vasoli,체사레 바솔리
Lidia Vitale,리디아 비테일
Filippo Nogarin,필리포 노가린
Pippo Oriani,피포 오리아니
Alberto Mondi,알베르토 몬디
Renzo Barzizza,렌초 바르치차
Stefania Tarenzi,스테파니아 타렌치
Stefano Bonaccini,스테파노 보나치니
Rita Rabassini,리타 라바시니
Luigi Berlusconi,루이지 베를루스코니
Sara Serraiocco,사라 세라이오코
Renato Paratore,레나토 파라토레
Giovanni Bottiroli,조반니 보티롤리
Simona Tabasco,시모나 타바스코
Adelchi Virgili,아델키 비르질리
Luca Rizzo,루카 리초
Daria de Pretis,다리아 데프레티스
Ivan Provedel,이반 프로베델
Milena Bertolini,밀레나 베르톨리니
Stefano Noferini,스테파노 노페 리니
Maria Pia Calzone,마리아 피아 칼초네
Giuseppe Falcomatà,주세페 팔코마타
Luigi Brugnaro,루이지 브루냐로
Pietro Perconti,피에트로 페르콘티
Edoardo De Bernardis,에도아르도 데베르나르디스
Mario Martinelli,마리오 마르티넬리
Rolando Mandracoca,롤란도 만드라고라
Salvatore Garau,살바토레 가라우
Maria Buccellato,마리아 부첼라토
