大圍站,大囲駅
中国网球公开赛,チャイナ・オープン・(テニス)
怀柔区,懐柔区
浦东新区,浦東新区
左云县,左雲県
左权县,左権県
播州区,播州区
沙河市,沙河市
鄂城区,鄂城区
色拉寺,セラ寺
西固区,西固区
阿克赛钦,アクサイチン
南唐二陵,南唐二陵
少林寺,嵩山少林寺
林芝米林机场,ニンティ空港
上海图书馆,上海図書館
瓦房店市,瓦房店市
敖汉旗,敖漢旗
全国公安工作信息化工程,金盾
北京第二外国语学院,北京第二外国語大学
地坛,地壇
云安区,雲安区
丽江古城,麗江古城
察哈尔右翼中旗,チャハル右翼中旗
世界科幻大会,ワールドコン
苏州国际金融中心,蘇州国際金融中心
京秦铁路,京秦線
抚顺战犯管理所,撫順戦犯管理所
信州区,信州区
爨底下村,川底下村
肃宁县,粛寧県
渭南市,渭南市
瑪旁雍錯,マーナサローワル湖
龙山区·(辽源市),竜山区・(遼源市)
平乐县,平楽県
米林市,メンリン市
外滩,外灘
天坛,天壇
都江堰,都江堰
平遥县,平遥県
牡丹江,牡丹江
先行者,先行者
湘江,湘江
石宝寨,石宝寨
中国人民解放军国防科技大学,中国人民解放軍国防科技大学
中国石化,中国石油化工
台灣海峽,台湾海峡
中华人民共和国司法部,中華人民共和国司法部
武汉理工大学,武漢理工大学
中國人民解放軍駐香港部隊,人民解放軍駐香港部隊
嘉绒语,ギャロン語
中华人民共和国财政部,中華人民共和国財政部
西北工业大学,西北工業大学
中华人民共和国交通运输部,中華人民共和国交通運輸部
四姑娘山,四姑娘山
太谷区,太谷区
萝北县,蘿北県
建始县,建始県
乌尔禾区,ウルホ区
黄岛区,黄島区
第二次世界大战对日战争胜利纪念日,対日戦勝記念日
中国美术馆,中国美術館
孔林,孔林
巴颜喀拉山脉,バヤンカラ山脈
自貢恐龍博物館,自貢恐竜博物館
赤壁之戰,赤壁の戦い
2008年夏季奥林匹克运动会田径比赛—男子10000米,2008年北京オリンピックの陸上競技・男子10000m
奔腾·(汽车),奔騰
天津奥林匹克中心体育场,天津オリンピック・スポーツセンター・スタジアム
搜狐,捜狐
天池·(天山),天池・(天山)
殷都区,殷都区
灵渠,霊渠
环球时报,環球時報
上党区·(长治市),上党区・(長治市)
中国新闻社,中国新聞社・(中華人民共和国)
射洪市,射洪市
靖边县,靖辺県
涪江,涪江
玉佛寺·(上海),玉仏寺
上海体育馆站,上海体育館駅
平房区·(哈尔滨市),平房区
桐柏县,桐柏県
高银金融117,高銀金融117
京津塘高速公路,京津塘高速道路
紫金山,紫金山
知识青年,知識青年
中国政法大学,中国政法大学
香港樹仁大學,香港樹仁大学
燕山大学,燕山大学
景宁畲族自治县,景寧シェ族自治県
利川市·(湖北省),利川市・(湖北省)
东山县,東山県
梅河口市,梅河口市
桂平市,桂平市
維多利亞城,ヴィクトリア市
富平县,富平県
北京地铁,北京地下鉄
青藏铁路,青蔵鉄道
饶阳县,饒陽県
大连周水子国际机场,大連周水子国際空港
大亚湾核电站,大亜湾原子力発電所
人民广场站·(上海市),人民広場駅・(上海市)
宁晋县,寧晋県
信興廣場,信興広場
和田市,ホータン市
额尔齐斯河,エルティシ川
塔里木河,タリム川
甘孜藏族自治州,カンゼ・チベット族自治州
晋江市,晋江市
珲春市,琿春市
九龍,九龍
南京条约,南京条約
襄城区,襄城区
合武铁路,合武線
繁峙县,繁峙県
夹江县,夾江県
阜康市,阜康市
北京五环路,北京五環路
嵩明县,嵩明県
中國香港足球總會,香港サッカー協会
陕甘宁盆地,オルドス高原
城头山遗址,城頭山遺跡
海峡两岸关系协会,海峡両岸関係協会
唐古拉山脉,タンラ山脈
复旦大学上海医学院,上海医科大学
加舒爾布魯木IV峰,ガッシャーブルムIV峰
中華人民共和國法律,中華人民共和国法
内蒙古大学,内モンゴル大学
中华人民共和国国家标准,中華人民共和国国家標準
自治旗,自治旗
重庆大学,重慶大学
呈贡区,呈貢区
淮安区,淮安区
中山公园站·(上海市),中山公園駅・(上海市)
丹凤县,丹鳳県
小西灣,小西湾
石澳,石澳
沙田至中環綫,沙田至中環線
秀茂坪,秀茂坪
荷塘区,荷塘区
宁德核电站,寧徳原子力発電所
华南理工大学,華南理工大学
前綫·(2010年),前綫
獅子山·(香港),獅子山
株洲电视塔,株洲テレビ塔
商朝,殷
2010年亚洲运动会,2010年アジア競技大会
白云区·(贵阳市),白雲区・(貴陽市)
香港足球代表隊,サッカー香港代表
龙塔,龍塔
哲蚌寺,デプン寺
霞浦县,霞浦県
庐山,廬山
2014年夏季青年奧林匹克運動會,2014年南京ユースオリンピック
开都河,開都河
阿鲁科尔沁旗,アルホルチン旗
旅顺口区,旅順口区
孔雀河,孔雀河
北京工人体育场,北京工人体育場
伊吾县,アラトゥルク県
和田河,ホータン川
阿拉尔市,アラル市
徽县,徽県
甘泉岛,甘泉島
深圳航空,深圳航空
上海迪士尼度假區,上海ディズニーリゾート
集美区,集美区
309国道,G309国道
东乡区,東郷区
闽江,閩江
官渡区,官渡区
侯马市,侯馬市
秦皇岛港,秦皇島港
嘉樂庇總督大橋,嘉楽庇総督大橋
鱼峰区,魚峰区
2008年夏季奧林匹克運動會自行車比賽—男子BMX賽,2008年北京オリンピックの自転車競技・BMX男子
南京夫子庙,夫子廟
慈雲山,慈雲山
拉昂错,ラークシャスタール湖
吳淞鐵路,呉淞鉄道
河北大学,河北大学
库姆塔格沙漠,クムタグ砂漠
秦淮河,秦淮河
京瀋高速公路,京瀋高速道路
对外经济贸易大学,対外経済貿易大学
香港體育館,香港コロシアム
查干湖,査干湖
国务委员,国務委員・(中華人民共和国)
二里沟站,二里溝駅
车公庄西站,車公荘西駅
2011年甬台温铁路列车追尾事故,2011年温州市鉄道衝突脱線事故
花园桥站,花園橋駅
中環中心,ザ・センター
黄南藏族自治州,黄南チベット族自治州
北京丰台站,北京豊台駅
海淀五路居站,海淀五路居駅
广州足球俱乐部,広州足球倶楽部
中华人民共和国—俄罗斯联邦关系,中露関係
国家游泳中心,北京国家水泳センター
中信廣場·(廣州),CITICプラザ
哈大客运专线,哈大旅客専用線
西安事变,西安事件
满城区,満城区
泽库县,沢庫県
兖州区,兗州区
慕士塔格峰,ムスタグアタ山
汉南区,漢南区
金鵬航空,金鵬航空
哈巴河县,カバ県
四川大熊猫栖息地,四川省のジャイアントパンダ保護区
刚察县,剛察県
高邮湖,高郵湖
福鼎市,福鼎市
国家体育场·(北京),北京国家体育場
北海公园,北海公園
杭州地铁1号线,杭州地下鉄1号線
滘西洲,滘西洲
蒲台群島,蒲台群島
副省级市,副省級市
索罟群島,索罟群島
鹽田梓,塩田仔
中國—中亞天然氣管道,中央アジア・中国天然ガスパイプライン
沙洋县,沙洋県
塔克拉玛干沙漠,タクラマカン砂漠
中國中鐵,中国中鉄
塔什库尔干镇,タシュクルガン鎮
黑河—腾冲线,黒河・騰衝線
东营区,東営区
2019年1月6日日食,2019年1月6日の日食
岑巩县,岑鞏県
板约瀑布,徳天瀑布
华强北,華強北
柏孜克里克千佛洞,ベゼクリク千仏洞
海南西环高速铁路,海南西環高速鉄道
西安交通大学,西安交通大学
隆子县,ルンツェ県
隆中,隆中
中国国家足球队,サッカー中華人民共和国代表
小河区,小河区
邛崃山,邛崍山脈
陆良县,陸良県
高碑店市,高碑店市
時代廣場·(香港),タイムズスクウェア・(香港)
越王勾践剑,越王勾践剣
东北财经大学,東北財経大学
中国篮球协会,中国バスケットボール協会
京承铁路,京承線
香港區議會,区議会・(香港)
皇仁書院,皇仁書院
滨绥铁路,浜綏線
荐福寺,大薦福寺
天水圍站·(屯馬綫),天水囲駅
膠濟鐵路,膠済線
南疆铁路,南疆線
台灣居民來往大陸通行證,台湾居民来往大陸通行証
香港醫院列表,香港の病院の一覧
成渝铁路,成渝線
桑干河,桑乾河
錦上路站,錦上路駅
淺水灣,レパルスベイ
东华大学·(上海),東華大学
库尔勒市,コルラ市
領展房地產投資信託基金,リンク不動産投資信託基金
跑馬地馬場,ハッピーバレー競馬場
彩虹站,彩虹駅
中央美术学院,中央美術学院
香港終審法院,香港終審法院
高科西路站,高科西路駅
港鐵巴士,港鉄バス
望夫石,望夫石
欣澳站,欣澳駅
兰新铁路,蘭新線
黄兴路站,黄興路駅
江蘇鉅馬隊,江蘇ヒュージホース
星中路站,星中路駅
國家知識產權局,国家知識産権局
上海图书馆站,上海図書館駅
西藏北路站,西蔵北路駅
五角場站·(上海市),五角場駅
汇丰银行（中国）,HSBC銀行・(中華人民共和国)
交通大学站·(上海市),交通大学駅・(上海市)
洲海路站,洲海路駅
三门路站,三門路駅
航津路站,航津路駅
延吉中路站,延吉中路駅
中华人民共和国国家旅游局,中華人民共和国国家観光局
五洲大道站,五洲大道駅
上海申鑫足球俱乐部,上海申鑫足球倶楽部
昆山南站,崑山南駅
武威市,武威市
三河市,三河市
珠江城大廈,珠江タワー
中国人民银行,中国人民銀行
中国宝武钢铁集团,宝鋼集団
江北区·(重庆市),江北区・(重慶市)
四大佛教名山,中国四大仏教名山
峨眉山,峨眉山
高句丽王城、王陵及贵族墓葬,高句麗前期の都城と古墳
宋园路站,宋園路駅
上南路站,上南路駅
合川路站·(上海市),合川路駅
龙溪路站,竜渓路駅
马当路站,馬当路駅
德平路站,徳平路駅
曲阳路站,曲陽路駅
东靖路站,東靖路駅
龙柏新村站,竜柏新村駅
航中路站,航中路駅
鞍山新村站,鞍山新村駅
黄兴公园站,黄興公園駅
殷高东路站,殷高東路駅
漕河泾开发区站,漕河涇開発区駅
华夏西路站,華夏西路駅
云山路站,雲山路駅
肃州区,粛州区
红沿河核电站,紅沿河原子力発電所
天宫一号,天宮1号
涞水县,淶水県
钦南区,欽南区
香港特別行政區財政司司長,香港特別行政区財政司司長
岚皋县,嵐皋県
怀仁市,懐仁市
伊春区,伊春区
陇海铁路,隴海線
相山区,相山区
歼-10,J-10・(航空機)
2008年夏季奧林匹克運動會自行車比賽—男子團體追逐賽,2008年北京オリンピックの自転車競技・男子団体追い抜き
东辽河,東遼河
大兴安岭地区,大興安嶺地区
新疆大学,新疆大学
海东市,海東市
社区·(行政区划),社区
西北农林科技大学,西北農林科技大学
济南大学,済南大学
瀋陽五里河體育場,瀋陽五里河体育場
光孝寺·(广州),光孝寺・(広州市)
一大会址·新天地站,一大会址・新天地駅
明故宫,明故宮
議事亭前地,セナド広場
双林寺·(平遥),双林寺・(山西省)
七·二〇事件,武漢事件
辽宁师范大学,遼寧師範大学
中華人民共和國澳門特別行政區基本法,マカオ特別行政区基本法
天潼路站,天潼路駅
香港禮賓府,香港礼賓府
東涌站·(東涌綫),東涌駅・(香港)
黃大仙站,黄大仙駅
佐敦站,佐敦駅
油麻地站,油麻地駅
上海儿童医学中心站,上海児童医学中心駅
北京市八宝山革命公墓,八宝山革命公墓
西安碑林,西安碑林博物館
松花湖,松花湖
双清区,双清区
榆阳区,楡陽区
2008年夏季奧林匹克運動會馬術比賽,2008年北京オリンピックの馬術競技
广东省人民体育场,広東省人民体育場
七宝站·(地铁),七宝駅・(上海市)
西藏惠通陆华足球俱乐部,フフホト黒馬足球倶楽部
九亭站,九亭駅
浙江工业大学,浙江工業大学
相城区,相城区
佘山站,佘山駅
临沂新村站,臨沂新村駅
邮电新村站,郵電新村駅
翔殷路站,翔殷路駅
博兴路站,博興路駅
外高桥保税区南站,外高橋保税区南駅
小南门站·(上海市),小南門駅・(上海市)
街道办事处,街道弁事処
鲁班路站·(上海市),魯班路駅・(上海市)
国权路站,国権路駅
外高桥保税区北站,外高橋保税区北駅
高青路站,高青路駅
昌平路站,昌平路駅
新江湾城站,新江湾城駅
江湾体育场站,江湾体育場駅
五莲路站,五蓮路駅
上海轨道交通6号线,上海軌道交通6号線
大觉寺·(北京),大覚寺・(北京市)
北京橙丰足球俱乐部,北京人和足球倶楽部
咸宁核电站,咸寧原子力発電所
防城港核电站,防城港原子力発電所
广西师范大学,広西師範大学
昌江核电站,昌江原子力発電所
中兴通讯,ZTE
沈阳飞机工业集团,瀋陽飛機工業集団
桓台县,桓台県
哈尔滨工业大学,ハルビン工業大学
奶酒,アルヒ
阿拉山口,阿拉山口
临洮县,臨洮県
上海西站,上海西駅
五华区,五華区
大西客运专线,大西旅客専用線
南开大学,南開大学
杭锦旗,ハンギン旗
加拿大駐香港及澳門總領事館,在香港カナダ総領事館
淞沪会战,第二次上海事変
京包铁路,京包線
牛頭角,牛頭角
中国女子篮球联赛,中国女子バスケットボールリーグ
重庆轨道交通2号线,重慶軌道交通2号線
中华人民共和国网络审查,中国のネット検閲
建阳区,建陽区
离石区,離石区
广开四马路站,広開四馬路駅
东坡区,東坡区
中国农业大学,中国農業大学
玉田县,玉田県
克鲁伦河,ヘルレン川
合福客运专线,合福旅客専用線
维扬区,維揚区
薄扶林,薄扶林
怡和午炮,ヌーンデイ・ガン
沈大高速公路,瀋大高速道路
九龍灣,九龍湾
香格里拉酒店,シャングリ・ラ・ホテルズ%26リゾーツ
馬頭圍,馬頭囲
中国人民解放军北部战区海军,北海艦隊
深圳站,深圳駅
香港鐵路博物館,香港鉄路博物館
中国共产党第十八次全国代表大会,中国共産党第十八回全国代表大会
确山县,確山県
長洲·(香港),長洲島
香港飛馬足球會,香港飛馬足球隊
