Tokyo,東京
Kamui Iwa,かむいいわ
Yukiai Zaki,ゆきあいざき
Yakekuzure Misaki,やけくずれみさき
Yaemon Zaki,弥右衛門岬
Todo Jima,トドジマ
Todo Shima,トドシマ
Todoriki,トドロキ
Sugō Misaki,須郷岬
Shiomi Zaki,シオミザキ
Shioga Jima,汐ヶ島
Ōbachinagare Yama,大鉢流山
Naga Hama,長浜
Matsukami,まつかみ
Kyūroku Jima,久六島
Tamashima Yama,タマシマヤマ
Kuki Misaki,くきみさき
Iwasaki,いわさき
Isoya Misaki,イソヤミサキ
Takinoma,滝ノ澗
Era,江良
Chigoki Zaki,チゴキ崎
Bentenno Hana,ベンテンノハナ
Aonae Misaki,アオナエミサキ
Aonae,青苗
Akaishi Misaki,あかいしみさき
Akaishi,あかいし
Shikotan Island,色丹島
Hikatadomari Misaki,ひかたどまりみさき
Egami Saki,恵神崎
Yatsumori Yama,八森山
Kunashir Island,くなしりとう
Mabiro,末広
Kyūshirataki,旧白滝
Shimoshirataki,シモシラタキ
Kyōwa,きょうわ
Kutsugata,くつがた
Kushiga Mine,櫛ヶ峯
Midori,ミドリ
Kurumi Yama,クルミヤマ
Kuro Shima,黒島
Kuroiwa Yama,クロイワヤマ
Kuro Iwa,くろいわ
Kuriyama,栗山町
Motomachi,モトマチ
Kuma-yama,熊ヶ岳
Minamiteshikaga,みなみてしかが
Kumaushi-kisen,くまうしきせん
Rubeshibechō-kōwa,るべしべちょうこうわ
Kotaniishi,小谷石
Ko Jima,小島
Koshikawa,こしかわ
Komukai,小向
Kizukuri-komozuchi,キヅクリコモヅチ
Konbumori,こんぶもり
Konbumori,昆布森
Kobukariishi,コブカリイシ
Komagi,こまぎ
Ko Jima,コジマ
Koishi,こいし
Koguro Mori,小黒森
Kitoushi Yama,キトウシヤマ
Kitami Tōge,キタミトウゲ
Kitami Sanchi,キタミサンチ
Kitami Fuji,キタミフジ
Kitami Fuji,北見富士
Kitakanegasawa,北金ヶ沢
Kitahama,きたはま
Kiritappunishi,キリタップニシ
Kintaichi,金田一
Kinashi Yama,きなしやま
Kinashi Yama,きなしやま
Kinaoshichō,きなおしちょう
Kimuaneppu Misaki,キムアネップ岬
Kikin Dake,木禽岳
Memanbetsu-sumiyoshi,女満別住吉
Midori,ミドリ
Kero Dake,ケロダケ
Mitsuishi-kerimai,三石鳧舞
Ken’yoshi,けんよし
Kenebetsu,けねべつ
Kenashi Yama,ケナシヤマ
Keimei,けいめい
Keganeshiri Yama,ケガネシリヤマ
Kawayu-onsen,カワユオンセン
Kawauchi,川内町
Tannochō-kawamukai,端野町川向
Kawakami,川上
Kawajiri,川尻
Katsuyama,かつやま
Katsura Dake,カツラダケ
Kashiwagimachi,カシワギマチ
Taira,タイラ
Karumai,軽米町
Karikan,カリカン
Karekitai,枯木平
Kareizawa,王余魚沢
Karannai Misaki,カランナイ岬
Katsuhira,かつひら
Kannonbayashi,観音林
Kanjiushi Yama,カンジウシ山
Kanita,蟹田
Kaneda Saki,カネダサキ
Kanagichō,金木町
Kamui Misaki,かむいみさき
Kamui Iwa,神居岩
Kamuiekuuchikaushi Yama,カムイエクウチカウシ山
Kamo Shima,カモ島
Kamome-jima,鴎島
Kamoenai,神恵内村
Kamoi,かもい
Kamiyūchi,カミユウチ
Kamiyūbetsu Tonden Shigaichi,かみゆうべつとんでんしがいち
Kamitoshibetsu,上利別
Shinkawa,シンカワ
Kamitonbetsu,カミトンベツ
Uedomari Saki,ウエドマリサキ
Kamitoku,かみとく
Kamitokoro,カミトコロ
Akanchō-kamiteshibetsu,阿寒町上徹別
Tayorochō,タヨロチョウ
Kamisukizawa,カミスキザワ
Kamishokotsuchō,カミショコツチョウ
Shiratkai-kamishiyūbetsu,シラタキカミシユウベツ
Kamishirataki,かみしらたき
Kamishari,カミシャリ
Kamisarufutsu,かみさるふつ
Biribetsu-nishikami,ビリベツニシカミ
Kamiotoineppu,カミオトイネップ
Kamiyūhaku,かみゆうはく
Kamiōmu,かみおうむ
Kamioboro,かみおぼろ
Kaminozuka,上野塚
Kamishunbetsu,かみしゅんべつ
Kaminayoro,上名寄
Kamimo,上藻
Kamimobetsu,上藻別
Kamimasuhoro,かみますほろ
Kamikunnebetsu,カミクンネベツ
Kamikawa-shichō,上川支庁
Kawakami,川上
Kamiatsunai,カミアツナイ
Kamiashoro,カミアショロ
Ainonaichō,あいのないちょう
Aikappu,愛冠
Kameda Hantō,カメダハントウ
Kakkumi Tōge,カックミトウゲ
Kakkumi,かっくみ
Kakkumichō,カックミチョウ
Memanbetsu-kaiyō,女満別開陽
Kaiyō,かいよう
Kafukai,香深井
Kabutonuma,カブトヌマ
Jūsan,ジュウサン
Jōmon,常紋
Izumichō,いずみちょう
Izumi,イズミ
Rubeshichō-izumi,留辺蘂町泉
Izarimachi,漁町
Iwanai Dake,岩内岳
Iwachishi,岩知志
Iwabokki San,いわぼっきさん
Iwabe Dake,いわべだけ
Isosannupuri Yama,イソサンヌプリヤマ
Ishizaki,イシザキ
Ishizakichō,石崎町
Ishikari Heiya,石狩平野
Isebachi Yama,イセバチヤマ
Irifune,入舟
Iō Zan,イオウザン
Inuushibetsu Yama,いぬうしべつやま
Inaniwa Dake,イナニワダケ
Ikushina-minami,以久科南
Tannochō-ikku,タンノチョウイック
Ichinohashi,いちのはし
Iburi-shichō,胆振総合振興局
Hyakuzawa,ひゃくざわ
Hyakunin Hama,百人浜
Horozuki,ホロヅキ
Poroto,ぽろと
Horonai,ほろない
Horomui,幌向
Horoka Yama,ホロカ山
Horoiwa Yama,幌岩山
Horodomari,ほろどまり
Horoizumi,ほりずみ
Hontomari,ほんとまり
Honki,本岐
Honchō,ほんちょう
Honchō,ホンチョウ
Kamihonbetsu,上本別
Hokake Iwa,ほかけいわ
Tokorochō-hiyoshi,常呂町日吉
Tannochō-hiushinai,タンノチョウヒウシナイ
Hiura Misaki,ひうらみさき
Hiurachō,ひうらちょう
Hitokawame,ヒトカワメ
Hishikui Yama,菱喰山
Rubeshibechō-hirasato,るべしべちょうひらさと
Hira Shima,平島
Hinode Misaki,ヒノデミサキ
Hikatadomari Misaki,ヒカタドマリミサキ
Heiroku,平六
Higashiwada,ヒガシワダ
Higashiura,ひがしうら
Higashioribe,ひがしおりべ
Higashioka,ひがしおか
Higashi-nupukaushinupuri,東ヌプカウシヌプリ
Higashino,ひがしの
Kamibeppo-gen’yahigashi,上別保原野東
Higashimikuni Yama,東三国山
Higashikawa,ひがしかわ
Higashihorobetsu,東幌別
Higashihama,ひがしはま
Hidaka Shinkōkyoku,日高支庁
Herai Dake,へらいだけ
Hebiura,蛇浦
Hanazono,花園
Hanaokamachi,花岡町
Hamaonishibetsu,はまおにしべつ
Hamanaka,はまなか
Hamanaka-sakuraminami,浜中桜南
Hamana Dake,ハマナダケ
Asahihama,あさひはま
Hamachō,浜町
Hamachō,浜町
Hama’atsuma,浜厚真
Hakodate Yama,ハコダテヤマ
Hakkōda San,はっこうださん
Hakka Tōge,発荷峠
Hakamogoshi Dake,はかまごしだけ
Hakamagoshi Dake,はかまごしだけ
Hakamagoshi Dake,袴腰岳
Hadaka Jima,裸島
Hachimori,八森
Goyōmai,ゴヨウマイ
Gorota Misaki,ごろたみさき
Gonomiya Dake,五ノ宮岳
Futatsu Mori,二ッ森
Futatsuimachi,二ツ井町
Futamichō,フタミチョウ
Futamata,フタマタ
Furuume,フルウメ
Hamakoshimizu,はまこしみず
Furumagi,古間木
Furubechō,古部町
Fūreppu,風烈布
Honchō,本町
Fūren,風連
Kamifūren,かみふうれん
Higashifūren,東風連
Furaoi,振老
Fuppushi Dake,フップシダケ
Fuppushi-dake,風不死岳
Kafuka Kō,フナドマリコウ
Funadomari,フナドマリ
Fukuzumi,フクズミ
Fuji Shima,フジシマ
Akanchō-fubushinai,阿寒町布伏内
Ezomatsu Yama,蝦夷松山
Esashito,エサシト
Esaomantottabetsu Dake,エサオマントッタベツ岳
Esanuka,えさぬか
Esan Misaki,恵山岬
Enrumu Misaki,エンルム岬
Eniwa-dake,恵庭岳
Eboshi-dake,烏帽子岳
Dokono Mori,ドコノ森
Kizukuri-dōgizaka,キヅクリドウギザカ
Denchū Yama,電柱山
Dekima Zaki,できまざき
Memanbetsu-daitō,めまんべつだいとう
Daitengu Dake,ダイテングダケ
Chūrui-tōhō,忠類東宝
Nakasarakishi,中更岸
Chiebun,チエブン
Chūō,チュウオウ
Chūbetsu-dake,忠別岳
Onbetsuchō-chokubetsu,音別町直別
Chōboshi,長節
Chitokaniushi-yama,チトカニウシ山
Chiraibetsu,知来別
Chitomoshiri Tō,チトモシリ島
Chinan,チナン
Chinbeno Hana,チンベノ鼻
Akebono,曙
Chikaura,近浦
Chisei,ちせい
Chanai-motomachi,茶内本町
Byōbu San,ビョウブサン
Biwase,びわせ
Biranbetsu,美蘭別
Bihoro Tōge,美幌峠
Biei-dake,美瑛岳
Peshi Misaki,ぺしみさき
Benten Zaki,ベンテンザキ
Benten Zaki,弁天崎
Benten Zaki,弁天崎
Benten Misaki,べんてんみさき
Benten-jima,弁天島
Benten Jima,弁天島
Benten Jima,弁天島
Benten Jima,ベンテンジマ
Minato,みなと
Benikemui Misaki,ベニケムイミサキ
Betsukai,べつかい
Barasan Misaki,バラサン岬
Bakkono Saki,ばっこのさき
Bakkai Misaki,バッカイミサキ
Bakkai,ばっかい
Attoko,あつとこ
Atsunai,あつない
Atsugachō,厚賀町
Yarimukashi,やりむかし
Asahihama,あさひはま
Memanbetsu-asahi,めまんべつあさひ
Arasawa Yama,荒沢山
Arakawa,アラカワ
Akanchō-akubetsu,あかんちょうあくべつ
Akan Fuji,あかんふじ
Akakura Dake,赤倉岳
Akaiwa Saki,アカイワサキ
Aka Iwa,赤岩
Aka Dake,アカダケ
Ainu Misaki,アイヌ岬
Aininkappu Misaki,アイニンカップ岬
Aikubo Yama,合窪山
Aikappu Misaki,愛冠岬
Maru Yama,丸山
Matsukura Yama,マツクラヤマ
Satsumae,サツマエ
Ōmori Yama,大森山
Tachimachi Misaki,タチマチミサキ
Oyasuchō,オヤスチョウ
Natsudomari Hantō,ナツドマリハントウ
Kugurizaka,久栗坂
Hakamagoshi Dake,袴越岳
Karasu Dake,からすだけ
Anamano Saki,あなまのさき
Ushigatachō,牛潟町
Kizukuri-tateoka,きづくりたておか
Kizukuri-dekijima,きづくりできじま
Minamikanasawamachi,ミナミカナサワマチ
Yanagita,やなぎた
Sasanagare Yama,笹流山
Sasamori Yama,笹森山
Iimori Yama,飯森山
Konpira Misaki,こんぴらみさき
Pon Yama,ポン山
Senhōshi-pon Yama,センホウシポンヤマ
Nakayashiki,中屋敷
Yozaemon Yama,与佐衛門山
Shigono Saki,四子ノ崎
Yoroi Saki,ヨロイサキ
Yoriiso Saki,寄磯崎
Yonega Saki,ヨネガサキ
Yomogida Dake,蓬田岳
Yome Jima,嫁島
Yōgaino Hana,要害ノ鼻
Yamagata Bonchi,山形盆地
Yakushi Mori,薬師森
Yakurai San,薬莱山
Yakiyama Saki,やきやまさき
Yagawahama,やがわはま
Yabasehonchō,やばせほんちょう
Watanoha,渡波
Washigamori Yama,鷲ヶ森山
Wakayanagi-kawaminami,若柳川南
Waga Dake,和賀岳
Iidagawa-wadaimokawa,飯田川和田妹川
Utsushiga Dake,移ヶ岳
Urizura,瓜連町
Uno’o Misaki,鵜の尾岬
Umenoki,ウメノキ
Tsurumai,ツルマイ
Kenga Mine,剣ヶ峰
Tsukihama,つきはま
Tsukidatemachi-tsukidate,月舘町月舘
Tōwachō-tsuchizawa,東和町土沢
Tsubaki Shima,椿島
Toyotate Yama,豊立山
Tōridaigo,通醍醐
Tonogami Saki,殿上崎
Tomisawa,とみさわ
Tomari,トマリ
Tomarihama,トマリハマ
Tokusenjō San,徳仙丈山
Tōgatta-onsen,遠刈田温泉
Togami Yama,富神山
Tōdono San,頭殿山
Tochiuda,土生田
Yumoto,ゆもと
Tenmyō Zan,天明山
Tatsumai Saki,龍舞崎
Tatsugane San,田束山
Tatemae,館前
Tatega Saki,立ヶ崎
Tatehana Saki,舘鼻崎
Tatamiishi Hana,タタミイシハナ
Taremizu Hana,たれみずはな
Tarō,田老町
Tamatsukuri,玉造町
Takaudo Yama,高烏兎山
Takashirohama,タカシロハマ
Taka Jima,タカジマ
Takahino Zan,高検山
Takahata Yama,高旗山
Takagi,タカギ
Takadera Yama,タカデラヤマ
Taizō San,胎蔵山
Taihei San,太平山
Tadakoshi,ただこし
Suwa Yama,諏訪山
Sueno Saki,末の崎
Nakajuku,なかじゅく
Shizugawa,志津川
Shirako Mori,白子森
Shirogane Zaki,白銀崎
Shirakawa-machi,白河
Shirahama Saki,白浜崎
Shirabu Yama,白布山
Shingyōdō San,神行堂山
Furukawa-niida,古川新田
Monoochō-shinden,桃生町新田
Shinden,新田
Shimonomachi,シモノマチ
Shimomagata,下曲田
Shikama,四竃
Sasakura Yama,笹倉山
Sendai Heiya,仙台平野
Sawakura,沢倉
Sannō Jima,サンノウジマ
Sannō Hana,サンノウハナ
Sankenchaya,三軒茶屋
Same Jima,サメジマ
Ryūga Take,龍ヶ岳
Rokurō Yama,六郎山
O Zaki,オザキ
Ōyō Saki,おうようさき
Ōyakura Shima,大家倉島
Ōu Sanmyaku,奥羽山脈
Otōto Jima,弟島
Ō Shima,大島
Ō Shima,おおしま
Kamiosabe,上長部
Gojōmori Yama,御城森山
Ōnabakari,大名計
Ōmuro Zaki,オオムロザキ
Ōmori Yama,おおもりやま
Ōmori Jima,大森島
Onmaehama,オンマエハマ
Okoma Yama,御駒山
Okitsu,興津
Okina Jima,翁島
Ōkabura Yama,大鏑山
Ōire Zaki,おおいれざき
Ōhinata Yama,大日向山
Ōharahama,オオハラハマ
Ōguromori Yama,大黒森山
Oginohama,荻浜
Ogawa,小川町
Ōgai Zaki,オオガイザキ
Ōfuka Dake,大深岳
Odaira,小平
Ōbako Saki,オオバコサキ
Ōazami Yama,大薊山
Nyūdōga Misaki,ニュウドウガミサキ
No Jima,野島
Nitoda,ニトダ
Nita Yama,にたやま
Nishi Jima,西島
Yoneyamachō-nishino,米山町西野
Nishihachimanmae,にしはちまんまえ
Nīzeki,にいぜき
Niiyamahama,新山浜
Funehikimachi-niitate,船引町新舘
Kaminaruko,カミナルコ
Nakura Yama,名倉山
Nakayamadaira,ナカヤマダイラ
Naganuma,長沼町
Nagahora,ナガホラ
Naga Hama,ナガハマ
Myōjin Misaki,みょうじんみさき
Moriyoshi Yama,森吉山
Momonoura,モモノウラ
Ogatsuchō-mizuhama,雄勝町水浜
Miyauchi,宮内
Miyajuku,宮宿
Mitsuishi Zaki,みついしざき
Minowa Jima,ミノワ島
Minamitori Shima,ミナミトリシマ
Minami Jima,南島
Mikurahana,三倉鼻
Niida-menagata,にいだめながた
Mekaru-saki,メカル崎
Mekabu Yama,男加無山
Mei Jima,メイジマ
Ma Zaki,真崎
Matsu Shima,マツシマ
Matsuzaki-maehama,マツザキマエハマ
Matsuo,松尾
Matsuga Hana,松ヶ鼻
Mahiru Dake,眞昼岳
Maesawa,前沢町
Maekamuro San,前神室山
Machibo,まちぼ
Kyōzuka Yama,経塚山
Niō Zaki,ニオウザキ
Kururi,久留里
Kurosawa Yama,黒沢山
Kuroishi Yama,黒石山
Kuro Hana,くろはな
Kurobuse Yama,黒伏山
Kurobane,黒羽町
Kuriko Yama,栗子山
Kuno Shima,くのしま
Kumanogaeshi Yama,熊ノ返山
Kujūkuri Hama,九十九里浜
Kushiri Jima,貢尻島
Kotagawa,小田川
Koshiki Dake,甑岳
Ishidoriyachō-komoribayashi,いしどりやちょうこもりばやし
Ishidoriyachō-kōchi,石鳥谷町好地
Makinosaki,牧ノ崎
Kobuchi,こぶち
Kobinai Yama,小比内山
Koamikurahama,こあみくらはま
Kiyosumi Yama,キヨスミヤマ
Kiyo Saki,きよさき
Kitayotome Iwa,きたよとめいわ
Kitano Shima,北之島
Kitano Hana,きたのはな
Kitakami Heiya,北上平野
Kitaizumiga Take,北泉ヶ岳
Kiriage,きりあげ
Kinka Zan,きんかざん
Kimigakane Saki,キミガカネサキ
Kimatsuka,きまつか
Kenjō San,ケンジョウサン
Kayano Zaki,萱野崎
Kawazu,川津
Kawageta Yama,川桁山
Uratokatsurashima,ウラトカツラシマ
Kashima,鹿島町
Karato Jima,唐戸島
Kara Jima,唐島
Kanomata,カノマタ
Kandori Yama,神取山
Monoochō-kandori,桃生町神取
Kamuro Yama,神室山
Kyōwa-kamiyodogawa,協和上淀川
Kamiwari Saki,神割崎
Kamishishiori,カミシシオリ
Kamiisazawa,上伊佐沢
Kamiasamigawa,上浅見川
Kame Yama,亀山
Kamaga Saki,釜ヶ崎
Kamaga Saki,かまがさき
Kakumagawamachi,角間川町
Jikyō Zan,自鏡山
Jaga Saki,じゃがさき
Izu Shotō,いずしょとう
Izu Shima,出島
Izumiga Dake,泉ヶ岳
Iwashi Yama,イワシヤマ
Iwama,岩間町
Iwakura Yama,岩倉山
Iwai Saki,岩井崎
Iwawada,イワワダ
Itajiki Yama,板敷山
Issaikyō San,一切経山
Isomura,イソムラ
Ishinage Yama,石投山
Uratoishihama,浦戸石浜
Inakura Dake,稲倉岳
Inai,いない
Imōto Jima,いもうとじま
Iinomachi,飯野町
Ido,井土
Ichijuku,市宿
Hoe Zaki,吠崎
Horowa San,保呂羽山
Honjō,本荘
Hokota,鉾田
Hō Jima,ホウジマ
Hiyori Yama,ヒヨリヤマ
Hitaitori Yama,額取山
Hirota Saki,ヒロタサキ
Hirobuchi,ひろぶち
Hira Shima,ヒラシマ
Hira Jima,平島
Hikata,干潟町
Higashi Yama,東山
Higashimiyanome,ひがしみやのめ
Higashi Jima,ヒガシジマ
Higashihachimanmae,ヒガシハチマンマエ
Higakure Yama,日隠山
Hayama San,早馬山
Harino Iwa,ハリノイワ
Nigatake,苦竹
Hanadate Tōge,ハナダテトウゲ
Hanabuchi Saki,花渕崎
Hamanaka Ne,はまなかね
Kamihama,上浜
Hakoga Mori,箱ヶ森
Haguro Yama,羽黒山
Hachiman Tai,八幡平
Hachiman Misaki,はちまんみさき
Ishidoriyachō-hachiman,石鳥谷町八幡
Goden Zaki,御殿崎
Matsuzaki-godantara,松崎五駄鱈
Goi,ゴイ
Gamakura Yama,蒲倉山
Futatsu Ne,フタツネ
Futago Shima,双子島
Futago JIma,二子島
Fushibe Yama,伏辺山
Funagata Jima,船形島
Funagata Yama,船形山
Fukuroda,袋田の滝
Fukibahira Yama,吹場平山
Fukkiura,福貴浦
Fukikoshi Yama,吹越山
Kofuji Yama,小富士山
Fujisawachō-niinuma,藤沢町新沼
Fudai,普代
Higashiemi,ヒガシエミ
Dōji San,童子山
Dewa Sanzan,出羽三山
Dewa Sanchi,出羽山地
Dai Yama,台山
Daitō Dake,大東岳
Daimyōjin Yama,大明神山
Choshi,銚子
Misakichō-chōja,ミサキチョウチョウジャ
Chagaya Saki,茶屋ヶ岬
Bishamon Jima,ビシャモンジマ
Benten Zaki,弁天崎
Benten Jima,ベンテンジマ
Benkei Yama,弁慶山
Azumane Yama,東根山
Azuma-kofuji,吾妻小富士
Ayukawahama,鮎川浜
Atago Yama,アタゴヤマ
Atago Yama,愛宕山
Ashi Jima,足島
Asahi Yama,あさひやま
Asahi Yama,旭山
Araya-ōkawamachi,新屋大川町
Arakine Yama,アラキネヤマ
Aomatsu Shima,アオマツシマ
Ani Jima,あにじま
Ani-mizunashi,阿仁水無
Ane Jima,姉島
Anesaki,アネサキ
Amayobari Yama,雨呼山
Amatsu,アマツ
Akita Heiya,あきたへいや
Akayu,赤湯
Aji,あじ
Abukuma Kōchi,阿武隈高地
Amagiri Yama,雨霧山
Zenikamechō,ゼニカメチョウ
Yūtari,勇足
Yururi Tō,ゆるりとう
Yuno Shima,ユノシマ
Yunokawachō,ゆのかわちょう
Yuni,由仁町
Hamayūchi,ハマユウチ
Yūbari-dake,夕張岳
Tokorochō-yoshino,トコロチョウヨシノ
Yokotsu Dake,よこつだけ
Yatate Tōge,矢立峠
Yasumiya,ヤスミヤ
Ikutahara-yasukuni,いくたはらやすくに
Yasui Saki,安井崎
Yashiki Yama,屋敷山
Yaoromappu Dake,ヤオロマップ岳
Yamausuno Hana,山臼鼻
Yamausu,やまうす
Yamakoshi,山越
Yamagaru,やまがる
Yakumo,八雲町
Hachibē Dake,ハチベエダケ
Yagosi Saki,矢越崎
Yagoshi,ヤゴシ
Yachigashira,谷地頭
Wakunbe,わくんべ
Wakoto Hantō,ワコトハントウ
Wakkasakunai,稚咲内
Wakinosawa,脇野沢村
Uwano,上野
Utsunai,うつない
Utsu,ウツ
Utarube,うたるべ
Utaroppu,ウタロップ
Utanobori Yama,歌登山
Misaki Chō,みさきちょう
Kyōei,共栄
Uedomari,ウエドマリ
Tsurugi Yama,剣山
Tsunemoto,ツネモト
Tsukisamu-higashinijō,月寒東二条
Tsugaru Heiya,ツガルヘイヤ
Tsugaru Hantō,津軽半島
Tsuchiya,ツチヤ
Tsubana Zaki,津鼻崎
Toyota,トヨタ
Toyono,とよの
Toyokanbetsu,トヨカンベツ
Toyoizumi,とよいずみ
Toyohata Ikku,豊畑一区
Tōyō,東洋
Tōya,洞爺町
Tōutsu Dake,トーウツダケ
Tottori,鳥取
Tottori-ōdōri,トットリオオドオリ
Toshunbetsu,トシュンベツ
Torii Zaki,鳥居崎
Tomuraushi-yama,トムラウシ山
Tomoshiri Misaki,トモシリ岬
Tomiyachichō,とみやちちょう
Tomiiso,とみいそ
Tomamu-yama,トマム山
Tomamae Saki,トママエサキ
Tokushibetsu,とくしべつ
Tokitai Yama,ときたいやま
Tokachi Heiya,十勝平野
Tokachi-shichō,とかちしちょう
Toimaki,といまき
Tōgeshita,トウゲシタ
Tōfutsu,とおふつ
Todo Shima,海馬島
Tochigi,栃木
Teshio Sanchi,てしおさんち
Teshio Heiya,てしおへいや
Teshio-dake,天塩岳
Teshibetsu Dake,テシベツダケ
Tenneru,てんねる
Tengu Yama,テングヤマ
Tegurabashi,てぐらばし
Teppu,テップ
Tate Iwa,立岩
Tatehama,タテハマ
Tappu Yama,タップヤマ
Tappi Zaki,タッピザキ
Tannochō-tanno,タンノチョウタンノ
Tane Jima,タネジマ
Takko,たっこ
Takinovu,るべしべちょうたきのゆ
Takinoue Yama,タキノウエヤマ
Takibuchi,タキブチ
Takano Saki,たかのさき
Takamori Yama,たかもりやま
Taka Mori,高森
Takae,高江
Takadō Yama,高堂山
Takada,タカダ
Taisei,たいせい
Tairadate,平舘
Taihei Zan,大平山
Taiheichō,太平町
Takamine Yama,高峰山　
Tatsuushi Dake,立牛岳
Tatsuushi,立牛
Sukoton Misaki,すことんみさき
Sugisawa Yama,すぎさわやま
Sugisawa,杉沢
Higashimokoto-suehiro,ヒガシモコトスエヒロ
Sōya Shichō,ソウヤシチョウ
Sōya Kyūryō,そうやきゅうりょう
Shumarinai,しゅまりない
Shōtoshibetsu,ショウトシベツ
Shōtonbetsu,ショウトンベツ
Shoro,しょろ
Shokotsu-dake,渚滑岳
Shokotsuchō,しょこつちょう
Shōji Yama,ショウジヤマ
Shōbukawa,菖蒲川
Shizuura,しずうら
Shitamae,シタマエ
Akanchō-shitakara,アカンチョウシタカラ
Shirokaramoi Misaki,シロカラモイ岬
Shiroji Yama,白地山
Siriusu,大岬
Shiritochō,しりとちょう
Shirikoma Dake,シリコマダケ
Shiribetsu-dake,尻別岳
Shiribeshi-shichō,後志支庁
Shirataki,白滝
Shiranuka Kyūryō,白糠丘陵
Shirakami Sanchi,白神山地
Shirakami Dake,白神岳
Shirahara Yama,白旗山
Shirafu,白符
Shiratori,シラトリ
Yoshino,ヨシノ
Shin’ei,しんえい
Shinkawachō,シンカワチョウ
Shina Dake,シナダケ
Midorimachi,緑町
Shimotoyoi,下トヨイ
Toshibetsu-motomachi,利別本町
Shimotonbetsu,シモトンベツ
Akanchō-shimoteshibetsu,アカンチョウシモテシベツ
Shimosetsuri,しもせつり
Shimosarobetsu,下サロベツ
Shimooribe,しもおりべ
Shimonosawa Yama,シモノサワヤマ
Shimono Saki,しものさき
Akanchō-shimoninishibetsu,アカンチョウシモニニシベツ
Masukawachō,鱒川町
Shimokokuneppu,しもこくねっぷ
Utanobori-chūō,ウタノボリチュウオウ
Shimoda,下田町
Barō,ばろう
Shimizugawa,清水川
Shimizugashira,シミズガシラ
Shimamatsu-honmachi,島松本町
Shihoro,士幌
Shichirinaga Hama,シチリナガハマ
Shichinohe,七戸町
Shibetsu Tōge,シベツトウゲ
Shari Dake,シャリダケ
Shanai,しゃない
Onbetsuchō-shakubetsugen’ya,おんべつちょうしゃくべつげんや
Shaskubetsu-kisen,しゃくべつきせん
Seta Yama,勢多山
Seseki,セセキ
Homare,ホマレ
Senhōshi,センホウシ
Sengen,泉源
Senboku Tōge,センボクトウゲ
Senbiri,センビリ
Sekitan Misaki,せきたんみさき
Sekihoku Tōge,石北峠
Sattsurumachi,サッツルマチ
Sattomonai,サットモナイ
Satsunai-chūōmachi,札内中央町
Sasa Yama,笹山
Sasa Yama,ササヤマ
Sasatsumori Yama,ささつもりやま
Sasamori Yama,ササモリヤマ
Asahi,朝日
Saruru Misaki,さるるみさき
Saruru,さるる
Sarubetsu,猿別
Saroma Yama,さろまやま
Saraki Misaki,サラキミサキ
Sannohe,七戸町
Sankei,三渓
Sankaku Yama,サンカクヤマ
Sankaku Dai,さんかくだい
Sanmai Dake,三枚岳
Sanbongi,サンボンギ
Sanbōkō,三方高
Samakkenupuri Yama,さまっけぬぷりやま
Sakushu,作集
Sakuraminami,さくらみなみ
Saku,サク
Sakkotsu Dake,札滑岳
Sakakimachi,榊町
Sakaino,境野
Sakaemori,さかえもり
Sakaechō,サカエチョウ
Sahoro-dake,佐幌岳
Ryūga Mori,竜ヶ森
Rushin,るしん
Rubeshibe-yama,ルベシベ山
Rubeshibetsu Misaki,ルベシベツミサキ
Rubeshibechō-asahikita,留辺蕊町旭北
Rikibiru,りきびる
Raiden-yama,雷電山
Tokachi-poroshiri Dake,十勝幌尻岳
Poronupuri Dake,ポロヌプリダケ
Poroiwa Yama,ポロイワ山
Ponporoto,奔幌戸
Piyashiri Yama,ピヤシリ山
Pisenai Yama,ピセナイ山
Pirikanupuri,ピリカヌプリ
Pippu-dake,比布岳
Binneshiri,敏音知
Pinneshiri,ピンネシリ
Petegari Dake,ペテガリ岳
Peoppe Yama,辺乙部山
Penke Yama,ペンケ山
Pekere Yama,ペケレヤマ
Panke Zan,パンケザン
Oyochi,大誉地
Otoshibe Misaki,おとしべみさき
Otoshibe,オトシベ
Otoineppu Misaki,おといねっぷみさき
Ōtodo,大椴
Nakaosotsubetsu,ナカオソツベツ
Ōsori,オオソリ
Oshirabetsu,おしらべつ
Oshima-shichō,渡島支庁
Oshidomari,おしどまり
Osatsubechō,おさつべちょう
Osarunai Dake,おさるないだけ
Oribe Yama,おりべやま
Ōnumachō,おおぬまちょう
Onoppunai,雄信内
Ōno,大野村
Muka,留辺蕊町温根湯温泉
Onnenai,オンネナイ
Yamahana,やまはな
Onne,恩根
Oniwaki,オニワキ
Onishika-minatomachi,おにしかみなとまち
Onisashi Yama,オニサシヤマ
Onbetsu-motomachi,音別本町
Ōmachō,大澗町
Hinaimachi-ōkuzo,比内町大葛
Okuyuki,奥行
Chiyoda,ちよだ
Ōkura Dake,大倉岳
Okumaru Yama,おくまるやま
Okidate,オキダテ
Ōkenashi Yama,おおけなしやま
Ōkawa,おおかわ
Okajima,岡島
Oiwake Tōge,オイワケトウゲ
Oiwakechō,オイワケチョウ
Ōiso,大磯
Oikama,生花
Ōhata,大畑町
Ōkuro Mori,オオクロモリ
Okuri Yama,オオクリヤマ
Ogura Yama,おぐらやま
Okuno,オクノ
Ogifushichō,おぎふしちょう
Ōgita,扇田
