党委书记,당 서기
2008年夏季奧林匹克運動會自行車比賽－男子團體爭先賽,2008년 하계 올림픽 사이클 남자 단체 스프린트
2008年夏季奧林匹克運動會自行車比賽－男子爭先賽,2008년 하계 올림픽 사이클 남자 스프린트
2008年夏季奧林匹克運動會射擊比賽－男子25米快射手槍,2008년 하계 올림픽 사격 남자 25m 속사권총
黔南布依族苗族自治州,첸난 부이족 먀오족 자치주
临夏回族自治州,린샤 후이족 자치주
清苑区,칭위안구
南丹县,난단현
和谐号CRH3型电力动车组,중국고속철도 CRH3
和谐号CRH5型电力动车组,중국고속철도 CRH5
啄啄糖,득득통
铜雀台,동작대
河东区,허둥구
河西区,허시구
南开区,난카이구
永嘉县,융자현
洞头区,둥터우구
中國朝鮮語,중국조선어
平義線,평의선
2008年夏季奧林匹克運動會跆拳道比賽—男子58公斤級,2008년 하계 올림픽 태권도 남자 58kg급
阳泉市,양취안시
渤海国上京龙泉府遗址,상경 용천부
實利銀行,실리은행
韓僑,한국계 교민
大陳島撤退,다천섬 철수
温州话,원저우화
长治市,창즈시
天秀站,티안쇼 역
沙田,사톈
河南吉象队,허난 엘리펀츠
江湾镇站,장완전역
上海金鷹隊,상하이 골든이글스
廣東獵豹隊,광둥 레오파스
北斗卫星导航系统,베이더우
西貢半島,사이궁반도
格尔木市,거얼무시
中国国家男子篮球队,중국 농구 국가대표팀
中华人民共和国历史,중화인민공화국의 역사
广州地铁5号线,광저우 지하철 5호선
佛曆,불멸기원
瑶族,야오족
珠江新城旅客自动输送系统,주장신청 자동운송 체계
朝阳市,차오양시
东营市,둥잉시
永和县,융허현
莱阳市,라이양시
广州十三行,광동십삼행
铁岭市,톄링시
慈溪市,츠시시
平湖市,핑후시
中国少数民族,중국의 소수민족
2008年夏季奧林匹克運動會游泳比賽女子4 × 100米混合泳接力比賽,2008년 하계 올림픽 수영 여자 10km 마라톤
中環至半山自動扶手電梯系統,중환지반산자동부제
中国探月工程,창어 계획
广州地铁3号线,광저우 지하철 3호선
广州地铁8号线,광저우 지하철 8호선
2008年中国足球超级联赛,중국 슈퍼리그 2008
2009年中国足球超级联赛,중국 슈퍼리그 2009
士大夫,사대부
西青区,시칭구
津南区,진난구
敦化市,둔화시
宜春市,이춘시
2008年夏季奧林匹克運動會射擊比賽－男子10米空氣步槍,2008년 하계 올림픽 사격 남자 10m 공기소총
2008年夏季奧林匹克運動會自行車比賽－男子麥迪遜賽,2008년 하계 올림픽 사이클 남자 매디슨
2008年夏季奧林匹克運動會跆拳道比賽—男子80公斤級以上,2008년 하계 올림픽 태권도 남자 +80kg급
2008年夏季奧林匹克運動會跆拳道比賽—男子68公斤級,2008년 하계 올림픽 태권도 남자 68kg급
2008年夏季奧林匹克運動會射擊比賽－男子定向飛靶,2008년 하계 올림픽 사격 남자 스키트
2008年夏季奧林匹克運動會射擊比賽－男子50米步槍臥射,2008년 하계 올림픽 사격 남자 50m 소총복사
朔州市,숴저우시
普兰县,푸란현
国家大剧院,국가대극원
南通兴东机场,난퉁 싱동 공항
長江企業控股,청쿵그룹
2008年夏季奧林匹克運動會游泳比賽男子100米背泳比賽,2008년 하계 올림픽 수영 남자 100m 배영
曲水县,취수이현
临海市,린하이시
图们市,투먼시
中国教育电视台,중국교육방송
克孜勒苏柯尔克孜自治州,커쯔러쑤 키르기스 자치주
万科,반케
谷歌中国,구글 차이나
昌都市,창두 지구
天水圍站,티안쉬웨이 역
四川蛟龍隊,쓰촨 드래건스
义乌市,이우시
余姚市,위야오시
恩施土家族苗族自治州,언스 투자족 먀오족 자치주
仙桃市,셴타오시
河北区,허베이구
红桥区,훙차오구
东丽区,둥리구
滨江区,빈장구
牙克石市,야커스시
秦岭,친링산맥
滨湖区,빈후구
滨海县,빈하이현
锡林浩特市,시린하오터시
王府井大街,왕푸징
丹东市,단둥시
甘州回鶻,칸수 위구르국
藁城区,가오청구
双城区,솽청구
本溪市,번시시
广州地铁4号线,광저우 지하철 4호선
苏州工业园区,중국-싱가포르 쑤저우 공업원구
彬州市,빈저우시
宾县,빈현
济宁市,지닝시
大連市,다롄시
威海市,웨이하이시
安庆市,안칭시
滨海新区,빈하이 신구
间岛,간도
全国体育大会,중국 전국 체육 대회
1972年尼克松访华,1972년 리처드 닉슨의 중국 방문
加舒尔布鲁木诸峰,가셔브룸
龙里县,룽리현
民勤县,민친현
香港耀中國際學校,야오중 국제학교
中国国际广播电台,중국국제방송
宣威市,쉬안웨이시
滨州市,빈저우시
吕梁市,뤼량시
晋中市,진중시
水丰水库,수풍댐
滨城区,빈청구
宾川县,빈촨현
上海迪士尼乐园,상하이 디즈니랜드
中美海纜,CUCN
比如县,비루현
临淄齐国故城,임치
儋州市,단저우시
汶川县,원촨현
海南藏族自治州,하이난 티베트족 자치주
堆龙德庆区,두이룽더칭구
阿坝藏族羌族自治州,아바 티베트족 창족 자치주
抚顺市,푸순시
海城市,하이청시
富阳区,푸양시
渝中區,위중구
即墨区,지모 시
魏都区,웨이두구
和平饭店,화평반점
崇明岛,충밍섬
镶黄旗,샹황 기
莲花桥站,롄화차오 역
中叙关系,시리아-중화인민공화국 관계
姜堰区,장옌 시
中日关系,일본-중화인민공화국 관계
莎车县,야르칸드현
綦江区,치장 현
中蒙邊界,몽골-중화인민공화국 국경
盘锦市,판진시
大红门站,다훙먼 역
角門東站,자오먼둥 역
车道沟站,처다오거우 역
北碚区,베이베이구
长寿区,창서우구
沙坪坝区,사핑바구
葫芦岛市,후루다오시
西局站,시쥐 역
成寿寺站,청서우쓰 역
龙井市,룽징시
启东市,치둥시
國內城,국내성
臺灣天主教會,대만의 로마 가톨릭교회
中韩关系,대한민국–중화인민공화국 관계
大足区,다쭈 현
紫金山天文台,쯔진산 천문대
韩江,한강
加格拉河,가가라강
嫩江,눈강
营口市,잉커우시
十里堡站,스리푸역
东大桥站,둥다차오 역
偽滿皇宮博物院,만주국 황궁 박물관
洱海,얼하이호
雅戈泰,아가르타
宾阳县,빈양현
花花足球會,더블 플라워 FA
茂南区,마오난구
兰西县,란시현
黑水县,헤이수이현
腾讯,텐센트
林芝市,린즈 지구
宝安中心站,바오안 센터 역
那曲市,나취시
甘南藏族自治州,간난 티베트족 자치주
貝爾湖,부이르호
哈拉哈河,할하강
普陀山,푸퉈산
花山区,화산구
滑县,화현
102国道,국도 제102호선
2008年夏季奥林匹克运动会乒乓球比赛,2008년 하계 올림픽 탁구
成都双流国际机场,청두 솽류 국제공항
聊城市,랴오청시
金茂大厦,진마오 타워
黔江区,첸장구
武昌区,우창구
蛟河市,자오허시
欧亚大草原,유라시아 스텝
浙江职业足球俱乐部,저장 프로
永川区,융촨구
天池,천지
正教會普世宗主教聖統香港及東南亞都主教教區,홍콩-동남아시아 정교회 수도 대교구
阿荣旗,아룽 기
漢字文化圈,한자 문화권
奉化区,펑화 시
大渡口区,다두커우구
南岸区,난안구
宁国市,닝궈시
巴塘县,바탕현
万州区,완저우구
温州世界贸易中心,원저우 세계무역센터
上海城市规划展示馆,상하이 도시계획전시관
莱芜市,라이우시
日照市,르자오시
伊宁市,이닝시
澳門輕軌,마카오 경전철
辛集市,신지시
瑞安市,뤼안시
延吉市,옌지시
大鴉洲,다이아자우섬
香港海事博物館,홍콩해사박물관
上海“11·15”特别重大火灾,2010년 상하이 아파트 화재 사고
鄂尔多斯蒙古语,오르도스어
北區,베이구
故宫,자금성
康定市,캉딩 현
临沂市,린이시
临邑县,린이현
延边朝鲜族自治州,옌볜 조선족 자치주
黄贝岭站,황베이링 역
景洪市,징훙시
林周县,린저우현
1956年亞洲盃足球賽,1956년 AFC 아시안컵
辽阳市,랴오양시
天主教香港教區,천주교 홍콩 교구
新港鄉,신강향
延边大学,연변 대학
清明节,청명절
莱州湾,라이저우만
房山區,팡산구
平谷区,핑구구
达孜区,다쯔구
旺角站,웡곡역
景田站,징티안 역
沧县,창현
奉天会战,봉천 전투
丰县,펑현
镜泊湖,징푸호
大连湾,다롄만
桃花島,타오화섬
鄄城县,쥐안청현
滇池,뎬츠
天安门,천안문
临泉县,린취안현
来凤县,라이펑현
香港电车,홍콩 트램
西双版纳傣族自治州,시솽반나 다이족 자치주
上海航空,상하이 항공
滿洲,만주
上海环球金融中心,상하이 세계금융센터
白云区,바이윈구
吉林市,지린시
合川区,허촨구
南川区,난촨구
阿尔山市,아얼산시
福建土楼,푸젠 토루
罗布林卡,노블링카
河南大学,허난 대학
博鳌镇,보아오 진
四平市,쓰핑시
石景山區,스징산구
国家司法考试,전국사법시험
广东奥林匹克体育中心,광둥 올림픽 스타디움
深圳地铁,선전 지하철
屯門體育會足球隊,튄문 SA
沙田體育會足球隊,샤틴 SA
福绵区,푸몐 관리구
宜興市,이싱시
常熟市,창수시
青岛大学,칭다오 대학
安凯汽车,안카이 자동차
金台路站,진타이루 역
草房站,차오팡 역
临河区,린허구
九台区,주타이 시
尚志市,상즈시
金坛区,진탄 시
西林县,시린현
永兴岛,우디섬
宣武区,쉬안우구
崇文区,충원구
长春市,창춘시
白城市,바이청시
南宫市,난궁시
理塘县,리탕현
中秋节,중추절
广德火箭发射场,603 기지
2008年夏季奧林匹克運動會跆拳道比賽,2008년 하계 올림픽 태권도
一國兩制,일국양제
屯門泳池站,툰먼 수영장 역
豐景園站,펑징위안 역
兆禧站,저아오시 역
凤凰卫视,봉황TV
順義區,순이구
二王三恪,중국의 제위 계승 순위
上海国际货运航空,상하이 항공 카고
贵南县,구이난현
朝阳区,차오양구
大兴区,다싱구
海淀區,하이뎬구
布尔津县,부얼진현
麻城市,마청시
中华人民共和国科学技术,중국의 과학기술
汤原县,탕위안현
2010年玉樹地震,2010년 위수 지진
紫峰大厦,난징 그린랜드 금융센터
中华人民共和国审计署,중화인민공화국 심계서
果洛藏族自治州,궈뤄 티베트족 자치주
桑珠孜区,쌍주쯔구
迁安市,첸안시
个旧市,거주시
第3屆亞洲電影大獎,제3회 아시안 필름 어워즈
新浪微博,시나 웨이보
越秀山体育场,웨슈산 경기장
广州大学城中心区体育场,광저우 고등교육 메가센터 중앙경기장
河北足球俱乐部,허베이 FC
橋咀洲,키우저이섬
江阴市,장인시
界首市,제서우시
古冶区,구예구
吐鲁番市,투루판시
许昌市,쉬창시
钓鱼岛,우오쓰리섬
中國銀聯股份有限公司,중국은련
松原市,쑹위안시
福民站,푸민 역
北京apm,Beijing apm
焦作市,자오쭤시
濮阳市,푸양시
三清山,산칭산
博尔塔拉蒙古自治州,보얼타라 몽골 자치주
通化市,퉁화시
华山,화산
中環廣場,센트럴 플라자
银河国际货运航空,그랜드스타 카고
上海申花足球俱乐部,상하이 선화
武夷山市,우이산시
海西蒙古族藏族自治州,하이시 몽골족 티베트족 자치주
東城區,둥청구
朝陽區,차오양구
北京大学生电影节,베이징 대학생 영화제
滁州市,추저우시
通江县,퉁장현
亚太空间合作组织,아시아 태평양 우주 협력 기구
東區,둥구
亞洲電視有限公司,ATV (방송국)
静安寺,징안쓰
平顶山市,핑딩산시
固始县,구스현
集安市,지안시
卢湾区,루완구
白山市,바이산시
华州区,화저우구
新抚区,신푸구
2008年夏季奧林匹克運動會男子公路自行車個人計時賽,2008년 하계 올림픽 사이클 남자 도로독주
麻栗坡县,마리포현
东方体育中心站,동방체육센터 역
耀华路站,야오화루 역
中华艺术宫站,중화예술궁 역
中兴路站,중싱루 역
昌平區,창핑구
丰台區,펑타이구
通州區,퉁저우구
屏山县,핑산현
新乡市,신샹시
觀塘區,군통구
医巫闾山,이우뤼산
捷星香港航空,제트스타 홍콩
福海县,푸하이현
汉江,한강
雷州半岛,레이저우반도
谷姐网,구제
元朗區,위안랑구
鹤壁市,허비시
岷江,민강
1990年亚洲运动会,1990년 아시안 게임
上海大師賽,상하이 마스터스
博罗县,보뤄현
六四事件,1989년 톈안먼 사건
黃浦江,황푸강
石阡县,스첸현
岳阳楼区,웨양러우구
辽源市,랴오위안시
雅砻江,야룽강
台灣海峽,대만 해협
富平县,푸핑현
希夏邦马峰,시샤팡마
曲阜路站,취푸루 역
現代標準漢語,표준 중국어
渭南市,웨이난시
信阳市,신양시
上海国际金融中心,상하이국제금융센터
香港華民航空,에어홍콩
澳門航空,마카오 항공
全能神教會,전능하신 하나님 교회
珲春市,훈춘시
爱民区,아이민구
桦甸市,화뎬시
荣成市,룽청시
商丘市,상추시
漯河市,뤄허시
扎什伦布寺,타쉬룬포 사원
运城关公机场,윈청 관공 공항
麥城之戰,형주 공방전
布拖县,부퉈현
外滩,와이탄
浦東新區,푸둥 신구
天坛,천단
海林市,하이린시
中共中央台湾工作办公室,국무원대만사무판공실
大安市,다안시
沙河市,사허시
鄂城区,어청구
西固区,시구구
武鸣区,우밍 현
镇,진
兴和县,싱허현
大昭寺,조캉 사원
怀柔区,화이러우구
三門峽市,싼먼샤시
葵青區,쿠이칭구
上海轨道交通12号线,상하이 지하철 12호선
上海大学站,상하이대학역
五台山,우타이산
中国网球公开赛,차이나 오픈
色拉寺,세라 사원
福州地铁,푸저우 지하철
南阳市,난양시
益阳市,이양시
平安区,핑안구
英吉沙县,잉지사현
中国中央电视台体育频道,CCTV-5
定安县,딩안현
榆树市,위수시
TCL科技,TCL 기술
常德市,창더시
老西门站,라오시먼 역
四平路站,쓰핑루 역
嫩江路站,넨장루 역
江浦路站,장푸루 역
琼山区,충산구
密云区,미윈구
崇信县,충신현
亞洲公路網,아시안 하이웨이
岷山,민산산맥
少年宮站,소년궁 역
市民中心站,시빅 센터 역
五山站,우산 역
政府山,가버먼트 힐
长白山,백두산
玉门市,위먼시
洛川县,뤄촨현
2010年亞洲運動會羽毛球比賽,2010년 아시안 게임 배드민턴
中国中央电视台综合频道,CCTV-1
乌苏市,우쑤시
额敏县,어민현
安居区,안쥐구
随县,쑤이현
阿克陶县,아커타오현
屯昌县,툰창현
德惠市,더후이시
