제임스 드레스녹,ジェームズ・ドレスノク,jēmuzu・doresunoku,jeimseu deureseunog
김책,キンサク,kinsaku,gimcaeg
강건,キョウケン,kyouken,ganggeon
박열,ボクレツ,bokuretsu,bagyeol
허헌,モトケン,motoken,heoheon
장웅,チョウツヨシ,choutsuyoshi,jangung
김철,キムアキラ,kimuakira,gimceol
최광,チェヒカリ,chehikari,coegwang
최현,チェケン,cheken,coehyeon
김억,キンオク,kinoku,gimeog
김옥,キンギョク,kingyoku,gimog
최휘,チェアキラ,cheakira,coehwi
백석,シライシ,shiraishi,baegseog
김웅,カネオ,kaneo,gimung
서휘,ジョアキラ,joakira,seohwi
김무정,タケチン,takechin,gimmujeong
홍창수,トクヤマアキラモリ,tokuyamaakiramori,hongcangsu
최원,チェトオ,chetoo,coeweon
안길,ヤスキチ,yasukichi,angil
장철,チョウトオル,choutooru,jangceol
임훈,ニンクン,ninkun,imhun
임화,ハヤシカズ,hayashikazu,imhwa
여정,リョセイ,ryosei,yeojeong
박훈,ボクイサオ,bokuisao,baghun
장혁,チョウカワ,choukawa,janghyeog
유영재,ヨンジェ,yonje,yuyeongjae
이세돌,リヨドル,riyodoru,isedol
전진,チョンジン,chonjin,jeonjin
신동빈,シゲミツアキオ,shigemitsuakio,sindongbin
앤디,エンディ,endi,aendi
마이클 스위프트,マイケル・スウィフト,maikeru・suwifuto,maikeul seuwipeuteu
라비,ラビ,rabi,rabi
엔,エン,en,en
맷 돌턴,マット・ダルトン,matto・daruton,maes dolteon
이원,リハジメ,rihajime,iweon
알렉산더,アレクサンダー,arekusandā,alregsandeo
정대현,デヒョン,dehyon,jeongdaehyeon
우영,ウヨン,uyon,uyeong
준호,ジュノ,juno,junho
이싸빅,リサビク,risabiku,issabig
마시에우 루이스 프랑쿠,マシエウ・ルイス・フランコ,mashieu・ruisu・furanko,masieu ruiseu peurangku
김잔디,キムジャンディ,kimujandi,gimjandi
성우리,ナカムラユリ,nakamurayuri,seonguri
일레인 김,エレイン・キム,erein・kimu,ilrein gim
엘,エル,eru,el
세훈,セフン,sefun,sehun
시우민,シウミン,shiumin,siumin
수호,スホ,suho,suho
하하,ハハ,haha,haha
아유미,イトウユミ,itouyumi,ayumi
데니우송 마르칭스 나시멘투,デニウソン・マルティンス・ナシメント,deniuson・marutinsu・nashimento,deniusong mareucingseu nasimentu
기섭,キソプ,kisopu,giseob
카이,カイ,kai,kai
박건,ボクケン,bokuken,baggeon
채연,チェヨン,cheyon,caeyeon
브라이언,ブライアン,buraian,beuraieon
비범,ビボム,bibomu,bibeom
피터 정,ピーター・チョン,pītā・chon,piteo jeong
채림,チェリム,cherimu,caerim
루나,ルナ,runa,runa
브라이언 영,ブライアン・ヤング,buraian・yangu,beuraieon yeong
김무종,キモトシゲミ,kimotoshigemi,gimmujong
김대유,カナムラダイヒロシ,kanamuradaihiroshi,gimdaeyu
박유향,シオン,shion,bagyuhyang
나미,ナミ,nami,nami
김한길,キムハンギル,kimuhangiru,gimhangil
김지순,サトシジュン,satoshijun,gimjisun
듀나,デュナ,dyuna,dyuna
고원부,ヨシムラモトトミ,yoshimuramototomi,goweonbu
최정,チェキヨシ,chekiyoshi,coejeong
최영,チェリョウ,cheryou,coeyeong
박창언,キハラアキヒコ,kiharaakihiko,bagcangeon
성하,ナルカワ,narukawa,seongha
이석,リスズ,risuzu,iseog
휘성,フィソン,fison,hwiseong
장정,チョウマサシ,choumasashi,jangjeong
김봉웅,ツカコウヘイ,tsukakouhei,gimbongung
김신부,キンジョウシノブ,kinjoushinobu,gimsinbu
김실,タナカミノル,tanakaminoru,gimsil
이특,イトゥク,ituku,iteug
유진,ユジン,yujin,yujin
김호,キムアキラ,kimuakira,gimho
자니 윤,ジョニー・ユン,jonī・yun,jani yun
임현식,ヒョンシク,hyonshiku,imhyeonsig
혜리,ヘリ,heri,hyeri
박화요비,カヨウヒ,kayouhi,baghwayobi
김성길,カナモトマコトキチ,kanamotomakotokichi,gimseonggil
나나,ナナ,nana,nana
주동식,ウダアズマショク,udaazumashoku,judongsig
정재은,チェウニ,cheuni,jeongjaeeun
진도희,ジンドフイ,jindofui,jindohyi
조순,チョウアツシ,chouatsushi,josun
신우,シヌゥ,shinuゥ,sinu
유봉식,アオキサダオ,aokisadao,yubongsig
현리,ゲンリ,genri,hyeonri
황민부,ワカトウショウトシオ,wakatoushoutoshio,hwangminbu
이정혜,エハタアキラトシ,ehataakiratoshi,ijeonghye
하동안,エミフクテイコマツ,emifukuteikomatsu,hadongan
나현,ラゲン,ragen,nahyeon
강홍문,ハシモトヒロフミ,hashimotohirofumi,ganghongmun
수애,スエ,sue,suae
김승락,キンスンラ,kinsunra,gimseungrag
정준문,ウラララ,urarara,jeongjunmun
이충남,ヤマモトタダオ,yamamototadao,icungnam
홍기,ヒロシモト,hiroshimoto,honggi
힘찬,ヒムチャン,himuchan,himcan
강훈,キョウイサオ,kyouisao,ganghun
조박,チョウヒロシ,chouhiroshi,jobag
김신,キムシン,kimushin,gimsin
지성,チソン,chison,jiseong
에릭,エリック,erikku,erig
하쿠류,ハクリュウ,hakuryuu,hakuryu
건일,ゴニル,goniru,geonil
지혁,ジヒョク,jihyoku,jihyeog
성제,ソンジェ,sonje,seongje
박광온,ボクコウオン,bokukouon,baggwangon
성준,ソンジュン,sonjun,seongjun
박진영,ジニョン,jinyon,bagjinyeong
영민,ヨンミン,yonmin,yeongmin
니엘,ニエル,nieru,niel
메이다니,メイダニ,meidani,meidani
광수,グァンス,guァnsu,gwangsu
성모,ソンモ,sonmo,seongmo
유선,ユソン,yuson,yuseon
윤학,ユナク,yunaku,yunhag
유라,ユラ,yura,yura
고은,コウギン,kougin,goeun
지훈,ジフン,jifun,jihun
원빈,ウォンビン,wonbin,weonbin
성민,ソンミン,sonmin,seongmin
이유형,リヒロシヒョン,rihiroshihyon,iyuhyeong
송해,ソウウミ,souumi,songhae
홍진,ヒロシシン,hiroshishin,hongjin
송영,ソウサカエ,sousakae,songyeong
강지영,トモヒデ,tomohide,gangjiyeong
베르그송 구스타부 시우베이라 다 시우바,ベルグソン・グスタヴォ・シウヴェイラ・ダ・シウヴァ,beruguson・gusutavuォ・shiuvuェira・da・shiuva,bereugeusong guseutabu siubeira da siuba
민,ミン,min,min
유노윤호,ユンホ,yunho,yunoyunho
김선일,イラクカンコクジンカイシャインサツガイジケン,irakukankokujinkaishainsatsugaijiken,gimseonil
데니스 락티오노프,デニス・ラクチオノフ,denisu・rakuchionofu,deniseu ragtionopeu
개리,ゲリ,geri,gaeri
온유,オンユ,onyu,onyu
규현,キュヒョン,kyuhyon,gyuhyeon
최석,チェスズ,chesuzu,coeseog
이진,リシン,rishin,ijin
최훈,チェカオル,chekaoru,coehun
진보,チンボ,chinbo,jinbo
진영,チンヒサシ,chinhisashi,jinyeong
찰리 박,チャーリー・パク,chārī・paku,calri bag
트위스트 김,ツイスト・キム,tsuisuto・kimu,teuwiseuteu gim
정찬,テイサン,teisan,jeongcan
동현,ドンヒョン,donhyon,donghyeon
한연수,カンヨンス,kanyonsu,hanyeonsu
한신,カンシン,kanshin,hansin
황목치승,アラキオサムススム,arakiosamususumu,hwangmogciseung
이용,リリュウ,riryuu,iyong
혜문,トシモン,toshimon,hyemun
디오,ディオ,dio,dio
앤드류 최,アンドリュー・チェ,andoryū・che,aendeuryu coe
산들,サンドゥル,sanduru,sandeul
차선우,バロ,baro,caseonu
공찬,ゴンチャン,gonchan,gongcan
재효,ジェヒョ,jehyo,jaehyo
정현,テイゲン,teigen,jeonghyeon
김설현,ソリョン,soryon,gimseolhyeon
지율,ジユル,jiyuru,jiyul
박진,ホウフ,houfu,bagjin
정일훈,イルフン,irufun,jeongilhun
박준,ボクタカシ,bokutakashi,bagjun
배우희,ウヒ,uhi,baeuhyi
치타,チーター,chītā,cita
유림,ヤナギバヤシ,yanagibayashi,yurim
윤상,ユンサン,yunsan,yunsang
렌,レン,ren,ren
정우람,テイウラム,teiuramu,jeonguram
창조,チャンジョ,chanjo,cangjo
첸,チェン,chen,cen
이소정,リソジョン,risojon,isojeong
임도화,チャンミ,chanmi,imdohwa
하니,ハニ,hani,hani
주권,シュケン,shuken,jugweon
헌터리아,ハンターリア,hantāria,heonteoria
신혜정,ヘジョン,hejon,sinhyejeong
문별,ムンビョル,munbyoru,munbyeol
화사,ファサ,fasa,hwasa
솔라,ソラ,sora,solra
장률,チョウタダシ,choutadashi,jangryul
예린,イェリン,yerin,yerin
레오,レオ,reo,reo
스테파니 리,ステファニー・リー,sutefanī・rī,seutepani ri
유겸,ユギョム,yugyomu,yugyeom
지수,ジス,jisu,jisu
승희,スンヒ,sunhi,seunghyi
신비,シンビ,shinbi,sinbi
에스쿱스,エスクプス,esukupusu,eseukubseu
승관,スングァン,sunguァn,seunggwan
민규,ミンギュ,mingyu,mingyu
우지,ウジ,uji,uji
해찬,ヘチャン,hechan,haecan
조이,ジョイ,joi,joi
웬디,ウェンディ,wendi,wendi
공명,コンミョン,konmyon,gongmyeong
은하,ウナ,una,eunha
유아,ユア,yua,yua
예리,イェリ,yeri,yeri
윤식,インハニ,inhani,yunsig
유권,ユグォン,yuguォn,yugweon
정동영,カミナガヒガシワレ,kaminagahigashiware,jeongdongyeong
황지혜,キムラサトシアキ,kimurasatoshiaki,hwangjihye
기현,キヒョン,kihyon,gihyeon
김창수,カナヤママサヒデ,kanayamamasahide,gimcangsu
공지호,ジホ,jiho,gongjiho
홍맑은샘,ヒロシキヨイズミ,hiroshikiyoizumi,hongmalgeunsaem
로운,ロウン,roun,roun
다원,ダウォン,dawon,daweon
민혁,ミニョク,minyoku,minhyeog
엄지,オムジ,omuji,eomji
곽빈,カクアキラ,kakuakira,gwagbin
채영,チェヨン,cheyon,caeyeong
문수아,ムンスア,munsua,munsua
지효,ジヒョ,jihyo,jihyo
다현,ダヒョン,dahyon,dahyeon
벤,ベン,ben,ben
나연,ナヨン,nayon,nayeon
셔누,ショヌ,shonu,syeonu
문빈,ムンビン,munbin,munbin
차은우,チャウヌ,chaunu,caeunu
알렉산더 겜린,アレクサンダー・ガメリン,arekusandā・gamerin,alregsandeo gemrin
제노,ジェノ,jeno,jeno
리코,ジュヨン,juyon,riko
아린,アリン,arin,arin
미미,ミミ,mimi,mimi
효정,ヒョジョン,hyojon,hyojeong
여인혁,ヨウインヒョク,youinhyoku,yeoinhyeog
보나,ボナ,bona,bona
사무엘,サムエル,samueru,samuel
은서,ウンソ,unso,eunseo
서훈,ジョカオル,jokaoru,seohun
연우,ヨンウ,yonu,yeonu
도영,ドヨン,doyon,doyeong
태용,テヨン,teyon,taeyong
주헌,ジュホン,juhon,juheon
김말임,カヤマスエコ,kayamasueko,gimmalim
학진,ハクジン,hakujin,hagjin
박태일,ミカドサトキノシタ,mikadosatokinoshita,bagtaeil
최실,チェミノル,cheminoru,coesil
청하,チョンハ,chonha,ceongha
설동규,マサキトウバ,masakitouba,seoldonggyu
박성진,サクマヒトシ,sakumahitoshi,bagseongjin
김보규,シミズオオボシ,shimizuooboshi,gimbogyu
세용,セヨン,seyon,seyong
정연,ジョンヨン,jonyon,jeongyeon
설아,ソラ,sora,seola
소연,ソヨン,soyon,soyeon
최예슬,チェイェスル,cheyesuru,coeyeseul
황보승희,スメラギハジメウケタマワマレ,sumeragihajimeuketamawamare,hwangboseunghyi
재현,ジェヒョン,jehyon,jaehyeon
제니,ジェニー,jenī,jeni
후이,フイ,fui,hui
루다,ルダ,ruda,ruda
코고나다,コゴナダ,kogonada,kogonada
홍석,ホンソク,honsoku,hongseog
형원,ヒョンウォン,hyonwon,hyeongweon
타니,タニ,tani,tani
진호,ジノ,jino,jinho
로제,ロゼ,roze,roje
재민,ジェミン,jemin,jaemin
김립,キムリップ,kimurippu,gimrib
츄,チュウ,chuu,cyu
주이,ジュイ,jui,jui
여진,ヨジン,yojin,yeojin
리를향,ルンヒャン,runhyan,rireulhyang
현진,ヒョンジン,hyonjin,hyeonjin
진솔,ジンソル,jinsoru,jinsol
하슬,ハスル,hasuru,haseul
허석,モトスズ,motosuzu,heoseog
여원,ヨウォン,yowon,yeoweon
신원,シンウォン,shinwon,sinweon
이환희,ファンヒ,fanhi,ihwanhyi
정우,ジョンウ,jonu,jeongu
수윤,スユン,suyun,suyun
이브,イヴ,ivu,ibeu
고원,ゴウォン,gowon,goweon
서욱,ジョアサヒ,joasahi,seoug
봉재현,ジェヒョン,jehyon,bongjaehyeon
라키,ラキ,raki,raki
진진,ジンジン,jinjin,jinjin
키노,キノ,kino,kino
영훈,ヨンフン,yonfun,yeonghun
우석,ウソク,usoku,useog
시현,シヒョン,shihyon,sihyeon
희진,ヒジン,hijin,hyijin
미연,ミヨン,miyon,miyeon
윤산하,ユンサナ,yunsana,yunsanha
최리,チェリ,cheri,coeri
조현,チョウアラワ,chouarawa,johyeon
안권수,ヤスダゴンモリ,yasudagonmori,angweonsu
김성,カナボシ,kanaboshi,gimseong
유태양,ユテヤン,yuteyan,yutaeyang
성찬,ソンチャン,sonchan,seongcan
레이븐,レイブン,reibun,reibeun
홍꽃노을,ヒロシコンノウル,hiroshikonnouru,hongggocnoeul
신태일,シンテイル,shinteiru,sintaeil
샛별,セッビョル,sebbyoru,saesbyeol
휘영,フィヨン,fiyon,hwiyeong
윈터,ウィンター,wintā,winteo
서영은,ヨンウン,yonun,seoyeongeun
반,ハン,MODIFIED,han,ban
기문,モトブン,MODIFIED,motobun,gimun
민기,ミンギ,MODIFIED,mingi,mingi
용화,ヨンファ,MODIFIED,yonfa,yonghwa
명우,アキラタスク,MODIFIED,akiratasuku,myeongu
영생,ヨンセン,MODIFIED,yonsen,yeongsaeng
철하,チョルハ,MODIFIED,choruha,ceolha
연아,ヨナ,MODIFIED,yona,yeona
정희,セイヒメ,MODIFIED,seihime,jeonghyi
영표,サカエシャク,MODIFIED,sakaeshaku,yeongpyo
명박,アキヒロ,MODIFIED,akihiro,myeongbag
은선,ギンゼン,MODIFIED,ginzen,eunseon
수미,ジョー,MODIFIED,jō,sumi
은희,ギンヒメ,MODIFIED,ginhime,eunhyi
수연,スヨン,MODIFIED,suyon,suyeon
재범,オサムハン,MODIFIED,osamuhan,jaebeom
성국,ナルクニ,MODIFIED,narukuni,seonggug
문식,ブンウエ,MODIFIED,bunue,munsig
철수,アキラシュウ,MODIFIED,akirashuu,ceolsu
영린,ヨンリン,MODIFIED,yonrin,yeongrin
태진,タイチン,MODIFIED,taichin,taejin
병기,ビョンギ,MODIFIED,byongi,byeonggi
영희,ヨンヒ,MODIFIED,yonhi,yeonghyi
진,チン,MODIFIED,chin,jin
이한,イハン,MODIFIED,ihan,ihan
홍철,ホンチョル,MODIFIED,honchoru,hongceol
하이,ハイ,MODIFIED,hai,hai
선진,ゼンツ,MODIFIED,zentsu,seonjin
승만,ショウバン,MODIFIED,shouban,seungman
소민,ソミン,MODIFIED,somin,somin
민영,ミニョン,MODIFIED,minyon,minyeong
옥빈,オクビン,MODIFIED,okubin,ogbin
성룡,ナルリュウ,MODIFIED,naruryuu,seongryong
대성,タイセイ,MODIFIED,taisei,daeseong
남준,ジュン,MODIFIED,jun,namjun
재석,オサムセキ,MODIFIED,osamuseki,jaeseog
윤진,ユンジン,MODIFIED,yunjin,yunjin
진실,ジンシル,MODIFIED,jinshiru,jinsil
효리,ヒョリ,MODIFIED,hyori,hyori
성용,マコトイサオ,MODIFIED,makotoisao,seongyong
두환,ドファン,MODIFIED,dofan,duhwan
순원,ジュンモト,MODIFIED,junmoto,sunweon
형택,トオルサワ,MODIFIED,toorusawa,hyeongtaeg
규하,ケイナツ,MODIFIED,keinatsu,gyuha
명보,アキラハジメ,MODIFIED,akirahajime,myeongbo
찬욱,チャヌク,MODIFIED,chanuku,canug
운재,クモザイ,MODIFIED,kumozai,unjae
천수,テンシュウ,MODIFIED,tenshuu,ceonsu
열음,ヨルム,MODIFIED,yorumu,yeoleum
아중,アジュン,MODIFIED,ajun,ajung
길,ヨシ,MODIFIED,yoshi,gil
영아,エイミヤビ,MODIFIED,eimiyabi,yeonga
정운,セイウン,MODIFIED,seiun,jeongun
도근,トネ,MODIFIED,tone,dogeun
장은,アキラギン,MODIFIED,akiragin,jangeun
양,ヤン,MODIFIED,yan,yang
요섭,ヨソプ,MODIFIED,yosopu,yoseob
경란,キョウラン,MODIFIED,kyouran,gyeongran
은경,ウンギョン,MODIFIED,ungyon,eungyeong
대식,オオウエ,MODIFIED,ooue,daesig
원재,ハラノ,MODIFIED,harano,weonjae
강조,ヤスゾウ,MODIFIED,yasuzou,gangjo
원순,ゲンアツシ,MODIFIED,genatsushi,weonsun
현수,ケンシュウ,MODIFIED,kenshuu,hyeonsu
선유,ゼンユウ,MODIFIED,zenyuu,seonyu
숙자,トシコ,MODIFIED,toshiko,sugja
염,レン,MODIFIED,ren,yeom
미리,ミサト,MODIFIED,misato,miri
명숙,アキラヨシ,MODIFIED,akirayoshi,myeongsug
혜선,ヘソン,MODIFIED,heson,hyeseon
영애,ヨンエ,MODIFIED,yone,yeongae
창동,チャンドン,MODIFIED,chandon,cangdong
태우,テウ,MODIFIED,teu,taeu
승완,スンワン,MODIFIED,sunwan,seungwan
수경,シュウキョウ,MODIFIED,shuukyou,sugyeong
소리,ソリ,MODIFIED,sori,sori
배,ペ,MODIFIED,pe,bae
용준,ヨンジュン,MODIFIED,yonjun,yongjun
선재,センノ,MODIFIED,senno,seonjae
범근,ハンネ,MODIFIED,hanne,beomgeun
승민,ウケタマワサト,MODIFIED,uketamawasato,seungmin
정무,チョウシゲル,MODIFIED,choushigeru,jeongmu
희경,ヒギョン,MODIFIED,higyon,hyigyeong
자철,シゲルアキラ,MODIFIED,shigeruakira,jaceol
도균,トヒトシ,MODIFIED,tohitoshi,dogyun
승용,ウケタマワリュウ,MODIFIED,uketamawaryuu,seungyong
동호,アズマヒロシ,MODIFIED,azumahiroshi,dongho
은중,インチュウ,MODIFIED,inchuu,eunjung
하준,チャン,MODIFIED,chan,hajun
근석,グンソク,MODIFIED,gunsoku,geunseog
경리,ケイリ,MODIFIED,keiri,gyeongri
청준,キヨトシ,MODIFIED,kiyotoshi,ceongjun
하,ハ,MODIFIED,ha,ha
지원,ジウォン,MODIFIED,jiwon,jiweon
대중,オオナカ,MODIFIED,oonaka,daejung
지하,シバカワ,MODIFIED,shibakawa,jiha
주성,ハシラシゲル,MODIFIED,hashirashigeru,juseong
동원,ヒガシモト,MODIFIED,higashimoto,dongweon
경영,キョウヤスシ,MODIFIED,kyouyasushi,gyeongyeong
대원,カーン,MODIFIED,kān,daeweon
승렬,ノボリレツ,MODIFIED,noboriretsu,seungryeol
종국,カネクニ,MODIFIED,kanekuni,jonggug
연성,ノベボシ,MODIFIED,nobeboshi,yeonseong
광선,ミツヨシ,MODIFIED,mitsuyoshi,gwangseon
상화,アイハナ,MODIFIED,aihana,sanghwa
이경,リキョウ,MODIFIED,rikyou,igyeong
지현,ジヒョン,MODIFIED,jihyon,jihyeon
동진,トウシン,MODIFIED,toushin,dongjin
범석,ハンスズ,MODIFIED,hansuzu,beomseog
황식,ヒロシウエ,MODIFIED,hiroshiue,hwangsig
민우,ミヌ,MODIFIED,minu,minu
혜수,ヘス,MODIFIED,hesu,hyesu
학선,ツルヨシ,MODIFIED,tsuruyoshi,hagseon
은지,ウンジ,MODIFIED,unji,eunji
태규,ヤスシケイ,MODIFIED,yasushikei,taegyu
예진,イェジン,MODIFIED,yejin,yejin
아람,マサアラシ,MODIFIED,masaarashi,aram
혜진,ヘジン,MODIFIED,hejin,hyejin
호성,ヒロナリ,MODIFIED,hironari,hoseong
짐,ジム,MODIFIED,jimu,jim
조국,ジョクニ,MODIFIED,jokuni,jogug
태지,テジ,MODIFIED,teji,taeji
민수,サトシコトブキ,MODIFIED,satoshikotobuki,minsu
태희,テヒ,MODIFIED,tehi,taehyi
민아,ミナ,MODIFIED,mina,mina
희선,ヒソン,MODIFIED,hison,hyiseon
승철,スンチョル,MODIFIED,sunchoru,seungceol
방자,ノリコ,MODIFIED,noriko,bangja
범수,ボムス,MODIFIED,bomusu,beomsu
봉,タテマツ,MODIFIED,tatematsu,bong
중근,シコネ,MODIFIED,shikone,junggeun
희철,マレアキラ,MODIFIED,mareakira,hyiceol
진희,ジニ,MODIFIED,jini,jinhyi
주영,シュヒサシ,MODIFIED,shuhisashi,juyeong
세리,セリ,MODIFIED,seri,seri
담비,ダムビ,MODIFIED,damubi,dambi
도연,ドヨン,MODIFIED,doyon,doyeon
시완,シワン,MODIFIED,shiwan,siwan
휘향,フィヒャン,MODIFIED,fihyan,hwihyang
은아,ウナ,MODIFIED,una,euna
종원,ジョンウォン,MODIFIED,jonwon,jongweon
택상,サワショウ,MODIFIED,sawashou,taegsang
병헌,ビョンホン,MODIFIED,byonhon,byeongheon
기덕,ギドク,MODIFIED,gidoku,gideog
수정,スジョン,MODIFIED,sujon,sujeong
아성,アソン,MODIFIED,ason,aseong
하늘,ハヌル,MODIFIED,hanuru,haneul
중문,ジュンムン,MODIFIED,junmun,jungmun
성기,ソンギ,MODIFIED,songi,seonggi
후락,アツラク,MODIFIED,atsuraku,hurag
시원,シウォン,MODIFIED,shiwon,siweon
선,セン,MODIFIED,sen,seon
동열,ドウレツ,MODIFIED,douretsu,dongyeol
남,ナムグン,MODIFIED,namugun,nam
궁민,ミン,MODIFIED,min,gungmin
태일,タイイチ,MODIFIED,taiichi,taeil
석헌,スズケン,MODIFIED,suzuken,seogheon
희섭,ヒロシワタル,MODIFIED,hiroshiwataru,hyiseob
양숙,ヨヨシ,MODIFIED,yoyoshi,yangsug
연석,ヨンソク,MODIFIED,yonsoku,yeonseog
소현,ソヒョン,MODIFIED,sohyon,sohyeon
기동,モトトウ,MODIFIED,mototou,gidong
여,ヨ,MODIFIED,yo,yeo
효진,コウチン,MODIFIED,kouchin,hyojin
태영,タイサカエ,MODIFIED,taisakae,taeyeong
근철,ネアキラ,MODIFIED,neakira,geunceol
경진,ケイチン,MODIFIED,keichin,gyeongjin
주호,ハシラヒロシ,MODIFIED,hashirahiroshi,juho
석,イシ,MODIFIED,ishi,seog
현준,ゲンシュン,MODIFIED,genshun,hyeonjun
영광,ナガミツ,MODIFIED,nagamitsu,yeonggwang
청용,セイリュウ,MODIFIED,seiryuu,ceongyong
사랑,サラン,MODIFIED,saran,sarang
나,ラ,MODIFIED,ra,na
선임,ニン,MODIFIED,nin,seonim
남길,ナムギル,MODIFIED,namugiru,namgil
용은,ヨウギン,MODIFIED,yougin,yongeun
두나,ドゥナ,MODIFIED,duna,duna
연경,ヨンギョン,MODIFIED,yongyon,yeongyeong
시경,シギョン,MODIFIED,shigyon,sigyeong
육,リク,MODIFIED,riku,yug
세화,ヨワ,MODIFIED,yowa,sehwa
엄,オム,MODIFIED,omu,eom
은숙,ギンヨシ,MODIFIED,ginyoshi,eunsug
윤혜,ユネ,MODIFIED,yune,yunhye
정석,ジョンソク,MODIFIED,jonsoku,jeongseog
경화,キョンファ,MODIFIED,kyonfa,gyeonghwa
동건,ドンゴン,MODIFIED,dongon,donggeon
홍만,ホンマン,MODIFIED,honman,hongman
근영,グニョン,MODIFIED,gunyon,geunyeong
문열,ブンレツ,MODIFIED,bunretsu,munyeol
루마,ルマ,MODIFIED,ruma,ruma
자연,ジャヨン,MODIFIED,jayon,jayeon
선명,センメイ,MODIFIED,senmei,seonmyeong
도훈,ドクン,MODIFIED,dokun,dohun
리수,リス,MODIFIED,risu,risu
재영,ジェヨン,MODIFIED,jeyon,jaeyeong
보배,ハジメバイ,MODIFIED,hajimebai,bobae
제훈,ジェフン,MODIFIED,jefun,jehun
한열,カンレツ,MODIFIED,kanretsu,hanyeol
민정,ミンジョン,MODIFIED,minjon,minjeong
익태,エキヤスシ,MODIFIED,ekiyasushi,igtae
우진,ウジン,MODIFIED,ujin,ujin
지은,ジウン,MODIFIED,jiun,jieun
선영,ゼンエイ,MODIFIED,zenei,seonyeong
광희,グァンヒ,MODIFIED,guァnhi,gwanghyi
준기,ジュンギ,MODIFIED,jungi,jungi
인성,インソン,MODIFIED,inson,inseong
동준,ドンジュン,MODIFIED,donjun,dongjun
선화,ゼンハナ,MODIFIED,zenhana,seonhwa
여옥,ウララダマ,MODIFIED,uraradama,yeoog
영태,サカエタイ,MODIFIED,sakaetai,yeongtae
영선,エイヨシ,MODIFIED,eiyoshi,yeongseon
소은,ソウン,MODIFIED,soun,soeun
현목,ヒョンモク,MODIFIED,hyonmoku,hyeonmog
하선,ハソン,MODIFIED,hason,haseon
상훈,ナオクン,MODIFIED,naokun,sanghun
승우,スンウ,MODIFIED,sunu,seungu
민희,ミンヒ,MODIFIED,minhi,minhyi
나영,ナヨン,MODIFIED,nayon,nayeong
수현,スヒョン,MODIFIED,suhyon,suhyeon
리나,リナ,MODIFIED,rina,rina
익희,ツバサヒロシ,MODIFIED,tsubasahiroshi,ighyi
회창,カイアキラ,MODIFIED,kaiakira,hoecang
윤옥,ジュンダマ,MODIFIED,jundama,yunog
연재,ノベザイ,MODIFIED,nobezai,yeonjae
익준,イクチュン,MODIFIED,ikuchun,igjun
동석,ドンソク,MODIFIED,donsoku,dongseog
옥숙,オクスク,MODIFIED,okusuku,ogsug
주리,ジュリ,MODIFIED,juri,juri
레,レ,MODIFIED,re,re
이나,イナ,MODIFIED,ina,ina
서형,ソヒョン,MODIFIED,sohyon,seohyeong
영하,エイナツ,MODIFIED,einatsu,yeongha
기정,モトタダシ,MODIFIED,mototadashi,gijeong
함,ハム,MODIFIED,hamu,ham
은정,ウンジョン,MODIFIED,unjon,eunjeong
선홍,ゼンヒロシ,MODIFIED,zenhiroshi,seonhong
신양,シニャン,MODIFIED,shinyan,sinyang
견,キョン,MODIFIED,kyon,gyeon
준하,シュンカワ,MODIFIED,shunkawa,junha
철승,テッショウ,MODIFIED,tesshou,ceolseung
소이,ソイ,MODIFIED,soi,soi
수근,コトブキネ,MODIFIED,kotobukine,sugeun
우혁,ウヒョク,MODIFIED,uhyoku,uhyeog
덕현,トクゲン,MODIFIED,tokugen,deoghyeon
학자,ツルコ,MODIFIED,tsuruko,hagja
영석,エイセキ,MODIFIED,eiseki,yeongseog
진규,チンケイ,MODIFIED,chinkei,jingyu
기춘,オノレハル,MODIFIED,onoreharu,gicun
유근,ユグン,MODIFIED,yugun,yugeun
충희,チュウヒロシ,MODIFIED,chuuhiroshi,cunghyi
은,イン,MODIFIED,in,eun
성길,キヨシキチ,MODIFIED,kiyoshikichi,seonggil
만희,ヨロズヒロシ,MODIFIED,yorozuhiroshi,manhyi
