gerónimo,제로니모,jeronimo
mariano rajoy,마리아노 라호이,mariano rahoi
vicente aleixandre,비센테 알레익산드레,bisente alreigsandeure
alberto contador,알베르토 콘타도르,albereuto kontadoreu
javier bardem,하비에르 바르뎀,habiereu bareudem
ángela molina,앙헬라 몰리나,anghelra molrina
maría barranco,마리아 바랑코,maria barangko
teresa de jesús,테레사 데 헤수스,teresa de hesuseu
josé martí,호세 마르티,hose mareuti
luis del sol,루이스 델 솔,ruiseu del sol
catalina de aragón,카탈리나 다라곤 왕녀,katalrina daragon wangnyeo
josé raúl capablanca,호세 라울 카파블랑카,hose raul kapabeulrangka
francisco pizarro,프란시스코 피사로,peuransiseuko pisaro
david silva,다비드 실바,dabideu silba
iker casillas,이케르 카시야스,ikereu kasiyaseu
fernando alonso,페르난도 알론소,pereunando alronso
josé luis rodríguez zapatero,호세 루이스 로드리게스 사파테로,hose ruiseu rodeurigeseu sapatero
marc márquez,마르크 마르케스,mareukeu mareukeseu
emilio butragueño,에밀리오 부트라게뇨,emilrio buteuragenyo
pánfilo de narváez,판필로 데 나르바에스,panpilro de nareubaeseu
penélope cruz,페넬로페 크루스,penelrope keuruseu
mario vargas llosa,마리오 바르가스 요사,mario bareugaseu yosa
rafa benítez,라파엘 베니테스,rapael beniteseu
catalina de erauso,카타리나 데 에라우소,katarina de erauso
fernando rey,페르난도 레이,pereunando rei
javi navarro,하비 나바로,habi nabaro
enrique simonet,엔리케 시모네,enrike simone
julen lopetegui,훌렌 로페테기,hulren ropetegi
carme chacón,카르메 차콘,kareume cakon
pepe reina,페페 레이나,pepe reina
pep guardiola,펩 과르디올라,peb gwareudiolra
carles puyol,카를레스 푸욜,kareulreseu puyol
juan carlos onetti,후안 카를로스 오네티,huan kareulroseu oneti
thiago alcántara,티아고 알칸타라,tiago alkantara
federico garcía lorca,페데리코 가르시아 로르카,pederiko gareusia roreuka
antonio banderas,안토니오 반데라스,antonio banderaseu
mariano garcía remón,마리아노 가르시아 레몬,mariano gareusia remon
lope de vega,로페 데 베가,rope de bega
sergio gonzález soriano,세르히오 곤살레스 소리아노,sereuhio gonsalreseu soriano
alfredo di stéfano,알프레도 디 스테파노,alpeuredo di seutepano
cesc fàbregas,세스크 파브레가스,seseukeu pabeuregaseu
xavi hernández,차비 에르난데스,cabi ereunandeseu
fernando torres,페르난도 토레스,pereunando toreseu
gerard piqué,제라르드 피케,jerareudeu pike
jean reno,장 르노,jang reuno
david de gea,다비드 데 헤아,dabideu de hea
josé manuel pinto,호세 마누엘 핀토,hose manuel pinto
santiago calatrava,산티아고 칼라트라바,santiago kalrateuraba
isabel de borbónparma,파르마 공녀 이사벨라,pareuma gongnyeo isabelra
bojan krkić,보얀 크르키치,boyan keureukici
lupe fuentes,루프 푸엔테스,rupeu puenteseu
juan mata,후안 마타,huan mata
andrés iniesta,안드레스 이니에스타,andeureseu inieseuta
santiago ramón y cajal,산티아고 라몬 이 카할,santiago ramon i kahal
ignacio de loyola,이냐시오 데 로욜라,inyasio de royolra
dani güiza,다니엘 귀사,daniel gwisa
curro torres,쿠로 토레스,kuro toreseu
matilde camus,마틸데 카무스,matilde kamuseu
pedro calderón de la barca,페드로 칼데론 데 라 바르카,pedeuro kalderon de ra bareuka
vasco núñez de balboa,바스코 누녜스 데 발보아,baseuko nunyeseu de balboa
antonio maría rouco varela,안토니오 마리아 로우코 발레라,antonio maria rouko balrera
pierreemerick aubameyang,피에르에므리크 오바메양,piereuemeurikeu obameyang
miguel de unamuno,미겔 데 우나무노,migel de unamuno
manuel pablo,마누엘 파블로,manuel pabeulro
xisco jiménez,시스코 히메네스,siseuko himeneseu
vicente guaita,비센테 과이타,bisente gwaita
juan bernat,후안 베르나트,huan bereunateu
fernando morientes,페르난도 모리엔테스,pereunando morienteseu
dani parejo,다니엘 파레호,daniel pareho
sergio canales,세르히오 카날레스,sereuhio kanalreseu
enrique iglesias,엔리케 이글레시아스,enrike igeulresiaseu
juan antonio samaranch,후안 안토니오 사마란치,huan antonio samaranci
emma penella,엠마 페넬라,emma penelra
jesús navas,헤수스 나바스,hesuseu nabaseu
markel susaeta,마르켈 수사에타,mareukel susaeta
mikel arteta,미켈 아르테타,mikel areuteta
santi cazorla,산티 카소를라,santi kasoreulra
javier portillo,하비에르 포르티요,habiereu poreutiyo
martín fiz,마르틴 피스,mareutin piseu
julen guerrero,훌렌 게레로,hulren gerero
víctor valdés,빅토르 발데스,bigtoreu baldeseu
iago aspas,이아고 아스파스,iago aseupaseu
sergio busquets,세르히오 부스케츠,sereuhio buseukeceu
álvaro morata,알바로 모라타,albaro morata
raúl vicente amarilla,라울 비센테 아마리야,raul bisente amariya
isaac cuenca,이사크 쿠엥카,isakeu kuengka
josé callejón,호세 카예혼,hose kayehon
felipe caicedo,펠리페 카이세도,pelripe kaisedo
manolo preciado,마누엘 프레시아도,manuel peuresiado
cristian tello,크리스티안 테요,keuriseutian teyo
antoni gaudí,안토니 가우디,antoni gaudi
emiliano insúa,에밀리아노 인수아,emilriano insua
quique sánchez flores,키케 산체스 플로레스,kike sanceseu peulroreseu
carlos marchena,카를로스 마르체나,kareulroseu mareucena
benito floro,베니토 플로로,benito peulroro
juan carlos ferrero,후안 카를로스 페레로,huan kareulroseu perero
isaac albéniz,이사크 알베니스,isakeu albeniseu
miguel servet,미카엘 세르베투스,mikael sereubetuseu
dani alves,다니 아우베스,dani aubeseu
juan ponce de león,후안 폰세 데 레온,huan ponse de reon
javier saviola,하비에르 사비올라,habiereu sabiolra
camilo cienfuegos,카밀로 시엔푸에고스,kamilro sienpuegoseu
manolo jiménez jiménez,마누엘 히메네스 히메네스,manuel himeneseu himeneseu
aritz aduriz,아리츠 아두리스,ariceu aduriseu
pedro almodóvar,페드로 알모도바르,pedeuro almodobareu
jordi alba,조르디 알바,joreudi alba
fernando de rojas,페르난도 데 로하스,pereunando de rohaseu
adelardo rodríguez,아델라르도 로드리게스,adelrareudo rodeurigeseu
santiago segura,산티아고 세구라,santiago segura
alberto bueno,알베르토 부에노,albereuto bueno
arantxa sánchez vicario,아란차 산체스 비카리오,aranca sanceseu bikario
fernando llorente,페르난도 요렌테,pereunando yorente
juan de la cierva,후안 데 라 휘에르바,huan de ra hwiereuba
paco soler,파코 솔레르,pako solrereu
gerard deulofeu,제라르드 데울로페우,jerareudeu deulropeu
luis milla,루이스 미야,ruiseu miya
pablo sarabia,파블로 사라비아,pabeulro sarabia
mikel balenziaga,미켈 발렌시아가,mikel balrensiaga
francisco franco,프란시스코 프랑코,peuransiseuko peurangko
amancio ortega,아만시오 오르테가,amansio oreutega
benito pérez galdós,베니토 페레스 갈도스,benito pereseu galdoseu
gonzalo castro,곤살로 카스트로,gonsalro kaseuteuro
juan ruiz de alarcón,후안 루이스 데 알라르콘,huan ruiseu de alrareukon
jaume colletserra,자우메 코예트세라,jaume koyeteusera
josé ángel crespo,호세 앙헬 크레스포,hose anghel keureseupo
jesé rodríguez,헤세 로드리게스,hese rodeurigeseu
iñaki urdangarin,이나키 우르단가린,inaki ureudangarin
bartolomé esteban murillo,바르톨로메 에스테반 무리요,bareutolrome eseuteban muriyo
andrés segovia,안드레스 세고비아,andeureseu segobia
raymond domenech,레몽 도메네크,remong domenekeu
carlos aguilera martín,카를로스 아길레라 마르틴,kareulroseu agilrera mareutin
mario gaspar,마리오 가스파르,mario gaseupareu
casemiro,카제미루,kajemiru
domènec balmanya,도메네크 발마냐,domenekeu balmanya
pedro cea,페드로 세아,pedeuro sea
fernando verdasco,페르난도 베르다스코,pereunando bereudaseuko
david ferrer,다비드 페레르,dabideu perereu
miguel bosé,미겔 보세,migel bose
gabri garcía,가브리 가르시아,gabeuri gareusia
jon andoni goikoetxea,혼 안도니 고이코에체아,hon andoni goikoecea
aleix vidal,알레시 비달,alresi bidal
patricia conde,파트리시아 콘데,pateurisia konde
francisco de quevedo,프란시스코 데 케베도,peuransiseuko de kebedo
miguel ángel moyá,미겔 앙헬 모야,migel anghel moya
pau gasol,파우 가솔,pau gasol
miguel primo de rivera,미구엘 프리모 데 리베라,miguel peurimo de ribera
gregorio manzano,그레고리오 만사노,geuregorio mansano
manolo jiménez abalo,마누엘 히메네스 아발로,manuel himeneseu abalro
juan vizcaíno,후안 비스카이노,huan biseukaino
jorge otero,호르헤 오테로,horeuhe otero
josep escolà,주제프 에스콜라,jujepeu eseukolra
carlos moyá,카를로스 모야,kareulroseu moya
manuel de falla,마누엘 데 파야,manuel de paya
dani garcía lara,다니 가르시아 라라,dani gareusia rara
raúl fernándezcavada,라울 페르난데스카바다,raul pereunandeseukabada
alejandro grimaldo,알렉스 그리말도,alregseu geurimaldo
benicio del toro,베니시오 델 토로,benisio del toro
marcos senna,마르코스 세나,mareukoseu sena
carles rexach,카를레스 렉사치,kareulreseu regsaci
xabi prieto,샤비 프리에토,syabi peurieto
valentín gómez farías,발렌틴 고메스 파리아스,balrentin gomeseu pariaseu
carlos gurpegi,카를로스 구르페기,kareulroseu gureupegi
ferrán corominas,페란 코로미나스,peran korominaseu
juan garcía postigo,후안 가르시아 포스티고,huan gareusia poseutigo
eva gonzález,에바 곤살레스,eba gonsalreseu
natalia sánchez,나탈리아 산체스,natalria sanceseu
juan sebastián elcano,후안 세바스티안 엘카노,huan sebaseutian elkano
ismael urzaiz,이스마엘 우르사이스,iseumael ureusaiseu
javi martínez,하비 마르티네스,habi mareutineseu
baltasar gracián,발타사르 그라시안,baltasareu geurasian
ibai gómez,이바이 고메스,ibai gomeseu
guti,구티,guti
miguel muñoz,미겔 무뇨스,migel munyoseu
ernesto valverde,에르네스토 발베르데,ereuneseuto balbereude
manuel amorós,마뉘엘 아모로스,manwiel amoroseu
valdo,발도,baldo
jaime huélamo,하이메 우엘라모,haime uelramo
joaquín caparrós,호아킨 카파로스,hoakin kaparoseu
alberto lopo,알베르토 로포,albereuto ropo
raúl de tomás,라울 데 토마스,raul de tomaseu
heriberto herrera,에리베르토 에레라,eribereuto erera
juan calatayud,후안 칼라타유드,huan kalratayudeu
asier riesgo,아시에르 리에스고,asiereu rieseugo
víctor manuel fernández,빅토르 마누엘 페르난데스,bigtoreu manuel pereunandeseu
rubén castro,루벤 카스트로,ruben kaseuteuro
victoria abril,빅토리아 아브릴,bigtoria abeuril
manuel azaña,마누엘 아사냐,manuel asanya
rafael del riego,라파엘 델 리에고,rapael del riego
gustavo adolfo bécquer,구스타보 아돌포 베케르,guseutabo adolpo bekereu
luis molowny,루이스 몰로니,ruiseu molroni
albert rocas,알베르트 로카스,albereuteu rokaseu
manu sarabia,마누엘 사라비아,manuel sarabia
salvador artigas,살바도르 아르티가스,salbadoreu areutigaseu
luis tosar,루이스 토사르,ruiseu tosareu
fernando hierro,페르난도 이에로,pereunando iero
pedro luis farnesio,피에르 루이지 파르네세,piereu ruiji pareunese
nando muñoz,난도 무뇨스,nando munyoseu
juan mayorga,후안 마요르가,huan mayoreuga
eduardo noriega,에두아르도 노리에가,eduareudo noriega
antonio lópez habas,안토니오 로페스 아바스,antonio ropeseu abaseu
manolete,마놀레테,manolrete
ramón eguiazábal,라몬 에기아사발,ramon egiasabal
antonio puerta,안토니오 푸에르타,antonio puereuta
bartolomé de las casas,바르톨로메 데 라스 카사스,bareutolrome de raseu kasaseu
rafael martín vázquez,라파엘 마르틴 바스케스,rapael mareutin baseukeseu
josé javier hombrados,호세 하비에르 옴브라도스,hose habiereu ombeuradoseu
pahiño,파이뇨,painyo
alberto entrerríos,알베르토 엔트레리오스,albereuto enteurerioseu
mariano gonzalvo,마리아노 곤살보,mariano gonsalbo
raúl baena,라울 바에나,raul baena
juan antonio bayona,후안 안토니오 바요나,huan antonio bayona
enrique porta,엔리케 포르타,enrike poreuta
agustín rodríguez santiago,아구스틴 로드리게스 산티아고,aguseutin rodeurigeseu santiago
xabi alonso,샤비 알론소,syabi alronso
pau casals,파블로 카살스,pabeulro kasalseu
buenaventura durruti,부에나벤투라 두루티,buenabentura duruti
manu chao,마누 차오,manu cao
francisco de orellana,프란시스코 데 오레야나,peuransiseuko de oreyana
gregorio álvarez,그레고리오 알바레스,geuregorio albareseu
josé manuel jurado,호세 마누엘 후라도,hose manuel hurado
juanmi jiménez,후안미 히메네스,huanmi himeneseu
josé de espronceda,호세 데 에스프론세다,hose de eseupeuronseda
francisco de zurbarán,프란시스코 데 수르바란,peuransiseuko de sureubaran
mercedes sampietro,메르세데스 삼피에트로,mereusedeseu sampieteuro
poli rincón,이폴리토 링콘,ipolrito ringkon
jacinto quincoces,하신토 킹코세스,hasinto kingkoseseu
josé ángel iribar,호세 앙헬 이리바르,hose anghel iribareu
alfonso de galarreta,알폰소 데 갈라레타,alponso de galrareta
víctor ruiz torre,빅토르 루이스 토레,bigtoreu ruiseu tore
eusebio sacristán,에우세비오 사크리스탄,eusebio sakeuriseutan
francisco pavón,프란시스코 파본,peuransiseuko pabon
álvaro negredo,알바로 네그레도,albaro negeuredo
carlos sainz,카를로스 사인스,kareulroseu sainseu
bárbara lennie,바르바라 레니에,bareubara renie
andrés palop,안드레스 팔로프,andeureseu palropeu
ricky rubio,리키 루비오,riki rubio
oier olazábal,오이에르 올라사발,oiereu olrasabal
james rodríguez,하메스 로드리게스,hameseu rodeurigeseu
romà forns,로마 폰스,roma ponseu
vicente del bosque,비센테 델 보스케,bisente del boseuke
estanislao argote,에스타니슬라오 아르고테,eseutaniseulrao areugote
mikel lasa,미켈 라사,mikel rasa
josé muguerza,호세 무게르사,hose mugereusa
iago herrerín,이아고 에레린,iago ererin
nando gonzález,난도 곤살레스,nando gonsalreseu
rubén de la red,루벤 데 라 레드,ruben de ra redeu
leonor de borbón,아스투리아스 여공 레오노르,aseuturiaseu yeogong reonoreu
adolfo suárez,아돌포 수아레스,adolpo suareseu
tommy robredo,토미 로브레도,tomi robeuredo
ander iturraspe,안데르 이투라스페,andereu ituraseupe
bruno soriano,브루노 소리아노,beuruno soriano
juan luis mora,후안 루이스 모라,huan ruiseu mora
azahara muñoz,아사아라 무뇨스,asaara munyoseu
willy toledo,기예르모 톨레도,giyereumo tolredo
lorena ayala,로레나 아얄라,rorena ayalra
jordi mollà,조르디 모야,joreudi moya
sergio corino,세르히오 코리노,sereuhio korino
tomás luis de victoria,토마스 루이스 데 빅토리아,tomaseu ruiseu de bigtoria
andoni zubizarreta,안도니 수비사레타,andoni subisareta
david barrufet,다비트 바루페트,dabiteu barupeteu
jonathan soriano,호나탄 소리아노,honatan soriano
pedro munitis,페드로 무니티스,pedeuro munitiseu
xavier montsalvatge,사비에르 몬살바헤,sabiereu monsalbahe
