нюша,뉴샤,nyusya
сухой,수호이,suhoi
ишим,이심,isim
ишимбай,이심바이,isimbai
сургутнефтегаз,수르구트네프테가스,sureuguteunepeutegaseu
союзмультфильм,소유즈멀트필름,soyujeumeolteupilreum
рославль,로슬라블,roseulrabeul
день железнодорожника,철도의 날,ceoldoyi nal
калачинск,칼라친스크,kalracinseukeu
камбарка,캄바르카,kambareuka
калязин,칼랴진,kalryajin
рубцовск,룹촙스크,rubcobseukeu
гум,굼,gum
рудня,루드냐,rudeunya
медвежьесаньково,산코보메드베지예,sankobomedeubejiye
каменскшахтинский,카멘스크샤흐틴스키,kamenseukeusyaheutinseuki
камышин,카미신,kamisin
камешково,카메시코보,kamesikobo
каменьнаоби,카멘나오비,kamennaobi
камызяк,카미자크,kamijakeu
кандалакша,칸달락샤,kandalragsya
канск,칸스크,kanseukeu
карабулак,카라불라크,karabulrakeu
карачаевск,카라차옙스크,karacayebseukeu
карачев,카라체프,karacepeu
каргополь,카르고폴,kareugopol
руза,루자,ruja
рыбинск,리빈스크,ribinseukeu
рыбное,리브노예,ribeunoye
таймыр,타이미르반도,taimireubando
сарапул,사라풀,sarapul
саров,사로프,saropeu
сасово,사소보,sasobo
хасанские бои,하산호 전투,hasanho jeontu
каспийск,카스피스크,kaseupiseukeu
касимов,카시모프,kasimopeu
озёрское,나가하마촌,nagahamacon
рыльск,릴스크,rilseukeu
трансмонгольская железная дорога,몽골 종단 철도,monggol jongdan ceoldo
гроссегерсдорфское сражение,그로스예거스도르프 전투,geuroseuyegeoseudoreupeu jeontu
палана,팔라나,palrana
салават,살라바트,salrabateu
сальск,살스크,salseukeu
петропавловская крепость,페트로파블롭스크 요새,peteuropabeulrobseukeu yosae
кашин,카신,kasin
сафоново,사포노보,saponobo
кедровый,케드로비,kedeurobi
кемь,켐,kem
кашира,카시라,kasira
лесогорское,나요시정,nayosijeong
дальневосточный федеральный университет,극동 연방 대학교,geugdong yeonbang daehaggyo
охотское,돈나이촌,donnaicon
сталинградская битва,스탈린그라드 전투,seutalringeuradeu jeontu
ноглики,노글리키,nogeulriki
ольга,올가,olga
светлогорск,스베틀로고르스크,seubeteulrogoreuseukeu
свирск,스비르스크,seubireuseukeu
свободный,스보보드니,seubobodeuni
кизляр,키즐랴르,kijeulryareu
опочка,오포치카,opocika
северокурильск,세베로쿠릴스크,seberokurilseukeu
северобайкальск,세베로바이칼스크,seberobaikalseukeu
сочи,소치,soci
кизилюрт,키질류르트,kijilryureuteu
ноктундо,녹둔도,nogdundo
острова анжу,안주 제도,anju jedo
нерчинск,네르친스크,nereucinseukeu
луза,루자,ruja
сельцо,셀초,selco
босфор восточный,동보스포루스 해협,dongboseuporuseu haehyeob
туполев,투폴레프,tupolrepeu
сенгилей,센길레이,sengilrei
кимры,킴리,kimri
кимовск,키몹스크,kimobseukeu
североморск,세베로모르스크,seberomoreuseukeu
севск,셉스크,sebseukeu
северск,세베르스크,sebereuseukeu
российский рубль,러시아 루블,reosia rubeul
красная площадь,붉은 광장,bulgeun gwangjang
хасавюрт,하사뷰르트,hasabyureuteu
сестрорецк,세스트로레츠크,seseuteuroreceukeu
серпухов,세르푸호프,sereupuhopeu
пролив невельского,네벨스코이 해협,nebelseukoi haehyeob
сунгача,쑹아차허,ssungacaheo
кяхтинский договор,캬흐타 조약,kyaheuta joyag
валдайская возвышенность,발다이 구릉,baldai gureung
пятигорск,퍄티고르스크,pyatigoreuseukeu
сковородино,스코보로디노,seukoborodino
скопин,스코핀,seukopin
славск,슬랍스크,seulrabseukeu
славгород,슬라브고로드,seulrabeugorodeu
острова делонга,데론가 제도,deronga jedo
хасан,하산호,hasanho
сибай,시바이,sibai
карские ворота,카르스키예 해협,kareuseukiye haehyeob
храм христа спасителя,구세주 그리스도 대성당,guseju geuriseudo daeseongdang
соликамск,솔리캄스크,solrikamseukeu
солигалич,솔리갈리치,solrigalrici
караимы,카라임족,karaimjog
газпром арена,크레스톱스키 스타디움,keureseutobseuki seutadium
славянскнакубани,슬라뱐스크나쿠바니,seulrabyanseukeunakubani
снежинск,스네진스크,seunejinseukeu
снежногорск,스네즈노고르스크,seunejeunogoreuseukeu
уральские авиалинии,우랄 항공,ural hanggong
патриоты россии,러시아의 애국자들,reosiayi aegugjadeul
олимпийский комитет россии,러시아 올림픽 위원회,reosia olrimpig wiweonhoe
бузулук,부줄루크,bujulrukeu
собинка,소빈카,sobinka
дворец советов,소비에트 궁전,sobieteu gungjeon
советский,소베츠키,sobeceuki
сокол,소콜,sokol
химки,힘키,himki
марийская автономная советская социалистическая республика,마리 자치 소비에트 사회주의 공화국,mari jaci sobieteu sahoejuyi gonghwagug
сольцы,솔치,solci
сольвычегодск,솔비체고츠크,solbicegoceukeu
сорск,소르스크,soreuseukeu
сортавала,소르타발라,soreutabalra
авось,아우오스섬,auoseuseom
сосенский,소센스키,sosenseuki
спасдеменск,스파스데멘스크,seupaseudemenseukeu
спасклепики,스파스클레피키,seupaseukeulrepiki
спасскдальний,스파스크달니,seupaseukeudalni
спасскрязанский,스파스크랴잔스키,seupaseukeuryajanseuki
среднеколымск,스레드네콜림스크,seuredeunekolrimseukeu
северокрымский канал,북크림 운하,bugkeurim unha
петропавловский собор,페트로파블롭스크 성당,peteuropabeulrobseukeu seongdang
старица,스타리차,seutarica
воробьёвы горы,참새 언덕,camsae eondeog
сахалинский тоннель,사할린 터널,sahalrin teoneol
сокольники,소콜니키,sokolniki
стародуб,스타로두프,seutarodupeu
стерлитамак,스테를리타마크,seutereulritamakeu
струнино,스트루니노,seuteurunino
судогда,수도그다,sudogeuda
суворов,수보로프,suboropeu
сусуман,수수만,susuman
сухиничи,수히니치,suhinici
балтика,발티카,baltika
черноморскокаспийская степь,폰토스카스피 스텝,pontoseukaseupi seuteb
тура,투라,tura
щёлкино,숄키네,syolkine
ушишир,우시시르섬,usisireuseom
распутица,라스푸티차,raseuputica
чернышевский,체르니솁스키,cereunisyebseuki
сычёвка,시촙카,sicobka
тайшет,타이셰트,taisyeteu
тайга,타이가,taiga
южнокурильск,유즈노쿠릴스크,yujeunokurilseukeu
балаклава,발라클라바,balrakeulraba
башнефть,바쉬네프트,baswinepeuteu
туапсе,투압세,tuabse
трубчевск,트룹쳅스크,teurubcebseukeu
власиха,블라시하,beulrasiha
палех,팔레흐,palreheu
эхо москвы,모스크바 공감,moseukeuba gonggam
ясная поляна,야스나야 폴랴나,yaseunaya polryana
фенноскандия,페노스칸디아,penoseukandia
трёхгорный,트료흐고르니,teuryoheugoreuni
казанский кремль,카잔 크렘린,kajan keuremrin
томари,토마리,tomari
томмот,톰모트,tommoteu
торжок,토르조크,toreujokeu
бельковский,벨콥스키섬,belkobseukiseom
таруса,타루사,tarusa
парамушир,파라무시르섬,paramusireuseom
московский международный кинофестиваль,모스크바 국제 영화제,moseukeuba gugje yeonghwaje
расшуа,라스슈아섬,raseusyuaseom
екатеринбургский метрополитен,예카테린부르크 지하철,yekaterinbureukeu jihaceol
капустин яр,카푸스틴 야르,kapuseutin yareu
котлин,코틀린섬,koteulrinseom
канин,카닌반도,kaninbando
углегорск,우글레고르스크,ugeulregoreuseukeu
удачный,우다치니,udacini
углич,우글리치,ugeulrici
удомля,우도믈랴,udomeulrya
интеркосмос,인터코스모스,inteokoseumoseu
унеча,우네차,uneca
узловая,우즐로바야,ujeulrobaya
урусмартан,우루스마르탄,uruseumareutan
усмань,우스만,useuman
провидения,프로비데니야,peurobideniya
уссурийск,우수리스크,usuriseukeu
известия,이즈베스티야,ijeubeseutiya
туран,투란,turan
тында,틴다,tinda
тутаев,투타예프,tutayepeu
бутырская тюрьма,부티르카 감옥,butireuka gamog
риа новости,리아 노보스티,ria noboseuti
волгодонской канал,볼가돈 운하,bolgadon unha
карачай,카라차이호,karacaiho
устьилимск,우스티일림스크,useutiilrimseukeu
ухта,우흐타,uheuta
устькут,우스티쿠트,useutikuteu
рубль ссср,소련 루블,soryeon rubeul
юкос,유코스,yukoseu
фокино,포키노,pokino
фурманов,푸르마노프,pureumanopeu
фрязино,프랴지노,peuryajino
большая кольцевая линия,볼샤야 콜체바야 선,bolsyaya kolcebaya seon
ломо,로모,romo
челюскин,첼류스킨곶,celryuseukingoj
гражданская платформа,시민 연단,simin yeondan
хвалынск,흐발린스크,heubalrinseukeu
холм,홀름,holreum
шумшу,슘슈섬,syumsyuseom
холмск,홀름스크,holreumseukeu
пушкинский дом,푸시킨 하우스,pusikin hauseu
чапаевск,차파옙스크,capayebseukeu
сигнальный,시그날니섬,sigeunalniseom
цаганхаг,차간하크호,caganhakeuho
уссурийский край,우수리 지방,usuri jibang
автово,압토보,abtobo
тымовское,티몹스코예,timobseukoye
чадан,차단,cadan
российский университет дружбы народов,러시아 민족 우호 대학교,reosia minjog uho daehaggyo
ольхон,올혼섬,olhonseom
чекалин,체칼린,cekalrin
черемхово,체렘호보,ceremhobo
чехов,체호프,cehopeu
чистополь,치스토폴,ciseutopol
халхамонголы,할하부,halhabu
московское время,모스크바 시간,moseukeuba sigan
роствертол,로스트베르톨,roseuteubereutol
чухлома,추흘로마,cuheulroma
чулым,출림,culrim
чудово,추도보,cudobo
чкаловск,치칼롭스크,cikalrobseukeu
шадринск,샤드린스크,syadeurinseukeu
