제임스,t͡ɕeimsɯ
경철,kjʌŋt͡ɕʰʌl
공,koŋ
용하,joŋha
홍길,hoŋkil
종진,t͡ɕoŋt͡ɕin
영기,jʌŋki
범영,pʌmjʌŋ
건하,kʌnha
아연,ajʌn
성백,sʌŋpɛk̚
인완,inwan
형진,hjʌŋt͡ɕin
의제,ɰidʑe
상수,saŋsu
경문,kjʌŋmun
신영,sinjʌŋ
수환,suhwan
인석,insʌk̚
경직,kjʌŋt͡ɕik̚
정범,t͡ɕʌŋpʌm
경해,kjʌŋhɛ
인화,inhwa
시중,sidʑuŋ
경호,kjʌŋho
시연,sijʌn
건모,kʌnmo
형돈,hjʌŋton
관우,kwanu
태현,tʰɛhjʌn
유미,jumi
사니,sani
인진,int͡ɕin
태휘,tʰɛhwi
신혜,sinhje
하나,hana
일록,illok̚
부경,pugjʌŋ
청천,t͡ɕʰʌŋt͡ɕʰʌn
청기,t͡ɕʰʌŋki
세동,sedoŋ
창원,t͡ɕʰaŋwʌn
영랑,jʌŋnaŋ
정렬,t͡ɕʌŋnjʌl
철순,t͡ɕʰʌlsun
찬희,t͡ɕʰanhi
범신,pʌms͈in
황정,hwaŋt͡ɕʌŋ
상우,saŋu
내상,nɛsaŋ
교문,kjomun
은궐,ɯnkwʌl
기범,kibʌm
달수,talsu
예슬,jesɯl
대평,tɛpʰjʌŋ
지만,t͡ɕiman
열우,jʌɾu
재진,t͡ɕɛdʑin
학규,hak̚k͈ju
서해,sʌhɛ
봉준,poŋt͡ɕun
해란,hɛɾan
준익,t͡ɕunik̚
정학,t͡ɕʌŋhak̚
태윤,tʰɛjun
영명,jʌŋmjʌŋ
재우,t͡ɕɛu
덕우,tʌgu
아영,ajʌŋ
원일,wʌnil
완규,wankju
몽헌,moŋhʌn
정길,t͡ɕʌŋkil
영란,jʌŋnan
성일,sʌŋil
준석,t͡ɕunsʌk̚
솔규,solkju
중일,t͡ɕuŋil
성범,sʌŋpʌm
소희,sohi
순재,sunt͡ɕɛ
핫,hat̚
펠트,pʰeltʰɯ
상미,saŋmi
호동,hodoŋ
지룡,t͡ɕiɾjoŋ
민지,mint͡ɕi
대영,tɛjʌŋ
미숙,misuk̚
나루,naɾu
효숙,hjosuk̚
동식,toŋsik̚
병훈,pjʌŋhun
현우,hjʌnu
수창,sut͡ɕʰaŋ
지석,t͡ɕisʌk̚
형철,hjʌŋt͡ɕʰʌl
경림,kjʌŋnim
반석,pansʌk̚
현규,hjʌnkju
온,on
현정,hjʌnt͡ɕʌŋ
귀태,kwitʰɛ
기붕,kibuŋ
채화,t͡ɕʰɛhwa
정원,t͡ɕʌŋwʌn
만석,mansʌk̚
홍재,hoŋt͡ɕɛ
길식,kilsik̚
상득,saŋtɯk̚
소,so
찬휘,t͡ɕʰanhwi
혜자,hjedʑa
길남,killam
성윤,sʌŋjun
강희,kaŋhi
도,to
지한,t͡ɕihan
성균,sʌŋkjun
진포,t͡ɕinpʰo
창훈,t͡ɕʰaŋhun
해민,hɛmin
항서,haŋsʌ
한용,hanjoŋ
천,t͡ɕʰʌn
호진,hodʑin
광석,kwaŋsʌk̚
수봉,suboŋ
대관,tɛgwan
대진,tɛdʑin
형준,hjʌŋt͡ɕun
치훈,t͡ɕʰihun
화용,hwajoŋ
민성,minsʌŋ
범곤,pʌmk͈on
당,taŋ
수만,suman
진욱,t͡ɕinuk̚
알,al
렌킴,lenkʰim
민종,mint͡ɕoŋ
희라,hiɾa
현곤,hjʌnkon
이욱,iuk̚
상윤,saŋjun
창정,t͡ɕʰaŋt͡ɕʌŋ
세근,segɯn
서영,sʌjʌŋ
동균,toŋkjun
태식,tʰɛsik̚
현욱,hjʌnuk̚
용신,joŋsin
승화,sɯŋhwa
석원,sʌgwʌn
상중,saŋt͡ɕuŋ
윤재,junt͡ɕɛ
한이,hani
구용,kujoŋ
학순,hak̚s͈un
모,mo
윤숙,junsuk̚
진서,t͡ɕinsʌ
정진,t͡ɕʌŋt͡ɕin
호남,honam
상륭,saŋnjuŋ
목월,mogwʌl
동리,toŋni
명신,mjʌŋsin
태곤,tʰɛgon
예지,jedʑi
훈아,huna
인영,injʌŋ
정윤,t͡ɕʌŋjun
희애,hiɛ
빛나,pinna
동욱,toŋuk̚
후명,humjʌŋ
호승,hosɯŋ
혜련,hjeɾjʌn
창룡,t͡ɕʰaŋnjoŋ
복,pok̚
종철,t͡ɕoŋt͡ɕʰʌl
종민,t͡ɕoŋmin
종혁,t͡ɕoŋhjʌk̚
태하,tʰɛha
태홍,tʰɛhoŋ
혜경,hjegjʌŋ
준형,t͡ɕunhjʌŋ
주봉,t͡ɕuboŋ
피,pʰi
민식,minsik̚
재용,t͡ɕɛjoŋ
윤정,junt͡ɕʌŋ
을용,ɯɾjoŋ
만원,manwʌn
심,sim
해숙,hɛsuk̚
유정,judʑʌŋ
성웅,sʌŋuŋ
봉암,poŋam
승룡,sɯŋnjoŋ
지운,t͡ɕiun
소라,soɾa
흥길,hɯŋkil
상호,saŋho
려령,ljʌɾjʌŋ
동일,toŋil
꽃비,k͈ot̚p͈i
다희,tahi
다빈,tabin
다울,taul
동문,toŋmun
학래,haŋnɛ
명휘,mjʌŋhwi
하윤,hajun
남선,namsʌn
재호,t͡ɕɛho
정민,t͡ɕʌŋmin
치빈,t͡ɕʰibin
혜성,hjesʌŋ
지태,t͡ɕitʰɛ
옥진,ok̚t͡ɕ͈in
해철,hɛt͡ɕʰʌl
연희,jʌnhi
재욱,t͡ɕɛuk̚
한선,hansʌn
덕화,tʌkʰwa
용기,joŋki
찬영,t͡ɕʰanjʌŋ
혜연,hjejʌn
진성,t͡ɕinsʌŋ
재기,t͡ɕɛgi
문선,munsʌn
기하,kiha
일국,ilkuk̚
지섭,t͡ɕisʌp̚
계상,kjesaŋ
효신,hjosin
정명,t͡ɕʌŋmjʌŋ
방언,paŋʌn
영균,jʌŋkjun
동성,toŋsʌŋ
창성,t͡ɕʰaŋsʌŋ
준엽,t͡ɕunjʌp̚
성진,sʌŋt͡ɕin
성곤,sʌŋkon
성령,sʌŋnjʌŋ
월선,wʌlsʌn
경근,kjʌŋkɯn
정효,t͡ɕʌŋhjo
창남,t͡ɕʰaŋnam
우여,ujʌ
영웅,jʌŋuŋ
경환,kjʌŋhwan
승효,sɯŋhjo
효희,hjohi
청아,t͡ɕʰʌŋa
산호,sanho
아섭,asʌp̚
근태,kɯntʰɛ
은범,ɯnpʌm
정륜,t͡ɕʌŋnjun
신도,sinto
하늬,hani
성동,sʌŋtoŋ
인철,int͡ɕʰʌl
창의,t͡ɕʰaŋɰi
석영,sʌgjʌŋ
석진,sʌk̚t͡ɕ͈in
정음,t͡ɕʌŋɯm
지민,t͡ɕimin
하영,hajʌŋ
혜교,hjegjo
철현,t͡ɕʰʌlhjʌn
요한,johan
태석,tʰɛsʌk̚
을동,ɯltoŋ
편,pʰjʌn
채아,t͡ɕʰɛa
순택,suntʰɛk̚
주연,t͡ɕujʌn
한빈,hanpin
귀자,kwidʑa
동선,toŋsʌn
리혜,lihje
희룡,hiɾjoŋ
원준,wʌnt͡ɕun
준희,t͡ɕunhi
원경,wʌnkjʌŋ
한진,hant͡ɕin
석근,sʌk̚k͈ɯn
갑용,kabjoŋ
요원,jowʌn
은상,ɯnsaŋ
동하,toŋha
해송,hɛsoŋ
호정,hodʑʌŋ
종호,t͡ɕoŋho
현승,hjʌnsɯŋ
채,t͡ɕʰɛ
시라,siɾa
갑수,kap̚s͈u
시후,sihu
태정,tʰɛdʑʌŋ
정환,t͡ɕʌŋhwan
춘위,t͡ɕʰunwi
준우,t͡ɕunu
상섭,saŋsʌp̚
준협,t͡ɕunhjʌp̚
명준,mjʌŋt͡ɕun
광문,kwaŋmun
기백,kibɛk̚
원상,wʌnsaŋ
상영,saŋjʌŋ
기갑,kigap̚
건형,kʌnhjʌŋ
자옥,t͡ɕaok̚
정옥,t͡ɕʌŋok̚
영자,jʌŋt͡ɕa
대녕,tɛnjʌŋ
두한,tuhan
승립,sɯŋnip̚
혜규,hjegju
해진,hɛdʑin
승헌,sɯŋhʌn
은성,ɯnsʌŋ
재원,t͡ɕɛwʌn
성재,sʌŋt͡ɕɛ
왕표,waŋpʰjo
유석,jusʌk̚
동우,toŋu
종석,t͡ɕoŋsʌk̚
달영,taɾjʌŋ
연서,jʌnsʌ
다해,tahɛ
흥실,hɯŋsil
새론,sɛɾon
용재,joŋt͡ɕɛ
상운,saŋun
우연,ujʌn
상국,saŋkuk̚
민환,minhwan
몽룡,moŋnjoŋ
기원,kiwʌn
해원,hɛwʌn
선작,sʌnt͡ɕak̚
진혁,t͡ɕinhjʌk̚
승현,sɯŋhjʌn
성지,sʌŋt͡ɕi
보형,pohjʌŋ
지애,t͡ɕiɛ
정욱,t͡ɕʌŋuk̚
숭용,suŋjoŋ
민준,mint͡ɕun
우희,uhi
대균,tɛgjun
남석,namsʌk̚
길옥,kiɾok̚
하은,haɯn
찬재,t͡ɕʰant͡ɕɛ
동운,toŋun
정야,t͡ɕʌŋja
태완,tʰɛwan
정한,t͡ɕʌŋhan
근식,kɯnsik̚
옥희,okʰi
한기,hanki
수지,sudʑi
선빈,sʌnpin
관수,kwansu
용빈,joŋpin
경미,kjʌŋmi
태리,tʰɛɾi
형태,hjʌŋtʰɛ
수진,sudʑin
용우,joŋu
세원,sewʌn
의선,ɰisʌn
서준,sʌdʑun
보름,poɾɯm
동이,toŋi
주미,t͡ɕumi
수혁,suhjʌk̚
현성,hjʌnsʌŋ
은채,ɯnt͡ɕʰɛ
정난,t͡ɕʌŋnan
보아,poa
권택,kwʌntʰɛk̚
제규,t͡ɕegju
시민,simin
규종,kjudʑoŋ
보미,pomi
동희,toŋhi
창진,t͡ɕʰaŋt͡ɕin
상문,saŋmun
주환,t͡ɕuhwan
승연,sɯŋjʌn
현재,hjʌnt͡ɕɛ
쥬니,t͡ɕjuni
종규,t͡ɕoŋkju
병대,pjʌŋtɛ
우빈,ubin
보라,poɾa
지영,t͡ɕijʌŋ
클,kʰɯl
라라,laɾa
진이,t͡ɕini
광현,kwaŋhjʌn
성숙,sʌŋsuk̚
선아,sʌna
재섭,t͡ɕɛsʌp̚
박사,pak̚s͈a
슬기,sɯlki
인비,inpi
수학,suhak̚
도은,toɯn
숙희,sukʰi
시언,siʌn
해리,hɛɾi
한동,hantoŋ
창민,t͡ɕʰaŋmin
명옥,mjʌŋok̚
희덕,hidʌk̚
명완,mjʌŋwan
윤희,junhi
시윤,sijun
다감,tagam
승아,sɯŋa
형도,hjʌŋto
귀재,kwidʑɛ
연수,jʌnsu
이현,ihjʌn
한승,hansɯŋ
상식,saŋsik̚
용필,joŋpʰil
희준,hidʑun
주한,t͡ɕuhan
무숙,musuk̚
영실,jʌŋsil
석훈,sʌkʰun
우성,usʌŋ
순학,sunhak̚
준표,t͡ɕunpʰjo
유경,jugjʌŋ
수원,suwʌn
정아,t͡ɕʌŋa
승윤,sɯŋjun
은혜,ɯnhje
간,kan
혜빈,hjebin
인표,inpʰjo
운계,unkje
시영,sijʌŋ
지호,t͡ɕiho
태균,tʰɛgjun
진모,t͡ɕinmo
장춘,t͡ɕaŋt͡ɕʰun
동화,toŋhwa
다윗,tawit̚
재정,t͡ɕɛdʑʌŋ
혜숙,hjesuk̚
구한,kuhan
혜미,hjemi
석희,sʌkʰi
의석,ɰisʌk̚
명운,mjʌŋun
리호,liho
창준,t͡ɕʰaŋt͡ɕun
대은,tɛɯn
종환,t͡ɕoŋhwan
동직,toŋt͡ɕik̚
겨운,kjʌun
지아,t͡ɕia
동혁,toŋhjʌk̚
지우,t͡ɕiu
충훈,t͡ɕʰuŋhun
정상,t͡ɕʌŋsaŋ
선균,sʌnkjun
호영,hojʌŋ
광렬,kwaŋnjʌl
국영,kugjʌŋ
정권,t͡ɕʌŋkwʌn
경표,kjʌŋpʰjo
도현,tohjʌn
원웅,wʌnuŋ
만제,mant͡ɕe
인택,intʰɛk̚
재은,t͡ɕɛɯn
현옥,hjʌnok̚
홍식,hoŋsik̚
형석,hjʌŋsʌk̚
재형,t͡ɕɛhjʌŋ
재박,t͡ɕɛbak̚
창완,t͡ɕʰaŋwan
진표,t͡ɕinpʰjo
용태,joŋtʰɛ
종윤,t͡ɕoŋjun
순천,sunt͡ɕʰʌn
성갑,sʌŋkap̚
선우,sʌnu
선태,sʌntʰɛ
우,u
규철,kjut͡ɕʰʌl
경득,kjʌŋtɯk̚
효준,hjodʑun
금,kɯm
도원,towʌn
대유,tɛju
옥,ok̚
주현,t͡ɕuhjʌn
찬호,t͡ɕʰanho
지윤,t͡ɕijun
창화,t͡ɕʰaŋhwa
상희,saŋhi
다훈,tahun
유희,juhi
능욱,nɯŋuk̚
석범,sʌk̚p͈ʌm
해룡,hɛɾjoŋ
미향,mihjaŋ
선애,sʌnɛ
용규,joŋkju
지환,t͡ɕihwan
호철,hot͡ɕʰʌl
성은,sʌŋɯn
성한,sʌŋhan
성희,sʌŋhi
원룡,wʌlljoŋ
병세,pjʌŋse
복동,pok̚t͈oŋ
하중,hadʑuŋ
현기,hjʌnki
택술,tʰɛk̚s͈ul
헌식,hʌnsik̚
연지,jʌnt͡ɕi
세련,seɾjʌn
소운,soun
세진,sedʑin
수임,suim
승준,sɯŋt͡ɕun
연자,jʌnt͡ɕa
원희,wʌnhi
건우,kʌnu
기옥,kiok̚
보관,pogwan
추,t͡ɕʰu
신수,sinsu
민한,minhan
창용,t͡ɕʰaŋjoŋ
대의,tɛɰi
현중,hjʌnt͡ɕuŋ
외룡,weɾjoŋ
정안,t͡ɕʌŋan
준성,t͡ɕunsʌŋ
재모,t͡ɕɛmo
기광,kigwaŋ
윤영,junjʌŋ
재하,t͡ɕɛha
계현,kjehjʌn
천명,t͡ɕʰʌnmjʌŋ
운홍,unhoŋ
부자,pudʑa
장진,t͡ɕaŋt͡ɕin
보영,pojʌŋ
광재,kwaŋt͡ɕɛ
성우,sʌŋu
기택,kitʰɛk̚
현석,hjʌnsʌk̚
승복,sɯŋpok̚
수장,sudʑaŋ
보람,poɾam
상열,saŋjʌl
순자,sunt͡ɕa
만기,manki
호연,hojʌn
정재,t͡ɕʌŋt͡ɕɛ
의태,ɰitʰɛ
기용,kijoŋ
승조,sɯŋt͡ɕo
민용,minjoŋ
향리,hjaŋni
광태,kwaŋtʰɛ
영택,jʌŋtʰɛk̚
남규,namkju
한위,hanwi
동환,toŋhwan
재희,t͡ɕɛhi
이킴,ikʰim
대호,tɛho
상경,saŋkjʌŋ
몽준,moŋt͡ɕun
설,sʌl
명민,mjʌŋmin
후란,huɾan
효석,hjosʌk̚
완선,wansʌn
현미,hjʌnmi
성화,sʌŋhwa
민재,mint͡ɕɛ
노자,nodʑa
주혁,t͡ɕuhjʌk̚
두준,tudʑun
은빈,ɯnpin
가령,kaɾjʌŋ
준영,t͡ɕunjʌŋ
재봉,t͡ɕɛboŋ
철우,t͡ɕʰʌɾu
영신,jʌŋsin
인나,inna
솔미,solmi
상민,saŋmin
효성,hjosʌŋ
현선,hjʌnsʌn
호준,hodʑun
기준,kidʑun
용제,joŋt͡ɕe
부,pu
광민,kwaŋmin
영은,jʌŋɯn
정미,t͡ɕʌŋmi
운도,unto
태화,tʰɛhwa
낙청,nak̚t͡ɕʰʌŋ
남교,namkjo
유하,juha
재복,t͡ɕɛbok̚
의신,ɰisin
수라,suɾa
민서,minsʌ
세균,segjun
용운,joŋun
원우,wʌnu
규리,kjuɾi
해일,hɛil
종훈,t͡ɕoŋhun
민순,minsun
보석,posʌk̚
석규,sʌk̚k͈ju
하균,hagjun
익렬,iŋnjʌl
원중,wʌnt͡ɕuŋ
의지,ɰidʑi
정복,t͡ɕʌŋpok̚
종길,t͡ɕoŋkil
도성,tosʌŋ
상순,saŋsun
향기,hjaŋki
해준,hɛdʑun
재웅,t͡ɕɛuŋ
정신,t͡ɕʌŋsin
미나,mina
미라,miɾa
경로,kjʌŋno
동룡,toŋnjoŋ
길중,kilt͡ɕuŋ
소진,sodʑin
인순,insun
주진,t͡ɕudʑin
윤기,junki
륭법,ljuŋpʌp̚
장회,t͡ɕaŋhwe
영중,jʌŋt͡ɕuŋ
선근,sʌnkɯn
민혜,minhje
용덕,joŋtʌk̚
동수,toŋsu
태보,tʰɛbo
영혜,jʌŋhje
대준,tɛdʑun
연대,jʌntɛ
음,ɯm
창환,t͡ɕʰaŋhwan
인제,int͡ɕe
윤우,junu
어령,ʌɾjʌŋ
연숙,jʌnsuk̚
장수,t͡ɕaŋsu
고운,koun
준현,t͡ɕunhjʌn
원영,wʌnjʌŋ
재균,t͡ɕɛgjun
필순,pʰilsun
영옥,jʌŋok̚
영도,jʌŋto
갈,kal
소원,sowʌn
기제,kidʑe
형상,hjʌŋsaŋ
우익,uik̚
종학,t͡ɕoŋhak̚
종문,t͡ɕoŋmun
대륙,tɛɾjuk̚
덕경,tʌk̚k͈jʌŋ
미란,miɾan
승곤,sɯŋkon
덕천,tʌk̚t͡ɕʰʌn
진아,t͡ɕina
사익,saik̚
상욱,saŋuk̚
예원,jewʌn
영현,jʌŋhjʌn
옥선,ok̚s͈ʌn
연웅,jʌnuŋ
혜민,hjemin
솔희,solhi
굉명,kweŋmjʌŋ
숙옥,sugok̚
조묘,t͡ɕomjo
문경,munkjʌŋ
공청,koŋt͡ɕʰʌŋ
수선,susʌn
수희,suhi
수한,suhan
인국,inkuk̚
화정,hwadʑʌŋ
탁,tʰak̚
원제,wʌnt͡ɕe
인훈,inhun
미애,miɛ
영만,jʌŋman
인태,intʰɛ
다름,taɾɯm
창헌,t͡ɕʰaŋhʌn
장군,t͡ɕaŋkun
재광,t͡ɕɛgwaŋ
재열,t͡ɕɛjʌl
천군,t͡ɕʰʌnkun
노민,nomin
용,joŋ
승락,sɯŋnak̚
성해,sʌŋhɛ
목,mok̚
순민,sunmin
남수,namsu
기성,kisʌŋ
성록,sʌŋnok̚
동연,toŋjʌn
수향,suhjaŋ
민선,minsʌn
나은,naɯn
세연,sejʌn
서희,sʌhi
은교,ɯnkjo
예서,jesʌ
태준,tʰɛdʑun
주란,t͡ɕuɾan
희상,hisaŋ
제만,t͡ɕeman
제능,t͡ɕenɯŋ
경,kjʌŋ
헌호,hʌnho
진우,t͡ɕinu
광회,kwaŋhwe
호근,hogɯn
문봉,munpoŋ
태관,tʰɛgwan
동엽,toŋjʌp̚
가은,kaɯn
초롱,t͡ɕʰoɾoŋ
성오,sʌŋo
구진,kudʑin
석경,sʌk̚k͈jʌŋ
독,tok̚
고준,kodʑun
경완,kjʌŋwan
단,tan
태형,tʰɛhjʌŋ
노원,nowʌn
관용,kwanjoŋ
규채,kjut͡ɕʰɛ
국,kuk̚
해성,hɛsʌŋ
병길,pjʌŋkil
쾌남,kʰwɛnam
혜림,hjeɾim
화선,hwasʌn
자혜,t͡ɕahje
전식,t͡ɕʌnsik̚
강률,kaŋnjul
옥윤,ogjun
기철,kit͡ɕʰʌl
효근,hjogɯn
지용,t͡ɕijoŋ
수종,sudʑoŋ
민균,minkjun
희옥,hiok̚
석호,sʌkʰo
덕수,tʌk̚s͈u
희도,hido
무열,mujʌl
진웅,t͡ɕinuŋ
두희,tuhi
대남,tɛnam
세경,segjʌŋ
세빈,sebin
서안,sʌan
정달,t͡ɕʌŋtal
동영,toŋjʌŋ
동길,toŋkil
주암,t͡ɕuam
민상,minsaŋ
강남,kaŋnam
서진,sʌdʑin
일우,iɾu
은식,ɯnsik̚
민하,minha
명근,mjʌŋkɯn
범계,pʌmkje
범집,pʌmt͡ɕip̚
권순,kwʌnsun
연이,jʌni
재근,t͡ɕɛgɯn
종렬,t͡ɕoŋnjʌl
민경,minkjʌŋ
백남,pɛŋnam
봉우,poŋu
창규,t͡ɕʰaŋkju
진만,t͡ɕinman
관식,kwansik̚
영원,jʌŋwʌn
광웅,kwaŋuŋ
필모,pʰilmo
하라,haɾa
이안,ian
순석,sunsʌk̚
자형,t͡ɕahjʌŋ
태회,tʰɛhwe
효서,hjosʌ
흥남,hɯŋnam
봉서,poŋsʌ
도완,towan
성원,sʌŋwʌn
광진,kwaŋt͡ɕin
규식,kjusik̚
상범,saŋpʌm
나라,naɾa
관동,kwantoŋ
기림,kiɾim
동묘,toŋmjo
기승,kisɯŋ
교중,kjodʑuŋ
경렬,kjʌŋnjʌl
병근,pjʌŋkɯn
원석,wʌnsʌk̚
여훈,jʌhun
태빈,tʰɛbin
주경,t͡ɕugjʌŋ
영출,jʌŋt͡ɕʰul
동녕,toŋnjʌŋ
소율,sojul
세정,sedʑʌŋ
은영,ɯnjʌŋ
임항,imhaŋ
귀만,kwiman
석빈,sʌk̚p͈in
강백,kaŋpɛk̚
형빈,hjʌŋpin
가원,kawʌn
호중,hodʑuŋ
상옥,saŋok̚
경모,kjʌŋmo
경신,kjʌŋsin
완경,wankjʌŋ
용국,joŋkuk̚
의손,ɰison
용식,joŋsik̚
래원,lɛwʌn
애정,ɛdʑʌŋ
택근,tʰɛk̚k͈ɯn
부겸,pugjʌm
채원,t͡ɕʰɛwʌn
재흥,t͡ɕɛhɯŋ
여은,jʌɯn
주항,t͡ɕuhaŋ
창암,t͡ɕʰaŋam
찬환,t͡ɕʰanhwan
중양,t͡ɕuŋjaŋ
창중,t͡ɕʰaŋt͡ɕuŋ
대희,tɛhi
도태,totʰɛ
경중,kjʌŋt͡ɕuŋ
희관,higwan
인수,insu
건차,kʌnt͡ɕʰa
화목,hwamok̚
한상,hansaŋ
태순,tʰɛsun
흥식,hɯŋsik̚
주아,t͡ɕua
별아,pjʌɾa
두남,tunam
봉선,poŋsʌn
문정,munt͡ɕʌŋ
상초,saŋt͡ɕʰo
재순,t͡ɕɛsun
애리,ɛɾi
재신,t͡ɕɛsin
범윤,pʌmjun
미자,midʑa
범준,pʌmt͡ɕ͈un
현룡,hjʌlljoŋ
부진,pudʑin
재학,t͡ɕɛhak̚
석필,sʌk̚pʰil
희서,hisʌ
우리,uɾi
근표,kɯnpʰjo
우근,ugɯn
원수,wʌnsu
석남,sʌŋnam
승태,sɯŋtʰɛ
철원,t͡ɕʰʌɾwʌn
연송,jʌnsoŋ
운영,unjʌŋ
경록,kjʌŋnok̚
재권,t͡ɕɛgwʌn
아,a
이린,iɾin
흥선,hɯŋsʌn
우종,udʑoŋ
원진,wʌnt͡ɕin
윤제,junt͡ɕe
계영,kjejʌŋ
낙연,nagjʌn
기건,kigʌn
영미,jʌŋmi
춘생,t͡ɕʰunsɛŋ
선규,sʌnkju
양혜,jaŋhje
석중,sʌk̚t͡ɕ͈uŋ
치현,t͡ɕʰihjʌn
태양,tʰɛjaŋ
순례,sullje
종기,t͡ɕoŋki
다혜,tahje
광용,kwaŋjoŋ
광표,kwaŋpʰjo
관술,kwansul
상헌,saŋhʌn
규복,kjubok̚
말숙,malsuk̚
국원,kugwʌn
약선,jak̚s͈ʌn
건욱,kʌnuk̚
한림,hallim
한창,hant͡ɕʰaŋ
해익,hɛik̚
규완,kjuwan
제하,t͡ɕeha
의조,ɰidʑo
수철,sut͡ɕʰʌl
송현,soŋhjʌn
재중,t͡ɕɛdʑuŋ
지량,t͡ɕiɾjaŋ
제원,t͡ɕewʌn
웅기,uŋki
채정,t͡ɕʰɛdʑʌŋ
헌정,hʌnt͡ɕʌŋ
숙경,suk̚k͈jʌŋ
의경,ɰigjʌŋ
명기,mjʌŋki
만교,mankjo
도선,tosʌn
묘묵,mjomuk̚
다하,taha
아롬,aɾom
기만,kiman
영욱,jʌŋuk̚
영근,jʌŋkɯn
무성,musʌŋ
동휘,toŋhwi
명문,mjʌŋmun
주동,t͡ɕudoŋ
호석,hosʌk̚
효상,hjosaŋ
석기,sʌk̚k͈i
성부,sʌŋpu
성가,sʌŋka
석제,sʌk̚t͡ɕ͈e
태경,tʰɛgjʌŋ
춘근,t͡ɕʰunkɯn
성란,sʌŋnan
의상,ɰisaŋ
선수,sʌnsu
의화,ɰihwa
미선,misʌn
문도,munto
채기,t͡ɕʰɛgi
세웅,seuŋ
성연,sʌŋjʌn
을춘,ɯlt͡ɕʰun
교안,kjoan
상무,saŋmu
대철,tɛt͡ɕʰʌl
다은,taɯn
규원,kjuwʌn
우량,uɾjaŋ
춘호,t͡ɕʰunho
정동,t͡ɕʌŋtoŋ
완상,wansaŋ
정협,t͡ɕʌŋhjʌp̚
부택,putʰɛk̚
혜순,hjesun
의도,ɰido
상년,saŋnjʌn
의윤,ɰijun
익표,ik̚pʰjo
용문,joŋmun
용복,joŋpok̚
시혁,sihjʌk̚
춘식,t͡ɕʰunsik̚
길언,kiɾʌn
화평,hwapʰjʌŋ
재윤,t͡ɕɛjun
지철,t͡ɕit͡ɕʰʌl
석하,sʌkʰa
규제,kjudʑe
은우,ɯnu
제,t͡ɕe
회열,hwejʌl
희택,hitʰɛk̚
도희,tohi
원효,wʌnhjo
광남,kwaŋnam
원해,wʌnhɛ
의성,ɰisʌŋ
은표,ɯnpʰjo
수성,susʌŋ
안진,ant͡ɕin
광림,kwaŋnim
신용,sinjoŋ
용근,joŋkɯn
시창,sit͡ɕʰaŋ
양우,jaŋu
영록,jʌŋnok̚
남춘,namt͡ɕʰun
명재,mjʌŋt͡ɕɛ
병은,pjʌŋɯn
길재,kilt͡ɕɛ
맹,mɛŋ
재명,t͡ɕɛmjʌŋ
승수,sɯŋsu
우당,udaŋ
희나,hina
인숙,insuk̚
계원,kjewʌn
가림,kaɾim
승환,sɯŋhwan
가영,kajʌŋ
은임,ɯnim
경원,kjʌŋwʌn
해영,hɛjʌŋ
신애,sinɛ
은승,ɯnsɯŋ
운갑,unkap̚
한숙,hansuk̚
현종,hjʌnt͡ɕoŋ
태년,tʰɛnjʌn
홍성,hoŋsʌŋ
현숙,hjʌnsuk̚
애덕,ɛdʌk̚
주열,t͡ɕujʌl
재삼,t͡ɕɛsam
수권,sugwʌn
영한,jʌŋhan
기숙,kisuk̚
찬경,t͡ɕʰankjʌŋ
윤택,juntʰɛk̚
태호,tʰɛho
서연,sʌjʌn
그린,kɯɾin
선혜,sʌnhje
택돈,tʰɛk̚t͈on
화겸,hwagjʌm
홍근,hoŋkɯn
재철,t͡ɕɛt͡ɕʰʌl
세미,semi
하진,hadʑin
청원,t͡ɕʰʌŋwʌn
익상,ik̚s͈aŋ
항리,haŋni
보선,posʌn
테라,tʰeɾa
여선,jʌsʌn
아랑,aɾaŋ
건희,kʌnhi
세호,seho
은탁,ɯntʰak̚
순창,sunt͡ɕʰaŋ
훈성,hunsʌŋ
범용,pʌmjoŋ
학성,hak̚s͈ʌŋ
충식,t͡ɕʰuŋsik̚
극영,kɯgjʌŋ
영서,jʌŋsʌ
송웅,soŋuŋ
덕열,tʌgjʌl
석열,sʌgjʌl
흥채,hɯŋt͡ɕʰɛ
중목,t͡ɕuŋmok̚
충빈,t͡ɕʰuŋpin
창석,t͡ɕʰaŋsʌk̚
문석,munsʌk̚
철부,t͡ɕʰʌlpu
동민,toŋmin
성광,sʌŋkwaŋ
재준,t͡ɕɛdʑun
영제,jʌŋt͡ɕe
대돈,tɛdon
성욱,sʌŋuk̚
명동,mjʌŋtoŋ
승택,sɯŋtʰɛk̚
민진,mint͡ɕin
광규,kwaŋkju
준승,t͡ɕunsɯŋ
수복,subok̚
상직,saŋt͡ɕik̚
금희,kɯmhi
명춘,mjʌŋt͡ɕʰun
주형,t͡ɕuhjʌŋ
하성,hasʌŋ
장욱,t͡ɕaŋuk̚
강준,kaŋt͡ɕun
보검,pogʌm
지소,t͡ɕiso
원정,wʌnt͡ɕʌŋ
미보,mibo
남훈,namhun
순흥,sunhɯŋ
춘익,t͡ɕʰunik̚
혜원,hjewʌn
양희,jaŋhi
계범,kjebʌm
언수,ʌnsu
승혜,sɯŋhje
한나,hanna
재청,t͡ɕɛt͡ɕʰʌŋ
흥문,hɯŋmun
