глюкоза,ɡlʲukoza
иремель,irʲemʲelʲ
кэбеней,kebʲenej
титила,tʲitʲila
якиманка,jakʲimanka
театр,tʲeatr
крокус,krokus
сити,sʲitʲi
холл,xoll
уни,uni
айнское,ajnskoe
акрон,akron
алмаз,almaz
аэроэкспресс,aeroeksprʲess
алёнка,alʲonka
архангельский,arxanɡelʲskʲij
берёзка,bʲerʲozka
атка,atka
антипаюта,antʲipauta
анучино,anut͡ɕʲino
богородское,boɡorodskoe
нимныр,nimnɨr
вертолёты,vʲertolʲotɨ
россии,rossʲii
большевик,bolʲʂevʲik
буревестник,burʲevʲestnik
верхняя,vʲerxnaa
амга,amɡa
взморье,vzmorʲe
виртуозы,vʲirtuozɨ
москвы,moskvɨ
владивостокский,vladʲivostokskʲij
воротынск,vorotɨnsk
домбаровский,dombarovskʲij
дорожаево,doroʒaevo
дальморепродукт,dalʲmorʲeprodukt
жилинда,ʒilʲinda
ижорские,iʒorskʲie
заводы,zavodɨ
иркир,irkʲir
изменчивое,izmʲent͡ɕʲivoe
ичара,it͡ɕʲara
ингосстрах,inɡosstrax
марксизмаленинизма,marksʲizmalʲeninizma
китовое,kʲitovoe
касатка,kasatka
катангли,katanɡlʲi
корела,korʲela
куберганя,kubʲerɡana
курба,kurba
крошка,kroʂka
картошка,kartoʂka
лазо,lazo
ленскокамчатская,lʲenskokamt͡ɕʲatskaa
лебединый,lʲebʲedʲinɨj
малахит,malaxʲit
москальво,moskalʲvo
микулино,mʲikulʲino
мстиславль,mstʲislavlʲ
мыс,mɨs
каменный,kamʲennɨj
мысовой,mɨsovoj
нижнеленинское,niʒnelʲeninskoe
некоуз,nekouz
новопокровка,novopokrovka
нельма,nelʲma
нагорный,naɡornɨj
куранах,kuranax
океан,okʲean
перемышль,pʲerʲemɨʂlʲ
ординская,ordʲinskaa
правительство,pravʲitʲelʲstvo
касьянова,kasʲanova
зубкова,zubkova
степашина,stʲepaʂina
примакова,prʲimakova
посемье,posʲemʲe
преображенское,prʲeobraʒenskoe
ренова,rʲenova
русада,rusada
руруй,ruruj
росгосстрах,rosɡosstrax
рыбновск,rɨbnovsk
салемал,salʲemal
серпейск,sʲerpʲejsk
санктпетербургский,sanktpʲetʲerburɡskʲij
смоляниново,smolʲaninovo
стародубское,starodubskoe
спамберг,spambʲerɡ
сёяха,sʲoaxa
сутка,sutka
сындасско,sɨndassko
турий,turʲij
рог,roɡ
тасма,tasma
уралтрансмаш,uraltransmaʂ
украинка,ukrainka
тунайча,tunajt͡ɕʲa
усково,uskovo
фрегат,frʲeɡat
экоджет,ekod͡ʒet
главкосмос,ɡlavkosmos
хаптагай,xaptaɡaj
челси,t͡ɕʲelsʲi
хлепень,xlʲepʲenʲ
чайво,t͡ɕʲajvo
цапко,t͡sapko
яковлевка,jakovlʲevka
югорёнок,juɡorʲonok
мордовия,mordovʲia
чайка,t͡ɕʲajka
харыялах,xarɨalax
ябедино,jabʲedʲino
ороки,orokʲi
звёздочка,zvʲozdot͡ɕʲka
кубань,kubanʲ
чугуевка,t͡ɕʲuɡuevka
свободное,svobodnoe
юг,juɡ
артык,artɨk
универсальный,univʲersalʲnɨj
ракетный,rakʲetnɨj
модуль,modulʲ
усты,ustɨ
григорьевка,ɡrʲiɡorʲevka
черемшаны,t͡ɕʲerʲemʂanɨ
исады,isadɨ
вежливые,vʲeʒlʲivɨe
люди,lʲudʲi
городок,ɡorodok
тауэр,tauer
детский,dʲetskʲij
кустур,kustur
добролёт,dobrolʲot
ой,oj
джаргалах,d͡ʒarɡalax
сыаганнах,sɨaɡannax
сутуруоха,suturuoxa
фрунзе,frunzʲe
победа,pobʲeda
панаевск,panaevsk
верхние,vʲerxnie
лихоборы,lʲixoborɨ
ратта,ratta
нижние,niʒnie
красуха,krasuxa
янтарь,jantarʲ
стриж,strʲiʒ
таврово,tavrovo
сабетта,sabʲetta
заслон,zaslon
хвалисекое,xvalʲisʲekoe
росгвардия,rosɡvardʲia
юрий,jurʲij
юнармия,junarmʲia
терют,tʲerʲut
медиазона,mʲedʲiazona
мост,most
дружбы,druʒbɨ
периптавето,pʲerʲiptavʲeto
тамбей,tambʲej
моррасале,morrasalʲe
мордыяха,mordɨaxa
таркосале,tarkosalʲe
дровяной,drovʲanoj
верхнепышминский,vʲerxnepɨʂmʲinskʲij
мишустина,mʲiʂustʲina
чижик,t͡ɕʲiʒik
проект,proekt
российскоукраинский,rossʲijskoukrainskʲij
кризис,krʲizʲis
гром,ɡrom
тыр,tɨr
григорий,ɡrʲiɡorʲij
перельман,pʲerʲelʲman
фёдор,fʲodor
достоевский,dostoevskʲij
трофимов,trofʲimov
евгений,jevɡenij
хелимский,xʲelʲimskʲij
вадим,vadʲim
бровцев,brovt͡sev
владимир,vladʲimʲir
карпец,karpʲet͡s
алексей,alʲeksʲej
дмитрик,dmʲitrʲik
андрей,andrʲej
звягинцев,zvʲaɡint͡sev
анна,anna
нетребко,netrʲebko
михаил,mʲixail
шишкин,ʂiʂkʲin
даниэль,danielʲ
фридман,frʲidman
сергей,sʲerɡej
литвинов,lʲitvʲinov
мария,marʲia
савинова,savʲinova
юлия,julʲia
зарипова,zarʲipova
наталья,natalʲa
антюх,antʲux
эльвира,elʲvʲira
набиуллина,nabʲiullʲina
искандар,iskandar
махмудов,maxmudov
святослав,svʲatoslav
рихтер,rʲixtʲer
анатолий,anatolʲij
фоменко,fomʲenko
валерий,valʲerʲij
быковский,bɨkovskʲij
ельцин,jelʲt͡sin
дарья,darʲa
пищальникова,pʲiɕːalʲnikova
касперский,kaspʲerskʲij
елена,jelʲena
исинбаева,isʲinbaeva
татьяна,tatʲana
чернова,t͡ɕʲernova
лашманова,laʂmanova
каниськина,kanisʲkʲina
кирдяпкин,kʲirdʲapkʲin
ухов,uxov
никольский,nikolʲskʲij
софия,sofʲia
губайдулина,ɡubajdulʲina
гергиев,ɡerɡiev
родион,rodʲion
щедрин,ɕːedrʲin
леонтьев,lʲeontʲev
лебедев,lʲebʲedʲev
карен,karʲen
шахназаров,ʂaxnazarov
ксения,ksʲenia
раппопорт,rappoport
галина,ɡalʲina
зыбина,zɨbʲina
герасимов,ɡerasʲimov
расул,rasul
гамзатов,ɡamzatov
екатерина,jekatʲerʲina
юрьева,jurʲeva
курёхин,kurʲoxʲin
павел,pavʲel
попович,popovʲit͡ɕʲ
эдита,edʲita
пьеха,pʲexa
черняев,t͡ɕʲernaev
стивен,stʲivʲen
сигал,sʲiɡal
крамник,kramnik
николай,nikolaj
апаликов,apalʲikov
солженицын,solʒenit͡sɨn
дементьева,dʲemʲentʲeva
евгения,jevɡenia
манюкова,manukova
светлана,svʲetlana
пархоменко,parxomʲenko
елизавета,jelʲizavʲeta
боярская,boarskaa
винников,vʲinnikov
алла,alla
пугачёва,puɡat͡ɕʲova
курникова,kurnikova
кириленко,kʲirʲilʲenko
надежда,nadʲeʒda
петрова,pʲetrova
лысенко,lɨsʲenko
нина,nina
андреева,andrʲeeva
калашников,kalaʂnikov
морозов,morozov
роман,roman
абрамович,abramovʲit͡ɕʲ
путин,putʲin
кокорин,kokorʲin
белоглазов,bʲeloɡlazov
губин,ɡubʲin
стадлер,stadlʲer
осипов,osʲipov
басов,basov
прохоров,proxorov
дружинин,druʒinin
лукас,lukas
генюшас,ɡenuʂas
карпов,karpov
марат,marat
сафин,safʲin
олег,olʲeɡ
попов,popov
виктор,vʲiktor
ишаев,iʂaev
бабиков,babʲikov
политковская,polʲitkovskaa
козлов,kozlov
дима,dʲima
билан,bʲilan
егор,jeɡor
гайдар,ɡajdar
виталий,vʲitalʲij
петров,pʲetrov
литвиненко,lʲitvʲinenko
чикатило,t͡ɕʲikatʲilo
ботвинник,botvʲinnik
валентина,valʲentʲina
терешкова,tʲerʲeʂkova
дмитрий,dmʲitrʲij
язов,jazov
куликов,kulʲikov
огарков,oɡarkov
пажитнов,paʒitnov
разборов,razborov
соколов,sokolov
василий,vasʲilʲij
иванович,ivanovʲit͡ɕʲ
мильнер,mʲilʲner
никита,nikʲita
михалков,mʲixalkov
учитель,ut͡ɕʲitʲelʲ
бондарчук,bondart͡ɕʲuk
жерар,ʒerar
депардьё,dʲepardʲo
лариса,larʲisa
латынина,latɨnina
елизаренкова,jelʲizarʲenkova
борчин,bort͡ɕʲin
денис,dʲenis
нижегородов,niʒeɡorodov
сильнов,sʲilʲnov
рытхэу,rɨtxeu
валерьевна,valʲerʲevna
архипова,arxʲipova
пучков,put͡ɕʲkov
лев,lʲev
гумилёв,ɡumʲilʲov
бирюков,bʲirʲukov
власов,vlasov
саитов,saitov
капица,kapʲit͡sa
георгий,ɡeorɡij
сандерс,sandʲers
захар,zaxar
брон,bron
дуров,durov
фрадков,fradkov
кончаловский,kont͡ɕʲalovskʲij
зубков,zubkov
халифман,xalʲifman
аршавин,arʂavʲin
гинзбург,ɡinzburɡ
коллонтай,kollontaj
константин,konstantʲin
новосёлов,novosʲolov
шарапова,ʂarapova
тимати,tʲimatʲi
спасский,spasskʲij
магомед,maɡomʲed
оздоев,ozdoev
молчанова,molt͡ɕʲanova
вероника,vʲeronika
дударова,dudarova
охлобыстин,oxlobɨstʲin
алан,alan
дзагоев,dzaɡoev
лукьяненко,lukʲanenko
станислав,stanislav
парыгин,parɨɡin
сокуров,sokurov
медведев,mʲedvʲedʲev
морилов,morʲilov
алёна,alʲona
сидько,sʲidʲko
пашинин,paʂinin
лавров,lavrov
пускепалис,puskʲepalʲis
геннадий,ɡennadʲij
янаев,janaev
коростелёва,korostʲelʲova
ренат,rʲenat
янбаев,janbaev
башмет,baʂmʲet
арнольд,arnolʲd
мстислав,mstʲislav
ростропович,rostropovʲit͡ɕʲ
герман,ɡerman
титов,tʲitov
коротаев,korotaev
колосс,koloss
арсен,arsʲen
галстян,ɡalstʲan
стругацкий,struɡat͡skʲij
белов,bʲelov
ходорковский,xodorkovskʲij
ашкенази,aʂkʲenazʲi
альфред,alʲfrʲed
шнитке,ʂnitkʲe
матвиенко,matvʲienko
кириченко,kʲirʲit͡ɕʲenko
игорь,iɡorʲ
сысоев,sɨsoev
эдуард,eduard
успенский,uspʲenskʲij
ковалёв,kovalʲov
савицкая,savʲit͡skaa
нойштедтер,nojʂtʲedtʲer
касьянов,kasʲanov
гаус,ɡaus
зобнин,zobnin
чумичева,t͡ɕʲumʲit͡ɕʲeva
фазиль,fazʲilʲ
искандер,iskandʲer
лидия,lʲidʲia
чуковская,t͡ɕʲukovskaa
марис,marʲis
янсонс,jansons
воронин,voronin
бородина,borodʲina
леонов,lʲeonov
грызлов,ɡrɨzlov
жорес,ʒorʲes
алфёров,alfʲorov
абрикосов,abrʲikosov
доку,doku
умаров,umarov
людмила,lʲudmʲila
петрушевская,pʲetruʂevskaa
галкина,ɡalkʲina
ирина,irʲina
лобачёва,lobat͡ɕʲova
шевчук,ʂevt͡ɕʲuk
анюков,anukov
навальный,navalʲnɨj
романцев,romant͡sev
зюганов,zʲuɡanov
манин,manin
петрович,pʲetrovʲit͡ɕʲ
гельмерсен,ɡelʲmʲersʲen
черномырдин,t͡ɕʲernomɨrdʲin
давыденко,davɨdʲenko
теодор,tʲeodor
курентзис,kurʲentzʲis
денисов,dʲenisov
зырянов,zɨrʲanov
жирков,ʒirkov
уланова,ulanova
иванов,ivanov
гарри,ɡarrʲi
каспаров,kasparov
заурбек,zaurbʲek
байсангуров,bajsanɡurov
озеров,ozʲerov
гурченко,ɡurt͡ɕʲenko
березовский,bʲerʲezovskʲij
лужков,luʒkov
илья,ilʲa
олейников,olʲejnikov
динияр,dʲiniar
билялетдинов,bʲilʲalʲetdʲinov
чубайс,t͡ɕʲubajs
владимировна,vladʲimʲirovna
романова,romanova
бахтиёр,baxtʲior
худойназаров,xudojnazarov
злобин,zlobʲin
рыбников,rɨbnikov
кузнецова,kuznet͡sova
шаповалов,ʂapovalov
марлен,marlʲen
хуциев,xut͡siev
ходченкова,xodt͡ɕʲenkova
элла,ella
диль,dʲilʲ
донцова,dont͡sova
карелин,karʲelʲin
изабелла,izabʲella
пригов,prʲiɡov
руслан,ruslan
хасбулатов,xasbulatov
жириновский,ʒirʲinovskʲij
гречко,ɡrʲet͡ɕʲko
шонин,ʂonin
шойгу,ʂojɡu
тарасова,tarasova
станишев,staniʂev
баликоева,balʲikoeva
горбачёв,ɡorbat͡ɕʲov
рыбкин,rɨbkʲin
чиркунов,t͡ɕʲirkunov
басков,baskov
штейнберг,ʂtʲejnbʲerɡ
анастасия,anastasʲia
мыскина,mɨskʲina
добронравов,dobronravov
хакамада,xakamada
шуфутинский,ʂufutʲinskʲij
керим,kʲerʲim
керимов,kʲerʲimov
лончаков,lont͡ɕʲakov
костомаров,kostomarov
аушев,auʂev
рем,rʲem
вяхирев,vʲaxʲirʲev
кирилл,kʲirʲill
рауш,rauʂ
бондарев,bondarʲev
тимур,tʲimur
дибиров,dʲibʲirov
авербах,avʲerbax
ковальчук,kovalʲt͡ɕʲuk
людвиг,lʲudvʲiɡ
фаддеев,faddʲeev
галустян,ɡalustʲan
наташа,nataʂa
королёва,korolʲova
акинфеев,akʲinfʲeev
боярский,boarskʲij
домрачева,domrat͡ɕʲeva
рене,rʲene
фазель,fazʲelʲ
майя,maja
усова,usova
ганнушкина,ɡannuʂkʲina
митрохин,mʲitroxʲin
залётин,zalʲotʲin
соловьёв,solovʲov
широков,ʂirokov
вячеслав,vʲat͡ɕʲeslav
малафеев,malafʲeev
гребенщиков,ɡrʲebʲenɕːikov
авет,avʲet
тертерян,tʲertʲerʲan
аниш,aniʂ
гири,ɡirʲi
емельяненко,jemʲelʲanenko
ковтун,kovtun
павлова,pavlova
дугин,duɡin
аристов,arʲistov
арсенов,arsʲenov
шаинский,ʂainskʲij
рождественский,roʒdʲestvʲenskʲij
демидова,dʲemʲidova
ася,asʲa
норис,norʲis
голубева,ɡolubʲeva
ивашко,ivaʂko
остер,ostʲer
белоусова,bʲelousova
леонид,lʲeonid
потапов,potapov
рыжков,rɨʒkov
хаджимурат,xad͡ʒimurat
гацалов,ɡat͡salov
валентин,valʲentʲin
павлов,pavlov
ингеборга,inɡeborɡa
дапкунайте,dapkunajtʲe
овчаренко,ovt͡ɕʲarʲenko
ибрагим,ibraɡim
гасанбеков,ɡasanbʲekov
крайнев,krajnev
аркадий,arkadʲij
бабченко,babt͡ɕʲenko
кержаков,kʲerʒakov
кафельников,kafʲelʲnikov
назаров,nazarov
анненков,annenkov
котельников,kotʲelʲnikov
логунов,loɡunov
березуцкий,bʲerʲezut͡skʲij
фетисов,fʲetʲisov
стародубцев,starodubt͡sev
рамзан,ramzan
кадыров,kadɨrov
валерия,valʲerʲia
савиных,savʲinɨx
богомолов,boɡomolov
рашид,raʂid
рахимов,raxʲimov
черчесов,t͡ɕʲert͡ɕʲesov
гордеева,ɡordʲeeva
калоев,kaloev
явлинский,javlʲinskʲij
кристина,krʲistʲina
асмус,asmus
овечкина,ovʲet͡ɕʲkʲina
харин,xarʲin
федосеев,fʲedosʲeev
фадзаев,fadzaev
вексельберг,vʲeksʲelʲbʲerɡ
пятигорский,pʲatʲiɡorskʲij
цымбаларь,t͡sɨmbalarʲ
владислав,vladʲislav
сурков,surkov
буре,burʲe
андрианов,andrʲianov
адамов,adamov
игнашевич,iɡnaʂevʲit͡ɕʲ
бодюл,bodʲul
комарова,komarova
гидаспов,ɡidaspov
сёмин,sʲomʲin
старостин,starostʲin
