angela,aŋeːlaː
meinecke,maiənekə
schöne,ʃønə
gaßner,ɡasnɐ
felix,feːliks
steiner,ʃtainɐ
backe,bakə
daluege,daːlueɡə
ramin,ʁaːmin
djawadi,tjaːvadiː
mayländer,mailendɐ
peterson,peːteɐson
uhse,uːsə
thrun,tʁun
dru,tʁuː
berrymore,beɐʁymoʀə
leonor,leoːnoɐ
bäke,bekə
uhlen,uːlən
eggeling,ekɡeːliŋk
lepenies,leːpəniːs
beyer,baiɐ
liedtke,liːtkə
ohnesorge,oːneːsoɐɡə
thomalla,toːmalaː
julius,juːlius
caroline,kaːʀoːlinə
link,liŋk
kathrin,katʁin
neimke,naimkə
doldinger,doldiŋɐ
fischinger,fiːʃiŋɐ
genazino,ɡeːnaːt͡siːnoː
vogler,foklɐ
basilea,baːsiːleaː
schlink,ʃliŋk
roland,ʁoːlant
freisler,fʁaislɐ
shawn,shavn
bradley,pʁatlai
auerbach,aueɐbax
bierofka,biːʀofkaː
leonhard,leonhaɐt
kaupisch,kauhpiʃ
rogge,ʁokɡə
leo,leoː
blech,plex
hollreiser,holʁaisɐ
kretschmann,kʁet͡ʃman
hildegard,hildeːɡaɐt
knef,knef
hornschuch,hoɐnʃux
lucht,luxt
bockhorst,bokhoɐst
gottlieb,ɡotliːp
hering,heːʀiŋk
röhrl,ʁøːɐl
winkelhock,viŋkelhok
quandt,kvant
oscar,oskaɐ
drude,tʁudə
schwalbahoth,ʃvalbaːhot
hansen,hansən
jacob,jaːkop
bartsch,baɐt͡ʃ
ising,iːsiŋk
annett,anet
clemens,kleːməns
paula,pauhlaː
hary,haʁy
panofsky,paːnofsky
john,joːn
enders,əndeɐs
gruschke,kʁuʃkə
hanke,haŋkə
platzeck,plaːt͡sek
pohl,poːl
winifred,viːnifʁet
rust,ʁust
andi,andiː
deris,deːʀis
julian,juːlian
knapp,knap
rantzau,ʁant͡sauh
maser,masɐ
hohenzollernnürnberg,hoːhənt͡soleɐnyɐnbeɐk
kunze,kunt͡sə
vogt,foɡt
beier,baiɐ
donatus,doːnaːtus
hessen,hesən
isabel,iːsaːbel
mundry,mundʁy
scherner,ʃeɐnɐ
ningel,niŋel
waldenfels,valdənfels
brückner,pʁyknɐ
eckhard,ekhaɐt
dagge,dakɡə
schlusnus,ʃlusnus
terting,teɐtiŋk
elias,elias
veronica,feːʀoːniːkaː
ferres,feɐʁes
schock,ʃok
arco,aɐkoː
auf,auf
valley,falai
paeth,paet
neumann,noyhman
bräuer,pʁoyɐ
sick,zik
lucas,luːkas
luhr,luːɐ
cohn,koːn
hofschneider,hofʃnaidɐ
blumenfeld,pluːmənfelt
kammler,kamlɐ
isabella,iːsaːbelaː
anhalt,anhalt
merenberg,meːʀənbeɐk
noll,nol
keller,kelɐ
uz,ut͡s
schöffler,ʃøflɐ
mecklenburg,meklənbuɐk
flor,floɐ
boll,bol
nebe,nebə
nomi,noːmiː
schellenberg,ʃelənbeɐk
erzberger,eɐt͡sbeɐɡɐ
tilke,tilkə
schultz,ʃult͡s
paschen,paːʃən
blumentritt,pluːməntʁit
rösler,ʁøslɐ
wunderlich,vundeɐlix
zieten,t͡siːtən
dibelius,diːbeːlius
waldemar,valdeːmaɐ
bonsels,bonsels
krauß,kʁaus
henny,hənny
jahnn,jaːn
lennart,lənnaɐt
poettering,poeteːʀiŋk
fink,fiŋk
stücke,ʃtykə
maren,maːʀən
fromm,fʁom
badelt,baːdelt
thierack,tiːʀak
hannawald,hanaːvalt
ricco,ʁikkoː
terboven,teɐboːfən
möller,mølɐ
hilpert,hilpeɐt
walden,valdən
sylke,sylkə
simon,ziːmon
christine,xʁistinə
heldt,helt
bettina,betiːnaː
bunge,buŋə
maxi,maksiː
herber,heɐbɐ
eyck,aik
sawatzki,zaːvat͡skiː
ingo,iŋoː
metzmacher,met͡smaxɐ
schirach,ʃiːʀax
henselmann,hənselman
guido,ɡuiːdoː
fulst,fulst
herman,heɐman
nohl,noːl
gabler,ɡaplɐ
zundel,t͡sundel
hotter,hotɐ
patriz,patʁit͡s
ilg,ilk
pels,pels
wünnenberg,vynənbeɐk
andrae,antʁaə
marcus,maɐkus
popp,pop
blüm,plym
megenberg,meːɡənbeɐk
kemper,kempɐ
marianne,maːʀianə
laser,lasɐ
thölde,tøldə
schmitz,ʃmit͡s
florian,floːʀian
henckel,hənkel
donnersmarck,doneɐsmaɐk
annette,anetə
schavan,ʃaːfan
harpe,haɐpə
vietinghoff,fiːtiŋkhof
ilona,iːloːnaː
slupianek,sluːpiaːnek
sylvia,sylfiaː
hanika,haːniːkaː
pfefferkorn,p͡fefeɐkoɐn
bois,bois
zeigner,t͡saiknɐ
friedelind,fʁiːdeːlint
bill,bil
brandt,pʁant
kamil,kaːmil
glik,klik
amsdorf,amsdoɐf
kunigunde,kuːniːɡundə
staufen,ʃtauhfən
conzelmann,kont͡selman
rieger,ʁiːɡɐ
schöps,ʃøps
sindermann,zindeɐman
rangnick,ʁaŋknik
annegret,anekʁet
richter,ʁixtɐ
wolff,volf
jennifer,jənnifɐ
oeser,oesɐ
stommelen,ʃtomeːlən
streckenbach,ʃtʁeːkənbax
kempe,kempə
heide,haidə
eckerrosendahl,ekeɐʁoːsəndaːl
theissen,taisən
witte,vitə
spiekermann,ʃpiːkeɐman
thilo,tiːloː
sarrazin,zaɐʁaːt͡sin
oettinger,oetiŋɐ
rommel,ʁomel
jan,jan
ullrich,ulʁix
heger,heɡɐ
moralt,moːʀalt
victor,fiktoɐ
hensen,hənsən
mandy,mandy
wötzel,vøːt͡sel
krumm,kʁum
bärenfänger,beʀənfeŋɐ
dennis,dənnis
siver,zifɐ
lieb,liːp
bach,bax
kum,kum
schreier,ʃʁaiɐ
gehlen,ɡeːlən
willi,viliː
hennig,hənnik
carius,kaːʀius
geyr,ɡaiʁ
schweppenburg,ʃvepənbuɐk
stuckart,ʃtuːkaɐt
schmidhuber,ʃmitubɐ
gutendorf,ɡuːtəndoɐf
rauwolf,ʁauhvolf
cornelia,koɐneːliaː
funke,fuŋkə
brunfels,pʁunfels
knopp,knop
lotte,lotə
jacobi,jaːkoːbiː
lhomme,lhomə
courbière,kouɐbiː̀ʁə
hüller,hylɐ
helene,heːlənə
delitzsch,deːlit͡ʃ
kliegel,kliːɡel
marvin,maɐfin
plattenhardt,platənhaɐt
caspar,kaspaɐ
schamberger,ʃambeɐɡɐ
menahem,meːnaːhem
pressler,pʁeslɐ
staier,ʃtaiɐ
vormann,foɐman
palm,palm
schäffer,ʃefɐ
severing,zeːfeʀiŋk
spaemann,ʃpaeːman
frida,fʁiːdaː
leider,laidɐ
bousset,bouset
prieß,pʁiːs
katarina,kaːtaʀiːnaː
dimitrij,diːmitʁij
ovtcharov,oftxaːʀof
gallenberger,ɡalənbeɐɡɐ
glöckner,kløknɐ
giesler,ɡiːslɐ
giller,ɡilɐ
stübben,ʃtypbən
schlierkamp,ʃliːɐkamp
minnemann,mineːman
leuwerik,loyhveːʀik
caven,kaːfən
zinner,t͡sinɐ
ilse,ilsə
lippisch,lipiʃ
dostler,dostlɐ
gernhardt,ɡeɐnhaɐt
kroll,kʁol
gabriella,ɡapʁiːlaː
brum,pʁum
schürrle,ʃyɐʁlə
brühl,pʁyːl
groth,kʁot
bleibtreu,plaibtʁoyh
westerwelle,vesteɐvelə
hannover,hanofɐ
kross,kʁos
leistner,laistnɐ
tanja,tanjaː
szewczenko,st͡sevkt͡sənkoː
graedener,kʁaeːdənɐ
handloser,hantlosɐ
nöldeke,nøldekə
conrady,konʁady
adlung,atluŋk
toni,toːniː
mang,maŋk
kettler,ketlɐ
katte,katə
mrugowsky,mʁuːɡovsky
hacke,hakə
kirsten,kiɐstən
bolm,bolm
konwitschny,konvit͡ʃny
juliane,juːlianə
schwentke,ʃvəntkə
goetzke,ɡoet͡skə
holzdeppe,holt͡sdepə
brigitte,pʁiːɡitə
fassbaender,fasbaəndɐ
pogge,pokɡə
suthaus,zutaus
guenter,ɡuəntɐ
raus,ʁaus
elena,eleːnaː
heidrich,haitʁix
goerne,ɡoeɐnə
nerius,neːʀius
schreck,ʃʁek
gunder,ɡundɐ
niebel,niːbel
drews,tʁevs
ulli,uliː
lommel,lomel
popitz,poːpit͡s
heißmeyer,haismaiɐ
ley,lai
sperrle,ʃpeɐʁlə
chain,xain
hanfstaengl,hanfstaənɡl
marburg,maɐbuɐk
plüschow,plyːʃov
stump,ʃtump
angelis,aŋeːlis
steppat,ʃtepat
jutta,jutaː
görtz,ɡøɐt͡s
zander,t͡sandɐ
letter,letɐ
armbruster,aɐmpʁustɐ
marlene,maɐlənə
palitzsch,paːlit͡ʃ
streibl,ʃtʁaibl
fritzsche,fʁit͡ʃə
müntefering,mynteːfeʀiŋk
rundstedt,ʁundstet
gebhardt,ɡefaɐt
fedor,feːdoɐ
bock,bok
borchardt,boɐxaɐt
ande,andə
erdoğan,eɐdoɡ̆an
atalay,ataːlai
gabriel,ɡapʁiːl
heinze,haint͡sə
connor,konoɐ
gay,ɡai
arne,aɐnə
sibel,ziːbel
kekilli,keːkiliː
griem,kʁiːm
eustach,oystax
ole,olə
bischof,biːʃof
grit,kʁit
breuer,pʁoyɐ
model,moːdel
siegmund,ziːkmunt
levy,lefy
magdalena,makdaːleːnaː
wilhelmine,vilhelminə
württemberg,vyɐtembeɐk
elly,ely
ney,nai
reinhardt,ʁainhaɐt
helten,heltən
baumann,bauhman
hahnemann,haːneːman
jörgensmann,jøɐɡənsman
athanasius,ataːnasius
guderian,ɡuːdeːʀian
ochsenfeld,oksənfelt
dirlewanger,diɐleːvaŋɐ
rall,ʁal
lutz,lut͡s
heßlich,heslix
mike,mikə
rockenfeller,ʁoːkənfelɐ
matthes,mathes
beinhorn,bainhoɐn
rostock,ʁostok
priller,pʁilɐ
per,pɐ
mertesacker,meɐteːsakɐ
robin,ʁoːbin
szolkowy,st͡solkovy
anni,aniː
friesingerpostma,fʁiːsiŋeɐpostmaː
gauder,ɡaudɐ
margaretha,maɐɡaːʀetaː
sparwasser,ʃpaɐvasɐ
kempka,kempkaː
schaub,ʃaup
borchert,boɐxeɐt
linge,liŋə
serdar,zeɐdaɐ
taşçı,taşķı
hennicke,hənnikə
kling,kliŋk
irma,iɐmaː
grese,kʁesə
bott,bot
babett,baːbet
filchner,filxnɐ
scherbius,ʃeɐbius
dompert,dompeɐt
heiko,haiekoː
hunger,huŋɐ
abt,abt
hülsmeyer,hylsmaiɐ
kahr,kaːɐ
kapp,kap
beringer,beːʀiŋɐ
rossner,ʁosnɐ
nystad,nystat
serge,zeɐɡə
gnabry,knabʁy
smilo,smiːloː
lüttwitz,lytvit͡s
heye,haiə
fitzek,fiːt͡sek
lösch,løʃ
ruprecht,ʁupʁext
leviné,leːfiːné
singer,ziŋɐ
hübner,hypnɐ
steve,ʃtefə
jenkner,jənknɐ
fiehler,fiːlɐ
frantz,fʁant͡s
polter,poltɐ
axel,aksel
heilmann,hailman
sosniok,zosniok
carls,kaɐls
witzig,viːt͡sik
amira,amiːʀaː
mühlenkamp,myːlənkamp
reinecke,ʁaiənekə
heister,haistɐ
rothemund,ʁoteːmunt
schröck,ʃʁøk
andree,antʁeə
ewa,evaː
paradies,paːʀadiːs
gottlob,ɡotlop
frege,fʁeɡə
marcuse,maɐkusə
greindl,kʁaindl
schirrmann,ʃiɐʁman
blobel,ploːbel
emmerich,emeːʀix
delron,delʁon
buckley,buklai
anja,anjaː
mittag,mitak
christofer,xʁistofɐ
heimeroth,haiemeːʀot
hohmann,hoːman
benedicta,beːnediktaː
wittmann,vitman
schrötter,ʃʁøtɐ
geitel,ɡaietel
bühler,byːlɐ
eilhart,ailhaɐt
oberg,obeɐk
frederick,fʁeːdeʀik
lau,lauh
speer,ʃpeɐ
ertl,eɐtl
kneser,knesɐ
lietz,liːt͡s
schöpf,ʃøp͡f
geiger,ɡaiɡɐ
weinmann,vainman
greifelt,kʁaiefelt
pickgoslar,pikɡoslaɐ
eberstein,ebeɐstain
solger,zolɡɐ
schäffle,ʃeflə
böhme,bøːmə
heidi,haiedi
klum,klum
schwesig,ʃveːsik
daimler,daimlɐ
anderson,andeɐson
petzold,peːt͡solt
bollnow,bolnov
münzenberg,mynt͡sənbeɐk
bousdoukos,bousdouːkos
litfin,litfin
camilla,kaːmilaː
horn,hoɐn
münchhausen,mynxhauhsən
fruhstorfer,fʁuːstoɐfɐ
thomasius,toːmaːsius
steuer,ʃtoyɐ
behnke,beːŋkə
ebeling,ebeːliŋk
zuse,t͡susə
guericke,ɡueːʀikə
fils,fils
carell,kaːʀel
katharina,kataːʀiːnaː
liebe,liːbə
schelling,ʃeliŋk
burgsmüller,buɐɡsmylɐ
thanos,taːnos
petsos,petsos
ihlefeld,iːleːfelt
kuhlmey,kuːlmai
eckhart,ekhaɐt
tolle,tolə
lambsdorff,lambsdoɐf
heidemann,haiedeːman
roberto,ʁoːbeɐtoː
hilbert,hilbeɐt
julia,juːliaː
jentsch,jənt͡ʃ
heiden,haiedən
korsch,koɐʃ
gräfenberg,kʁefənbeɐk
scherchen,ʃeɐxən
aby,aby
warburg,vaɐbuɐk
ken,kən
rast,ʁast
deja,deːjaː
nixdorf,niksdoɐf
rosenfeld,ʁoːsənfelt
knorr,knoɐʁ
littmann,litman
habich,haːbix
mildenberger,mildənbeɐɡɐ
lorenzen,loːʀənt͡sən
margareta,maɐɡaːʀeːtaː
kozuch,koːt͡sux
schnelldorfer,ʃneldoɐfɐ
fırat,fıʁat
arslan,aɐslan
kahler,kaːlɐ
hoerle,hoeɐlə
kwast,kvast
herglotz,heɐklot͡s
schlagintweit,ʃlaːɡintvait
hüsch,hyʃ
eckart,ekaɐt
backhaus,bakhaus
kluck,kluk
lou,louː
bega,beːɡaː
barkhausen,baɐkhauhsən
moltmann,moltman
biedermann,biːdeɐman
bassermann,baseɐman
conon,koːnon
gabelentz,ɡaːbeːlənt͡s
tetzlaff,tet͡slaf
harun,haːʀun
farocki,faːʀoːkiː
hedwig,hetvik
élieser,éliːsɐ
kittel,kitel
abromeit,apʁoːmait
pfeiffer,p͡faifɐ
warzecha,vaɐt͡seːxaː
kaspar,kaspaɐ
weißenberger,vaisənbeɐɡɐ
verena,feːʀənaː
bentele,bəntelə
ehm,eːm
stich,ʃtix
bülow,byːlov
spindler,ʃpintlɐ
pauli,pauhliː
marggraf,maɐɡkʁaf
ferch,feɐx
augustus,auhɡustus
quirinus,kviːʀinus
rivinus,ʁiːfinus
amann,aman
träsch,tʁeʃ
troeltsch,tʁoelt͡ʃ
schmidberger,ʃmitbeɐɡɐ
schrodt,ʃʁot
brockhöft,pʁokhøft
reiter,ʁaitɐ
kaffer,kafɐ
högl,høɡl
richardis,ʁiːxaɐdis
tiessen,tiesən
jüttner,jytnɐ
landsberger,landsbeɐɡɐ
schottky,ʃotky
auerswald,aueɐsvalt
bouhler,bouːlɐ
ulreich,ulʁaix
heusinger,hoyhsiŋɐ
hasse,hasə
gliese,kliːsə
wild,vilt
hohenborn,hoːhənboɐn
junkers,juŋkeɐs
harnik,haɐnik
wenck,vənk
wassermann,vaseɐman
edgar,etɡaɐ
feuchtinger,foyxtiŋɐ
lurz,luɐt͡s
cramer,kʁamɐ
feldt,felt
steinweg,ʃtainvek
heydebreck,haidepʁek
fortunat,foɐtuːnat
kupfer,kup͡fɐ
hardegen,haɐdeːɡən
kathleen,katleːn
schnaas,ʃnaːs
hartmut,haɐtmut
bagger,bakɡɐ
wieker,viːkɐ
raelert,ʁaeːleɐt
kuhn,kuːn
roques,ʁokves
leichtentritt,laixtəntʁit
stechbarth,ʃtexbaɐt
baum,baum
anita,aniːtaː
pallenberg,palənbeɐk
zapf,t͡sap͡f
mischa,miːʃaː
zverev,t͡sfeːʀef
schramm,ʃʁam
wessel,vesel
herff,heɐf
jungermann,juŋeɐman
sanderling,zandeɐliŋk
schniewind,ʃniːvint
rudy,ʁudy
bibiana,biːbiaːna
steinhaus,ʃtainhaus
theophil,teofil
guichard,ɡuiːxaɐt
knoll,knol
braunschweigwolfenbüttel,pʁaunʃvaikvolfənbytel
oeder,oedɐ
gisèle,ɡiːsèlə
kaiser,kaisɐ
irmgard,iɐmɡaɐt
seefried,zeːfʁiːt
ehrhardt,eːɐhaɐt
sercan,zeɐkan
sararer,zaːʀaʁɐ
feridun,feːʀiːdun
zaimoglu,t͡saiemokluː
dassler,daslɐ
bianca,biankaː
richthofen,ʁixtoːfən
henschel,hənʃel
koberger,koːbeɐɡɐ
fritsch,fʁit͡ʃ
frießner,fʁiːsnɐ
luckmann,lukman
loerzer,loeɐt͡sɐ
berchtold,beɐxtolt
riemelt,ʁiːmelt
irina,iːʀinaː
korschunow,koɐʃuːnov
frei,fʁaie
gölz,ɡølt͡s
silja,ziljaː
biel,biːl
dominik,doːmiːnik
hauptmann,hauptman
maltzahn,malt͡saːn
langkeit,laŋkkait
rohde,ʁoːdə
adolfo,adolfoː
hohenstein,hoːhənstain
baur,bauɐ
guillaume,ɡuilaumə
dohr,doːɐ
weidler,vaitlɐ
busse,busə
wieland,viːlant
spamer,ʃpamɐ
fath,fat
baußnern,bausneɐn
herrigel,heɐʁiːɡel
wimmer,vimɐ
bormann,boɐman
tode,todə
wallberg,valbeɐk
bergsträsser,beɐɡstʁesɐ
lohse,loːsə
veronika,feːʀoːniːkaː
eberle,ebeɐlə
heidkamp,haitkamp
asch,aʃ
oka,okaː
nikolov,niːkoːlof
dornberger,doɐnbeɐɡɐ
oksana,oksaːna
chusovitina,xuːsoːfiːtinaː
ariane,aʀianə
seeliger,zeːliçɐ
neureuther,noyhʀoytɐ
iser,isɐ
schweighöfer,ʃvaikhøfɐ
engstler,ənɡstlɐ
burmester,buɐmestɐ
leiding,laiediŋk
tilly,tily
fleischer,flaiʃɐ
in,in
bartos,baɐtos
schmieder,ʃmiːdɐ
süß,zys
oppenheimer,opənhaimɐ
dujmovits,dujmoːfits
fleischhauer,flaiʃhauɐ
yıldıray,yıldıʁai
baştürk,baştyɐk
röttiger,ʁøtiçɐ
reinhart,ʁainhaɐt
ahlrichs,aːlʁiks
arnolt,aɐnolt
melanchthon,meːlanxton
felke,felkə
bonhoeffer,bonhoefɐ
thoma,toːmaː
axmann,aksman
geldern,ɡeldeɐn
hirschbiegel,hiɐʃbiːɡel
luck,luk
folger,folɡɐ
weinstein,vainstain
falk,falk
buchholz,buxholt͡s
strunz,ʃtʁunt͡s
kim,kim
dotcom,dotkom
elsasser,elsasɐ
lindbergh,lintbeɐɡh
christiansen,xʁistiansən
stennes,ʃtənnes
wehr,veːɐ
leonie,leoːniə
swann,svan
berling,beɐliŋk
tiemann,tieman
drewes,tʁeːves
sophia,zofiaː
platenhallermund,plaːtənhaleɐmunt
kneifel,knaiefel
pausewang,pauhseːvaŋk
kluge,kluɡə
ute,utə
lemper,lempɐ
sigismund,ziːɡismunt
sapper,zapɐ
dytrt,dytʁt
zender,t͡səndɐ
behnisch,beːniʃ
grodotzki,kʁoːdot͡skiː
heines,haiənes
wöhler,vøːlɐ
rad,ʁat
koppe,kopə
leko,leːkoː
könig,køːnik
lukas,luːkas
käsemann,keseːman
zimmer,t͡simɐ
habsburg,habsbuɐk
kipping,kipiŋk
lisicki,liːsikiː
charles,xaɐles
p,p
steinmetz,ʃtainmet͡s
fürmann,fyɐman
batz,bat͡s
esser,esɐ
haug,hauk
hellmann,helman
astrid,astʁit
kumbernuss,kumbeɐnus
heis,hais
keitel,kaietel
habermas,haːbeɐmas
hewel,heːvel
porsche,poɐʃə
loch,lox
zygmunt,t͡sykmunt
chychła,xyxłaː
klausener,klauhsənɐ
ria,ʁiaː
baran,baːʀan
marko,maɐkoː
baacke,baːkə
borris,boɐʁis
wotan,voːtan
wilke,vilkə
möhring,møːʀiŋk
kratochwil,kʁaːtoxvil
klages,klaːɡes
haenisch,haeːniʃ
gal,ɡal
cordula,koɐduːlaː
trantow,tʁantov
constantia,konstantiaː
cosel,koːsel
laschet,laːʃet
heimsoeth,haimsoet
mohnke,moːŋkə
zeitzler,t͡sait͡slɐ
honneth,honet
fothen,fotən
kaymer,kaimɐ
hehn,heːn
hold,holt
kowalski,koːvalskiː
elga,elɡaː
rother,ʁotɐ
bukowski,buːkovskiː
huschke,huʃkə
hanstein,hanstain
andrasch,antʁaʃ
starke,ʃtaɐkə
roloff,ʁoːlof
schüchter,ʃyxtɐ
mazuw,maːt͡suv
mohl,moːl
viktor,fiktoɐ
holtz,holt͡s
jun,jun
märkl,meɐkl
erasmus,eʀasmus
widmann,vitman
wisniewski,visniːvskiː
bode,bodə
pezzaiuoli,pet͡st͡saiuoːliː
liebers,liːbeɐs
schleich,ʃlaix
schneidhuber,ʃnaitubɐ
bornkamm,boɐŋkam
panzinger,pant͡siŋɐ
gansel,ɡansel
freimut,fʁaiemut
börngen,bøɐŋən
fabian,faːbian
schlabrendorff,ʃlapʁəndoɐf
wörner,vøɐnɐ
ursula,uɐsuːlaː
leyen,laiən
stephanie,ʃtefaːniə
beckert,beːkeɐt
ratjen,ʁatjən
schily,ʃily
faber,fabɐ
emanuel,emaːnuel
galen,ɡaːlən
stuhlmacher,ʃtuːlmaxɐ
boehm,boeːm
neerpasch,neːɐpaʃ
rani,ʁaːniː
dönitz,døːnit͡s
eisner,aisnɐ
bernauer,beɐnauɐ
drescher,tʁeʃɐ
junius,juːnius
holm,holm
sägebrecht,zeɡepʁext
kujat,kuːjat
mechthild,mextilt
sammel,zamel
deutsch,doyt͡ʃ
kerstin,keɐstin
gier,ɡiɐ
maurice,mauhʀikə
lenz,lənt͡s
bemelmans,beːmelmans
allien,aliːn
emmy,emy
edward,etvaɐt
lasker,laskɐ
rams,ʁams
rose,ʁosə
ausländer,auslendɐ
zypries,t͡sypʁiːs
rühmann,ʁyːman
pascal,paskal
bodmer,botmɐ
korn,koɐn
breithaupt,pʁaitaupt
schilling,ʃiliŋk
ende,əndə
tuiskon,tuiskon
ziller,t͡silɐ
eschenbach,eʃənbax
thielemann,tiːleːman
zeyher,t͡saihɐ
carolina,kaːʀoːliːnaː
schnädelbach,ʃnedelbax
roger,ʁoɡɐ
katrin,katʁin
zeller,t͡selɐ
hochhuth,hoxhut
rein,ʁain
merz,meɐt͡s
andechs,andeks
miller,milɐ
neuner,noynɐ
uhrmann,uːɐman
ketterle,keteɐlə
marquard,maʁkvaɐt
schenk,ʃənk
stauffenberg,ʃtaufənbeɐk
niedermeier,niːdeɐmaiɐ
tunay,tuːnai
torun,toːʀun
kristina,kʁistiənaː
mehmet,meːmet
ekici,ekiːki
harmel,haɐmel
radomski,ʁaːdomskiː
ströbinger,ʃtʁøːbiŋɐ
pfrengle,p͡fʁənklə
andersch,andeɐʃ
straßmann,ʃtʁasman
eißfeldt,aisfelt
zumwinkel,t͡sumviŋkel
jerome,jeːʀomə
froese,fʁoesə
hohenau,hoːheːnauh
nadja,natjaː
uhl,uːl
patrik,patʁik
sinkewitz,ziŋkeːvit͡s
riess,ʁiːs
eich,aix
flettner,fletnɐ
helck,helk
rilke,ʁilkə
dunst,dunst
burghart,buɐkhaɐt
klaußner,klausnɐ
vatke,fatkə
buck,buk
mirko,miɐkoː
egenolff,eɡeːnolf
prinz,pʁint͡s
pfleghar,p͡flekhaɐ
margit,maɐɡit
nünke,nyŋkə
mann,man
pachelbel,paːxelbel
senghas,zənkhas
bayer,baiɐ
ebertin,ebeɐtin
gericke,ɡeːʀikə
heini,haiəni
dittmar,ditmaɐ
valentini,faːləntiəni
schrempp,ʃʁemp
greiner,kʁainɐ
eberbach,ebeɐbax
neumayer,noyhmaiɐ
mitter,mitɐ
anders,andeɐs
schwarzschild,ʃvaɐt͡ʃilt
kempf,kemp͡f
brandenberger,pʁandənbeɐɡɐ
minna,minaː
specht,ʃpext
nicolai,niːkoːlaie
jaspers,jaspeɐs
mackensen,maːkənsən
geßler,ɡeslɐ
barbara,baɐbaːʀa
sukowa,zuːkoːvaː
windgassen,vintɡasən
henrich,hənʁix
focke,fokə
oberth,obeɐt
romy,ʁomy
frodeno,fʁoːdeːnoː
schmeisser,ʃmaisɐ
weigle,vaiklə
redel,ʁeːdel
alexandrine,aleksantʁinə
vaihinger,faieːiŋɐ
baumgarten,baumɡaɐtən
scheler,ʃelɐ
plessner,plesnɐ
fox,foks
diels,diːls
brentano,pʁəntaːnoː
lilli,liliː
palmer,palmɐ
botho,botoː
kohlmeyer,koːlmaiɐ
verheugen,feɐhoyhɡən
defregger,defʁekɡɐ
heym,haim
fallada,falaːda
gerstein,ɡeɐstain
granach,kʁaːnax
elyas,elyas
mbarek,mbaːʀek
wölfert,vølfeɐt
binder,bindɐ
wicki,viːki
kortner,koɐtnɐ
kubik,kuːbik
devid,deːfit
striesow,ʃtʁiːsov
baki,baːkiː
davrak,dafʁak
dorpmüller,doɐpmylɐ
diepgen,diːpɡən
uzi,uːt͡siː
rüttgers,ʁytɡeɐs
bayerlein,baieɐlain
piscator,piskaːtoɐ
denis,deːnis
moschitto,moːʃitoː
isabelle,iːsaːbelə
faust,faust
harlinghausen,haɐliŋkhauhsən
jansen,jansən
susanne,zuːsanə
miroslav,miːʀoslaf
klose,klosə
kästner,kestnɐ
student,ʃtuːdənt
hülkenberg,hylkənbeɐk
meister,maistɐ
knoche,knoxə
curse,kuɐsə
meinhof,mainhof
gropius,kʁoːpius
klopp,klop
mesut,meːsut
özil,øːt͡sil
sonny,zony
schöngarth,ʃøŋaɐt
berkel,beɐkel
topp,top
klepsch,klepʃ
clement,kleːmənt
hansjoachim,hansjoaːxim
grümmer,kʁymɐ
delbrück,delpʁyk
dessoir,desoiɐ
raoul,ʁaoul
hausmann,hausman
wojtek,vojtek
czyz,kt͡syt͡s
siegbert,ziːkbeɐt
tarrasch,taɐʁaʃ
rothmann,ʁotman
grieß,kʁiːs
lusser,lusɐ
cerne,keɐnə
gienger,ɡiːŋɐ
dühring,dyːʀiŋk
schroer,ʃʁoɐ
gieseking,ɡiːseːkiŋk
kautsky,kautsky
dehmel,deːmel
alder,aldɐ
courant,kouːʀant
tony,tony
winfried,vinfʁiːt
umland,umlant
herzberg,heɐt͡sbeɐk
eigen,aieɡən
rühe,ʁyːə
lars,laɐs
keilberth,kailbeɐt
schepmann,ʃepman
wassily,vasily
kandinsky,kandinsky
mathias,matias
deisenhofer,daiesənhofɐ
kolkwitz,kolkvit͡s
büttner,bytnɐ
bergius,beɐɡius
arnd,aɐnt
meier,maiɐ
scherenberg,ʃeːʀənbeɐk
saevecke,zaeːfekə
judith,juːdit
arndt,aɐnt
werckmeister,veɐkmaistɐ
nimke,nimkə
prey,pʁai
münster,mynstɐ
teuber,toybɐ
momper,mompɐ
weigel,vaieɡel
brussig,pʁusik
jawed,jaːvet
karim,kaːʀim
naujocks,nauhjoks
strasser,ʃtʁasɐ
ziegler,t͡siːklɐ
leyser,laisɐ
edzard,et͡saɐt
herfurth,heɐfuɐt
schenke,ʃənkə
malu,maːluː
dreyer,tʁaiɐ
redieß,ʁeːdiːs
barnack,baɐnak
moeller,moelɐ
nehring,neːʀiŋk
altenburg,altənbuɐk
ossi,osiː
oswalda,osvaldaː
henckels,hənkels
greta,kʁeːtaː
daum,daum
luigi,luiːɡi
colani,koːlaːniː
cramm,kʁam
weizenbaum,vaiet͡sənbaum
binding,bindiŋk
löwith,løːvit
cornelius,koɐneːlius
ott,ot
sala,zaːla
fitz,fit͡s
otl,otl
aicher,aixɐ
blumenberg,pluːmənbeɐk
nick,nik
heidfeld,haitfelt
auermann,aueɐman
rosberg,ʁosbeɐk
berg,beɐk
heß,hes
ehlers,eːleɐs
lagerfeld,laːɡeɐfelt
thomé,toːmé
spranger,ʃpʁaŋɐ
crüwell,kʁyːvel
hahn,haːn
jadassohn,jaːdasoːn
wundt,vunt
tennstedt,tənnstet
zur,t͡suɐ
hausen,hauhsən
