andrzej,andʐɛj
krasnosielc,krasnɔɕɛlt͡s
horodło,xɔrɔdwɔ
trzcianka,tʂt͡ɕanka
wałcz,vawt͡ʂ
kujawy,kujavɨ
smocza,smɔt͡ʂa
strzyżów,stʂɨʐuf
drezdenko,drɛzdɛnkɔ
władysławowo,vwadɨswavɔvɔ
przasnysz,pʂasnɨʂ
krynica,krɨɲit͡sa
morska,mɔrska
kościerzyna,kɔɕt͡ɕɛʐɨna
gostynin,ɡɔstɨɲin
mława,mwava
atlas,atlas
bohoniki,bɔxɔɲikʲi
przeworsk,pʂɛvɔrsk
krapkowice,krapkɔvit͡sɛ
dęblin,dɛmblin
mierzanowo,mjɛʐanɔvɔ
kruszyniany,kruʂɨɲanɨ
maków,makuf
reda,rɛda
kołbacz,kɔwbat͡ʂ
swobnica,sfɔbɲit͡sa
gronowo,ɡrɔnɔvɔ
elbląskie,ɛlblɔ̃skʲɛ
mazowiecka,mazɔvjɛt͡ska
potulice,pɔtulit͡sɛ
nisko,ɲiskɔ
krotoszyn,krɔtɔʂɨn
borowy,bɔrɔvɨ
smreczyński,smrɛt͡ʂɨɲskʲi
staw,staf
newag,nɛvak
piecki,pjɛt͡skʲi
rychliki,rɨxlikʲi
czaplinek,t͡ʂaplinɛk
grodków,ɡrɔtkuf
jasło,jaswɔ
szczecinek,ʂt͡ʂɛt͡ɕinɛk
pieniężno,pjɛɲɛ̃ʐnɔ
wiślica,viɕlit͡sa
chełmża,xɛwmʐa
bielsk,bjɛlsk
markusy,markusɨ
koźmin,kɔʑmin
popielno,pɔpjɛlnɔ
olkusz,ɔlkuʂ
konarzewo,kɔnaʐɛvɔ
jonkowo,jɔnkɔvɔ
wolsztyn,vɔlʂtɨn
polandrock,pɔlandrɔt͡sk
mokra,mɔkra
centrum,t͡sɛntrum
sieczychy,ɕɛt͡ʂɨxɨ
białoczerwone,bjawɔt͡ʂɛrvɔnɛ
iskry,iskrɨ
białochowo,bjawɔxɔvɔ
dębica,dɛmbit͡sa
drohiczyn,drɔxit͡ʂɨn
gołdap,ɡɔwdap
kwitajny,kfitajnɨ
pisz,piʂ
bielany,bjɛlanɨ
bielawa,bjɛlava
białołęka,bjawɔwɛŋka
nieszawa,ɲɛʂava
lipowina,lipɔvina
kozłów,kɔzwuf
biskupi,biskupi
ulanów,ulanuf
wilamowice,vilamɔvit͡sɛ
bierawa,bjɛrava
biskupia,biskupja
gorlice,ɡɔrlit͡sɛ
lubliniec,lubliɲɛt͡s
olecko,ɔlɛt͡skɔ
muszynianka,muʂɨɲanka
muszyna,muʂɨna
kramsk,kramsk
milejewo,milɛjɛvɔ
rydułtowy,rɨduwtɔvɨ
pszczyna,pʂt͡ʂɨna
ciechocinek,t͡ɕɛxɔt͡ɕinɛk
przysucha,pʂɨsuxa
józefów,juzɛfuf
binarowa,binarɔva
kamieniec,kamjɛɲɛt͡s
ząbkowicki,zɔmpkɔvit͡skʲi
bierutów,bjɛrutuf
brodnica,brɔdɲit͡sa
kowary,kɔvarɨ
grybów,ɡrɨbuf
kiełczygłów,kʲɛwt͡ʂɨɡwuf
redłowo,rɛdwɔvɔ
sulmierzyce,sulmjɛʐɨt͡sɛ
walewice,valɛvit͡sɛ
klecina,klɛt͡ɕina
sołtys,sɔwtɨs
baborówko,babɔrufkɔ
głogówek,ɡwɔɡuvɛk
szczytno,ʂt͡ʂɨtnɔ
cedynia,t͡sɛdɨɲa
chojna,xɔjna
głuszyca,ɡwuʂɨt͡sa
reszel,rɛʂɛl
poniatowa,pɔɲatɔva
olesno,ɔlɛsnɔ
rudy,rudɨ
sanniki,sanɲikʲi
siemkowice,ɕɛmkɔvit͡sɛ
namysłów,namɨswuf
milicz,milit͡ʂ
bojanowo,bɔjanɔvɔ
rogoźno,rɔɡɔʑnɔ
górowo,ɡurɔvɔ
iławeckie,iwavɛt͡skʲɛ
susz,suʂ
głubczyce,ɡwupt͡ʂɨt͡sɛ
sulęcin,sulɛnt͡ɕin
ludomy,ludɔmɨ
skoczów,skɔt͡ʂuf
strzelin,stʂɛlin
dynów,dɨnuf
lubawa,lubava
wieleń,vjɛlɛɲ
polanów,pɔlanuf
sieraków,ɕɛrakuf
prabuty,prabutɨ
paczków,pat͡ʂkuf
pokój,pɔkuj
burkatów,burkatuf
końskie,kɔɲskʲɛ
bolków,bɔlkuf
sośnicowice,sɔɕɲit͡sɔvit͡sɛ
trzebieszowice,tʂɛbjɛʂɔvit͡sɛ
kalinowo,kalinɔvɔ
koleje,kɔlɛjɛ
szczuczyn,ʂt͡ʂut͡ʂɨn
odra,ɔdra
trzebnica,tʂɛbɲit͡sa
pruszcz,pruʂt͡ʂ
karlino,karlinɔ
prochowice,prɔxɔvit͡sɛ
maszewo,maʂɛvɔ
motor,mɔtɔr
domek,dɔmɛk
wyrzysk,vɨʐɨsk
wyszków,vɨʂkuf
czerwieńsk,t͡ʂɛrvjɛɲsk
nowogard,nɔvɔɡart
miłki,miwkʲi
czernica,t͡ʂɛrɲit͡sa
pobierowo,pɔbjɛrɔvɔ
dzierżoniów,d͡ʑɛʐ̇ɔɲuf
ostrowiec,ɔstrɔvjɛt͡s
świętokrzyski,ɕfjɛntɔkʂɨskʲi
brzeszcze,bʐɛʂt͡ʂɛ
torpedownia,tɔrpɛdɔvɲa
orzysz,ɔʐɨʂ
płoskinia,pwɔskʲiɲa
mirosławiec,mirɔswavjɛt͡s
kisielice,kʲiɕɛlit͡sɛ
kozienice,kɔʑɛɲit͡sɛ
pełczyce,pɛwt͡ʂɨt͡sɛ
niepołomice,ɲɛpɔwɔmit͡sɛ
mieszkowice,mjɛʂkɔvit͡sɛ
pasłęk,paswɛŋk
jaronty,jarɔntɨ
sorkwity,sɔrkfitɨ
prusy,prusɨ
jawor,javɔr
pracze,prat͡ʂɛ
odrzańskie,ɔdʐaɲskʲɛ
długosiodło,dwuɡɔɕɔdwɔ
gniewkowo,ɡɲɛfkɔvɔ
kobylin,kɔbɨlin
owiesno,ɔvjɛsnɔ
oberek,ɔbɛrɛk
tolkmicko,tɔlkmit͡skɔ
motoarena,mɔtɔarɛna
perzów,pɛʐuf
sas,sas
noski,nɔskʲi
otyń,ɔtɨɲ
oława,ɔwava
dziwnów,d͡ʑivnuf
stary,starɨ
koprzywnica,kɔpʂɨvɲit͡sa
kock,kɔt͡sk
więcbork,vjɛnt͡sbɔrk
janów,januf
libiąż,libjɔ̃ʂ
granica,ɡraɲit͡sa
polskorosyjska,pɔlskɔrɔsɨjska
turek,turɛk
debrzno,dɛbʐnɔ
bystrzyca,bɨstʂɨt͡sa
kłodzka,kwɔd͡ska
skaryszew,skarɨʂɛf
nowosądeckie,nɔvɔsɔndɛt͡skʲɛ
lubomino,lubɔminɔ
stama,stama
srebrna,srɛbrna
autostrada,aftɔstrada
szydłowiec,ʂɨdwɔvjɛt͡s
izbicko,izbit͡skɔ
chorzele,xɔʐɛlɛ
ciechanowiec,t͡ɕɛxanɔvjɛt͡s
jurata,jurata
gorce,ɡɔrt͡sɛ
sztynort,ʂtɨnɔrt
skwierzyna,skfjɛʐɨna
sobótka,sɔbutka
małomice,mawɔmit͡sɛ
radków,ratkuf
kuźnica,kuʑɲit͡sa
sierpc,ɕɛrpt͡s
stadion,stadjɔn
oporowska,ɔpɔrɔfska
brok,brɔk
witkowo,vitkɔvɔ
różan,ruʐan
karpacki,karpat͡skʲi
szamocin,ʂamɔt͡ɕin
czarny,t͡ʂarnɨ
pod,pɔt
rysami,rɨsami
kotwica,kɔtfit͡sa
polonii,pɔlɔɲji
modlin,mɔdlin
wołów,vɔwuf
malinka,malinka
alstom,alstɔm
konstal,kɔnstal
sokołów,sɔkɔwuf
działdowo,d͡ʑawdɔvɔ
haczów,xat͡ʂuf
dobrzyń,dɔbʐɨɲ
wisłą,viswɔ̃
bychawa,bɨxava
kietrz,kʲɛtʂ
marki,markʲi
enter,ɛntɛr
pyrzowice,pɨʐɔvit͡sɛ
stawiguda,staviɡuda
nowogrodziec,nɔvɔɡrɔd͡ʑɛt͡s
polregio,pɔlrɛɡʲjɔ
szczawnica,ʂt͡ʂavɲit͡sa
toszek,tɔʂɛk
olsztynek,ɔlʂtɨnɛk
prószków,pruʂkuf
stawiszyn,staviʂɨn
pro,prɔ
europa,ɛvrɔpa
viadrina,vjadrina
mokotów,mɔkɔtuf
glacensis,ɡlat͡sɛnɕis
jeziorany,jɛʑɔranɨ
trzemeszno,tʂɛmɛʂnɔ
ustroń,ustrɔɲ
łuknajno,wuknajnɔ
niemodlin,ɲɛmɔdlin
wilczęta,vilt͡ʂɛnta
rybno,rɨbnɔ
praga,praɡa
postomino,pɔstɔminɔ
koniecpol,kɔɲɛt͡spɔl
dobczyce,dɔpt͡ʂɨt͡sɛ
kazimierza,kaʑimjɛʐa
służba,swuʐba
bezpieczeństwa,bɛspjɛt͡ʂɛɲstfa
otmuchów,ɔtmuxuf
czorsztyn,t͡ʂɔrʂtɨn
czerniejewo,t͡ʂɛrɲɛjɛvɔ
kwilcz,kfilt͡ʂ
powidz,pɔvid͡s
lubawka,lubafka
drzewica,dʐɛvit͡sa
strzelno,stʂɛlnɔ
przemków,pʂɛmkuf
małopolski,mawɔpɔlskʲi
wyścig,vɨɕt͡ɕik
młynary,mwɨnarɨ
nowosądecki,nɔvɔsɔndɛt͡skʲi
lubiszyn,lubiʂɨn
lelkowo,lɛlkɔvɔ
wydminy,vɨdminɨ
jerzmanowa,jɛʐmanɔva
krajna,krajna
janowice,janɔvit͡sɛ
wielkie,vjɛlkʲɛ
działoszyn,d͡ʑawɔʂɨn
warcino,vart͡ɕinɔ
drobin,drɔbin
jastrzębski,jastʂɛmpskʲi
jazz,jazs
forum,fɔrum
mielno,mjɛlnɔ
huta,xuta
gopło,ɡɔpwɔ
fabryczna,fabrɨt͡ʂna
krzyki,kʂɨkʲi
słońsk,swɔɲsk
lotyń,lɔtɨɲ
czarne,t͡ʂarnɛ
wiśnicz,viɕɲit͡ʂ
lutynia,lutɨɲa
korczyn,kɔrt͡ʂɨn
sępopol,sɛmpɔpɔl
psie,pɕɛ
pole,pɔlɛ
trzebiechów,tʂɛbjɛxuf
ludźmierz,lud͡ʑmjɛʂ
obra,ɔbra
redzikowo,rɛd͡ʑikɔvɔ
golina,ɡɔlina
ochota,ɔxɔta
orange,ɔranɡɛ
wprost,fprɔst
jagniątków,jaɡɲɔntkuf
krzyż,kʂɨʂ
swornegacie,sfɔrnɛɡat͡ɕɛ
stężyca,stɛ̃ʐɨt͡sa
kruklanki,kruklankʲi
paniówki,paɲufkʲi
flota,flɔta
blachownia,blaxɔvɲa
reality,rɛalitɨ
pump,pump
studios,studjɔs
dobre,dɔbrɛ
nowogród,nɔvɔɡrut
bobrzański,bɔbʐaɲskʲi
targówek,tarɡuvɛk
orneta,ɔrnɛta
murów,muruf
rembertów,rɛmbɛrtuf
gazeta,ɡazɛta
komprachcice,kɔmpraxt͡ɕit͡sɛ
koszęcin,kɔʂɛnt͡ɕin
łomianki,wɔmjankʲi
inowłódz,inɔvwud͡s
rudnik,rudɲik
sanem,sanɛm
zwoleń,zvɔlɛɲ
ulikowo,ulikɔvɔ
siechnice,ɕɛxɲit͡sɛ
małujowice,mawujɔvit͡sɛ
polpharma,pɔlpxarma
polskie,pɔlskʲɛ
radio,radjɔ
łosice,wɔɕit͡sɛ
wierzchowo,vjɛʂxɔvɔ
wrocławskie,vrɔt͡swafskʲɛ
koperniki,kɔpɛrɲikʲi
niepokalanów,ɲɛpɔkalanuf
nałęczów,nawɛnt͡ʂuf
krobielowice,krɔbjɛlɔvit͡sɛ
sztutowo,ʂtutɔvɔ
tarczyn,tart͡ʂɨn
budowlani,budɔvlaɲi
tuchów,tuxuf
zawichost,zavixɔst
skała,skawa
ursynów,ursɨnuf
pomarańczowa,pɔmaraɲt͡ʂɔva
alternatywa,altɛrnatɨva
oksywie,ɔksɨvjɛ
wojczyce,vɔjt͡ʂɨt͡sɛ
łemkowszczyzna,wɛmkɔfʂt͡ʂɨzna
krakowski,krakɔfskʲi
szybki,ʂɨpkʲi
tramwaj,tramvaj
kolej,kɔlɛj
warszawskowiedeńska,varʂafskɔvjɛdɛɲska
gryf,ɡrɨf
skierbieszów,skʲɛrbjɛʂuf
kolporter,kɔlpɔrtɛr
krzeszów,kʂɛʂuf
polskosłowacka,pɔlskɔswɔvat͡ska
polskoczeska,pɔlskɔt͡ʂɛska
impel,impɛl
tyszowce,tɨʂɔft͡sɛ
pilawa,pilava
korybut,kɔrɨbut
tyrawa,tɨrava
wołoska,vɔwɔska
metalmania,mɛtalmaɲa
wiadomości,vjadɔmɔɕt͡ɕi
tłuszcz,twuʂt͡ʂ
rzeczenica,ʐɛt͡ʂɛɲit͡sa
zabór,zabur
rogalin,rɔɡalin
widzewa,vid͡zɛva
zagórz,zaɡuʂ
starowa,starɔva
oksza,ɔkʂa
nur,nur
łojewo,wɔjɛvɔ
pobóg,pɔbuk
pławnica,pwavɲit͡sa
concordia,t͡sɔnt͡sɔrdja
oporów,ɔpɔruf
miłów,miwuf
radwanice,radvaɲit͡sɛ
łodzia,wɔd͡ʑa
wigry,viɡrɨ
korwin,kɔrvin
jelita,jɛlita
koczała,kɔt͡ʂawa
filmweb,filmvɛp
orawa,ɔrava
garbów,ɡarbuf
gościejewice,ɡɔɕt͡ɕɛjɛvit͡sɛ
demblin,dɛmblin
resovia,rɛsɔvja
szczepanów,ʂt͡ʂɛpanuf
bińcze,biɲt͡ʂɛ
orońsko,ɔrɔɲskɔ
skytaxi,skɨtaxi
inoujście,inɔvjɕt͡ɕɛ
sokole,sɔkɔlɛ
czerwień,t͡ʂɛrvjɛɲ
dzietrzychowice,d͡ʑɛtʂɨxɔvit͡sɛ
potępa,pɔtɛmpa
puchar,puxar
ekstraklasy,ɛkstraklasɨ
skalmierzyce,skalmjɛʐɨt͡sɛ
piaśnica,pjaɕɲit͡sa
podporucznik,pɔtpɔrut͡ʂɲik
prądy,prɔndɨ
czarnca,t͡ʂarnt͡sa
potok,pɔtɔk
górny,ɡurnɨ
tessen,tɛssɛn
szczakowianka,ʂt͡ʂakɔvjanka
magnuszew,maɡnuʂɛf
liga,liɡa
koszykówki,kɔʂɨkufkʲi
lipnica,lipɲit͡sa
dunowo,dunɔvɔ
mokrzeszów,mɔkʂɛʂuf
wizna,vizna
wierzbica,vjɛʐbit͡sa
strzyżno,stʂɨʐnɔ
dołhobyczów,dɔwxɔbɨt͡ʂuf
drzonków,dʐɔnkuf
stare,starɛ
siołkowice,ɕɔwkɔvit͡sɛ
waliszów,valiʂuf
mogielnica,mɔɡʲɛlɲit͡sa
korczak,kɔrt͡ʂak
rymanów,rɨmanuf
bug,buk
białowieża,bjawɔvjɛʐa
parczew,part͡ʂɛf
buczkowice,but͡ʂkɔvit͡sɛ
winna,vinna
tułowice,tuwɔvit͡sɛ
lusowo,lusɔvɔ
sky,skɨ
leśnica,lɛɕɲit͡sa
krościenko,krɔɕt͡ɕɛnkɔ
okrzejska,ɔkʂɛjska
dwikozy,dvikɔzɨ
krasiczyn,kraɕit͡ʂɨn
raciechowice,rat͡ɕɛxɔvit͡sɛ
falenty,falɛntɨ
piwnice,pivɲit͡sɛ
bielsko,bjɛlskɔ
plan,plan
balcerowicza,balt͡sɛrɔvit͡ʂa
leliwa,lɛliva
bożepole,bɔʐɛpɔlɛ
ławice,wavit͡sɛ
biesal,bjɛsal
skarbimierz,skarbimjɛʂ
widzieńsko,vid͡ʑɛɲskɔ
pisanka,pisanka
ślepowron,ɕlɛpɔvrɔn
bałtyk,bawtɨk
podgórze,pɔdɡuʐɛ
lubicz,lubit͡ʂ
muszynka,muʂɨnka
grabowo,ɡrabɔvɔ
kuryłówka,kurɨwufka
balin,balin
konstantynów,kɔnstantɨnuf
święta,ɕfjɛnta
myców,mɨt͡suf
krasne,krasnɛ
waga,vaɡa
małkinia,mawkʲiɲa
bogacko,bɔɡat͡skɔ
palmiry,palmirɨ
tuszów,tuʂuf
narodowy,narɔdɔvɨ
kampinos,kampinɔs
borek,bɔrɛk
janowiec,janɔvjɛt͡s
radoszyce,radɔʂɨt͡sɛ
głogowiec,ɡwɔɡɔvjɛt͡s
hala,xala
orbita,ɔrbita
jaśliska,jaɕliska
gronówko,ɡrɔnufkɔ
rożnów,rɔʐnuf
barwinek,barvinɛk
chichy,xixɨ
otok,ɔtɔk
żuławy,ʐuwavɨ
wiślane,viɕlanɛ
kedyw,kɛdɨf
guty,ɡutɨ
góraszka,ɡuraʂka
open'er,ɔpɛn'ɛr
dębniki,dɛmbɲikʲi
lednicki,lɛdɲit͡skʲi
pierzchowice,pjɛʂxɔvit͡sɛ
szklarnia,ʂklarɲa
trefl,trɛfl
kruszewnia,kruʂɛvɲa
rejowiec,rɛjɔvjɛt͡s
falenica,falɛɲit͡sa
czyżyny,t͡ʂɨʐɨnɨ
popowo,pɔpɔvɔ
tomyśl,tɔmɨɕl
bara,bara
barany,baranɨ
barkowo,barkɔvɔ
barninek,barɲinɛk
zwanowice,zvanɔvit͡sɛ
samson,samsɔn
abrahamowicz,abraxamɔvit͡ʂ
baszków,baʂkuf
batorowo,batɔrɔvɔ
wenecja,vɛnɛt͡sja
chojniczanka,xɔjɲit͡ʂanka
strachocina,straxɔt͡ɕina
arrinera,arrinɛra
przewóz,pʂɛvus
białków,bjawkuf
błonie,bwɔɲɛ
błotnica,bwɔtɲit͡sa
boruta,bɔruta
borzęcino,bɔʐɛnt͡ɕinɔ
biskupice,biskupit͡sɛ
budzieszowce,bud͡ʑɛʂɔft͡sɛ
blizne,bliznɛ
rugby,ruɡbɨ
strachomin,straxɔmin
sala,sala
kongresowa,kɔnɡrɛsɔva
szachy,ʂaxɨ
cuiavia,t͡sujavja
chochołów,xɔxɔwuf
bogacka,bɔɡat͡ska
brombergost,brɔmbɛrɡɔst
wyszecino,vɨʂɛt͡ɕinɔ
czajcze,t͡ʂajt͡ʂɛ
werblinia,vɛrbliɲa
debrza,dɛbʐa
denhoff,dɛnxɔff
popowice,pɔpɔvit͡sɛ
trzebiatkowa,tʂɛbjatkɔva
czerkiesy,t͡ʂɛrkʲɛsɨ
działyń,d͡ʑawɨɲ
gaboń,ɡabɔɲ
droglowice,drɔɡlɔvit͡sɛ
gapinin,ɡapiɲin
gapionka,ɡapjɔnka
drzewice,dʐɛvit͡sɛ
dębinka,dɛmbinka
drzonowo,dʐɔnɔvɔ
wałeckie,vawɛt͡skʲɛ
gdów,ɡduf
drzonów,dʐɔnuf
dubno,dubnɔ
henryków,xɛnrɨkuf
dłużek,dwuʐɛk
inka,inka
gwarek,ɡvarɛk
echo,ɛxɔ
dnia,dɲa
głodowo,ɡwɔdɔvɔ
jodłowa,jɔdwɔva
jeżyce,jɛʐɨt͡sɛ
jaczew,jat͡ʂɛf
kuzawa,kuzava
potoka,pɔtɔka
kije,kʲijɛ
janki,jankʲi
jankowice,jankɔvit͡sɛ
okopy,ɔkɔpɨ
kamionek,kamjɔnɛk
klonowo,klɔnɔvɔ
janówek,januvɛk
jastrzębie,jastʂɛmbjɛ
jasionka,jaɕɔnka
karpin,karpin
hruszowice,xruʂɔvit͡sɛ
dom,dɔm
sierot,ɕɛrɔt
krzysztoforzyce,kʂɨʂtɔfɔʐɨt͡sɛ
malhowice,malxɔvit͡sɛ
mamerki,mamɛrkʲi
kręcko,krɛnt͡skɔ
mnich,mɲix
limża,limʐa
mokronos,mɔkrɔnɔs
koziczyn,kɔʑit͡ʂɨn
kurzna,kuʐna
lipnik,lipɲik
morasko,mɔraskɔ
lipina,lipina
marymont,marɨmɔnt
mozów,mɔzuf
małoszyce,mawɔʂɨt͡sɛ
krasice,kraɕit͡sɛ
dolna,dɔlna
mańki,maɲkʲi
renesans,rɛnɛsans
lubień,lubjɛɲ
migi,miɡʲi
narew,narɛf
millward,millvart
brown,brɔvn
odporyszów,ɔtpɔrɨʂuf
nieciecza,ɲɛt͡ɕɛt͡ʂa
oględów,ɔɡlɛnduf
makowiska,makɔviska
ninino,ɲiɲinɔ
nieradowice,ɲɛradɔvit͡sɛ
okęcie,ɔkɛnt͡ɕɛ
olszanowo,ɔlʂanɔvɔ
czarnowo,t͡ʂarnɔvɔ
dobra,dɔbra
podlesie,pɔdlɛɕɛ
podmurowaniec,pɔdmurɔvaɲɛt͡s
patrzyków,patʂɨkuf
podładzin,pɔdwad͡ʑin
podzamcze,pɔd͡zamt͡ʂɛ
perna,pɛrna
polmot,pɔlmɔt
holding,xɔldink
ostrowik,ɔstrɔvik
ogólnopolska,ɔɡulnɔpɔlska
olimpiada,ɔlimpjada
młodzieży,mwɔd͡ʑɛʐɨ
pęgów,pɛŋɡuf
przekop,pʂɛkɔp
wisły,viswɨ
przegorzały,pʂɛɡɔʐawɨ
racot,rat͡sɔt
sandrecki,sandrɛt͡skʲi
rozwadów,rɔzvaduf
rucewko,rut͡sɛfkɔ
rucewo,rut͡sɛvɔ
mały,mawɨ
wielki,vjɛlkʲi
radomierzyce,radɔmjɛʐɨt͡sɛ
radolin,radɔlin
setniki,sɛtɲikʲi
galeria,ɡalɛrja
sfera,sfɛra
przysieka,pʂɨɕɛka
sianno,ɕannɔ
przyłęk,pʂɨwɛŋk
siedlec,ɕɛdlɛt͡s
zgrupowanie,zɡrupɔvaɲɛ
siekowo,ɕɛkɔvɔ
psary,psarɨ
chata,xata
sowin,sɔvin
spała,spawa
ryńsk,rɨɲsk
górnika,ɡurɲika
skokówka,skɔkufka
stara,stara
kopernia,kɔpɛrɲa
stanisławów,staɲiswavuf
rębiechowo,rɛmbjɛxɔvɔ
sadków,satkuf
szymany,ʂɨmanɨ
trzy,tʂɨ
korony,kɔrɔnɨ
tabaszowa,tabaʂɔva
tarczek,tart͡ʂɛk
tursk,tursk
wiejkowo,vjɛjkɔvɔ
justowska,justɔfska
węgrzce,vɛŋɡʂt͡sɛ
wiewiórka,vjɛvjurka
wolbromek,vɔlbrɔmɛk
wrocanka,vrɔt͡sanka
użranki,uʐrankʲi
victoria,vit͡stɔrja
koronowo,kɔrɔnɔvɔ
zabrodzie,zabrɔd͡ʑɛ
wilkszyn,vilkʂɨn
winiary,viɲarɨ
zabłędza,zabwɛnd͡za
zacharzyce,zaxaʐɨt͡sɛ
wirów,viruf
wręczyca,vrɛnt͡ʂɨt͡sa
zbiersk,zbjɛrsk
wrzosowo,vʐɔsɔvɔ
zawiszów,zaviʂuf
witoszów,vitɔʂuf
wasylów,vasɨluf
łopuszna,wɔpuʂna
wydrzynów,vɨdʐɨnuf
zegrze,zɛɡʐɛ
pomorskie,pɔmɔrskʲɛ
zdęgówko,zdɛŋɡufkɔ
łukowice,wukɔvit͡sɛ
brzeskie,bʐɛskʲɛ
wysoka,vɨsɔka
łącko,wɔnt͡skɔ
niedabyl,ɲɛdabɨl
łężce,wɛ̃ʂt͡sɛ
projekt,prɔjɛkt
bieńkowice,bjɛɲkɔvit͡sɛ
święciny,ɕfjɛnt͡ɕinɨ
anin,aɲin
akson,aksɔn
studio,studjɔ
bytovia,bɨtɔvja
bytów,bɨtuf
chodaków,xɔdakuf
białoławki,bjawɔwafkʲi
żerniki,ʐɛrɲikʲi
dudowe,dudɔvɛ
stawki,stafkʲi
gaj,ɡaj
cuprum,t͡suprum
fca,ft͡sa
poland,pɔlant
polskoradziecka,pɔlskɔrad͡ʑɛt͡ska
pradziad,prad͡ʑat
szeszupa,ʂɛʂupa
huby,xubɨ
suche,suxɛ
gądów,ɡɔnduf
głuszyna,ɡwuʂɨna
główna,ɡwuvna
herody,xɛrɔdɨ
rotunda,rɔtunda
rury,rurɨ
samionka,samjɔnka
rybi,rɨbi
różanka,ruʐanka
seksty,sɛkstɨ
wikimedia,vikʲimɛdja
rędzin,rɛnd͡ʑin
strachowice,straxɔvit͡sɛ
siwe,ɕivɛ
gąsienicowa,ɡɔ̃ɕɛɲit͡sɔva
szczepin,ʂt͡ʂɛpin
pawłowicka,pavwɔvit͡ska
tuchlin,tuxlin
tarnogaj,tarnɔɡaj
wierzbnik,vjɛʐbɲik
wierzynek,vjɛʐɨnɛk
tyrkło,tɨrkwɔ
warnołty,varnɔwtɨ
toporowy,tɔpɔrɔvɨ
wyżni,vɨʐɲi
widawa,vidava
wojszyce,vɔjʂɨt͡sɛ
zarudzie,zarud͡ʑɛ
łęg,wɛŋk
świniary,ɕfiɲarɨ
złotniki,zwɔtɲikʲi
łagisza,waɡʲiʂa
chorąży,xɔrɔ̃ʐɨ
polona,pɔlɔna
kiermasz,kʲɛrmaʂ
filharmonia,filxarmɔɲa
narodowa,narɔdɔva
gajowice,ɡajɔvit͡sɛ
fonografika,fɔnɔɡrafika
iwiny,ivinɨ
klębów,klɛmbuf
kozanów,kɔzanuf
wielkopolskie,vjɛlkɔpɔlskʲɛ
kościelniki,kɔɕt͡ɕɛlɲikʲi
księże,kɕɛ̃ʐɛ
kuźniki,kuʑɲikʲi
marszowice,marʂɔvit͡sɛ
lipa,lipa
piotrowska,pjɔtrɔfska
lubomir,lubɔmir
maślice,maɕlit͡sɛ
mogiła,mɔɡʲiwa
muchobór,muxɔbur
machina,maxina
opera,ɔpɛra
nova,nɔva
naramowice,naramɔvit͡sɛ
orzegów,ɔʐɛɡuf
niałek,ɲawɛk
okartowo,ɔkartɔvɔ
niedźwiedzi,ɲɛd͡ʑvjɛd͡ʑi
róg,ruk
osobowice,ɔsɔbɔvit͡sɛ
niklas,ɲiklas
ostra,ɔstra
ostre,ɔstrɛ
ołtaszyn,ɔwtaʂɨn
słowo,swɔvɔ
pilczyce,pilt͡ʂɨt͡sɛ
partynice,partɨɲit͡sɛ
pośrednik,pɔɕrɛdɲik
prowent,prɔvɛnt
opus,ɔpus
film,film
stabłowice,stabwɔvit͡sɛ
polskoduńska,pɔlskɔduɲska
smartwings,smartfinks
itaka,itaka
superpharm,supɛrpxarm
ptasi,ptaɕi
raj,raj
małki,mawkʲi
wkra,fkra
piast,pjast
kino,kʲinɔ
świat,ɕfjat
zbrojeniowa,zbrɔjɛɲɔva
energylandia,ɛnɛrɡɨlandja
otoka,ɔtɔka
nowoczesna,nɔvɔt͡ʂɛsna
brochów,brɔxuf
przesmyk,pʂɛsmɨk
suwalski,suvalskʲi
big,bik
brother,brɔtxɛr
sokół,sɔkuw
kleczew,klɛt͡ʂɛf
spichrz,spixʂ
hydropolis,xɨdrɔpɔlis
derby,dɛrbɨ
bydgoszczy,bɨdɡɔʂt͡ʂɨ
wroclavia,vrɔt͡slavja
ryanair,rjanajr
sun,sun
grom,ɡrɔm
wiosna,vjɔsna
moya,mɔja
autoportret,aftɔpɔrtrɛt
lewica,lɛvit͡sa
erofoto,ɛrɔfɔtɔ
inter,intɛr
europol,ɛvrɔpɔl
competition,t͡sɔmpɛtitjɔn
wójt,vujt
nusantara,nusantara
pani,paɲi
eunice,ɛvɲit͡sɛ
niska,ɲiska
kuyavianpomeranian,kujavjanpɔmɛraɲan
voivodeship,vɔivɔdɛsxip
europe,ɛvrɔpɛ
frycz,frɨt͡ʂ
avelon,avɛlɔn
thomas,txɔmas
godoj,ɡɔdɔj
gosławski,ɡɔswafskʲi
kożuchowska,kɔʐuxɔfska
reichranicki,rɛjxraɲit͡skʲi
mlynkova,mlɨnkɔva
igo,iɡɔ
sym,sɨm
gawryluk,ɡavrɨluk
tavares,tavarɛs
ryłko,rɨwkɔ
boczarska,bɔt͡ʂarska
skrodzki,skrɔd͡skʲi
polony,pɔlɔnɨ
pilch,pilx
jankowskacieślak,jankɔfskat͡ɕɛɕlak
ostałowska,ɔstawɔfska
olbiński,ɔlbiɲskʲi
éric,ɛ́rit͡s
srecki,srɛt͡skʲi
chromin,xrɔmin
bortkiewicz,bɔrtkʲɛvit͡ʂ
czernystefańska,t͡ʂɛrnɨstɛfaɲska
