gerónimo,제로니모,jeronimo
olalquiaga,올랄키아가,olralkiaga
escanes,에스카네스,eseukaneseu
anssumane,안수,ansu
ahn,안,an
sybilla,시빌라,sibilra
barreda,바레다,bareda
avanthay,아반타이,abantai
palazón,팔라손,palrason
alcaraz,알카라즈,alkarajeu
perezsomarriba,페레스소마리바,pereseusomariba
ane,아네,ane
mintegi,민테히,mintehi
burillo,부리요,buriyo
escorihuela,에스코리우엘라,eseukoriuelra
tornero,토르네로,toreunero
regás,레가스,regaseu
yeremi,예레미,yeremi
aysha,아이샤,aisya
daraaui,다라우이,daraui
ezzalzouli,에잘줄리,ejaljulri
portería,포르테리아,poreuteria
lanuza,라누사,ranusa
mikecrack,마이크크랙,maikeukeuraeg
berge,베르헤,bereuhe
martinchique,마르틴치케,mareutincike
apolo,아폴로,apolro
marra,마라,mara
bajcetic,바이체티치,baicetici
corao,코라오,korao
cesáreo,세사레오,sesareo
bustillo,부스티요,buseutiyo
iturralde,이투랄데,ituralde
sambola,삼볼라,sambolra
pello,펠로,pelro
otxandiano,오찬디아노,ocandiano
espanglish,스팽글리쉬,seupaenggeulriswi
chimalhuacán,치말루아칸,cimalruakan
tlaquepaque,틀라케파케,teulrakepake
nezahualcóyotl,시우다드네사우알코요틀,siudadeunesaualkoyoteul
teotihuacan,테오티우아칸,teotiuakan
uruapan,우루아판,uruapan
agua,아구아,agua
prieta,프리에타,peurieta
apaxco,아팍스코,apagseuko
tarahumaras,타라우마라족,taraumarajog
palenque,팔렌케,palrenke
mr,미스터,miseuteo
gay,게이,gei
jaltenco,할텡코,haltengko
partido,이탈리아,italria
siglo,서독,seodog
científicos,과학당,gwahagdang
izúcar,이주카르,ijukareu
kanasín,카나신,kanasin
texas,멕시코령,megsikoryeong
moroleón,모롤레온,morolreon
progreso,프로그레소,peurogeureso
toluca,톨루카,tolruka
aaa,이,i
nextlalpan,넥스틀랄판,negseuteulralpan
puerto,푸에토,pueto
peñasco,페냐스코,penyaseuko
metro,멕시코시티,megsikositi
cdmx,지하철,jihaceol
triple,아스테카,aseuteka
alianza,제국,jegug
tlatelolco,틀라텔롤코,teulratelrolko
municipio,모렐로스,morelroseu
tianguistenco,티안구이스텐코,tianguiseutenko
águila,아길라,agilra
vaqueros,바케로스,bakeroseu
bacalar,바칼라르,bakalrareu
comalcalco,코말카꼬,komalkaggo
tristessa,트리스테사,teuriseutesa
cozumel,코주멜,kojumel
fresnillo,프레스닐로,peureseunilro
veracruzana,대학교,daehaggyo
motul,모툴,motul
muralismo,벽화주의,byeoghwajuyi
tuxtla,투스틀라,tuseuteulra
piedras,피에드라스,piedeuraseu
negras,네그라스,negeuraseu
grandes,그란데스,geurandeseu
madero,마데로,madero
ferromex,페로멕스,peromegseu
orizaba,오리자바,orijaba
fortín,포틴,potin
tiburones,티부로네스,tiburoneseu
delicias,델리카스,delrikaseu
cholula,촐룰라,colrulra
papantla,파판틀라,papanteulra
golfo,골포,golpo
tultepec,툴테펙,tultepeg
solano,솔라노,solrano
explosiones,산,san
pirotecnia,폭죽,pogjug
pablito,사고,sago
refugio,레푸지오,repujio
butifarra,보티파라,botipara
portbou,포르트보우,poreuteubou
dosrius,도스리우스,doseuriuseu
blanes,블라네스,beulraneseu
mediterráneo,메디테라네오,mediteraneo
castillala,카스티야라만차,kaseutiyaramanca
mancha,지방,jibang
rayo,라요,rayo
vallecano,바예카노,bayekano
europea,고속도로,gosogdoro
autovía,오토비아,otobia
meseta,메세타,meseta
sur,수르,sureu
catoria,카토이라,katoira
sora,소라,sora
ponferradaorense,고속도로,gosogdoro
mañón,마뇬,manyon
república,카탈루냐,katalrunya
catalana,공화국,gonghwagug
alvia,비비아,bibia
vélezblanco,벨레즈블랑코,belrejeubeulrangko
valladolidleón,고속도로,gosogdoro
montmaneu,만트마네우,manteumaneu
dialecto,안달루시아,andalrusia
andaluz,방언,bangeon
getxo,게초,geco
guadiana,과디아나,gwadiana
milá,밀라,milra
valdastillas,발다스티야스,baldaseutiyaseu
suroccidente,수로시엔테,surosiente
asturiano,아스투리아노,aseuturiano
moriscos,모리스코,moriseuko
tribunal,스페인,seupein
supremo,대법원,daebeobweon
zubizuri,주비주리,jubijuri
teulada,테울라다,teulrada
algorta,알고르타,algoreuta
abadal,아바달,abadal
barranca,바랑카,barangka
periódico,페리오디코,periodiko
catalunya,카탈루냐,katalrunya
oro,세기,segi
andalucía,안달루시아,andalrusia
autopista,오토피스타,otopiseuta
ocañala,로다,roda
roda,고속도로,gosogdoro
carral,카랄,karal
pizjuán,피스후안,piseuhuan
cañizo,카니조,kanijo
noroeste,노로스테,noroseute
atlántico,아틀란티코,ateulrantiko
pungín,푼싱,punsing
oleiros,올레이로스,olreiroseu
vascoaragonesa,바스코아라고네사,baseukoaragonesa
mini,미니,mini
estadi,에스타디,eseutadi
fuerzas,스페인의,seupeinyi
armadas,군사,gunsa
euromed,유로메드,yuromedeu
matalascañas,마탈라스카냐스,matalraseukanyaseu
arteijo,아르테이쇼,areuteisyo
hala,알라,alra
pyro,파이로,pairo
studios,스튜디오,seutyudio
rianjo,리안쇼,riansyo
galicia,국가,gugga
pullmantur,팔마툰,palmatun
lacón,라콘,rakon
montblanch,몬블랑,monbeulrang
sporting,스포팅,seupoting
news,뉴스,nyuseu
calçotada,칼소타다,kalsotada
carrer,라,ra
indústria,인두스트리아,induseuteuria
queso,마온,maon
mahónmenorca,치즈,cijeu
nordeste,노르데스테,noreudeseute
idiazabal,치즈,cijeu
ruta,데,de
plata,고속도로,gosogdoro
central,센트럴,senteureol
música,스페인의,seupeinyi
extremeña,익스트레마두라,igseuteuremadura
jávea,샤비아,syabia
norte,노르테,noreute
navarra,나바라,nabara
cultura,컬투라,keoltura
lugosantiago,데,de
leónastorga,고속도로,gosogdoro
melón,멜론,melron
con,콘,kon
jamón,하몬,hamon
ribagorza,리바고르자,ribagoreuja
pirineo,피리네오,pirineo
vigofrontera,국경,guggyeong
portuguesa,고속도로,gosogdoro
lugoorense,고속도로,gosogdoro
chiva,치바,ciba
altiplano,알티플라노,altipeulrano
almansajátiva,고속도로,gosogdoro
belalcázar,벨랄카사르,belralkasareu
badajozgranada,고속도로,gosogdoro
tierra,티에라,tiera
zaragozamediterráneo,고속도로,gosogdoro
madridtoledo,고속도로,gosogdoro
pedrizas,페드리사,pedeurisa
pontevedravigo,고속도로,gosogdoro
oviedola,에스피나,eseupina
espina,고속도로,gosogdoro
oviedovillaviciosa,고속도로,gosogdoro
jiloca,질로카,jilroka
pirenaica,피레네이카,pireneika
tarragonamontblanch,고속도로,gosogdoro
ebro,에브로,ebeuro
cantabriameseta,칸타브리아메세타,kantabeuriameseta
monfortechantada,고속도로,gosogdoro
este,에스테,eseute
linaresalbacete,고속도로,gosogdoro
duero,두에로,duero
alcarria,알카리아,alkaria
mariña,마리냐,marinya
realpuertollano,고속도로,gosogdoro
luz,루즈,rujeu
cedeira,세데이라,sedeira
cantábrico,칸타브리코,kantabeuriko
abanca,데,de
eusko,바스크,baseukeu
abendaren,지방의,jibangyi
ereserkia,국가,gugga
pacto,이베리아,iberia
ibérico,조약,joyag
ferroviaria,철도,ceoldo
fútbol,푸트볼,puteubol
vallecas,바예카스,bayekaseu
narón,나롱,narong
edificabilidad,용적률,yongjeogryul
les,레스,reseu
ortigueira,오르티게이라,oreutigeira
laracha,아라라차,araraca
masía,마시아,masia
lasarteoria,라사르테오리아,rasareuteoria
lousame,로우사메,rousame
festival,소나르,sonareu
sónar,페스티벌,peseutibeol
constitucional,헌법재판소,heonbeobjaepanso
carcagente,카르카익센트,kareukaigsenteu
cuntis,쿤티스,kuntiseu
torrebeses,토레베세스,torebeseseu
fiestas,스페인의,seupeinyi
españolas,공휴일,gonghyuil
suroeste,수로에스테,suroeseute
nevadacosta,네바다코스타,nebadakoseuta
tropical,트로피칼,teuropikal
mudéjar,무데하르,mudehareu
open,맥도날드,maegdonaldeu
mcdonald's,챔피언십,caempieonsib
pescaíto,페스카도,peseukado
frito,프리토,peurito
ons,온스섬,onseuseom
primer,본초,bonco
solidaridad,솔리다리다드,solridaridadeu
grandeza,그란데스,geurandeseu
escuela,스페인,seupein
diplomática,외교관학교,oegyogwanhaggyo
chinaespaña,관계,gwangye
pórtol,포르톨,poreutol
oeste,오에스테,oeseute
cesaracosta,세사라코스타,sesarakoseuta
futfem,페메니나,pemenina
jerónimos,헤로니모스,heronimoseu
españafrancia,관계,gwangye
saraqusta,사라쿠스타,sarakuseuta
evelop,이벨롭,ibelrob
crimen,스페인의,seupeinyi
en,범죄,beomjoe
frontera,스페인이탈리아,seupeinitalria
españaitalia,국경,guggyeong
diada,페스타,peseuta
sant,산,san
españaguineabissau,관계,gwangye
unidos,연합,yeonhab
ábside,애프스,aepeuseu
tabernas,타베르나스,tabereunaseu
jacobea,순례길,sunryegil
biblioteca,발레아레스,balreareseu
parlamento,의회,yihoe
illes,문서,munseo
balears,서비스,seobiseu
femenino,페메니노,pemenino
navarraguipúzcoa,고속도로,gosogdoro
palma,팔마데마요르카,palmademayoreuka
cadiz,카디스,kadiseu
terrassa,테라사,terasa
canary,카나리아,kanaria
islands,제도,jedo
comunitat,발렌시아,balrensia
valenciana,지방,jibang
south,수르,sureu
airport,공항,gonghang
balearic,발레아레스,balreareseu
europe,유럽,yureob
zumarraga,수마라가,sumaraga
gomera,섬,seom
montjuïc,몬주이크,monjuikeu
pasaia,파사이아,pasaia
nevada,산맥,sanmaeg
mexico,멕시코,megsiko
socorro,섬,seom
tequixquiac,테킥스키악,tekigseukiag
