françois,프랑수아,peurangsua
bonne,이트카,iteuka
luxembourg,왕녀,wangnyeo
gwladys,글라디스,geulradiseu
épangue,에팡그,epanggeu
otar,오타르,otareu
iosseliani,이오셀리아니,ioselriani
raïs,라이스,raiseu
m'bolhi,므볼리,meubolri
djamel,자멜,jamel
abdoun,압둔,abdun
moussa,무사,musa
cheikh,세킴,sekim
m'bengue,음벵게,eumbengge
mac,마크,makeu
mahon,마옹,maong
shapplin,샤플랭,syapeulraeng
davout,다부,dabu
vincent,뱅상,baengsang
auriol,오리올,oriol
bouchez,부셰즈,busyejeu
delhomme,들롬,deulrom
leonor,레오노르,reonoreu
varela,바렐라,barelra
dorléac,도를레아크,doreulreakeu
weber,베베르,bebereu
ellul,엘륄,elrwil
gopefenepej,고페페네페즈,gopepenepejeu
jeandaniel,장다니엘,jangdaniel
akpaakpro,아크파아크프로,akeupaakeupeuro
julia,쥘리아,jwilria
kristeva,크리스테바,keuriseuteba
patricia,파트리시아,pateurisia
kaas,카스,kaseu
nikola,니콜라,nikolra
karabatic,카라바티치,karabatici
jérémie,제레미,jeremi
bréchet,브레슈,beuresyu
trintignant,트랭티냥,teuraengtinyang
adélaïde,아델라이드,adelraideu
labilleguiard,라비유기아르,rabiyugiareu
erik,에리크,erikeu
orsenna,오르세나,oreusena
ninon,니농,ninong
lenclos,랑클로,rangkeulro
amélie,아멜리,amelri
d'orléans,도를레앙,doreulreang
deanna,디애나,diaena
durbin,더빈,deobin
mouton,무통,mutong
récamier,레카미에,rekamie
falconet,팔코네,palkone
rolle,롤,rol
modot,모도,modo
balibar,발리바르,balribareu
capoue,카푸에,kapue
tabanou,타바누,tabanu
carré,카레,kare
aurier,오리에,orie
rivière,리비에르,ribiereu
lafont,라퐁,rapong
mathilde,마틸드,matildeu
breillat,브레야,beureya
lebrun,르브룅,reubeuroeng
pagnol,파뇰,panyol
coty,코티,koti
arletty,아를레티,areulreti
jeanne,잔,jan
hébuterne,에뷔테른,ebwitereun
gieseking,기제킹,gijeking
jouvet,주베,jube
chaïm,카임,kaim
soutine,수틴,sutin
ossip,오시프,osipeu
zadkine,자드킨,jadeukin
vassily,바실리,basilri
kandinsky,칸딘스키,kandinseuki
wanda,반다,banda
landowska,란도프스카,randopeuseuka
prosper,프로스페르,peuroseupereu
mérimée,메리메,merime
dior,디오르,dioreu
monnet,모네,mone
atget,아제,aje
moritz,모리츠,moriceu
moszkowski,모슈코프스키,mosyukopeuseuki
delaroche,들라로슈,deulrarosyu
cécile,세실,sesil
chaminade,샤미나드,syaminadeu
madeleine,마들렌,madeulren
scudéry,스퀴데리,seukwideri
gilson,질송,jilsong
reynaud,레노,reno
faidutti,페뒤티,pedwiti
patachou,파타슈,patasyu
régine,레진,rejin
crespin,크레스팽,keureseupaeng
charlesmaurice,샤를모리스,syareulmoriseu
talleyrandpérigord,탈레랑페리고르,talrerangperigoreu
linda,린다,rinda
baros,바로스,baroseu
marieclaire,마리클레르,marikeulrereu
mattler,마틀레,mateulre
marlène,마를렌,mareulren
harnois,아르누아,areunua
mesguich,메스귀치,meseugwici
friedrich,프리드리히,peurideurihi
burgmüller,부르크뮐러,bureukeumwilreo
constantin,콩스탕탱,kongseutangtaeng
karlheinz,카를하인츠,kareulhainceu
förster,푀르슈터,poereusyuteo
gilbert,질베르,jilbereu
bécaud,베코,beko
raffarin,라파랭,raparaeng
aron,아롱,arong
alexa,알렉사,alregsa
davalos,다발로스,dabalroseu
boétie,보에티,boeti
alison,앨리슨,aelriseun
moyet,모예,moye
sollers,솔레르스,solrereuseu
lévybruhl,레비브륄,rebibeurwil
cavanna,카바나,kabana
enrico,엔리코,enriko
macias,마샤스,masyaseu
beate,베아테,beate
klarsfeld,클라르스펠트,keulrareuseupelteu
breton,브르통,beureutong
lefebvre,르페브르,reupebeureu
denis,드니,deuni
ségara,세가라,segara
joris,요리스,yoriseu
ivens,이벤스,ibenseu
frank,프랑크,peurangkeu
lebœuf,르뵈프,reuboepeu
desny,데스니,deseuni
jeanbedel,장베델,jangbedel
bokassa,보카사,bokasa
pascale,파스칼,paseukal
arbillot,아르비요,areubiyo
uffie,어피,eopi
elsa,엘자,elja
lunghini,룅기니,roenggini
back,백,baeg
laura,로라,rora
flessel,플레셀콜로비크,peulreselkolrobikeu
vuillard,뷔야르,bwiyareu
valerie,밸러리,baelreori
harper,하퍼,hapeo
mariejosée,마리조제,marijoje
croze,크로즈,keurojeu
yourcenar,유르스나르,yureuseunareu
laroque,라로크,rarokeu
corbel,코르벨,koreubel
rafidine,라피딘,rapidin
abdullah,압둘라,abdulra
giraudo,지로도,jirodo
aure,아우레,aure
atika,아티카,atika
nora,노라,nora
arnezeder,아르네제더,areunejedeo
anastasia,아나스타샤,anaseutasya
griffith,그리피스,geuripiseu
olivi,올리비,olribi
thomas,토마,toma
couture,쿠튀르,kutwireu
enzo,엔조,enjo
dietze,디체,dice
claudius,클라우드,keulraudeu
dornier,도르니에,doreunie
kastler,카스틀레르,kaseuteulrereu
janequin,잔캥,jankaeng
mireille,미레유,mireyu
wendelin,벤델린,bendelrin
werner,베르너,bereuneo
laforêt,라포레트,raporeteu
chantal,샹탈,syangtal
akerman,아케르만,akereuman
yvette,이베트,ibeteu
guilbert,길베르,gilbereu
mariechristine,마리크리스틴,marikeuriseutin
barrault,바로,baro
digne,디뉴,dinyu
olga,올가,olga
kurylenko,쿠릴렌코,kurilrenko
thom,톰,tom
hadamard,아다마르,adamareu
mariefrance,마리프랑스,maripeurangseu
pisier,피지에,pijie
fanny,파니,pani
valette,발레트,balreteu
sara,사라,sara
forestier,포레스티에,poreseutie
marina,마리나,marina
hands,핸즈,haenjeu
yung,융,yung
faure,포르,poreu
fossey,포세,pose
sandra,상드라,sangdeura
milo,밀로,milro
maréchal,마레샬,maresyal
koechlin,케클랭,kekeulraeng
sérusier,세뤼지에,serwijie
lucie,뤼시,rwisi
décosse,데코스,dekoseu
quinton,캥통,kaengtong
béart,베아르,beareu
prévert,프레베르,peurebereu
depardieu,드파르디외,deupareudioe
moustaki,무스타키,museutaki
jacquesbénigne,자크베니뉴,jakeubeninyu
bossuet,보쉬에,boswie
bréal,브레알,beureal
fermat,페르마,pereuma
jaoui,자우이,jaui
lusignan,뤼지냥,rwijinyang
clayderman,클레데르망,keulredereumang
saxe,삭스,sagseu
mathé,마테,mate
altéry,알테리,alteri
vlady,블라디,beulradi
sylvie,실비,silbi
vartan,바르탕,bareutang
natalie,나탈리,natalri
dessay,드세이,deusei
christa,크리스타,keuriseuta
ludwig,루트비히,ruteubihi
devos,드보스,deuboseu
vlaminck,블라맹크,beulramaengkeu
blanchard,블랑샤르,beulrangsyareu
bon,봉,bong
despentes,데팡트,depangteu
ramadier,라마디에,ramadie
grothendieck,그로텐디크,geurotendikeu
enesco,에네스쿠,eneseuku
mazarin,마자랭,majaraeng
sami,사미,sami
bouajila,부아질라,buajilra
lelouch,를루슈,reulrusyu
gambetta,강베타,gangbeta
mauss,모스,moseu
caillebotte,카유보트,kayuboteu
piccoli,피콜리,pikolri
eva,에바,eba
antoinealexandre,앙투안알렉상드르,angtuanalregsangdeureu
barbier,바르비에,bareubie
assouekotto,아수에코토,asuekoto
romy,로미,romi
rivette,리베트,ribeteu
vaultier,볼티에,boltie
broquedis,브로크디,beurokeudi
rosa,로자,roja
bonheur,보뇌르,bonoereu
chénier,셰니에,syenie
limonov,리모노프,rimonopeu
janet,자네,jane
muller,뮐러,mwilreo
takis,타키스,takiseu
zaz,자즈,jajeu
zazie,자지,jaji
guillemin,기유맹,giyumaeng
labouré,라부레,rabure
œhmichen,에미션,emisyeon
tigana,티가나,tigana
lily,릴리,rilri
pons,폰스,ponseu
poincaré,푸앵카레,puaengkare
alizée,알리제,alrije
hermite,에르미트,ereumiteu
marais,마레,mare
houllier,울리에,ulrie
claudel,클로델,keulrodel
léaud,레오,reo
hassan,하산,hasan
yebda,옙다,yebda
lattre,라트르,rateureu
tassigny,타시니,tasini
jeanpaul,장폴,jangpol
gaultier,고티에,gotie
lothaire,로테르,rotereu
demba,뎀바,demba
ba,바,ba
debré,드브레,deubeure
dado,다도,dado
pršo,프르쇼,peureusyo
boughéra,부게라,bugera
el,엘,el
ouafi,와피,wapi
jeanmarie,장마리,jangmari
lustiger,뤼스티제,rwiseutije
jeanvictor,장빅토르,jangbigtoreu
poncelet,퐁슬레,pongseulre
milla,밀라,milra
melville,멜빌,melbil
sablon,사블롱,sabeulrong
testud,테스튀,teseutwi
shy'm,샤임,syaim
masséna,마세나,masena
caterina,캐터리나,kaeteorina
valente,발렌트,balrenteu
jeandedieu,장드디외,jangdeudioe
soult,술트,sulteu
grévy,그레비,geurebi
mauriac,모리아크,moriakeu
seán,숀,syon
macbride,맥브라이드,maegbeuraideu
kristina,크리스티나,keuriseutina
mladenovic,믈라데노비치,meulradenobici
fallières,팔리에르,palriereu
saad,사드,sadeu
hariri,하리리,hariri
cop,콥,kob
ségolène,세골렌,segolren
royal,루아얄,ruayal
zygmunt,지그문트,jigeumunteu
krasiński,크라신스키,keurasinseuki
loubet,루베,rube
benjamin,뱅자맹,baengjamaeng
stambouli,스탐불리,seutambulri
coppola,코폴라,kopolra
kossi,코시,kosi
agassa,아가사,agasa
kapo,카포,kapo
brian,브라이언,beuraieon
joubert,주베르,jubereu
ibert,이베르,ibereu
christopher,크리스토퍼,keuriseutopeo
tolkien,톨킨,tolkin
despiau,데스피오,deseupio
lacan,라캉,rakang
paire,페르,pereu
léonin,레오냉,reonaeng
gouled,굴레드,gulredeu
aptidon,압티돈,abtidon
taine,텐,ten
nathalie,나탈리,natalri
sarraute,사로트,saroteu
edmund,에드먼드,edeumeondeu
dene,딘,din
morel,모렐,morel
toulouselautrec,툴루즈로트레크,tulrujeuroteurekeu
johan,조앙,joang
micoud,미쿠,miku
dubuffet,뒤뷔페,dwibwipe
chris,크리스,keuriseu
marker,마르케,mareuke
desnos,데스노스,deseunoseu
farnèse,파르네세,pareunese
claudehenri,클로드앙리,keulrodeuangri
rouvroy,루브루아,rubeurua
saintsimon,루브루아,rubeurua
yasmina,야스미나,yaseumina
reza,레자,reja
desmoulins,데물랭,demulraeng
ruelle,뤼엘,rwiel
hilaire,힐레어,hilreeo
belloc,벨럭,belreog
gaydamak,가이다마크,gaidamakeu
radiguet,라디게,radige
cantona,캉토나,kangtona
gracq,그라크,geurakeu
jackson,잭슨,jaegseun
richardson,리처드슨,riceodeuseun
kees,키스,kiseu
van,반,ban
dongen,동겐,donggen
veil,베유,beyu
vikash,비카슈,bikasyu
dhorasoo,도라소,doraso
nicolaslouis,루이니콜라,ruinikolra
vauquelin,보클랭,bokeulraeng
debord,드보르,deuboreu
jacqueslouis,자크루이,jakeurui
coubertin,쿠베르탱,kubereutaeng
jourdan,주르당,jureudang
yves,이브,ibeu
bonnefoy,본푸아,bonpua
bérégovoy,베레고부아,beregobua
pierrelouis,피에르루이,piereurui
lions,리옹,riong
janssen,장센,jangsen
obertan,오베르탕,obereutang
barras,바라스,baraseu
belle,벨,bel
cocteau,콕토,kogto
jacquesyves,자크,jakeu
cousteau,쿠스토,kuseuto
moreau,모로,moro
touraine,투렌,turen
broglie,브로이,beuroi
macdonald,마크도날,makeudonal
leroux,르루,reuru
villani,빌라니,bilrani
amin,아민,amin
djimi,지미,jimi
hubert,위베르,wibereu
beuveméry,뵈브메리,boebeumeri
gorz,고르츠,goreuceu
bruel,브뤼엘,beurwiel
berri,베리,beri
cardin,가르뎅,gareudeng
helberg,헬버그,helbeogeu
carlo,카를로,kareulro
ponti,폰티,ponti
romains,로맹,romaeng
tahar,타하르,tahareu
jelloun,젤룬,jelrun
belmondo,벨몬도,belmondo
d'artois,다르투아,dareutua
engelbrecht,엥겔브레히트,enggelbeurehiteu
roxane,록산,rogsan
duran,뒤랑,dwirang
samba,삼바,samba
cuny,퀴니,kwini
sofiane,소피안,sopian
feghouli,페굴리,pegulri
mba,음바,eumba
candela,캉델라,kangdelra
green,그린,geurin
gaillard,가야르,gayareu
louÿs,루이스,ruiseu
péguy,페기,pegi
card,카드,kadeu
stefan,슈테판,syutepan
sagmeister,자그마이스터,jageumaiseuteo
louismarie,루이마리,ruimari
grignion,그리그뇽,geurigeunyong
montfort,몽포르,mongporeu
hansgeorg,한스게오르크,hanseugeoreukeu
pflaum,플라움,peulraum
clemenceau,클레망소,keulremangso
fréhel,프레헬,peurehel
jeannot,자노,jano
szwarc,슈와르크,syuwareukeu
lannoy,라누아,ranua
gaël,가엘,gael
kakuta,카퀴타,kakwita
milan,밀란,milran
kundera,쿤데라,kundera
braille,브라유,beurayu
cziffra,치프라,cipeura
dreyfus,드레퓌스,deurepwiseu
zenatti,제나티,jenati
penverne,팡베른,pangbereun
maga,마가,maga
rodolphe,루돌프,rudolpeu
kreutzer,크로이처,keuroiceo
aurel,오렐,orel
chagall,샤갈,syagal
dupont,뒤퐁,dwipong
panis,파니스,paniseu
violette,바이올렛,baiolres
szabo,스자보,seujabo
lassez,라세즈,rasejeu
d'auvergne,도베르뉴,dobereunyu
ehresmann,에레스만,ereseuman
olivia,올리비아,olribia
havilland,하빌랜드,habilraendeu
emir,에밀,emil
kusturica,쿠스투리차,kuseuturica
cuvier,퀴비에,kwibie
bongo,봉고,bonggo
marielle,마리엘,mariel
goitschel,구아첼,guacel
bertrand,베르트랑,bereuteurang
tavernier,타베르니에,tabereunie
dubois,뒤부아,dwibua
mathilda,마틸다,matilda
may,메이,mei
nebbou,네브부,nebeubu
souleymane,술레만,sulreman
doukara,두카라,dukara
audrey,오드레,odeure
tautou,토투,totu
abbé,아베,abe
capucine,카푸치네,kapucine
lemerre,르메르,reumereu
lolo,롤로,rolro
ferrari,페라리,perari
abedi,아베디,abedi
pelé,펠레,pelre
abdelkader,압델카데르,abdelkadereu
ghezzal,게잘,gejal
horwitz,호위츠,howiceu
lino,리노,rino
ventura,벤투라,bentura
bettina,베티나,betina
rheims,림스,rimseu
sacha,사샤,sasya
guitry,기트리,giteuri
mathias,마티아스,matiaseu
énard,에나르,enareu
luc,뤼크,rwikeu
montagnier,몽타니에,mongtanie
obraniak,오브라니아크,obeuraniakeu
soko,소코,soko
fillon,피용,piyong
mandelbrot,망델브로,mangdelbeuro
sergueï,세르게이,sereugei
prokoudinegorski,프로쿠딘고르스키,peurokudingoreuseuki
weah,웨아,wea
sheryfa,셰리파,syeripa
luna,루나,runa
abdoulay,압둘라이,abdulrai
konko,콩코,kongko
prêtre,프레트르,peureteureu
jimmy,지미,jimi
briand,브리앙,beuriang
bartoli,바르톨리,bareutolri
hoffmann,호프만,hopeuman
allais,알레,alre
moissan,무아상,muasang
houellebecq,우엘베크,uelbekeu
papiss,파피스,papiseu
vigny,비니,bini
deschanel,데샤넬,desyanel
carole,카롤,karol
montillet,몽티예,mongtiye
berthe,베르트,bereuteu
morisot,모리조,morijo
lambert,랑베르,rangbereu
givet,지베,jibe
chevalier,슈발리에,syubalrie
bureau,뷔로,bwiro
sofia,소피아,sopia
boutella,부텔라,butelra
lemercier,르메르시에,reumereusie
jarre,자르,jareu
sisley,시슬레,siseulre
amaury,아모리,amori
vassili,바실리,basilri
helenio,엘레니오,elrenio
herrera,에레라,erera
peguy,페기,pegi
luyindula,루인둘라,ruindulra
christanval,크리스탕발,keuriseutangbal
mamadou,마마두,mamadu
grignard,그리냐르,geurinyareu
bessières,베시에르,besiereu
thorez,토레즈,torejeu
fauré,포레,pore
leconte,르콩트,reukongteu
lisle,릴,ril
andrée,앙드레,angdeure
joly,졸리,jolri
roland,롤랑,rolrang
joffé,조페,jope
butor,뷔토르,bwitoreu
fernando,페르난도,pereunando
arrabal,아라발,arabal
malebranche,말브랑슈,malbeurangsyu
jeanlouis,장루이,jangrui
giraudoux,지로두,jirodu
moktar,모크타르,mokeutareu
ould,울드,uldeu
daddah,다다,dada
braunberger,보롱베르제,borongbereuje
ľubomír,류보미르,ryubomireu
moravčík,모라우치크,moraucikeu
auteuil,오퇴유,otoeyu
sabatier,사바티에,sabatie
tirole,티롤,tirol
julio,훌리오,hulrio
cortázar,코르타사르,koreutasareu
fantinlatour,팡탱라투르,pangtaengratureu
dugarry,뒤가리,dwigari
jordan,조르당,joreudang
lazare,라자르,rajareu
carnot,카르노,kareuno
barthélemy,바르텔레미,bareutelremi
boganda,보간다,boganda
tardieu,타르디외,tareudioe
montand,몽탕,mongtang
dassin,다신,dasin
levy,레비,rebi
signoret,시뇨레,sinyore
delphine,델핀,delpin
seyrig,세리그,serigeu
surya,수리아,suria
bonaly,보날리,bonalri
yanne,얀,yan
binoche,비노슈,binosyu
brialy,브리알리,beurialri
ardant,아르당,areudang
huppert,위페르,wipereu
adjani,아자니,ajani
sheila,셰일라,syeilra
chardy,샤르디,syareudi
rude,뤼드,rwideu
michael,마이클,maikeul
lonsdale,롱스달,rongseudal
anthar,안타르,antareu
yahia,야히아,yahia
meillet,메이예,meiye
d'amboise,당부아즈,dangbuajeu
dumézil,뒤메질,dwimejil
bastos,바스투스,baseutuseu
clavier,클라비에,keulrabie
magendie,마장디,majangdi
jacquard,자카드,jakadeu
michelet,미슐레,misyulre
deneuve,드뇌브,deunoebeu
mikaël,미카엘,mikael
silvestre,실베스트르,silbeseuteureu
annie,아니,ani
girardot,지라르도,jirareudo
giono,지오노,jiono
tsugouharu,후지타,hujita
foujita,쓰구하루,sseuguharu
spassky,스파스키,seupaseuki
gille,질,jil
kiberlain,키베를랭,kibereulraeng
cabanel,카바넬,kabanel
monique,모니크,monikeu
wittig,위티그,witigeu
alejandro,알레한드로,alrehandeuro
jodorowsky,호도로프스키,hodoropeuseuki
chautemps,쇼탕,syotang
rochefort,로슈포르,rosyuporeu
brasseur,브라쇠르,beurasoereu
badiou,바디우,badiu
méchain,메셍,meseng
gobineau,고비노,gobino
aimé,에메,eme
sabine,사빈,sabin
azéma,아제마,ajema
bouquet,부케,buke
baye,바이,bai
galabru,갈라브루,galrabeuru
hiam,히암,hiam
abbass,아바스,abaseu
vitry,비트리,biteuri
genette,주네트,juneteu
utrillo,위트릴로,witeurilro
gaspar,가스파,gaseupa
noé,노에,noe
noiret,누아레,nuare
taglioni,타글리오니,tageulrioni
younès,유네스,yuneseu
kaboul,카불,kabul
mustapha,무스타파,museutapa
hadji,하지,haji
n'gog,은고그,eungogeu
reicha,라이하,raiha
delon,들롱,deulrong
timothée,티모테,timote
kolodziejczak,콜로지에이차크,kolrojieicakeu
belhanda,벨랑다,belrangda
kalonymus,칼로니무스,kalronimuseu
sanda,상다,sangda
ariane,아리안,arian
mnouchkine,므누슈킨,meunusyukin
edwige,에드비주,edeubiju
fenech,페네치,peneci
nadine,나딘,nadin
dana,다나,dana
allix,알릭스,alrigseu
frey,프레이,peurei
lorik,로리크,rorikeu
cana,차나,cana
nabil,나빌,nabil
zhar,자르,jareu
broca,브로카,beuroka
sautet,소테,sote
lehn,렌,ren
claudia,클라우디아,keulraudia
cardinale,카르디날레,kareudinalre
anouilh,아누이,anui
barthes,바르트,bareuteu
noémie,노에미,noemi
lenoir,르누아르,reunuareu
gerda,게르다,gereuda
wegener,베게너,begeneo
pinel,피넬,pinel
kassim,카심,kasim
abdallah,압달라,abdalra
joakim,조아킴,joakim
bakaye,바카예,bakaye
leclair,르클레르,reukeulrereu
bénigne,베니뉴,beninyu
dauvergne,도베르뉴,dobereunyu
saintmars,생마르스,saengmareuseu
delpy,델피,delpi
ahmed,아메드,amedeu
bella,벨라,belra
kadaré,카다레,kadare
florence,플로랑스,peulrorangseu
devouard,드부아르,deubuareu
amel,아멜,amel
bent,벤트,benteu
beatrice,비어트리스,bieoteuriseu
rosen,로즌,rojeun
bidault,비도,bido
madjid,마지드,majideu
bougherra,부게라,bugera
giresse,지레스,jireseu
feindouno,팽두노,paengduno
adel,아델,adel
taarabt,타랍,tarab
haroche,아로슈,arosyu
marot,마로,maro
hinault,이노,ino
bozon,보종,bojong
musset,뮈세,mwise
clermont,클레르몽,keulrereumong
l'ermite,레르미트,rereumiteu
rocher,로셰,rosye
ozon,오종,ojong
clerc,클레르크,keulrereukeu
loti,로티,roti
sol,솔,sol
bamba,밤바,bamba
nadir,나디르,nadireu
