lionel,リオネル
fano,ファノ
giannichedda,ジャンニケッダ
eberardo,エベラルド
pavesi,パヴェージ
mike,マイク
d'antoni,ダントーニ
joseph,ジョゼフ
bonanno,ボナンノ
cecon,チェコン
caucchioli,カウッキオーリ
bitossi,ビトッシ
alberione,アルベリオーネ
artemide,アルテミデ
zatti,ザッティ
ernesto,エルネスト
ventola,ヴェントラ
chicchi,キッキ
grecia,エラザス
aquilani,アクィラーニ
iaquinta,イアクインタ
meazza,メアッツァ
thiago,ティアゴ
benedetto,ベネデット
croce,クローチェ
fiorenzo,フィオレンツォ
magni,マーニ
pigozzi,ピゴッツィ
panetta,パネッタ
ficcadenti,フィッカデンティ
cadalora,カダローラ
quinziato,クインツィアート
simoncelli,シモンチェリ
bettino,ベッティーノ
craxi,クラクシ
rodari,ロダーリ
lorenzi,ロレンツィ
padovese,パドヴェーゼ
souleymane,スレイマン
diamoutene,ディアムテーヌ
accardo,アッカルド
lugano,ルガーノ
sorrentino,ソレンティーノ
raggi,ラッジ
moriero,モリエーロ
sollima,ソッリマ
tafi,タフィ
bagnoli,バニョーリ
gelindo,ジェリンド
bordin,ボルディン
celentano,チェレンターノ
badoglio,バドリオ
mirka,ミルカ
panatta,パナッタ
malori,マローリ
marzio,マルツィオ
bruseghin,ブルセギン
bailetti,バイレッティ
occhialini,オキャリーニ
marcato,マルカート
vasco,ヴァスコ
bergamaschi,ベルガマスキ
caproni,カプロニ
samuele,サムエレ
longo,ロンゴ
fondriest,フォンドリエスト
bardi,バルディ
marella,マレラ
rosalba,ロサルバ
modugno,モドゥーニョ
amato,アマート
sereni,セレーニ
castagnoli,カスタニョリ
lou,ルー
castel,カステル
igor,イーゴリ
markevitch,マルケヴィチ
burgnich,ブルニチ
protti,プロッティ
rambaldi,ランバルディ
bernucci,ベルヌッチ
zotti,ゾッティ
gaudenzi,ガウデンツィ
buy,ブイ
cantelli,カンテッリ
nardello,ナルデッロ
cambiaso,カンビアーゾ
gastone,ガストーネ
nencini,ネンチーニ
mangiarotti,マンジャロッティ
isabella,イザベラ
pepe,ペペ
casiraghi,カシラギ
giovannino,ジョバンニ
guareschi,グァレスキ
gotti,ゴッティ
campogalliani,カンポガリアーニ
giovan,ジョヴァンニ
moroni,モローニ
guberti,グベルティ
antonello,アントネッロ
cuccureddu,クックレドゥ
maximilian,マキシミリアン
sciandri,シャンドリ
cecchi,チェッキ
gori,ゴーリ
modigliani,モディリアーニ
flavia,フラビア
pennetta,ペンネッタ
cudicini,クディチーニ
stéphane,ステファン
grappelli,グラッペリ
falcone,ファルコーネ
manzù,マンズー
casagrande,カーザグランデ
andrew,アンドリュー
viterbi,ビタビ
fontolan,フォントラン
guidi,グイディ
pompeo,ポンペオ
batoni,バトーニ
antonino,アントニーノ
votto,ヴォットー
santambrogio,サンタンブロージョ
baiano,バイアーノ
guccio,グッチオ
gucci,グッチ
rossettini,ロッセッティーニ
corsi,コルシ
titta,ティッタ
liatti,リアッティ
calvi,カルヴィ
dini,ディーニ
tranquillo,トランクイロ
barnetta,バルネッタ
bonucci,ボヌッチ
milo,ミロ
manara,マナラ
antognoni,アントニョーニ
pizzetti,ピツェッティ
samantha,サマンサ
cristoforetti,クリストフォレッティ
petrassi,ペトラッシ
passerin,パッセリン
d'entrèves,ダントレーヴ
nevio,ネヴィオ
scala,スカーラ
rolfo,ロルフォ
caruso,カルーゾ
fratello,フラテッロ
metallo,ボニッチ
vigor,ヴィゴール
bovolenta,ボボレンタ
rachele,ラケーレ
grigolo,グリゴーロ
tucci,トゥッチ
diamanti,ディアマンティ
macheda,マケダ
lucky,ラッキー
centa,チェンタ
martina,マルティーナ
guiggi,グイッジ
bottura,ボットゥーラ
sciglio,シリオ
gini,ジニ
rebellin,レベッリン
trevi,トレーヴィ
soriano,ソリアーノ
montemezzi,モンテメッツィ
formica,フォルミカ
carluccio,カルルッチョ
cavoli,カヴォリ
bonfante,ボンファンテ
vitale,ヴィターレ
tessari,テッサリ
buscetta,ブシェッタ
proto,プロト
maggio,マッジョ
abate,アバーテ
bellugi,ベルージ
pina,ピナ
carmirelli,カルミレッリ
jacopo,ヤコポ
amigoni,アミゴーニ
destro,デストロ
oliviero,オリヴィエロ
toscani,トスカーニ
acquafresca,アクアフレスカ
galloppa,ガッロッパ
barillà,バリッラ
tomas,トーマス
filippini,フィリッピーニ
nizzolo,ニッツォーロ
biondini,ビオンディーニ
bulgarelli,ブルガレッリ
lido,リード
criscito,クリッシト
tacchinardi,タッキナルディ
alice,アリーチェ
rohrwacher,ロルヴァケル
ezequiel,エセキエル
schelotto,スケロット
paolucci,パオルッチ
iachino,イアキーノ
corini,コリーニ
rabottini,ラボッティーニ
servillo,セルヴィッロ
margheriti,マルゲリーティ
maspes,マスペス
gervasoni,ジェルヴァゾーニ
tomasi,トマージ
lampedusa,ランペドゥーサ
sebastian,セバスティアン
giovinco,ジョヴィンコ
nocerino,ノチェリーノ
costacurta,コスタクルタ
rota,ロータ
floridi,フロリディ
liverani,リヴェラーニ
raoul,ラウル
bova,ボーヴァ
cammarelle,カンマレーレ
pazienza,パツィエンツァ
andreolli,アンドレオッリ
villa,ヴィッラ
lorenza,ロレンツァ
mazzetti,マッツェッティ
floro,フローロ
flores,フローレス
gandolfi,ガンドルフィ
pirazzi,ピラッツィ
giovannetti,ジョヴァンネッティ
pasini,パシーニ
virdis,ビルディス
montaguti,モンタグティ
juliano,ジュリアーノ
janigro,ヤニグロ
orsato,オルサート
prandelli,プランデッリ
graziano,グラツィアーノ
pellè,ペッレ
pazzini,パッツィーニ
tiralongo,ティラロンゴ
ferron,フェロン
goretti,ゴレッティ
mirko,ミルコ
bortolotti,ボルトロッティ
scaglione,スカリオーネ
pari,パーリ
mirante,ミランテ
perugini,ペルジーニ
visentini,ヴィセンティーニ
benedictis,ベネディクティス
bertoglio,ベルトリオ
riberi,リベリ
pucci,プッチ
bud,バッド
spencer,スペンサー
flaiano,フライアーノ
battaglin,バッタリン
belletti,ベッレッティ
facchetti,ファッケッティ
morgan,モルガン
sanctis,サンクティス
berio,ベリオ
ferri,フェッリ
corso,コルソ
pierino,ピエリーノ
prati,プラティ
riccardi,リッカルディ
tamburini,タンブリーニ
tempesta,テンペスタ
pruzzo,プルッツォ
brancatelli,ブランカテリ
preziosi,プレツィオージ
iachini,イアキーニ
lupatelli,ルパテッリ
coppi,コッピ
cassani,カッサーニ
uto,ウート
ughi,ウーギ
d'agostino,ダゴスティーノ
rosati,ロサーティ
valetti,ヴァレッティ
pesenti,ペゼンティ
brivio,ブリーヴィオ
masciarelli,マシャレッリ
contini,コンティーニ
lentini,レンティーニ
libero,リベロ
liberati,リベラーティ
maccarone,マッカローネ
castello,カステッロ
dordoni,ドルドーニ
attilio,アッティリオ
franceschini,フランチェスキーニ
belloni,ベローニ
quaroni,クアローニ
errani,エラニ
nesta,ネスタ
agostino,アゴスティーノ
bartolomei,バルトロメイ
eusebio,エウゼビオ
renata,レナータ
tebaldi,テバルディ
gigliola,ジリオーラ
cinquetti,チンクェッティ
tathiana,タチアナ
garbin,ガルビン
rivera,リヴェラ
mara,マーラ
santangelo,サンタンジェロ
donatella,ドナテッラ
versace,ヴェルサーチ
vezzali,ベッツァーリ
camerlengo,カメレンゴ
lucarelli,ルカレッリ
berni,ベルニ
crisetig,クリセティグ
pavarini,パヴァリーニ
crepax,クレパックス
balanzino,バランチーノ
agostini,アゴスティーニ
michelotti,ミケロッティ
bazzocchi,バッツォッキ
mutarelli,ムタレッリ
virzì,ヴィルズィ
zenoni,ゼノーニ
lenzi,レンツィ
morrone,モッローネ
bucci,ブッチ
masi,マージ
mogherini,モゲリーニ
baronio,バローニオ
mori,モーリ
messina,メッシーナ
marocchi,マロッキ
lucchese,ルッケーゼ
mirella,ミレッラ
freni,フレーニ
tabucchi,タブッキ
grosso,グロッソ
valeria,ヴァレリア
golino,ゴリノ
gianna,ジャンナ
asia,アーシア
aimo,アイモ
diana,ディアーナ
candido,カンディド
amantini,アマンティーニ
petagna,ペターニャ
natta,ナッタ
amati,アマーティ
carolina,カロリーナ
kostner,コストナー
simionato,シミオナート
zauri,ザウリ
romagnoli,ロマニョーリ
brengola,ブレンゴーラ
guarini,グァリーニ
filippi,フィリッピ
gionatha,ジョナタ
spinesi,スピネージ
folco,フォルコ
lulli,ルリ
bottai,ボッタイ
bonaventura,ボナヴェントゥーラ
fabris,ファブリス
camolese,カモレーゼ
jury,ユリ
chechi,ケキ
dossena,ドッセーナ
malacarne,マラカルネ
tedeschi,テデスキ
perrotta,ペッロッタ
camerin,カメリン
karin,カリン
knapp,クナップ
amelia,アメリア
iva,イーヴァ
zanicchi,ザニッキ
grazia,グラツィア
cucinotta,クチノッタ
bonera,ボネーラ
buso,ブーゾ
belisario,ベリサリオ
corenzio,コレンツィオ
marcantonio,マルカントニオ
raimondi,ライモンディ
chia,キア
giulia,ジュリア
rondon,ロンドン
capasso,カパッソ
franciosa,フランチオーザ
gasparri,ガスパッリ
comastri,コマストリ
columbu,コロンボ
cisolla,チゾーラ
finetti,フィネッティ
arbasino,アルバシーノ
tamaro,タマーロ
toldo,トルド
oreste,オレステ
federica,フェデリカ
pellegrini,ペッレグリーニ
barbero,バルベーロ
colomba,コロンバ
giulini,ジュリーニ
facundo,ファクンド
roncaglia,ロンカリア
apolloni,アポローニ
andrei,アンドレイ
castellani,カステラーニ
osvaldo,オズワルド
castellitto,カステリット
vanoni,ヴァノーニ
letizia,レティツィア
moratti,モラッティ
urbani,ウルバーニ
junio,ユニオ
borghese,ボルゲーゼ
raf,ラフ
vallone,ヴァローネ
antonelli,アントネッリ
banfi,バンフィ
stoppani,ストッパーニ
gavazzi,ガヴァッツィ
accorsi,アコルシ
panaro,パーナロ
zampedri,ザンペドリ
ranieri,ラニエーリ
bergomi,ベルゴミ
gelmetti,ジェルメッティ
greta,グレタ
scacchi,スカッキ
sofonisba,ソフォニスバ
anguissola,アングイッソラ
datome,ダトメ
miki,ミキ
biasion,ビアシオン
montuori,モンテュオリ
lazzarini,ラッツァリーニ
tatiana,タチアナ
guderzo,グデルツォ
romina,ロミナ
power,パワー
silvia,シルヴィア
elia,エリア
mia,ミア
caterina,カテリーナ
davinio,ダヴィニオ
alba,アルバ
arena,アレーナ
arcari,アルカリ
domizzi,ドミッツィ
melucci,メルッチ
santamaria,サンタマリア
fassi,ファッシ
fiona,フィオナ
may,メイ
sandrelli,サンドレッリ
fiorenza,フィオレンツァ
cossotto,コッソット
molla,モッラ
taddeo,タッデオ
beccali,ベッカリ
furlan,フルラン
tony,トニー
dallara,ダララ
imerio,イメリオ
massignan,マッシニャン
peter,ピーター
capaldi,カパルディ
fedele,フェデーレ
alfio,アルフィーオ
antuofermo,アンツォフェルモ
appollonio,アッポローニオ
forlani,フォルラーニ
murino,ムリーノ
loredana,ロレダーナ
bertè,ベルテ
russolo,ルッソロ
ballerini,バッレリーニ
bertaggia,ベルタッジア
barbora,バルボラ
bobuľová,ボブローヴァ
antonella,アントネッラ
bellutti,ベッルッティ
krizia,クリツィア
gio,ジオ
ponti,ポンティ
broglio,ブログリオ
uberto,ウベルト
morpurgo,モルプルゴ
solimena,ソリメーナ
cianfriglia,チャンフリーリア
bernardini,ベルナルディーニ
lionni,レオニ
donaggio,ドナッジオ
vialli,ヴィアッリ
sylva,シルヴァ
koscina,コシナ
storari,ストラーリ
casartelli,カサルテッリ
belmondo,ベルモンド
ondina,トレビゾンダ
valla,ヴァッラ
licia,リチア
albanese,アルバネーゼ
pazzafini,パッツァフィーニ
catherine,カトリーヌ
spaak,スパーク
marta,マルタ
gastini,ガスティーニ
milena,ミレーナ
vukotic,ヴコティッチ
tedesco,テデスコ
arana,アラナ
maiorca,マイオルカ
sonny,ソニー
colbrelli,コルブレッリ
bazzini,バッツィーニ
nicolao,ニコラオ
dumitru,ドゥミトル
mastrangelo,マストランジェロ
papi,パピ
arrigoni,アリゴーニ
irene,イレーネ
luciana,ルチアーナ
paluzzi,パルッツィ
mengoni,メンゴーニ
scotto,スコット
daniela,ダニエラ
merini,メリーニ
tarquinio,タルクィニオ
provini,プロヴィーニ
caputo,カプート
michielin,ミキエリン
gabriella,ガブリエラ
pescucci,ペスクッチ
viola,ヴィオラ
ghiglia,ギリア
gandini,ガンディーニ
birighitti,ビリギッティ
rita,リタ
trapanese,トラパネーゼ
sébastien,セバスティアン
corchia,コルシア
peccei,ペッチェイ
maccari,マッカリ
silva,シルバ
buzzati,ブッツァーティ
miuccia,ミウッチャ
prada,プラダ
moana,モアナ
pozzi,ポッツィ
canonero,カノネロ
ulissi,ウリッシ
marisa,マリーザ
sannia,サンニア
sciarrino,シャリーノ
cigarini,チガリーニ
grava,グラーヴァ
alexia,アレクシア
viviano,ヴィヴィアーノ
neri,ネーリ
rigaudo,リガウド
gardelli,ガルデルリ
milva,ミルバ
tajani,タイヤーニ
agus,アグス
bontempelli,ボンテンペッリ
momo,モモ
francesconi,フランチェスコーニ
vecchio,ヴェッキオ
branca,ブランカ
katia,カーティア
ricciarelli,リッチャレッリ
marchegiani,マルケジャーニ
ballotta,バロッタ
altiero,アルティエロ
spinelli,スピネッリ
giandomenico,ジャンドメニコ
mesto,メスト
firmani,フィルマーニ
silvestri,シルヴェストリ
biava,ビアーヴァ
vincenzoni,ヴィンチェンツォーニ
lamborghini,ランボルギーニ
seculin,セクリン
carmela,カルメラ
remigio,レミージョ
veronesi,ヴェロネージ
strazzer,ストラッツェール
bianchetto,ビアンケット
omero,オメロ
antonutti,アントヌッティ
terence,テレンス
hill,ヒル
arianna,アリアンナ
follis,フォリス
john,ジョン
turturro,タトゥーロ
demetrio,デメトリオ
albertini,アルベルティーニ
borini,ボリーニ
cerquetti,チェルクェッティ
domeniconi,ドメニコーニ
belinelli,ベリネッリ
freda,フレーダ
sakara,サカラ
golinelli,ゴリネッリ
petraglia,ペトラリア
veneziano,ヴェネツィアーノ
trentin,トレンティン
tancredi,タンクレーディ
fognini,フォニーニ
josefa,ヨセファ
idem,イデム
delvecchio,デルヴェッキオ
cavandoli,カヴァンドーリ
gilberto,ジルベルト
simoni,シモーニ
savoldelli,サヴォルデッリ
eraldo,エラルド
pecci,ペッチ
niccolò,ニッコロ
ammaniti,アンマニーティ
cilea,チレア
coda,コーダ
polito,ポリート
formichetti,フォルミケッティ
ángel,アンヘル
maría,マリア
toppi,トッピ
elek,エレク
bacsik,バクシク
giannetti,ジャンネッティ
pisano,ピサーノ
tosi,トージ
andrés,アンドレス
nocioni,ノシオーニ
luisi,ルイージ
sanguineti,サングイネーティ
vicini,ビチーニ
magistris,マジストリス
micaela,ミカエラ
dionisi,ディオニージ
dave,デイヴ
rodgers,ロジャース
fabbri,ファッブリ
argentero,アルジェンテロ
aliotta,アリオッタ
mattotti,マトッティ
salvini,サルヴィーニ
bellusci,ベッルーシ
isolde,イゾルデ
dorio,ドリオ
nicoletta,ニコレッタ
braschi,ブラスキ
fuser,フゼール
scarpi,スカルピ
coppola,コッポラ
orazio,オラツィオ
fagone,ファゴーネ
san,サン
cavara,カヴァラ
runggaldier,ルンガルディエル
galliani,ガッリアーニ
raffaella,ラファエラ
reggi,レジ
corti,コルティ
parisi,パリージ
gentiloni,ジェンティローニ
edda,エッダ
ciano,ムッソリーニ
