нюша,뉴샤,nyusha,nyusya
карабаново,카라바노보,karabanovo,karabanobo
воркута,보르쿠타,vorkuta,boreukuta
павловск,파블롭스크,pavlovsk,pabeulrobseukeu
павлово,파블로보,pavlovo,pabeulrobo
гавриловям,가브릴로프얌,gavrilovyam,gabeurilropeuyam
гагарин,가가린,gagarin,gagarin
гаджиево,가지예보,gadzhievo,gajiyebo
петергоф,페테르고프,petergof,petereugopeu
воскресенск,보스크레센스크,voskresensk,boseukeuresenseukeu
выкса,빅사,vyksa,bigsa
воткинск,봇킨스크,votkinsk,boskinseukeu
партизанск,파르티잔스크,partizansk,pareutijanseukeu
певек,페베크,pevek,pebekeu
вяземский,뱌젬스키,vyazemskiy,byajemseuki
флаг,알타이,flag,altai
республики,공화국의,respubliki,gonghwagugyi
луганск,루한스크,lugansk,ruhanseukeu
первомайск,페르보마이스크,pervomaysk,pereubomaiseukeu
вязники,뱌즈니키,vyazniki,byajeuniki
пестово,페스토보,pestovo,peseutobo
краснолесье,크라스놀레셰,krasnolese,keuraseunolresye
переславльзалесский,페레슬라블잘레스키,pereslavlzalesskiy,pereseulrabeuljalreseuki
гдов,그도프,gdov,geudopeu
глазов,글라조프,glazov,geulrajopeu
галич,갈리치,galich,galrici
ванино,바니노,vanino,banino
голицыно,골리치노,golicyno,golricino
алроса,알로사,alrosa,alrosa
петушки,페투시키,petushki,petusiki
печора,페초라,pechora,pecora
горбатов,고르바토프,gorbatov,goreubatopeu
городец,고로데츠,gorodec,gorodeceu
пионерский,피오네르스키,pionerskiy,pionereuseuki
печоры,페초리,pechory,pecori
камаз,카마스,kamaz,kamaseu
плавск,플랍스크,plavsk,peulrabseukeu
плёс,플료스,plyos,peulryoseu
гороховец,고로호베츠,gorohovec,gorohobeceu
грайворон,그라이보론,grayvoron,geuraiboron
грязовец,그랴조베츠,gryazovec,geuryajobeceu
губкин,굽킨,gubkin,gubkin
покровск,포크롭스크,pokrovsk,pokeurobseukeu
слюдянка,슬류댠카,slyudyanka,seulryudyanka
гудермес,구데르메스,gudermes,gudereumeseu
останкинская,오스탄키노,ostankinskaya,oseutankino
телебашня,타워,telebashnya,taweo
давлеканово,다블레카노보,davlekanovo,dabeulrekanobo
полесск,폴레스크,polessk,polreseukeu
дальнереченск,달네레첸스크,dalnerechensk,dalnerecenseukeu
данилов,다닐로프,danilov,danilropeu
далматово,달마토보,dalmatovo,dalmatobo
гурьевск,구리옙스크,gurevsk,guriyebseukeu
гуково,구코보,gukovo,gukobo
гусиноозёрск,구시노오조르스크,gusinoozyorsk,gusinoojoreuseukeu
гусьхрустальный,구시흐루스탈니,gushrustalnyy,gusiheuruseutalni
зимний,겨울,zimniy,gyeoul
дворец,궁전,dvorec,gungjeon
сургут,수르구트,surgut,sureuguteu
полярный,폴랴르니,polyarnyy,polryareuni
прогресс,프로그레스,progress,peurogeureseu
починок,포치노크,pochinok,pocinokeu
пошехонье,포셰혼예,poshehone,posyehonye
порхов,포르호프,porhov,poreuhopeu
почеп,포체프,pochep,pocepeu
правдинск,프라브딘스크,pravdinsk,peurabeudinseukeu
демидов,데미도프,demidov,demidopeu
дедовск,데돕스크,dedovsk,dedobseukeu
десногорск,데스노고르스크,desnogorsk,deseunogoreuseukeu
ростов,로스토프,rostov,roseutopeu
добрянка,도브랸카,dobryanka,dobeuryanka
долинск,돌린스크,dolinsk,dolrinseukeu
поронайск,포로나이스크,poronaysk,poronaiseukeu
дивногорск,디브노고르스크,divnogorsk,dibeunogoreuseukeu
дзержинский,제르진스키,dzerzhinskiy,jereujinseuki
димитровград,디미트로브그라드,dimitrovgrad,dimiteurobeugeuradeu
дно,드노,dno,deuno
дмитровск,드미트롭스크,dmitrovsk,deumiteurobseukeu
домодедово,도모데도보,domodedovo,domodedobo
донской,돈스코이,donskoy,donseukoi
дубна,두브나,dubna,dubeuna
третьяковская,트레티야코프,tretyakovskaya,teuretiyakopeu
галерея,미술관,galereya,misulgwan
духовщина,두홉시나,duhovshchina,duhobsina
дудинка,두딘카,dudinka,dudinka
дятьково,댜티코보,dyatkovo,dyatikobo
егорьевск,예고리옙스크,egorevsk,yegoriyebseukeu
ямал,야말반도,yamal,yamalbando
елизово,옐리조보,elizovo,yelrijobo
ейск,예이스크,eysk,yeiseukeu
елабуга,옐라부가,elabuga,yelrabuga
правда,프라우다,pravda,peurauda
азиатский,시베리아,aziatskiy,siberia
максимум,기단,maksimum,gidan
лаборатория,카스퍼스키,laboratoriya,kaseupeoseuki
касперского,랩,kasperskogo,raeb
прокопьевск,프로코피옙스크,prokopevsk,peurokopiyebseukeu
енисейск,예니세이스크,eniseysk,yeniseiseukeu
пустошка,푸스토시카,pustoshka,puseutosika
бородинское,보로디노,borodinskoe,borodino
железногорскилимский,젤레즈노고르스크일림스키,zheleznogorskilimskiy,jelrejeunogoreuseukeuilrimseuki
ефремов,예프레모프,efremov,yepeuremopeu
пущино,푸시치노,pushchino,pusicino
пушкино,푸시키노,pushkino,pusikino
монерон,모네론섬,moneron,moneronseom
глонасс,글로나스,glonass,geulronaseu
приморское,연해주,primorskoe,yeonhaeju
жиздра,지스드라,zhizdra,jiseudeura
жуков,주코프,zhukov,jukopeu
жигулёвск,지굴룝스크,zhigulyovsk,jigulryobseukeu
радужный,라두즈니,raduzhnyy,radujeuni
пыталово,피탈로보,pytalovo,pitalrobo
жуковка,주콥카,zhukovka,jukobka
райчихинск,라이치힌스크,raychihinsk,raicihinseukeu
францаиосифа,제도,francaiosifa,jedo
заволжск,자볼시스크,zavolzhsk,jabolsiseukeu
жуковский,주콥스키,zhukovskiy,jukobseuki
шацк,샤츠크,shack,syaceukeu
список,러시아의,spisok,reosiayi
городов,도시,gorodov,dosi
ак,아크,ak,akeu
барс,바르스,bars,bareuseu
арена,아레나,arena,arena
заозёрск,자오조르스크,zaozyorsk,jaojoreuseukeu
заинск,자인스크,zainsk,jainseukeu
закаменск,자카멘스크,zakamensk,jakamenseukeu
завитинск,자비틴스크,zavitinsk,jabitinseukeu
викимапия,위키매피아,vikimapiya,wikimaepia
серов,세로프,serov,seropeu
совкомфлот,소보콤플로트,sovkomflot,sobokompeulroteu
зарайск,자라이스크,zaraysk,jaraiseukeu
заречный,자레치니,zarechnyy,jarecini
звенигово,즈베니고보,zvenigovo,jeubenigobo
звенигород,즈베니고로드,zvenigorod,jeubenigorodeu
керченский,케르치,kerchenskiy,kereuci
миг,미그,mig,migeu
вятское,뱌츠코예,vyatskoe,byaceukoye
большой,볼쇼이,bolshoy,bolsyoi
театр,극장,teatr,geugjang
континентальная,콘티넨탈,kontinentalnaya,kontinental
хоккейная,하키,hokkeynaya,haki
лига,리그,liga,rigeu
росатом,로사톰,rosatom,rosatom
чернышевское,체르니솁스코예,chernyshevskoe,cereunisyebseukoye
зеленодольск,젤레노돌스크,zelenodolsk,jelrenodolseukeu
зея,제야,zeya,jeya
златоуст,즐라토우스트,zlatoust,jeulratouseuteu
северодвинск,세베로드빈스크,severodvinsk,seberodeubinseukeu
злынка,즐린카,zlynka,jeulrinka
зубцов,줍초프,zubcov,jubcopeu
люберцы,류베르치,lyubercy,ryubereuci
знаменск,즈나멘스크,znamensk,jeunamenseukeu
мосфильм,모스필름,mosfilm,moseupilreum
игарка,이가르카,igarka,igareuka
аркона,아르코나,arkona,areukona
академик,아카데믹,akademik,akademig
змеиногорск,즈메이노고르스크,zmeinogorsk,jeumeinogoreuseukeu
восточноевропейская,동유럽,vostochnoevropeyskaya,dongyureob
равнина,평원,ravnina,pyeongweon
ржев,르제프,rzhev,reujepeu
мавзолей,레닌,mavzoley,renin
ленина,묘,lenina,myo
западносибирская,서시베리아,zapadnosibirskaya,seosiberia
оймякон,오이먀콘,oymyakon,oimyakon
арктический,북극,arkticheskiy,buggeug
совет,이사회,sovet,isahoe
ангара,안가라,angara,angara
балтийский,발트,baltiyskiy,balteu
иркутский,국립,irkutskiy,gugrib
карелия,카렐리야,kareliya,karelriya
инта,인타,inta,inta
диксон,딕손,dikson,digson
москвич,모스크비치,moskvich,moseukeubici
исилькуль,이실쿨,isilkul,isilkul
истра,이스트라,istra,iseuteura
сухой,수호이,suhoy,suhoi
ишим,이심,ishim,isim
ишимбай,이심바이,ishimbay,isimbai
сургутнефтегаз,수르구트네프테가스,surgutneftegaz,sureuguteunepeutegaseu
союзмультфильм,소유즈멀트필름,soyuzmultfilm,soyujeumeolteupilreum
рославль,로슬라블,roslavl,roseulrabeul
железнодорожника,날,zheleznodorozhnika,nal
калачинск,칼라친스크,kalachinsk,kalracinseukeu
камбарка,캄바르카,kambarka,kambareuka
калязин,칼랴진,kalyazin,kalryajin
рубцовск,룹촙스크,rubcovsk,rubcobseukeu
гум,굼,gum,gum
рудня,루드냐,rudnya,rudeunya
медвежьесаньково,산코보메드베지예,medvezhesankovo,sankobomedeubejiye
каменскшахтинский,카멘스크샤흐틴스키,kamenskshahtinskiy,kamenseukeusyaheutinseuki
камышин,카미신,kamyshin,kamisin
камешково,카메시코보,kameshkovo,kamesikobo
каменьнаоби,카멘나오비,kamennaobi,kamennaobi
камызяк,카미자크,kamyzyak,kamijakeu
кандалакша,칸달락샤,kandalaksha,kandalragsya
канск,칸스크,kansk,kanseukeu
карабулак,카라불라크,karabulak,karabulrakeu
карачаевск,카라차옙스크,karachaevsk,karacayebseukeu
карачев,카라체프,karachev,karacepeu
каргополь,카르고폴,kargopol,kareugopol
руза,루자,ruza,ruja
рыбинск,리빈스크,rybinsk,ribinseukeu
рыбное,리브노예,rybnoe,ribeunoye
таймыр,타이미르반도,taymyr,taimireubando
сарапул,사라풀,sarapul,sarapul
саров,사로프,sarov,saropeu
сасово,사소보,sasovo,sasobo
хасанские,하산호,hasanskie,hasanho
бои,전투,boi,jeontu
каспийск,카스피스크,kaspiysk,kaseupiseukeu
касимов,카시모프,kasimov,kasimopeu
озёрское,나가하마촌,ozyorskoe,nagahamacon
рыльск,릴스크,rylsk,rilseukeu
трансмонгольская,몽골,transmongolskaya,monggol
железная,종단,zheleznaya,jongdan
дорога,철도,doroga,ceoldo
гроссегерсдорфское,그로스예거스도르프,grossegersdorfskoe,geuroseuyegeoseudoreupeu
палана,팔라나,palana,palrana
салават,살라바트,salavat,salrabateu
сальск,살스크,salsk,salseukeu
петропавловская,페트로파블롭스크,petropavlovskaya,peteuropabeulrobseukeu
крепость,요새,krepost,yosae
кашин,카신,kashin,kasin
сафоново,사포노보,safonovo,saponobo
кедровый,케드로비,kedrovyy,kedeurobi
кемь,켐,kem,kem
кашира,카시라,kashira,kasira
лесогорское,나요시정,lesogorskoe,nayosijeong
дальневосточный,극동,dalnevostochnyy,geugdong
федеральный,연방,federalnyy,yeonbang
охотское,돈나이촌,ohotskoe,donnaicon
сталинградская,스탈린그라드,stalingradskaya,seutalringeuradeu
ноглики,노글리키,nogliki,nogeulriki
ольга,올가,olga,olga
светлогорск,스베틀로고르스크,svetlogorsk,seubeteulrogoreuseukeu
свирск,스비르스크,svirsk,seubireuseukeu
свободный,스보보드니,svobodnyy,seubobodeuni
кизляр,키즐랴르,kizlyar,kijeulryareu
опочка,오포치카,opochka,opocika
северокурильск,세베로쿠릴스크,severokurilsk,seberokurilseukeu
северобайкальск,세베로바이칼스크,severobaykalsk,seberobaikalseukeu
сочи,소치,sochi,soci
кизилюрт,키질류르트,kizilyurt,kijilryureuteu
ноктундо,녹둔도,noktundo,nogdundo
анжу,제도,anzhu,jedo
нерчинск,네르친스크,nerchinsk,nereucinseukeu
луза,루자,luza,ruja
сельцо,셀초,selco,selco
босфор,동보스포루스,bosfor,dongboseuporuseu
восточный,해협,vostochnyy,haehyeob
туполев,투폴레프,tupolev,tupolrepeu
сенгилей,센길레이,sengiley,sengilrei
кимры,킴리,kimry,kimri
кимовск,키몹스크,kimovsk,kimobseukeu
североморск,세베로모르스크,severomorsk,seberomoreuseukeu
севск,셉스크,sevsk,sebseukeu
северск,세베르스크,seversk,sebereuseukeu
рубль,루블,rubl,rubeul
красная,붉은,krasnaya,bulgeun
площадь,광장,ploshchad,gwangjang
хасавюрт,하사뷰르트,hasavyurt,hasabyureuteu
сестрорецк,세스트로레츠크,sestroreck,seseuteuroreceukeu
серпухов,세르푸호프,serpuhov,sereupuhopeu
невельского,해협,nevelskogo,haehyeob
сунгача,쑹아차허,sungacha,ssungacaheo
кяхтинский,캬흐타,kyahtinskiy,kyaheuta
договор,조약,dogovor,joyag
валдайская,발다이,valdayskaya,baldai
возвышенность,구릉,vozvyshennost,gureung
пятигорск,퍄티고르스크,pyatigorsk,pyatigoreuseukeu
сковородино,스코보로디노,skovorodino,seukoborodino
скопин,스코핀,skopin,seukopin
славск,슬랍스크,slavsk,seulrabseukeu
славгород,슬라브고로드,slavgorod,seulrabeugorodeu
делонга,제도,delonga,jedo
хасан,하산,hasan,hasan
сибай,시바이,sibay,sibai
карские,카르스키예,karskie,kareuseukiye
ворота,해협,vorota,haehyeob
христа,그리스도,hrista,geuriseudo
спасителя,대성당,spasitelya,daeseongdang
соликамск,솔리캄스크,solikamsk,solrikamseukeu
солигалич,솔리갈리치,soligalich,solrigalrici
караимы,카라임족,karaimy,karaimjog
славянскнакубани,슬라뱐스크나쿠바니,slavyansknakubani,seulrabyanseukeunakubani
