stefano,스테파노,seutepano
flores,플로레스,peulroreseu
alice,알리체,alrice
rohrwacher,로르바케르,roreubakereu
esposito,에스포지토,eseupojito
fioravanti,피오라반티,piorabanti
morrone,모로네,morone
fabris,파브리스,pabeuriseu
jury,유리,yuri
chechi,케키,keki
lombardi,롬바르디,rombareudi
dossena,도세나,dosena
agostini,아고스티니,agoseutini
mirante,미란테,mirante
juliano,율리아노,yulriano
mina,미나,mina
golino,골리노,golrino
mirella,미렐라,mirelra
freni,프레니,peureni
giulini,줄리니,julrini
moira,모이라,moira
orfei,오페이,opei
emilio,에밀리오,emilrio
pucci,푸치,puci
castelnuovo,카스텔누오보,kaseutelnuobo
ernesto,에르네스토,ereuneseuto
bonaventura,보나벤투라,bonabentura
perrotta,페로타,perota
beccali,베칼리,bekalri
gora,고라,gora
virzì,비르지,bireuji
marocchi,마로키,maroki
gianna,잔나,janna
nannini,난니니,nannini
asia,아시아,asia
tedeschi,테데스키,tedeseuki
sabrina,사브리나,sabeurina
salerno,살레르노,salrereuno
miki,미키,miki
biasion,비아시온,biasion
panaro,파나로,panaro
pavarini,파바리니,pabarini
ercole,에르콜레,ereukolre
rabitti,라비티,rabiti
raf,라프,rapeu
vallone,발로네,balrone
finetti,피네티,pineti
arnaldo,아르날도,areunaldo
forlani,포를라니,poreulrani
valtorta,발토르타,baltoreuta
mastalli,마스탈리,maseutalri
rubini,루비니,rubini
eleonora,엘레오노라,elreonora
giorgi,조르지,joreuji
banfi,밴피,baenpi
rosati,로사티,rosati
pierino,피에리노,pierino
prati,프라티,peurati
pruzzo,프루초,peuruco
lucarelli,루카렐리,rukarelri
berni,베르니,bereuni
natta,나타,nata
kostner,코스트너,koseuteuneo
nina,니나,nina
toldo,톨도,toldo
dallara,달라라,dalrara
federica,페데리카,pederika
pellegrini,펠레그리니,pelregeurini
russolo,루솔로,rusolro
amelia,아멜리아,amelria
grazia,그라치아,geuracia
cucinotta,쿠치노타,kucinota
iva,이바,iba
zanicchi,자니키,janiki
bucci,부치,buci
barbora,바르보라,bareubora
bobuľová,보불로바,bobulroba
bonera,보네라,bonera
peter,피터,piteo
capaldi,카팔디,kapaldi
cosimo,코시모,kosimo
pinto,핀토,pinto
rossella,로셀라,roselra
fiamingo,피아밍고,piaminggo
erno,에르노,ereuno
crisa,크리사,keurisa
arcari,아르카리,areukari
safina,사피나,sapina
bergomi,베르고미,bereugomi
bonaiuto,보나이우토,bonaiuto
sofonisba,소포니스바,soponiseuba
anguissola,안귀솔라,angwisolra
greta,그레타,geureta
scacchi,스카키,seukaki
gala,갈라,galra
romina,로미나,romina
power,포베르,pobereu
oxa,옥사,ogsa
fiona,피오나,piona
may,마이,mai
sandrelli,산드렐리,sandeurelri
fiorenza,피오렌차,piorenca
cossotto,코소토,kosoto
antonelli,안토넬리,antonelri
irene,이레네,irene
galter,갈터,galteo
vialli,비알리,bialri
caterina,카테리나,katerina
murino,무리노,murino
vanoni,바노니,banoni
zilli,질리,jilri
beretta,베레타,bereta
molla,몰라,molra
milena,밀레나,milrena
vukotic,부코티츠,bukoticeu
ambra,암브라,ambeura
angiolini,안졸리니,anjolrini
catherine,캐서린,kaeseorin
spaak,스파크,seupakeu
luciana,루차나,rucana
paluzzi,팔루치,palruci
columbu,콜룸부,kolrumbu
marta,마르타,mareuta
gastini,가스티니,gaseutini
drago,드라고,deurago
severi,세베리,seberi
nando,난도,nando
paone,파오네,paone
sisti,시스티,siseuti
calaiò,칼라이오,kalraio
sturzo,스투르초,seutureuco
castellitto,카스텔리토,kaseutelrito
osvaldo,오스발도,oseubaldo
bagnoli,바뇰리,banyolri
urbani,우르바니,ureubani
andrei,안드레이,andeurei
santoni,산토니,santoni
clerici,클레리치,keulrerici
venturini,벤투리니,benturini
letícia,레티시아,retisia
román,로만,roman
sylva,실바,silba
koscina,코스치나,koseucina
licia,리차,rica
albanese,알바네세,albanese
nello,넬로,nelro
pazzafini,파자피니,pajapini
storari,스토라리,seutorari
ondina,트레비손다,teurebisonda
valla,발라,balra
michielin,미키엘린,mikielrin
chiatti,치아티,ciati
cigarini,치가리니,cigarini
canini,카니니,kanini
solimena,솔리메나,solrimena
natalia,나탈리아,natalria
valeeva,발레예바,balreyeba
sannia,산니아,sannia
viviano,비비아노,bibiano
scotto,스코토,seukoto
bianchi,비앙키,biangki
murolo,무롤로,murolro
tomas,토머스,tomeoseu
arana,아라나,arana
tajani,타야니,tayani
mengoni,멘고니,mengoni
marchegiani,마르케자니,mareukejani
apolloni,아폴로니,apolroni
tagliariol,탈리아리올,talriariol
valente,발렌트,balrenteu
vanessa,바네사,banesa
hessler,헤슬러,heseulreo
terence,테런스,tereonseu
hill,힐,hil
milva,밀바,milba
john,존,jon
turturro,터투로,teoturo
biava,비아바,biaba
miuccia,미우치아,miucia
prada,프라다,peurada
belluschi,벨루스치,belruseuci
ragonese,라고네세,ragonese
veneziano,베네치아노,beneciano
giandomenico,잔도메니코,jandomeniko
mesto,메스토,meseuto
silvestri,실베스트리,silbeseuteuri
melania,멜라니아,melrania
ottavio,오타비오,otabio
testi,테스티,teseuti
serantoni,세란토니,serantoni
delia,델리아,delria
delvecchio,델베키오,delbekio
pecci,페치,peci
cilea,칠레아,cilrea
demetrio,데메트리오,demeteurio
albertini,알베르티니,albereutini
maldera,말데라,maldera
borini,보리니,borini
angella,안젤라,anjelra
gianpaolo,잔파올로,janpaolro
bellini,벨리니,belrini
benarrivo,베나리보,benaribo
belinelli,벨리넬리,belrinelri
andrés,안드레스,andeureseu
nocioni,노시오니,nosioni
lupo,루포,rupo
furino,푸리노,purino
ángel,앙헬,anghel
maría,마리아,maria
coda,코다,koda
pinzi,핀치,pinci
acerbi,아체르비,acereubi
nicoletta,니콜레타,nikolreta
braschi,브라스키,beuraseuki
vicini,비치니,bicini
fabiana,파비아나,pabiana
udenio,우데니오,udenio
giannini,잔니니,jannini
athina,아티나,atina
cenci,첸치,cenci
kaká,카카,kaka
donati,도나티,donati
selvaggi,셀바지,selbaji
papini,파피니,papini
saldarini,살다리니,saldarini
malisa,맬리서,maelriseo
lionello,리오넬로,rionelro
manfredonia,만프레도니아,manpeuredonia
cavanna,카반나,kabanna
bacchelli,바켈리,bakelri
thomas,토마스,tomaseu
manfredini,만프레디니,manpeuredini
sandra,산드라,sandeura
ceccarelli,체카렐리,cekarelri
quintavalle,퀸타발레,kwintabalre
vladimir,블라디미르,beulradimireu
luxuria,룩수리아,rugsuria
gabriella,가브리엘라,gabeurielra
dorio,도리오,dorio
mastronardi,마스트로나르디,maseuteuronareudi
tarantino,타란티노,tarantino
tancredi,탄크레디,tankeuredi
barbareschi,바르바레스키,bareubareseuki
potenza,포텐차,potenca
arianna,아리안나,arianna
fontana,폰타나,pontana
bergonzi,베르곤치,bereugonci
marcella,마르첼라,mareucelra
bella,벨라,belra
domizzi,도미치,domici
chiari,키아리,kiari
ruben,루벤,ruben
buriani,부리아니,buriani
pannofino,판노피노,pannopino
cortese,코르테세,koreutese
mussolini,무솔리니,musolrini
raimondi,라이몬디,raimondi
polito,폴리토,polrito
niccolò,니콜로,nikolro
campriani,캄프리아니,kampeuriani
romagnoli,로마뇰리,romanyolri
annovazzi,안노바치,annobaci
fuser,푸세르,pusereu
francisca,프란치스카,peuranciseuka
bobby,보비,bobi
solo,솔로,solro
bano,바노,bano
pavone,파보네,pabone
mendini,멘디니,mendini
iginio,이기니오,iginio
straffi,스트라피,seuteurapi
aurelio,아우렐리오,aurelrio
sabattani,사바타니,sabatani
edwige,에드위그,edeuwigeu
fenech,페네치,peneci
raffaella,라파엘라,rapaelra
castano,카스타노,kaseutano
ferrini,페리니,perini
alagna,알라냐,alranya
suso,수소,suso
cecchi,체키,ceki
d'amico,다미코,damiko
manuela,마누엘라,manuelra
lucia,루차,ruca
bosè,보세,bose
kim,킴,kim
sarmiento,사르미엔토,sareumiento
vittoria,비토리아,bitoria
valentine,발렌틴,balrentin
demy,데미,demi
biraghi,비라기,biragi
beppo,베포,bepo
allison,앨리슨,aelriseun
miller,밀러,milreo
kasia,카시아,kasia
smutniak,스무트니아크,seumuteuniakeu
scoglio,스콜리오,seukolrio
re,레,re
cecconi,체코니,cekoni
menotti,메노티,menoti
favalli,파발리,pabalri
suma,수마,suma
occhiuzzi,오키우치,okiuci
bo,보,bo
bardi,바르디,bareudi
pavan,파반,paban
leoni,레오니,reoni
ottavia,오타비아,otabia
piccolo,피콜로,pikolro
betty,베티,beti
curtis,쿠르티스,kureutiseu
damilano,다밀라노,damilrano
archimede,아르키메데,areukimede
morleo,몰레오,molreo
cinzia,신지아,sinjia
monreale,몬레알레,monrealre
maenza,마엔차,maenca
ferilli,페릴리,perilri
maglietta,말리에타,malrieta
perin,페린,perin
insigne,인시녜,insinye
amintore,아민토레,amintore
fanfani,판파니,panpani
rosalba,로살바,rosalba
boninsegna,보닌세냐,boninsenya
erika,에리카,erika
lechner,레히너,rehineo
ferragamo,페라가모,peragamo
pantani,판타니,pantani
sydne,시드니,sideuni
rome,롬,rom
cristina,크리스티나,keuriseutina
ilaria,일라리아,ilraria
occhini,오키니,okini
jasmine,재스민,jaeseumin
trinca,트린카,teurinka
agliardi,알리아르디,alriareudi
vitiello,비티엘로,bitielro
antei,안테이,antei
sebastiano,세바스티아노,sebaseutiano
carmelo,카르멜로,kareumelro
bene,베네,bene
rosalinda,로살린다,rosalrinda
errigo,에리고,erigo
lea,레아,rea
padovani,파도바니,padobani
rosato,로사토,rosato
d'avena,다베나,dabena
albertazzi,알베르타치,albereutaci
scalfari,스칼파리,seukalpari
buccirosso,부치로소,buciroso
xuxa,슈샤,syusya
messe,메세,mese
vito,비토,bito
mannone,마노네,manone
rosanna,로산나,rosanna
schiaffino,쉬아피노,swiapino
cassina,카시나,kasina
tano,타노,tano
cimarosa,시마로사,simarosa
riva,리바,riba
fabiola,파비올라,pabiolra
gianotti,자노티,janoti
raffaele,라파엘레,rapaelre
palladino,팔라디노,palradino
gabrieli,가브리엘리,gabeurielri
casini,카시니,kasini
elkann,엘칸,elkan
garko,가르코,gareuko
ferreyra,페레이라,pereira
boccardo,보카르도,bokareudo
tardelli,타르델리,tareudelri
tullio,툴리오,tulrio
lanese,라네세,ranese
piovaccari,피오바카리,piobakari
guzzoni,구초니,guconi
pegolo,페골로,pegolro
betti,베티,beti
stephen,스티븐,seutibeun
spinella,스피넬라,seupinelra
perico,페리코,periko
terzi,테르치,tereuci
allasio,알라시오,alrasio
pizziolo,피치올로,piciolro
portanova,포르타노바,poreutanoba
maestri,마에스트리,maeseuteuri
tiberio,티베리오,tiberio
guarente,구아렌테,guarente
invernizzi,인베르니치,inbereunici
dacia,다차,daca
maraini,마라이니,maraini
sanzo,산초,sanco
floccari,플로카리,peulrokari
elisabetta,엘리사베타,elrisabeta
canalis,카날리스,kanalriseu
carcano,카르카노,kareukano
bacchetti,바케티,baketi
bigagli,비갈리,bigalri
amos,아모스,amoseu
mariani,마리아니,mariani
marilungo,마릴룬고,marilrungo
gassmann,가스만,gaseuman
masala,마살라,masalra
mori,모리,mori
gui,구이,gui
massari,마사리,masari
martines,말티네스,maltineseu
aitana,아이타나,aitana
sánchezgijón,산체스히혼,sanceseuhihon
tipo,티포,tipo
donna,돈나,donna
rancic,란치치,rancici
edmondo,에드몬도,edeumondo
fabbri,파브리,pabeuri
chizzo,키초,kico
pioli,피올리,piolri
scabbia,스카비아,seukabia
yvonne,이본,ibon
rüegg,뤼에크,rwiekeu
cristiana,크리스티아나,keuriseutiana
capotondi,카포톤디,kapotondi
bianca,비안카,bianka
balti,발티,balti
domiziana,도미지아나,domijiana
arrigo,아리고,arigo
sacchi,사키,saki
balzaretti,발차레티,balcareti
pierdomenico,피에르도메니코,piereudomeniko
baccalario,바칼라리오,bakalrario
peluso,펠루소,pelruso
lodetti,로데티,rodeti
lodi,로디,rodi
egisto,에지스토,ejiseuto
pandolfini,판돌피니,pandolpini
peruzzi,페루치,peruci
donadoni,도나도니,donadoni
schillaci,스킬라치,seukilraci
santon,산톤,santon
zenga,젱가,jengga
draghi,드라기,deuragi
giada,지아다,jiada
colagrande,콜라그란데,kolrageurande
bonetti,보네티,boneti
jalongo,얄론고,yalrongo
lisandro,리산드로,risandeuro
lópez,로페스,ropeseu
rosetti,로세티,roseti
piola,피올라,piolra
laurentiis,로렌티스,rorentiseu
moratti,모라티,morati
fiorillo,피오릴로,piorilro
luchetti,루케티,ruketi
papaleo,파팔레오,papalreo
pasquato,파스콰토,paseukwato
pisano,피사노,pisano
pozzi,포치,poci
cois,코이스,koiseu
ravanelli,라바넬리,rabanelri
palma,팔마,palma
faenza,파엔차,paenca
bettini,베티니,betini
barone,바로네,barone
pierre,피에르,piereu
cardin,가르뎅,gareudeng
pozzetto,포제토,pojeto
scirea,시레아,sirea
leandro,레안드로,reandeuro
greco,그레코,geureko
clara,클라라,keulrara
bindi,빈디,bindi
bedin,베딘,bedin
abbondanzieri,아본단시에리,abondansieri
montella,몬텔라,montelra
ballardini,발라르디니,balrareudini
cacia,카차,kaca
aru,아루,aru
virgilio,비르질리오,bireujilrio
noè,노에,noe
garrone,가로네,garone
amendola,아멘돌라,amendolra
rodigari,로디가리,rodigari
rocchetti,로케티,roketi
enrique,엔리케,enrike
mateos,마테오스,mateoseu
fusco,푸스코,puseuko
antonini,안토니니,antonini
abdon,아브돈,abeudon
pamich,파미치,pamici
padelli,파델리,padelri
talarico,탈라리코,talrariko
brega,브레가,beurega
rossano,로사노,rosano
brazzi,브라치,beuraci
zingaretti,칭가레티,cinggareti
miles,마일즈,mailjeu
spalletti,스팔레티,seupalreti
aloisi,알로이지,alroiji
palmiro,팔미로,palmiro
togliatti,톨리아티,tolriati
negri,네그리,negeuri
palombo,팔롬보,palrombo
nero,네로,nero
agamben,아감벤,agamben
brocchi,브로키,beuroki
legrottaglie,레그로탈리에,regeurotalrie
nancy,낸시,naensi
brilli,브릴리,beurilri
signoris,시뇨리스,sinyoriseu
lando,란도,rando
buzzanca,버잔카,beojanka
flavio,플라비오,peulrabio
birarelli,비라렐리,birarelri
carpentieri,카펜티에리,kapentieri
miconi,미코니,mikoni
caprile,카프릴레,kapeurilre
boni,보니,boni
orsini,오르시니,oreusini
d'agostino,다고스티노,dagoseutino
masetti,마세티,maseti
menichelli,메니켈리,menikelri
zaccarelli,차카렐리,cakarelri
guadagnino,구아다니노,guadanino
joel,조엘,joel
mchale,맥헤일,maegheil
ungaretti,운가레티,ungareti
rolando,롤란도,rolrando
diouf,디우프,diupeu
catania,카타니아,katania
pentangeli,펜탄젤리,pentanjelri
ceresoli,체레솔리,ceresolri
remo,레모,remo
ruffini,루피니,rupini
luisa,루이사,ruisa
didoni,디도니,didoni
lamborghini,람보르기니,ramboreugini
colombo,콜롬보,kolrombo
reali,레알리,realri
rizzo,리조,rijo
parola,파롤라,parolra
parolo,파롤로,parolro
caldirola,칼디롤라,kaldirolra
gioia,조이아,joia
marzocca,마르초카,mareucoka
gianpietro,잔피에트로,janpieteuro
rovelli,로벨리,robelri
simonetta,시모네타,simoneta
stefanelli,스테파넬리,seutepanelri
peruchetti,페루케티,peruketi
maxi,막시,magsi
nibali,니발리,nibalri
gamberini,감베리니,gamberini
tinto,틴토,tinto
brass,브라스,beuraseu
bartolomeo,바르톨로메오,bareutolromeo
ammannati,암만나티,ammannati
moroder,모로더,morodeo
ogbonna,오그본나,ogeubonna
pasotti,파소티,pasoti
elvio,엘비오,elbio
banchero,반케로,bankero
pisoni,피소니,pisoni
glauco,글라우코,geulrauko
onorato,오노라토,onorato
varglien,발리엔,balrien
casarosa,카사로사,kasarosa
ciangottini,시안고티니,siangotini
marchese,마르케세,mareukese
bresciano,브레시아노,beuresiano
adamo,아다모,adamo
curzio,쿠르치오,kureucio
malaparte,말라파르테,malrapareute
citran,시트란,siteuran
verso,베르소,bereuso
monaco,모나코,monako
alves,아우베스,aubeseu
tassotti,타소티,tasoti
porro,포로,poro
bearzot,베아르초트,beareucoteu
zanetti,차네티,caneti
pagliuca,팔리우카,palriuka
montano,몬타노,montano
d'alessandro,달레산드로,dalresandeuro
diberti,디베르티,dibereuti
turi,투리,turi
gatti,가티,gati
corelli,코렐리,korelri
biagio,비아조,biajo
ferrara,페라라,perara
molinaro,몰리나로,molrinaro
simona,시모나,simona
orso,오소,oso
guerrini,구에리니,guerini
bocchetti,보케티,boketi
leonardi,레오나르디,reonareudi
rizzoli,리촐리,ricolri
schiavio,스키아비오,seukiabio
santamaria,산타마리아,santamaria
ranocchia,라노키아,ranokia
rodríguez,로드리게스,rodeurigeseu
nini,니니,nini
rosso,로소,roso
colantuono,콜란투오노,kolrantuono
bugatti,부가티,bugati
riccobono,리코보노,rikobono
malesani,말레사니,malresani
gentile,젠틸레,jentilre
mastandrea,마스탄드레아,maseutandeurea
pasinati,파시나티,pasinati
adalberto,아달베르토,adalbereuto
merli,멀리,meolri
ledesma,레데스마,redeseuma
provenzano,프로벤자노,peurobenjano
ciriaco,치리아코,ciriako
mita,미타,mita
ceglie,첼리에,celrie
zaccheroni,자케로니,jakeroni
giorgetto,조르제토,joreujeto
giugiaro,주지아로,jujiaro
antuofermo,안투오페모,antuopemo
bisio,비시오,bisio
pisu,피수,pisu
sabatino,사바티노,sabatino
bernardini,베르나르디니,bereunareudini
mango,망고,manggo
antonella,안토넬라,antonelra
ponziani,폰치아니,ponciani
micaela,미카엘라,mikaelra
cassola,카솔라,kasolra
ermes,에르메스,ereumeseu
muccinelli,무치넬리,mucinelri
miele,미엘레,mielre
nicolao,니콜라오,nikolrao
dumitru,두미트루,dumiteuru
lionni,리오니,rioni
donaggio,도나지오,donajio
mastrangelo,마스트란젤로,maseuteuranjelro
salvini,살비니,salbini
