krzysztof,克日什托夫
wuwa,工作地点及家居展览
redłowo,雷德洛沃
bogdaniec,波格丹涅茨
łapanów,瓦帕努夫
dziemiany,捷姆亚尼
koszęcin,科斯岑丁
komańcza,戈曼萨
szczytna,斯齐特纳
pokój,波科采
jarosławiec,雅罗斯瓦夫维奇
grunwald,格伦瓦德
dorohucza,多罗胡察
spektrum,频谱塔
wojczyce,瓦波日赫
gronowo,格罗诺沃
spodek,飞碟馆
centralwings,中央之翼
raszyn,拉申
osiecznica,奥谢奇尼察
jurgów,于尔高
oksywie,欧克斯威
koprzywnica,戈不里斯夫尼卡
kukułowo,库库窝佛
sahryń,萨赫林
wiadomości,新闻
besko,别斯科乡
rozewie,罗泽维耶海岬
modlin,莫德林
pawłokoma,帕夫沃科马
pyrzowice,皮尔佐维斯
praga,布拉格
treblinka,特雷布林卡
szczawnozdrój,斯察乌诺佐尔
więź,连接
moszna,摩斯纳
strumień,斯特鲁缅
jeleniów,耶勒尼奥
skamander,斯卡曼德尔诗社
fordon,福顿
jerzmanowa,杰兹诺曼瓦
darnków,达科夫
warcino,瓦尔奇诺
lutynia,洛伊滕
krzemionki,科舍米翁奇
korczowa,科尔乔瓦
sulejów,苏莱尤夫
santok,桑托克
wprost,直接
redzikowo,雷济科沃
kołbaskowo,科乌巴斯科沃
wolany,沃拉尼
cccliv,丽芙女子车队
morasko,摩拉斯科陨石坑
turzonowie,图卢佐家族
smęcino,舒曼森
grzechotki,格热霍特基
tarbut,特巴
nałęcz,纳文奇
radość,拉多希奇
sztutowo,施图托沃
krobielowice,克洛比洛维采
otyń,奥滕乡
lelów,莱卢夫
jasionówka,雅希奥努夫卡
łukowica,武科维察乡
nikiszowiec,尼基佐维克
jabłonki,雅布沃恩基
ogorzelec,奥戈热列茨
brochów,布罗霍
kliczków,克里采科夫
baborówko,巴博哈夫科
ogrodniki,奥格罗尼基
łemkowszczyzna,兰基斯奇恩
rzeczpospolita,共和国报
gidle,吉德列乡
korczyna,科尔奇纳乡
przyrów,普什鲁夫
bledzew,布莱泽夫乡
korwin,科温纹章
oksza,斧头
radziłów,拉齐乌夫
trzcianne,特什产内
zaklików,扎克利库夫乡
leoncin,莱昂钦
roczyny,罗辛尼
kunice,库尼采乡
kamionka,卡缅卡乡
skytaxi,空中的士
sławięcice,斯拉文茨
wiskitki,维斯吉特基乡
pszczew,普什切夫乡
przeźmierowo,普利泽米尔洛沃
przekrój,横切面
górzyca,古日察乡
firlej,菲尔列伊
krzeszyce,克热希采乡
magnuszew,马格努谢夫
sterdyń,斯特丁乡
podporucznik,少尉
czarnca,恰尔恩察
bruśnik,布卢丝尼克
gruchawka,摇铃
świlcza,希维尔查
przytoczna,普日托奇纳乡
wizna,维兹纳
słońsk,斯翁斯克乡
kukuryki,库库雷基
niemysłowice,涅米斯沃维茨
baboszewo,巴博谢沃乡
chotomów,科托穆夫
sokoły,索科维
barwinek,巴维内克
galewice,加莱维采乡
nagłowice,纳果威切
wierzchosławice,小波兰省维尔茨霍斯瓦维采
chroberz,赫罗贝日
powązki,波万茨基
janów,亚努夫
pisanka,乌克兰纰绘蛋
bielsko,别尔斯科
kryspinów,克里斯皮诺夫
berżniki,毕扬尼奇
inwałd,因瓦乌德
sochocin,索霍钦
wyry,维雷
spytkowice,史比高维兹
zagnańsk,扎格南斯克
bnin,布宁
wilga,维尔加
kuryłówka,库雷武弗卡
serokomla,赛罗科姆拉
kampinos,坎皮诺斯
skarbimierz,斯卡比米日
anin,阿宁
grabowiec,格拉博维耶茨
szebnie,舍布涅
bronocice,布罗诺奇采
sarnaki,萨尔纳基
sacin,萨钦
orle,奥尔莱
palmiry,帕尔米里
bocień,波岑
ławica,拉威卡
kobiór,科比乌尔
grzymała,格日马瓦文章
chyżne,黑日内
makoszka,马科什卡
spędy,斯彭德
białka,比亚夫卡
krzewica,卡兹尔威卡
głupianka,格乌皮安卡
mazańcowice,马藏州
kedyw,救国军牵制局
barkweda,巴克韦达
błyskawica,闪电电台
sobolew,索伯列夫
ogończyk,奥贡奇克纹章
bliżyn,布里津
aleksandrów,亚历山德鲁夫
anielin,阿涅林
bełk,贝尔克
antyradio,反抗电台奖
muranów,穆拉努夫
bzury,布祖里
bierówka,别鲁夫卡
bójki,布伊基
czarnowo,恰尔诺沃
bogołomia,波哥沃米亚
bogucice,博古西采
cieszyny,切日尼
cisie,基谢
bródno,布罗德诺
borów,波罗
boże,波森布
budzisko,布济斯科
chorab,霍拉普
dobrucowa,多布鲁科瓦
dulkowszczyzna,杜科夫什齐兹纳
grudno,格鲁德诺
dymer,德梅尔
grzymisław,古斯美斯拉华
dziurków,久尔库夫
dzierżązna,捷尔若孜那
główne,格武夫内
grądy,格兰德
pyrzany,皮扎讷
inglot,英格洛化妆品
janczewko,杨切夫科
goralenvolk,格拉尔裔
dąbrowica,东布罗维察
olszewo,奥勒舍沃
trakiszki,特拉基什基
gwiździny,格维日兹尼
sobolewo,索波里波
korzeniówka,克热尼乌夫卡
górki,古尔基
hrebenne,赫雷本内
hrebenneosada,赫雷本内奥萨达
jedlanka,耶德兰卡
łopuchowo,沃普霍沃
jeżyce,耶齐采
pietkowo,皮耶特科沃
mulawicze,穆拉维切
kiekrz,凯克日
jankowo,扬科沃
kajetanowice,卡耶塔诺维采
kalisty,卡利斯蒂
kije,畿也
jasionka,亚西翁卡
kamionek,卡米欧尼克
kokoszki,科科斯基
kowalewice,科瓦勒维采
koziegłówki,科齐格沃基
komarówka,科马洛夫卡
kołoząb,科沃宗布
leszkowice,卢布林
lipniki,利姆尼基
niegłowice,尼戈沃韦策
mszadla,姆沙德拉
mstów,姆什图夫
oględów,奥格莱多
mławka,姆瓦夫卡
okęcie,奥肯切
olkowo,奥尔科沃
piątkowo,皮安特科沃
praslity,普拉斯利蒂
prostyń,普罗斯滕
podzamcze,伯扎姆切
przecza,普热恰
płutowo,普乌托沃
przegląd,回顾
płudy,普乌迪
rozwadów,罗兹瓦杜夫
rataje,拉塔耶
rutki,鲁特基
spała,斯帕拉
skokówka,斯克库夫卡
rębiechowo,雷比赫瓦
sadków,萨德科
stępina,斯泰姆皮纳
tryszczyn,特里什青
sufczyna,苏夫奇纳
talczyn,塔尔钦
tyśmienica,提什缅尼察
szczuki,什丘基
teresin,特雷辛
wilda,维尔达
winogrady,维诺格拉德
troszyn,托斯赞
wiśnicz,维什尼茨
zagórze,扎古热
żar,热尔山
łagiewniki,瓦盖夫尼基
chanajki,察那伊基
chwaliszewo,奇瓦利谢沃
bomi,博米
dębiec,登别茨
górczyn,戈尔钦
główna,格武夫纳
frascati,弗拉斯卡蒂
golęcin,戈莱钦
hałcnów,哈尔茨诺夫
radojewo,拉多杰沃
starołęka,斯塔罗韦卡
stolno,斯托尔诺
stradom,史塔登
rozbrat,罗兹布拉特
solec,索莱茨
sołacz,索瓦奇
szeląg,谢兰格
szwederowo,兹维德罗沃
wianki,花环节
żabianka,札比安卡
łazarz,瓦扎兹
ganymede,盖尼米德公司
ignaców,伊格纳库夫
komandoria,科曼多利亚
ksawera,泽维尔
kwiatków,科亚特考
nukat,波兰国家联合图书目录
ochojec,奥霍耶茨
ostrówek,奥斯特罗维克
otryt,欧特利山
płaszów,普瓦舒夫
poniatowo,波尼亚托沃
topaz,黄玉
tęcza,彩虹
wielbark,维尔巴克
krzemieniewo,可尔热米耶涅沃
nowoczesna,现代
wierzchownia,维日霍夫尼亚
łacina,瓦茨纳
porozumienie,协议
liberalnospołeczni,社会自由
warszawianka,华沙瓦索维亚人体育俱乐部
autoportret,自画像
wójt,县长
warsaw,华沙
bielskobiala,别尔斯科比亚瓦
europe,欧洲
krkonoše,克尔科诺谢山
beelitz,贝利茨
