ana,アナ
mercedes,メルセデス
orleans,オルレアンス
blasco,ブラスコ
góngora,ゴンゴラ
pío,ピオ
victorio,ビクトリオ
machado,マチャード
sunday,サンデー
andújar,アンドゥハル
buero,ブエロ
vallejo,バジェホ
aitor,アイトール
karanka,カランカ
pesarrodona,ペサロドナ
halffter,アルフテル
sáez,サエス
tayseer,タイシール
allouni,アッルーニー
mora,モラ
angelino,アンヘリノ
xavier,ハビエル
montsalvatge,モンサルバーチェ
rufete,ルフェテ
gálvez,ガルベス
mollà,モリャ
serafín,セラフィン
zubiri,スビリ
pinillos,ピニジョス
toledo,トレド
rizi,リシ
corino,コリーノ
ginés,ヒネス
agag,アガグ
ugarte,ウガルテ
ikechukwu,イケチュク
uche,ウチェ
atxaga,アチャーガ
jeb,ジェブ
jarque,ハルケ
vilanova,ビラノバ
bernabéu,ベルナベウ
verdaguer,バルダゲー
llamazares,リャマサーレス
horrach,オラチ
ramallets,ラマレッツ
montaña,モンターニャ
españa,エスパーニャ
quincoces,キンコセス
herrerín,エレリン
iribar,イリバル
irizar,イリサール
zubizarreta,スビサレッタ
míchel,ミチェル
salgado,サルガド
soldado,ソルダード
koldo,コルド
acasiete,アカシエテ
gadea,ガデア
romà,ローマ
forns,フォルンス
aguinagalde,アギナガルデ
azahara,アサアラ
maella,マエラ
alzamora,アルサモラ
roxas,ロハス
feliciano,フェリシアーノ
xisco,シスコ
solozábal,ソロサバル
ivan,イバン
mesa,メサ
cámara,カマラ
pompeu,プンペウ
fabra,ファブラ
belenguer,ベレンゲル
cristina,クリスティーナ
habsburgolorena,エスターライヒ
alvarellos,アルバジェロス
luisa,ルイサ
parma,パルマ
bernardino,ベルナルディーノ
sahagún,サアグン
prim,プリム
fortuny,フォルトゥーニ
laboa,ラボア
vladímirovna,ウラジーミロヴナ
románova,ロマノヴァ
ignasi,イグナシ
estéban,エステバン
elsa,エルザ
pataky,パタキー
carmen,カルメン
polo,ポロ
quim,キム
chiquito,チキト
calzada,カルサーダ
soucek,ソウセック
toni,トニ
hermida,エルミダ
arnelas,アルネラス
fesser,フェセル
geraldine,ジェラルディン
chaplin,チャップリン
alicia,アリシア
larrocha,ラローチャ
mireia,ミレイア
belmonte,ベルモンテ
coixet,コイシェ
oreiro,オレイロ
braganza,ブラガンサ
ventoso,ベントソ
cercas,セルカス
trueba,トルエバ
conchita,コンチータ
menéndez,メネンデス
pidal,ピダル
poyón,ポジョン
marchante,マルチャンテ
cañada,カニャダ
fabiola,ファビオラ
los,ロス
ángeles,アンヘレス
carlota,カルロッタ
joaquina,ジョアキナ
berganza,ベルガンサ
severo,セベロ
pallardó,パジャルド
colón,コロン
ballesta,バジェスタ
torrejón,トレホン
tauler,タウレル
berlanga,ベルランガ
balenciaga,バレンシアガ
zapater,サパテル
frank,フランク
braña,ブラナ
garaikoetxea,ガライコエチェア
amaia,アマイア
montero,モンテーロ
bournonville,ブルノンヴィル
próspero,プロスペロ
rebeca,レベッカ
micaela,ミカエラ
chimo,チモ
fele,フェレ
mayor,マヨール
oreja,オレハ
armas,アルマス
zambrano,サンブラーノ
watling,ワトリング
verdú,ベルドゥ
remedios,レメディオス
varo,バロ
maura,マウラ
fages,ファヘス
felip,フェリプ
adelina,アデリーナ
patti,パッティ
nathalia,ナタリア
bebe,ベベ
olmo,オルモ
sadurní,サドゥルニ
regueiro,レゲイロ
porteiro,ポルテイロ
ziganda,シガンダ
peleteiro,ペレテイロ
melvin,メルヴィン
burgess,バージェス
badenes,バデネス
carbonell,カルボネイ
jofre,ホフレ
loaísa,ロアイサ
ochotorena,オチョトレーナ
entrerríos,エントレリオス
arsenio,アルセニオ
fermín,フェルミン
marisa,マリサ
matute,マトゥテ
etxebarria,エチェバリア
amo,アモ
darío,ダリオ
borja,ボルハ
oubiña,オウビーニャ
joel,ジョエル
galduf,ガルドゥフ
lastras,ラストラス
rich,リッチ
elvira,エルビラ
lindo,リンド
sarrionandia,サリオナンディア
mar,マール
bonet,ボネット
lara,ララ
arruabarrena,アルアバレナ
ildefonso,イルデフォンソ
cerdá,セルダ
araceli,アラセリ
segarra,セガーラ
santayana,サンタヤーナ
frühbeck,フリューベック
ocáriz,オカリス
chester,チェスター
himes,ハイムズ
ibarrola,イバロラ
piru,アグスティン
gainza,ガインサ
arrese,アレッセ
iradier,イラディエル
betancourt,ベタンクル
tamames,タマメス
grandes,グランデス
sambrell,サンブレル
marcelino,マルセリーノ
sotres,ソトレス
tino,コンスタンティノ
zaballa,サバリャ
ormaetxea,オルマエチェア
horrillo,オリリョ
ibárruri,イバルリ
zacarías,ザカリアス
train,トライン
marcial,マルシアル
casimiro,カシミーロ
eulalia,エウラリア
barinaga,バリナガ
rekarte,レカルテ
larrazabal,ララサバル
florencio,フロレンシオ
dealbert,デアルベルト
gerhard,ジェラール
narciso,ナルシソ
monturiol,ムントリオル
amaya,アマヤ
glory,グローリー
alozie,アロジー
anaya,アナヤ
zaldúa,サルドゥア
estanislao,エスタニスラオ
figueras,フィゲラス
rubiera,ルビエラ
palomo,パロモ
enríquez,エンリケス
almansa,アルマンサ
serra,セラ
chris,クリス
marquette,マークエット
ordóñez,オルドニェス
eulogio,エウロヒオ
gárate,ガラテ
olivella,オリベジャ
liniers,リニエルス
lola,ローラ
cassadó,カサド
nogués,ノゲス
rico,リコ
fusté,フステ
abascal,アバスカル
manel,マネル
estiarte,エスティアルテ
roelas,ロエラス
ipiña,イピーニャ
uxue,ウシュエ
barkos,バルコス
kortajarena,コルタジャレナ
iñigo,イニゴ
cerio,セリオ
gorostiza,ゴロスティサ
sabatés,サバテス
íñigo,イニゴ
idiakez,イディアケス
claver,クラベール
yeste,ジェステ
viñes,ビニェス
busquets,ブスケツ
gervasio,ヘルバシオ
deferr,デフェル
cisma,シスマ
tendillo,テンディーリョ
marianín,マリアニン
droeswoode,ドルーシャウト
florentino,フロレンティーノ
denís,デニス
chéryshev,チェリシェフ
olazábal,オラサバル
iturrigaray,イトゥリガライ
josefa,ホセファ
gabilondo,ガビロンド
urquiola,ウルキオラ
pastor,パストール
rita,リタ
iraragorri,イララゴーリ
wally,ウォーリー
szczerbiak,ザービアック
urretaviscaya,ウレタビスカヤ
erice,エリセ
morten,モルテン
skoubo,スコウボ
casquero,カスケーロ
cabedo,カベド
arroyo,アロヨ
ruperto,ルペルト
chapí,チャピ
juanito,フアニート
oiarzabal,オヤルサバル
campo,カンポ
indalecio,インダレシオ
princessa,プリンセッサ
grases,グラセス
crivillé,クリビーレ
baldomero,バルドメロ
espartero,エスパルテロ
ovando,オバンド
bernaus,ベルナウス
gámez,ガメス
kepa,ケパ
junkera,フンケラ
mateo,マテオ
garralda,ガラルダ
kiko,キコ
casilla,カシージャ
xaus,チャウス
laudelino,ラウデリーノ
cubino,クビノ
azcona,アスコナ
cassou,カスー
abrines,アブリネス
ubago,ウバゴ
mumbrú,ムンブル
álvar,アルバル
cabeza,カベサ
vaca,バカ
iglesia,イグレシア
arbeloa,アルベロア
cervera,セルベラ
marta,マルタ
etura,エトゥラ
iban,イバン
mayo,マヨ
barandiarán,バランディアラン
ciriaco,シリアコ
errasti,エラスティ
yepes,イエペス
assumpta,アスンプタ
serna,セルナ
pino,ピノ
novo,ノボ
bazán,バサン
donoso,ドノソ
bretón,ブレトン
casero,カセロ
madrazo,マドラーソ
lafita,ラフィタ
fuster,フステル
rengel,レンヘル
infante,インファンテ
sanz,サンス
pol,ポル
cabezas,カベサス
escartín,エスカルティン
keylor,ケイロル
amusco,アムスコ
kike,キケ
maíllo,マイーリュ
ruy,ルイ
clavijo,クラビホ
hidalgo,イダルゴ
cisneros,シスネロス
delio,デリオ
robledo,ロブレド
cobeño,コベーニョ
villar,ビジャール
buyo,ブーヨ
gaizka,ガイスカ
toquero,トケーロ
puñal,プニャル
antich,アンティック
aurtenetxe,アウルテネチェ
villamuela,ロドリゲス
nieve,ニエベ
yvonne,イボンヌ
blake,ブレイク
pozo,ポソ
vicioso,ビシオソ
montoya,モントーヤ
supervía,スペルビア
osmar,オスマル
millás,ミリャス
planas,プラナス
gaetano,ガエターノ
brunetti,ブルネッティ
raña,ラーニャ
balliu,バジウ
espido,エスピード
sor,ソル
edurne,エドゥルネ
pasaban,パサバン
maragall,マラガイ
ayoze,アジョセ
tete,テテ
montoliu,モントリュー
chente,ホセ
fleta,フレータ
dora,ドラ
hoyo,オヨ
urruticoechea,ウルティコエチェア
canella,カネーリャ
satrústegui,サトゥルステギ
jan,ヤン
urban,ウルバン
otxoa,オチョア
o'donojú,オドノフ
tristán,トリスタン
anchía,アンチア
benali,ベナーリ
juncadella,ジュンカデラ
gallego,ガジェゴ
marga,マルガリータ
fullana,フリャナ
amparo,アンパロ
díez,ディエス
cabarrús,カバリュス
garay,ガライ
willy,ウィルフレード
caballero,カバジェロ
maider,マイデル
unda,ウンダ
leire,レイレ
olaberria,オラベリア
jordá,ホルダ
azorín,アソリン
forlán,フォルラン
ustaritz,ウスタリツ
aldekoaotalora,アルデコアオタロラ
tomatito,トマティート
rienda,リエンダ
queralt,ケラルト
castellet,カステリェト
alexanco,アレサンコ
sabicas,サビーカス
bruna,ブルーナ
losilla,ルジア
guridi,グリーディ
merhi,メリ
arza,アルサ
tabales,タバレス
sito,シト
pons,ポンス
celestino,セレスティーノ
mutis,ムティス
tamariz,タマリッツ
rubiales,ルビアレス
hipólito,イポリト
najwa,ナイワ
nimri,ニムリ
mercader,メルカデル
aragonés,アラゴネス
marcos,マルコス
aranburu,アランブル
zumárraga,スマラガ
gavilán,ガビラン
blanchard,ブランシャール
ramis,ラミス
regino,レヒーノ
maza,マーサ
barral,バラル
icíar,イシアル
bollaín,ボジャイン
brigitte,ブリヒッテ
yagüe,ヤグエ
mantilla,マンティーリャ
efrén,エフレン
maruja,マルーハ
rossy,ロッシ
palma,パルマ
lotina,ロティーナ
piedra,ピエドラ
zoco,ソコ
sordo,ソルド
nsue,エンスエ
vanesa,バネサ
escuredo,エスクレド
zandio,サンディオ
peiró,ペイロ
herrada,エラダ
niña,ニーニャ
peines,ペイネス
etxeita,エチェイタ
rial,リアル
óbidos,オビドス
isabella,イザベラ
colbran,コルブラン
ramonet,ラモネ
beatriz,ベアトリス
andrea,アンドレア
barnó,バルノ
eli,エリサベト
pinedo,ピネード
duque,ドゥケ
garitano,ガリターノ
pier,ピエール
luigi,ルイージ
cherubino,チェルビーノ
abián,アビアン
cañizares,カニサレス
paloma,パロマ
miramontes,ミラモンテス
pellegrini,ペレグリーニ
mangué,マングエ
torroja,トローハ
barredo,バレード
berasategui,ベラサテギ
galdeano,ガルデアノ
landaluze,ランダルセ
cuesta,クエスタ
juncosa,フンコサ
mónica,モニカ
naranjo,ナランホ
txillardegi,チリャルデギ
fonsi,フォンシ
severiano,セベ
ballesteros,バレステロス
blanca,ブランカ
vallabriga,バリャブリガ
coronado,コロナド
hervás,エルバス
miriam,ミリアム
arrupe,アルペ
clos,クロス
amaro,アマロ
mazo,マーソ
igoa,イゴア
beñat,ベニャト
noguera,ノゲーラ
esquivel,エスキベル
alcaraz,アルカラス
sanchís,サンチス
amenábar,アメナーバル
leopoldo,レオポルド
o'donnell,オドンネル
martirio,マルティリオ
eloy,エロイ
olaya,オラージャ
cardús,カルダス
jeffrén,ジェフレン
juande,ファンデ
amavisca,アマビスカ
basora,バソラ
mejías,メヒアス
fabianesi,ファビアネシ
timoner,ティモネル
homar,オマール
haes,アエス
herrero,エレーロ
koke,ホルヘ
resurrección,レスレクシオン
mompou,モンポウ
albacete,アルバセテ
gargallo,ガルガーリョ
montoro,モントーロ
arcas,アルカス
axel,アクセル
carmelo,カルメロ
cedrún,セドルン
oró,ウロー
heras,エラス
ruth,ルート
beitia,ベイティア
dueñas,ドゥエニャス
oona,ウーナ
castroviejo,カストロビエホ
guayre,アントニオ
betancor,グアイレ
paulino,パウリーノ
alcántara,アルカンタラ
izagirre,イサギレ
torrent,トレント
carolina,カロリーナ
marín,マリン
yoana,ヨアナ
notario,ノタリート
caba,カバ
melcior,メルチョル
mauri,マウリ
nariño,ナリーニョ
carducho,カルドゥッチ
irizábal,イリサバル
arly,アーリー
jover,ジョヴァー
raimon,ライモン
panikkar,パニカー
albert,アルベルト
celades,セラーデス
amr,アムール
waked,ワケド
reina,レイナ
álamo,アラモ
karra,カラ
elejalde,エレハルデ
rosalía,ロザリア
mera,メラ
poveda,ポベダ
bodo,ボド
illgner,イルクナー
carreño,カレーニョ
palomino,パロミーノ
larrainzar,ララインサル
colom,コロム
gravina,グラビーナ
calderé,カルデレ
maqueda,マケーダ
óliver,オリベル
marcano,マルカノ
capillas,カピリャス
chano,チャノ
pello,ペリョ
bilbao,ビルバオ
crusat,クルサット
pilar,ピラール
lorengar,ローレンガー
ion,ヨン
abajo,アバホ
marsé,マルセー
sampedro,サンペドロ
faubel,ファウベル
tapia,タピア
pantoja,パントーハ
sofía,ソフィア
azkuna,アスクナ
severino,セベリーノ
reija,レイハ
gioconda,ジョコンダ
belli,ベッリ
eladio,エラディオ
aythami,アイタミ
artiles,アルティレス
pardeza,パルデサ
checa,チェカ
gordillo,ゴルディージョ
roldán,ロルダン
marino,マリノ
lejarreta,レハレタ
renta,レンタ
vedruna,ベドゥルナ
saura,サウラ
plisétskaya,プリセツカヤ
líster,リステル
mendilibar,メンディリバル
portolá,ポルトラ
kirmen,キルメン
uribe,ウリベ
fuego,フエゴ
josu,ホス
urrutia,ウルティア
björn,ビヨン
dunkerbeck,ダンカーベック
àngel,アンヘル
rangel,ランヘル
argentina,アルヘンティーナ
junyent,ジュニエント
intxausti,インチャウスティ
campillo,カンピージョ
periko,ペリコ
lamarca,ラマルカ
imanol,イマノル
erviti,エルビティ
azpilicueta,アスピリクエタ
granados,グラナドス
eusebio,エウセビオ
güell,グエイ
orlandi,オルランディ
sobrino,ソブリノ
derik,デリク
osede,オセデ
cerro,セロ
grande,グランデ
meade,ミード
helguera,エルゲラ
zafón,サフォン
albelda,アルベルダ
mendieta,メンディエタ
tirso,ティルソ
ñíguez,ニゲス
montañés,モンタニェース
nikola,ニコラ
mirotić,ミロティッチ
delfí,デルフィ
geli,ヘリ
russell,ラッセル
castedo,カステド
cerrajería,セラヘリア
torrens,トーレンス
forner,フォルネル
ladislao,ラディスラオ
kubala,クバラ
unai,ウナイ
emery,エメリ
nico,ニコ
terol,テロル
alós,アロス
veljko,ヴェリコ
paunović,パウノヴィッチ
jeanette,ジャネット
valdano,バルダーノ
bisbal,ビスバル
sert,セルト
rabanne,ラバンヌ
grigori,グリゴリー
sokolov,ソコロフ
manuela,マヌエラ
sunyer,スニェール
encina,エンシーナ
vero,ベロニカ
boquete,ボケーテ
marías,マリアス
botía,ボティア
isidro,イシドロ
lángara,ランガラ
nieves,ニエベス
baraja,バラハ
torroba,トローバ
azara,アサーラ
jaume,ジャウマ
balagueró,バラゲロ
eduard,エドゥアルド
asensio,アセンシオ
sesúmaga,セスマガ
sotelo,ソテロ
morenés,モレネス
obiang,オビアング
kiril,キリル
jaliavin,ハリャヴィン
