セッシュウ,셋슈,sesshuu,sessyu
タロウ,다로,tarou,daro
マコト,마코토,makoto,makoto
トシヒデ,도시히데,toshihide,dosihide
カキダニ,가키타니,kakidani,gakitani
トリヤマ,토리야마,toriyama,toriyama
ヒロシゲ,히로시게,hiroshige,hirosige
キバ,기바,kiba,giba
マサオ,마사오,masao,masao
マキハラ,마키하라,makihara,makihara
ヒロシオノレ,히로미,hiroshionore,hiromi
トウビ,도미,toubi,domi
サワアキラ,사와,sawaakira,sawa
カツ,마사카쓰,katsu,masakasseu
ムラカミ,무라카미,murakami,murakami
ハルキ,하루키,haruki,haruki
アミ,아미,ami,ami
オガタ,오가타,ogata,ogata
サダコ,사다코,sadako,sadako
ミチバタ,미치바타,michibata,micibata
ジェシカ,제시카,jeshika,jesika
ナツメ,나쓰메,natsume,nasseume
ソウセキ,소세키,souseki,soseki
トシキチ,리키치,toshikichi,rikici
エモト,에모토,emoto,emoto
カチ,마사루,kachi,masaru
エドウィン,에드윈,edowin,edeuwin
クラタ,구라타,kurata,gurata
シモヒラ,시모히라,shimohira,simohira
タクミ,다쿠미,takumi,dakumi
アキノリ,아키노리,akinori,akinori
カンノ,간노,kanno,ganno
ハタアキラ,마사아키,hataakira,masaaki
タカフミ,다카후미,takafumi,dakahumi
タサカ,다사카,tasaka,dasaka
ナカゴ,주고,nakago,jugo
コウゾウ,고조,kouzou,gojo
カサイ,가사이,kasai,gasai
キノアキラ,노리아키,kinoakira,noriaki
ナシモト,나시모토,nashimoto,nasimoto
ミヤモリタダシオウ,모리마사,miyamoritadashiou,morimasa
ノサカ,노사카,nosaka,nosaka
シイ,시이,shii,sii
ウエノ,우에노,ueno,ueno
モリヤマ,모리야마,moriyama,moriyama
ナカイ,나카이,nakai,nakai
モウコレシン,다케노신,moukoreshin,dakenosin
タツヤ,타츠야,tatsuya,taceuya
フカサク,후카사쿠,fukasaku,hukasaku
イシノモリアキラ,이시노모리,ishinomoriakira,isinomori
セキタカシ,세키,sekitakashi,seki
ワ,다카카즈,wa,dakakajeu
エンドウ,엔도,endou,endo
ヤスシジ,야스지,yasushiji,yaseuji
ケンキチ,겐키치,kenkichi,genkici
ムトウ,무토,mutou,muto
カナモト,가네모토,kanamoto,ganemoto
チケン,도모아키,chiken,domoaki
コウキ,미츠테루,kouki,miceuteru
カシワギ,가시와기,kashiwagi,gasiwagi
コリエダ,코리에,korieda,korie
リコ,리코,riko,riko
ヒジリタケシ,쇼무,hijiritakeshi,syomu
フクイ,후쿠이,fukui,hukui
ウタ,우다,uta,uda
ニンミョウ,닌묘,ninmyou,ninmyo
ツギタイ,게이타이,tsugitai,geitai
サカモト,사카모토,sakamoto,sakamoto
ナガタケ,오사무,nagatake,osamu
エド,에도가와,edo,edogawa
カワランポ,란포,kawaranpo,ranpo
ヨウゼイ,요제이,youzei,yojei
ヨウアキラ,요메이,youakira,yomei
トリイ,도리이,torii,dorii
リュウゾウ,류조,ryuuzou,ryujo
タナベ,다나베,tanabe,danabe
ケンスケ,겐스케,kensuke,genseuke
ヒロシアキラ,히로아키,hiroshiakira,hiroaki
ハットリ,핫토리,hattori,hastori
トシヒロシ,도시히로,toshihiroshi,dosihiro
マエゾノ,마에조노,maezono,maejono
マサタカ,마사키요,masataka,masakiyo
アキタ,아키타,akita,akita
ユタカ,유타카,yutaka,yutaka
サナダ,사나다,sanada,sanada
イワモト,이와모토,iwamoto,iwamoto
ヤマオ,야마오,yamao,yamao
ハルオミ,하루오미,haruomi,haruomi
ミズノ,미즈노,mizuno,mijeuno
シブサワ,시부사와,shibusawa,sibusawa
ヒロタ,히로타,hirota,hirota
スミオ,스미오,sumio,seumio
イノウエ,이노우에,inoue,inoue
カオル,가오루,kaoru,gaoru
フクマ,후쿠마,fukuma,hukuma
オサメ,오사무,osame,osamu
ヨシミ,요시미,yoshimi,yosimi
オギノ,오기노,ogino,ogino
ヨシヒロ,요시히로,yoshihiro,yosihiro
クメ,구메,kume,gume
クニタケ,구니타케,kunitake,gunitake
シバタ,시바타,shibata,sibata
カツイエ,가쓰이에,katsuie,gasseuie
コウエン,고엔유,kouen,goenyu
トオルテンノウ,천황,toorutennou,ceonhwang
ヨリユキケイ,요리쓰네,yoriyukikei,yorisseune
タカギ,다카기,takagi,dakagi
サダハル,데이지,sadaharu,deiji
ヒラフ,히라후,hirafu,hirahu
タカシコウ,스코,takashikou,seuko
ヒカリゲン,고곤,hikarigen,gogon
ダイジロウ,다이지로,daijirou,daijiro
シセイ,모토오,shisei,motoo
ナオミ,나오미,naomi,naomi
エダ,에다,eda,eda
ケン,켄,ken,ken
アンジュウ,아즈미,anjuu,ajeumi
アツシ,준,atsushi,jun
ジュン,준,jun,jun
イワタ,이와타,iwata,iwata
ハナレイ,카렌,hanarei,karen
ホヒトシ,야스히토,hohitoshi,yaseuhito
イエモチ,이에모치,iemochi,iemoci
ウラサワ,우라사와,urasawa,urasawa
ヒトシ,진,hitoshi,jin
ゴフカ,고후카쿠사,gofuka,gohukakusa
クサテンノウ,천황,kusatennou,ceonhwang
セイワ,세이와,seiwa,seiwa
タカシタカシ,스슌,takashitakashi,seusyun
オカヤマ,오카야마,okayama,okayama
タツヒコ,다쓰히코,tatsuhiko,dasseuhiko
トウドウ,도도,toudou,dodo
ヘイスケ,헤이스케,heisuke,heiseuke
トシアキ,도시아키,toshiaki,dosiaki
ハタシュン,하타,hatashun,hata
ハシシタ,하시모토,hashishita,hasimoto
ツボウチ,쓰보우치,tsubouchi,sseubouci
ショウヨウ,쇼요,shouyou,syoyo
シュウ,요시히데,shuu,yosihide
マコトキョウ,인교,makotokyou,ingyo
ミョウジン,묘진,myoujin,myojin
トモカズ,도모카즈,tomokazu,domokajeu
リツオ,리쓰오,ritsuo,risseuo
ウメヅ,우메즈,umedzu,umejeu
ヨシハルロウ,요시지로,yoshiharurou,yosijiro
ルミコ,루미코,rumiko,rumiko
ナカタニ,나카야,nakatani,nakaya
ウキチロウ,우키치로,ukichirou,ukiciro
オカモト,오카모토,okamoto,okamoto
クマガイ,구마가이,kumagai,gumagai
シャマレ,사키,shamare,saki
キノ,키노,kino,kino
トバ,도바,toba,doba
リョウテンノウ,천황,ryoutennou,ceonhwang
コウカシワ,고카시와바라,koukashiwa,gokasiwabara
ハラテンノウ,천황,haratennou,ceonhwang
コウヒ,고요제이,kouhi,goyojei
ナルテンノウ,천황,narutennou,ceonhwang
ナカアサリョ,나카마로,nakaasaryo,nakamaro
コウシュ,고스자쿠,koushu,goseujaku
スズメテンノウ,천황,suzumetennou,ceonhwang
コウニシ,고사이,kounishi,gosai
タカシトク,스토쿠,takashitoku,seutoku
サザナミ,렌,sazanami,ren
ヤスマサ,야스마사,yasumasa,yaseumasa
エスクデロケイ,세르히오,esukuderokei,sereuhio
ヒオウ,에스쿠데로,hiou,eseukudero
アオヤマ,아오야마,aoyama,aoyama
トシヒロ,도시히로,toshihiro,dosihiro
ババ,바바,baba,baba
ウフトシ,유타,ufutoshi,yuta
シマダ,시마다,shimada,simada
カクマ,카쿠마,kakuma,kakuma
アコロモ,아이,akoromo,ai
ホンジョウ,혼조,honjou,honjo
マヒダリウマフトシ,사마타,mahidariumafutoshi,samata
タケン,덴,taken,den
ジロウ,겐지로,jirou,genjiro
ナツサイコ,카나코,natsusaiko,kanako
オオマエ,오마에,oomae,omae
モトノリ,겐키,motonori,genki
ノブナリ,노부나리,nobunari,nobunari
カキハラ,카키하라,kakihara,kakihara
アシカガ,아시카가,ashikaga,asikaga
ヨシタネ,요시타네,yoshitane,yositane
ネアガリ,준,neagari,jun
タンザン,단잔,tanzan,danjan
タニヤマ,다니야마,taniyama,daniyama
ヨウコ,요코,youko,yoko
ハマグチ,하마구치,hamaguchi,hamaguci
ユウコウ,오사치,yuukou,osaci
イシダ,이시다,ishida,isida
ヒラタ,히라타,hirata,hirata
ヒロミ,히로미,hiromi,hiromi
タカツ,다카쓰,takatsu,dakasseu
シンワレ,신고,shinware,singo
カツヤ,가쓰야,katsuya,gasseuya
ナミ,나미,nami,nami
タケダ,다케다,takeda,dakeda
ソウカク,소카쿠,soukaku,sokaku
コサカ,고사카,kosaka,gosaka
サトサキ,사토자키,satosaki,satojaki
トモヤ,도모야,tomoya,domoya
ナルセ,나루세,naruse,naruse
ヨシヒサ,요시히사,yoshihisa,yosihisa
カドクラ,카도쿠라,kadokura,kadokura
フルタ,후루타,furuta,huruta
ベットウ,벳토,bettou,besto
オチアイ,오치아이,ochiai,ociai
ヒロミツ,히로미쓰,hiromitsu,hiromisseu
イマエ,이마에,imae,imae
コウゴウ,마사코,kougou,masako
マサコ,황후,masako,hwanghu
アイ,아이,ai,ai
コウサクラ,고사쿠라마치,kousakura,gosakuramaci
マチテンノウ,천황,machitennou,ceonhwang
クドウ,구도,kudou,gudo
ノモ,노모,nomo,nomo
エイユウ,히데오,eiyuu,hideo
フクウラ,후쿠우라,fukuura,hukuura
シンノウ,도모히토,shinnou,domohito
ヤマウチ,야마우치,yamauchi,yamauci
イシネ,이와네,ishine,iwane
オザワ,오자와,ozawa,ojawa
イヌヨウ,이누카이,inuyou,inukai
アキヤマ,아키야마,akiyama,akiyama
マサユキ,사네유키,masayuki,saneyuki
ムネカタ,무네타카,munekata,munetaka
ワダ,와다,wada,wada
ヨウドウ,요도,youdou,yodo
ナラサキ,나라사키,narasaki,narasaki
エトウ,에토,etou,eto
ミノ,미노베,mino,minobe
ブタツキチ,다쓰키치,butatsukichi,dasseukici
ヒシカリ,히시카리,hishikari,hisikari
フジモト,후지모토,fujimoto,hujimoto
オオツ,오쓰,ootsu,osseu
ユウキ,유키,yuuki,yuki
アライ,아라이,arai,arai
タカツキ,타카츠키,takatsuki,takaceuki
アヤリョウ,사라,ayaryou,sara
アキラヒロシ,료칸,akirahiroshi,ryokan
カズヒコ,카즈히코,kazuhiko,kajeuhiko
イイヅカ,이이즈카,iidzuka,iijeuka
マサユミ,마유미,masayumi,mayumi
クロダ,구로다,kuroda,guroda
キヨコ,사야코,kiyoko,sayako
コウシ,기미코,koushi,gimiko
タケウチ,타케우치,takeuchi,takeuci
ナオコ,나오코,naoko,naoko
シズカ,시즈카,shizuka,sijeuka
サカイ,사카이,sakai,sakai
ツツミヨシ,쓰쓰미,tsutsumiyoshi,sseusseumi
イブカ,이부카,ibuka,ibuka
ダイ,마사루,dai,masaru
アラキ,아라키,araki,araki
サダオ,사다오,sadao,sadao
イハラ,이하라,ihara,ihara
サイカク,사이카쿠,saikaku,saikaku
マツオカ,마쓰오카,matsuoka,masseuoka
コガ,코가,koga,koga
イリョウ,이라부,iryou,irabu
ブヒデキ,히데키,buhideki,hideki
トクブン,노리후미,tokubun,norihumi
アナミ,아나미,anami,anami
コレチカ,고레치카,korechika,gorecika
フナキ,후나키,funaki,hunaki
アラスケ,아라스케,arasuke,araseuke
クボ,구보,kubo,gubo
ヤストモ,야스토모,yasutomo,yaseutomo
キモト,키모토,kimoto,kimoto
オリエ,오리에,orie,orie
ナガイ,나가이,nagai,nagai
フクヤマ,후쿠야마,fukuyama,hukuyama
テツロウ,데쓰로,tetsurou,desseuro
ニシオ,니시오,nishio,nisio
イシン,이신,ishin,isin
ヒラツカ,히라쓰카,hiratsuka,hirasseuka
ライテウ,라이초,raiteu,raico
ケンミ,가네자네,kenmi,ganejane
スケユキ,스케유키,sukeyuki,seukeyuki
ショウリキ,쇼리키,shouriki,syoriki
マツタロウ,마쓰타로,matsutarou,masseutaro
ヒロシ,히로무,hiroshi,hiromu
コウアツシ,고준,kouatsushi,gojun
サワミノル,사와,sawaminoru,sawa
マレ,호마레,mare,homare
クサマ,구사마,kusama,gusama
ヤヨイ,야요이,yayoi,yayoi
イサゴホリ,사오리,isagohori,saori
レイナ,레이나,reina,reina
キヨシショウ,세이,kiyoshishou,sei
ナゴン,쇼나곤,nagon,syonagon
オオツカ,오오츠카,ootsuka,ooceuka
コヤマ,코야마다,koyama,koyamada
タシン,신,tashin,sin
アマノ,아마노,amano,amano
ヨシタカ,요시타카,yoshitaka,yositaka
フクザワ,후쿠자와,fukuzawa,hukujawa
ユキチ,유키치,yukichi,yukici
コシロウ,고시로,koshirou,gosiro
コムロ,고무로,komuro,gomuro
シイナ,시나,shiina,sina
ナカヤマ,나카야마,nakayama,nakayama
タケドオリ,다케유키,takedoori,dakeyuki
カネコ,가네코,kaneko,ganeko
フミコ,후미코,fumiko,humiko
シミズ,시미즈,shimizu,simijeu
ヨシイ,요시이,yoshii,yosii
アラマキ,아라마키,aramaki,aramaki
イグチ,이구치,iguchi,iguci
シジン,다다히토,shijin,dadahito
コウヒヤ,고레이제이,kouhiya,goreijei
イズミテンノウ,천황,izumitennou,ceonhwang
マサヒデ,마사히데,masahide,masahide
イマオカ,이마오카,imaoka,imaoka
ゴトウ,고토,gotou,goto
ヒロセ,히로세,hirose,hirose
アマリ,아마리,amari,amari
トラヤスシ,도라야스,torayasushi,dorayaseu
トウテン,도텐,touten,doten
タハハ,다모가미,tahaha,damogami
カミトシオ,도시오,kamitoshio,dosio
シゲノリ,시게노리,shigenori,sigenori
キ,가즈키,ki,gajeuki
イシザキ,이시자키,ishizaki,isijaki
コトミ,고토미,kotomi,gotomi
キサダコ,사다코,kisadako,sadako
ジミツル,지토,jimitsuru,jito
ヒデヨ,히데요,hideyo,hideyo
リンコ,린코,rinko,rinko
タク,다쿠,taku,daku
ホリトオル,도시미치,horitooru,dosimici
ムクヤ,무카이야,mukuya,mukaiya
ミ,미노루,mi,minoru
ニシオカ,니시오카,nishioka,nisioka
トウジョウ,도조,toujou,dojo
ユウコ,유코,yuuko,yuko
コンドウ,곤도,kondou,gondo
ヒロシチ,고지,hiroshichi,goji
ヤブタ,야부타,yabuta,yabuta
ヤスヒコ,야스히코,yasuhiko,yaseuhiko
ソト,오가이,soto,ogai
ユウサイ,아리나,yuusai,arina
ブンヒトシ,후미히토,bunhitoshi,humihito
シンノウヒノリコ,친왕비,shinnouhinoriko,cinwangbi
マスダ,마스다,masuda,maseuda
ナオヤ,나오야,naoya,naoya
ナリタ,나리타,narita,narita
フミオ,후미오,fumio,humio
アオノ,아오노,aono,aono
キヨタ,기요타,kiyota,giyota
イクヒロシ,이쿠히로,ikuhiroshi,ikuhiro
ホンイン,혼인보,honin,honinbo
ボウシュウサク,슈사쿠,boushuusaku,syusaku
コウケン,고켄,kouken,goken
タケトウ,가쿠토,taketou,gakuto
ノゾミ,노조미,nozomi,nojomi
ウチシバ,우치시바,uchishiba,ucisiba
ヨシオ,요시오,yoshio,yosio
カシシゲオ,시게오,kashishigeo,sigeo
シンポ,스스무,shinpo,seuseumu
ヨシマサ,요시마사,yoshimasa,yosimasa
ゾンチ,아리토모,zonchi,aritomo
ミナミジ,미나미,minamiji,minami
ヘイタロウ,헤이타로,heitarou,heitaro
コウホリ,고호리카와,kouhori,gohorikawa
カワテンノウ,천황,kawatennou,ceonhwang
フミノリ,몬토쿠,fuminori,montoku
ホンノ,모토노,honno,motono
コマツ,고마쓰노미야,komatsu,gomasseunomiya
ミヤアキラジンシンノウ,아키히토,miyaakirajinshinnou,akihito
ケサワレ,게사고,kesaware,gesago
クボノ,쿠보노우치,kubono,kubonouci
ウチエイサク,에이사쿠,uchieisaku,eisaku
ソヶ,소가하타,soヶ,sogahata
カツシン,카츠,katsushin,kaceu
イシビツ,이시비쓰,ishibitsu,isibisseu
ユウリャク,유랴쿠,yuuryaku,yuryaku
コウブン,고분,koubun,gobun
ライゾウ,라이조,raizou,raijo
チュウジツ,다다자네,chuujitsu,dadajane
ヤスジ,야스지,yasuji,yaseuji
ヨリユキチョウ,요리나가,yoriyukichou,yorinaga
ブンブ,몬무,bunbu,monmu
ジュントク,준토쿠,juntoku,juntoku
ツツイ,쓰쓰이,tsutsui,sseusseui
トクシゲ,도쿠시게,tokushige,dokusige
モトアキ,겐메이,motoaki,genmei
マリア,마리아,maria,maria
ニイガキ,니이가키,niigaki,niigaki
カメイ,카메이,kamei,kamei
エリ,에리,eri,eri
オオヤ,오타니,ooya,otani
イクエ,이쿠에,ikue,ikue
チュウキョウ,주쿄,chuukyou,jukyo
ドオ,쓰치미카도,doo,sseucimikado
モンテンノウ,천황,montennou,ceonhwang
ニンケン,닌켄,ninken,ninken
タカクラ,다카쿠라,takakura,dakakura
ツダ,쓰다,tsuda,sseuda
ウメコ,우메코,umeko,umeko
セイヤスシ,세이네이,seiyasushi,seinei
タキ,타키가와,taki,takigawa
カワヒロミ,유미,kawahiromi,yumi
マツカタ,마쓰카타,matsukata,masseukata
キヨタカ,기요타카,kiyotaka,giyotaka
ボウヒデヤ,슈사이,bouhideya,syusai
ハタト,마사토,hatato,masato
チョウアヤ,나가미치,chouaya,nagamici
ムシャ,무샤코지,musha,musyakoji
コウジコウキョウ,긴토모,koujikoukyou,gintomo
タカオカ,다카오카,takaoka,dakaoka
コトブキシゲル,도시나리,kotobukishigeru,dosinari
ホソダ,호소다,hosoda,hosoda
モリ,마모루,mori,mamoru
オキタ,오키타,okita,okita
アンズナシ,안리,anzunashi,anri
ビキ,미키,biki,miki
イチョウ,이초,ichou,ico
モリキ,모리,moriki,mori
ミチシゲ,미치시게,michishige,micisige
サユミ,사유미,sayumi,sayumi
サオリ,사오리,saori,saori
トキオ,요시오,tokio,yosio
クリヤマ,쿠리야마,kuriyama,kuriyama
タキジロウ,다키지로,takijirou,dakijiro
キシダ,기시다,kishida,gisida
トヨダ,기이치로,toyoda,giiciro
トミオカ,도미오카,tomioka,domioka
タエコ,다에코,taeko,daeko
フユメ,아유,fuyume,ayu
イケダ,이케다,ikeda,ikeda
モトヒサ,모토히사,motohisa,motohisa
ミミ,사네토미,mimi,sanetomi
ハルオ,하루오,haruo,haruo
ヤマダ,야마다,yamada,yamada
キヌガサ,기누가사,kinugasa,ginugasa
テイノスケ,데이노스케,teinosuke,deinoseuke
カンジ,간지,kanji,ganji
ケイスケ,게이스케,keisuke,geiseuke
ベイナイ,요나이,beinai,yonai
ミツマサ,미쓰마사,mitsumasa,misseumasa
ユヒ,유히,yuhi,yuhi
ミツエ,미쓰에,mitsue,misseue
ナンジョウ,난죠,nanjou,nanjyo
トクジ,토쿠지,tokuji,tokuji
ニシザワ,니시자와,nishizawa,nisijawa
タテタロウ,켄타로,tatetarou,kentaro
テル,잇키,teru,iski
ムラヌシ,스구리,muranushi,seuguri
アキラエダ,후미에,akiraeda,humie
マキ,마키,maki,maki
ワタセ,와타세,watase,watase
イジュンコ,준코,ijunko,junko
ヤザワ,야자와,yazawa,yajawa
ヒロスエ,히로스에,hirosue,hiroseue
リョウコ,료코,ryouko,ryoko
ジョウゴ,우에토,jougo,ueto
イロドリ,아야,irodori,aya
アサダ,아사다,asada,asada
マオ,마오,mao,mao
リンゴ,링고,ringo,ringgo
タカアキ,기쇼,takaaki,gisyo
シュアレサンドロ,알레산드로,shuaresandoro,alresandeuro
オガサ,오가사와라,ogasa,ogasawara
ハラミツオ,미쓰오,haramitsuo,misseuo
マサハル,마사하루,masaharu,masaharu
ミズシマ,미즈시마,mizushima,mijeusima
ヒサアキ,히사아키,hisaaki,hisaaki
ハラミチタロウ,미치타로,haramichitarou,micitaro
タニグチ,다니구치,taniguchi,daniguci
ジロー,지로,jirō,jiro
チンダ,진다,chinda,jinda
ステミ,스테미,sutemi,seutemi
カンヤナギヒトシ,간류사이,kanyanagihitoshi,ganryusai
ミコト,다케루,mikoto,dakeru
タケイ,타케이,takei,takei
ナツヤキ,나츠야키,natsuyaki,naceuyaki
ミヤビ,미야비,miyabi,miyabi
イイ,이이,ii,ii
ナオスケ,나오스케,naosuke,naoseuke
コセイ,코시미즈,kosei,kosimijeu
ミズアミ,아미,mizuami,ami
ツチヤ,츠치야,tsuchiya,ceuciya
シマタニ,시마타니,shimatani,simatani
クラキ,쿠라키,kuraki,kuraki
ヒサズミ,쿠스미,hisazumi,kuseumi
コハル,코하루,koharu,koharu
ミヤマ,미야마,miyama,miyama
ハラタカシ,하라,haratakashi,hara
ショウコ,나오코,shouko,naoko
ガンショウ,겐쇼,ganshou,gensyo
ミドリ,미도리,midori,midori
ウスイ,우스이,usui,useui
キリノ,기리노,kirino,girino
