김일,金日
종환,钟焕
동직,东稷
정자,贞子
경표,庚杓
재근,在谨
용규,容圭
경완,勍完
가은,佳恩
경갑,庚甲
익현,益铉
기옥,基玉
신수,信守
민교,民教
용우,埇佑
래연,莱燕
재모,在模
연홍,妍红
미정,美廷
청태,清泰
장수,章洙
국영,国荣
명완,明完
하정,贺净
서진,瑞真
태형,太亨
영중,荣中
인혜,仁惠
우희,玗嬉
광록,光禄
미라,美罗
광재,光宰
제균,齐均
재섭,在涉
선아,宣儿
향순,香顺
정리,正利
은혜,恩惠
간,简
인표,仁杓
운계,运计
다윗,大卫
인비,仁妃
홍일,弘壹
준우,峻玗
희호,姬镐
형필,蓥弼
정상,正祥
한용,汉溶
병숙,炳淑
현성,铉诚
지승,美珠
두선,斗善
지나,智娜
지윤,智允
승준,胜准
창용,昌勇
현중,贤重
기태,杞泰
아정,儿贞
용태,龙台
해영,海英
동환,东焕
은이,恩伊
한위,汉伟
우정,愚贞
원석,沅锡
순자,顺子
윤형,尹馨
승윤,承润
병관,炳宽
형래,炯来
창준,昌准
부자,富子
명섭,明燮
형기,炯基
경근,璟根
겨운,糠云
덕룡,德龙
동영,东英
민한,敏汉
현곤,炫坤
재림,再临
현식,玄植
성지,性志
바라,巴拉
동우,东雨
병옥,炳玉
창혁,昌赫
갑제,甲济
지태,智泰
기탁,起铎
대은,大恩
외룡,外龙
정안,贞安
두언,斗彦
광우,光宇
선균,善均
호영,昊永
광렬,光烈
치우,致佑
예린,艺潾
보형,保亨
윤서,尹瑞
나래,娜莱
주미,柱美
수혁,洙赫
영유,怜惟
정해,贞孩
영래,宰昊
운홍,运弘
재무,在武
재봉,在凤
대규,大奎
현경,贤庆
영신,永信
병기,秉基
수호,承桓
혜미,惠美
의신,义信
세균,世均
명곤,明坤
완선,完宣
형우,炯宇
미애,美爱
병용,秉龙
찬호,赞浩
병춘,炳春
경필,景弼
상경,相庆
몽준,梦准
명석,明析
명민,明民
보석,普硕
민준,敏俊
석규,石圭
하균,河均
성화,成华
근우,根宇
민태,珉台
노자,露子
진만,镇万
다름,多凛
사연,士燕
창희,昶熙
창진,昶辰
성겸,成谦
원영,元英
동엽,东烨
웅래,雄来
영민,英敏
정의,正义
태엽,泰烨
현배,贤培
다훈,多勋
능욱,能旭
보령,宝玲
계남,桂南
상욱,相昱
주혁,柱赫
두준,斗俊
석환,奭奂
은빈,恩斌
강우,刚于
르샤,效真
경욱,京郁
세권,世权
희상,喜相
보영,宝英
석준,锡俊
현석,铉锡
진일,镇日
우익,佑益
성갑,性甲
해일,海日
도환,道焕
재균,载均
종률,钟律
봉환,凤焕
고운,智英
상희,相姬
상태,相台
부겸,富谦
각수,珏秀
경식,庆植
지철,智澈
인나,寅娜
솔미,帅眉
승욱,承旭
영배,永培
성록,成禄
목,睦
뢰하,雷夏
함,咸
천희,天熙
효성,烋星
효림,孝琳
민용,民勇
민하,敏荷
범계,范界
영실,英实
창화,昌华
가영,佳映
제,朴
이미,智敏
정신,正信
혜민,惠敏
규철,圭哲
효준,孝准
용운,容云
문경,文京
의태,义泰
규선,奎善
광온,洸瑥
수향,秀香
환기,焕基
민선,敏仙
응수,应洙
연지,延智
창완,昌完
태보,泰保
채원,彩媛
의석,义锡
준상,畯相
우근,雨根
기제,记帝
예원,叡园
용만,龙万
용림,容琳
윤화,允和
혁재,赫宰
재하,在夏
종완,钟万
효희,晓熙
희본,喜本
종철,钟哲
낙청,乐晴
음,阴
제동,济东
슬아,瑟娥
광환,广焕
현호,贤皓
화선,花善
태림,泰林
자혜,慈慧
치창,致昌
원중,元中
윤덕,润德
나은,娜恩
세연,世娫
형석,亨锡
진표,振杓
원형,圆衡
한길,汉吉
초롱,初珑
천호,天颢
성오,盛吴
나라,娜拉
수종,秀宗
의지,义智
소진,昭珍
진섭,珍燮
인섭,恩顺
종렬,宗烈
은식,殷植
래원,来沅
애정,爱情
택근,宅根
수홍,修弘
시우,诗雨
순천,顺天
시춘,是春
찬환,赞焕
갈,葛
소원,潇辕
무열,武烈
종길,宗吉
정례,正礼
본승,本承
로명,鲁明
동연,东延
정배,正培
복수,福寿
지용,志镕
년설,年雪
희도,熙道
진웅,震雄
새벽,诗曦
동녕,东宁
상룡,相龙
서희,瑞希
기광,起光
우리,佑丽
종용,钟龙
현미,贤美
노민,卢民
금,琴
용,龙
해진,海珍
승락,胜洛
진민,镇民
진기,晋基
세빈,世彬
서안,瑞安
상정,相奵
예솔,艺瑟
경헌,京宪
가,贾
득희,得熙
대남,大南
휘순,徽淳
홍균,洪均
주암,主岩
이안,伊安
준면,俊勉
준금,俊锦
건희,健熙
세경,世景
우선,于善
봉기,奉基
승도,承道
재옥,在玉
성종,成种
의철,义澈
근호,根镐
세나,世娜
광진,光真
병근,柄根
하진,河珍
윤준,胤准
헌곤,宪坤
형범,亨范
향기,香起
사희,史熙
선택,善宅
은,殷
해성,海成
재이,在伊
자경,滋暻
후덕,厚德
호중,昊重
희석,熙锡
창중,昶重
필모,必模
도현,度玹
백남,白南
하라,荷拉
영교,瑛教
기방,基邦
유형,裕灐
휘재,辉宰
선규,善圭
형종,炯宗
치왕,致旺
해수,该受
웅기,雄基
헌승,宪升
현지,贤智
이지,海仁
학봉,鹤捧
해식,海植
아영,雅英
낙연,洛渊
성언,性彦
승대,丞大
태종,泰钟
경모,敬模
경신,京信
상옥,相玉
바,瓦格纳
기뉴,路易斯
국환,国焕
봉선,奉仙
본기,本基
영창,永彰
중양,重阳
주태,柱泰
대우,大祐
충무,忠武
여은,汝恩
유화,有华
윤소,允素
용덕,用德
영미,英美
응모,应模
병무,炳茂
교흥,教兴
강률,江栗
관희,观熙
광표,光杓
항준,恒俊
세현,世贤
시환,施晥
현탁,玹卓
덕문,德文
희서,嬉序
응경,应敬
건아,健儿
승열,升烈
의조,义助
직수,稙秀
정근,正根
주아,珠雅
태경,泰庆
재숙,在淑
채기,菜基
승경,承京
송현,松贤
세웅,世雄
희운,熙云
광림,光林
춘호,春浩
성홍,成泓
미도,美度
맹희,孟熙
명기,明起
길자,吉子
유신,侑信
희은,姬银
우조,宇朝
일화,壹花
석기,石基
도규,道奎
대희,大熙
찬규,灿圭
덕희,德姬
대용,大镕
창열,昌烈
재훈,在勋
기고,基高
연상,演相
래혁,来赫
현무,炫茂
규민,奎珉
윤택,润泽
이숙,梨淑
지유,英儿
예리,艺璃
춘생,椿生
세형,世炯
기대,基大
치환,致焕
세찬,世灿
선호,善镐
표,表
기천,基天
혜순,惠顺
대연,大渊
달곤,达坤
정협,庭协
난영,兰影
만복,万福
항선,项线
일우,日宇
채미,彩薇
봉길,锋吉
병도,秉道
갑윤,甲润
우당,友堂
부진,富真
상아,尚雅
경엽,京烨
문성,文晟
몽근,梦根
명원,明源
윤홍,允红
정세,正世
나경,娜京
동균,东均
성운,成云
재수,载秀
유수,惟守
종양,钟阳
용섭,庸燮
소성,昭盛
시아,诗雅
애연,爱妍
승형,承亨
시종,始钟
화겸,瑜瑛
미령,美玲
재흥,载兴
정복,正福
규수,奎秀
성걸,性杰
용진,龙真
춘숙,春淑
청래,清来
찬헌,粲宪
찬혁,灿赫
양희,亮喜
언래,彦来
채민,采民
원종,原种
문도,文道
의화,义和
인기,仁基
은표,殷杓
광식,广植
나운,娜云
영서,英署
세호,世镐
한식,汉植
화평,和平
호린,浩琳
교안,教安
길언,吉彦
경태,庆泰
보근,宝根
그린,格林
호빈,昊彬
상도,尚道
경협,炅侠
관영,宽永
현민,贤旻
상혁,相赫
판석,畔锡
보결,甫洁
한울,韩蔚
석옥,锡玉
병석,炳锡
윤우,润宇
봉균,奉均
기윤,起润
창성,昌成
달환,达焕
기홍,基洪
승옥,胜玉
윤선,允旋
윤제,润济
익표,翼杓
아랑,雅朗
한비,涵妃
정치,政治
한철,汉哲
태열,兑烈
승언,胜妍
은탁,恩卓
인택,仁泽
광규,光奎
옥자,玉子
채윤,旻晶
성광,圣光
춘희,春熙
채은,彩恩
채익,采益
초희,础熙
두식,斗植
우철,宇哲
종걸,钟杰
승조,承晁
승세,胜世
장현,壮铉
필용,必镛
지루,智娄
석용,石勇
제성,帝圣
운하,云夏
다운,达吾
규진,圭真
용현,容贤
효섭,孝燮
테라,泰来
강준,康俊
제욱,济旭
순옥,顺玉
선교,善教
석열,锡悦
관석,官石
학성,学圣
극영,克荣
보검,宝剑
원욱,元旭
세기,世基
성헌,性宪
시운,诗云
그루,可露
주민,柱民
시창,始昌
준태,俊泰
태년,太年
도읍,度邑
광웅,光雄
희동,熙东
준현,峻铉
명렬,明烈
남춘,南春
도희,都凞
병은,丙垠
대출,大出
형표,亨杓
길재,吉在
일희,日熙
학영,学永
하율,河汩
하린,河璘
두용,斗镛
하연,夏渊
건창,建昌
인숙,仁淑
규백,圭伯
영세,宁世
연호,渊浩
필준,必峻
난중,兰中
무성,武星
산호,山浩
사은,思垠
문정,文贞
문세,文世
상직,相稷
웅정,雄正
유찬,裕璨
태오,泰伍
일훈,镒勋
시혁,时爀
홍근,洪根
의성,义圣
재춘,在春
세미,世美
주열,住烈
혁수,赫秀
상순,尚顺
금조,金祚
경철,景哲
을분,乙粉
찬미,赞美
경읍,京邑
용판,用判
진태,镇台
우림,佑林
기호,起镐
수자,寿子
동기,东琪
인순,仁顺
지소,知苏
기철,基铁
자욱,滋昱
대유,大洧
찬현,赞铉
철권,澈权
희연,喜昖
지오,地旿
승택,承泽
연차,渊次
혜지,惠智
수린,秀琳
형배,馨培
영제,荣帝
헤라,赫拉
열음,烈音
하성,河成
수완,秀完
소선,小仙
호철,浩哲
말련,末莲
병선,炳善
혁권,赫权
계옥,继玉
단비,丹菲
교성,教成
한정,汉正
거돈,巨敦
중열,重烈
진용,真勇
계범,桂范
국희,国熙
미보,美保
태정,泰铤
대광,大光
표욱,豹顼
금진,金真
종건,钟建
예담,艺潭
두겸,斗谦
성빈,诚彬
이홉,号锡
우람,雨蓝
영록,瑛录
창범,昌范
원오,愿伍
차규,且圭
승목,承穆
건영,建荣
은광,恩光
충용,忠勇
용마,容马
소담,素淡
개호,介昊
남숙,男淑
지열,志列
승남,承南
은형,垠亨
재화,才禾
진아,珍雅
호령,昊宁
경찬,京赞
순승,淳升
순배,顺裴
재준,在濬
가령,歌领
완종,完钟
영한,英汉
의용,义溶
재일,在日
복래,福来
종화,钟和
상일,相壹
태흠,泰钦
주승,柱升
상영,相泳
태유,太侑
회현,会铉
현모,炫牟
항호,恒浩
리원,阮
택형,泽亨
병언,炳彦
창모,昌模
동휘,东辉
시양,时旸
도화,到婲
태건,泰健
위,魏
지웅,智雄
의동,义东
락,乐
본임,本林
찬영,灿荣
재한,宰汉
성경,圣经
무,无
재승,在胜
승협,承协
동미,东美
강현,康铉
규필,圭弼
수명,秀明
화리,和利
해준,海俊
윤종,允宗
세운,世云
영우,英瑀
수광,寿匡
병욱,秉昱
설우,瑛焕
귀남,贵男
지담,智谭
만호,满镐
기용,基龙
석장,锡璋
사윤,正彬
준열,俊烈
인지,仁智
병모,炳模
도훈,道勋
창식,昌植
도윤,道允
준모,俊模
현범,铉范
창림,昌林
희령,姬领
교진,教振
청연,清渊
창극,昌克
승원,承源
병재,炳宰
노영,鲁荣
석춘,锡春
해연,海妍
균성,均成
치열,致列
본찬,本粲
민상,珉赏
균상,筠相
화운,华夽
정기,政基
경배,庆培
가람,家蓝
희명,熙明
규형,奎炯
부,富
종학,钟鹤
도우,道宇
해우,海宇
진원,镇源
주훈,株熏
찬옥,灿玉
정섭,政燮
상백,相伯
복만,福万
원태,原态
영지,龄智
철용,哲龙
진환,振焕
수안,秀安
영,金
인복,寅福
태운,泰云
진언,真言
향자,香子
찬민,灿敏
기형,奇炯
도철,道哲
영웅,英雄
태근,泰根
의식,义植
으뜸,音德
대열,大烈
명우,明佑
정선,正善
사경,始庆
성창,成昌
동한,同韩
바울,保罗
병열,秉烈
춘애,春爱
성태,城泰
강명,康明
구함,求含
석정,石正
하람,河览
해선,海善
예림,艺林
종곤,钟坤
건민,件敏
대식,大植
철현,哲铉
문기,文基
영목,永穆
희승,熙胜
인준,闵硕
충연,忠然
택현,泽玄
디,曹
애나,恩爱
해균,海均
래형,来亨
원일,元日
배수,裴修
세휘,世辉
세림,世琳
주우,姝雨
스,李
카웃,汭灿
희용,熙容
용선,庸瑄
은수,银秀
진야,真冶
대윤,大胤
인우,人友
의제,义诸
배영,倍荣
유라,维罗
성영,成永
교환,教焕
병원,炳远
유안,惟安
혜란,惠兰
응복,应福
인아,仁雅
창기,昌基
진형,晋亨
성중,成重
석태,锡泰
종성,钟声
찬대,赞大
승래,承来
응천,应天
훈식,勋植
한홍,汉洪
기헌,基宪
성곤,圣坤
무엘,塞缪尔
효제,孝济
경렬,庆烈
흥동,兴东
세완,世阮
상식,相式
명욱,明旭
형선,亨善
무전,武典
서원,曙原
상지,尚智
예빈,豫彬
웅빈,熊斌
정용,廷龙
기량,骐良
민현,旼炫
다솔,多率
소미,昭弥
홍파,弘波
도임,度林
율희,律喜
기애,基爱
상춘,尚春
영찬,永灿
문환,纹奂
민찬,旻澯
소혜,昭惠
정후,政厚
대휘,大辉
옹,邕
은택,恩泽
여빈,余赟
병길,秉吉
완일,完日
태섭,泰燮
충환,忠焕
은진,恩真
선기,善起
이라,怡拉
미관,未冠
선중,善中
영무,永武
남희,南喜
도완,度完
태관,泰宽
린아,隣雅
유민,俞敏
주령,姝怜
중희,重熙
효상,晓祥
태선,太善
우준,佑俊
채경,彩暻
보승,甫升
삼석,参锡
영욱,永旭
혜준,慧峻
채성,采成
호연,好娟
예은,睿恩
우재,宇宰
건준,健俊
형수,亨洙
소니,少妮
준한,准韩
설화,雪花
동희,东熙
종헌,宗宪
종록,钟录
정란,贞兰
길호,吉镐
채흥,采兴
균안,畇雁
원탁,元卓
아,任
이엠,创均
규영,圭瑛
선임,诗贤
나정,娜静
제영,帝荣
은원,恩源
규일,圭逸
지범,知范
새록,世禄
탕,陈
봉진,奉珍
성문,成文
승균,胜钧
봉민,奉珉
능후,凌厚
갑석,甲锡
교돈,教敦
기둥,基栋
순우,纯雨
보민,普闵
대헌,大宪
봉련,凤辇
아벨,亚伯
원명,元明
명빈,明彬
기혁,基赫
가섭,家燮
의수,义秀
서함,栖含
주하,朱夏
웅태,雄太
준서,俊瑞
경남,景南
주나,珠娜
다미,多美
향희,香姬
하림,夏林
장섭,将燮
상헌,相宪
희현,熙贤
승로,承鲁
서아,瑞娥
준원,俊源
종서,钟瑞
이슬,怡瑟
주빈,主傧
아킴,金
관표,官杓
예영,艺瑛
준일,俊日
이엔,精寅
예나,叡娜
윤성,润成
혜윤,惠奫
윤수,润寿
성욱,成旭
홍선,洪善
태욱,泰旭
준병,准炳
새롬,赛纶
동경,东炅
서정,书晶
산하,产贺
지헌,知宪
승식,升植
규성,圭成
의경,义庆
원택,源泽
철규,哲珪
덕호,德浩
다비,多备
더,姜
샤이,承录
세희,世熙
현목,贤睦
찬홍,灿弘
재광,宰光
현규,贤揆
동표,东杓
포트,相浩
국헌,国宪
병찬,秉灿
한세,韩势
레,金
이븐,英助
회승,会胜
무생,茂生
대경,台卿
지찬,智赞
채현,采铉
치현,治铉
병우,柄佑
석화,锡华
혁규,赫奎
요,姚
요미,姚美
차수,且寿
창흠,彰钦
형두,炯斗
호선,昊宣
정문,桢文
종식,琮植
형동,亨东
성만,成万
동용,东榕
일영,日永
기상,基相
동만,东万
희곤,熙坤
회재,会在
종윤,种允
광훈,光焄
민철,敏彻
세준,势俊
휘민,辉旻
말금,末今
자근,滋根
수흥,洙兴
용석,容硕
찬형,赞炯
용민,容民
찐,金
쩐꾸,针菇
은샘,恩泉
시하,诗荷
이서,伊瑞
명종,明钟
비라,妃罗
스트,容准
너,张
구리,夏权
문익,汶益
캐,金
니언,建敷
정규,正奎
상보,尚宝
남국,南局
탄희,诞熙
재연,在妍
지후,持厚
홍내,洪耐
용지,容智
재휘,宰辉
중옥,中玉
신록,信禄
무진,茂珍
수겸,秀谦
중현,钟贤
수찬,秀灿
기중,起重
석윤,锡允
채서,金星
주명,宙明
청화,清华
희제,熙侪
병희,炳熙
이퍼,到贤
스칼,光熙
달기,达琪
예화,艺华
서윤,瑞允
채호,彩豪
의리,义理
율리,律莉
세건,世健
제덕,济德
유연,有渊
도권,道权
나언,娜言
다연,多娟
해나,海娜
한빈,韩彬
인혁,仁爀
민국,旻局
상범,相凡
재갑,才钾
해동,海东
미수,美秀
성후,性厚
정하,静荷
범준,范俊
경윤,庚润
재찬,宰灿
윤찬,奫灿
원대,元大
지율,智律
다아,多雅
태래,太来
규빈,奎彬
건욱,干旭
운선,云鲜
기협,基协
병웅,炳雄
산흠,产钦
신우,信宇
조선왕조실록,朝鲜王朝实录
곡산군,谷山郡
김정숙군,金正淑郡
연안군,延安郡
만수대의사당,万寿台议事堂
동북아시아,东北亚
로동신문,劳动新闻
류경정주영체육관,柳京郑周永体育馆
조선중앙텔레비죤,朝鲜中央电视台
장강군,长江郡
황금평,黄金坪
홍원군,洪原郡
자성군,慈城郡
전천군,前川郡
화대군,花坮郡
북관대첩비,北关大捷碑
고려성균관,高丽成均馆
리원군,利原郡
대흥군,大兴郡
맹산군,孟山郡
은산군,殷山郡
성천군,成川郡
덕성군,德城郡
조중우의교,中朝友谊桥
태백산맥,太白山脉
룡천군,龙川郡
운전군,云田郡
향산군,香山郡
석왕사,释王寺
요덕군,耀德郡
수동군,水洞郡
청단군,青丹郡
백두산청년선,白头山青年线
백두대간,白头大干
봉산군,凤山郡
태탄군,苔滩郡
동창군,东仓郡
우리민족끼리,由我们民族自己
천마군,天摩郡
황주군,黄州郡
최고인민회의,最高人民会议
동아시아,东亚
조선중앙통신사,朝鲜中央通讯社
주체사상탑,主体思想塔
황해남도,黄海南道
금야군,金野郡
태천군,泰川郡
출신성분,出身成分
염주군,盐州郡
창성군,昌城郡
피현군,枇岘郡
구장군,球场郡
선천군,宣川郡
벽동군,碧潼郡
선군정치,先军政治
강령군,康翎郡
경의선,京义线
경흥군,庆兴郡
조선인민군,朝鲜人民军
련광정,练光亭
고려항공,高丽航空
자강도,慈江道
창바이산맥,长白山脉
아리랑,阿里郎
곽산군,郭山郡
박천군,博川郡
동림군,东林郡
배천군,白川郡
대관군,大馆郡
룡림군,龙林郡
서해갑문,西海水闸
강동군,江东郡
삭주군,朔州郡
고풍군,古丰郡
성간군,城干郡
신계군,新溪郡
명천군,明川郡
재령군,载宁郡
위원군,渭原郡
화평군,和坪郡
철산군,铁山郡
벽성군,碧城郡
시중군,时中郡
동신군,东新郡
송원군,松源郡
광명망,光明网
연산군,延山郡
천지,天池
장풍군,长丰郡
태양절,太阳节
과일군,瓜饴郡
봉천군,峰泉郡
갑산군,甲山郡
명간군,化成郡
신원군,新院郡
은천군,银泉郡
신양군,新阳郡
부전군,赴战郡
북창군,北仓郡
양덕군,阳德郡
정평군,定平郡
문덕군,文德郡
회창군,桧仓郡
락원군,乐园郡
온성군,稳城郡
금천군,金川郡
장연군,长渊郡
부령군,富宁郡
연사군,延社郡
은파군,银波郡
신흥군,新兴郡
동명왕릉,东明王陵
린산군,麟山郡
신평군,新坪郡
단군릉,檀君陵
승호군,胜湖郡
룡강군,龙冈郡
토산군,兔山郡
연탄군,燕滩郡
류경호텔,柳京饭店
중강군,中江郡
승리자동차련합기업소,胜利汽车制造厂
조선콤퓨터중심,朝鲜电脑研究中心
랑림군,狼林郡
초산군,楚山郡
