hebe,ɛbɛ
ismail,iʃmajl
heller,ɛllɛɾ
renzo,ʁɛnzo
mem,mɛ̃
temer,tɛmɛɾ
eça,ɛsɐ
mayra,mɐjʁɐ
eliézio,ɛliezio
derly,dɛɾlj
valle,vɐllɛ
búfalo,bufɐlo
viveiros,vivɛjɾoʃ
everton,ɛvɛɾtõ
giovanella,ʒiovɐnɛllɐ
geisa,ʒɛjzɐ
arcanjo,ɐɾkɐnʒo
sheila,sɛjlɐ
mello,mɛllo
sandra,sɐndɾɐ
baden,bɐdɛ̃
powell,powɛll
gesias,ʒɛziɐʃ
carbone,kɐɾbonɛ
simone,simonɛ
hermes,ɛɾmɛʃ
stecanela,stɛkɐnɛlɐ
cerqueira,sɛɾkʷɛjɾɐ
dudu,dudu
cearense,sɛɐɾɛnsɛ
andreas,ɐndɾɛɐʃ
kisser,kiʃsɛɾ
latuff,lɐtuff
elis,ɛliʃ
regina,ʁɛʒinɐ
chiquinha,kikʷinɐ
al,ɐl
rio,ʁio
prado,pɾɐdo
carlão,kɐɾlɐ̃w̃
matías,mɐtiɐʃ
aguirregaray,ɐɡʷiʁɛɡɐɾɐj
tuma,tumɐ
jymmy,ʒjmmj
dougllas,dowuɡllɐʃ
cortes,koɾtɛʃ
yan,jɐ̃
suelle,suɛllɛ
suelen,suɛlɛ̃
campanholi,kɐmpɐnoli
amanda,ɐmɐndɐ
barão,bɐɾɐ̃w̃
cleiton,klɛjtõ
gabriella,ɡɐbʁiɛllɐ
hollanda,ollɐndɐ
weverson,wɛvɛɾsõ
dunia,duniɐ
raffael,ʁɐffɐɛl
tânia,taniɐ
nara,nɐɾɐ
djavan,dʒɐvɐ̃
tetsuo,tɛtsuo
okamoto,okɐmoto
santo,sɐnto
ibson,ibsõ
calixto,kɐlisto
gabriela,ɡɐbʁiɛlɐ
medina,mɛdinɐ
assad,ɐʃsɐd
teló,tɛlɔ
denilson,dɛnilsõ
rani,ʁɐni
yahya,jɐjɐ
rivaldo,ʁivɐldo
seu,sew
daniella,dɐniɛllɐ
sarahyba,sɐɾɐjbɐ
aloísio,ɐlowizio
itamar,itɐmɐɾ
waldir,wɐldiɾ
peres,pɛɾɛʃ
hilma,ilmɐ
oliva,olivɐ
abdullah,ɐbdullɐ
rodriguez,ʁodʁiɡʷɛʒ
cléber,klebɛɾ
beraldo,bɛɾɐldo
bérgson,beɾɡsõ
royler,ʁowjlɛɾ
burgel,buɾʒɛl
paulinho,pawlino
horatio,oɾɐtio
torromé,toʁome
alckmin,ɐlkkmĩ
ivna,ivnɐ
marra,mɐʁɐ
noel,nowɛl
devos,dɛvoʃ
éldis,eldiʃ
damasio,dɐmɐzio
farias,fɐɾiɐʃ
occhialini,okkiɐlini
adiel,ɐdiɛl
giant,ʒiɐnt
zardin,zɐɾdĩ
alexsandro,ɐlɛsɐndɾo
marinato,mɐɾinɐto
edmar,ɛdmɐɾ
trindade,tɾindɐdɛ
aldo,ɐldo
jonathan,ʒonɐtɐ̃
danni,dɐnni
edu,ɛdu
lobo,lobo
mineiro,minɛjɾo
ricci,ʁiksi
dantas,dɐntɐʃ
rosimar,ʁozimɐɾ
amancio,ɐmɐnsio
marquezine,mɐɾkʷɛzinɛ
constantino,konstɐntino
tsallis,tsɐlliʃ
dadá,dɐda
jéssica,ʒeʃsikɐ
pauletto,pawlɛtto
chamusca,kɐmuʃkɐ
morais,moɾajʃ
ferdinando,fɛɾdinɐndo
leda,lɛdɐ
john,ʒõ
neschling,nɛʃklinɡ
carlson,kɐɾlsõ
wendel,wɛndɛl
menegazzo,mɛnɛɡɐʒzo
glover,ɡlovɛɾ
vânia,vaniɐ
ishii,iʃii
socorro,sokoʁo
acioli,ɐzioli
zuluzinho,zuluzino
chiaki,kiɐki
charles,kɐɾlɛʃ
junqueira,ʒunkʷɛjɾɐ
serrão,sɛʁɐ̃w̃
azeredo,ɐzɛɾɛdo
fabri,fɐbʁi
canto,kɐnto
poliana,poliɐnɐ
okimoto,okimoto
ismaily,iʃmajlj
burle,buɾlɛ
marx,mɐɾs
ewerthon,ɛwɛɾtõ
tony,tonj
kanaan,kɐnɐɐ̃
anfilogino,ɐnfiloʒino
guarisi,ɡɐɾizi
cristina,kɾiʃtinɐ
ortiz,oɾtiʒ
cosmo,koʃmo
mara,mɐɾɐ
frello,fɾɛllo
dal,dɐl
zotto,zotto
kaká,kɐka
elzo,ɛlzo
cavaquinho,kɐvɐkʷino
jacques,ʒɐkkʷɛʃ
huber,ubɛɾ
angelo,ɐnʒɛlo
agostini,ɐɡoʃtini
gurgel,ɡɾʒɛl
héctor,ektoɾ
babenco,bɐbɛnko
madson,mɐdsõ
gedeão,ʒɛdɛɐ̃w̃
paiva,pajvɐ
manoel,mɐnowɛl
messias,mɛʃsiɐʃ
pavão,pɐvɐ̃w̃
marcello,mɐɾsɛllo
marlon,mɐɾlõ
mari,mɐɾi
paraíba,pɐɾaj́bɐ
monique,monikʷɛ
telmário,tɛlmaɾio
sacramento,sɐkʁɐmɛnto
fu,fu
natasha,nɐtɐʃɐ
farinéa,fɐɾineɐ
raimundo,ʁajmundo
nonato,nonɐto
pölking,pölkinɡ
gabi,ɡɐbi
george,ʒɛoɾʒɛ
arias,ɐɾiɐʃ
patric,pɐtʁik
lalau,lɐlaw
gilbert,ʒilbɛɾt
burns,buɾnʃ
bernardelli,bɛɾnɐɾdɛlli
bacelar,bɐzɛlɐɾ
rorion,ʁoɾiõ
alisson,ɐliʃsõ
euler,ewlɛɾ
pri,pɾi
daroit,dɐɾowit
tolói,tolõj̃
drussyla,dɾuʃsjlɐ
gracinha,ɡɾɐzinɐ
leporace,lɛpoɾɐzɛ
chagas,kɐɡɐʃ
la,lɐ
nena,nɛnɐ
roberta,ʁobɛɾtɐ
ratzke,ʁɐtʒkɛ
bilher,bilɛɾ
ebenezer,ɛbɛnɛzɛɾ
fontes,fontɛʃ
hacran,ɐkʁɐ̃
théo,teo
edinanci,ɛdinɐnsi
edson,ɛdsõ
barboza,bɐɾbozɐ
arigó,ɐɾiɡɔ
egmar,ɛɡmɐɾ
elierce,ɛliɛɾsɛ
kaiser,kajzɛɾ
erick,ɛɾikk
granado,ɡɾɐnɐdo
manella,mɐnɛllɐ
rajzman,ʁɐʒʒmɐ̃
rei,ʁɛj
zulu,zulu
ricarda,ʁikɐɾdɐ
santtana,sɐnttɐnɐ
mariany,mɐɾiɐnj
nonaka,nonɐkɐ
cané,kɐne
rolles,ʁollɛʃ
evangelista,ɛvɐnʒɛliʃtɐ
ralph,ʁɐlp
lucílio,luzilio
moser,mozɛɾ
stephanie,stɛpɐniɛ
gardner,ɡɐɾdnɛɾ
semprebom,sɛmpɾɛbõ
gleison,ɡlɛjzõ
tibau,tibaw
onmura,onmuɾɐ
roan,ʁowɐ̃
corsini,koɾsini
battistuzzi,bɐttiʃtuʒzi
ely,ɛlj
valmir,vɐlmiɾ
louruz,lowuɾuʒ
gouveia,ɡowuvɛjɐ
lô,lo
solange,solɐnʒɛ
wilvert,wilvɛɾt
damm,dɐm
matumoto,mɐtumoto
trinaldo,tɾinɐldo
berenice,bɛɾɛnizɛ
janina,ʒɐninɐ
rony,ʁonj
jason,ʒɐzõ
johnny,ʒonnj
saulo,sawlo
hoehne,owɛnɛ
fredson,fɾɛdsõ
paixão,pajksɐ̃w̃
maurizio,mawɾizio
sala,sɐlɐ
rosinha,ʁozinɐ
valença,vɐlɛnsɐ
michael,mikɐɛl
signorini,siɡnoɾini
élber,elbɛɾ
pimentel,pimɛntɛl
mior,mioɾ
stênio,stenio
yamamoto,jɐmɐmoto
jussier,ʒuʃsiɛɾ
patricky,pɐtʁikkj
moska,moʃkɐ
mileo,milɛo
vidotti,vidotti
bolívar,bolivɐɾ
modualdo,moduɐldo
patricio,pɐtʁizio
pitbull,pitbull
brasil,bɾɐzil
vinny,vinnj
magalhães,mɐɡɐlɐ̃j̃ʃ
orlando,oɾlɐndo
horta,oɾtɐ
kron,kɾõ
éverson,evɛɾsõ
verocai,vɛɾokaj
danielle,dɐniɛllɛ
zangrando,zɐnɡɾɐndo
wanda,wɐndɐ
carmona,kɐɾmonɐ
belmiro,bɛlmiɾo
adrian,ɐdʁiɐ̃
jaoude,ʒɐowudɛ
afonso,ɐfonso
poyart,powjɐɾt
emiliano,ɛmiliɐno
deivid,dɛjvid
décio,dezio
villares,villɐɾɛʃ
gregório,ɡɾɛɡɔɾio
bondar,bondɐɾ
duda,dudɐ
yankovich,jɐnkovik
felício,fɛlizio
mechetti,mɛkɛtti
jair,ʒajɾ
bolsonaro,bolsonɐɾo
fluvia,fluviɐ
lineker,linɛkɛɾ
calderano,kɐldɛɾɐno
lívian,liviɐ̃
aragão,ɐɾɐɡɐ̃w̃
lara,lɐɾɐ
matheus,mɐtewʃ
ferraz,fɛʁɐʒ
leonilson,lɛonilsõ
manuela,mɐnuɛlɐ
d'ávila,dʼavilɐ
manu,mɐnu
gavassi,ɡɐvɐʃsi
mestre,mɛʃtɾɛ
marçal,mɐɾsɐl
duque,dukʷɛ
mike,mikɛ
krieger,kɾiɛʒɛɾ
rosicleia,ʁoziklɛjɐ
rosilette,ʁozilɛttɛ
teresa,tɛɾɛzɐ
pietro,piɛtʁo
stacy,stɐzj
perfetti,pɛɾfɛtti
iuri,iwɾi
tião,tiɐ̃w̃
carreiro,kɐʁɛjɾo
rolls,ʁollʃ
ágatha,aɡɐtɐ
bednarczuk,bɛdnɐɾkzuk
anitta,ɐnittɐ
vanessa,vɐnɛʃsɐ
porto,poɾto
azevêdo,ɐzɛvedo
agenor,ɐʒɛnoɾ
detofol,dɛtofol
bárbara,baɾbɐɾɐ
seixas,sɛjksɐʃ
nicanor,nikɐnoɾ
appelt,ɐppɛlt
ailton,ajltõ
krenak,kɾɛnɐk
taciana,tɐziɐnɐ
agostinho,ɐɡoʃtino
mota,motɐ
gadelha,ɡɐdɛlɐ
toshiki,toʃiki
pastusiak,pɐʃtuziɐk
milagres,milɐɡʁɛʃ
avancini,ɐvɐnsini
drysdale,dɾjʃdɐlɛ
éderson,edɛɾsõ
lo,lo
wendell,wɛndɛll
girotto,ʒiɾotto
prazeres,pɾɐzɛɾɛʃ
cracco,kɾɐkko
vinícius,viniziwʃ
alysson,ɐljʃsõ
muotri,muotʁi
bendini,bɛndini
giusti,ʒiwʃti
worms,woɾmʃ
léia,lejɐ
carcasci,kɐɾkɐʃsi
lerbach,lɛɾbɐk
bethe,bɛtɛ
ellen,ɛllɛ̃
cazuo,kɐzuo
matsumoto,mɐtsumoto
paese,pɐɛzɛ
leismann,lɛjʃmɐn
régis,ʁeʒiʃ
salmazzo,sɐlmɐʒzo
debinha,dɛbinɐ
leo,lɛo
cittadini,sittɐdini
maturano,mɐtuɾɐno
caboclo,kɐboklo
pablo,pɐblo
otávio,otavio
passos,pɐʃsoʃ
boschilia,boʃkiliɐ
forster,foɾstɛɾ
vanderley,vɐndɛɾlɛj
marinho,mɐɾino
godinho,ɡodino
catole,kɐtolɛ
chibana,kibɐnɐ
palmieri,pɐlmiɛɾi
soler,solɛɾ
stum,stũ
thomas,tomɐʃ
pagnussat,pɐɡnuʃsɐt
tuca,tukɐ
lívia,liviɐ
hérica,eɾikɐ
tibúrcio,tibuɾsio
dener,dɛnɛɾ
braz,bɾɐʒ
penalber,pɛnɐlbɛɾ
warlley,wɐɾllɛj
hoss,osʃ
marreta,mɐʁɛtɐ
gerson,ʒɛɾsõ
vitti,vitti
munhoz,munoʒ
pacheco,pɐkɛko
alef,ɐlɛf
saldanha,sɐldɐnɐ
franchescoli,fɾɐnkɛʃkoli
macris,mɐkʁiʃ
odair,odajɾ
elosman,ɛloʃmɐ̃
euller,ewllɛɾ
cavalcanti,kɐvɐlkɐnti
ignácio,iɡnazio
jailson,ʒajlsõ
marcelino,mɐɾsɛlino
raoni,ʁɐoni
barcelos,bɐɾsɛloʃ
sette,sɛttɛ
hernani,ɛɾnɐni
rosamaria,ʁozɐmɐɾiɐ
montibeller,montibɛllɛɾ
sakai,sɐkaj
andrei,ɐndɾɛj
kalindra,kɐlindɾɐ
farinhas,fɐɾinɐʃ
taffner,tɐffnɛɾ
yoandy,jowɐndj
kochhann,kokɐn
mina,minɐ
klabin,klɐbĩ
warchavchik,wɐɾkɐvkik
sergio,sɛɾʒio
moro,moɾo
naiane,nɐjɐnɛ
rios,ʁioʃ
kim,kĩ
kataguiri,kɐtɐɡʷiɾi
sergipano,sɛɾʒipɐno
lenora,lɛnoɾɐ
maycon,mɐjkõ
barberan,bɐɾbɛɾɐ̃
asevedo,ɐzɛvɛdo
furtado,fuɾtɐdo
pabllo,pɐbllo
vittar,vittɐɾ
renê,ʁɛne
melody,mɛlodj
reiter,ʁɛjtɛɾ
claus,klawʃ
luque,lukʷɛ
marília,mɐɾiliɐ
ariane,ɐɾiɐnɛ
lipski,lipski
glaico,ɡlajko
haline,ɐlinɛ
scatrut,skɐtʁut
pantoja,pɐntoʒɐ
schwengber,skwɛnɡbɛɾ
martello,mɐɾtɛllo
curzel,kuɾzɛl
domilson,domilsõ
luiza,lujzɐ
stambowsky,stɐmbowskj
marcus,mɐɾkuʃ
trad,tɾɐd
delmino,dɛlmino
enzo,ɛnzo
drugovich,dɾuɡovik
brenner,bɾɛnnɛɾ
marlos,mɐɾloʃ
varanda,vɐɾɐndɐ
ketlen,kɛtlɛ̃
takabatake,tɐkɐbɐtɐkɛ
sinoê,sinowe
higo,iɡo
gualberto,ɡɐlbɛɾto
bononi,bononi
cargnin,kɐɾɡnĩ
rossetto,ʁoʃsɛtto
adalberto,ɐdɐlbɛɾto
jardim,ʒɐɾdĩ
evander,ɛvɐndɛɾ
borrachinha,boʁɐkinɐ
richard,ʁikɐɾd
abreu,ɐbʁew
eike,ɛjkɛ
andrew,ɐndɾɛw
parsons,pɐɾsonʃ
lodi,lodi
deiveson,dɛjvɛzõ
hamilton,ɐmiltõ
mourão,mowuɾɐ̃w̃
jandiroba,ʒɐndiɾobɐ
seyboth,sɛjbot
wild,wild
patrick,pɐtʁikk
ezequiel,ɛzɛkʷiɛl
delgado,dɛlɡɐdo
itsuo,itsuo
takayama,tɐkɐjɐmɐ
marielle,mɐɾiɛllɛ
richardson,ʁikɐɾdsõ
lourenço,lowuɾɛnso
halter,ɐltɛɾ
klauss,klawsʃ
rose,ʁozɛ
volantê,volɐnte
rayssa,ʁɐjʃsɐ
antony,ɐntonj
walker,wɐlkɛɾ
naum,naw̃
conrado,konʁɐdo
lorenne,loɾɛnnɛ
alan,ɐlɐ̃
milka,milkɐ
marcília,mɐɾsiliɐ
celsa,sɛlsɐ
quaresma,kɐɾɛʃmɐ
satoshi,sɐtoʃi
viviane,viviɐnɛ
evanilson,ɛvɐnilsõ
bento,bɛnto
krepski,kɾɛpski
ribas,ʁibɐʃ
pyong,pjonɡ
lee,lɛɛ
tai,taj
bontorin,bontoɾĩ
júlia,ʒuliɐ
bergmann,bɛɾɡmɐn
delio,dɛlio
venturotti,vɛntuɾotti
mayara,mɐjɐɾɐ
magri,mɐɡʁi
vanderson,vɐndɛɾsõ
antônia,ɐntoniɐ
norma,noɾmɐ
dumont,dumont
nyeme,njɛmɛ
zanellato,zɐnɛllɐto
fioravanti,fioɾɐvɐnti
inah,inɐ
canabarro,kɐnɐbɐʁo
gui,ɡʷi
eshyllen,ɛʃjllɛ̃
giovani,ʒiovɐni
kudiess,kudiɛsʃ
xanana,ʃɐnɐnɐ
abel,ɐbɛl
sócrates,sɔkʁɐtɛʃ
manuel,mɐnuɛl
rui,ʁuj
futre,futʁɛ
nelly,nɛllj
paciência,pɐziensiɐ
jesualdo,ʒɛzuɐldo
maniche,mɐnikɛ
durão,duɾɐ̃w̃
barroso,bɐʁozo
saramago,sɐɾɐmɐɡo
caneira,kɐnɛjɾɐ
calouste,kɐlowuʃtɛ
gulbenkian,ɡlbɛnkiɐ̃
teófilo,tɛɔfilo
antónio,ɐntɔnio
aníbal,ɐnibɐl
cavaco,kɐvɐko
telma,tɛlmɐ
sara,sɐɾɐ
nuno,nuno
indi,indi
sabrosa,sɐbʁozɐ
ederzito,ɛdɛɾzito
aristides,ɐɾiʃtidɛʃ
silvestre,silvɛʃtɾɛ
varela,vɐɾɛlɐ
mourinho,mowuɾino
leonor,lɛonoɾ
arriaga,ɐʁiɐɡɐ
patrício,pɐtʁizio
sidónio,sidɔnio
pais,pajʃ
lázaro,lazɐɾo
mondlane,mondlɐnɛ
vitorino,vitoɾino
craveiro,kɾɐvɛjɾo
jacinta,ʒɐzintɐ
marto,mɐɾto
bosingwa,bozinɡwɐ
amílcar,ɐmilkɐɾ
rúben,ʁubɛ̃
gonçalo,ɡonsɐlo
telles,tɛllɛʃ
bettencourt,bɛttɛnkowuɾt
romagnoli,ʁomɐɡnoli
espírito,ɛʃpiɾito
baía,baj́ɐ
bebé,bɛbe
damásio,dɐmazio
amaury,ɐmawɾj
bischoff,biʃkoff
tabucchi,tɐbukki
postiga,poʃtiɡɐ
moutinho,mowutino
hilário,ilaɾio
amália,ɐmaliɐ
pauleta,pawlɛtɐ
samora,sɐmoɾɐ
machel,mɐkɛl
meireles,mɛjɾɛlɛʃ
roman,ʁomɐ̃
abramovich,ɐbʁɐmovik
edi,ɛdi
eusébio,ewzebio
pia,piɐ
saboia,sɐbowjɐ
costinha,koʃtinɐ
guterres,ɡtɛʁɛʃ
cédric,sedʁik
parente,pɐɾɛntɛ
dulce,dulsɛ
lamy,lɐmj
daniela,dɐniɛlɐ
ruah,ʁuɐ
rego,ʁɛɡo
medeiros,mɛdɛjɾoʃ
évora,evoɾɐ
cabeçadas,kɐbɛsɐdɐʃ
proença,pɾowɛnsɐ
das,dɐʃ
branco,bɾɐnko
guilhermina,ɡʷilɛɾminɐ
suggia,suɡʒiɐ
francis,fɾɐnsiʃ
obikwelu,obikwɛlu
queiroz,kʷɛjɾoʒ
souto,sowuto
couto,kowuto
coentrão,kowɛntɾɐ̃w̃
joana,ʒowɐnɐ
fátima,fatimɐ
pessoa,pɛʃsowɐ
lourdes,lowuɾdɛʃ
pintasilgo,pintɐzilɡo
naide,najdɛ
mísia,miziɐ
susana,suzɐnɐ
feitor,fɛjtoɾ
helena,ɛlɛnɐ
magueijo,mɐɡʷɛjʒo
cunhal,kunɐl
olegário,olɛɡaɾio
benquerença,bɛnkʷɛɾɛnsɐ
valente,vɐlɛntɛ
cabecinha,kɐbɛzinɐ
figo,fiɡo
dominguez,dominɡʷɛʒ
micael,mikɐɛl
ivo,ivo
gameiro,ɡɐmɛjɾo
boa,bowɐ
morte,moɾtɛ
peixoto,pɛjksoto
pimparel,pimpɐɾɛl
yannick,jɐnnikk
djaló,dʒɐlɔ
ariza,ɐɾizɐ
makukula,mɐkukulɐ
trêpa,tɾepɐ
apolónia,ɐpolɔniɐ
cadete,kɐdɛtɛ
ileana,ilɛɐnɐ
d'cruz,dʼkɾuʒ
filipe,filipɛ
oceano,ozɛɐno
sequeira,sɛkʷɛjɾɐ
armando,ɐɾmɐndo
fragoso,fɾɐɡozo
raphaël,ʁɐpɐɛ̈l
madeira,mɐdɛjɾɐ
couceiro,kowuzɛjɾo
steven,stɛvɛ̃
vitória,vitɔɾiɐ
shéu,sɛw
han,ɐ̃
peixe,pɛjksɛ
joly,ʒolj
cancelo,kɐnsɛlo
salomão,sɐlomɐ̃w̃
curado,kuɾɐdo
folha,folɐ
valter,vɐltɛɾ
mãe,mɐ̃j̃
águas,aɡɐʃ
salvador,sɐlvɐdoɾ
agra,ɐɡʁɐ
coluna,kolunɐ
roderick,ʁodɛɾikk
lucy,luzj
bronze,bɾonzɛ
ié,ie
malhoa,mɐlowɐ
rebelo,ʁɛbɛlo
abranches,ɐbʁɐnkɛʃ
kristof,kɾiʃtof
van,vɐ̃
hout,owut
baldaque,bɐldɐkʷɛ
jordão,ʒoɾdɐ̃w̃
adulai,ɐdulaj
baldé,bɐlde
sílvio,silvio
secretário,sɛkʁɛtaɾio
paneira,pɐnɛjɾɐ
adrien,ɐdʁiɛ̃
fonte,fontɛ
carriço,kɐʁiso
humberto,umbɛɾto
stanley,stɐnlɛj
ho,o
dimas,dimɐʃ
vale,vɐlɛ
vidigal,vidiɡɐl
vilas,vilɐʃ
boas,bowɐʃ
pizarro,pizɐʁo
emanuel,ɛmɐnuɛl
gago,ɡɐɡo
coutinho,kowutino
laginha,lɐʒinɐ
mario,mɐɾio
rondón,ʁondɔ̃
vasco,vɐʃko
uva,uvɐ
esgaio,ɛʃɡɐjo
mané,mɐne
julien,ʒuliɛ̃
bardy,bɐɾdj
frechaut,fɾɛkawt
lambert,lɐmbɛɾt
gaspar,ɡɐʃpɐɾ
emmanuel,ɛmmɐnuɛl
fialho,fiɐlo
filipa,filipɐ
cavalleri,kɐvɐllɛɾi
carvalhal,kɐɾvɐlɐl
figueiras,fiɡʷɛjɾɐʃ
podence,podɛnsɛ
diamantino,diɐmɐntino
henriques,ɛnʁikʷɛʃ
tobias,tobiɐʃ
ilori,iloɾi
paím,paj́̃
simões,simõj̃ʃ
domingues,dominɡʷɛʃ
columbano,kolumbɐno
bordalo,boɾdɐlo
pio,pio
aurélia,awɾeliɐ
domingo,dominɡo
almami,ɐlmɐmi
pina,pinɐ
rolão,ʁolɐ̃w̃
preto,pɾɛto
hernâni,ɛɾnani
fortes,foɾtɛʃ
vaz,vɐʒ
mamede,mɐmɛdɛ
cavaleiro,kɐvɐlɛjɾo
manafá,mɐnɐfa
semedo,sɛmɛdo
palhinha,pɐlinɐ
pena,pɛnɐ
gelson,ʒɛlsõ
ulisses,uliʃsɛʃ
geraldes,ʒɛɾɐldɛʃ
erica,ɛɾikɐ
kingsley,kinɡslɛj
madu,mɐdu
tomás,tomaʃ
podstawski,podstɐwski
vezo,vɛzo
sanches,sɐnkɛʃ
trincão,tɾinkɐ̃w̃
custódia,kuʃtɔdiɐ
jota,ʒotɐ
neemias,nɛɛmiɐʃ
queta,kʷɛtɐ
maximiano,mɐksimiɐno
yuri,juɾi
gedson,ʒɛdsõ
dalot,dɐlot
quina,kʷinɐ
vinagre,vinɐɡʁɛ
loïs,lowïʃ
openda,opɛndɐ
thierry,tiɛʁj
vera,vɛɾɐ
von,võ
monika,monikɐ
florentino,floɾɛntino
marta,mɐɾtɐ
temido,tɛmido
melchior,mɛlkioɾ
campinas,kɐmpinɐʃ
pelotas,pɛlotɐʃ
embraer,ɛmbɾɐɛɾ
osasco,ozɐʃko
fortaleza,foɾtɐlɛzɐ
caxias,kɐksiɐʃ
sul,sul
curitiba,kuɾitibɐ
velho,vɛlo
real,ʁɛɐl
natal,nɐtɐl
noronha,noɾonɐ
sarcófago,sɐɾkɔfɐɡo
carapicuíba,kɐɾɐpikuj́bɐ
brasília,bɾɐziliɐ
tv,tv
globo,ɡlobo
tocantins,tokɐntinʃ
recife,ʁɛzifɛ
bonde,bondɛ
rolê,ʁole
sergipe,sɛɾʒipɛ
amazônia,ɐmɐzoniɐ
florianópolis,floɾiɐnɔpoliʃ
grêmio,ɡɾemio
barueri,bɐɾuɛɾi
niterói,nitɛɾõj̃
palmas,pɐlmɐʃ
gloster,ɡloʃtɛɾ
meteor,mɛtɛoɾ
vista,viʃtɐ
macapá,mɐkɐpa
sabesp,sɐbɛʃp
pampa,pɐmpɐ
guarulhos,ɡɐɾuloʃ
petrobras,pɛtʁobʁɐʃ
chaco,kɐko
maringá,mɐɾinɡa
shaman,sɐmɐ̃
blumenau,blumɛnaw
estádio,ɛʃtadio
olímpico,olimpiko
nilton,niltõ
petrópolis,pɛtʁɔpoliʃ
paraná,pɐɾɐna
joinville,ʒowinvillɛ
anápolis,ɐnapoliʃ
pantanal,pɐntɐnɐl
ribeirão,ʁibɛjɾɐ̃w̃
sorocaba,soɾokɐbɐ
nova,novɐ
iguaçu,iɡɐsu
ouro,owuɾo
clube,klubɛ
náutico,nawtiko
capibaribe,kɐpibɐɾibɛ
ciclone,siklonɛ
catarina,kɐtɐɾinɐ
são,sɐ̃w̃
liberdade,libɛɾdɐdɛ
londrina,londɾinɐ
taubaté,tawbɐte
juiz,ʒujʒ
fora,foɾɐ
aracaju,ɐɾɐkɐʒu
itumbiara,itumbiɐɾɐ
capoeira,kɐpowɛjɾɐ
teresina,tɛɾɛzinɐ
cachoeira,kɐkowɛjɾɐ
mogi,moʒi
cruzes,kɾuzɛʃ
uberlândia,ubɛɾlandiɐ
canoas,kɐnowɐʃ
feira,fɛjɾɐ
cone,konɛ
sepultura,sɛpultuɾɐ
bauru,bawɾu
chimarrão,kimɐʁɐ̃w̃
associação,ɐʃsoziɐsɐ̃w̃
portuguesa,poɾtuɡʷɛzɐ
desportos,dɛʃpoɾtoʃ
copacabana,kopɐkɐbɐnɐ
foz,foʒ
olinda,olindɐ
coronel,koɾonɛl
fabriciano,fɐbʁiziɐno
maceió,mɐzɛjɔ
campo,kɐmpo
grande,ɡɾɐndɛ
edifício,ɛdifizio
copan,kopɐ̃
corumbá,koɾumba
contagem,kontɐʒɛ̃
guarujá,ɡɐɾuʒa
jaboatão,ʒɐbowɐtɐ̃w̃
guararapes,ɡɐɾɐɾɐpɛʃ
catalão,kɐtɐlɐ̃w̃
cuiabá,kujɐba
diamantina,diɐmɐntinɐ
guarapari,ɡɐɾɐpɐɾi
autódromo,awtɔdʁomo
jacarepaguá,ʒɐkɐɾɛpɐɡa
escolápios,ɛʃkolapioʃ
arena,ɐɾɛnɐ
braskem,bɾɐʃkɛ̃
goiânia,ɡowjaniɐ
congonhas,konɡonɐʃ
jundiaí,ʒundiaj́
sambódromo,sɐmbɔdʁomo
marquês,mɐɾkʷeʃ
sapucaí,sɐpukaj́
lauro,lawɾo
oiapoque,owjɐpokʷɛ
governador,ɡovɛɾnɐdoɾ
copersucar,kopɛɾsukɐɾ
sant'ana,sɐntʼɐnɐ
livramento,livʁɐmɛnto
cruzado,kɾuzɐdo
camaçari,kɐmɐsɐɾi
arara,ɐɾɐɾɐ
vogue,voɡʷɛ
paraty,pɐɾɐtj
rock,ʁokk
in,ĩ
metrô,mɛtʁo
velocette,vɛlozɛttɛ
ipatinga,ipɐtinɡɐ
taurus,tawɾuʃ
armas,ɐɾmɐʃ
novo,novo
hamburgo,ɐmbuɾɡo
centro,sɛntɾo
sportivo,spoɾtivo
alagoano,ɐlɐɡowɐno
desportivo,dɛʃpoɾtivo
jovens,ʒovɛnʃ
com,kõ
uma,umɐ
missão,miʃsɐ̃w̃
pará,pɐɾa
piracicaba,piɾɐzikɐbɐ
brusque,bɾuʃkʷɛ
santarém,sɐntɐɾẽ
chuí,kuj́
cotia,kotiɐ
ceará,sɛɐɾa
amazonas,ɐmɐzonɐʃ
amapá,ɐmɐpa
vila,vilɐ
velha,vɛlɐ
lusofonia,luzofoniɐ
alegre,ɐlɛɡʁɛ
bahia,bajɐ
krisiun,kɾiziw̃
manaus,mɐnawʃ
paulínia,pawliniɐ
jutaí,ʒutaj́
ilhéus,ilɛwʃ
acre,ɐkʁɛ
leopoldo,lɛopoldo
valetudo,vɐlɛtudo
alagoas,ɐlɐɡowɐʃ
pernambuco,pɛɾnɐmbuko
itapetininga,itɐpɛtininɡɐ
votorantim,votoɾɐntĩ
praia,pɾɐjɐ
eletrobras,ɛlɛtʁobʁɐʃ
major,mɐʒoɾ
goiás,ɡowjaʃ
billboard,billbowɐɾd
dunas,dunɐʃ
roraima,ʁoɾajmɐ
maranhão,mɐɾɐnɐ̃w̃
piauí,piawi
mossoró,moʃsoɾɔ
neo,nɛo
química,kʷimikɐ
rioniterói,ʁionitɛɾõj̃
agrale,ɐɡʁɐlɛ
rondônia,ʁondoniɐ
itu,itu
plácido,plazido
castelo,kɐʃtɛlo
progressistas,pɾoɡʁɛʃsiʃtɐʃ
municipal,munizipɐl
parque,pɐɾkʷɛ
sabiá,sɐbia
