douglas,dʌɡləs
yaya,jajə
touré,tʊɹé
price,pɹajs
gareth,ɡɛɹɪθ
noël,nowëɛl
coward,kawɹ̩d
mckenna,məkɛnə
maclean,məklejn
child,t͡ʃajld
gough,ɡɔf
dirk,dɹ̩k
bogarde,bɑɡɑɹd
rufus,ɹufəs
sewell,suəl
york,jɔɹk
widdecombe,wɪdkɑm
schwarz,ʃwɔɹts
kieron,kɪɹɑn
dyer,dajɹ̩
moran,mɹ̩æn
grosseteste,ɡɹowsitɛst
jodhi,d͡ʒɑdhi
glover,ɡlʌvɹ̩
wes,wɛs
cole,kowl
bronisław,bɹənɪsl̴ɔ
malinowski,məlɪnɔfski
broadbent,bɹɔdbɛnt
tasmin,tæzmɪn
tamsin,tæmsən
egerton,ɛɡɹ̩tən
cliffe,klɪf
chelsea,t͡ʃɛlsi
manning,mænɪŋ
dougal,duɡəl
dixon,dɪksən
flanagan,flænəɡən
fergus,fɹ̩ɡəs
gina,d͡ʒinə
mckee,məki
edwards,ɛdwɹ̩dz
gove,ɡowv
myers,majɹ̩z
mumford,mʌmfɹ̩d
nirj,nɹ̩d͡ʒ
deva,dejvə
litvinenko,lɪtvajnəŋkow
gwilym,ɡwɪlɪm
lajos,lɑows
bíró,biíɑɹó
jacobi,jɑkowbi
milner,mɪlnɹ̩
hoare,hɔɹ
hairer,hɛɹɹ̩
meredith,mɛɹɪdɪθ
moorby,mʊɹbi
albert,ælbɹ̩t
spearing,spɪɹɪŋ
rice,ɹajs
langtry,læŋtɹi
leopold,liəpowld
stokowski,stəkɔfski
caroline,kɛɹəlajn
cossey,kɑsi
oldman,owldmən
paffett,pæfɪt
goodall,ɡʊdɔl
p,pi
snow,snow
manny,mæni
shinwell,ʃɪnwɛl
ouida,ʊwidə
jayne,d͡ʒejn
torvill,tɔɹvəl
rushbrook,ɹʌʃbɹʊk
halford,hæfɹ̩d
mackinder,mækɪndɹ̩
kurti,kɹti
knopfler,nɑpfəlɹ̩
mika,mikə
dawe,dɔ
march,mɑɹt͡ʃ
kimberley,kɪmbɹ̩li
walsh,wɔlʃ
shand,ʃænd
kydd,kɪd
webb,wɛb
dalglish,dælɡlɪʃ
carole,kæɹəl
pateman,pətmən
thorpe,θɔɹp
sadiq,sɑdik
michie,mɪt͡ʃi
darwen,dɑɹwən
strachey,stɹæki
grand,ɡɹænd
leslie,lɛsli
valiant,væljənt
armen,ɑɹmən
sarkissian,sɑɹkɪsʒɪn
coase,kows
welbeck,wɛlbɛk
annabelle,ænəbəl
wallis,wɔlɪs
des'ree,dɪsɹi
liz,lɪz
mcclarnon,məklɑɹnən
esmond,ɛzmənd
a,ə
guy,ɡaj
called,kɔld
borcherds,bɔɹkɹ̩dz
iain,iejn
furber,fɹ̩bɹ̩
rollo,ɹɑlow
carpenter,kɑɹpəntɹ̩
hinton,hɪntən
kilburn,kɪlbɹ̩n
marr,mɑɹ
eglantyne,ɛɡlɑntajn
jebb,d͡ʒɛb
samuel,sæmjul
hughes,hjuz
leighton,lejtən
baines,bejnz
oliver,ɑləvɹ̩
sacks,sæks
eleanor,ɛlənɔɹ
farjeon,fɑɹd͡ʒiən
frisch,fɹɪʃ
dodds,dɑdz
van,væn
den,dɛn
hauwe,haw
sims,sɪmz
peyton,pejtən
wheeler,wilɹ̩
ginny,d͡ʒɪni
allardyce,əlɹdajs
pulis,pʌləs
peabody,pibɑdi
gooch,ɡut͡ʃ
sebastian,səbæst͡ʃən
coe,kow
thom,tɑm
yorke,jɔɹk
aasif,ɑsif
mandvi,mændvi
joy,d͡ʒoj
adamson,ædəmsən
tavernier,tævɹ̩niɹ̩
hope,howp
kompfner,kɑmpfnɹ̩
jermain,d͡ʒɹ̩mejn
defoe,dɪfow
austen,ɔstən
nadhim,nædhɪm
zahawi,zɑhɑwi
ventris,vɛntɹɪs
hillage,hɪlɪd͡ʒ
etherington,ɛðɹ̩ɪŋtən
minghella,mɪŋɛlə
olivia,owlɪviə
havilland,hævələnd
monk,mʌŋk
foy,foj
gurinder,ɡjʊɹɪndɹ̩
chadha,t͡ʃædə
clarke,klɑɹk
amess,æməs
hynes,hajnz
squire,skwajɹ
joan,d͡ʒown
fontaine,fɔntejn
bobby,bɑbi
raleigh,ɹɔli
zena,zinə
marshall,mɑɹʃəl
kay,kej
reed,ɹid
reid,ɹid
caldwell,kɔldwɛl
bates,bejts
boswell,bɑzwɛl
beveridge,bɛvɹ̩ɪd͡ʒ
freeman,fɹimən
michelle,mɪʃɛl
dockery,dɑkɹ̩i
shelley,ʃɛli
flintoff,flɪntɔf
ruth,ɹuθ
glass,ɡlæs
sutcliffe,sʌtklɪf
baynes,bejnz
antony,æntəni
hewish,hjuɪʃ
clegg,klɛɡ
harden,hɑɹdən
linsey,lɪnzi
mckenzie,məkɛnzi
dance,dæns
cushing,kʊʃɪŋ
cocker,kɑkɹ̩
nancy,nænsi
mitford,mɪtfɹ̩d
arne,ɑɹn
roland,ɹowlənd
joffé,d͡ʒɔfé
parker,pɑɹkɹ̩
hibbert,hɪbɹ̩t
hutton,hʌtən
linford,lɪnfɹ̩d
renfrew,ɹɛnfɹu
mandelson,mændəlsən
lionel,lajənəl
robbins,ɹɑbɪnz
greg,ɡɹɛɡ
rusedski,ɹuzɛdski
barton,bɑɹtən
longbottom,lɔŋbətəm
mcewan,mækuæn
bellamy,bɛləmi
dion,dajən
fortune,fɔɹt͡ʃən
eadweard,idwɛɹ̩d
muybridge,majbɹɪd͡ʒ
lawson,lɔsən
burchill,bɹ̩khɪl
will,wɪl
self,sɛlf
dickinson,dɪkɪnsən
pullman,pʊlmən
wright,ɹajt
luna,lunə
lovegood,lʌvəɡʊd
barclay,bɑɹklej
alice,æləs
don,dɑn
vane,vejn
kaldor,kɑldɹ̩
n,ɛn
bullock,bʊlək
coxon,kɑksən
alec,ælɪk
guinness,ɡɪnəs
geim,ɡajm
kiefer,kifɹ̩
sutherland,sʌðɹ̩lənd
deborah,dɛbɹ̩ə
ronnie,ɹɑni
o'sullivan,ɑsʌlɪvən
souness,sawnəs
dudley,dʌdli
isherwood,ɪʃɹ̩wʊd
soddy,sɑi
emile,ejmil
heskey,hɛski
bean,bin
dylan,dɪlən
fatima,fətəmə
whitbread,wɪtbɹɛd
o'toole,ɑtul
mcnally,məknæli
tymon,tajmən
dogg,dɔɡ
mccolgan,məkowlɡən
williamson,wɪljəmsən
louise,luiz
lombard,lɑmbɑɹd
maud,mɔd
tanith,tænɪθ
lillian,lɪliən
board,bɔɹd
rea,ɹi
penelope,pənɛləpi
lively,lajvli
skidelsky,skɪdɛlski
jon,d͡ʒɑn
lord,lɔɹd
lara,lɑɹə
pulver,pʊlvɹ̩
katie,kæti
leung,luŋ
warwick,wɔɹwɪk
davenport,dævənpɔɹt
winstone,wɪnstown
holliday,hɑlɪdej
grainger,ɡɹɑɪŋɹ̩
maryam,mɛɹjæm
d'abo,dɑbow
mowlam,mawləm
matt,mæt
klug,klʌɡ
bullard,bʊlɹ̩d
ryle,ɹajl
portman,pɔɹtmən
josephine,d͡ʒowsəfin
tey,t
finola,finowlə
briggs,bɹɪɡz
lucy,lusi
punch,pʌnt͡ʃ
bentley,bɛntli
strummer,stɹʌmɹ̩
ball,bɔl
skandar,skændɑɹ
durrell,dɔɹəl
hoy,hoj
hemmings,hɛmɪŋz
amis,æmɪs
shipman,ʃɪpmən
kunal,kunəl
nayyar,nejjɑɹ̩
carey,kɛɹi
beeban,bibən
kidron,kɪdɹɑn
edwin,ɛdwən
bramall,bɹæməl
puttnam,pʌtnəm
jean,d͡ʒin
simmons,sɪmənz
higgs,hɪɡz
deacon,dikən
waugh,wɔ
nedum,nɛdəm
onuoha,ɑnowhə
josh,d͡ʒɑʃ
mceachran,məkit͡ʃɹən
bonnie,bɑni
enid,inɪd
blyton,blajtən
blanchflower,blænt͡ʃflawɹ̩
leonard,lɛnɹ̩d
hobhouse,hɑbhaws
clementine,klɛməntajn
ashton,æʃtən
felton,fɛltən
wolfram,wʊlfɹæm
fisk,fɪsk
airey,ɛɹi
herriot,hɛɹiət
mcgann,məɡæn
bercow,bɹ̩kow
dowding,dawdɪŋ
wallace,wɔləs
shapiro,ʃəpɪɹow
rand,ɹænd
rodgers,ɹɑd͡ʒɹ̩z
mcfadden,məkfædən
cory,kɔɹi
doctorow,dɑktɹaw
aiken,ejkɪn
rickman,ɹɪkmən
geezer,ɡizɹ̩
bohm,bɑm
konstantin,kɑnstɪntin
novoselov,nɑvowsɪlɑv
pearson,pɪɹsən
harris,hɛɹɪs
hilary,hɪlɹ̩i
lassell,læsəl
minerva,mənɹ̩və
mcgonagall,məɡɑnəɡəl
ritchie,ɹɪt͡ʃi
blackmore,blækmɔɹ
jeff,d͡ʒɛf
beck,bɛk
trimble,tɹɪmbəl
carney,kɑɹni
hazel,hejzəl
blears,blɪɹz
flora,flɔɹə
lawrenson,lɔɹɪnsən
gainsborough,ɡejnzbɹ̩ow
yamilé,jəməlé
aldama,ɑldɑmə
moseley,mowzli
cook,kʊk
siddig,sɪdɪɡ
mason,mejsən
alf,ælf
ramsey,ɹæmzi
walton,wɔltən
mcclaren,məklɛɹən
pyatt,pajət
duffy,dʌfi
elwes,ɛlwz
declan,dɪklən
galbraith,ɡælbɹejθ
straw,stɹɔ
ned,nɛd
beauman,bmən
callum,kæləm
itzik,ɪtzɪk
manger,mejnd͡ʒɹ̩
boyce,bojs
whittingdale,wɪtɪŋdejl
cathleen,kæθlin
nesbitt,nɛzbɪt
nigella,najɡɛlə
nonso,nɑnsow
anozie,ænəzi
onora,ɑnɔɹə
o'neill,ɑnil
speedman,spidmən
guest,ɡɛst
fellowes,fɛlowz
coverdale,kʌvɹ̩dejl
hatton,hætən
mountbatten,mawntbætən
daltrey,dæltɹi
theresa,tɹ̩isə
delfouneso,dɛlfawunejsow
davies,dejviz
albrighton,ælbɹajtən
mallory,mælɹ̩i
grice,ɡɹajs
garton,ɡɑɹtən
ash,æʃ
strawson,stɹɔsən
jennings,d͡ʒɛnɪŋz
les,lɛs
tennant,tɛnənt
park,pɑɹk
randall,ɹændəl
davidson,dejvɪdsən
malloch,mælək
christopherson,kɹɪstɑfɹ̩sən
mani,mɑni
crick,kɹɪk
alain,əlejn
botton,bɑtən
donat,downət
pleeth,pliθ
noel,nowɛl
gallagher,ɡæləɡɹ̩
newcomen,nukʌmən
miss,mɪs
marple,mɑɹpəl
blunt,blʌnt
katherine,kæθɹ̩ɪn
legge,lɛɡ
parkinson,pɑɹkɪnsən
dan,dæn
wheldon,wɛldən
hammill,hæməl
eva,ejvə
ibbotson,ɪbətsən
domino,dɑmənow
norton,nɔɹtən
moira,mojɹə
shearer,ʃɪɹɹ̩
doherty,dowɹ̩ti
keppel,kɛpəl
penrose,pɛnɹowz
amos,ejməs
platt,plæt
raheem,ɹəhim
sterling,stɹ̩lɪŋ
branson,bɹænsən
wayne,wejn
rooney,ɹuni
coggan,kɑɡən
dannatt,dænæt
drew,dɹu
mcintyre,mækɪntajɹ
curtis,kɹ̩təs
rick,ɹɪk
wakeman,wejkmən
vince,vɪns
ginger,d͡ʒɪnd͡ʒɹ̩
cazenove,kæzənowv
gabbidon,ɡæbɪdən
newell,nuəl
berners,bɹ̩nɹ̩z
claude,klɔd
auchinleck,ɔt͡ʃɪnlɪk
harper,hɑɹpɹ̩
mckidd,məkɪd
hollander,hɑləndɹ̩
shayne,ʃejn
ward,wɔɹd
whittle,wɪtəl
kershaw,kɹ̩ʃɑ
wyman,wajmən
mcinally,mækɪnəli
arnold,ɑɹnəld
dolmetsch,dowlmt͡ʃ
violet,vajəlɪt
jessop,d͡ʒɛsəp
sefton,sɛftən
delmer,dɛlmɹ̩
lynch,lɪnt͡ʃ
larcombe,lɑɹkowm
isaacs,ajzɪks
asa,ɑsə
butterfield,bʌtɹ̩fild
malcolm,mælkəm
mcdowell,məkdawəl
percy,pɹ̩si
hodge,hɑd͡ʒ
bradley,bɹædli
wiggins,wɪɡɪnz
margery,mɑɹd͡ʒɹ̩i
allingham,ɔlɪŋhæm
fitzgerald,fɪtsd͡ʒɛɹəld
garry,ɡæɹi
chalk,t͡ʃɑk
steele,stil
mcavoy,mækəvoj
craven,kɹejvən
cooke,kʊk
judt,d͡ʒʌdt
vaz,væz
eccleston,ɛklɪstɑn
stuart,stuɹ̩t
wilfrid,wɪlfɹɪd
voynich,vojnɪt͡ʃ
burt,bɹ̩t
haye,hej
drewry,dɹuɹi
daley,dejli
thompson,tɑmpsən
sugar,ʃʊɡɹ̩
dolly,dɑli
brittain,bɹɪtən
cranmer,kɹænmɹ̩
dominic,dɑmənɪk
raab,ɹɑb
titus,tajtəs
bramble,bɹæmbəl
burton,bɹ̩tən
caine,kejn
hurt,hɹ̩t
benny,bɛni
tilda,tɪldə
swinton,swɪntən
zienia,ziniə
merton,mɹ̩tən
seymour,simɔɹ
green,ɡɹin
gustav,ɡʊstɑf
holst,howlst
potter,pɑtɹ̩
lou,lu
doillon,dojlən
findlay,fɪndli
jake,d͡ʒejk
quigg,kwɪɡ
ogilvy,owɡəlvi
fraizer,fɹejʒɹ̩
darvill,dɑɹvəl
holloway,hɑlowwej
horton,hɔɹtən
conway,kɑnwej
boy,boj
mick,mɪk
delius,dɪliɪs
kendall,kɛndəl
connor,kɑnɹ̩
wickham,wɪkəm
strong,stɹɔŋ
bruford,bɹufɹ̩d
colback,kowlbæk
vaughan,vɔn
davitt,dəvɪt
moroney,mɹ̩owni
herrick,hɛɹɪk
lodge,lɑd͡ʒ
yates,jejts
eileen,ajlin
atkins,ætkɪnz
christabel,kɹɪstəbəl
myra,majɹə
hess,hɛs
west,wɛst
cecil,sisəl
pigou,piɡu
mccallum,məkæləm
graves,ɡɹejvz
gordien,ɡɔɹdin
upson,ʌpsən
hawthorne,hɔθɔɹn
jennifer,d͡ʒɛnəfɹ̩
ellison,ɛlɪsən
frampton,fɹæmptən
tylerodam,tajlɹowdəm
bremner,bɹɛmnɹ̩
essell,ɛsəl
speed,spid
jagger,d͡ʒæɡɹ̩
kelk,kɛlk
ingold,ɪŋɡowld
georg,ɡejɔɹɡ
solti,sowlti
ponting,pɑntɪŋ
morrissey,mɔɹɪsi
taio,tɑiow
cruz,kɹuz
marina,mɹ̩inə
lewycka,luikə
joey,d͡ʒowi
downing,dawnɪŋ
mcrae,məkɹej
basil,bæzəl
rathbone,ɹæθbown
susie,suzi
wolff,wʊlf
dee,di
lockwood,lɑkwʊd
banks,bæŋks
talulah,tælələ
riley,ɹajli
davy,dejvi
prowse,pɹawz
joll,d͡ʒɑl
lauren,lɔɹən
cohan,kowhən
lado,lɑdow
gurgenidze,ɡɹ̩d͡ʒənɪdz
denholm,dɛnhowlm
elliott,ɛliət
phyllis,fɪlɪs
greene,ɡɹin
wesker,wɛskɹ̩
bower,bawɹ̩
grayling,ɡɹejlɪŋ
henri,hɛnɹi
dido,dajdow
iommi,ajɑmi
aurel,ɹəl
stein,stajn
shola,ʃowlə
ameobi,æmiowbi
butland,bʌtlənd
trevor,tɹɛvɹ̩
horn,hɔɹn
konchesky,kɑnt͡ʃɛski
simpson,sɪmpsən
olaf,owlɑf
stapledon,stejpəldən
hurd,hɹ̩d
gaitskell,ɡejtskəl
idowu,ɪdawu
winslet,wɪnzlət
heath,hiθ
macmillan,məkmɪlən
mcneill,məknil
whistler,wɪslɹ̩
epstein,ɛpstin
kirsty,kɹ̩sti
hawkshaw,hɔkʃɔ
benenson,bɛnɪnsən
annie,æni
haslam,hæsləm
wade,wejd
karloff,kɑɹlɔf
dora,dɔɹə
boothby,buθbi
hodgson,hɑd͡ʒsən
tasha,tæʃə
danvers,dænvɹ̩z
julia,d͡ʒuljə
winter,wɪntɹ̩
bowlby,bowlbi
daldry,dældɹi
wild,wajld
lovejoy,lʌvd͡ʒoj
gambon,ɡæmbən
vidal,vajdæl
sassoon,səsun
fripp,fɹɪp
alma,ælmə
reville,ɹɛvɪl
vivien,vɪviən
leigh,li
charig,t͡ʃɛɹ̩ɪɡ
moggridge,mɑɹɪd͡ʒ
valentine,væləntajn
ladefoged,lædfowɡd
healy,hili
galliano,ɡɑliɑnow
nyman,najmən
tricky,tɹɪki
wyndham,wɪndəm
montgomery,mɑntɡʌmɹi
di'anno,dænow
jeffrey,d͡ʒɛfɹi
eden,idən
rumer,ɹumɹ̩
lorna,lɔɹnə
wing,wɪŋ
peaches,pit͡ʃəz
geldof,ɡɛldɔf
clement,klɛmənt
attlee,ætli
alsou,ælsu
muckelt,mʌkɪlt
roth,ɹɔθ
deaton,ditən
bon,bɑn
gerard,d͡ʒɹ̩ɑɹd
manley,mænli
duke,duk
dean,din
forrest,fɔɹəst
haworth,hæwɹ̩θ
asher,æʃɹ̩
sulston,sʌlstən
pamela,pæmələ
adlon,ædlɑn
marsh,mɑɹʃ
amira,æmɹə
casar,kɑsɹ
charlton,t͡ʃɑɹltən
fabrice,fæbɹɪs
muamba,muæmbə
jackman,d͡ʒækmən
gielgud,ɡilɡəd
treadaway,tɹɛdəwej
janick,d͡ʒænɪk
gers,ɡɹ̩z
ione,ajowni
skye,skaj
megan,mejɡən
edgar,ɛdɡɹ̩
bellman,bɛlmən
isaiah,ajzejə
berlin,bɹ̩lɪn
maxim,mæksəm
baldry,bɔldɹi
livermore,lɪvɹ̩mɔɹ
paolo,pawlow
nutini,nutini
beecham,bit͡ʃəm
addy,ædi
damian,dejmiən
coxeter,kɑksətɹ̩
gillan,ɡɪlən
purcell,pɹ̩sɛl
orange,ɔɹənd͡ʒ
ullman,ʌlmən
big,bɪɡ
sullivan,sʌləvən
idris,ɪdɹis
elba,ɛlbə
bragg,bɹæɡ
larkin,lɑɹkɪn
suzman,sʌzmən
viktor,vɪktɹ̩
suvorov,suvɹ̩ɑv
toshack,tɑʃək
shankly,ʃæŋkli
ledley,lɛdli
king,kɪŋ
truss,tɹʌs
busby,bʌzbi
vernon,vɹ̩nən
dobtcheff,dɑt͡ʃɛf
flack,flæk
serkis,sɹ̩kɪs
angel,ejnd͡ʒəl
albarn,ælbɑɹn
bridge,bɹɪd͡ʒ
tara,tɛɹə
elvis,ɛlvɪs
costello,kɔstɛlow
browne,bɹawn
whishaw,wɪʃɔ
dummett,dʌmɪt
nighy,najɡi
pixie,pɪksi
venables,vɛnəbəlz
strachan,stɹæt͡ʃən
stefan,stɛfɑn
olsdal,owlsdəl
best,bɛst
carlyle,kɑɹlajl
rhys,ɹajz
earnshaw,ɹ̩nʃɔ
henderson,hɛndɹ̩sən
pratt,pɹæt
yvonne,ɪvɑn
lytton,lɪtən
munro,mənɹow
inglis,ɪŋɡlɪs
watts,wɑts
poll,powl
lynne,lɪn
ted,tɛd
bennett,bɛnət
kirkland,kɹ̩klənd
gregory,ɡɹɛɡɹ̩i
bateson,bætɪsən
lake,lejk
priestley,pɹistli
logie,lowd͡ʒi
baird,bɛɹd
banksy,bænksi
carter,kɑɹtɹ̩
ozzy,ɑzi
osbourne,ɑsbɹ̩n
wendy,wɛndi
houvenaghel,hvənəɡəl
beardsley,bɪɹdzli
dujardin,dʌd͡ʒɑɹdɪn
stephanie,stɛfəni
beacham,bəʃæm
joanna,d͡ʒowænə
rowsell,ɹowsəl
winwood,wɪnwʊd
morrow,mɑɹow
kristin,kɹɪstɪn
naveen,nævin
andrews,ændɹuz
keown,kiown
whitefield,wajtfild
baxter,bækstɹ̩
dancy,dænsi
mcqueen,məkwin
speleers,spɛlɪɹz
rafael,ɹɑfajɛl
sabatini,sæbətini
mischa,mɪʃə
cavendish,kævəndɪʃ
wilberforce,wɪlbɹ̩fɔɹs
clough,klaw
byrne,bɹ̩n
middleton,mɪdəltən
remus,ɹiməs
lupin,lupən
fatboy,fætboj
slim,slɪm
kathy,kæθi
smallwoodcook,smɔlwʊdkʊk
miliband,majləbənd
georgette,d͡ʒɔɹd͡ʒɛt
heyer,hejɹ̩
friend,fɹɛnd
darius,dɹ̩ajəs
vassell,væsəl
griffiths,ɡɹɪfɪθs
paget,pæd͡ʒət
jordan,d͡ʒɔɹdən
spence,spɛns
talbot,tælbət
mundy,mʌndi
jonjo,d͡ʒownd͡ʒow
shelvey,ʃɛlveji
nawaz,nɑwɑz
sharif,ʃɹ̩if
mahoney,məhowni
gwenn,ɡwɛn
nobby,nɑbi
stiles,stajlz
archibald,ɑɹt͡ʃəbɔld
leitch,lit͡ʃ
weisz,vajʃ
cann,kæn
micah,mikə
kazuo,kɑzuow
ishiguro,ɪʃɪɡʊɹ̩ow
gaiman,ɡejmən
ciarán,t͡ʃiɹáɛn
hinds,hajndz
mitch,mɪt͡ʃ
amelia,əmiljə
warner,wɔɹnɹ̩
blanche,blænt͡ʃ
bingley,bɪŋli
tommy,tɑmi
spartali,spɑɹtɑli
stillman,stɪlmən
everett,ɛvɹ̩ət
jagielka,d͡ʒɑɡilkə
cattrall,kætɹəl
stross,stɹɑs
gem,d͡ʒɛm
atiyah,ɑtɪjə
glynis,ɡlɪnɪs
johns,d͡ʒɑnz
lina,linə
donna,dɑnə
doreen,dɔɹin
valiente,vɑlinti
billie,bɪli
whitelaw,wajtlɔ
le,lə
carré,kɑɹé
grahame,ɡɹɑm
o'donnell,ɑdɑnəl
sebag,səbæɡ
montefiore,mɑntəfiɔɹi
goldstone,ɡowldstown
pleasence,plisəns
lawford,lɔfɹ̩d
ismay,ɪzmej
raymond,ɹejmənd
cadell,kɑdejl
fenton,fɛntən
dick,dɪk
jenna,d͡ʒɛnə
coleman,kowlmən
monica,mɑnɪkə
dickens,dɪkənz
saskia,sæskiə
reeves,ɹivz
teyte,tejt
rackham,ɹækhəm
macfadyen,məkfædiən
agbonlahor,æɡbənləhɹ̩
barbirolli,bɑɹbɪɹowli
orr,ɔɹ
mona,mownə
hatoum,hətum
peters,pitɹ̩z
godfrey,ɡɑdfɹi
hounsfield,hawnzfild
simper,sɪmpɹ̩
oona,unə
burroughs,bʌɹowz
guillermin,ɡɪlɹ̩mɪn
downes,dawnz
okri,ɑkɹi
eagleton,iɡəltən
follett,fɑlɪt
idle,ajdəl
aldis,ɑldɪs
lovelock,lʌvlɑk
hennessey,hɛnəsi
mccormack,məkɔɹmək
mcdiarmid,məkdɛɹməd
quayle,kwejl
hadley,hædli
chase,t͡ʃejs
bax,bæks
suchet,sʌʃɛt
hoskins,hɑskɪnz
cope,kowp
chloë,klowë
hanslip,hænslɪp
huggett,hʌɡɪt
fagan,fejɡən
palmer,pɑmɹ̩
fondre,fɑndɹ
naughton,nɔtən
slade,slejd
bader,bædɹ̩
blythe,blajð
forster,fɔɹstɹ̩
zadie,zædi
jerry,d͡ʒɛɹi
cornes,kɔɹnz
moneypenny,mʌnipɛni
austin,ɔstən
moon,mun
drake,dɹejk
holman,hɑlmən
gwen,ɡwɛn
abbott,æbət
back,bæk
magee,məɡi
houseman,hawsmən
hackett,hækɪt
summers,sʌmɹ̩z
sidney,sɪdni
jeans,d͡ʒinz
o'connell,ɑkɑnəl
moorcock,mʊɹkək
hollinghurst,hɑlɪŋhɹ̩st
mayall,mejɔl
zak,zæk
starkey,stɑɹki
parsons,pɑɹsənz
natasha,nətɑʃə
diane,dajæn
towler,towlɹ̩
agnes,æɡnɪs
tuckey,tʌki
luol,luowl
deng,dɛŋ
dixie,dɪksi
moyer,mojɹ̩
tino,tinow
sehgal,sɛɡəl
webbe,wɛb
chatwin,t͡ʃætwɪn
bonnet,bɑnət
zara,zæɹə
tindall,tɪndəl
colson,kowlsən
lupino,lupinow
zat,zæt
knight,najt
marian,mɛɹiən
mcpartland,məkpɑɹtlənd
britten,bɹɪtən
hurst,hɹ̩st
lewinsky,luɪnski
regal,ɹiɡəl
shearing,ʃɪɹɪŋ
heward,hjuɹ̩d
guthrie,ɡʌθɹi
birch,bɹ̩t͡ʃ
mirren,mɪɹ̩ən
bedingfield,bɛdɪŋfild
birkin,bɹ̩kɪn
emilia,əmiliə
sidwell,sɪdwɛl
driscoll,dɹɪskəl
thewlis,θlɪs
paice,pɪs
egon,iɡən
wellesz,wɛlʃ
algernon,æld͡ʒɹ̩nɑn
garrod,ɡæɹəd
collingwood,kɑlɪŋwʊd
choules,t͡ʃulz
mcleish,məkliʃ
coogan,kuɡən
piper,pajpɹ̩
bent,bɛnt
freeland,fɹilənd
gunn,ɡʌn
loewe,lɑu
sanger,sæŋɹ̩
gainsbourg,ɡejnzbɔɹɡ
burnett,bɹ̩nɛt
quincey,kwɪnsi
lucas,lukəs
kinnock,kɪnək
berthold,bɹ̩θowld
goldschmidt,ɡowldʃmɪt
gitta,ɡɪtə
sereny,sɛɹ̩ini
burns,bɹ̩nz
brightman,bɹajtmən
mátyás,ɛmátajáɛs
seiber,sajbɹ̩
medawar,mɛdɑwɔɹ
scales,skejlz
ciaran,t͡ʃɹ̩ən
goode,ɡʊd
chiwetel,t͡ʃəwtəl
ejiofor,ɛd͡ʒiəfɹ
ally,ælaj
mccoist,məkowəst
tavener,tævinɹ̩
liddell,lɪdəl
beatrix,bitɹɪks
monaghan,mɑnəhæn
zamora,zəmɔɹə
sol,sɑl
osman,ɑsmən
huddlestone,hʌdəlstown
benik,bɛnɪk
afobe,əfowb
beattie,biti
needham,nidəm
brownlie,bɹawnli
alison,ælɪsən
uttley,utli
berlie,bɹ̩li
evan,ɛvən
tissier,tɪsiɹ̩
rayner,ɹejnɹ̩
mcelderry,mækəldɪɹi
matthews,mæθjuz
abdulrazak,æbdulɹɑzək
gurnah,ɡɹ̩nə
redknapp,ɹɛdknæp
fowles,fawəlz
lucia,luʃə
moholy,mowhowli
neill,nil
horovitz,hɑɹəvɪts
lucie,lusi
rie,ɹi
franz,fɹænz
reizenstein,ɹajzənstajn
froch,fɹowk
donovan,dɑnəvən
tipton,tɪptən
fish,fɪʃ
revie,ɹivi
hermann,hɹ̩mən
gollancz,ɡɑləŋt͡ʃ
apted,æptɪd
shorey,ʃɔɹi
gosling,ɡɑsəlɪŋ
savage,sævəd͡ʒ
kilbane,kɪlbən
mulligan,mʌlɪɡən
blake,blejk
beecroft,bikɹɔft
tabori,tæbɔɹi
keegan,kiɡən
pagel,pæɡəl
ifans,ɪfɑnz
eddington,ɛdɪŋtən
shaffer,ʃejfɹ̩
shaka,ʃɑkə
hislop,hɪsləp
gladwell,ɡlædwɛl
hughton,hʌtən
tooze,tuz
farage,fɑɹɪd͡ʒ
rankin,ɹæŋkɪn
housman,hawsmən
rostal,ɹɑstəl
bird,bɹ̩d
zenger,zind͡ʒɹ̩
entwistle,ɪntwɪsəl
marriner,mɛɹɪnɹ̩
joleon,d͡ʒəliən
lescott,lɛskɑt
dhawan,dəwɑn
rains,ɹejnz
murphy,mɹ̩fi
nat,næt
lofthouse,lɔfthaws
santiago,sæntiɑɡow
cabrera,kɑbɹɛɹə
ronson,ɹɑnsən
ahearne,əhɹ̩n
dyson,dajsən
nikolaas,nɪkəlɑz
tinbergen,tɪnbɹ̩ɡən
oskar,ɔskɹ̩
kokoschka,kəkɔʃkə
cat,kæt
bacon,bejkən
goehr,ɡɔɹ
wittkower,wɪtkowɹ̩
smithies,smɪθiz
césar,siésɑɹ
milstein,mɪlstajn
ferry,fɛɹi
clarkson,klɑɹksən
bannister,bænəstɹ̩
towns,tawnz
froome,fɹum
bonneville,bɑnəvɪl
gabor,ɡəbɔɹ
wilkins,wɪlkɪnz
plant,plænt
rawsthorne,ɹɔstɹ̩n
crook,kɹʊk
st,stɹit
lucian,luʃən
sillitoe,sɪlɪtow
finney,fɪni
garriott,ɡæɹiət
o'connor,ɑkɑnɹ̩
wilbraham,wɪlbɹɑhæm
andrás,ændɹ̩áɛs
schiff,ʃɪf
fogarty,fɑɡɑɹti
lusztig,lʌstɪɡ
haynes,hejnz
hoyte,hojt
lovell,lʌvəl
china,t͡ʃajnə
miéville,miévɪl
melua,mɛluə
