イチロー,it͡ɕiɾoː
リョウタ,ɖʲoɯta
コノエ,konoe
モトミ,motomʲi
イマミヤ,imamʲija
ケンタ,kenta
オオサコ,oːsako
トゴシ,toɡoɕi
マゴメ,maɡome
ナンサ,naãsa
イフク,iɸɯkɯ
ブアキラ,bɯakʲiɾa
トヨダ,tojoda
サキチ,sakʲit͡ɕi
ドイ,doi
ミサキ,mʲisakʲi
ショウワ,ɕoɯɰa
ウエダ,ɯeda
カンフトシ,kaãɸɯtoɕi
リンヒサシ,ɖʲiĩçisaɕi
ヤマモト,jamamoto
シマザキ,ɕimazakʲi
タクマ,takɯma
レナ,ɖena
ホソノ,hosono
セイブン,seːbɯɴ
ヤスダ,jasɯda
リダイ,ɖʲidai
シライシ,ɕiɾaiɕi
マイ,mai
トニー,toɲiː
タイボク,taibokɯ
カジウラ,kaʑiɯɾa
タロウ,taɾoɯ
ヤマザキ,jamazakʲi
カゲヤマ,kaɡejama
マサヒサシ,masaçisaɕi
サコン,sakoɴ
ホシノ,hoɕino
ヌマタ,nɯmata
ヨシアキ,joɕiakʲi
イヌイタカ,inɯitaka
シ,ɕi
イサオ,isao
ヨコミチ,jokomʲit͡ɕi
タカヒロ,takaçiɾo
ハトヤマ,hatojama
ユキオ,jɯkʲio
コヤマ,kojama
キヨシゲ,kʲijoɕiɡe
ヘイキチ,heːkʲit͡ɕi
アツシシュウ,at͡sɯɕiɕɯː
ホウアキラ,hoɯakʲiɾa
イリヤマ,iɾʲijama
タケハル,takehaɾɯ
エンドウ,endoɯ
シトウト,ɕitoɯto
サトシ,satoɕi
アリオカ,aɾʲioka
ダイタカ,daitaka
マサノブ,masanobɯ
タケウチ,takeɯt͡ɕi
メンタイロウ,mentaiɾoɯ
シマブクロ,ɕimabɯkɯɾo
タツオ,tat͡sɯo
イマイ,imai
リカ,ɖʲika
カツノリ,kat͡sɯnoɾʲi
フカザワ,ɸɯkazaɰa
ジンハク,d͡ʑiĩhakɯ
ヒライ,çiɾai
ショウセイ,ɕoɯseː
マルヤマ,maɾɯjama
シゲルノリ,ɕiɡeɾɯnoɾʲi
ヨオモネ,joːmone
ワタル,ɰataɾɯ
ハタタスク,hatatasɯkɯ
カズコ,kazɯko
カワサカエ,kaɰasakae
マエハラ,maehaɾa
サカグチ,sakaɡɯt͡ɕi
アンゴ,aŋɡo
ミナモトヨシ,mʲinamotojoɕi
イエ,ie
ナガセ,naɡase
トミロウ,tomʲiɾoɯ
サダヲ,sadao
タケタニ,taketaɲi
トシコ,toɕiko
チカコ,t͡ɕikako
サクラウチ,sakɯɾaɯt͡ɕi
キヨコ,kʲijoko
シンガク,ɕiŋɡakɯ
ヒカ,çika
リカルド,ɖʲikaɾɯdo
マサカツ,masakat͡sɯ
コダマ,kodama
ミナモトタロウ,mʲinamototaɾoɯ
ダイセツ,daiset͡sɯ
ニシダ,ɲiɕida
キタロウ,kʲitaɾoɯ
アントニオ,antoɲio
イノキ,inokʲi
ソウセキ,soɯsekʲi
カンダ,kanda
マアキ,maːkʲi
アンドウ,andoɯ
トシキチ,toɕikʲit͡ɕi
オガタ,oɡata
サダコ,sadako
エモト,emoto
カチ,kat͡ɕi
ミチバタ,mʲit͡ɕibata
ジェシカ,d͡ʑeɕika
ミヤサカ,mʲijasaka
セイダイ,seːdai
カサイ,kasai
キノアキラ,kʲinoakʲiɾa
ミメイ,mʲimeː
タツヤ,tat͡sɯja
カンノ,kanno
ハタアキラ,hataːkʲiɾa
ウト,ɯto
ミヤヒデノリ,mʲijaçidenoɾʲi
アカホシ,akahoɕi
タカフミ,takaɸɯmʲi
オグラ,oɡɯɾa
マカイ,makai
ヤマウチ,jamaɯt͡ɕi
テツヤ,tet͡sɯja
タハタ,tahata
ハジ,haʑi
モリシゲル,moɾʲiɕiɡeɾɯ
ブン,bɯɴ
カズヤ,kazɯja
イシハラ,iɕihaɾa
マキタロウ,makʲitaɾoɯ
ヤスノ,jasɯno
モヨコ,mojoko
タカギ,takaɡʲi
トラノカイ,toɾanokai
コッコウ,kokkoɯ
リュウサトシホ,ɖʲɯːsatoɕiho
ヤクショウ,jakɯɕoɯ
カク,kakɯ
コマチ,komat͡ɕi
ジンム,d͡ʑimmɯ
ヒロシゲ,çiɾoɕiɡe
ヨシオ,joɕio
フナコシ,ɸɯnakoɕi
ギチン,ɡʲit͡ɕiŋ
カネダ,kaneda
チ,t͡ɕi
ナカジマ,nakaʑima
サトル,satoɾɯ
アクサト,akɯsato
イデ,ide
ユウチ,jɯːt͡ɕi
タダオ,tadao
カワグチ,kaɰaɡɯt͡ɕi
ノウカツ,noɯkat͡sɯ
ミナモトミノル,mʲinamotomʲinoɾɯ
メイジ,meːʑi
トリヤマ,toɾʲijama
マキハラ,makʲihaɾa
ヒロシオノレ,çiɾoɕionoɾe
マツモト,mat͡sɯmoto
セイチョウ,seːt͡ɕoɯ
サダミ,sadamʲi
カギヤマ,kaɡʲijama
シキ,ɕikʲi
ヒロブミ,çiɾobɯmʲi
トウビ,toɯbʲi
キバ,kʲiba
サワアキラ,saɰaːkʲiɾa
ホンダ,honda
ケイタスク,keːtasɯkɯ
マコト,makoto
ヒガシグチ,çiɡaɕiɡɯt͡ɕi
ジュンアキラ,d͡ʑɯɯ̃akʲiɾa
ラクザン,ɖakɯzaɴ
シロコモ,ɕiɾokomo
トシツル,toɕit͡sɯɾɯ
マサヤマ,masajama
テツシ,tet͡sɯɕi
タナカ,tanaka
キヨミ,kʲijomʲi
カジメ,kaʑime
キヌコ,kʲinɯko
キヨハラ,kʲijohaɾa
アシハラ,aɕihaɾa
キサキナゴ,kʲisakʲinaɡo
トシヒデ,toɕiçide
フジタ,ɸɯʑita
フジヶタニ,ɸɯʑiɡataɲi
マツダイ,mat͡sɯdai
ナオキ,naokʲi
アイダ,aida
サヒダリ,saçidaɾʲi
キトシオ,kʲitoɕio
シイ,ɕiː
ナシモト,naɕimoto
ミヤモリタダシオウ,mʲijamoɾʲitadaɕioɯ
カンザキ,kand͡zakʲi
タケノリ,takenoɾʲi
モリヤマ,moɾʲijama
ヒロシ,çiɾoɕi
リョウタロウ,ɖʲoɯtaɾoɯ
オオタ,oːta
フサエ,ɸɯsae
アキヒロ,akʲiçiɾo
アキヤマ,akʲijama
ノリオ,noɾʲio
ゴフカ,ɡoɸɯka
クサテンノウ,kɯsatennoɯ
マコトキョウ,makotokʲoɯ
アツシ,at͡sɯɕi
カワホヅミ,kaɰahozɯmʲi
サダハル,sadahaɾɯ
ヒラフ,çiɾaɸɯ
マサハル,masahaɾɯ
シュウサク,ɕɯːsakɯ
ゴヨシ,ɡojoɕi
ハナ,hana
サザナミ,sazanamʲi
ヨリユキトキ,joɾʲijɯkʲitokʲi
チョウホン,t͡ɕoɯhoɴ
ヤスマサ,jasɯmasa
ナカアサリョ,nakaːsaɾʲo
エスクデロケイ,esɯkɯdeɾokeː
ヒオウ,çioɯ
タカツ,takat͡sɯ
シンワレ,ɕiĩɰaɾe
チカラドウ,t͡ɕikaɾadoɯ
ヤマ,jama
ナミ,namʲi
カツヤ,kat͡sɯja
ブンヨ,bɯɯ̃jo
ヒカリ,çikaɾʲi
サイトウ,saitoɯ
ヒトシ,çitoɕi
トクヤマ,tokɯjama
アキラモリ,akʲiɾamoɾʲi
ホヒトシ,hoçitoɕi
モトヨシ,motojoɕi
イノサタケ,inosatake
マキ,makʲi
トモエスイ,tomoesɯi
ハシモト,haɕimoto
シンタロウ,ɕintaɾoɯ
クニサン,kɯɲisaɴ
イサ,isa
ヒデノリ,çidenoɾʲi
カシワギ,kaɕiɰaɡʲi
シホ,ɕiho
コリエダ,koɾʲieda
リコ,ɖʲiko
ソウリョウ,soɯɾʲoɯ
フユミ,ɸɯjɯmʲi
アリヨシ,aɾʲijoɕi
サワコ,saɰako
ヒロユキ,çiɾojɯkʲi
イシノモリアキラ,iɕinomoɾʲiakʲiɾa
オオツカ,oːt͡sɯka
セキタカシ,sekʲitakaɕi
コウキ,koɯkʲi
ヤスタカ,jasɯtaka
ヨシユキ,joɕijɯkʲi
ヤスハラ,jasɯhaɾa
ナルタイ,naɾɯtai
マサノリ,masanoɾʲi
カナザワ,kanazaɰa
ヒロカズ,çiɾokazɯ
コウエン,koɯeŋ
トオルテンノウ,toːɾɯtennoɯ
ヨリユキケイ,joɾʲijɯkʲikeː
コウジ,koɯʑi
エドウィン,edoɰiŋ
アケボノフトシ,akebonoɸɯtoɕi
ゴンベエ,ɡombeː
フヒトウ,ɸɯçitoɯ
タカハタ,takahata
テラシン,teɾaɕiŋ
トアキラ,toakʲiɾa
ヒロヤ,çiɾoja
クラタ,kɯɾata
シモヒラ,ɕimoçiɾa
タクミ,takɯmʲi
カワバタ,kaɰabata
ヤスナリ,jasɯnaɾʲi
シバタ,ɕibata
ゼンシン,d͡zeẽɕiŋ
ソノコ,sonoko
ヌル,nɯɾɯ
エザキ,ezakʲi
レオナ,ɖeona
チュウセツ,t͡ɕɯːset͡sɯ
エイサク,eːsakɯ
コダイラ,kodaiɾa
ジケン,d͡ʑikeŋ
タサカ,tasaka
ナカゴ,nakaɡo
マツバヤシ,mat͡sɯbajaɕi
ソウメグミ,soɯmeɡɯmʲi
コウゾウ,koɯzoɯ
ハヅキ,hazɯkʲi
マレイ,maɾeː
シノヤマ,ɕinojama
キノシン,kʲinoɕiŋ
キミカ,kʲimʲika
アミ,amʲi
ダイジロウ,daiʑiɾoɯ
タカシコウ,takaɕikoɯ
ヒカリゲン,çikaɾʲiɡeŋ
シセイ,ɕiseː
ナガタケ,naɡatake
エド,edo
カワランポ,kaɰaɾampo
シライ,ɕiɾai
ウラサワ,ɯɾasaɰa
ジュン,d͡ʑɯɴ
アカニシ,akaɲiɕi
ヤマベ,jamabe
ヒデヒコ,çideçiko
スイジョウ,sɯiʑoɯ
コシカズ,koɕikazɯ
ミノル,mʲinoɾɯ
ハヤシヨシ,hajaɕijoɕi
シュウ,ɕɯː
リツオ,ɖʲit͡sɯo
ハギハラ,haɡʲihaɾa
エイユウ,eːjɯː
ヒサオ,çisao
ウメヅ,ɯmezɯ
ヨシハルロウ,joɕihaɾɯɾoɯ
イワタ,iɰata
ハナレイ,hanaɾeː
ケイアキ,keːakʲi
アンジュウ,and͡ʑɯː
ミナモトトシ,mʲinamototoɕi
ノブツナ,nobɯt͡sɯna
カズヒサ,kazɯçisa
タツミ,tat͡sɯmʲi
ヨシヒロ,joɕiçiɾo
ウエスギ,ɯesɯɡʲi
ノリザネ,noɾʲizane
ナカイ,nakai
モウコレシン,moɯkoɾeɕiŋ
ヤスシジ,jasɯɕiʑi
ケンキチ,keŋkʲit͡ɕi
サクライ,sakɯɾai
ヨシコ,joɕiko
ムトウ,mɯtoɯ
キムヨシ,kʲimɯjoɕi
ジャハナ,d͡ʑahana
ノボリ,noboɾʲi
カナモト,kanamoto
チケン,t͡ɕikeŋ
セイワ,seːɰa
イエモチ,iemot͡ɕi
タカシタカシ,takaɕitakaɕi
マスモト,masɯmoto
ニシザワ,ɲiɕizaɰa
アキラクン,akʲiɾakɯɴ
ヨシモト,joɕimoto
タカアキ,takaːkʲi
ナラ,naɾa
ハラシゲル,haɾaɕiɡeɾɯ
チョクアキラ,t͡ɕokɯakʲiɾa
タダ,tada
ヒラテ,çiɾate
アキラタイラ,akʲiɾataiɾa
ハルオミ,haɾɯomʲi
ミズノ,mʲizɯno
ルミコ,ɖɯmʲiko
ナカタニ,nakataɲi
ウキチロウ,ɯkʲit͡ɕiɾoɯ
マサユキ,masajɯkʲi
オツハ,ot͡sɯha
ナナセ,nanase
キノ,kʲino
クマガイ,kɯmaɡai
シャマレ,ɕamaɾe
マサミ,masamʲi
オオトモ,oːtomo
ヨシタロウ,joɕitaɾoɯ
ケイスケ,keːsɯke
サカイ,sakai
タカノハナ,takanohana
トシアキ,toɕiakʲi
テルオ,teɾɯo
タツヒコ,tat͡sɯçiko
ツボウチ,t͡sɯboɯt͡ɕi
ショウヨウ,ɕoɯjoɯ
オバタ,obata
エイリョウ,eːɾʲoɯ
チョウシゲル,t͡ɕoɯɕiɡeɾɯ
トウドウ,toɯdoɯ
ヘイスケ,heːsɯke
ハシシタ,haɕiɕita
ホンブ,hombɯ
アサイサム,asaisamɯ
マミヤ,mamʲija
ナオミ,naomʲi
マルミツヒロ,maɾɯmʲit͡sɯçiɾo
トリイ,toɾʲiː
リュウゾウ,ɖʲɯːzoɯ
トウ,toɯ
クメ,kɯme
クニタケ,kɯɲitake
タナベ,tanabe
カツイエ,kat͡sɯie
ヨシシュン,joɕiɕɯɴ
カジハラ,kaʑihaɾa
ヒラウマ,çiɾaɯma
ナガヤマ,naɡajama
アキラフトシ,akʲiɾaɸɯtoɕi
ナカハラ,nakahaɾa
ヨウコ,joɯko
ウタ,ɯta
ニンミョウ,ɲimmʲoɯ
ヒジリタケシ,çiʑiɾʲitakeɕi
ヨウゼイ,joɯzeː
ツギタイ,t͡sɯɡʲitai
ヨウアキラ,joɯakʲiɾa
リュウヘイ,ɖʲɯːheː
ヨシコロモ,joɕikoɾomo
ムシャ,mɯɕa
ショウジサネアツ,ɕoɯʑisaneat͡sɯ
アサエダ,asaeda
ショウコ,ɕoɯko
キタバタケ,kʲitabatake
チカフサ,t͡ɕikaɸɯsa
フルタ,ɸɯɾɯta
トシマサ,toɕimasa
コウシュ,koɯɕɯ
スズメテンノウ,sɯzɯmetennoɯ
トバ,toba
タカシトク,takaɕitokɯ
チョウジュン,t͡ɕoɯʑɯɴ
ニシジマ,ɲiɕiʑima
タカツカサ,takat͡sɯkasa
ヒロシドオリ,çiɾoɕidoːɾʲi
カイオウ,kaioɯ
ササゲタダシ,sasaɡetadaɕi
ヒラタ,çiɾata
ヒロミ,çiɾomʲi
コウカシワ,koɯkaɕiɰa
ハラテンノウ,haɾatennoɯ
コウニシ,koɯɲiɕi
コウヒ,koɯçi
ナルテンノウ,naɾɯtennoɯ
サエキ,saekʲi
クラニシ,kɯɾaɲiɕi
マサタケ,masatake
イイヅカ,iːzɯka
ショウタ,ɕoɯta
ワタルウミ,ɰataɾɯːmʲi
スナ,sɯna
カズヒコ,kazɯçiko
ムタアキコ,mɯtaːkʲiko
スギヤマ,sɯɡʲijama
マサユミ,masajɯmʲi
ミズキ,mʲizɯkʲi
クロダ,kɯɾoda
リョウテンノウ,ɖʲoɯtennoɯ
ナオ,nao
ハニ,haɲi
ススム,sɯsɯmɯ
ミキ,mʲikʲi
モトハルヒコ,motohaɾɯçiko
ヒロコ,çiɾoko
カワヨシユキ,kaɰajoɕijɯkʲi
イヌイエ,inɯie
キド,kʲido
タカヨシ,takajoɕi
ナカツ,nakat͡sɯ
ノブオ,nobɯo
カメイ,kameː
エリ,eɾʲi
オオヤ,oːja
イクエ,ikɯe
コサカ,kosaka
サトサキ,satosakʲi
トモヤ,tomoja
ナルセ,naɾɯse
カドクラ,kadokɯɾa
ベットウ,bettoɯ
オチアイ,ot͡ɕiai
ヒロミツ,çiɾomʲit͡sɯ
キムヤスシ,kʲimɯjasɯɕi
イマエ,imae
イチョウ,it͡ɕoɯ
ビキ,bʲikʲi
モリキ,moɾʲikʲi
コガ,koɡa
アラスケ,aɾasɯke
クボ,kɯbo
ヤストモ,jasɯtomo
イリョウ,iɾʲoɯ
ブヒデキ,bɯçidekʲi
トクブン,tokɯbɯɴ
コレチカ,koɾet͡ɕika
サオリ,saoɾʲi
ミチシゲ,mʲit͡ɕiɕiɡe
サユミ,sajɯmʲi
ムラヌシ,mɯɾanɯɕi
アキラエダ,akʲiɾaeda
ゴトウ,ɡotoɯ
ナルクン,naɾɯkɯɴ
ノモ,nomo
フクウラ,ɸɯkɯːɾa
シンノウ,ɕinnoɯ
アキラヒロシ,akʲiɾaçiɾoɕi
ヨウダケ,joɯdake
クラモチ,kɯɾamot͡ɕi
ユカ,jɯka
イジュンコ,iʑɯŋko
ヤザワ,jazaɰa
ヒロスエ,çiɾosɯe
リョウコ,ɖʲoɯko
ジョウゴ,d͡ʑoɯɡo
イロドリ,iɾodoɾʲi
アサダ,asada
マオ,mao
シイナ,ɕiːna
リンゴ,ɖʲiŋɡo
サワジリ,saɰaʑiɾʲi
エリカ,eɾʲika
タヒカル,taçikaɾɯ
タケシタ,takeɕita
ヨシエ,joɕie
ナオコ,naoko
シズカ,ɕizɯka
コウゴウ,koɯɡoɯ
コウサクラ,koɯsakɯɾa
マチテンノウ,mat͡ɕitennoɯ
コウアツシ,koɯat͡sɯɕi
サワミノル,saɰamʲinoɾɯ
マレ,maɾe
クサマ,kɯsama
ヤヨイ,jajoi
イサゴホリ,isaɡohoɾʲi
レイナ,ɖeːna
キヨシショウ,kʲijoɕiɕoɯ
ナゴン,naɡoɴ
キサダコ,kʲisadako
リンコ,ɖʲiŋko
ジミツル,d͡ʑimʲit͡sɯɾɯ
モリタ,moɾʲita
ユウサイ,jɯːsai
ブンヒトシ,bɯɯ̃çitoɕi
シンノウヒノリコ,ɕinnoɯçinoɾʲiko
シンコウ,ɕiŋkoɯ
コウケン,koɯkeŋ
モトアキ,motoakʲi
オザワ,ozaɰa
マリア,maɾʲia
ニイガキ,ɲiːɡakʲi
アマノ,amano
ヨシタカ,joɕitaka
サトシヨウ,satoɕijoɯ
ヨシキチ,joɕikʲit͡ɕi
ノナカ,nonaka
ヒロム,çiɾomɯ
ヒガシシ,çiɡaɕiɕi
ノブタカ,nobɯtaka
イサワ,isaɰa
タキオ,takʲio
タモン,tamoɴ
タニヒサシ,taɲiçisaɕi
オット,otto
チンシュン,t͡ɕiĩɕɯɴ
カメナシ,kamenaɕi
タシン,taɕiŋ
アイシン,aiɕiŋ
サトシラトシセイ,satoɕiɾatoɕiseː
マコトサトル,makotosatoɾɯ
マサヒコ,masaçiko
ヒガシオン,çiɡaɕioɴ
オサメヒロシリョウ,osameçiɾoɕiɾʲoɯ
カワカミ,kaɰakamʲi
サカエ,sakae
カワハラ,kaɰahaɾa
アマミヤ,amamʲija
ケイタ,keːta
フクザワ,ɸɯkɯzaɰa
ユキチ,jɯkʲit͡ɕi
コウヒヤ,koɯçija
イズミテンノウ,izɯmʲitennoɯ
タチバナミズホ,tat͡ɕibanamʲizɯho
チョウ,t͡ɕoɯ
チチブ,t͡ɕit͡ɕibɯ
ミヤヤスヒトシンノウ,mʲijajasɯçitoɕinnoɯ
ツグミチ,t͡sɯɡɯmʲit͡ɕi
ヨウサイ,joɯsai
ホテイ,hoteː
トモヤス,tomojasɯ
ハヤオツ,hajaot͡sɯ
ジョランバ,d͡ʑoɾamba
タカスギ,takasɯɡʲi
シンサク,ɕiĩsakɯ
ヒデヨ,çidejo
ホリトオル,hoɾʲitoːɾɯ
マサミツ,masamʲit͡sɯ
マサアキラ,masaːkʲiɾa
カツミ,kat͡sɯmʲi
フネ,ɸɯne
ヒロシチ,çiɾoɕit͡ɕi
タク,takɯ
テツオ,tet͡sɯo
アカシ,akaɕi
ムクヤ,mɯkɯja
ミ,mʲi
ソト,soto
サカモト,sakamoto
マアヤ,maːja
ヒトシアキラ,çitoɕiakʲiɾa
イグチ,iɡɯt͡ɕi
シジン,ɕiʑiŋ
アラマキ,aɾamakʲi
ナカヤマ,nakajama
タケドオリ,takedoːɾʲi
マサヒデ,masaçide
イマオカ,imaoka
カネコ,kaneko
フミコ,ɸɯmʲiko
ハヤシウミ,hajaɕiɯmʲi
ミネ,mʲine
ホンジョウ,hond͡ʑoɯ
マヒダリウマフトシ,maçidaɾʲiɯmaɸɯtoɕi
タケン,takeŋ
ジロウ,d͡ʑiɾoɯ
オダ,oda
ノブナリ,nobɯnaɾʲi
ライデン,ɖaideŋ
リョウマ,ɖʲoɯma
カキハラ,kakʲihaɾa
アシカガ,aɕikaɡa
ヨシタネ,joɕitane
キブン,kʲibɯɴ
ネアガリ,neaɡaɾʲi
ミチユキ,mʲit͡ɕijɯkʲi
ムネカタ,mɯnekata
トクトミ,tokɯtomʲi
ソホウ,sohoɯ
ヒロタ,çiɾota
イシバシ,iɕibaɕi
タンザン,tand͡zaɴ
タニヤマ,taɲijama
ユタカ,jɯtaka
ハマグチ,hamaɡɯt͡ɕi
ユウコウ,jɯːkoɯ
ツツミヨシ,t͡sɯt͡sɯmʲijoɕi
ノリヒコ,noɾʲiçiko
エツシ,et͡sɯɕi
イブカ,ibɯka
ダイ,dai
アラキ,aɾakʲi
サダオ,sadao
イハラ,ihaɾa
サイカク,saikakɯ
マツオカ,mat͡sɯoka
ハチヤ,hat͡ɕija
フナキ,ɸɯnakʲi
カズヨシ,kazɯjoɕi
マツイ,mat͡sɯi
イシネ,iɕine
イヌヨウ,inɯjoɯ
ヨシミ,joɕimʲi
オワ,oɰa
ミヤノヒトシシンノウ,mʲijanoçitoɕiɕinnoɯ
アサカ,asaka
フミノリ,ɸɯmʲinoɾʲi
コウホリ,koɯhoɾʲi
カワテンノウ,kaɰatennoɯ
ヒラマツ,çiɾamat͡sɯ
ガンショウ,ɡaãɕoɯ
ヒロシダカ,çiɾoɕidaka
ハツミ,hat͡sɯmʲi
ユウリャク,jɯːɾʲakɯ
キリノ,kʲiɾʲino
ナツオ,nat͡sɯo
ヒサズミ,çisazɯmʲi
コハル,kohaɾɯ
ミヤマ,mʲijama
ホシサト,hoɕisato
モチル,mot͡ɕiɾɯ
スケユキ,sɯkejɯkʲi
タイラシゲル,taiɾaɕiɡeɾɯ
ショウリキ,ɕoɯɾʲikʲi
マツタロウ,mat͡sɯtaɾoɯ
ニシオ,ɲiɕio
イシン,iɕiŋ
キモト,kʲimoto
オリエ,oɾʲie
ニシモリ,ɲiɕimoɾʲi
トオルタイラ,toːɾɯtaiɾa
カンサトシ,kaãsatoɕi
フクヤマ,ɸɯkɯjama
テツロウ,tet͡sɯɾoɯ
タネオミ,taneomʲi
シマダ,ɕimada
シゲタロウ,ɕiɡetaɾoɯ
ソウダ,soɯda
ブンクラ,bɯŋkɯɾa
シンヒョウエ,ɕiĩçoɯe
ソウツクル,soɯt͡sɯkɯɾɯ
クスノセ,kɯsɯnose
サチヒコ,sat͡ɕiçiko
コウブン,koɯbɯɴ
ブンブ,bɯmbɯ
ジュントク,d͡ʑɯntokɯ
トウジョウ,toɯʑoɯ
ユウコ,jɯːko
ナオヤ,naoja
ニシオカ,ɲiɕioka
ナリタ,naɾʲita
フクマ,ɸɯkɯma
オサメ,osame
ヤブタ,jabɯta
ヤスヒコ,jasɯçiko
アオノ,aono
キヨタ,kʲijota
イクヒロシ,ikɯçiɾoɕi
ユウジ,jɯːʑi
オギノ,oɡʲino
キシ,kʲiɕi
スミオ,sɯmʲio
ヒロシアキラ,çiɾoɕiakʲiɾa
マエゾノ,maezono
マサタカ,masataka
ハットリ,hattoɾʲi
トシヒロシ,toɕiçiɾoɕi
ミョウジン,mʲoɯʑiŋ
トモカズ,tomokazɯ
オオハシ,oːhaɕi
シオイチマル,ɕioit͡ɕimaɾɯ
ミチハク,mʲit͡ɕihakɯ
ババ,baba
ウフトシ,ɯɸɯtoɕi
ムラオカ,mɯɾaoka
アオヤマ,aojama
トシヒロ,toɕiçiɾo
カクマ,kakɯma
アコロモ,akoɾomo
タケダ,takeda
ソウカク,soɯkakɯ
サワキ,saɰakʲi
キョウドウ,kʲoɯdoɯ
クマイ,kɯmai
ケイ,keː
ショウジ,ɕoɯʑi
オオマエ,oːmae
モトノリ,motonoɾʲi
シゲオ,ɕiɡeo
テンヤスシ,teẽjasɯɕi
ミノ,mʲino
ブタツキチ,bɯtat͡sɯkʲit͡ɕi
オカベ,okabe
タカノブ,takanobɯ
コソウ,kosoɯ
ミキオ,mʲikʲio
ヒシカリ,çiɕikaɾʲi
ホリイ,hoɾʲiː
トミタロウ,tomʲitaɾoɯ
アサイ,asai
テツヒコ,tet͡sɯçiko
フジナミ,ɸɯʑinamʲi
タツナンジ,tat͡sɯnand͡ʑi
キョウトオル,kʲoɯtoːɾɯ
ヨウドウ,joɯdoɯ
ナラサキ,naɾasakʲi
ムカイ,mɯkai
タダカツ,tadakat͡sɯ
エトウ,etoɯ
コセイ,koseː
ミズアミ,mʲizɯamʲi
シマタニ,ɕimataɲi
クラキ,kɯɾakʲi
ツチヤ,t͡sɯt͡ɕija
ユナ,jɯna
ミツイ,mʲit͡sɯi
アイケイ,aikeː
ケイコ,keːko
ヘイヤ,heːja
ハトリ,hatoɾʲi
ビスコ,bʲisɯko
バナナ,banana
ノリコ,noɾʲiko
ヒノ,çino
マツリ,mat͡sɯɾʲi
フクハラ,ɸɯkɯhaɾa
ヨシノリ,joɕinoɾʲi
イズミ,izɯmʲi
シキブ,ɕikʲibɯ
カハラ,kahaɾa
トモミ,tomomʲi
ホヅミ,hozɯmʲi
オニツラ,oɲit͡sɯɾa
タニアキラ,taɲiakʲiɾa
アサシオ,asaɕio
アズマミヤビ,azɯmamʲijabʲi
カズキ,kazɯkʲi
アンカン,aŋkaɴ
トヨサキ,tojosakʲi
アイオイ,aioi
タカヤ,takaja
ナツキ,nat͡sɯkʲi
マユミ,majɯmʲi
ジュンコ,d͡ʑɯŋko
ハナオン,hanaoɴ
タニモト,taɲimoto
フミ,ɸɯmʲi
オオツ,oːt͡sɯ
ヒラツカ,çiɾat͡sɯka
ライテウ,ɖaiteɯ
タカツキ,takat͡sɯkʲi
アヤリョウ,ajaɾʲoɯ
ミネミユキ,mʲinemʲijɯkʲi
タマダ,tamada
コマツ,komat͡sɯ
セイレン,seːɾeŋ
ハヤシヤ,hajaɕija
ト,to
ホマレシオット,homaɾeɕiotto
ミチノク,mʲit͡ɕinokɯ
ソウヒカリ,soɯçikaɾʲi
ニンケン,ɲiŋkeŋ
タカクラ,takakɯɾa
チュウキョウ,t͡ɕɯːkʲoɯ
ショウヒノキ,ɕoɯçinokʲi
ヤママサヒトシ,jamamasaçitoɕi
ヒロセ,çiɾose
トウテン,toɯteŋ
ユアサ,jɯasa
タハハ,tahaha
カミトシオ,kamʲitoɕio
コトブキミヤツコ,kotobɯkʲimʲijat͡sɯko
ドオ,doː
モンテンノウ,montennoɯ
セイヤスシ,seːjasɯɕi
オオニシ,oːɲiɕi
ヒロシタダ,çiɾoɕitada
アライ,aɾai
コムロ,komɯɾo
マコ,mako
オオノ,oːno
イヌイ,inɯi
ケサワレ,kesaɰaɾe
コシロウ,koɕiɾoɯ
ミヤアキラジンシンノウ,mʲijaːkʲiɾaʑiĩɕinnoɯ
タキジロウ,takʲiʑiɾoɯ
コグチ,koɡɯt͡ɕi
タカヒサ,takaçisa
ユキヒサ,jɯkʲiçisa
カミジョウ,kamʲiʑoɯ
ジュンシ,d͡ʑɯɯ̃ɕi
イワオ,iɰao
トモカリ,tomokaɾʲi
コズエ,kozɯe
ハクオウ,hakɯoɯ
クシタ,kɯɕita
ヨネダ,joneda
スザキ,sɯzakʲi
ホシナ,hoɕina
ヨウ,joɯ
ツカハラ,t͡sɯkahaɾa
カツラ,kat͡sɯɾa
ヤマダ,jamada
ユギ,jɯɡʲi
シバ,ɕiba
ヒデミツ,çidemʲit͡sɯ
アイコ,aiko
オオクマ,oːkɯma
シゲノブ,ɕiɡenobɯ
フジタカ,ɸɯʑitaka
サダマモル,sadamamoɾɯ
マキセ,makʲise
リホ,ɖʲiho
オハラ,ohaɾa
ヒガシクマ,çiɡaɕikɯma
オチ,ot͡ɕi
テラダ,teɾada
トラヒコ,toɾaçiko
クロセ,kɯɾose
マナミ,manamʲi
オガサ,oɡasa
ハラミツオ,haɾamʲit͡sɯo
セキタダシ,sekʲitadaɕi
シミズ,ɕimʲizɯ
セイコウ,seːkoɯ
ハセクラ,hasekɯɾa
ツネナガ,t͡sɯnenaɡa
トモコ,tomoko
ダイコク,daikokɯ
ハタココロザシ,hatakokoɾozaɕi
イワセイ,iɰaseː
ダイキ,daikʲi
ハラユカリ,haɾajɯkaɾʲi
